Id,Title,Name,NameHide,,Type,Display,RefreshType,Link,OperationType,OpenConditions,Conditions,Param,Pass,Reward,ChooseReward,ChooseRewardNum,PreMissionIds,Group,Image,DataTracking
203,0,mission_decs_203_1,0,累计消耗2000点星魂力,4,2,2,10018,0,0,"12003,2000",0,0,130004,,,0,0,0,
204,0,mission_decs_204_1,0,累计消耗3000点星魂力,4,2,2,10018,0,0,"12003,3000",0,0,130004,,,0,0,0,
205,0,mission_decs_205_1,0,宝库之门取得10次胜利,4,2,2,10033,0,0,"12005,10",0,0,130003,,,0,0,0,
206,0,mission_decs_206_1,0,宝库之门取得20次胜利,4,2,2,10033,0,0,"12005,20",0,0,130003,,,0,0,0,
207,0,mission_decs_207_1,0,宝库之门取得30次胜利,4,2,2,10033,0,0,"12005,30",0,0,130004,,,0,0,0,
208,0,mission_decs_208_1,0,宝库之门取得40次胜利,4,2,2,10033,0,0,"12005,40",0,0,130004,,,0,0,0,
209,0,mission_decs_209_1,0,进行10次召唤,4,2,2,0,0,0,"12008,10",0,0,130003,,,0,0,0,
210,0,mission_decs_210_1,0,主线关卡取得10次胜利,4,2,2,10018,0,0,"12009,10",0,0,130003,,,0,0,0,
211,0,mission_decs_211_1,0,参与3次公会赛马押注（新条件）,4,2,2,0,0,0,"12007,3",0,0,130003,,,0,0,0,
212,0,mission_decs_212_1,0,参与6次公会赛马押注（新条件）,4,2,2,0,0,0,"12007,6",0,0,130003,,,0,0,0,
213,0,mission_decs_213,0,进行3次公会首领挑战（新条件）,4,2,2,0,0,0,"12006,3",0,0,130003,,,0,0,0,
214,0,mission_decs_214,0,进行6次公会首领挑战（新条件）,4,2,2,0,0,0,"12006,6",0,0,130003,,,0,0,0,
251,0,mission_decs_251,0,"击败BOSS,战斗力20奖励(每周)",4,5,2,0,0,0,"12200,20",0,0,140003,,,0,251,10006,
252,0,mission_decs_252,0,"击败BOSS,战斗力40奖励(每周)",4,5,2,0,0,0,"12200,40",0,0,140004,,,0,251,10007,
253,0,mission_decs_253,0,"击败BOSS,战斗力60奖励(每周)",4,5,2,0,0,0,"12200,60",0,0,140005,,,0,251,10008,
254,0,mission_decs_254,0,"击败BOSS,战斗力80奖励(每周)",4,5,2,0,0,0,"12200,80",0,0,140006,,,0,251,10009,
255,0,mission_decs_255,0,"击败BOSS,战斗力100奖励(每周)",4,5,2,0,0,0,"12200,100",0,0,140007,,,0,251,10010,
101098,0,mission_decs_101098,0,通关简单难度主线1-9(主线),4,3,0,0,0,"15063,0,0","101060,1",0,1,0,,,0,101,0,
101108,0,mission_decs_101108,0,通关简单难度主线1-10(主线),4,3,0,0,0,"15063,0,0","101070,1",0,1,0,,,0,101,0,
101128,0,mission_decs_101128,0,通关简单难度主线1-12(主线),4,3,0,0,0,"15063,0,0","101200,1",0,1,0,,,0,101,0,
101138,0,mission_decs_101138,0,通关简单难度主线1-13(主线),4,3,0,0,0,"15063,0,0","101090,1",0,1,0,,,0,101,0,
101148,0,mission_decs_101148,0,通关简单难度主线1-14(主线),4,3,0,0,0,"15063,0,0","101210,1",0,1,0,,,0,101,0,
101158,0,mission_decs_101158,0,通关简单难度主线1-15(主线),4,3,0,0,0,"15063,0,0","101100,1",0,1,0,,,0,101,0,
101168,0,mission_decs_101168,0,通关简单难度主线1-16(主线),4,3,0,0,0,"15063,0,0","101110,1",0,1,0,,,0,101,0,
101178,0,mission_decs_101178,0,通关简单难度主线1-18(主线),4,3,0,0,0,"15063,0,0","101230,1",0,1,0,,,0,101,0,
101188,0,mission_decs_101188,0,通关简单难度主线1-20(主线),4,3,0,0,0,"15063,0,0","101140,1",0,1,0,,,0,101,0,
101208,0,mission_decs_101208,0,通关简单难度主线1-24(主线),4,3,0,0,0,"15063,0,0","101270,1",0,1,0,,,0,101,0,
10100,0,mission_decs_10100,0,血量低于90%掉落(主线),4,6,0,0,0,"15063,0,0","15052,1",0,0,100001,,,0,0,10011,
10101,0,mission_decs_10101,0,血量低于80%掉落(主线),4,6,0,0,0,"15063,0,0","15052,2",0,0,100002,,,0,0,10011,
10102,0,mission_decs_10102,0,血量低于70%掉落(主线),4,6,0,0,0,"15063,0,0","15052,3",0,0,100003,,,0,0,10011,
10103,0,mission_decs_10103,0,血量低于60%掉落(主线),4,6,0,0,0,"15063,0,0","15052,4",0,0,100004,,,0,0,10011,
10104,0,mission_decs_10104,0,血量低于50%掉落(主线),4,6,0,0,0,"15063,0,0","15052,5",0,0,100005,,,0,0,10011,
10105,0,mission_decs_10105,0,血量低于40%掉落(主线),4,6,0,0,0,"15063,0,0","15052,6",0,0,100006,,,0,0,10011,
10106,0,mission_decs_10106,0,血量低于30%掉落(主线),4,6,0,0,0,"15063,0,0","15052,7",0,0,100007,,,0,0,10011,
10107,0,mission_decs_10107,0,血量低于20%掉落(主线),4,6,0,0,0,"15063,0,0","15052,8",0,0,100008,,,0,0,10011,
10108,0,mission_decs_10108,0,血量低于10%掉落(主线),4,6,0,0,0,"15063,0,0","15052,9",0,0,100009,,,0,0,10011,
10109,0,mission_decs_10109,0,血量低于0%掉落(主线),4,6,0,0,0,"15063,0,0","15052,10",0,0,100010,,,0,0,10011,
102018,0,mission_decs_102018,0,通关简单难度主线2-1(主线),4,3,0,0,0,"15063,1,1","102010,1",0,1,0,,,0,102,0,
102028,0,mission_decs_102028,0,通关简单难度主线2-2(主线),4,3,0,0,0,"15063,1,1","102020,1",0,1,0,,,0,102,0,
102138,0,mission_decs_102138,0,通关简单难度主线2-13(主线),4,3,0,0,0,"15063,1,1","102130,1",0,1,0,,,0,102,0,
102148,0,mission_decs_102148,0,通关简单难度主线2-14(主线),4,3,0,0,0,"15063,1,1","102140,1",0,1,0,,,0,102,0,
102168,0,mission_decs_102168,0,通关简单难度主线2-16(主线),4,3,0,0,0,"15063,1,1","102160,1",0,1,0,,,0,102,0,
102178,0,mission_decs_102178,0,通关简单难度主线2-17(主线),4,3,0,0,0,"15063,1,1","102170,1",0,1,0,,,0,102,0,
102188,0,mission_decs_102188,0,通关简单难度主线2-18(主线),4,3,0,0,0,"15063,1,1","102180,1",0,1,0,,,0,102,0,
102208,0,mission_decs_102208,0,通关简单难度主线2-25(主线),4,3,0,0,0,"15063,1,1","102250,1",0,1,0,,,0,102,0,
102228,0,mission_decs_102228,0,通关简单难度主线2-28(主线),4,3,0,0,0,"15063,1,1","102280,1",0,1,0,,,0,102,0,
10200,0,mission_decs_10200,0,击败5个怪物(主线),4,3,0,0,0,"15063,1,1","10001,5",0,0,0,,,0,102,0,
10201,0,mission_decs_10201,0,血量低于90%掉落(主线),4,6,0,0,0,"15063,1,1","15053,1",0,0,100011,,,0,0,10012,
10202,0,mission_decs_10202,0,血量低于80%掉落(主线),4,6,0,0,0,"15063,1,1","15053,2",0,0,100012,,,0,0,10012,
10203,0,mission_decs_10203,0,血量低于70%掉落(主线),4,6,0,0,0,"15063,1,1","15053,3",0,0,100013,,,0,0,10012,
10204,0,mission_decs_10204,0,血量低于60%掉落(主线),4,6,0,0,0,"15063,1,1","15053,4",0,0,100014,,,0,0,10012,
10205,0,mission_decs_10205,0,血量低于50%掉落(主线),4,6,0,0,0,"15063,1,1","15053,5",0,0,100015,,,0,0,10012,
10206,0,mission_decs_10206,0,血量低于40%掉落(主线),4,6,0,0,0,"15063,1,1","15053,6",0,0,100016,,,0,0,10012,
10207,0,mission_decs_10207,0,血量低于30%掉落(主线),4,6,0,0,0,"15063,1,1","15053,7",0,0,100017,,,0,0,10012,
10208,0,mission_decs_10208,0,血量低于20%掉落(主线),4,6,0,0,0,"15063,1,1","15053,8",0,0,100018,,,0,0,10012,
10209,0,mission_decs_10209,0,血量低于10%掉落(主线),4,6,0,0,0,"15063,1,1","15053,9",0,0,100019,,,0,0,10012,
10210,0,mission_decs_10210,0,血量低于0%掉落(主线),4,6,0,0,0,"15063,1,1","15053,10",0,0,100020,,,0,0,10012,
103108,0,mission_decs_103108,0,通关简单难度主线3-10(主线),4,3,0,0,0,"15063,2,2","103100,1",0,1,0,,,0,103,0,
103118,0,mission_decs_103118,0,通关简单难度主线3-11(主线),4,3,0,0,0,"15063,2,2","103110,1",0,1,0,,,0,103,0,
103128,0,mission_decs_103128,0,通关简单难度主线3-12(主线),4,3,0,0,0,"15063,2,2","103120,1",0,1,0,,,0,103,0,
103138,0,mission_decs_103138,0,通关简单难度主线3-13(主线),4,3,0,0,0,"15063,2,2","103130,1",0,1,0,,,0,103,0,
103148,0,mission_decs_103148,0,通关简单难度主线3-14(主线),4,3,0,0,0,"15063,2,2","103140,1",0,1,0,,,0,103,0,
103158,0,mission_decs_103158,0,通关简单难度主线3-15(主线),4,3,0,0,0,"15063,2,2","103150,1",0,1,0,,,0,103,0,
103168,0,mission_decs_103168,0,通关简单难度主线3-16(主线),4,3,0,0,0,"15063,2,2","103160,1",0,1,0,,,0,103,0,
103178,0,mission_decs_103178,0,通关简单难度主线3-17(主线),4,3,0,0,0,"15063,2,2","103170,1",0,1,0,,,0,103,0,
103188,0,mission_decs_103188,0,通关简单难度主线3-18(主线),4,3,0,0,0,"15063,2,2","103180,1",0,1,0,,,0,103,0,
103208,0,mission_decs_103208,0,通关简单难度主线3-20(主线),4,3,0,0,0,"15063,2,2","103200,1",0,1,0,,,0,103,0,
10300,0,mission_decs_10300,0,血量低于90%掉落(主线),4,6,0,0,0,"15063,2,2","15054,1",0,0,100021,,,0,0,10013,
10301,0,mission_decs_10301,0,血量低于80%掉落(主线),4,6,0,0,0,"15063,2,2","15054,2",0,0,100022,,,0,0,10013,
10302,0,mission_decs_10302,0,血量低于70%掉落(主线),4,6,0,0,0,"15063,2,2","15054,3",0,0,100023,,,0,0,10013,
10303,0,mission_decs_10303,0,血量低于60%掉落(主线),4,6,0,0,0,"15063,2,2","15054,4",0,0,100024,,,0,0,10013,
10304,0,mission_decs_10304,0,血量低于50%掉落(主线),4,6,0,0,0,"15063,2,2","15054,5",0,0,100025,,,0,0,10013,
10305,0,mission_decs_10305,0,血量低于40%掉落(主线),4,6,0,0,0,"15063,2,2","15054,6",0,0,100026,,,0,0,10013,
10306,0,mission_decs_10306,0,血量低于30%掉落(主线),4,6,0,0,0,"15063,2,2","15054,7",0,0,100027,,,0,0,10013,
10307,0,mission_decs_10307,0,血量低于20%掉落(主线),4,6,0,0,0,"15063,2,2","15054,8",0,0,100028,,,0,0,10013,
10308,0,mission_decs_10308,0,血量低于10%掉落(主线),4,6,0,0,0,"15063,2,2","15054,9",0,0,100029,,,0,0,10013,
10309,0,mission_decs_10309,0,血量低于0%掉落(主线),4,6,0,0,0,"15063,2,2","15054,10",0,0,100030,,,0,0,10013,
104038,0,mission_decs_104038,0,通关简单难度主线4-3(主线),4,3,0,0,0,"15063,3,3","104030,1",0,1,0,,,0,104,0,
104078,0,mission_decs_104078,0,通关简单难度主线4-7(主线),4,3,0,0,0,"15063,3,3","104070,1",0,1,0,,,0,104,0,
104128,0,mission_decs_104128,0,通关简单难度主线4-12(主线),4,3,0,0,0,"15063,3,3","104120,1",0,1,0,,,0,104,0,
104138,0,mission_decs_104138,0,通关简单难度主线4-13(主线),4,3,0,0,0,"15063,3,3","104130,1",0,1,0,,,0,104,0,
104148,0,mission_decs_104148,0,通关简单难度主线4-14(主线),4,3,0,0,0,"15063,3,3","104140,1",0,1,0,,,0,104,0,
104168,0,mission_decs_104168,0,通关简单难度主线4-16(主线),4,3,0,0,0,"15063,3,3","104160,1",0,1,0,,,0,104,0,
104178,0,mission_decs_104178,0,通关简单难度主线4-17(主线),4,3,0,0,0,"15063,3,3","104170,1",0,1,0,,,0,104,0,
104188,0,mission_decs_104188,0,通关简单难度主线4-18(主线),4,3,0,0,0,"15063,3,3","104180,1",0,1,0,,,0,104,0,
104198,0,mission_decs_104198,0,通关简单难度主线4-19(主线),4,3,0,0,0,"15063,3,3","104190,1",0,1,0,,,0,104,0,
104208,0,mission_decs_104208,0,通关简单难度主线4-24(主线),4,3,0,0,0,"15063,3,3","104240,1",0,1,0,,,0,104,0,
10400,0,mission_decs_10400,0,血量低于90%掉落(主线),4,6,0,0,0,"15063,3,3","15055,1",0,0,100031,,,0,0,10014,
10401,0,mission_decs_10401,0,血量低于80%掉落(主线),4,6,0,0,0,"15063,3,3","15055,2",0,0,100032,,,0,0,10014,
10402,0,mission_decs_10402,0,血量低于70%掉落(主线),4,6,0,0,0,"15063,3,3","15055,3",0,0,100033,,,0,0,10014,
10403,0,mission_decs_10403,0,血量低于60%掉落(主线),4,6,0,0,0,"15063,3,3","15055,4",0,0,100034,,,0,0,10014,
10404,0,mission_decs_10404,0,血量低于50%掉落(主线),4,6,0,0,0,"15063,3,3","15055,5",0,0,100035,,,0,0,10014,
10405,0,mission_decs_10405,0,血量低于40%掉落(主线),4,6,0,0,0,"15063,3,3","15055,6",0,0,100036,,,0,0,10014,
10406,0,mission_decs_10406,0,血量低于30%掉落(主线),4,6,0,0,0,"15063,3,3","15055,7",0,0,100037,,,0,0,10014,
10407,0,mission_decs_10407,0,血量低于20%掉落(主线),4,6,0,0,0,"15063,3,3","15055,8",0,0,100038,,,0,0,10014,
10408,0,mission_decs_10408,0,血量低于10%掉落(主线),4,6,0,0,0,"15063,3,3","15055,9",0,0,100039,,,0,0,10014,
10409,0,mission_decs_10409,0,血量低于0%掉落(主线),4,6,0,0,0,"15063,3,3","15055,10",0,0,100040,,,0,0,10014,
105068,0,mission_decs_105068,0,通关简单难度主线5-6(主线),4,3,0,0,0,"15063,4","105060,1",0,1,0,,,0,105,0,
105078,0,mission_decs_105078,0,通关简单难度主线5-7(主线),4,3,0,0,0,"15063,4","105070,1",0,1,0,,,0,105,0,
105108,0,mission_decs_105108,0,通关简单难度主线5-10(主线),4,3,0,0,0,"15063,4","105100,1",0,1,0,,,0,105,0,
105138,0,mission_decs_105138,0,通关简单难度主线5-13(主线),4,3,0,0,0,"15063,4","105130,1",0,1,0,,,0,105,0,
105168,0,mission_decs_105168,0,通关简单难度主线5-16(主线),4,3,0,0,0,"15063,4","105160,1",0,1,0,,,0,105,0,
105198,0,mission_decs_105198,0,通关简单难度主线5-19(主线),4,3,0,0,0,"15063,4","105190,1",0,1,0,,,0,105,0,
105218,0,mission_decs_105218,0,通关简单难度主线5-21(主线),4,3,0,0,0,"15063,4","105210,1",0,1,0,,,0,105,0,
105228,0,mission_decs_105228,0,通关简单难度主线5-23(主线),4,3,0,0,0,"15063,4","105230,1",0,1,0,,,0,105,0,
105238,0,mission_decs_105238,0,通关简单难度主线5-25(主线),4,3,0,0,0,"15063,4","105250,1",0,1,0,,,0,105,0,
105258,0,mission_decs_105258,0,通关简单难度主线5-33(主线),4,3,0,0,0,"15063,4","105330,1",0,1,0,,,0,105,0,
10500,0,mission_decs_10500,0,血量低于90%掉落(主线),4,6,0,0,0,"15063,4","15056,1",0,0,100041,,,0,0,10015,
10501,0,mission_decs_10501,0,血量低于80%掉落(主线),4,6,0,0,0,"15063,4","15056,2",0,0,100042,,,0,0,10015,
10502,0,mission_decs_10502,0,血量低于70%掉落(主线),4,6,0,0,0,"15063,4","15056,3",0,0,100043,,,0,0,10015,
10503,0,mission_decs_10503,0,血量低于60%掉落(主线),4,6,0,0,0,"15063,4","15056,4",0,0,100044,,,0,0,10015,
10504,0,mission_decs_10504,0,血量低于50%掉落(主线),4,6,0,0,0,"15063,4","15056,5",0,0,100045,,,0,0,10015,
10505,0,mission_decs_10505,0,血量低于40%掉落(主线),4,6,0,0,0,"15063,4","15056,6",0,0,100046,,,0,0,10015,
10506,0,mission_decs_10506,0,血量低于30%掉落(主线),4,6,0,0,0,"15063,4","15056,7",0,0,100047,,,0,0,10015,
10507,0,mission_decs_10507,0,血量低于20%掉落(主线),4,6,0,0,0,"15063,4","15056,8",0,0,100048,,,0,0,10015,
10508,0,mission_decs_10508,0,血量低于10%掉落(主线),4,6,0,0,0,"15063,4","15056,9",0,0,100049,,,0,0,10015,
10509,0,mission_decs_10509,0,血量低于0%掉落(主线),4,6,0,0,0,"15063,4","15056,10",0,0,100050,,,0,0,10015,
106058,0,mission_decs_106058,0,通关简单难度主线6序-5(主线),4,3,0,0,0,"15063,6,6","106050,1",0,1,0,,,0,106,0,
106088,0,mission_decs_106088,0,通关简单难度主线6序-8(主线),4,3,0,0,0,"15063,6,6","106080,1",0,1,0,,,0,106,0,
106108,0,mission_decs_106108,0,通关简单难度主线6序-10(主线),4,3,0,0,0,"15063,6,6","106100,1",0,1,0,,,0,106,0,
106138,0,mission_decs_106138,0,通关简单难度主线6序-13(主线),4,3,0,0,0,"15063,6,6","106130,1",0,1,0,,,0,106,0,
106158,0,mission_decs_106158,0,通关简单难度主线6序-15(主线),4,3,0,0,0,"15063,6,6","106150,1",0,1,0,,,0,106,0,
106168,0,mission_decs_106168,0,通关简单难度主线6序-16(主线),4,3,0,0,0,"15063,6,6","106160,1",0,1,0,,,0,106,0,
106178,0,mission_decs_106178,0,通关简单难度主线6序-17(主线),4,3,0,0,0,"15063,6,6","106170,1",0,1,0,,,0,106,0,
106188,0,mission_decs_106188,0,通关简单难度主线6序-18(主线),4,3,0,0,0,"15063,6,6","106180,1",0,1,0,,,0,106,0,
106198,0,mission_decs_106198,0,通关简单难度主线6序-19(主线),4,3,0,0,0,"15063,6,6","106190,1",0,1,0,,,0,106,0,
106208,0,mission_decs_106208,0,通关简单难度主线6序-22(主线),4,3,0,0,0,"15063,6,6","106220,1",0,1,0,,,0,106,0,
10600,0,mission_decs_10600,0,血量低于90%掉落(主线),4,6,0,0,0,"15063,6,6","15057,1",0,0,100051,,,0,0,10016,
10601,0,mission_decs_10601,0,血量低于80%掉落(主线),4,6,0,0,0,"15063,6,6","15057,2",0,0,100052,,,0,0,10016,
10602,0,mission_decs_10602,0,血量低于70%掉落(主线),4,6,0,0,0,"15063,6,6","15057,3",0,0,100053,,,0,0,10016,
10603,0,mission_decs_10603,0,血量低于60%掉落(主线),4,6,0,0,0,"15063,6,6","15057,4",0,0,100054,,,0,0,10016,
10604,0,mission_decs_10604,0,血量低于50%掉落(主线),4,6,0,0,0,"15063,6,6","15057,5",0,0,100055,,,0,0,10016,
10605,0,mission_decs_10605,0,血量低于40%掉落(主线),4,6,0,0,0,"15063,6,6","15057,6",0,0,100056,,,0,0,10016,
10606,0,mission_decs_10606,0,血量低于30%掉落(主线),4,6,0,0,0,"15063,6,6","15057,7",0,0,100057,,,0,0,10016,
10607,0,mission_decs_10607,0,血量低于20%掉落(主线),4,6,0,0,0,"15063,6,6","15057,8",0,0,100058,,,0,0,10016,
10608,0,mission_decs_10608,0,血量低于10%掉落(主线),4,6,0,0,0,"15063,6,6","15057,9",0,0,100059,,,0,0,10016,
10609,0,mission_decs_10609,0,血量低于0%掉落(主线),4,6,0,0,0,"15063,6,6","15057,10",0,0,100060,,,0,0,10016,
107178,0,mission_decs_107178,0,通关简单难度主线6上-17(主线),4,3,0,0,0,"15063,6,6","107170,1",0,1,0,,,0,107,0,
107188,0,mission_decs_107188,0,通关简单难度主线6上-18(主线),4,3,0,0,0,"15063,6,6","107180,1",0,1,0,,,0,107,0,
107198,0,mission_decs_107198,0,通关简单难度主线6上-19(主线),4,3,0,0,0,"15063,6,6","107190,1",0,1,0,,,0,107,0,
107208,0,mission_decs_107208,0,通关简单难度主线6上-20(主线),4,3,0,0,0,"15063,6,6","107200,1",0,1,0,,,0,107,0,
107218,0,mission_decs_107218,0,通关简单难度主线6上-21(主线),4,3,0,0,0,"15063,6,6","107210,1",0,1,0,,,0,107,0,
107228,0,mission_decs_107228,0,通关简单难度主线6上-22(主线),4,3,0,0,0,"15063,6,6","107220,1",0,1,0,,,0,107,0,
107238,0,mission_decs_107238,0,通关简单难度主线6上-23(主线),4,3,0,0,0,"15063,6,6","107230,1",0,1,0,,,0,107,0,
107248,0,mission_decs_107248,0,通关简单难度主线6上-24(主线),4,3,0,0,0,"15063,6,6","107240,1",0,1,0,,,0,107,0,
107258,0,mission_decs_107258,0,通关简单难度主线6上-25(主线),4,3,0,0,0,"15063,6,6","107250,1",0,1,0,,,0,107,0,
107268,0,mission_decs_107268,0,通关简单难度主线6上-26(主线),4,3,0,0,0,"15063,6,6","107260,1",0,1,0,,,0,107,0,
10700,0,mission_decs_10700,0,血量低于90%掉落(主线),4,6,0,0,0,"15063,6,6","15058,1",0,0,100061,,,0,0,10017,
10701,0,mission_decs_10701,0,血量低于80%掉落(主线),4,6,0,0,0,"15063,6,6","15058,2",0,0,100062,,,0,0,10017,
10702,0,mission_decs_10702,0,血量低于70%掉落(主线),4,6,0,0,0,"15063,6,6","15058,3",0,0,100063,,,0,0,10017,
10703,0,mission_decs_10703,0,血量低于60%掉落(主线),4,6,0,0,0,"15063,6,6","15058,4",0,0,100064,,,0,0,10017,
10704,0,mission_decs_10704,0,血量低于50%掉落(主线),4,6,0,0,0,"15063,6,6","15058,5",0,0,100065,,,0,0,10017,
10705,0,mission_decs_10705,0,血量低于40%掉落(主线),4,6,0,0,0,"15063,6,6","15058,6",0,0,100066,,,0,0,10017,
10706,0,mission_decs_10706,0,血量低于30%掉落(主线),4,6,0,0,0,"15063,6,6","15058,7",0,0,100067,,,0,0,10017,
10707,0,mission_decs_10707,0,血量低于20%掉落(主线),4,6,0,0,0,"15063,6,6","15058,8",0,0,100068,,,0,0,10017,
10708,0,mission_decs_10708,0,血量低于10%掉落(主线),4,6,0,0,0,"15063,6,6","15058,9",0,0,100069,,,0,0,10017,
10709,0,mission_decs_10709,0,血量低于0%掉落(主线),4,6,0,0,0,"15063,6,6","15058,10",0,0,100070,,,0,0,10017,
108168,0,mission_decs_108168,0,通关简单难度主线6下-16(主线),4,3,0,0,0,"15063,7,7","108160,1",0,1,0,,,0,108,0,
108178,0,mission_decs_108178,0,通关简单难度主线6下-17(主线),4,3,0,0,0,"15063,7,7","108170,1",0,1,0,,,0,108,0,
108208,0,mission_decs_108208,0,通关简单难度主线6下-20(主线),4,3,0,0,0,"15063,7,7","108200,1",0,1,0,,,0,108,0,
108228,0,mission_decs_108228,0,通关简单难度主线6下-22(主线),4,3,0,0,0,"15063,7,7","108220,1",0,1,0,,,0,108,0,
108258,0,mission_decs_108258,0,通关简单难度主线6下-25(主线),4,3,0,0,0,"15063,7,7","108250,1",0,1,0,,,0,108,0,
108278,0,mission_decs_108278,0,通关简单难度主线6下-27(主线),4,3,0,0,0,"15063,7,7","108270,1",0,1,0,,,0,108,0,
108308,0,mission_decs_108308,0,通关简单难度主线6下-30(主线),4,3,0,0,0,"15063,7,7","108300,1",0,1,0,,,0,108,0,
108318,0,mission_decs_108318,0,通关简单难度主线6下-31(主线),4,3,0,0,0,"15063,7,7","108310,1",0,1,0,,,0,108,0,
108328,0,mission_decs_108328,0,通关简单难度主线6下-32(主线),4,3,0,0,0,"15063,7,7","108320,1",0,1,0,,,0,108,0,
108338,0,mission_decs_108338,0,通关简单难度主线6下-33(主线),4,3,0,0,0,"15063,7,7","108330,1",0,1,0,,,0,108,0,
10800,0,mission_decs_10800,0,血量低于90%掉落(主线),4,6,0,0,0,"15063,7,7","15059,1",0,0,100071,,,0,0,10018,
10801,0,mission_decs_10801,0,血量低于80%掉落(主线),4,6,0,0,0,"15063,7,7","15059,2",0,0,100072,,,0,0,10018,
10802,0,mission_decs_10802,0,血量低于70%掉落(主线),4,6,0,0,0,"15063,7,7","15059,3",0,0,100073,,,0,0,10018,
10803,0,mission_decs_10803,0,血量低于60%掉落(主线),4,6,0,0,0,"15063,7,7","15059,4",0,0,100074,,,0,0,10018,
10804,0,mission_decs_10804,0,血量低于50%掉落(主线),4,6,0,0,0,"15063,7,7","15059,5",0,0,100075,,,0,0,10018,
10805,0,mission_decs_10805,0,血量低于40%掉落(主线),4,6,0,0,0,"15063,7,7","15059,6",0,0,100076,,,0,0,10018,
10806,0,mission_decs_10806,0,血量低于30%掉落(主线),4,6,0,0,0,"15063,7,7","15059,7",0,0,100077,,,0,0,10018,
10807,0,mission_decs_10807,0,血量低于20%掉落(主线),4,6,0,0,0,"15063,7,7","15059,8",0,0,100078,,,0,0,10018,
10808,0,mission_decs_10808,0,血量低于10%掉落(主线),4,6,0,0,0,"15063,7,7","15059,9",0,0,100079,,,0,0,10018,
10809,0,mission_decs_10809,0,血量低于0%掉落(主线),4,6,0,0,0,"15063,7,7","15059,10",0,0,100080,,,0,0,10018,
109208,0,mission_decs_109208,0,通关简单难度主线7-20(主线),4,3,0,0,0,"15063,8,8","109200,1",0,1,0,,,0,109,0,
109258,0,mission_decs_109258,0,通关简单难度主线7-25(主线),4,3,0,0,0,"15063,8,8","109250,1",0,1,0,,,0,109,0,
109268,0,mission_decs_109268,0,通关简单难度主线7-26(主线),4,3,0,0,0,"15063,8,8","109260,1",0,1,0,,,0,109,0,
109278,0,mission_decs_109278,0,通关简单难度主线7-27(主线),4,3,0,0,0,"15063,8,8","109270,1",0,1,0,,,0,109,0,
