Id,PeopleId,,,PlotType,PlotFile,,PlotBuilding,FavorLv,Weight,Favor
8200050,3000001,律,通用好感5-1,0,5803050,通用好感5-1,,5,100,20
8200053,3000001,律,通用好感5-4,0,5803053,通用好感5-4,,5,100,20
8200054,3000001,律,通用好感5-5,0,5803054,通用好感5-5,,5,100,20
8210000,3000002,克萝萝,餐厅好感1,0,5803055,餐厅好感1,1002,0,100,20
8210001,3000002,克萝萝,餐厅好感3,0,5803056,餐厅好感3,1002,3,100,20
8210002,3000002,克萝萝,餐厅好感5,0,5803057,餐厅好感5,1002,5,100,20
8210003,3000002,克萝萝,自宅好感1,0,5803058,自宅好感1,1005,0,100,20
8210004,3000002,克萝萝,自宅好感3,0,5803059,自宅好感3,1005,3,100,20
8210005,3000002,克萝萝,自宅好感5,0,5803060,自宅好感5,1005,5,100,20
8210006,3000002,克萝萝,圣殿好感1,0,5803061,圣殿好感1,1001,0,100,20
8210007,3000002,克萝萝,圣殿好感3,0,5803062,圣殿好感3,1001,3,100,20
8210008,3000002,克萝萝,圣殿好感5,0,5803063,圣殿好感5,1001,5,100,20
8210009,3000002,克萝萝,图书馆好感1,0,5803064,图书馆好感1,1003,0,100,20
8210010,3000002,克萝萝,图书馆好感3,0,5803065,图书馆好感3,1003,3,100,20
8210011,3000002,克萝萝,图书馆好感5,0,5803066,图书馆好感5,1003,5,100,20
8210012,3000002,克萝萝,乐园好感1,0,5803067,乐园好感1,1999704,0,100,20
8210013,3000002,克萝萝,乐园好感3,0,5803068,乐园好感3,1999704,3,100,20
8210014,3000002,克萝萝,乐园好感5,0,5803069,乐园好感5,1999704,5,100,20
8210015,3000002,克萝萝,通用好感1-1,0,5803070,通用好感1-1,,0,100,20
8210016,3000002,克萝萝,通用好感1-2,0,5803071,通用好感1-2,,0,100,20
8210017,3000002,克萝萝,通用好感1-3,0,5803072,通用好感1-3,,0,100,20
8210018,3000002,克萝萝,通用好感1-5,0,5803074,通用好感1-5,,0,100,20
8210019,3000002,克萝萝,通用好感1-6,0,5803075,通用好感1-6,,0,100,20
8210020,3000002,克萝萝,通用好感1-7,0,5803076,通用好感1-7,,0,100,20
8210021,3000002,克萝萝,通用好感1-8,0,5803077,通用好感1-8,,0,100,20
8210022,3000002,克萝萝,通用好感1-9,0,5803078,通用好感1-9,,0,100,20
8210023,3000002,克萝萝,通用好感1-10,0,5803079,通用好感1-10,,0,100,20
8210024,3000002,克萝萝,通用好感2-1,0,5803080,通用好感2-1,,2,100,20
8210025,3000002,克萝萝,通用好感2-2,0,5803081,通用好感2-2,,2,100,20
8210026,3000002,克萝萝,通用好感2-3,0,5803082,通用好感2-3,,2,100,20
8210027,3000002,克萝萝,通用好感2-4,0,5803083,通用好感2-4,,2,100,20
8210028,3000002,克萝萝,通用好感2-5,0,5803084,通用好感2-5,,2,100,20
8210029,3000002,克萝萝,通用好感2-6,0,5803085,通用好感2-6,,2,100,20
8210030,3000002,克萝萝,通用好感2-7,0,5803086,通用好感2-7,,2,100,20
8210031,3000002,克萝萝,通用好感2-8,0,5803087,通用好感2-8,,2,100,20
8210032,3000002,克萝萝,通用好感2-9,0,5803088,通用好感2-9,,2,100,20
8210033,3000002,克萝萝,通用好感2-10,0,5803089,通用好感2-10,,2,100,20
8210034,3000002,克萝萝,通用好感3-1,0,5803090,通用好感3-1,,3,100,20
8210035,3000002,克萝萝,通用好感3-2,0,5803091,通用好感3-2,,3,100,20
8210036,3000002,克萝萝,通用好感3-3,0,5803092,通用好感3-3,,3,100,20
8210037,3000002,克萝萝,通用好感3-4,0,5803093,通用好感3-4,,3,100,20
8210038,3000002,克萝萝,通用好感3-5,0,5803094,通用好感3-5,,3,100,20
8210039,3000002,克萝萝,通用好感3-6,0,5803095,通用好感3-6,,3,100,20
8210040,3000002,克萝萝,通用好感3-7,0,5803096,通用好感3-7,,3,100,20
8210041,3000002,克萝萝,通用好感4-1,0,5803097,通用好感4-1,,4,100,20
8210042,3000002,克萝萝,通用好感4-2,0,5803098,通用好感4-2,,4,100,20
8210043,3000002,克萝萝,通用好感4-3,0,5803099,通用好感4-3,,4,100,20
8210044,3000002,克萝萝,通用好感4-4,0,5803100,通用好感4-4,,4,100,20
8210045,3000002,克萝萝,通用好感4-5,0,5803101,通用好感4-5,,4,100,20
8210046,3000002,克萝萝,通用好感4-6,0,5803102,通用好感4-6,,4,100,20
8210047,3000002,克萝萝,通用好感4-7,0,5803103,通用好感4-7,,4,100,20
8210048,3000002,克萝萝,通用好感5-1,0,5803104,通用好感5-1,,5,100,20
8210049,3000002,克萝萝,通用好感5-2,0,5803105,通用好感5-2,,5,100,20
8210050,3000002,克萝萝,通用好感5-3,0,5803106,通用好感5-3,,5,100,20
8210051,3000002,克萝萝,通用好感5-4,0,5803107,通用好感5-4,,5,100,20
8210052,3000002,克萝萝,通用好感5-5,0,5803108,通用好感5-5,,5,100,20
8220000,3000003,黑神,餐厅好感1,0,5803109,餐厅好感1,1002,0,100,20
8220001,3000003,黑神,餐厅好感3,0,5803110,餐厅好感3,1002,3,100,20
8220002,3000003,黑神,餐厅好感5,0,5803111,餐厅好感5,1002,5,100,20
8220003,3000003,黑神,自宅好感1,0,5803112,自宅好感1,1005,0,100,20
8220004,3000003,黑神,自宅好感3,0,5803113,自宅好感3,1005,3,100,20
8220005,3000003,黑神,自宅好感5,0,5803114,自宅好感5,1005,5,100,20
8220006,3000003,黑神,圣殿好感1,0,5803115,圣殿好感1,1001,0,100,20
8220007,3000003,黑神,圣殿好感3,0,5803116,圣殿好感3,1001,3,100,20
8220008,3000003,黑神,圣殿好感5,0,5803117,圣殿好感5,1001,5,100,20
8220009,3000003,黑神,图书馆好感1,0,5803118,图书馆好感1,1003,0,100,20
8220010,3000003,黑神,图书馆好感3,0,5803119,图书馆好感3,1003,3,100,20
8220011,3000003,黑神,图书馆好感5,0,5803120,图书馆好感5,1003,5,100,20
8220012,3000003,黑神,乐园好感1,0,5803121,乐园好感1,1999704,0,100,20
8220013,3000003,黑神,乐园好感3,0,5803122,乐园好感3,1999704,3,100,20
8220014,3000003,黑神,乐园好感5,0,5803123,乐园好感5,1999704,5,100,20
8220015,3000003,黑神,通用好感1-1,0,5803124,通用好感1-1,,0,100,20
8220016,3000003,黑神,通用好感1-2,0,5803125,通用好感1-2,,0,100,20
8220017,3000003,黑神,通用好感1-3,0,5803126,通用好感1-3,,0,100,20
8220018,3000003,黑神,通用好感1-4,0,5803127,通用好感1-4,,0,100,20
8220019,3000003,黑神,通用好感1-5,0,5803128,通用好感1-5,,0,100,20
8220020,3000003,黑神,通用好感1-6,0,5803129,通用好感1-6,,0,100,20
8220021,3000003,黑神,通用好感1-7,0,5803130,通用好感1-7,,0,100,20
8220022,3000003,黑神,通用好感1-8,0,5803131,通用好感1-8,,0,100,20
8220023,3000003,黑神,通用好感1-9,0,5803132,通用好感1-9,,0,100,20
8220024,3000003,黑神,通用好感1-10,0,5803133,通用好感1-10,,0,100,20
8220025,3000003,黑神,通用好感2-1,0,5803134,通用好感2-1,,2,100,20
8220026,3000003,黑神,通用好感2-2,0,5803135,通用好感2-2,,2,100,20
8220027,3000003,黑神,通用好感2-3,0,5803136,通用好感2-3,,2,100,20
8220028,3000003,黑神,通用好感2-4,0,5803137,通用好感2-4,,2,100,20
8220029,3000003,黑神,通用好感2-6,0,5803139,通用好感2-6,,2,100,20
8220030,3000003,黑神,通用好感2-7,0,5803140,通用好感2-7,,2,100,20
8220031,3000003,黑神,通用好感2-8,0,5803141,通用好感2-8,,2,100,20
8220032,3000003,黑神,通用好感2-9,0,5803142,通用好感2-9,,2,100,20
8220033,3000003,黑神,通用好感2-10,0,5803143,通用好感2-10,,2,100,20
8220034,3000003,黑神,通用好感3-2,0,5803145,通用好感3-2,,3,100,20
8220035,3000003,黑神,通用好感3-3,0,5803146,通用好感3-3,,3,100,20
8220036,3000003,黑神,通用好感3-4,0,5803147,通用好感3-4,,3,100,20
8220037,3000003,黑神,通用好感3-5,0,5803148,通用好感3-5,,3,100,20
8220038,3000003,黑神,通用好感3-6,0,5803149,通用好感3-6,,3,100,20
8220039,3000003,黑神,通用好感3-7,0,5803150,通用好感3-7,,3,100,20
8220040,3000003,黑神,通用好感4-1,0,5803151,通用好感4-1,,4,100,20
8220041,3000003,黑神,通用好感4-2,0,5803152,通用好感4-2,,4,100,20
8220042,3000003,黑神,通用好感4-3,0,5803153,通用好感4-3,,4,100,20
8220043,3000003,黑神,通用好感4-4,0,5803154,通用好感4-4,,4,100,20
8220044,3000003,黑神,通用好感4-7,0,5803157,通用好感4-7,,4,100,20
8220045,3000003,黑神,通用好感5-1,0,5803158,通用好感5-1,,5,100,20
8220046,3000003,黑神,通用好感5-2,0,5803159,通用好感5-2,,5,100,20
8220047,3000003,黑神,通用好感5-3,0,5803160,通用好感5-3,,5,100,20
8220048,3000003,黑神,通用好感5-4,0,5803161,通用好感5-4,,5,100,20
8230001,3000004,安洁,餐厅好感1,0,5803163,餐厅好感1,1002,0,100,20
8230002,3000004,安洁,餐厅好感3,0,5803164,餐厅好感3,1002,3,100,20
8230003,3000004,安洁,餐厅好感5,0,5803165,餐厅好感5,1002,5,100,20
8230004,3000004,安洁,自宅好感1,0,5803166,自宅好感1,1005,0,100,20
8230005,3000004,安洁,自宅好感3,0,5803167,自宅好感3,1005,3,100,20
8230006,3000004,安洁,自宅好感5,0,5803168,自宅好感5,1005,5,100,20
8230007,3000004,安洁,圣殿好感1,0,5803169,圣殿好感1,1001,0,100,20
8230008,3000004,安洁,圣殿好感3,0,5803170,圣殿好感3,1001,3,100,20
8230009,3000004,安洁,圣殿好感5,0,5803171,圣殿好感5,1001,5,100,20
8230010,3000004,安洁,图书馆好感1,0,5803172,图书馆好感1,1003,0,100,20
8230011,3000004,安洁,图书馆好感3,0,5803173,图书馆好感3,1003,3,100,20
8230012,3000004,安洁,图书馆好感5,0,5803174,图书馆好感5,1003,5,100,20
8230013,3000004,安洁,乐园好感1,0,5803175,乐园好感1,1999704,0,100,20
8230014,3000004,安洁,乐园好感3,0,5803176,乐园好感3,1999704,3,100,20
8230015,3000004,安洁,乐园好感5,0,5803177,乐园好感5,1999704,5,100,20
8230016,3000004,安洁,通用好感1-1,0,5803178,通用好感1-1,,0,100,20
8230017,3000004,安洁,通用好感1-2,0,5803179,通用好感1-2,,0,100,20
8230018,3000004,安洁,通用好感1-3,0,5803180,通用好感1-3,,0,100,20
8230019,3000004,安洁,通用好感1-4,0,5803181,通用好感1-4,,0,100,20
8230020,3000004,安洁,通用好感1-5,0,5803182,通用好感1-5,,0,100,20
8230021,3000004,安洁,通用好感1-6,0,5803183,通用好感1-6,,0,100,20
8230022,3000004,安洁,通用好感1-7,0,5803184,通用好感1-7,,0,100,20
8230023,3000004,安洁,通用好感1-8,0,5803185,通用好感1-8,,0,100,20
8230024,3000004,安洁,通用好感1-9,0,5803186,通用好感1-9,,0,100,20
8230025,3000004,安洁,通用好感1-10,0,5803187,通用好感1-10,,0,100,20
8230026,3000004,安洁,通用好感2-2,0,5803189,通用好感2-2,,2,100,20
8230027,3000004,安洁,通用好感2-3,0,5803190,通用好感2-3,,2,100,20
8230028,3000004,安洁,通用好感2-4,0,5803191,通用好感2-4,,2,100,20
8230029,3000004,安洁,通用好感2-5,0,5803192,通用好感2-5,,2,100,20
8230030,3000004,安洁,通用好感2-6,0,5803193,通用好感2-6,,2,100,20
8230031,3000004,安洁,通用好感2-7,0,5803194,通用好感2-7,,2,100,20
8230032,3000004,安洁,通用好感2-8,0,5803195,通用好感2-8,,2,100,20
8230033,3000004,安洁,通用好感2-9,0,5803196,通用好感2-9,,2,100,20
8230034,3000004,安洁,通用好感3-2,0,5803199,通用好感3-2,,3,100,20
8230035,3000004,安洁,通用好感3-3,0,5803200,通用好感3-3,,3,100,20
8230036,3000004,安洁,通用好感3-4,0,5803201,通用好感3-4,,3,100,20
8230037,3000004,安洁,通用好感3-5,0,5803202,通用好感3-5,,3,100,20
8230038,3000004,安洁,通用好感3-6,0,5803203,通用好感3-6,,3,100,20
8230039,3000004,安洁,通用好感3-7,0,5803204,通用好感3-7,,3,100,20
8230040,3000004,安洁,通用好感4-1,0,5803205,通用好感4-1,,4,100,20
8230041,3000004,安洁,通用好感4-2,0,5803206,通用好感4-2,,4,100,20
8230042,3000004,安洁,通用好感4-3,0,5803207,通用好感4-3,,4,100,20
8230043,3000004,安洁,通用好感4-4,0,5803208,通用好感4-4,,4,100,20
8230044,3000004,安洁,通用好感4-5,0,5803209,通用好感4-5,,4,100,20
8230045,3000004,安洁,通用好感4-6,0,5803210,通用好感4-6,,4,100,20
8230046,3000004,安洁,通用好感4-7,0,5803211,通用好感4-7,,4,100,20
8230047,3000004,安洁,通用好感5-1,0,5803212,通用好感5-1,,5,100,20
8230048,3000004,安洁,通用好感5-2,0,5803213,通用好感5-2,,5,100,20
8230049,3000004,安洁,通用好感5-3,0,5803214,通用好感5-3,,5,100,20
8230050,3000004,安洁,通用好感5-4,0,5803215,通用好感5-4,,5,100,20
8230051,3000004,安洁,通用好感5-5,0,5803216,通用好感5-5,,5,100,20
8240000,3000005,米娅,餐厅好感1,0,5803217,餐厅好感1,1002,0,100,20
8240001,3000005,米娅,餐厅好感3,0,5803218,餐厅好感3,1002,3,100,20
8240002,3000005,米娅,餐厅好感5,0,5803219,餐厅好感5,1002,5,100,20
8240003,3000005,米娅,自宅好感1,0,5803220,自宅好感1,1005,0,100,20
8240004,3000005,米娅,自宅好感3,0,5803221,自宅好感3,1005,3,100,20
8240005,3000005,米娅,自宅好感5,0,5803222,自宅好感5,1005,5,100,20
8240006,3000005,米娅,圣殿好感1,0,5803223,圣殿好感1,1001,0,100,20
8240007,3000005,米娅,圣殿好感3,0,5803224,圣殿好感3,1001,3,100,20
8240008,3000005,米娅,圣殿好感5,0,5803225,圣殿好感5,1001,5,100,20
8240009,3000005,米娅,图书馆好感1,0,5803226,图书馆好感1,1003,0,100,20
8240010,3000005,米娅,图书馆好感3,0,5803227,图书馆好感3,1003,3,100,20
8240011,3000005,米娅,乐园好感1,0,5803229,乐园好感1,1999704,0,100,20
8240012,3000005,米娅,乐园好感3,0,5803230,乐园好感3,1999704,3,100,20
8240013,3000005,米娅,乐园好感5,0,5803231,乐园好感5,1999704,5,100,20
8240014,3000005,米娅,通用好感1-2,0,5803233,通用好感1-2,,0,100,20
8240015,3000005,米娅,通用好感1-3,0,5803234,通用好感1-3,,0,100,20
8240016,3000005,米娅,通用好感1-5,0,5803236,通用好感1-5,,0,100,20
8240017,3000005,米娅,通用好感1-7,0,5803238,通用好感1-7,,0,100,20
8240018,3000005,米娅,通用好感1-8,0,5803239,通用好感1-8,,0,100,20
8240019,3000005,米娅,通用好感1-9,0,5803240,通用好感1-9,,0,100,20
8240020,3000005,米娅,通用好感1-10,0,5803241,通用好感1-10,,0,100,20
8240021,3000005,米娅,通用好感2-1,0,5803242,通用好感2-1,,2,100,20
8240022,3000005,米娅,通用好感2-2,0,5803243,通用好感2-2,,2,100,20
8240023,3000005,米娅,通用好感2-3,0,5803244,通用好感2-3,,2,100,20
8240024,3000005,米娅,通用好感2-4,0,5803245,通用好感2-4,,2,100,20
8240025,3000005,米娅,通用好感2-5,0,5803246,通用好感2-5,,2,100,20
8240026,3000005,米娅,通用好感2-6,0,5803247,通用好感2-6,,2,100,20
8240027,3000005,米娅,通用好感2-7,0,5803248,通用好感2-7,,2,100,20
8240028,3000005,米娅,通用好感2-8,0,5803249,通用好感2-8,,2,100,20
8240029,3000005,米娅,通用好感2-9,0,5803250,通用好感2-9,,2,100,20
8240030,3000005,米娅,通用好感2-10,0,5803251,通用好感2-10,,2,100,20
8240031,3000005,米娅,通用好感3-1,0,5803252,通用好感3-1,,3,100,20
8240032,3000005,米娅,通用好感3-2,0,5803253,通用好感3-2,,3,100,20
8240033,3000005,米娅,通用好感3-3,0,5803254,通用好感3-3,,3,100,20
8240034,3000005,米娅,通用好感3-4,0,5803255,通用好感3-4,,3,100,20
8240035,3000005,米娅,通用好感3-5,0,5803256,通用好感3-5,,3,100,20
8240036,3000005,米娅,通用好感3-6,0,5803257,通用好感3-6,,3,100,20
8240037,3000005,米娅,通用好感3-7,0,5803258,通用好感3-7,,3,100,20
8240038,3000005,米娅,通用好感4-1,0,5803259,通用好感4-1,,4,100,20
8240039,3000005,米娅,通用好感4-2,0,5803260,通用好感4-2,,4,100,20
8240040,3000005,米娅,通用好感4-3,0,5803261,通用好感4-3,,4,100,20
8240041,3000005,米娅,通用好感4-4,0,5803262,通用好感4-4,,4,100,20
8240042,3000005,米娅,通用好感4-5,0,5803263,通用好感4-5,,4,100,20
8240043,3000005,米娅,通用好感4-6,0,5803264,通用好感4-6,,4,100,20
8240044,3000005,米娅,通用好感4-7,0,5803265,通用好感4-7,,4,100,20
8240045,3000005,米娅,通用好感5-1,0,5803266,通用好感5-1,,5,100,20
8240046,3000005,米娅,通用好感5-3,0,5803268,通用好感5-3,,5,100,20
8240047,3000005,米娅,通用好感5-4,0,5803269,通用好感5-4,,5,100,20
8240048,3000005,米娅,通用好感5-5,0,5803270,通用好感5-5,,5,100,20
8250000,3000006,玛莎,餐厅好感1,0,5803601,餐厅好感1,1002,0,100,20
8250001,3000006,玛莎,餐厅好感3,0,5803602,餐厅好感3,1002,3,100,20
8250002,3000006,玛莎,餐厅好感5,0,5803603,餐厅好感5,1002,5,100,20
8250003,3000006,玛莎,自宅好感1,0,5803604,自宅好感1,1005,0,100,20
8250004,3000006,玛莎,自宅好感3,0,5803605,自宅好感3,1005,3,100,20
8250005,3000006,玛莎,自宅好感5,0,5803606,自宅好感5,1005,5,100,20
8250006,3000006,玛莎,圣殿好感1,0,5803607,圣殿好感1,1001,0,100,20
8250007,3000006,玛莎,圣殿好感3,0,5803608,圣殿好感3,1001,3,100,20
8250008,3000006,玛莎,圣殿好感5,0,5803609,圣殿好感5,1001,5,100,20
8250009,3000006,玛莎,图书馆好感1,0,5803610,图书馆好感1,1003,0,100,20
8250010,3000006,玛莎,图书馆好感3,0,5803611,图书馆好感3,1003,3,100,20
8250011,3000006,玛莎,图书馆好感5,0,5803612,图书馆好感5,1003,5,100,20
8250012,3000006,玛莎,通用好感1-1,0,5803613,通用好感1-1,,0,100,20
8250013,3000006,玛莎,通用好感1-2,0,5803614,通用好感1-2,,0,100,20
8250014,3000006,玛莎,通用好感1-3,0,5803615,通用好感1-3,,0,100,20
8250015,3000006,玛莎,通用好感1-4,0,5803616,通用好感1-4,,0,100,20
8250016,3000006,玛莎,通用好感1-5,0,5803617,通用好感1-5,,0,100,20
8250017,3000006,玛莎,通用好感2-1,0,5803618,通用好感2-1,,0,100,20
8250018,3000006,玛莎,通用好感2-2,0,5803619,通用好感2-2,,0,100,20
8250019,3000006,玛莎,通用好感2-3,0,5803620,通用好感2-3,,0,100,20
8250020,3000006,玛莎,通用好感2-4,0,5803621,通用好感2-4,,0,100,20
8250021,3000006,玛莎,通用好感2-5,0,5803622,通用好感2-5,,0,100,20
8250022,3000006,玛莎,通用好感3-1,0,5803623,通用好感3-1,,2,100,20
8250023,3000006,玛莎,通用好感3-2,0,5803624,通用好感3-2,,2,100,20
8250024,3000006,玛莎,通用好感3-3,0,5803625,通用好感3-3,,2,100,20
8250025,3000006,玛莎,通用好感3-4,0,5803626,通用好感3-4,,2,100,20
8250026,3000006,玛莎,通用好感3-5,0,5803627,通用好感3-5,,2,100,20
8250027,3000006,玛莎,通用好感3-6,0,5803628,通用好感3-6,,2,100,20
8250028,3000006,玛莎,通用好感3-7,0,5803629,通用好感3-7,,2,100,20
8250029,3000006,玛莎,通用好感3-8,0,5803630,通用好感3-8,,2,100,20
8250030,3000006,玛莎,通用好感4-1,0,5803631,通用好感4-1,,2,100,20
8250031,3000006,玛莎,通用好感4-2,0,5803632,通用好感4-2,,2,100,20
8250032,3000006,玛莎,通用好感4-3,0,5803633,通用好感4-3,,3,100,20
8250033,3000006,玛莎,通用好感4-4,0,5803634,通用好感4-4,,3,100,20
8250034,3000006,玛莎,通用好感4-5,0,5803635,通用好感4-5,,3,100,20
8250035,3000006,玛莎,通用好感4-6,0,5803636,通用好感4-6,,3,100,20
8250036,3000006,玛莎,通用好感4-7,0,5803637,通用好感4-7,,3,100,20
8250037,3000006,玛莎,通用好感4-8,0,5803638,通用好感4-8,,3,100,20
8250038,3000006,玛莎,通用好感5-1,0,5803639,通用好感5-1,,3,100,20
8250039,3000006,玛莎,通用好感5-2,0,5803640,通用好感5-2,,4,100,20
8250040,3000006,玛莎,通用好感5-3,0,5803641,通用好感5-3,,4,100,20
8250041,3000006,玛莎,通用好感5-4,0,5803642,通用好感5-4,,4,100,20
8250042,3000006,玛莎,通用好感5-5,0,5803643,通用好感5-5,,4,100,20
8250043,3000006,玛莎,通用好感5-6,0,5803644,通用好感5-6,,4,100,20
8250044,3000006,玛莎,通用好感5-7,0,5803645,通用好感5-7,,4,100,20
8250045,3000006,玛莎,通用好感5-8,0,5803646,通用好感5-8,,4,100,20
8250046,3000006,玛莎,通用好感5-9,0,5803647,通用好感5-9,,5,100,20
8250047,3000006,玛莎,通用好感5-10,0,5803648,通用好感5-10,,5,100,20
8300000,3000001,律,律每周剧情—起始,2,5803331,律每周剧情—起始,,,500,20
8300001,3000001,律,律每周剧情—精灵,2,5803332,律每周剧情—精灵,,,500,20
8300002,3000001,律,律每周剧情—森林,2,5803333,律每周剧情—森林,,,500,20
8300003,3000001,律,律每周剧情—中途,2,5803334,律每周剧情—中途,,,500,20
8300004,3000001,律,律每周剧情—半兽人,2,5803335,律每周剧情—半兽人,,,500,20
8300005,3000001,律,律每周剧情—龙族,2,5803336,律每周剧情—龙族,,,500,20
8300006,3000001,律,律每周剧情—暂别,2,5803337,律每周剧情—暂别,,,500,20
8310000,3000002,克萝萝,克萝萝每周剧情—起始,2,5803338,克萝萝每周剧情—起始,,,500,20
8310001,3000002,克萝萝,克萝萝每周剧情—有干劲,2,5803339,克萝萝每周剧情—有干劲,,,500,20
8310002,3000002,克萝萝,克萝萝每周剧情—有回报,2,5803340,克萝萝每周剧情—有回报,,,500,20
8310003,3000002,克萝萝,克萝萝每周剧情—中途,2,5803341,克萝萝每周剧情—中途,,,500,20
8310004,3000002,克萝萝,克萝萝每周剧情—软绵绵,2,5803342,克萝萝每周剧情—软绵绵,,,500,20
8310005,3000002,克萝萝,克萝萝每周剧情—偷懒,2,5803343,克萝萝每周剧情—偷懒,,,500,20
8310006,3000002,克萝萝,克萝萝每周剧情—暂别,2,5803344,克萝萝每周剧情—暂别,,,500,20
8320001,3000003,黑神,黑神每周剧情—起始,2,5803345,黑神每周剧情—起始,,,500,20
8320002,3000003,黑神,黑神每周剧情—执行任务,2,5803346,黑神每周剧情—执行任务,,,500,20
8320003,3000003,黑神,黑神每周剧情—调整管理,2,5803347,黑神每周剧情—调整管理,,,500,20
8320004,3000003,黑神,黑神每周剧情—中途,2,5803348,黑神每周剧情—中途,,,500,20
8320005,3000003,黑神,黑神每周剧情—战斗安排,2,5803349,黑神每周剧情—战斗安排,,,500,20
8320006,3000003,黑神,黑神每周剧情—表达观点,2,5803350,黑神每周剧情—表达观点,,,500,20
8320007,3000003,黑神,黑神每周剧情—暂别,2,5803351,黑神每周剧情—暂别,,,500,20
8330001,3000004,安洁,安洁每周剧情—起始,2,5803352,安洁每周剧情—起始,,,500,20
8330002,3000004,安洁,安洁每周剧情—天使,2,5803353,安洁每周剧情—天使,,,500,20
8330003,3000004,安洁,安洁每周剧情—恶魔,2,5803354,安洁每周剧情—恶魔,,,500,20
8330004,3000004,安洁,安洁每周剧情—中途,2,5803355,安洁每周剧情—中途,,,500,20
8330005,3000004,安洁,安洁每周剧情—人子,2,5803356,安洁每周剧情—人子,,,500,20
8330006,3000004,安洁,安洁每周剧情—城市,2,5803357,安洁每周剧情—城市,,,500,20
8330007,3000004,安洁,安洁每周剧情—暂别,2,5803358,安洁每周剧情—暂别,,,500,20
8340001,3000005,米娅,米娅每周剧情—起始,2,5803359,米娅每周剧情—起始,,,500,20
8340002,3000005,米娅,米娅每周剧情—结交好友,2,5803360,米娅每周剧情—结交好友,,,500,20
