ID,GroupId,RandomType,AttrRefixId,Desc1,Weight,AttrRefixIdWeight
21009,2011,1,2000133,低级防御强化  ,100,0
21010,2011,1,2000141,高级生命强化  ,50,0
21011,2011,1,2000142,中级生命强化  ,200,0
21012,2011,1,2000143,低级生命强化  ,100,0
21013,2011,1,2000151,高级韧性强化  ,50,0
21014,2011,1,2000152,中级韧性强化  ,200,0
21015,2011,1,2000153,低级韧性强化  ,100,0
21016,2011,1,2000161,高级速度强化  ,50,0
21017,2011,1,2000162,中级速度强化  ,200,0
21018,2011,1,2000163,低级速度强化  ,100,0
21019,2011,1,2000171,高级暴击精通  ,50,0
21020,2011,1,2000172,中级暴击精通  ,200,0
21021,2011,1,2000173,低级暴击精通  ,100,0
21022,2011,1,2000181,高级闪避精通  ,50,0
21023,2011,1,2000182,中级闪避精通  ,200,0
21024,2011,1,2000183,低级闪避精通  ,100,0
21025,2011,1,2000191,高级精准掌握  ,50,0
21026,2011,1,2000192,中级精准掌握  ,200,0
21027,2011,1,2000193,低级精准掌握  ,100,0
21028,2011,1,2000201,高级仇恨共鸣  ,50,0
21029,2011,1,2000202,中级仇恨共鸣  ,200,0
21030,2011,1,2000203,低级仇恨共鸣  ,100,0
21031,2011,1,2000211,高级荆棘之甲  ,50,0
21032,2011,1,2000212,中级荆棘之甲  ,200,0
21033,2011,1,2000213,低级荆棘之甲  ,100,0
21034,2011,1,2000221,高级弱点稳固  ,50,0
21035,2011,1,2000222,中级弱点稳固  ,200,0
21036,2011,1,2000223,低级弱点稳固  ,100,0
21037,2011,1,2000300,免疫侵蚀  ,50,0
21038,2011,1,2000310,免疫灼烧  ,50,0
21039,2011,1,2000320,不屈意志  ,50,0
21040,2011,1,2000330,免疫暴击  ,50,0
21041,2011,1,2000370,免疫反伤  ,50,0
21042,2011,1,2000390,攻击成长  ,50,0
21043,2011,1,2000400,防御成长  ,50,0
21044,2011,1,2000410,韧性成长  ,50,0
21045,2011,1,2000420,生命成长  ,50,0
21046,2011,1,2000430,高级疗盾转化  ,50,0
21047,2011,1,2000431,基础疗盾转化  ,200,0
21048,2011,1,2000460,弱点稳固  ,50,0
21049,2011,1,2000470,强效愈伤共鸣,50,0
21050,2011,1,2000471,基础愈伤共鸣,200,0
21051,2011,1,2000480,强效治疗强化  ,50,0
21052,2011,1,2000481,基础治疗强化,200,0
21053,2011,1,2000001,高级侵蚀之触  ,50,0
21054,2011,1,2000002,中级侵蚀之触  ,200,0
21055,2011,1,2000003,低级侵蚀之触  ,100,0
21056,2011,1,2000011,高级灼烧之炎  ,50,0
21057,2011,1,2000012,中级灼烧之炎  ,200,0
21058,2011,1,2000013,低级灼烧之炎  ,100,0
21059,2011,1,2000021,高级混沌侵蚀  ,50,0
21060,2011,1,2000022,中级混沌侵蚀  ,200,0
21061,2011,1,2000023,低级混沌侵蚀  ,100,0
21062,2011,1,2000031,高级能量吞噬  ,50,0
21063,2011,1,2000032,中级能量吞噬  ,200,0
21064,2011,1,2000033,低级能量吞噬  ,100,0
21065,2011,1,2000041,高级反噬侵蚀  ,50,0
21066,2011,1,2000042,中级反噬侵蚀  ,200,0
21067,2011,1,2000043,低级反噬侵蚀  ,100,0
21068,2011,1,2000051,高级灼烧反噬  ,50,0
21069,2011,1,2000052,中级灼烧反噬  ,200,0
21070,2011,1,2000053,低级灼烧反噬  ,100,0
21071,2011,1,2000061,高级混沌反噬  ,50,0
21072,2011,1,2000062,中级混沌反噬  ,200,0
21073,2011,1,2000063,低级混沌反噬  ,100,0
21074,2011,1,2000071,高级能量反噬  ,50,0
21075,2011,1,2000072,中级能量反噬  ,200,0
21076,2011,1,2000073,低级能量反噬  ,100,0
21077,2011,1,2000081,强效滞缓打击  ,50,0
21078,2011,1,2000082,基础滞缓打击  ,200,0
21079,2011,1,2000091,强效挑衅  ,50,0
21080,2011,1,2000092,基础挑衅  ,200,0
21081,2011,1,2000101,强效生命虹吸  ,50,0
21082,2011,1,2000102,基础生命虹吸  ,200,0
21083,2011,1,2000231,强效误击调整  ,50,0
21084,2011,1,2000233,基础误击调整  ,200,0
21085,2011,1,2000241,强效净化打击  ,50,0
21086,2011,1,2000242,基础净化打击  ,200,0
21087,2011,1,2000251,强效自愈循环  ,50,0
21088,2011,1,2000252,基础自愈循环  ,200,0
21089,2011,1,2000261,强效自愈循环  ,50,0
21090,2011,1,2000262,基础自愈循环  ,200,0
21091,2011,1,2000271,强效异常增幅  ,50,0
21092,2011,1,2000272,基础异常增幅  ,200,0
21093,2011,1,2000281,强效连击触发  ,50,0
21094,2011,1,2000282,基础连击触发  ,200,0
21095,2011,1,2000291,强效能量涌动  ,50,0
21096,2011,1,2000292,基础能量涌动  ,200,0
21097,2011,1,2000340,绝对命中  ,50,0
21098,2011,1,2000350,强效净化之环  ,50,0
21099,2011,1,2000351,基础净化之环  ,200,0
21100,2011,1,2000360,迅捷反应  ,50,0
21101,2011,1,2000380,高级禁疗之触  ,50,0
21102,2011,1,2000440,高级破盾强击  ,50,0
21103,2011,1,2000441,基础破盾强击  ,200,0
21104,2011,1,2000450,护盾驱散  ,50,0
22001,2021,1,2000111,高级嗜血  ,80,0
22002,2021,1,2000112,中级嗜血  ,150,0
22003,2021,1,2000113,低级嗜血  ,70,0
22004,2021,1,2000121,高级攻击强化  ,80,0
22005,2021,1,2000122,中级攻击强化  ,150,0
22006,2021,1,2000123,低级攻击强化  ,70,0
22007,2021,1,2000131,高级防御强化  ,80,0
22008,2021,1,2000132,中级防御强化  ,150,0
22009,2021,1,2000133,低级防御强化  ,70,0
22010,2021,1,2000141,高级生命强化  ,80,0
22011,2021,1,2000142,中级生命强化  ,150,0
22012,2021,1,2000143,低级生命强化  ,70,0
22013,2021,1,2000151,高级韧性强化  ,80,0
22014,2021,1,2000152,中级韧性强化  ,150,0
22015,2021,1,2000153,低级韧性强化  ,70,0
22016,2021,1,2000161,高级速度强化  ,80,0
22017,2021,1,2000162,中级速度强化  ,150,0
22018,2021,1,2000163,低级速度强化  ,70,0
22019,2021,1,2000171,高级暴击精通  ,80,0
22020,2021,1,2000172,中级暴击精通  ,150,0
22021,2021,1,2000173,低级暴击精通  ,70,0
22022,2021,1,2000181,高级闪避精通  ,80,0
22023,2021,1,2000182,中级闪避精通  ,150,0
22024,2021,1,2000183,低级闪避精通  ,70,0
22025,2021,1,2000191,高级精准掌握  ,80,0
22026,2021,1,2000192,中级精准掌握  ,150,0
22027,2021,1,2000193,低级精准掌握  ,70,0
22028,2021,1,2000201,高级仇恨共鸣  ,80,0
22029,2021,1,2000202,中级仇恨共鸣  ,150,0
22030,2021,1,2000203,低级仇恨共鸣  ,70,0
22031,2021,1,2000211,高级荆棘之甲  ,80,0
22032,2021,1,2000212,中级荆棘之甲  ,150,0
22033,2021,1,2000213,低级荆棘之甲  ,70,0
22034,2021,1,2000221,高级弱点稳固  ,80,0
22035,2021,1,2000222,中级弱点稳固  ,150,0
22036,2021,1,2000223,低级弱点稳固  ,70,0
22037,2021,1,2000300,免疫侵蚀  ,80,0
22038,2021,1,2000310,免疫灼烧  ,80,0
22039,2021,1,2000320,不屈意志  ,80,0
22040,2021,1,2000330,免疫暴击  ,80,0
22041,2021,1,2000370,免疫反伤  ,80,0
22042,2021,1,2000390,攻击成长  ,80,0
22043,2021,1,2000400,防御成长  ,80,0
22044,2021,1,2000410,韧性成长  ,80,0
22045,2021,1,2000420,生命成长  ,80,0
22046,2021,1,2000430,高级疗盾转化  ,80,0
22047,2021,1,2000431,基础疗盾转化  ,150,0
22048,2021,1,2000460,弱点稳固  ,80,0
22049,2021,1,2000470,强效愈伤共鸣,80,0
22050,2021,1,2000471,基础愈伤共鸣,150,0
22051,2021,1,2000480,强效治疗强化  ,80,0
22052,2021,1,2000481,基础治疗强化,150,0
22053,2021,1,2000001,高级侵蚀之触  ,80,0
22054,2021,1,2000002,中级侵蚀之触  ,150,0
22055,2021,1,2000003,低级侵蚀之触  ,70,0
22056,2021,1,2000011,高级灼烧之炎  ,80,0
22057,2021,1,2000012,中级灼烧之炎  ,150,0
22058,2021,1,2000013,低级灼烧之炎  ,70,0
22059,2021,1,2000021,高级混沌侵蚀  ,80,0
22060,2021,1,2000022,中级混沌侵蚀  ,150,0
22061,2021,1,2000023,低级混沌侵蚀  ,70,0
22062,2021,1,2000031,高级能量吞噬  ,80,0
22063,2021,1,2000032,中级能量吞噬  ,150,0
22064,2021,1,2000033,低级能量吞噬  ,70,0
22065,2021,1,2000041,高级反噬侵蚀  ,80,0
22066,2021,1,2000042,中级反噬侵蚀  ,150,0
22067,2021,1,2000043,低级反噬侵蚀  ,70,0
22068,2021,1,2000051,高级灼烧反噬  ,80,0
22069,2021,1,2000052,中级灼烧反噬  ,150,0
22070,2021,1,2000053,低级灼烧反噬  ,70,0
22071,2021,1,2000061,高级混沌反噬  ,80,0
22072,2021,1,2000062,中级混沌反噬  ,150,0
22073,2021,1,2000063,低级混沌反噬  ,70,0
22074,2021,1,2000071,高级能量反噬  ,80,0
22075,2021,1,2000072,中级能量反噬  ,150,0
22076,2021,1,2000073,低级能量反噬  ,70,0
22077,2021,1,2000081,强效滞缓打击  ,80,0
22078,2021,1,2000082,基础滞缓打击  ,150,0
22079,2021,1,2000091,强效挑衅  ,80,0
22080,2021,1,2000092,基础挑衅  ,150,0
22081,2021,1,2000101,强效生命虹吸  ,80,0
22082,2021,1,2000102,基础生命虹吸  ,150,0
22083,2021,1,2000231,强效误击调整  ,80,0
22084,2021,1,2000233,基础误击调整  ,150,0
22085,2021,1,2000241,强效净化打击  ,80,0
22086,2021,1,2000242,基础净化打击  ,150,0
22087,2021,1,2000251,强效自愈循环  ,80,0
22088,2021,1,2000252,基础自愈循环  ,150,0
22089,2021,1,2000261,强效自愈循环  ,80,0
22090,2021,1,2000262,基础自愈循环  ,150,0
22091,2021,1,2000271,强效异常增幅  ,80,0
22092,2021,1,2000272,基础异常增幅  ,150,0
22093,2021,1,2000281,强效连击触发  ,80,0
22094,2021,1,2000282,基础连击触发  ,150,0
22095,2021,1,2000291,强效能量涌动  ,80,0
22096,2021,1,2000292,基础能量涌动  ,150,0
22097,2021,1,2000340,绝对命中  ,80,0
22098,2021,1,2000350,强效净化之环  ,80,0
22099,2021,1,2000351,基础净化之环  ,150,0
22100,2021,1,2000360,迅捷反应  ,80,0
22101,2021,1,2000380,高级禁疗之触  ,80,0
22102,2021,1,2000440,高级破盾强击  ,80,0
22103,2021,1,2000441,基础破盾强击  ,150,0
22104,2021,1,2000450,护盾驱散  ,80,0
