Id,FoodType,,GroupId,Role,FoodMake,Feature,Weight,Production,Price
1011237,1,密鳞鱼(密鳞鱼·金),39,,,20001,"1,-300;2,100;3,100;4,100",,
1011038,1,冰蓝罗非(冰蓝罗非),40,,,20001,"1,-300;2,100;3,100;4,100",,
1011138,1,冰蓝罗非(冰蓝罗非·银),40,,,20001,"1,-300;2,100;3,100;4,100",,
1011238,1,冰蓝罗非(冰蓝罗非·金),40,,,20001,"1,-300;2,100;3,100;4,100",,
1011039,1,熔岩鲈(熔岩鲈),41,,,20001,"1,-300;2,100;3,100;4,100",,
1011139,1,熔岩鲈(熔岩鲈·银),41,,,20001,"1,-300;2,100;3,100;4,100",,
1011239,1,熔岩鲈(熔岩鲈·金),41,,,20001,"1,-300;2,100;3,100;4,100",,
1011040,1,绿斑鱼(绿斑鱼),42,,,20001,"1,-300;2,100;3,100;4,100",,
1011140,1,绿斑鱼(绿斑鱼·银),42,,,20001,"1,-300;2,100;3,100;4,100",,
1011240,1,绿斑鱼(绿斑鱼·金),42,,,20001,"1,-300;2,100;3,100;4,100",,
1013001,1,月牙马铃薯(农场_蔬菜类1_普通),43,,,20001,"1,-300;2,100;3,100;4,100",,
1013101,1,优质月牙马铃薯(农场_蔬菜类1_优质),43,,,20001,"1,-300;2,100;3,100;4,100",,
1013201,1,超级月牙马铃薯(农场_蔬菜类1_超级),43,,,20001,"1,-300;2,100;3,100;4,100",,
1013002,1,火焰大番茄(农场_蔬菜类2_普通),44,,,20001,"1,-300;2,100;3,100;4,100",,
1013102,1,优质火焰大番茄(农场_蔬菜类2_优质),44,,,20001,"1,-300;2,100;3,100;4,100",,
1013202,1,超级火焰大番茄(农场_蔬菜类2_超级),44,,,20001,"1,-300;2,100;3,100;4,100",,
1013003,1,拇指玉米(农场_蔬菜类3_普通),45,,,20001,"1,-300;2,100;3,100;4,100",,
1013103,1,优质拇指玉米(农场_蔬菜类3_优质),45,,,20001,"1,-300;2,100;3,100;4,100",,
1013203,1,超级拇指玉米(农场_蔬菜类3_超级),45,,,20001,"1,-300;2,100;3,100;4,100",,
1013004,1,连叶卷心菜(农场_蔬菜类4_普通),46,,,20001,"1,-300;2,100;3,100;4,100",,
1013104,1,优质连叶卷心菜(农场_蔬菜类4_优质),46,,,20001,"1,-300;2,100;3,100;4,100",,
1013204,1,超级连叶卷心菜(农场_蔬菜类4_超级),46,,,20001,"1,-300;2,100;3,100;4,100",,
1013005,1,黑松露(农场_蘑菇类1_普通),47,,,20001,"1,-300;2,100;3,100;4,100",,
1013105,1,优质黑松露(农场_蘑菇类1_优质),47,,,20001,"1,-300;2,100;3,100;4,100",,
1013205,1,超级黑松露(农场_蘑菇类1_超级),47,,,20001,"1,-300;2,100;3,100;4,100",,
1013006,1,龟甲菇(农场_蘑菇类2_普通),48,,,20001,"1,-300;2,100;3,100;4,100",,
1013106,1,优质龟甲菇(农场_蘑菇类2_优质),48,,,20001,"1,-300;2,100;3,100;4,100",,
1013206,1,超级龟甲菇(农场_蘑菇类2_超级),48,,,20001,"1,-300;2,100;3,100;4,100",,
1013007,1,千蝶菇(农场_蘑菇类3_普通),49,,,20001,"1,-300;2,100;3,100;4,100",,
1013107,1,优质千蝶菇(农场_蘑菇类3_优质),49,,,20001,"1,-300;2,100;3,100;4,100",,
1013207,1,超级千蝶菇(农场_蘑菇类3_超级),49,,,20001,"1,-300;2,100;3,100;4,100",,
1013008,1,绿翠绒(农场_蘑菇类4_普通),50,,,20001,"1,-300;2,100;3,100;4,100",,
1013108,1,优质绿翠绒(农场_蘑菇类4_优质),50,,,20001,"1,-300;2,100;3,100;4,100",,
1013208,1,超级绿翠绒(农场_蘑菇类4_超级),50,,,20001,"1,-300;2,100;3,100;4,100",,
1013009,1,龙鳞果(农场_水果类1_普通),51,,,20001,"1,-300;2,100;3,100;4,100",,
1013109,1,优质龙鳞果(农场_水果类1_优质),51,,,20001,"1,-300;2,100;3,100;4,100",,
1013209,1,超级龙鳞果(农场_水果类1_超级),51,,,20001,"1,-300;2,100;3,100;4,100",,
1013010,1,天谕橙(农场_水果类2_普通),52,,,20001,"1,-300;2,100;3,100;4,100",,
1013110,1,优质天谕橙(农场_水果类2_优质),52,,,20001,"1,-300;2,100;3,100;4,100",,
1013210,1,超级天谕橙(农场_水果类2_超级),52,,,20001,"1,-300;2,100;3,100;4,100",,
1013011,1,青海莓(农场_水果类3_普通),53,,,20001,"1,-300;2,100;3,100;4,100",,
1013111,1,优质青海莓(农场_水果类3_优质),53,,,20001,"1,-300;2,100;3,100;4,100",,
1013211,1,超级青海莓(农场_水果类3_超级),53,,,20001,"1,-300;2,100;3,100;4,100",,
1013012,1,黄金葡萄(农场_水果类4_普通),54,,,20001,"1,-300;2,100;3,100;4,100",,
1013112,1,优质黄金葡萄(农场_水果类4_优质),54,,,20001,"1,-300;2,100;3,100;4,100",,
1013212,1,超级黄金葡萄(农场_水果类4_超级),54,,,20001,"1,-300;2,100;3,100;4,100",,
19760010,2,失败的试验菜,10000,,,,,,
19760021,2,粗盐腌肉,10001,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760022,2,粗盐腌肉,10001,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760023,2,粗盐腌肉,10001,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760024,2,粗盐腌肉,10001,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760031,2,混合烤肉,10002,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760032,2,混合烤肉,10002,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760033,2,混合烤肉,10002,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760034,2,混合烤肉,10002,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760041,2,糖醋鱼丸,10003,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760042,2,糖醋鱼丸,10003,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760043,2,糖醋鱼丸,10003,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760044,2,糖醋鱼丸,10003,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760051,2,全鱼蒸锅,10004,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760052,2,全鱼蒸锅,10004,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760053,2,全鱼蒸锅,10004,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760054,2,全鱼蒸锅,10004,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760061,2,清炒鲜蔬,10005,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760062,2,清炒鲜蔬,10005,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760063,2,清炒鲜蔬,10005,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760064,2,清炒鲜蔬,10005,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760071,2,芙蓉四鲜汤,10006,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760072,2,芙蓉四鲜汤,10006,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760073,2,芙蓉四鲜汤,10006,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760074,2,芙蓉四鲜汤,10006,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760081,2,炭烤蘑菇,10007,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760082,2,炭烤蘑菇,10007,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760083,2,炭烤蘑菇,10007,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760084,2,炭烤蘑菇,10007,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760091,2,千丝烧麦,10008,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760092,2,千丝烧麦,10008,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760093,2,千丝烧麦,10008,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760094,2,千丝烧麦,10008,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760101,2,拔丝酱果,10009,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760102,2,拔丝酱果,10009,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760103,2,拔丝酱果,10009,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760104,2,拔丝酱果,10009,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760111,2,什锦水果,10010,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760112,2,什锦水果,10010,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760113,2,什锦水果,10010,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760114,2,什锦水果,10010,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760121,2,鱼香肉丝,10011,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760122,2,鱼香肉丝,10011,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760123,2,鱼香肉丝,10011,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760124,2,鱼香肉丝,10011,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760131,2,菜包肉,10012,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760132,2,菜包肉,10012,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760133,2,菜包肉,10012,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760134,2,菜包肉,10012,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760141,2,百兽饺,10013,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760142,2,百兽饺,10013,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760143,2,百兽饺,10013,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760144,2,百兽饺,10013,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760151,2,咕咾肉,10014,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760152,2,咕咾肉,10014,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760153,2,咕咾肉,10014,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760154,2,咕咾肉,10014,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760161,2,豆豉炒鱼,10015,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760162,2,豆豉炒鱼,10015,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760163,2,豆豉炒鱼,10015,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760164,2,豆豉炒鱼,10015,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760171,2,清炖翠鱼汤,10016,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760172,2,清炖翠鱼汤,10016,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760173,2,清炖翠鱼汤,10016,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760174,2,清炖翠鱼汤,10016,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760181,2,蜜汁鱼冻,10017,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760182,2,蜜汁鱼冻,10017,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760183,2,蜜汁鱼冻,10017,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760184,2,蜜汁鱼冻,10017,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760191,2,水光素色,10018,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760192,2,水光素色,10018,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760193,2,水光素色,10018,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760194,2,水光素色,10018,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760201,2,融雪火山,10019,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760202,2,融雪火山,10019,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760203,2,融雪火山,10019,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760204,2,融雪火山,10019,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
