Id,LibaryId,ReadSaveBit,UnLockCondition,UnlockSaveBit,UnLockDes,AutoCheck,AttrRefixCardId,RewardDropId,Order,Open
120802,12,372,0,,,,,,,
120803,12,373,0,,,,,,,
120804,12,374,0,,,,,,,
120805,12,375,0,,,,,,,
120806,12,376,0,,,,,,,
120807,12,377,0,,,,,,,
120808,12,378,0,,,,,,,
120809,12,379,0,,,,,,,
120810,12,380,0,,,,,,,
120811,12,381,0,,,,,,,
120812,12,382,0,,,,,,,
120813,12,383,0,,,,,,,
120814,12,384,0,,,,,,,
120815,12,385,0,,,,,,,
120816,12,386,0,,,,,,,
120817,12,387,0,,,,,,,
120818,12,388,0,,,,,,,
120901,12,389,0,,,,,,,
120902,12,390,0,,,,,,,
120903,12,391,0,,,,,,,
120904,12,392,0,,,,,,,
120905,12,393,0,,,,,,,
120906,12,394,0,,,,,,,
120907,12,395,0,,,,,,,
120908,12,396,0,,,,,,,
120909,12,397,0,,,,,,,
120910,12,398,0,,,,,,,
120911,12,399,0,,,,,,,
120912,12,400,0,,,,,,,
120913,12,401,0,,,,,,,
120914,12,402,0,,,,,,,
120915,12,403,0,,,,,,,
121001,12,404,0,,,,,,,
121002,12,405,0,,,,,,,
121003,12,406,0,,,,,,,
121004,12,407,0,,,,,,,
121005,12,408,0,,,,,,,
121006,12,409,0,,,,,,,
121007,12,410,0,,,,,,,
121008,12,411,0,,,,,,,
121009,12,412,0,,,,,,,
121010,12,413,0,,,,,,,
121011,12,414,0,,,,,,,
121012,12,415,0,,,,,,,
121013,12,416,0,,,,,,,
121014,12,417,0,,,,,,,
121015,12,418,0,,,,,,,
120916,12,419,0,,,,,,,
120917,12,420,0,,,,,,,
120918,12,421,0,,,,,,,
120919,12,422,0,,,,,,,
120920,12,423,0,,,,,,,
130101,13,424,0,,,,,,,
130102,13,425,0,,,,,,,
130103,13,426,0,,,,,,,
130104,13,427,0,,,,,,,
130105,13,428,0,,,,,,,
130106,13,429,0,,,,,,,
130107,13,430,0,,,,,,,
130108,13,431,0,,,,,,,
130109,13,432,0,,,,,,,
130110,13,433,0,,,,,,,
130111,13,434,0,,,,,,,
130112,13,435,0,,,,,,,
130113,13,436,0,,,,,,,
130114,13,437,0,,,,,,,
130115,13,438,0,,,,,,,
130116,13,439,0,,,,,,,
130117,13,440,0,,,,,,,
130118,13,441,0,,,,,,,
130119,13,442,0,,,,,,,
130120,13,443,0,,,,,,,
130121,13,444,0,,,,,,,
130122,13,445,0,,,,,,,
130123,13,446,0,,,,,,,
130124,13,447,0,,,,,,,
130125,13,448,0,,,,,,,
130126,13,449,0,,,,,,,
130127,13,450,0,,,,,,,
130128,13,451,0,,,,,,,
130129,13,452,0,,,,,,,
130130,13,453,0,,,,,,,
130131,13,454,0,,,,,,,
130132,13,455,0,,,,,,,
130133,13,456,0,,,,,,,
130134,13,457,0,,,,,,,
130135,13,458,0,,,,,,,
130136,13,459,0,,,,,,,
130137,13,460,0,,,,,,,
130138,13,461,0,,,,,,,
130139,13,462,0,,,,,,,
130140,13,463,0,,,,,,,
130141,13,464,0,,,,,,,
130142,13,465,0,,,,,,,
130143,13,466,0,,,,,,,
130144,13,467,0,,,,,,,
130145,13,468,0,,,,,,,
130146,13,469,0,,,,,,,
130147,13,470,0,,,,,,,
130148,13,471,0,,,,,,,
130149,13,472,0,,,,,,,
130150,13,473,0,,,,,,,
130151,13,474,0,,,,,,,
130152,13,475,0,,,,,,,
130153,13,476,0,,,,,,,
130154,13,477,0,,,,,,,
130155,13,478,0,,,,,,,
130156,13,479,0,,,,,,,
130157,13,480,0,,,,,,,
130158,13,481,0,,,,,,,
130159,13,482,0,,,,,,,
130160,13,483,0,,,,,,,
130161,13,484,0,,,,,,,
130162,13,485,0,,,,,,,
130163,13,486,0,,,,,,,
130164,13,487,0,,,,,,,
130165,13,488,0,,,,,,,
130166,13,489,0,,,,,,,
130167,13,490,0,,,,,,,
130168,13,491,0,,,,,,,
130169,13,492,0,,,,,,,
130170,13,493,0,,,,,,,
130171,13,494,0,,,,,,,
130172,13,495,0,,,,,,,
130173,13,496,0,,,,,,,
130174,13,497,0,,,,,,,
130175,13,498,0,,,,,,,
130176,13,499,0,,,,,,,
130177,13,500,0,,,,,,,
130178,13,501,0,,,,,,,
130179,13,502,0,,,,,,,
130180,13,503,0,,,,,,,
130181,13,504,0,,,,,,,
130182,13,505,0,,,,,,,
130183,13,506,0,,,,,,,
130184,13,507,0,,,,,,,
130185,13,508,0,,,,,,,
130186,13,509,0,,,,,,,
130187,13,510,0,,,,,,,
130188,13,511,0,,,,,,,
130189,13,512,0,,,,,,,
130190,13,513,0,,,,,,,
130191,13,514,0,,,,,,,
130192,13,515,0,,,,,,,
130193,13,516,0,,,,,,,
130194,13,517,0,,,,,,,
130195,13,518,0,,,,,,,
130196,13,519,0,,,,,,,
130197,13,520,0,,,,,,,
130198,13,521,0,,,,,,,
130199,13,522,0,,,,,,,
130200,13,523,0,,,,,,,
130201,13,524,0,,,,,,,
130202,13,525,0,,,,,,,
130203,13,526,0,,,,,,,
130204,13,527,0,,,,,,,
130205,13,528,0,,,,,,,
130206,13,529,0,,,,,,,
130207,13,530,0,,,,,,,
130208,13,531,0,,,,,,,
130209,13,532,0,,,,,,,
130210,13,533,0,,,,,,,
130211,13,534,0,,,,,,,
130212,13,535,0,,,,,,,
130213,13,536,0,,,,,,,
130214,13,537,0,,,,,,,
130215,13,538,0,,,,,,,
130216,13,539,0,,,,,,,
130217,13,540,0,,,,,,,
130218,13,541,0,,,,,,,
130219,13,542,0,,,,,,,
130220,13,543,0,,,,,,,
130221,13,544,0,,,,,,,
130222,13,545,0,,,,,,,
130223,13,546,0,,,,,,,
130224,13,547,0,,,,,,,
130225,13,548,0,,,,,,,
130226,13,549,0,,,,,,,
130227,13,550,0,,,,,,,
130228,13,551,0,,,,,,,
130229,13,552,0,,,,,,,
130230,13,553,0,,,,,,,
130231,13,554,0,,,,,,,
130232,13,555,0,,,,,,,
130233,13,556,0,,,,,,,
130234,13,557,0,,,,,,,
130235,13,558,0,,,,,,,
130236,13,559,0,,,,,,,
130237,13,560,0,,,,,,,
130238,13,561,0,,,,,,,
130239,13,562,0,,,,,,,
130240,13,563,0,,,,,,,
130241,13,564,0,,,,,,,
130242,13,565,0,,,,,,,
130243,13,566,0,,,,,,,
130244,13,567,0,,,,,,,
130245,13,568,0,,,,,,,
130246,13,569,0,,,,,,,
130247,13,570,0,,,,,,,
130248,13,571,0,,,,,,,
130249,13,572,0,,,,,,,
130250,13,573,0,,,,,,,
130251,13,574,0,,,,,,,
130252,13,575,0,,,,,,,
130253,13,576,0,,,,,,,
130254,13,577,0,,,,,,,
130255,13,578,0,,,,,,,
130256,13,579,0,,,,,,,
130257,13,580,0,,,,,,,
130258,13,581,0,,,,,,,
130259,13,582,0,,,,,,,
130260,13,583,0,,,,,,,
130261,13,584,0,,,,,,,
130262,13,585,0,,,,,,,
130263,13,586,0,,,,,,,
130264,13,587,0,,,,,,,
130265,13,588,0,,,,,,,
130266,13,589,0,,,,,,,
130267,13,590,0,,,,,,,
130268,13,591,0,,,,,,,
130269,13,592,0,,,,,,,
130270,13,593,0,,,,,,,
130271,13,594,0,,,,,,,
130272,13,595,0,,,,,,,
130273,13,596,0,,,,,,,
130274,13,597,0,,,,,,,
130275,13,598,0,,,,,,,
130276,13,599,0,,,,,,,
130277,13,600,0,,,,,,,
130278,13,601,0,,,,,,,
130279,13,602,0,,,,,,,
130280,13,603,0,,,,,,,
130281,13,604,0,,,,,,,
130282,13,605,0,,,,,,,
130283,13,606,0,,,,,,,
130284,13,607,0,,,,,,,
130285,13,608,0,,,,,,,
130286,13,609,0,,,,,,,
130287,13,610,0,,,,,,,
130288,13,611,0,,,,,,,
130289,13,612,0,,,,,,,
130290,13,613,0,,,,,,,
130291,13,614,0,,,,,,,
130292,13,615,0,,,,,,,
130293,13,616,0,,,,,,,
130294,13,617,0,,,,,,,
130295,13,618,0,,,,,,,
130296,13,619,0,,,,,,,
130297,13,620,0,,,,,,,
130298,13,621,0,,,,,,,
130299,13,622,0,,,,,,,
130300,13,623,0,,,,,,,
130301,13,624,0,,,,,,,
130302,13,625,0,,,,,,,
130303,13,626,0,,,,,,,
130304,13,627,0,,,,,,,
130305,13,628,0,,,,,,,
130306,13,629,0,,,,,,,
130307,13,630,0,,,,,,,
130308,13,631,0,,,,,,,
130309,13,632,0,,,,,,,
130310,13,633,0,,,,,,,
130311,13,634,0,,,,,,,
130312,13,635,0,,,,,,,
130313,13,636,0,,,,,,,
130314,13,637,0,,,,,,,
130315,13,638,0,,,,,,,
130316,13,639,0,,,,,,,
130317,13,640,0,,,,,,,
130318,13,641,0,,,,,,,
130319,13,642,0,,,,,,,
130320,13,643,0,,,,,,,
130321,13,644,0,,,,,,,
130322,13,645,0,,,,,,,
130323,13,646,0,,,,,,,
130324,13,647,0,,,,,,,
130325,13,648,0,,,,,,,
130326,13,649,0,,,,,,,
130327,13,650,0,,,,,,,
130328,13,651,0,,,,,,,
130329,13,652,0,,,,,,,
130330,13,653,0,,,,,,,
130331,13,654,0,,,,,,,
130332,13,655,0,,,,,,,
130333,13,656,0,,,,,,,
130334,13,657,0,,,,,,,
130335,13,658,0,,,,,,,
130336,13,659,0,,,,,,,
130337,13,660,0,,,,,,,
130338,13,661,0,,,,,,,
130339,13,662,0,,,,,,,
130340,13,663,0,,,,,,,
130341,13,664,0,,,,,,,
130342,13,665,0,,,,,,,
130343,13,666,0,,,,,,,
130344,13,667,0,,,,,,,
130345,13,668,0,,,,,,,
130346,13,669,0,,,,,,,
130347,13,670,0,,,,,,,
130348,13,671,0,,,,,,,
130349,13,672,0,,,,,,,
130350,13,673,0,,,,,,,
130351,13,674,0,,,,,,,
130352,13,675,0,,,,,,,
130353,13,676,0,,,,,,,
130354,13,677,0,,,,,,,
130355,13,678,0,,,,,,,
130356,13,679,0,,,,,,,
130357,13,680,0,,,,,,,
130358,13,681,0,,,,,,,
130359,13,682,0,,,,,,,
130360,13,683,0,,,,,,,
130361,13,684,0,,,,,,,
130362,13,685,0,,,,,,,
130363,13,686,0,,,,,,,
130364,13,687,0,,,,,,,
130365,13,688,0,,,,,,,
130366,13,689,0,,,,,,,
130367,13,690,0,,,,,,,
130368,13,691,0,,,,,,,
130369,13,692,0,,,,,,,
130370,13,693,0,,,,,,,
130371,13,694,0,,,,,,,
130372,13,695,0,,,,,,,
130373,13,696,0,,,,,,,
130374,13,697,0,,,,,,,
130375,13,698,0,,,,,,,
130376,13,699,0,,,,,,,
130377,13,700,0,,,,,,,
130378,13,701,0,,,,,,,
5890101,6,702,0,,,,,,,
5890102,6,703,0,,,,,,,
5890103,6,704,0,,,,,,,
5890104,6,705,0,,,,,,,
5890105,6,706,0,,,,,,,
5890106,6,707,0,,,,,,,
5890107,6,708,0,,,,,,,
5890108,6,709,0,,,,,,,
5890109,6,710,0,,,,,,,
5890110,6,711,0,,,,,,,
5890111,6,712,0,,,,,,,
5890112,6,713,0,,,,,,,
5890113,6,714,0,,,,,,,
5890201,7,715,0,,,,,,,
5890202,7,716,0,,,,,,,
5890203,7,717,0,,,,,,,
5890204,7,718,0,,,,,,,
5890301,8,719,0,,,,,,,
5890302,8,720,0,,,,,,,
5890303,8,721,0,,,,,,,
5890304,8,722,0,,,,,,,
5890305,8,723,0,,,,,,,
5890306,8,724,0,,,,,,,
5890307,8,725,0,,,,,,,
5890308,8,726,0,,,,,,,
5890309,8,727,0,,,,,,,
5890310,8,728,0,,,,,,,
5890311,8,729,0,,,,,,,
5890312,8,730,0,,,,,,,
5890313,8,731,0,,,,,,,
5890314,8,732,0,,,,,,,
5890401,9,733,0,,,,,,,
5890402,9,734,0,,,,,,,
5890403,9,735,0,,,,,,,
5890404,9,736,0,,,,,,,
5890405,9,737,0,,,,,,,
5890406,9,738,0,,,,,,,
5890407,9,739,0,,,,,,,
5890503,10,740,0,,,,,,,
5890504,10,741,0,,,,,,,
5890505,10,742,0,,,,,,,
5890506,10,743,0,,,,,,,
5890507,10,744,0,,,,,,,
5890508,10,745,0,,,,,,,
5890510,10,746,0,,,,,,,
5890516,10,747,0,,,,,,,
5890526,10,748,0,,,,,,,
5890528,10,749,0,,,,,,,
5890530,10,750,0,,,,,,,
5890534,10,751,0,,,,,,,
5890501,10,752,0,,,,,,,
5890502,10,753,0,,,,,,,
5890509,10,754,0,,,,,,,
5890511,10,755,0,,,,,,,
5890512,10,756,0,,,,,,,
5890513,10,757,0,,,,,,,
5890514,10,758,0,,,,,,,
5890515,10,759,0,,,,,,,
5890517,10,760,0,,,,,,,
5890518,10,761,0,,,,,,,
5890519,10,762,0,,,,,,,
5890520,10,763,0,,,,,,,
5890521,10,764,0,,,,,,,
5890522,10,765,0,,,,,,,
5890523,10,766,0,,,,,,,
5890524,10,767,0,,,,,,,
5890525,10,768,0,,,,,,,
5890527,10,769,0,,,,,,,
5890529,10,770,0,,,,,,,
5890531,10,771,0,,,,,,,
5890532,10,772,0,,,,,,,
5890533,10,773,0,,,,,,,
5890535,10,774,0,,,,,,,
5890536,10,775,0,,,,,,,
5890537,10,776,0,,,,,,,
5890538,10,777,0,,,,,,,
5890539,10,778,0,,,,,,,
5890540,10,779,0,,,,,,,
1401,14,780,"10701,1",,library_unlock_des_01,,,,,
1402,14,781,"10702,1",,library_unlock_des_01,,,,,
1403,14,782,"10703,1",,library_unlock_des_01,,,,,
1404,14,783,"10704,1",,library_unlock_des_01,,,,,
1405,14,784,"10705,1",,library_unlock_des_01,,,,,
1406,14,785,"10706,1",,library_unlock_des_01,,,,,
1407,14,786,"10707,1",,library_unlock_des_01,,,,,
1408,14,787,"10708,1",,library_unlock_des_01,,,,,
1409,14,788,"10709,1",,library_unlock_des_01,,,,,
1410,14,789,"10710,1",,library_unlock_des_01,,,,,
1411,14,790,"10711,1",,library_unlock_des_01,,,,,
1412,14,791,"10712,1",,library_unlock_des_01,,,,,
1413,14,792,"10713,1",,library_unlock_des_01,,,,,
1414,14,793,"10714,1",,library_unlock_des_01,,,,,
1415,14,794,"10715,1",,library_unlock_des_01,,,,,
1416,14,795,"10716,1",,library_unlock_des_01,,,,,
1417,14,796,"10717,1",,library_unlock_des_01,,,,,
1418,14,797,"10718,1",,library_unlock_des_01,,,,,
1419,14,798,"10719,1",,library_unlock_des_01,,,,,
1420,14,799,"10720,1",,library_unlock_des_01,,,,,
1421,14,800,"10721,1",,library_unlock_des_01,,,,,
