GachaId,GachaName,,Type,TypeText,DropType,GachaTitle,Back,RolePivot,RoleScale,SmallBanner,TitlePrefabPivot,UpLogoPivot,GachaDesc,GachaDescPivot,UpDesc,UnlockCondition,Order,ItemId,ExItem,DiscountCondition,TenDiscount,Show,QualityValue,WeightAddValue,WeightAddLimit,LastResort,TenQualityValue,DropGroupR,DropGroupSr,DropGroupSsr,InitCount,FirstUp,Srup,Ssrup,SrUpRate,SsrUpRate,UpCount,SsrCount,DisplaySsrCount,IsResetSSr,WishNum,TakeEfffectCount,RefreshType,LimitCount,Group,SummonRateText,RuleText,DecorationRule,RepgetRule,GachaBtnOpen,AutoMigrate
1905,gachaname_1905,吉拉蒂亚UP轮替池,1,"ui_summon_type_7,ui_zh_yeqian_bq_xd",1,1,ui_zh_bg_3016009,"0,0",100,ui_zh_yeqian_3016009,"-450,200","600,220","gacha_des_3016009_1,gacha_des_3016009_2,gacha_des_3016009_3","0,-100",ui_zh_up_3016009_zi_di_1,"101180,1;31905,1,1",99,1001002,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",200101,219054,219053,0,1,219052,219051,"50,50","50,50",2,70,70,0,0,0,0,9999999,1,gacha_summonate_01,"gacha_rule_2_1_en,gacha_rule_2_2_en,gacha_rule_2_3",gacha_rule_Decoration,gacha_rule_Repget,"1,1",
1906,gachaname_1906,牧UP轮替池,1,"ui_summon_type_7,ui_zh_yeqian_bq_xd",1,1,ui_zh_bg_3015008,"0,0",100,ui_zh_yeqian_3015008,"-450,200","600,160","gacha_des_3015008_1,gacha_des_3015008_2","-760,0",ui_zh_up_3015008_zi_di_1,"101180,1;31906,1,1",99,1001002,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",200101,219064,219063,0,1,219062,219061,"50,50","50,50",2,70,70,0,0,0,0,9999999,1,gacha_summonate_01,"gacha_rule_2_1_en,gacha_rule_2_2_en,gacha_rule_2_3",gacha_rule_Decoration,gacha_rule_Repget,"1,1",
1907,gachaname_1907,雷雷UP轮替池,1,"ui_summon_type_7,ui_zh_yeqian_bq_xd",1,1,ui_zh_bg_3014024,"0,0",100,ui_zh_yeqian_3014024,"-450,200","600,220","gacha_des_3014024_1,gacha_des_3014024_2","-260,-150",ui_zh_up_3014024_zi_di_1,"101180,1;31907,1,1",99,1001002,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",200101,219074,219073,0,1,219072,219071,"50,50","50,50",2,70,70,0,0,0,0,9999999,1,gacha_summonate_01,"gacha_rule_2_1_en,gacha_rule_2_2_en,gacha_rule_2_3",gacha_rule_Decoration,gacha_rule_Repget,"1,1",
1908,gachaname_1908,希夕莉UP轮替池,1,"ui_summon_type_7,ui_zh_yeqian_bq_xd",1,1,ui_zh_bg_3015006,"0,0",100,ui_zh_yeqian_3015006,"-450,200","600,220","gacha_des_3015006_1,gacha_des_3015006_2","0,-150",ui_zh_up_3015006_zi_di_1,"101180,1;31908,1,1",99,1001002,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",200101,219084,219083,0,1,219082,219081,"50,50","50,50",2,70,70,0,0,0,0,9999999,1,gacha_summonate_01,"gacha_rule_2_1_en,gacha_rule_2_2_en,gacha_rule_2_3",gacha_rule_Decoration,gacha_rule_Repget,"1,1",
1909,gachaname_1909,萨拉UP轮替池,1,"ui_summon_type_7,ui_zh_yeqian_bq_xd",1,1,ui_zh_bg_3015007,"0,0",100,ui_zh_yeqian_3015007,"-450,200","600,220","gacha_des_3015007_1,gacha_des_3015007_2,gacha_des_3015007_3","-100,-100",ui_zh_up_3015007_zi_di_1,"101180,1;31909,1,1",99,1001002,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",200101,219094,219093,0,1,219092,219091,"50,50","50,50",2,70,70,0,0,0,0,9999999,1,gacha_summonate_01,"gacha_rule_2_1_en,gacha_rule_2_2_en,gacha_rule_2_3",gacha_rule_Decoration,gacha_rule_Repget,"1,1",
1910,gachaname_1910,丹妮UP轮替池,1,"ui_summon_type_7,ui_zh_yeqian_bq_xd",1,1,ui_zh_bg_3015002,"0,0",100,ui_zh_yeqian_3015002,"-450,200","600,160","gacha_des_3015002_1,gacha_des_3015002_2","0,-150",ui_zh_up_3015002_zi_di_1,"101180,1;31910,1,1",99,1001002,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",200101,219104,219103,0,1,219102,219101,"50,50","50,50",2,70,70,0,0,0,0,9999999,1,gacha_summonate_01,"gacha_rule_2_1_en,gacha_rule_2_2_en,gacha_rule_2_3",gacha_rule_Decoration,gacha_rule_Repget,"1,1",
201,gachaname_201,新手池1,2,"ui_summon_type_2,ui_zh_yeqian_bq_new",1,1,ui_zh_rw_1,,,ui_zh_yeqian_New,,,"gacha_des_201_1,gacha_des_201_2","-618,-170",,"16101,0,9",200,1001001,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",200101,200102,200103,0,0,0,0,0,0,1,10,10,0,0,0,0,9999999,201,,"gacha_rule_1_1_en,gacha_rule_1_2_en,gacha_rule_1_3",gacha_rule_Decoration,gacha_rule_Repget,"1,1",
202,gachaname_201,新手池2,2,"ui_summon_type_2,ui_zh_yeqian_bq_new",1,1,ui_zh_rw_1,,,ui_zh_yeqian_New,,,"gacha_des_201_1,gacha_des_201_2","-618,-170",,"16101,10,39",200,1001001,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",200101,200102,200103,0,0,0,0,0,0,1,30,40,0,0,0,0,9999999,201,,"gacha_rule_1_1_en,gacha_rule_1_2_en,gacha_rule_1_3",gacha_rule_Decoration,gacha_rule_Repget,"1,1",
301,gachaname_301,自选UP池（此条为示例）,3,,1,1,,,,,,,,,,"15076,0,0",199,1001002,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",200101,200102,200103,0,0,0,200103,0,"0,100",1,70,70,0,3,0,0,9999999,301,gacha_summonate_01,"gacha_rule_3_1_en,gacha_rule_3_2_en,gacha_rule_3_3",gacha_rule_Decoration,gacha_rule_Repget,"1,1",
200001,gachaname_200001,专武-常规卡池,100,"ui_summon_type_0,ui_zh_yeqian_bq_common",2,1,ui_hw_zh_bg,,,ui_hw_zh_yeqian_1,,,,,,"101180,1",1,1001052,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",400001,400002,400003,0,0,0,400003,0,0,1,70,70,0,1,1,2,9999999,200001,gacha_summonate_200001,"gacha_rule_200001_1_en,gacha_rule_200001_2_en,gacha_rule_200001_3",,gacha_rule_Repget_200001,"1,1",
210001,gachaname_210001,专武-神光UP池,101,"ui_summon_type_1,ui_zh_yeqian_bq_ld",2,1,"ui_hw_up_bg,ui_hw_zh_3014023_rw,ui_hw_zh_3014023_slogan_1,ui_hw_zh_3014023_di,ui_hw_zh_3014023_star","0,0",100,ui_hw_zh_3014023_yq,"-450,200","600,150",,,ui_hw_zh_3014023_zi_di,"101180,1;31911,1,1",99,1001067,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",400001,400007,400006,0,1,400005,400004,"50,50","50,50",2,70,70,0,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_en,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1","1754982000,1007030,100"
210002,gachaname_210002,专武-桃UP池,101,"ui_summon_type_1,ui_zh_yeqian_bq_ld",2,1,"ui_hw_up_bg,ui_hw_zh_3014009_rw,ui_hw_zh_3014009_slogan_1,ui_hw_zh_3014009_di,ui_hw_zh_3014009_star","0,0",100,ui_hw_zh_3014009_yq,"-450,200","600,150",,,ui_hw_zh_3014009_zi_di,"101180,1;31912,1,1",100,1001067,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",400001,400011,400010,0,1,400009,400008,"50,50","50,50",2,70,70,0,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_en,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1","1755154800,1007054,100"
210003,gachaname_210003,专武-塞蕾丝蒂娜UP池,101,"ui_summon_type_1,ui_zh_yeqian_bq_ld",2,1,"ui_hw_up_bg,ui_hw_zh_3016024_rw,ui_hw_zh_3016024_slogan_1,ui_hw_zh_3016024_di,ui_hw_zh_3016024_star","0,0",100,ui_hw_zh_3016024_yq,"-450,200","600,150",,,ui_hw_zh_3016024_zi_di,"101180,1;31913,1,1",100,1001067,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",400001,400015,400014,0,1,400013,400012,"50,50","50,50",2,70,70,0,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_en,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1",
210004,gachaname_210004,专武-瑞比亚UP池,101,"ui_summon_type_1,ui_zh_yeqian_bq_ld",2,1,"ui_hw_up_bg,ui_hw_zh_3016010_rw,ui_hw_zh_3016010_slogan_1,ui_hw_zh_3016010_di,ui_hw_zh_3016010_star","0,0",100,ui_hw_zh_3016010_yq,"-450,200","600,150",,,ui_hw_zh_3016010_zi_di,"101180,1;31914,1,1",100,1001067,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",400001,400019,400018,0,1,400017,400016,"50,50","50,50",2,70,70,0,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_en,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1",
210005,gachaname_210005,专武-昔莱UP池,101,"ui_summon_type_1,ui_zh_yeqian_bq_ld",2,1,"ui_hw_up_bg,ui_hw_zh_3016078_rw,ui_hw_zh_3016078_slogan_1,ui_hw_zh_3016078_di,ui_hw_zh_3016078_star","0,0",100,ui_hw_zh_3016078_yq,"-450,200","600,150",,,ui_hw_zh_3016078_zi_di,"101180,1;31915,1,1",100,1001067,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",400001,400023,400022,0,1,400021,400020,"50,50","50,50",2,70,70,0,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_en,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1","1758783600,1007052,100"
210006,gachaname_210006,专武-奈奥米UP池,101,"ui_summon_type_1,ui_zh_yeqian_bq_ld",2,1,"ui_hw_up_bg,ui_hw_zh_3016020_rw,ui_hw_zh_3016020_slogan_1,ui_hw_zh_3016020_di,ui_hw_zh_3016020_star","0,0",100,ui_hw_zh_3016020_yq,"-450,200","600,150",,,ui_hw_zh_3016020_zi_di,"101180,1;31916,1,1",100,1001067,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",400001,400027,400026,0,1,400025,400024,"50,50","50,50",2,70,70,0,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_en,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1","1761462000,1007047,100"
210007,gachaname_210007,专武-异邦波斯菊UP池,101,"ui_summon_type_1,ui_zh_yeqian_bq_ld",2,1,"ui_hw_up_bg,ui_hw_zh_3016187_rw,ui_hw_zh_3016187_slogan_1,ui_hw_zh_3016187_di,ui_hw_zh_3016187_star","0,0",100,ui_hw_zh_3016187_yq,"-450,200","600,150",,,ui_hw_zh_3016187_zi_di,"101180,1;31917,1,1",100,1001067,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",400001,400031,400030,0,1,400029,400028,"50,50","50,50",2,70,70,0,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_en,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1","1756969200,1007057,100"
210008,gachaname_210008,专武-诺维雅UP池,101,"ui_summon_type_1,ui_zh_yeqian_bq_ld",2,1,"ui_hw_up_bg,ui_hw_zh_3015001_rw,ui_hw_zh_3015001_slogan_1,ui_hw_zh_3015001_di,ui_hw_zh_3015001_star","0,0",100,ui_hw_zh_3015001_yq,"-450,200","600,150",,,ui_hw_zh_3015001_zi_di,"101180,1;31929,1,1",100,1001067,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",400001,400079,400078,0,1,400077,400076,"50,50","50,50",2,70,70,0,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_en,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1",
210009,gachaname_210009,专武-爱尔维拉Up卡池,101,"ui_summon_type_1,ui_zh_yeqian_bq_ld",2,1,"ui_hw_up_bg,ui_hw_zh_3016191_rw,ui_hw_zh_3016191_slogan_1,ui_hw_zh_3016191_di,ui_hw_zh_3016191_star","0,0",100,ui_hw_zh_3016191_yq,"-450,200","600,150",,,ui_hw_zh_3016191_zi_di,"101180,1;31930,1,1",100,1001067,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",400001,400083,400082,0,1,400081,400080,"50,50","50,50",2,70,70,0,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_en,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1",
220001,gachaname_220001,专武-小闪UP轮替池,101,"ui_summon_type_7,ui_zh_yeqian_bq_xd",2,1,"ui_hw_up_bg,ui_hw_zh_3016031_rw,ui_hw_zh_3016031_slogan_1,ui_hw_zh_3016031_di,ui_hw_zh_3016031_star","0,0",100,ui_hw_zh_3016031_yq,"-450,200","600,150",,,ui_hw_zh_3016031_zi_di,"101180,1;31918,1,1",99,1001067,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",400001,400035,400034,0,1,400033,400032,"50,50","50,50",2,70,70,0,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_en,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1",
220002,gachaname_220002,专武-耶坦尼亚UP轮替池,101,"ui_summon_type_7,ui_zh_yeqian_bq_xd",2,1,"ui_hw_up_bg,ui_hw_zh_3015004_rw,ui_hw_zh_3015004_slogan_1,ui_hw_zh_3015004_di,ui_hw_zh_3015004_star","0,0",100,ui_hw_zh_3015004_yq,"-450,200","600,150",,,ui_hw_zh_3015004_zi_di,"101180,1;31919,1,1",99,1001067,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",400001,400039,400038,0,1,400037,400036,"50,50","50,50",2,70,70,0,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_en,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1",
220003,gachaname_220003,专武-克尔苏娜UP轮替池,101,"ui_summon_type_7,ui_zh_yeqian_bq_xd",2,1,"ui_hw_up_bg,ui_hw_zh_3016013_rw,ui_hw_zh_3016013_slogan_1,ui_hw_zh_3016013_di,ui_hw_zh_3016013_star","0,0",100,ui_hw_zh_3016013_yq,"-450,200","600,150",,,ui_hw_zh_3016013_zi_di,"101180,1;31920,1,1",99,1001067,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",400001,400043,400042,0,1,400041,400040,"50,50","50,50",2,70,70,0,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_en,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1",
220004,gachaname_220004,专武-伊卡洛斯UP轮替池,101,"ui_summon_type_7,ui_zh_yeqian_bq_xd",2,1,"ui_hw_up_bg,ui_hw_zh_3016130_rw,ui_hw_zh_3016130_slogan_1,ui_hw_zh_3016130_di,ui_hw_zh_3016130_star","0,0",100,ui_hw_zh_3016130_yq,"-450,200","600,150",,,ui_hw_zh_3016130_zi_di,"101180,1;31921,1,1",99,1001067,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",400001,400047,400046,0,1,400045,400044,"50,50","50,50",2,70,70,0,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_en,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1",
220005,gachaname_220005,专武-安普莎UP轮替池,101,"ui_summon_type_7,ui_zh_yeqian_bq_xd",2,1,"ui_hw_up_bg,ui_hw_zh_3014025_rw,ui_hw_zh_3014025_slogan_1,ui_hw_zh_3014025_di,ui_hw_zh_3014025_star","0,0",100,ui_hw_zh_3014025_yq,"-450,200","600,150",,,ui_hw_zh_3014025_zi_di,"101180,1;31922,1,1",99,1001067,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",400001,400051,400050,0,1,400049,400048,"50,50","50,50",2,70,70,0,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_en,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1",
