Id,ExternalID,Group,AttrRefixId
2000007,301402502,305,"9204,80"
2000008,301606801,306,"9201,160"
2000009,243016011,307,"9202,20"
2000010,301403001,308,"9206,1"
2000011,301403101,309,"9208,1"
2000012,301500201,310,"9203,20"
2000013,301500401,311,"9209,1"
2000014,301500402,312,"9207,2"
2000015,301500601,313,"9204,80"
2000016,301500701,314,"9201,160"
2000017,301500801,315,"9205,1"
2000018,301600901,316,"9202,20"
2000019,301600903,317,"9203,20"
2000020,301600904,318,"9206,1"
2000021,233016010,319,"9204,80"
2000022,301601301,320,"9210,1"
2000023,253016013,321,"9201,160"
2000024,301607801,322,"9202,20"
2000025,301613001,323,"9208,1"
2000026,301400901,324,"9203,20"
2000027,113014009,325,"9204,80"
2000028,301602401,326,"9207,2"
2000029,213016024,327,"9201,160"
2000030,301618801,328,"9205,1"
2000031,223016188,329,"9202,20"
2000032,301500101,330,"9203,20"
2000033,301700101,331,"9209,1"
2000034,301700201,332,"9210,1"
2000035,301603101,333,"9208,1"
2000036,301402301,334,"9204,80"
2000037,301618701,431,"9201,160"
2000038,301500802,445,"9202,20"
2000039,301602001,446,"9203,20"
2100001,3013001,335,"9202,5"
2100002,3013001,335,"9202,10"
2100003,3013001,335,"9202,15"
2100004,3013001,335,"9202,20"
2100005,3013001,335,"9202,25"
2100006,3013001,335,"9202,30"
2100007,3013003,336,"9201,80"
2100008,3013003,336,"9201,160"
2100009,3013003,336,"9201,240"
2100010,3013003,336,"9201,320"
2100011,3013003,336,"9201,400"
2100012,3013003,336,"9201,480"
2100013,3013004,337,"9202,10"
2100014,3013004,337,"9202,20"
2100015,3013004,337,"9202,30"
2100016,3013004,337,"9202,40"
2100017,3013004,337,"9202,50"
2100018,3013004,337,"9202,60"
2100019,3013006,338,"9203,10"
2100020,3013006,338,"9203,20"
2100021,3013006,338,"9203,30"
2100022,3013006,338,"9203,40"
2100023,3013006,338,"9203,50"
2100024,3013006,338,"9203,60"
2100025,3013007,339,"9201,40"
2100026,3013007,339,"9201,80"
2100027,3013007,339,"9201,120"
2100028,3013007,339,"9201,160"
2100029,3013007,339,"9201,200"
2100030,3013007,339,"9201,240"
2100031,3013008,340,"9202,5"
2100032,3013008,340,"9202,10"
2100033,3013008,340,"9202,15"
2100034,3013008,340,"9202,20"
2100035,3013008,340,"9202,25"
2100036,3013008,340,"9202,30"
2100037,3013009,341,"9203,5"
2100038,3013009,341,"9203,10"
2100039,3013009,341,"9203,15"
2100040,3013009,341,"9203,20"
2100041,3013009,341,"9203,25"
2100042,3013009,341,"9203,30"
2100043,3013013,342,"9201,240"
2100044,3013013,342,"9201,480"
2100045,3013013,342,"9201,720"
2100046,3013013,342,"9201,960"
2100047,3013013,342,"9201,1200"
2100048,3013013,342,"9201,1440"
2100049,3013014,343,"9204,20"
2100050,3013014,343,"9204,40"
2100051,3013014,343,"9204,60"
2100052,3013014,343,"9204,80"
2100053,3013014,343,"9204,100"
2100054,3013014,343,"9204,120"
2100055,3013015,344,"9204,40"
2100056,3013015,344,"9204,80"
2100057,3013015,344,"9204,120"
2100058,3013015,344,"9204,160"
2100059,3013015,344,"9204,200"
2100060,3013015,344,"9204,240"
2100061,3013017,345,"9201,40"
2100062,3013017,345,"9201,80"
2100063,3013017,345,"9201,120"
2100064,3013017,345,"9201,160"
2100065,3013017,345,"9201,200"
2100066,3013017,345,"9201,240"
2100067,3013018,346,"9202,5"
2100068,3013018,346,"9202,10"
2100069,3013018,346,"9202,15"
2100070,3013018,346,"9202,20"
2100071,3013018,346,"9202,25"
2100072,3013018,346,"9202,30"
2100073,3013019,347,"9201,80"
2100074,3013019,347,"9201,160"
2100075,3013019,347,"9201,240"
2100076,3013019,347,"9201,320"
2100077,3013019,347,"9201,400"
2100078,3013019,347,"9201,480"
2100079,3013020,348,"9203,5"
2100080,3013020,348,"9203,10"
2100081,3013020,348,"9203,15"
2100082,3013020,348,"9203,20"
2100083,3013020,348,"9203,25"
2100084,3013020,348,"9203,30"
2100085,3013022,349,"9204,20"
2100086,3013022,349,"9204,40"
2100087,3013022,349,"9204,60"
2100088,3013022,349,"9204,80"
2100089,3013022,349,"9204,100"
2100090,3013022,349,"9204,120"
2100091,3013023,350,"9201,40"
2100092,3013023,350,"9201,80"
2100093,3013023,350,"9201,120"
2100094,3013023,350,"9201,160"
2100095,3013023,350,"9201,200"
2100096,3013023,350,"9201,240"
2100097,3013025,351,"9202,5"
2100098,3013025,351,"9202,10"
2100099,3013025,351,"9202,15"
2100100,3013025,351,"9202,20"
2100101,3013025,351,"9202,25"
2100102,3013025,351,"9202,30"
2100103,3014001,352,"9202,10"
2100104,3014001,352,"9202,20"
2100105,3014001,352,"9202,30"
2100106,3014001,352,"9202,40"
2100107,3014001,352,"9202,50"
2100108,3014001,352,"9202,60"
2100109,3014002,353,"9203,10"
2100110,3014002,353,"9203,20"
2100111,3014002,353,"9203,30"
2100112,3014002,353,"9203,40"
2100113,3014002,353,"9203,50"
2100114,3014002,353,"9203,60"
2100115,3014003,354,"9203,5"
2100116,3014003,354,"9203,10"
2100117,3014003,354,"9203,15"
2100118,3014003,354,"9203,20"
2100119,3014003,354,"9203,25"
2100120,3014003,354,"9203,30"
2100121,3014004,355,"9204,20"
2100122,3014004,355,"9204,40"
2100123,3014004,355,"9204,60"
2100124,3014004,355,"9204,80"
2100125,3014004,355,"9204,100"
2100126,3014004,355,"9204,120"
2100127,3014005,356,"9204,40"
2100128,3014005,356,"9204,80"
2100129,3014005,356,"9204,120"
2100130,3014005,356,"9204,160"
2100131,3014005,356,"9204,200"
2100132,3014005,356,"9204,240"
2100133,3014006,357,"9202,30"
2100134,3014006,357,"9202,60"
2100135,3014006,357,"9202,90"
2100136,3014006,357,"9202,120"
2100137,3014006,357,"9202,150"
2100138,3014006,357,"9202,180"
2100139,3014009,358,"9203,30"
2100140,3014009,358,"9203,60"
2100141,3014009,358,"9203,90"
2100142,3014009,358,"9203,120"
2100143,3014009,358,"9203,150"
2100144,3014009,358,"9203,180"
2100145,3014011,359,"9204,120"
2100146,3014011,359,"9204,240"
2100147,3014011,359,"9204,360"
2100148,3014011,359,"9204,480"
2100149,3014011,359,"9204,600"
2100150,3014011,359,"9204,720"
2100151,3014012,360,"9201,40"
2100152,3014012,360,"9201,80"
2100153,3014012,360,"9201,120"
2100154,3014012,360,"9201,160"
2100155,3014012,360,"9201,200"
2100156,3014012,360,"9201,240"
2100157,3014016,361,"9202,5"
2100158,3014016,361,"9202,10"
2100159,3014016,361,"9202,15"
2100160,3014016,361,"9202,20"
2100161,3014016,361,"9202,25"
2100162,3014016,361,"9202,30"
2100163,3014017,362,"9201,240"
2100164,3014017,362,"9201,480"
2100165,3014017,362,"9201,720"
2100166,3014017,362,"9201,960"
2100167,3014017,362,"9201,1200"
2100168,3014017,362,"9201,1440"
2100169,3014018,363,"9203,5"
2100170,3014018,363,"9203,10"
2100171,3014018,363,"9203,15"
2100172,3014018,363,"9203,20"
2100173,3014018,363,"9203,25"
2100174,3014018,363,"9203,30"
2100175,3014019,364,"9201,80"
2100176,3014019,364,"9201,160"
2100177,3014019,364,"9201,240"
2100178,3014019,364,"9201,320"
2100179,3014019,364,"9201,400"
2100180,3014019,364,"9201,480"
2100181,3014020,365,"9202,10"
2100182,3014020,365,"9202,20"
2100183,3014020,365,"9202,30"
2100184,3014020,365,"9202,40"
2100185,3014020,365,"9202,50"
2100186,3014020,365,"9202,60"
2100187,3014021,366,"9203,10"
2100188,3014021,366,"9203,20"
2100189,3014021,366,"9203,30"
2100190,3014021,366,"9203,40"
2100191,3014021,366,"9203,50"
2100192,3014021,366,"9203,60"
2100193,3014022,367,"9204,40"
2100194,3014022,367,"9204,80"
2100195,3014022,367,"9204,120"
2100196,3014022,367,"9204,160"
2100197,3014022,367,"9204,200"
2100198,3014022,367,"9204,240"
2100199,3014023,368,"9202,30"
2100200,3014023,368,"9202,60"
2100201,3014023,368,"9202,90"
2100202,3014023,368,"9202,120"
2100203,3014023,368,"9202,150"
2100204,3014023,368,"9202,180"
2100205,3014024,369,"9203,30"
2100206,3014024,369,"9203,60"
2100207,3014024,369,"9203,90"
2100208,3014024,369,"9203,120"
2100209,3014024,369,"9203,150"
2100210,3014024,369,"9203,180"
2100211,3014025,370,"9204,120"
2100212,3014025,370,"9204,240"
2100213,3014025,370,"9204,360"
2100214,3014025,370,"9204,480"
2100215,3014025,370,"9204,600"
2100216,3014025,370,"9204,720"
2100217,3014026,371,"9201,80"
2100218,3014026,371,"9201,160"
2100219,3014026,371,"9201,240"
2100220,3014026,371,"9201,320"
2100221,3014026,371,"9201,400"
2100222,3014026,371,"9201,480"
2100223,3014027,372,"9202,10"
2100224,3014027,372,"9202,20"
2100225,3014027,372,"9202,30"
2100226,3014027,372,"9202,40"
2100227,3014027,372,"9202,50"
2100228,3014027,372,"9202,60"
2100229,3014028,373,"9201,240"
2100230,3014028,373,"9201,480"
2100231,3014028,373,"9201,720"
2100232,3014028,373,"9201,960"
2100233,3014028,373,"9201,1200"
2100234,3014028,373,"9201,1440"
2100235,3014029,374,"9202,30"
2100236,3014029,374,"9202,60"
2100237,3014029,374,"9202,90"
2100238,3014029,374,"9202,120"
2100239,3014029,374,"9202,150"
2100240,3014029,374,"9202,180"
2100241,3014030,375,"9203,30"
2100242,3014030,375,"9203,60"
2100243,3014030,375,"9203,90"
2100244,3014030,375,"9203,120"
2100245,3014030,375,"9203,150"
2100246,3014030,375,"9203,180"
2100247,3014031,376,"9204,120"
2100248,3014031,376,"9204,240"
2100249,3014031,376,"9204,360"
2100250,3014031,376,"9204,480"
2100251,3014031,376,"9204,600"
2100252,3014031,376,"9204,720"
2100253,3015001,377,"9201,240"
2100254,3015001,377,"9201,480"
2100255,3015001,377,"9201,720"
2100256,3015001,377,"9201,960"
2100257,3015001,377,"9201,1200"
2100258,3015001,377,"9201,1440"
2100259,3015002,378,"9202,30"
2100260,3015002,378,"9202,60"
2100261,3015002,378,"9202,90"
2100262,3015002,378,"9202,120"
2100263,3015002,378,"9202,150"
2100264,3015002,378,"9202,180"
2100265,3015004,379,"9203,30"
2100266,3015004,379,"9203,60"
2100267,3015004,379,"9203,90"
2100268,3015004,379,"9203,120"
2100269,3015004,379,"9203,150"
2100270,3015004,379,"9203,180"
2100271,3015006,380,"9204,120"
2100272,3015006,380,"9204,240"
2100273,3015006,380,"9204,360"
2100274,3015006,380,"9204,480"
2100275,3015006,380,"9204,600"
2100276,3015006,380,"9204,720"
2100277,3015007,381,"9201,240"
2100278,3015007,381,"9201,480"
2100279,3015007,381,"9201,720"
2100280,3015007,381,"9201,960"
2100281,3015007,381,"9201,1200"
2100282,3015007,381,"9201,1440"
2100283,3015008,382,"9202,30"
2100284,3015008,382,"9202,60"
2100285,3015008,382,"9202,90"
2100286,3015008,382,"9202,120"
2100287,3015008,382,"9202,150"
2100288,3015008,382,"9202,180"
2100289,3016009,383,"9203,30"
2100290,3016009,383,"9203,60"
2100291,3016009,383,"9203,90"
2100292,3016009,383,"9203,120"
2100293,3016009,383,"9203,150"
2100294,3016009,383,"9203,180"
2100295,3016010,384,"9204,120"
2100296,3016010,384,"9204,240"
2100297,3016010,384,"9204,360"
2100298,3016010,384,"9204,480"
2100299,3016010,384,"9204,600"
2100300,3016010,384,"9204,720"
2100301,3016011,385,"9203,10"
2100302,3016011,385,"9203,20"
2100303,3016011,385,"9203,30"
2100304,3016011,385,"9203,40"
2100305,3016011,385,"9203,50"
2100306,3016011,385,"9203,60"
2100307,3016013,386,"9201,240"
2100308,3016013,386,"9201,480"
2100309,3016013,386,"9201,720"
2100310,3016013,386,"9201,960"
2100311,3016013,386,"9201,1200"
2100312,3016013,386,"9201,1440"
2100313,3016016,387,"9202,30"
2100314,3016016,387,"9202,60"
2100315,3016016,387,"9202,90"
2100316,3016016,387,"9202,120"
2100317,3016016,387,"9202,150"
2100318,3016016,387,"9202,180"
2100319,3016017,388,"9204,40"
2100320,3016017,388,"9204,80"
2100321,3016017,388,"9204,120"
2100322,3016017,388,"9204,160"
2100323,3016017,388,"9204,200"
2100324,3016017,388,"9204,240"
2100325,3016020,389,"9203,30"
2100326,3016020,389,"9203,60"
2100327,3016020,389,"9203,90"
2100328,3016020,389,"9203,120"
2100329,3016020,389,"9203,150"
2100330,3016020,389,"9203,180"
2100331,3016023,390,"9204,20"
2100332,3016023,390,"9204,40"
2100333,3016023,390,"9204,60"
2100334,3016023,390,"9204,80"
2100335,3016023,390,"9204,100"
2100336,3016023,390,"9204,120"
2100337,3016024,391,"9204,120"
2100338,3016024,391,"9204,240"
2100339,3016024,391,"9204,360"
2100340,3016024,391,"9204,480"
2100341,3016024,391,"9204,600"
2100342,3016024,391,"9204,720"
2100343,3016031,392,"9201,240"
2100344,3016031,392,"9201,480"
2100345,3016031,392,"9201,720"
2100346,3016031,392,"9201,960"
2100347,3016031,392,"9201,1200"
2100348,3016031,392,"9201,1440"
2100349,3016038,393,"9201,40"
2100350,3016038,393,"9201,80"
2100351,3016038,393,"9201,120"
2100352,3016038,393,"9201,160"
2100353,3016038,393,"9201,200"
2100354,3016038,393,"9201,240"
2100355,3016049,394,"9202,30"
2100356,3016049,394,"9202,60"
2100357,3016049,394,"9202,90"
2100358,3016049,394,"9202,120"
2100359,3016049,394,"9202,150"
2100360,3016049,394,"9202,180"
2100361,3016068,395,"9204,80"
2100362,3016068,395,"9204,160"
2100363,3016068,395,"9204,240"
2100364,3016068,395,"9204,320"
2100365,3016068,395,"9204,400"
2100366,3016068,395,"9204,480"
2100367,3016078,396,"9203,30"
2100368,3016078,396,"9203,60"
2100369,3016078,396,"9203,90"
2100370,3016078,396,"9203,120"
2100371,3016078,396,"9203,150"
2100372,3016078,396,"9203,180"
2100373,3016119,397,"9204,120"
2100374,3016119,397,"9204,240"
2100375,3016119,397,"9204,360"
2100376,3016119,397,"9204,480"
2100377,3016119,397,"9204,600"
2100378,3016119,397,"9204,720"
2100379,3016130,398,"9201,240"
2100380,3016130,398,"9201,480"
2100381,3016130,398,"9201,720"
2100382,3016130,398,"9201,960"
2100383,3016130,398,"9201,1200"
2100384,3016130,398,"9201,1440"
2100385,3016187,399,"9202,30"
2100386,3016187,399,"9202,60"
2100387,3016187,399,"9202,90"
2100388,3016187,399,"9202,120"
2100389,3016187,399,"9202,150"
2100390,3016187,399,"9202,180"
2100391,3016188,400,"9203,30"
2100392,3016188,400,"9203,60"
2100393,3016188,400,"9203,90"
2100394,3016188,400,"9203,120"
2100395,3016188,400,"9203,150"
2100396,3016188,400,"9203,180"
2100397,3016189,401,"9204,120"
2100398,3016189,401,"9204,240"
2100399,3016189,401,"9204,360"
2100400,3016189,401,"9204,480"
2100401,3016189,401,"9204,600"
2100402,3016189,401,"9204,720"
2100403,3017001,402,"9201,240"
2100404,3017001,402,"9201,480"
2100405,3017001,402,"9201,720"
2100406,3017001,402,"9201,960"
2100407,3017001,402,"9201,1200"
2100408,3017001,402,"9201,1440"
2100409,3017002,403,"9202,30"
2100410,3017002,403,"9202,60"
2100411,3017002,403,"9202,90"
2100412,3017002,403,"9202,120"
2100413,3017002,403,"9202,150"
2100414,3017002,403,"9202,180"
2100415,3016191,404,"9203,30"
2100416,3016191,404,"9203,60"
2100417,3016191,404,"9203,90"
2100418,3016191,404,"9203,120"
2100419,3016191,404,"9203,150"
2100420,3016191,404,"9203,180"
2200001,7501,407,"9202,300"
2200002,7502,408,"9202,200"
2200003,7503,409,"9202,100"
2200004,7002,410,"9201,16"
2200005,7003,411,"9202,2"
2200006,7004,412,"9203,2"
2200007,7005,413,"9204,8"
2200008,7006,414,"9201,16"
2200009,7007,415,"9202,2"
2200010,7008,416,"9203,2"
2200011,7009,417,"9204,8"
2200012,7010,418,"9201,16"
2200013,7011,419,"9202,2"
2200014,7012,420,"9203,2"
2200015,7013,421,"9204,8"
2200016,7014,422,"9201,16"
2200017,7015,423,"9202,2"
2200018,7016,424,"9203,2"
2200019,7017,425,"9204,8"
2200020,7018,426,"9201,16"
2200021,7019,427,"9202,2"
2200022,7020,428,"9203,2"
2200023,7021,429,"9204,8"
