Id,Type,Repeat,TriggerNumber,value,RewardId,Item,Counts
612,2,0,1,"10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10",0,"2000003,2000013,2000023,2000033,2000043,2000053,2000063,2000073,2000082,2000092,2000102,2000113,2000123,2000133,2000143,2000153,2000163,2000173,2000183,2000193,2000203,2000213,2000223,2000233,2000242,2000262,2000272,2000282,2000292,2000300,2000310,2000320,2000330,2000340,2000351,2000360,2000370,2000380,2000390,2000400,2000410,2000420,2000441,2000450,2000471,2000252,2000460,2000481",1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
613,2,0,1,"10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10",0,"2000002,2000012,2000022,2000032,2000042,2000052,2000062,2000072,2000081,2000091,2000101,2000112,2000122,2000132,2000142,2000152,2000162,2000172,2000182,2000192,2000202,2000212,2000222,2000231,2000241,2000261,2000271,2000281,2000291,2000350,2000430,2000251,2000440,2000470,2000480",1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
614,2,0,1,"10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10",0,"2000001,2000011,2000021,2000031,2000041,2000051,2000061,2000071,2000111,2000121,2000131,2000141,2000151,2000161,2000171,2000181,2000191,2000201,2000211,2000221",1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
800000,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100",0,"3013001,3013007,3013008,3013009,3013014,3013017,3013018,3013020,3013022,3013023,3013025,3014003,3014004,3014012,3014016,3014018,3016023,3016038",1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
800001,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013006,3013015,3014001,3014019,3014020,3014021,3014022,3014026,3014027,3016011,3016068,3013019",1;1;1;1;1;1;1;1;1;1;1;1;1;1
800002,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1;1
810011,2,0,1,100,0,3014023,1
810012,2,0,1,"100,100,100",0,"3013003,3013019,3014026",1;1;1
810013,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1;1
810014,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100",0,"3013004,3013006,3013015,3014001,3014020,3014021,3014022,3014027,3016011,3016068,3013019,3014005",1;1;1;1;1;1;1;1;1;1;1;1
810021,2,0,1,100,0,3014009,1
810022,2,0,1,"100,100,100",0,"3014022,3014020,3013019",1;1;1
810023,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1;1
810024,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013006,3013015,3014001,3014019,3014021,3014026,3014027,3016011,3016068,3014005",1;1;1;1;1;1;1;1;1;1;1;1
810031,2,0,1,100,0,3016024,1
810032,2,0,1,"100,100,100",0,"3013015,3014019,3014021",1;1;1
810033,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1;1
810034,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013006,3014001,3014020,3014022,3014026,3014027,3016011,3016068,3013019,3014005",1;1;1;1;1;1;1;1;1;1;1;1
810041,2,0,1,100,0,3016010,1
810042,2,0,1,"100,100,100",0,"3013003,3014001,3014020",1;1;1
810043,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1;1
810044,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100",0,"3013004,3013006,3013015,3014019,3014021,3014022,3014026,3014027,3016011,3016068,3013019,3014005",1;1;1;1;1;1;1;1;1;1;1;1
810051,2,0,1,100,0,3016078,1
810052,2,0,1,"100,100,100",0,"3014019,3014001,3013006",1;1;1
810053,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1;1
810054,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013015,3014020,3014021,3014022,3014026,3014027,3016011,3016068,3013019,3014005",1;1;1;1;1;1;1;1;1;1;1;1
810061,2,0,1,100,0,3016020,1
810062,2,0,1,"100,100,100",0,"3014001,3014027,3016068",1;1;1
810063,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1;1
810064,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013006,3013015,3014019,3014020,3014021,3014022,3014026,3016011,3013019,3014005",1;1;1;1;1;1;1;1;1;1;1;1
810071,2,0,1,100,0,3016187,1
810072,2,0,1,"100,100,100",0,"3013019,3014026,3014019",1;1;1
810073,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1;1
810074,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013006,3013015,3014001,3014020,3014021,3014022,3014027,3016011,3016068,3014005",1;1;1;1;1;1;1;1;1;1;1;1
819001,2,0,1,100,0,3016031,1
819002,2,0,1,"100,100,100",0,"3013015,3014001,3014027",1;1;1
819003,2,0,1,"100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016013,3016130",1;1;1;1;1;1;1;1;1;1
819004,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013006,3014019,3014020,3014021,3014022,3014026,3016011,3016068,3013019,3014005",1;1;1;1;1;1;1;1;1;1;1;1
819011,2,0,1,100,0,3015004,1
819012,2,0,1,"100,100,100",0,"3013003,3013015,3014019",1;1;1
819013,2,0,1,"100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015006,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1
819014,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100",0,"3013004,3013006,3014001,3014020,3014021,3014022,3014026,3014027,3016011,3016068,3013019,3014005",1;1;1;1;1;1;1;1;1;1;1;1
819021,2,0,1,100,0,3016013,1
819022,2,0,1,"100,100,100",0,"3013019,3014026,3016068",1;1;1
819023,2,0,1,"100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016031,3016130",1;1;1;1;1;1;1;1;1;1
819024,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013006,3013015,3014001,3014019,3014020,3014021,3014022,3014027,3016011,3014005",1;1;1;1;1;1;1;1;1;1;1;1
819031,2,0,1,100,0,3016130,1
819032,2,0,1,"100,100,100",0,"3014001,3014027,3016068",1;1;1
819033,2,0,1,"100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016013,3016031",1;1;1;1;1;1;1;1;1;1
819034,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013006,3013015,3014019,3014020,3014021,3014022,3014026,3016011,3013019,3014005",1;1;1;1;1;1;1;1;1;1;1;1
819041,2,0,1,100,0,3014025,1
819042,2,0,1,"100,100,100",0,"3013003,3014019,3016068",1;1;1
819043,2,0,1,"100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1
819044,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100",0,"3013004,3013006,3013015,3014001,3014020,3014021,3014022,3014026,3014027,3016011,3013019,3014005",1;1;1;1;1;1;1;1;1;1;1;1
819051,2,0,1,100,0,3016009,1
819052,2,0,1,"100,100,100",0,"3014020,3014021,3014022",1;1;1
819053,2,0,1,"100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1
819054,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013006,3013015,3014001,3014019,3014026,3014027,3016011,3016068,3013019,3014005",1;1;1;1;1;1;1;1;1;1;1;1
819061,2,0,1,100,0,3015008,1
819062,2,0,1,"100,100,100",0,"3013006,3014020,3014021",1;1;1
819063,2,0,1,"100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1
819064,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013015,3014001,3014019,3014022,3014026,3014027,3016011,3016068,3013019,3014005",1;1;1;1;1;1;1;1;1;1;1;1
819071,2,0,1,100,0,3014024,1
819072,2,0,1,"100,100,100",0,"3013015,3014022,3013003",1;1;1
819073,2,0,1,"100,100,100,100,100,100,100,100,100,100",0,"3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1
819074,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100",0,"3013004,3013006,3014001,3014019,3014020,3014021,3014026,3014027,3016011,3016068,3013019,3014005",1;1;1;1;1;1;1;1;1;1;1;1
819081,2,0,1,100,0,3015006,1
819082,2,0,1,"100,100",0,"3014021,3016068",1;1
819083,2,0,1,"100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1
819084,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013006,3013015,3014001,3014019,3014020,3014022,3014026,3014027,3016011,3013019,3014005",1;1;1;1;1;1;1;1;1;1;1;1;1
819091,2,0,1,100,0,3015007,1
819092,2,0,1,"100,100,100",0,"3013003,3014019,3016068",1;1;1
819093,2,0,1,"100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1
819094,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100",0,"3013004,3013006,3013015,3014001,3014020,3014021,3014022,3014026,3014027,3016011,3013019,3014005",1;1;1;1;1;1;1;1;1;1;1;1
819101,2,0,1,100,0,3015002,1
819102,2,0,1,"100,100,100",0,"3013019,3014026,3014027",1;1;1
819103,2,0,1,"100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015004,3015006,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1
819104,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013006,3013015,3014001,3014019,3014020,3014021,3014022,3016011,3016068,3014005",1;1;1;1;1;1;1;1;1;1;1;1
200101,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100",0,"3013001,3013007,3013008,3013009,3013014,3013017,3013018,3013020,3013022,3013023,3013025,3014003,3014004,3014012,3014016,3014018,3016023,3016038",1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200102,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013006,3013015,3014001,3014019,3014020,3014021,3014022,3014026,3014027,3016011,3016068,3013019",1;1;1;1;1;1;1;1;1;1;1;1;1;1
200103,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1;1
210011,2,0,1,100,0,3014023,1
210012,2,0,1,"100,100,100",0,"3013003,3013019,3014026",1;1;1
210013,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1;1
210014,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3013004,3013006,3013015,3014001,3014020,3014021,3014022,3014027,3016011,3016068,3013019",1;1;1;1;1;1;1;1;1;1;1
210021,2,0,1,100,0,3014009,1
210022,2,0,1,"100,100,100",0,"3014022,3014020,3013019",1;1;1
210023,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1;1
210024,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013006,3013015,3014001,3014019,3014021,3014026,3014027,3016011,3016068",1;1;1;1;1;1;1;1;1;1;1
210031,2,0,1,100,0,3016024,1
210032,2,0,1,"100,100,100",0,"3013015,3014019,3014021",1;1;1
210033,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1;1
210034,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013006,3014001,3014020,3014022,3014026,3014027,3016011,3016068,3013019",1;1;1;1;1;1;1;1;1;1;1
210041,2,0,1,100,0,3016010,1
210042,2,0,1,"100,100,100",0,"3013003,3014001,3014020",1;1;1
210043,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1;1
210044,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3013004,3013006,3013015,3014019,3014021,3014022,3014026,3014027,3016011,3016068,3013019",1;1;1;1;1;1;1;1;1;1;1
210051,2,0,1,100,0,3016078,1
210052,2,0,1,"100,100,100",0,"3014019,3014001,3013006",1;1;1
210053,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1;1
210054,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013015,3014020,3014021,3014022,3014026,3014027,3016011,3016068,3013019",1;1;1;1;1;1;1;1;1;1;1
210061,2,0,1,100,0,3016020,1
210062,2,0,1,"100,100,100",0,"3014001,3014027,3016068",1;1;1
210063,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1;1
210064,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013006,3013015,3014019,3014020,3014021,3014022,3014026,3016011,3013019",1;1;1;1;1;1;1;1;1;1;1
210071,2,0,1,100,0,3016187,1
210072,2,0,1,"100,100,100",0,"3013019,3014026,3014019",1;1;1
210073,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1;1
210074,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013006,3013015,3014001,3014020,3014021,3014022,3014027,3016011,3016068",1;1;1;1;1;1;1;1;1;1;1
210081,2,0,1,100,0,3015001,1
210082,2,0,1,"100,100,100",0,"3013019,3014026,3014019",1;1;1
210083,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1;1
210084,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013006,3013015,3014001,3014020,3014021,3014022,3014027,3016011,3016068",1;1;1;1;1;1;1;1;1;1;1
210091,2,0,1,100,0,3016191,1
210092,2,0,1,"100,100,100",0,"3013019,3014026,3014019",1;1;1
210093,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1;1
210094,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013006,3013015,3014001,3014020,3014021,3014022,3014027,3016011,3016068",1;1;1;1;1;1;1;1;1;1;1
219001,2,0,1,100,0,3016031,1
219002,2,0,1,"100,100,100",0,"3013015,3014001,3014027",1;1;1
219003,2,0,1,"100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016013,3016130",1;1;1;1;1;1;1;1;1;1
219004,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013006,3014019,3014020,3014021,3014022,3014026,3016011,3016068,3013019",1;1;1;1;1;1;1;1;1;1;1
219011,2,0,1,100,0,3015004,1
219012,2,0,1,"100,100,100",0,"3013003,3013015,3014019",1;1;1
219013,2,0,1,"100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015006,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1
219014,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3013004,3013006,3014001,3014020,3014021,3014022,3014026,3014027,3016011,3016068,3013019",1;1;1;1;1;1;1;1;1;1;1
219021,2,0,1,100,0,3016013,1
219022,2,0,1,"100,100,100",0,"3013019,3014026,3016068",1;1;1
219023,2,0,1,"100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016031,3016130",1;1;1;1;1;1;1;1;1;1
219024,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013006,3013015,3014001,3014019,3014020,3014021,3014022,3014027,3016011",1;1;1;1;1;1;1;1;1;1;1
219031,2,0,1,100,0,3016130,1
219032,2,0,1,"100,100,100",0,"3014001,3014027,3016068",1;1;1
219033,2,0,1,"100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016013,3016031",1;1;1;1;1;1;1;1;1;1
219034,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013006,3013015,3014019,3014020,3014021,3014022,3014026,3016011,3013019",1;1;1;1;1;1;1;1;1;1;1
219041,2,0,1,100,0,3014025,1
219042,2,0,1,"100,100,100",0,"3013003,3014019,3016068",1;1;1
219043,2,0,1,"100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1
219044,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3013004,3013006,3013015,3014001,3014020,3014021,3014022,3014026,3014027,3016011,3013019",1;1;1;1;1;1;1;1;1;1;1
219051,2,0,1,100,0,3016009,1
219052,2,0,1,"100,100,100",0,"3014020,3014021,3014022",1;1;1
219053,2,0,1,"100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3015008,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1
219054,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013006,3013015,3014001,3014019,3014026,3014027,3016011,3016068,3013019",1;1;1;1;1;1;1;1;1;1;1
219061,2,0,1,100,0,3015008,1
219062,2,0,1,"100,100,100",0,"3013006,3014020,3014021",1;1;1
219063,2,0,1,"100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015007,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1
219064,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013015,3014001,3014019,3014022,3014026,3014027,3016011,3016068,3013019",1;1;1;1;1;1;1;1;1;1;1
219071,2,0,1,100,0,3014024,1
219072,2,0,1,"100,100,100",0,"3013015,3014022,3013003",1;1;1
219073,2,0,1,"100,100,100,100,100,100,100,100,100,100",0,"3014025,3015002,3015004,3015006,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1
219074,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3013004,3013006,3014001,3014019,3014020,3014021,3014026,3014027,3016011,3016068,3013019",1;1;1;1;1;1;1;1;1;1;1
219081,2,0,1,100,0,3015006,1
219082,2,0,1,"100,100",0,"3014021,3016068",1;1
219083,2,0,1,"100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1
219084,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013006,3013015,3014001,3014019,3014020,3014022,3014026,3014027,3016011,3013019",1;1;1;1;1;1;1;1;1;1;1;1
219091,2,0,1,100,0,3015007,1
219092,2,0,1,"100,100,100",0,"3013003,3014019,3016068",1;1;1
219093,2,0,1,"100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015002,3015004,3015006,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1
219094,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3013004,3013006,3013015,3014001,3014020,3014021,3014022,3014026,3014027,3016011,3013019",1;1;1;1;1;1;1;1;1;1;1
219101,2,0,1,100,0,3015002,1
219102,2,0,1,"100,100,100",0,"3013019,3014026,3014027",1;1;1
219103,2,0,1,"100,100,100,100,100,100,100,100,100,100",0,"3014024,3014025,3015004,3015006,3015007,3015008,3016009,3016013,3016031,3016130",1;1;1;1;1;1;1;1;1;1
219104,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"3013003,3013004,3013006,3013015,3014001,3014019,3014020,3014021,3014022,3016011,3016068",1;1;1;1;1;1;1;1;1;1;1
400001,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100",0,"1007003,1007007,1007008,1007009,1007010,1007012,1007013,1007015,1007016,1007017,1007018,1007020,1007021,1007023,1007024,1007025,1007048,1007050",1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
400002,2,0,1,"100,100,100,100,100,100,100,100,100,100,100,100,100,100",0,"1007004,1007005,1007006,1007011,1007019,1007026,1007027,1007028,1007029,1007033,1007034,1007044,1007051,1007014",1;1;1;1;1;1;1;1;1;1;1;1;1;1
400003,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"1007031,1007032,1007037,1007038,1007039,1007040,1007041,1007042,1007045,1007049,1007053",1;1;1;1;1;1;1;1;1;1;1
400004,2,0,1,100,0,1007030,1
400005,2,0,1,"100,100,100",0,"1007004,1007014,1007033",1;1;1
400006,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"1007031,1007032,1007037,1007038,1007039,1007040,1007041,1007042,1007045,1007049,1007053",1;1;1;1;1;1;1;1;1;1;1
400007,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"1007005,1007006,1007011,1007019,1007027,1007028,1007029,1007034,1007044,1007051,1007014",1;1;1;1;1;1;1;1;1;1;1
400008,2,0,1,100,0,1007054,1
400009,2,0,1,"100,100,100",0,"1007029,1007027,1007014",1;1;1
400010,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"1007031,1007032,1007037,1007038,1007039,1007040,1007041,1007042,1007045,1007049,1007053",1;1;1;1;1;1;1;1;1;1;1
400011,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"1007004,1007005,1007006,1007011,1007019,1007026,1007028,1007033,1007034,1007044,1007051",1;1;1;1;1;1;1;1;1;1;1
400012,2,0,1,100,0,1007058,1
400013,2,0,1,"100,100,100",0,"1007011,1007026,1007028",1;1;1
400014,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"1007031,1007032,1007037,1007038,1007039,1007040,1007041,1007042,1007045,1007049,1007053",1;1;1;1;1;1;1;1;1;1;1
400015,2,0,1,"100,100,100,100,100,100,100,100,100,100,100",0,"1007004,1007005,1007006,1007019,1007027,1007029,1007033,1007034,1007044,1007051,1007014",1;1;1;1;1;1;1;1;1;1;1
400016,2,0,1,100,0,1007043,1
400017,2,0,1,"100,100,100",0,"1007004,1007019,1007027",1;1;1
