Id,Desc1,Desc2,Type,RoleEquipSuit,EquipAttrId_1,EquipAttrId_2,AttrNumber,AttrNumberUp,EquipAttrId_3,Exp,Refresh1
623032,橙中套3脸,萨拉的审判Ⅱ,2,15,2,52,"4,4",4,101,30,"623032,1;623032,3;623032,5;623032,8"
623033,橙中套3胸,萨拉的审判Ⅲ,3,15,1,51,"4,4",4,101,30,"623033,1;623033,3;623033,5;623033,8"
623034,橙中套3背,萨拉的审判Ⅳ,4,15,2,52,"4,4",4,102,30,"623034,1;623034,3;623034,5;623034,8"
623035,橙中套3特殊1,萨拉的审判Ⅴ,5,15,1,51,"4,4",4,101,30,"623035,1;623035,3;623035,5;623035,8"
623036,,萨拉的审判Ⅵ,6,15,2,52,"4,4",4,102,30,"623036,1;623036,3;623036,5;623036,8"
623061,橙中套6头,帕尔斯坚毅Ⅰ,1,18,1,51,"4,4",4,101,30,"623061,1;623061,3;623061,5;623061,8"
623062,橙中套6脸,帕尔斯坚毅Ⅱ,2,18,2,52,"4,4",4,101,30,"623062,1;623062,3;623062,5;623062,8"
623063,橙中套6胸,帕尔斯坚毅Ⅲ,3,18,1,51,"4,4",4,101,30,"623063,1;623063,3;623063,5;623063,8"
623064,橙中套6背,帕尔斯坚毅Ⅳ,4,18,2,52,"4,4",4,102,30,"623064,1;623064,3;623064,5;623064,8"
623065,橙中套6特殊1,帕尔斯坚毅Ⅴ,5,18,1,51,"4,4",4,101,30,"623065,1;623065,3;623065,5;623065,8"
623066,,帕尔斯坚毅Ⅵ,6,18,2,52,"4,4",4,102,30,"623066,1;623066,3;623066,5;623066,8"
632021,橙低套2头,西努之盾Ⅰ,1,20,1,51,"4,4",4,101,40,"632021,1;632021,3;632021,5;632021,8"
632022,橙低套2脸,西努之盾Ⅱ,2,20,2,52,"4,4",4,101,40,"632022,1;632022,3;632022,5;632022,8"
632023,橙低套2胸,西努之盾Ⅲ,3,20,1,51,"4,4",4,101,40,"632023,1;632023,3;632023,5;632023,8"
632024,橙低套2背,西努之盾Ⅳ,4,20,2,52,"4,4",4,102,40,"632024,1;632024,3;632024,5;632024,8"
632025,橙低套2特殊1,西努之盾Ⅴ,5,20,1,51,"4,4",4,101,40,"632025,1;632025,3;632025,5;632025,8"
632026,,西努之盾Ⅵ,6,20,2,52,"4,4",4,102,40,"632026,1;632026,3;632026,5;632026,8"
632031,橙低套3头,漆黑之心Ⅰ,1,21,1,51,"4,4",4,101,40,"632031,1;632031,3;632031,5;632031,8"
632032,橙低套3脸,漆黑之心Ⅱ,2,21,2,52,"4,4",4,101,40,"632032,1;632032,3;632032,5;632032,8"
632033,橙低套3胸,漆黑之心Ⅲ,3,21,1,51,"4,4",4,101,40,"632033,1;632033,3;632033,5;632033,8"
632034,橙低套3背,漆黑之心Ⅳ,4,21,2,52,"4,4",4,102,40,"632034,1;632034,3;632034,5;632034,8"
632035,橙低套3特殊1,漆黑之心Ⅴ,5,21,1,51,"4,4",4,101,40,"632035,1;632035,3;632035,5;632035,8"
632036,,漆黑之心Ⅵ,6,21,2,52,"4,4",4,102,40,"632036,1;632036,3;632036,5;632036,8"
633021,蓝低套2头,西努之盾Ⅰ,1,20,1,51,"4,4",4,101,30,"633021,1;633021,3;633021,5;633021,8"
633022,蓝低套2脸,西努之盾Ⅱ,2,20,2,52,"4,4",4,101,30,"633022,1;633022,3;633022,5;633022,8"
633023,蓝低套2胸,西努之盾Ⅲ,3,20,1,51,"4,4",4,101,30,"633023,1;633023,3;633023,5;633023,8"
633024,蓝低套2背,西努之盾Ⅳ,4,20,2,52,"4,4",4,102,30,"633024,1;633024,3;633024,5;633024,8"
633025,蓝低套2特殊1,西努之盾Ⅴ,5,20,1,51,"4,4",4,101,30,"633025,1;633025,3;633025,5;633025,8"
633026,,西努之盾Ⅵ,6,20,2,52,"4,4",4,102,30,"633026,1;633026,3;633026,5;633026,8"
633031,蓝低套3头,漆黑之心Ⅰ,1,21,1,51,"4,4",4,101,30,"633031,1;633031,3;633031,5;633031,8"
633032,蓝低套3脸,漆黑之心Ⅱ,2,21,2,52,"4,4",4,101,30,"633032,1;633032,3;633032,5;633032,8"
633033,蓝低套3胸,漆黑之心Ⅲ,3,21,1,51,"4,4",4,101,30,"633033,1;633033,3;633033,5;633033,8"
633034,蓝低套3背,漆黑之心Ⅳ,4,21,2,52,"4,4",4,102,30,"633034,1;633034,3;633034,5;633034,8"
633035,蓝低套3特殊1,漆黑之心Ⅴ,5,21,1,51,"4,4",4,101,30,"633035,1;633035,3;633035,5;633035,8"
633036,,漆黑之心Ⅵ,6,21,2,52,"4,4",4,102,30,"633036,1;633036,3;633036,5;633036,8"
631021,蓝低套2头,西努之盾Ⅰ,1,20,1,51,"4,4",4,101,50,"631021,1;631021,3;631021,5;631021,8"
631022,蓝低套2脸,西努之盾Ⅱ,2,20,2,52,"4,4",4,101,50,"631022,1;631022,3;631022,5;631022,8"
631023,蓝低套2胸,西努之盾Ⅲ,3,20,1,51,"4,4",4,101,50,"631023,1;631023,3;631023,5;631023,8"
631024,蓝低套2背,西努之盾Ⅳ,4,20,2,52,"4,4",4,102,50,"631024,1;631024,3;631024,5;631024,8"
631025,蓝低套2特殊1,西努之盾Ⅴ,5,20,1,51,"4,4",4,101,50,"631025,1;631025,3;631025,5;631025,8"
631026,,西努之盾Ⅵ,6,20,2,52,"4,4",4,102,50,"631026,1;631026,3;631026,5;631026,8"
631031,蓝低套3头,漆黑之心Ⅰ,1,21,1,51,"4,4",4,101,50,"631031,1;631031,3;631031,5;631031,8"
631032,蓝低套3脸,漆黑之心Ⅱ,2,21,2,52,"4,4",4,101,50,"631032,1;631032,3;631032,5;631032,8"
631033,蓝低套3胸,漆黑之心Ⅲ,3,21,1,51,"4,4",4,101,50,"631033,1;631033,3;631033,5;631033,8"
631034,蓝低套3背,漆黑之心Ⅳ,4,21,2,52,"4,4",4,102,50,"631034,1;631034,3;631034,5;631034,8"
631035,蓝低套3特殊1,漆黑之心Ⅴ,5,21,1,51,"4,4",4,101,50,"631035,1;631035,3;631035,5;631035,8"
631036,,漆黑之心Ⅵ,6,21,2,52,"4,4",4,102,50,"631036,1;631036,3;631036,5;631036,8"
