id	group	storyId	unlockProp	unlockPropNum	unlockStory	rewardId	rewardNum	firstStory	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	chapter	chapter_zh_TW	chapter_en_UK	chapter_ja_JP	chapter_ko_KR	chapter_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
202	2	4002020	9000008	1500	201	9000008	400		1	第一话	第一話	Part 1	第一話	제1화	ตอนที่ 1	兔子洞	兔子洞	The Rabbit Hole	ラビットホール	토끼굴	โพรงกระต่าย	与黑王之间的对话，勾起了丝薇蒂洗涤不去的回忆……	與黑王之間的對話，勾起了絲薇蒂洗滌不去的回憶……	A conversation with Black King dredges up a past Sylviette can never truly escape...	黒王との対話は、シルヴェッティの心に、洗い流すことのできない記憶を呼び覚ます……	블랙킹과의 대화가 스위티의 씻어낼 수 없는 기억을 불러낸다......	การ​สนทนา​กับ​ราชา​ทมิฬ​ ทำให้​ความทรงจำ​ที่​ไม่​อาจ​ลบเลือน​ได้​ของ​ซิ​ลเว็ตต์​ปรากฏ​ขึ้น​มา​...​
203	2	4002030	9000008	4000	202	9000008	500		1	第二话	第二話	Part 2	第二話	제2화	ตอนที่ 2	「兔」死谁手	「兔」死誰手	The Final Winner	兎、誰の手に死す	「토끼」는 누구 손에 죽는가	"กระต่าย" จะตายด้วยน้ำมือของผู้ใด	丝薇蒂得知了反抗军的最新信息，他们的力量似乎可以为己所用。	絲薇蒂得知了反抗軍的最新資訊，他們的力量似乎可以為己所用。	Sylviette uncovers the latest information on the Resistance—their power might be something she can exploit.	反逆軍に関する最新の情報を得たシルヴェッティは、その力が自らの糧となり得ることに気づく。	스위티는 저항군의 최신 정보를 얻었는데 그들의 힘은 스위티가 활용할 수 있을 듯 하다.	ซิ​ลเว็ตต์​ได้รับ​ข้อมูล​ล่าสุด​เกี่ยวกับ​กลุ่ม​กบฏ​ พลัง​ของ​พวกเขา​ดูเหมือน​จะ​นำมาใช้​ให้​เป็นประโยชน์​ได้​
204	2	4002040	9000008	7000	203	9000008	600		1	第三话	第三話	Part 3	第三話	제3화	ตอนที่ 3	兔与鹰之草	兔與鷹之草	Bunny and Hollyhock	ウサギとホークウィード	토끼와 매의 싸움	กระต่ายและฮอลลีฮอก	丝薇蒂在出发前，遇到了十二面相之一的「笑面」。	絲薇蒂在出發前，遇到了十二面相之一的「笑面」。	Before departing, Sylviette encounters "Laughing Mask", one of the Twelve Aspects.	出発前に、シルヴェッティは十二面相の一人、「笑面」と遭遇する。	스위티는 출발하기 전에 열 두 얼굴의 하나인 「스마일리」와 맞닥뜨렸다.	ก่อน​ออกเดินทาง​ ซิลเว็ตต์พบ​กับ​ "​หน้ากาก​ยิ้ม​"​ หนึ่ง​ใน​สิบสอง​หน้ากาก​
205	2	4002050	9000008	10000	204	9000008	700		1	第四话	第四話	Part 4	第四話	제4화	ตอนที่ 4	眼泪的池塘	眼淚的池塘	The Pond of Tears	涙の池	눈물바다	บ่อน้ำตา	回想着有关反抗军的旧事，丝薇蒂独自前往边境。	回想著有關反抗軍的舊事，絲薇蒂獨自前往邊境。	Haunted by memories of the Resistance, Sylviette journeys alone to the border.	反逆軍にまつわる過去を思い返しながら、シルヴェッティはただ一人、辺境へと向かった。	저항군과 관련된 옛 일을 생각하며 스위티는 외곽으로 이동했다.	ซิลเว็ตต์​ครุ่น​คิดถึง​เรื่องราว​เก่าๆ​ เกี่ยวกับ​กองกำลัง​ต่อต้าน​ และ​มุ่งหน้า​สู่​ชายแดน​เพียงลำพัง​
206	2	4002060	9000008	13000	205	9000008	800		1	第五话	第五話	Part 5	第五話	제5화	ตอนที่ 5	战利品	戰利品	Loots	戦利品	전리품	รางวัลสงคราม	在彻底的武力碾压之下，反抗军终于老实交代了军火的由来。	在徹底的武力碾壓之下，反抗軍終於老實交代了軍火的由來。	Faced with overwhelming force, the Resistance finally confesses the source of their weapons.	圧倒的な武力の前に、反逆軍はついに、武器の出所を白状する。	철저한 무력 압박 끝에, 저항군은 결국 무기의 출처를 실토했다.	ภายใต้​การ​บดขยี้​ด้วย​พลัง​ ในที่สุด​กองกำลัง​ต่อต้าน​ก็​ยอม​บอก​ที่มา​ของ​อาวุธ​
207	2	4002070	9000008	16000	206	9000008	900		1	第六话	第六話	Part 6	第六話	제6화	ตอนที่ 6	爱丽丝的证明	愛麗絲的證明	Alice's Proof	アリスの証	아이리스의 증명	หลักฐานของอลิซ	十二面相从不空座，丝薇蒂如愿登上了期盼已久的位置。	十二面相從不空座，絲薇蒂如願登上了期盼已久的位置。	The Twelve Aspects always fill their ranks. Sylviette finally ascends to her long-awaited place.	十二面相に空席などありえない。シルヴェッティは、待ち望んだ「あの座」に辿り着く。	열 두 얼굴은 공석이었던 적이 없었고, 스위티는 오랫동안 염원하던 자리에 올랐습니다.	ตำแหน่ง​สิบสอง​หน้ากาก​นั้น​ไม่​เคย​ว่าง​ ซิลเว็ตต์​ได้​ขึ้น​สู่​ตำแหน่ง​ที่​รอคอย​มา​นาน​
301	3	4001010				9000009	300	1	1	序章	序章	Prologue	Chapter 0	프롤로그	บทนำ	命运的重逢	命運的重逢	Fateful Reunion	運命的な再開	운명의 만남	พบกันอีกครั้งด้วยโชคชะตา	本想去找法夕黛的小曼突然在一家餐厅发现了熟悉的身影，而那个人正是自己的救命恩人，于是小曼推开了那扇命运之门。	本想去找法夕黛的小曼突然在一家餐廳發現了熟悉的身影，而那個人正是自己的救命恩人，於是小曼推開了那扇命運之門。	Intending to visit Felicia, Mandy stumbles upon a familiar face at a restaurant. It is none other than her savior. This chance encounter opens the door to destiny.	ファルスタを探しに来たマンディーは、とあるレストランで見覚えのある姿を見つける。その人物こそ、自分の命の恩人だった。そしてマンディーは、運命の扉を開くことにした。	파르시타를 찾아가려던 맨디가 한 가게에서 익숙한 사람을 발견했고, 그 사람은 바로 자기 생명의 은인이었다. 그래서 맨디는 그 운명의 문을 열었다	แมน​ดี้​ที่​ตั้งใจ​จะ​ไปหา​เฟ​ริ​เซีย​ บังเอิญ​เห็น​เงา​ที่​คุ้นตา​จาก​ร้านอาหาร​ร้าน​หนึ่ง​ และ​คน​นั้น​คือ​ผู้​มี​พระคุณ​ที่​ช่วยชีวิต​เธอ​ไว้​ แมน​ดี้​จึง​ได้​เปิด​ประตู​แห่ง​โชคชะตา​นั้น​ออก​
302	3	4001020	9000009	1500	301	9000009	400		1	第一话	第一話	Part 1	第一話	제1화	ตอนที่ 1	渐进的距离	漸進的距離	Bridging the Distance	近付く距離	가까워 지는 거리	ระยะห่างที่ใกล้เข้ามา	小曼意外从论坛上得知了自己的经历和某部漫画的剧情相似，便开始学着漫画剧情接近自己在意的人。	小曼意外從論壇上得知了自己的經歷和某部漫畫的劇情相似，便開始學著漫畫劇情接近自己在意的人。	Mandy is shocked to discover online that her own experiences bear a striking resemblance to the plot of a certain manga. She decides to emulate the story, trying to get closer to the one she cares for.	マンディーは偶然フォーラムで、自分の経験がとある漫画の展開と似ていることを知る。そこで彼女は、漫画のシナリオを真似して、気になる相手へ近づこうとする。	맨디는 게시판에서 자기가 겪은 일과 한 만화의 스토리가 비슷하다는 것을 알게되었고, 만화 속 스토리에서 자기가 좋아하는 사람에 대해 알기 시작했다	แมนดี้​บังเอิญ​รู้​จาก​เว็ป​บอร์ด​ว่า​ประสบการณ์​ของ​ตน​คล้าย​กับ​เนื้อเรื่อง​ใน​มังงะ​เรื่อง​หนึ่ง​ จึง​เริ่ม​เข้าหา​คน​ที่​ตน​สนใจ​ตาม​เนื้อเรื่อง​ใน​มังงะ​
303	3	4001030	9000009	4000	302	9000009	500		1	第二话	第二話	Part 2	第二話	제2화	ตอนที่ 2	茶会进行中	茶會進行中	The Tea Party	お茶会の途中	티타임 진행 중	ปาร์ตี้น้ำชาของสาวๆ	因漫画而结识的小曼与艾可很快成为了好友，而小曼从未想过自己今日竟然可以和艾可特莉丝她们坐在一起谈论这些。	因漫畫而結識的小曼與艾可很快成為了好友，而小曼從未想過自己今日竟然可以和艾可特莉絲她們坐在一起談論這些。	Brought together by the manga, Mandy and Echo quickly become close friends. Never did Mandy imagine she would be sharing tea and conversation with Echo and Triss today.	漫画をきっかけに知り合ったマンディーとアイコは、すぐに仲良くなった。そしてマンディーは、こうしてアイコやトリスたちと一緒に語り合える日が来るなんて、想像もしていなかった。	만화 때문에 맨디와 에코가 친해졌고, 맨디는 에코 그리고 트리스와 함께 이런 대화를 하게될 줄 몰랐었다	แมนดี้​กับ​เอคโค​ที่​รู้จัก​กัน​ผ่าน​มังงะ​กลายเป็น​เพื่อนสนิท​กัน​อย่าง​รวดเร็ว​ แมนดี้​ไม่​เคย​คิด​ว่า​วันนี้​ตน​จะ​ได้​นั่ง​คุย​เรื่อง​เหล่านี้​กับ​เอคโค​และ​ทริส​
304	3	4001040	9000009	7000	303	9000009	600		1	第三话	第三話	Part 3	第三話	제3화	ตอนที่ 3	忧伤的少女	憂傷的少女	The Melancholy Girl	少女の憂い	우울한 소녀	สาวน้อยผู้โศกเศร้า	某天，和往常一样来店的小曼遇到了同样来找你的凌霄，谈话间，小曼意识到了自己的普通而心生自卑。	某天，和往常一樣來店的小曼遇到了同樣來找你的淩霄，談話間，小曼意識到了自己的普通而心生自卑。	One day, during her usual visit, Mandy encounters Linsho, who has also come to see you. Their conversation awakens a sense of insecurity in Mandy, making her acutely aware of her own ordinariness.	ある日、いつものように店を訪れたマンディーは、同じくあなたを訪ねてきた凌霄と出会う。話しているうちに、マンディーは自分の平凡さを痛感し、劣等感を抱いてしまう。	어느 날, 평소와 같이 맨디는 당신을 찾아온 영소와 마주쳤다. 이야기 하는 동안, 맨디는 자신이 일반적인 사람이라는 것을 깨달았고 열등감을 가지게 됐다	วันหนึ่ง​ แมน​ดี้​ที่มา​ร้าน​เหมือน​ทุกวัน​ได้​เจ​อห​ลิง​เซียว​ที่​มาหา​คุณ​เช่นกัน​ ระหว่าง​คุย​กัน​ แมน​ดี้​เริ่ม​รู้สึก​น้อยใจ​ใน​ความ​ธรรมดา​ของ​ตนเอง​
305	3	4001050	9000009	10000	304	9000009	700		1	第四话	第四話	Part 4	第四話	제4화	ตอนที่ 4	心的告白	心的告白	Confessions of the Heart	心の告白	속마음 고백	สารภาพความในใจ	失落的小曼来到了知心姐姐法夕黛的花店，法夕黛劝慰了陷入自我否定的小曼，并让她正视了自己内心的情感。	失落的小曼來到了知心姐姐法夕黛的花店，法夕黛勸慰了陷入自我否定的小曼，並讓她正視了自己內心的情感。	Feeling lost, Mandy seeks solace in Felicia's flower shop. Felicia, her confidante, comforts the self-doubting Mandy, encouraging her to acknowledge the feelings she holds within.	落ち込んだマンディーは、頼れるお姉さん・ファルスタの花屋を訪れる。ファルスタは自己否定に陥った彼女を励まし、自分の本当の気持ちと向き合えるよう導く。	기운 없는 맨디는 소울 메이트인 파르시타의 꽃 가게에 갔고, 파르시타는 열등감에 사로잡힌 맨디에게 자신의 감정을 제대로 들여다보라고 위로했다	แมน​ดี้​ที่​หมดกำลังใจ​ได้​ไป​ที่​ร้าน​ดอกไม้​ของ​เฟ​ริ​เซีย​ผู้​เป็น​พี่สาว​ที่​รู้ใจ​ เฟ​ริ​เซีย​ปลอบใจ​แมน​ดี้​ที่​กำลัง​น้อยใจ​ตัวเอง​ และ​ทำให้​เธอ​ยอมรับ​ความรู้สึก​ใน​ใจ​
401	4	4004010				9000041	300	1	1	序章	序章	Prologue	Chapter 0	프롤로그	บทนำ	苏醒的「人偶」	蘇醒的「人偶」	Awakening of the "Doll"	目覚めた「人形」	깨어난 ‘인형’	"ตุ๊กตา" ที่ตื่นขึ้น	于沉眠中被唤醒的你，此刻正躺在铺满了蔷薇的水晶棺柩之中。还没来得及理清状况，面前的少女却笑着告诉你——你即将成为她的人偶。	於沉眠中被喚醒的你，此刻正躺在鋪滿了薔薇的水晶棺柩之中。還沒來得及理清狀況，面前的少女卻笑著告訴你——你即將成為她的人偶。	Awakening, you find yourself in a crystal coffin of roses. The girl before you smiles and declares—you are now her doll.	深い眠りから目覚めたあなたは、薔薇が敷き詰められた水晶の棺桶に横たわっている。状況がわからないまま、目の前にいる少女が笑って言った——あなたは彼女の人形になると。	깊은 잠에서 깨어난 당신은 장미로 뒤덮인 크리스털 관 속에 누워 있었다. 무슨 상황인지 파악하기도 전에, 눈앞의 소녀가 미소를 지으며 말했다... 당신은 곧 인형이 될 거라고.	คุณ​ถูก​ปลุก​ขึ้น​จาก​การ​หลับใหล​ และ​ใน​ขณะนี้​กำลัง​นอน​อยู่​ใน​โลง​แก้ว​ที่​เต็มไปด้วย​ดอกกุหลาบ​ \nยัง​ไม่​ทัน​ได้​จัดการ​กับ​สถานการณ์​ให้​ชัดเจน​ สาวน้อย​ตรงหน้า​ก็​ยิ้ม​พลาง​บอก​กับ​คุณ​ว่า​—​คุณ​กำลังจะ​กลายเป็น​ตุ๊กตา​ของ​เธอ​
402	4	4004020	9000041	1500	401	9000041	350		1	第一话	第一話	Part 1	第一話	제1화	ตอนที่ 1	执拗的少女	執拗的少女	The Stubborn Girl	しつこい少女	집요한 소녀	สาวน้อยผู้ดื้อรั้น	原来，一切都是有心之人的暗算。而被利用的少女却并不在意，仍一意孤行想要将你变成她的人偶。只是这时，少女的花园里传来了响动……	原來，一切都是有心之人的暗算。而被利用的少女卻並不在意，仍一意孤行想要將你變成她的人偶。只是這時，少女的花園裡傳來了響動……	Someone masterminded this situation, but the girl remains indifferent. Suddenly, a rustling breaks the garden's peace…	全て悪意のある者によって仕組まれたことなのか。利用された少女は気にする素振りなどなく、依然としてあなたを彼女の人形にしようとしている。この時、少女の庭から物音が聞こえた……	알고 보니 모든 것은 뭔가 꿍꿍이가 있는 자가 꾸민 음모 때문이었다. 하지만 이용당한 소녀는 전혀 개의치 않고 여전히 당신을 자신의 인형으로 만들겠다고 고집을 부렸다. 바로 그때, 소녀의 화원에서 인기척이 느껴지는데...	ที่แท้​ ทั้งหมด​นี้​เป็น​แผน​ของ​ผู้​ที่​มี​เจตนาร้าย​ แต่​สาวน้อย​ผู้​ถูก​หลอก​ใช้​กลับ​ไม่​ใส่ใจ​ ยังคง​ดื้อรั้น​ที่จะ​ทำให้​คุณ​กลายเป็น​ตุ๊กตา​ของ​เธอ​ ทว่า​ในขณะนั้น​เอง​ ก็​มี​เสียงดัง​ขึ้น​จาก​สวนดอกไม้​ของ​เธอ​...​
403	4	4004030	9000041	4000	402	9000041	400		1	第二话	第二話	Part 2	第二話	제2화	ตอนที่ 2	人偶的故事	人偶的故事	The Story of the Dolls	人形の物語	인형의 이야기	เรื่องราวของตุ๊กตา	为了迎接花园里突然到访的客人，少女拜托了那些由她亲手制作的可爱人偶们前去招待。与此同时，她也开始和你讲述起每个人偶背后的故事。	為了迎接花園裡突然到訪的客人，少女拜託了那些由她親手製作的可愛人偶們前去招待。與此同時，她也開始和你講述起每個人偶背後的故事。	Welcoming unexpected guests to her garden, the girl directs her dolls to greet them and shares tales of each doll with you.	庭にやってきた突然の客を出迎えるため、少女は彼女手作りの可愛い人形たちに出迎えさせた。そして彼女はそれぞれの人形の物語を話し始めた。	소녀는 갑자기 화원에 찾아온 손님을 맞이하기 위해 자신이 직접 만든 사랑스러운 인형들을 보냈다. 그리고 당신에게 각각의 인형들이 지닌 배경 스토리를 들려 주기 시작했다.	เพื่อ​ต้อน​รับแขก​ผู้มาเยือน​ที่​สวนดอกไม้​อย่าง​กะทันหัน​ เด็กสาว​ขอร้อง​ให้​เหล่า​ตุ๊กตา​น่ารัก​ที่​เธอ​ทำ​เอง​ด้วย​ความ​ถ​นุ​ถนอม​ออก​ไป​ต้อนรับ​ ในขณะเดียวกัน​ เธอ​ก็​เริ่ม​เล่า​เรื่องราว​เบื้องหลัง​ของ​ตุ๊กตา​แต่ละ​ตัว​ให้​คุณ​ฟัง​
404	4	4004040	9000041	7000	403	9000041	450		1	第三话	第三話	Part 3	第三話	제3화	ตอนที่ 3	对峙之时	對峙之時	Moment of Confrontation	対峙の時	대치의 시간	เวลาเผชิญหน้า	前来营救你的贝克猫小队冲破了重重阻碍，来到了少女面前，然而双方的交谈却并不愉快。千钧一发之际，你做出了惊人之举。	前來營救你的貝克貓小隊衝破了重重阻礙，來到了少女面前，然而雙方的交談卻並不愉快。千鈞一髮之際，你做出了驚人之舉。	The Baker Squad, aiming to rescue you, faces numerous hurdles. The encounter doesn't go as planned until you take decisive action.	あなたを助けてくれたチーム・ベイカーキャットがいくつもの障害を乗り越え、少女の前にやってきた。しかし、双方の話し合いは円満には終わらなかった。危機一髪の時、あなたは驚くべき行動に出た。	당신을 구하러 온 베이커캣 팀이 여러 장애물을 뚫고 소녀 앞까지 왔지만, 양측의 대화는 결코 유쾌하지 못했다. 일촉즉발의 순간, 당신은 모두가 놀랄 만한 행동을 했다.	ทีม​เบเกอร์​ได้​ช่วย​ให้​คุณ​ฝ่า​อุปสรรค​มา​จนถึง​ตัว​เด็กสาว​ แต่​การ​พูดคุย​กัน​ของ​ทั้งสองฝ่าย​กลับ​ไม่​ราบรื่น​ ใน​วินาที​วิกฤต​ คุณ​ตัดสินใจ​ทำ​สิ่ง​ที่​น่า​ตกตะลึง​
