id	unlockId	taskContentType	taskContentId	taskContenNum	rewardId	rewardNum	openType	openParameter	group	status	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
1014	0	1403	0	5	9000008	100	517		2	1	配送5次外卖订单	配送5次外賣訂單	Complete 5 delivery orders.	出前を5回完了する	배달 주문 5회 완료	ส่งออเดอร์ 5 ครั้ง
1015	0	1103	0	1	9000008	100	236		2	1	参加1次协力战	參加1次協力戰	Complete the Invasion 1 time.	協同作戦に1回参加する	협력전 1회 참가	เข้าร่วม​ผนึก​กำลัง​ 1​ ครั้ง​
1016	0	1903	0	1	9000008	100	0		2	1	在社团频道发言1次	在社團頻道發言1次	Send a message in the Clan channel.	ギルドチャットで1回発言する	클럽 채널에서 채팅 1회	ส่ง​ข้อ​ความใน​แชนเนล​ชมรม​ 1​ ครั้ง​
1017	0	405	0	1	9000009	100	0		3	1	日常登陆	日常登入	Daily Login	ログイン	매일 접속	ล็อกอินรายวัน
1018	0	7	3000004	300	9000009	100	0		3	1	消耗300点情绪	消耗300點情緒	Spend 300 Pathos.	エモーションを300消費する	이모션 300점 소모	ใช้พาโธส 300 หน่วย
1019	0	101	0	1	9000009	100	701		3	1	升级1次战斗员	升級1次戰鬥員	Upgrade any Combatant 1 time.	戦闘員を1回レベルアップする	전투원 레벨업 1회	อัป​เล​เวล​ตัวละคร​ 1​ ครั้ง​
1020	0	1101	1	1	9000009	100	233		3	1	通关任意1次装备本	通關任意1次裝備本	Complete any Equipment Stage 1 time.	任意の装備ステージを1回クリアする	아무 장비 던전 1회 클리어	ผ่าน​ด่าน​อุปกรณ์​ใด​ก็ได้​ 1​ ครั้ง​
1021	0	1703	0	1	9000009	100	701		3	1	洗练1次任意装备	洗練1次任意裝備	Refine any equipment.	任意の装備を1回洗練する	아무 장비 1회 제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ 1​ ครั้ง​
1022	0	1403	0	5	9000009	100	517		3	1	配送5次外卖订单	配送5次外賣訂單	Complete 5 delivery orders.	出前を5回完了する	배달 주문 5회 완료	ส่งออเดอร์ 5 ครั้ง
1023	0	1103	0	1	9000009	100	236		3	1	参加1次协力战	參加1次協力戰	Complete the Invasion 1 time.	協同作戦に1回参加する	협력전 1회 참가	เข้าร่วม​ผนึก​กำลัง​ 1​ ครั้ง​
1024	0	1903	0	1	9000009	100	0		3	1	在社团频道发言1次	在社團頻道發言1次	Send a message in the Clan channel.	ギルドチャットで1回発言する	클럽 채널에서 채팅 1회	ส่ง​ข้อ​ความใน​แชนเนล​ชมรม​ 1​ ครั้ง​
1025	0	405	0	1	9000041	100	0		4	1	每日登陆	每日登入	Log in daily.	ログインする	매일 접속	ล็อกอินทุกวัน
1026	0	7	3000004	300	9000041	100	0		4	1	每日情绪消耗300	每日情緒消耗300	Use 300 Pathos every day.	エモーションを300消費する	매일 이모션 300 소모	ใช้​พา​โธส​ 300​ หน่วย​ต่อ​วัน​
1027	0	101	0	1	9000041	100	701		4	1	每日升级战斗员1次	每日升級戰鬥員1次	Level up any Combatant once every day.	戦闘員を1回レベルアップする	매일 전투원 1회 레벨업	อัป​เล​เวล​ตัวละคร​ 1​ ครั้ง​ต่อ​วัน​
1028	0	1101	1	1	9000041	100	233		4	1	每日通关任意装备本1次	每日通關任意裝備本1次	Clear Equipment Stages once every day.	任意の装備ステージをクリアする	매일 임의 장비 던전 1회 클리어	ผ่าน​ด่าน​อุปกรณ์​ใด​ก็ได้​ 1​ ครั้ง​ต่อ​วัน​
1029	0	1703	0	1	9000041	100	701		4	1	每日洗练装备1次	每日洗練裝備1次	Refine any piece of equipment once.	装備を1回洗練する	매일 장비 1회 제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ 1​ ครั้ง​ต่อ​วัน​
1030	0	1403	0	5	9000041	100	517		4	1	每日外卖5次	每日外賣5次	Complete 5 deliveries every day.	出前を5回完了する	매일 배달 주문 5회 완료	ส่ง​อาหาร​ 5​ ครั้ง​ต่อ​วัน​
1031	0	1103	0	1	9000041	100	236		4	1	每日参与协力战1次	每日參與協力戰1次	Successfully complete the Invasion once per day.	協同作戦に1回参加する	매일 협력전 1회 참여	เข้าร่วม​ผนึก​กำลัง​ 1​ ครั้ง​ต่อ​วัน​
1032	0	1903	0	1	9000041	100	0		4	1	社团发言一次	社團發言一次	Send a message in the Clan channel.	ギルドで1回発言する	매일 클럽에서 1회 이상 채팅	ส่ง​ข้อ​ความใน​ชมรม​ 1​ ครั้ง​
1033	0	405	0	1	9000056	100	0		5	1	每日登陆	每日登入	Log in daily.	ログインする	매일 접속	ล็อกอินทุกวัน
1034	0	7	3000004	300	9000056	100	0		5	1	每日情绪消耗300	每日情緒消耗300	Use 300 Pathos every day.	エモーションを300消費する	매일 이모션 300 소모	ใช้​พา​โธส​ 300​ หน่วย​ต่อ​วัน​
1035	0	101	0	1	9000056	100	701		5	1	每日升级战斗员1次	每日升級戰鬥員1次	Level up any Combatant once every day.	戦闘員を1回レベルアップする	매일 전투원 1회 레벨업	อัป​เล​เวล​ตัวละคร​ 1​ ครั้ง​ต่อ​วัน​
1036	0	1101	1	1	9000056	100	233		5	1	每日通关任意装备本1次	每日通關任意裝備本1次	Clear Equipment Stages once every day.	任意の装備ステージをクリアする	매일 임의 장비 던전 1회 클리어	ผ่าน​ด่าน​อุปกรณ์​ใด​ก็ได้​ 1​ ครั้ง​ต่อ​วัน​
1037	0	1703	0	1	9000056	100	701		5	1	每日洗练装备1次	每日洗練裝備1次	Refine any piece of equipment once.	装備を1回洗練する	매일 장비 1회 제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ 1​ ครั้ง​ต่อ​วัน​
1038	0	1403	0	5	9000056	100	517		5	1	每日外卖5次	每日外賣5次	Complete 5 deliveries every day.	出前を5回完了する	매일 배달 주문 5회 완료	ส่ง​อาหาร​ 5​ ครั้ง​ต่อ​วัน​
1039	0	1103	0	1	9000056	100	236		5	1	每日参与协力战1次	每日參與協力戰1次	Successfully complete the Invasion once per day.	協同作戦に1回参加する	매일 협력전 1회 참여	เข้าร่วม​ผนึก​กำลัง​ 1​ ครั้ง​ต่อ​วัน​
1040	0	1903	0	1	9000056	100	0		5	1	社团发言一次	社團發言一次	Send a message in the Clan channel.	ギルドで1回発言する	매일 클럽에서 1회 이상 채팅	ส่ง​ข้อ​ความใน​ชมรม​ 1​ ครั้ง​
1041	0	405	0	1	9000057	100	0		6	1	每日登陆	每日登入	Log in daily.	ログインする	매일 접속	ล็อกอินทุกวัน
1042	0	7	3000004	300	9000057	100	0		6	1	每日情绪消耗300	每日情緒消耗300	Use 300 Pathos every day.	エモーションを300消費する	매일 이모션 300 소모	ใช้​พา​โธส​ 300​ หน่วย​ต่อ​วัน​
1043	0	101	0	1	9000057	100	701		6	1	每日升级战斗员1次	每日升級戰鬥員1次	Level up any Combatant once every day.	戦闘員を1回レベルアップする	매일 전투원 1회 레벨업	อัป​เล​เวล​ตัวละคร​ 1​ ครั้ง​ต่อ​วัน​
1044	0	1101	1	1	9000057	100	233		6	1	每日通关任意装备本1次	每日通關任意裝備本1次	Clear Equipment Stages once every day.	任意の装備ステージをクリアする	매일 임의 장비 던전 1회 클리어	ผ่าน​ด่าน​อุปกรณ์​ใด​ก็ได้​ 1​ ครั้ง​ต่อ​วัน​
1045	0	1703	0	1	9000057	100	701		6	1	每日洗练装备1次	每日洗練裝備1次	Refine any piece of equipment once.	装備を1回洗練する	매일 장비 1회 제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ 1​ ครั้ง​ต่อ​วัน​
1046	0	1403	0	5	9000057	100	517		6	1	每日外卖5次	每日外賣5次	Complete 5 deliveries every day.	出前を5回完了する	매일 배달 주문 5회 완료	ส่ง​อาหาร​ 5​ ครั้ง​ต่อ​วัน​
1047	0	1103	0	1	9000057	100	236		6	1	每日参与协力战1次	每日參與協力戰1次	Successfully complete the Invasion once per day.	協同作戦に1回参加する	매일 협력전 1회 참여	เข้าร่วม​ผนึก​กำลัง​ 1​ ครั้ง​ต่อ​วัน​
1048	0	1903	0	1	9000057	100	0		6	1	社团发言一次	社團發言一次	Send a message in the Clan channel.	ギルドで1回発言する	매일 클럽에서 1회 이상 채팅	ส่ง​ข้อ​ความใน​ชมรม​ 1​ ครั้ง​
1049	0	405	0	1	9000065	100	0		7	1	每日登陆	每日登入	Log in daily.	ログインする	매일 접속	ล็อกอินทุกวัน
1050	0	7	3000004	300	9000065	100	0		7	1	每日情绪消耗300	每日情緒消耗300	Use 300 Pathos every day.	エモーションを300消費する	매일 이모션 300 소모	ใช้​พา​โธส​ 300​ หน่วย​ต่อ​วัน​
1051	0	101	0	1	9000065	100	701		7	1	每日升级战斗员1次	每日升級戰鬥員1次	Level up any Combatant once every day.	戦闘員を1回レベルアップする	매일 전투원 1회 레벨업	อัป​เล​เวล​ตัวละคร​ 1​ ครั้ง​ต่อ​วัน​
1052	0	1101	1	1	9000065	100	233		7	1	每日通关任意装备本1次	每日通關任意裝備本1次	Clear Equipment Stages once every day.	任意の装備ステージをクリアする	매일 임의 장비 던전 1회 클리어	ผ่าน​ด่าน​อุปกรณ์​ใด​ก็ได้​ 1​ ครั้ง​ต่อ​วัน​
1053	0	1703	0	1	9000065	100	701		7	1	每日洗练装备1次	每日洗練裝備1次	Refine any piece of equipment once.	装備を1回洗練する	매일 장비 1회 제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ 1​ ครั้ง​ต่อ​วัน​
1054	0	1403	0	5	9000065	100	517		7	1	每日外卖5次	每日外賣5次	Complete 5 deliveries every day.	出前を5回完了する	매일 배달 주문 5회 완료	ส่ง​อาหาร​ 5​ ครั้ง​ต่อ​วัน​
1055	0	1103	0	1	9000065	100	236		7	1	每日参与协力战1次	每日參與協力戰1次	Successfully complete the Invasion once per day.	協同作戦に1回参加する	매일 협력전 1회 참여	เข้าร่วม​ผนึก​กำลัง​ 1​ ครั้ง​ต่อ​วัน​
1056	0	1903	0	1	9000065	100	0		7	1	社团发言一次	社團發言一次	Send a message in the Clan channel.	ギルドで1回発言する	매일 클럽에서 1회 이상 채팅	ส่ง​ข้อ​ความใน​ชมรม​ 1​ ครั้ง​
1057	0	405	0	1	9000074	100	0		8	1	每日登陆	每日登入	Log in daily.	ログインする	매일 접속	ล็อกอินทุกวัน
1058	0	7	3000004	300	9000074	100	0		8	1	每日情绪消耗300	每日情緒消耗300	Use 300 Pathos every day.	エモーションを300消費する	매일 이모션 300 소모	ใช้​พา​โธส​ 300​ หน่วย​ต่อ​วัน​
1059	0	101	0	1	9000074	100	701		8	1	每日升级战斗员1次	每日升級戰鬥員1次	Level up any Combatant once every day.	戦闘員を1回レベルアップする	매일 전투원 1회 레벨업	อัป​เล​เวล​ตัวละคร​ 1​ ครั้ง​ต่อ​วัน​
1060	0	1101	1	1	9000074	100	233		8	1	每日通关任意装备本1次	每日通關任意裝備本1次	Clear Equipment Stages once every day.	任意の装備ステージをクリアする	매일 임의 장비 던전 1회 클리어	ผ่าน​ด่าน​อุปกรณ์​ใด​ก็ได้​ 1​ ครั้ง​ต่อ​วัน​
1061	0	1703	0	1	9000074	100	701		8	1	每日洗练装备1次	每日洗練裝備1次	Refine any piece of equipment once.	装備を1回洗練する	매일 장비 1회 제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ 1​ ครั้ง​ต่อ​วัน​
1062	0	1401	0	1	9000074	100	516		8	1	每日收取营业报表1次	每日收取營業報表1次	Collect Billing Reports once a day.	事業報告書を1回受け取る　	매출 보고의 매출액 매일 1회 획득	รับ​รายงาน​กิจการ​ 1​ ครั้ง​ทุกวัน​
1063	0	1103	0	1	9000074	100	236		8	1	每日参与协力战1次	每日參與協力戰1次	Successfully complete the Invasion once per day.	協同作戦に1回参加する	매일 협력전 1회 참여	เข้าร่วม​ผนึก​กำลัง​ 1​ ครั้ง​ต่อ​วัน​
1064	0	1903	0	1	9000074	100	0		8	1	社团发言一次	社團發言一次	Send a message in the Clan channel.	ギルドで1回発言する	매일 클럽에서 1회 이상 채팅	ส่ง​ข้อ​ความใน​ชมรม​ 1​ ครั้ง​
1065	0	405	0	1	9000087	100	0		9	1	每日登陆	每日登入	Log in daily.	ログインする	매일 접속	ล็อกอินทุกวัน
1066	0	7	3000004	300	9000087	100	0		9	1	每日情绪消耗300	每日情緒消耗300	Use 300 Pathos every day.	エモーションを300消費する	매일 이모션 300 소모	ใช้​พา​โธส​ 300​ หน่วย​ต่อ​วัน​
1067	0	101	0	1	9000087	100	701		9	1	每日升级战斗员1次	每日升級戰鬥員1次	Level up any Combatant once every day.	戦闘員を1回レベルアップする	매일 전투원 1회 레벨업	อัป​เล​เวล​ตัวละคร​ 1​ ครั้ง​ต่อ​วัน​
1068	0	1101	1	1	9000087	100	233		9	1	每日通关任意装备本1次	每日通關任意裝備本1次	Clear Equipment Stages once every day.	任意の装備ステージをクリアする	매일 임의 장비 던전 1회 클리어	ผ่าน​ด่าน​อุปกรณ์​ใด​ก็ได้​ 1​ ครั้ง​ต่อ​วัน​
1069	0	1703	0	1	9000087	100	701		9	1	每日洗练装备1次	每日洗練裝備1次	Refine any piece of equipment once.	装備を1回洗練する	매일 장비 1회 제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ 1​ ครั้ง​ต่อ​วัน​
1070	0	1401	0	1	9000087	100	516		9	1	每日收取营业报表1次	每日收取營業報表1次	Collect Billing Reports once a day.	事業報告書を1回受け取る　	매출 보고의 매출액 매일 1회 획득	รับ​รายงาน​กิจการ​ 1​ ครั้ง​ทุกวัน​
1071	0	1103	0	1	9000087	100	236		9	1	每日参与协力战1次	每日參與協力戰1次	Successfully complete the Invasion once per day.	協同作戦に1回参加する	매일 협력전 1회 참여	เข้าร่วม​ผนึก​กำลัง​ 1​ ครั้ง​ต่อ​วัน​
1072	0	1903	0	1	9000087	100	0		9	1	社团发言一次	社團發言一次	Send a message in the Clan channel.	ギルドで1回発言する	매일 클럽에서 1회 이상 채팅	ส่ง​ข้อ​ความใน​ชมรม​ 1​ ครั้ง​
