"TW_1001_045","1001","Score","","100000000","","Item_Coin_MemoryCoin","10","","","","","","","","","","","","","","","","","","","",""
"TW_1001_046","1001","Score","","120000000","","Point_Gold","250000","","","","","","","","","","","","","","","","","","","",""
"TW_1001_047","1001","Score","","140000000","","Item_Material_HeroExp_04","2","","","","","","","","","","","","","","","","","","","",""
"TW_1001_048","1001","Score","","160000000","","Item_Material_SkillLvUp_Common","50","","","","","","","","","","","","","","","","","","","",""
"TW_1001_049","1001","Score","","180000000","","Item_Material_EquipExp_04","2","","","","","","","","","","","","","","","","","","","",""
"TW_1001_050","1001","Score","","200000000","","Coin_TaleStone","100","","","","","","","","","","","","","","","","","","","",""
"TW_1001_051","1001","Score","","220000000","","Item_Material_SkillLvUp_Common","50","","","","","","","","","","","","","","","","","","","",""
"TW_1001_052","1001","Score","","240000000","","Item_Coin_MemoryCoin","10","","","","","","","","","","","","","","","","","","","",""
"TW_1001_053","1001","Score","","260000000","","Point_Gold","250000","","","","","","","","","","","","","","","","","","","",""
"TW_1001_054","1001","Score","","280000000","","Item_Material_HeroExp_04","2","","","","","","","","","","","","","","","","","","","",""
"TW_1001_055","1001","Score","","300000000","","Item_Material_SkillLvUp_Common","50","","","","","","","","","","","","","","","","","","","",""
"TW_1001_056","1001","Score","","325000000","","Item_Material_EquipExp_04","2","","","","","","","","","","","","","","","","","","","",""
"TW_1001_057","1001","Score","","350000000","","Coin_TaleStone","100","","","","","","","","","","","","","","","","","","","",""
"TW_1001_058","1001","Score","","375000000","","Item_RandomBox_Emblem","1","","","","","","","","","","","","","","","","","","","",""
"TW_1001_059","1001","Score","","400000000","","Coin_TaleStone","300","","","","","","","","","","","","","","","","","","","",""
