"MagicalAddDmg","Common","Dmg","AddDmg","Caster","FinalAtk","PerValue","None","None","","True","False","Str_Skill_EffectKeywordName_N_SkillDmg","Str_Skill_EffectName_N_SkillDmg","Str_Skill_EffectDesc_N_SkillDmg","ICON_SKILL_EFFECT_DMG","","","","","","","","","","","","","","None","AddMagical"
"DefPenDmg","Common","Dmg","DefPenDmg","Caster","FinalAtk","PerValue","None","None","","True","False","Str_Skill_EffectKeywordName_N_SkillDmg","Str_Skill_EffectName_N_SkillDmg","Str_Skill_EffectDesc_N_SkillDmg","ICON_SKILL_EFFECT_DMG","","","","","","","","","","","","","","None","None"
"CasterHpRatioDmg","Common","Dmg","CasterHpRatioDmg","Caster","FinalAtk","PerValue","None","None","","True","False","Str_Skill_EffectKeywordName_N_SkillDmg","Str_Skill_EffectName_N_SkillDmg","Str_Skill_EffectDesc_N_SkillDmg","ICON_SKILL_EFFECT_DMG","","","","","","","","","","","","","","None","None"
"HpRatioDmg","Common","Dmg","HpRatioDmg","Caster","FinalAtk","PerValue","None","None","","True","False","Str_Skill_EffectKeywordName_N_SkillDmg","Str_Skill_EffectName_N_SkillDmg","Str_Skill_EffectDesc_N_SkillDmg","ICON_SKILL_EFFECT_DMG","","","","","","","","","","","","","","None","None"
"PhyAddDmgStackById","Common","Dmg","AddDmgStackById","Caster","FinalAtk","PerValue","None","None","","True","False","Str_Skill_EffectKeywordName_N_SkillDmg","Str_Skill_EffectName_N_SkillDmg","Str_Skill_EffectDesc_N_SkillDmg","ICON_SKILL_EFFECT_DMG","","","","","","","","","","","","","","None","AddPhysical"
"MagAddDmgStackById","Common","Dmg","AddDmgStackById","Caster","FinalAtk","PerValue","None","None","","True","False","Str_Skill_EffectKeywordName_N_SkillDmg","Str_Skill_EffectName_N_SkillDmg","Str_Skill_EffectDesc_N_SkillDmg","ICON_SKILL_EFFECT_DMG","","","","","","","","","","","","","","None","AddMagical"
"MaxHpPhyAddDmgStackById","Common","Dmg","AddDmgStackById","Target","MaxHp","PerValue","None","BaseAtk","50000","True","False","Str_Skill_EffectKeywordName_N_SkillDmg","Str_Skill_EffectName_N_SkillDmg","Str_Skill_EffectDesc_N_SkillDmg","ICON_SKILL_EFFECT_DMG","","","","","","","","","","","","","","None","AddPhysical"
"PhyAddDmgStackByType","Common","Dmg","AddDmgStackByType","Caster","FinalAtk","PerValue","None","None","","True","False","Str_Skill_EffectKeywordName_N_SkillDmg","Str_Skill_EffectName_N_SkillDmg","Str_Skill_EffectDesc_N_SkillDmg","ICON_SKILL_EFFECT_DMG","","","","","","","","","","","","","","None","AddPhysical"
"MagAddDmgStackByType","Common","Dmg","AddDmgStackByType","Caster","FinalAtk","PerValue","None","None","","True","False","Str_Skill_EffectKeywordName_N_SkillDmg","Str_Skill_EffectName_N_SkillDmg","Str_Skill_EffectDesc_N_SkillDmg","ICON_SKILL_EFFECT_DMG","","","","","","","","","","","","","","None","AddMagical"
"AddDmgCasterStackByType","Common","Dmg","AddDmgCasterStackByType","Caster","FinalAtk","PerValue","None","None","","True","False","Str_Skill_EffectKeywordName_N_SkillDmg","Str_Skill_EffectName_N_SkillDmg","Str_Skill_EffectDesc_N_SkillDmg","ICON_SKILL_EFFECT_DMG","","","","","","","","","","","","","","None","AddMagical"
"BuffAtk","Buff","BuffAtk","AtkInc","Target","Defalut","PerValue","None","None","","True","True","Str_Skill_EffectKeywordName_Atk","Str_Skill_EffectName_B_Atk","Str_Skill_EffectDesc_B_Atk","ICON_SKILL_EFFECT_BUFF_ATK","True","Buff","FX_Root","","","","","","","","","","","Default","None"
"BuffPhysicalAtk","Buff","BuffAtk","PhysicalAtkInc","Target","Defalut","PerValue","None","None","","True","True","Str_Skill_EffectKeywordName_PhysicalAtk","Str_Skill_EffectName_B_PhysicalAtk","Str_Skill_EffectDesc_B_PhysicalAtk","ICON_SKILL_EFFECT_BUFF_ATK","True","Buff","FX_Root","","","","","","","","","","","Default","None"
"BuffMagicalAtk","Buff","BuffAtk","MagicalAtkInc","Target","Defalut","PerValue","None","None","","True","True","Str_Skill_EffectKeywordName_MagicalAtk","Str_Skill_EffectName_B_MagicalAtk","Str_Skill_EffectDesc_B_MagicalAtk","ICON_SKILL_EFFECT_BUFF_MAGICALATK","True","Buff","FX_Root","","","","","","","","","","","Default","None"
"BuffDef","Buff","BuffDef","DefInc","Target","Defalut","PerValue","None","None","","True","True","Str_Skill_EffectKeywordName_Def","Str_Skill_EffectName_B_Def","Str_Skill_EffectDesc_B_Def","ICON_SKILL_EFFECT_BUFF_DEF","True","Buff","FX_Root","","","","","","","","","","","Default","None"
"BuffPhysicalDef","Buff","BuffDef","PhysicalDefInc","Target","Defalut","PerValue","None","None","","True","True","Str_Skill_EffectKeywordName_PhysicalDef","Str_Skill_EffectName_B_PhysicalDef","Str_Skill_EffectDesc_B_PhysicalDef","ICON_SKILL_EFFECT_BUFF_PHYSICALDEF","True","Buff","FX_Root","","","","","","","","","","","Default","None"
"BuffMagicalDef","Buff","BuffDef","MagicalDefInc","Target","Defalut","PerValue","None","None","","True","True","Str_Skill_EffectKeywordName_MagicalDef","Str_Skill_EffectName_B_MagicalDef","Str_Skill_EffectDesc_B_MagicalDef","ICON_SKILL_EFFECT_BUFF_MAGICALDEF","True","Buff","FX_Root","","","","","","","","","","","Default","None"
"BuffCri","Buff","BuffCri","CriInc","None","Defalut","FixValue","None","None","","True","True","Str_Skill_EffectKeywordName_CriRate","Str_Skill_EffectName_B_CriRate","Str_Skill_EffectDesc_B_CriRate","ICON_SKILL_EFFECT_BUFF_CRIRATE","True","Buff","FX_Root","","","","","","","","","","","Default","None"
"BuffCriResist","Buff","BuffCriResist","CriResistInc","None","Defalut","FixValue","None","None","","True","True","Str_Skill_EffectKeywordName_CriRateResist","Str_Skill_EffectName_B_CriRateResist","Str_Skill_EffectDesc_B_CriRateResist","ICON_SKILL_EFFECT_BUFF_CRIDFEDMG","True","Buff","FX_Root","","","","","","","","","","","Default","None"
"BuffCriDmg","Buff","BuffCriDmg","CriDmgInc","None","Defalut","FixValue","None","None","","True","True","Str_Skill_EffectKeywordName_CriDmgRate","Str_Skill_EffectName_B_CriDmgRate","Str_Skill_EffectDesc_B_CriDmgRate","ICON_SKILL_EFFECT_BUFF_CRIDMG","True","Buff","FX_Root","","","","","","","","","","","Default","None"
"BuffAcc","Buff","BuffAcc","AccInc","None","Defalut","FixValue","None","None","","True","True","Str_Skill_EffectKeywordName_Acc","Str_Skill_EffectName_B_Acc","Str_Skill_EffectDesc_B_Acc","ICON_SKILL_EFFECT_BUFF_ACCURACY","True","Buff","FX_Root","","","","","","","","","","","Default","None"
"BuffAvo","Buff","BuffAvo","AvoInc","None","Defalut","FixValue","None","None","","True","True","Str_Skill_EffectKeywordName_Avo","Str_Skill_EffectName_B_Avo","Str_Skill_EffectDesc_B_Avo","ICON_SKILL_EFFECT_BUFF_AVO","True","Buff","FX_Root","","","","","","","","","","","Default","None"
"BuffDmg","Buff","BuffDmg","DmgInc","None","Defalut","PerValue","None","None","","True","True","Str_Skill_EffectKeywordName_Dmg","Str_Skill_EffectName_B_Dmg","Str_Skill_EffectDesc_B_Dmg","ICON_SKILL_EFFECT_BUFF_ATKDMG","True","Buff","FX_Root","","","","","","","","","","","Default","None"
"BuffEffectiveAttributeR","Buff","BuffEffectiveAttribute","EffectiveAttributeInc","None","Defalut","PerValue","None","None","","True","True","Str_Skill_EffectKeywordName_EffectiveAttribute","Str_Skill_EffectName_B_EffectiveAttribute_R","Str_Skill_EffectDesc_B_EffectiveAttribute_R","ICON_SKILL_BUFF_ATTRIBUTE_ATK","True","Buff","FX_Root","","","","","","","","","","","Default","None"
"BuffEffectiveAttributeB","Buff","BuffEffectiveAttribute","EffectiveAttributeInc","None","Defalut","PerValue","None","None","","True","True","Str_Skill_EffectKeywordName_EffectiveAttribute","Str_Skill_EffectName_B_EffectiveAttribute_B","Str_Skill_EffectDesc_B_EffectiveAttribute_B","ICON_SKILL_BUFF_ATTRIBUTE_ATK","True","Buff","FX_Root","","","","","","","","","","","Default","None"
"BuffEffectiveAttributeG","Buff","BuffEffectiveAttribute","EffectiveAttributeInc","None","Defalut","PerValue","None","None","","True","True","Str_Skill_EffectKeywordName_EffectiveAttribute","Str_Skill_EffectName_B_EffectiveAttribute_G","Str_Skill_EffectDesc_B_EffectiveAttribute_G","ICON_SKILL_BUFF_ATTRIBUTE_ATK","True","Buff","FX_Root","","","","","","","","","","","Default","None"
"BuffEffectiveAttributeDefR","Buff","BuffEffectiveAttribute","EffectiveAttributeDefInc","None","Defalut","PerValue","None","None","","True","True","Str_Skill_EffectKeywordName_EffectiveAttributeDef","Str_Skill_EffectName_B_EffectiveAttributeDef_R","Str_Skill_EffectDesc_B_EffectiveAttributeDef_R","ICON_SKILL_BUFF_ATTRIBUTE_DEF","","","","","","","","","","","","","","",""
"BuffEffectiveAttributeDefB","Buff","BuffEffectiveAttribute","EffectiveAttributeDefInc","None","Defalut","PerValue","None","None","","True","True","Str_Skill_EffectKeywordName_EffectiveAttributeDef","Str_Skill_EffectName_B_EffectiveAttributeDef_B","Str_Skill_EffectDesc_B_EffectiveAttributeDef_B","ICON_SKILL_BUFF_ATTRIBUTE_DEF","","","","","","","","","","","","","","",""
"BuffEffectiveAttributeDefG","Buff","BuffEffectiveAttribute","EffectiveAttributeDefInc","None","Defalut","PerValue","None","None","","True","True","Str_Skill_EffectKeywordName_EffectiveAttributeDef","Str_Skill_EffectName_B_EffectiveAttributeDef_G","Str_Skill_EffectDesc_B_EffectiveAttributeDef_G","ICON_SKILL_BUFF_ATTRIBUTE_DEF","","","","","","","","","","","","","","",""
"BuffAtkSpeed","Buff","BuffAtkSpeed","AtkSpdInc","None","Defalut","PerValue","None","None","","True","True","Str_Skill_EffectKeywordName_AtkSpeed","Str_Skill_EffectName_B_AtkSpeed","Str_Skill_EffectDesc_B_AtkSpeed","ICON_SKILL_EFFECT_BUFF_ATKSPEED","True","Buff","FX_Root","","","","","","","","","","","Default","None"
"BuffSp","Buff","BuffSpRecovery","SpRecoveryInc","None","Defalut","PerValue","None","None","","True","True","Str_Skill_EffectKeywordName_SpRecoveryRate","Str_Skill_EffectName_B_SpRecoveryRate","Str_Skill_EffectDesc_B_SpRecoveryRate","ICON_SKILL_EFFECT_BUFF_SPRESILIENCE","True","Buff","FX_Root","","","","","","","","","","","Default","None"
"BuffSpInc","Buff","BuffSpInc","SpInc","None","Defalut","FixValue","None","None","","True","False","Str_Skill_EffectKeywordName_SpInc","Str_Skill_EffectName_B_SpInc","Str_Skill_EffectDesc_B_SpInc","ICON_SKILL_EFFECT_BUFF_SPRESILIENCE","True","Buff","FX_Root","","","","","","","","","","","Default","None"
"BuffMaxHp","Buff","BuffMaxHp","MaxHpInc","None","Defalut","PerValue","None","None","","True","True","Str_Skill_EffectKeywordName_Hp","Str_Skill_EffectName_B_Hp","Str_Skill_EffectDesc_B_Hp","ICON_SKILL_EFFECT_BUFF_HP","True","Buff","FX_Root","","","","","","","","","","","Default","None"
"BuffRecoveryPower","Buff","BuffRecoveryPower","RecoveryPowerInc","None","Defalut","FixValue","None","None","","True","True","Str_Skill_EffectKeywordName_RecoveryPower","Str_Skill_EffectName_B_RecoveryPower","Str_Skill_EffectDesc_B_RecoveryPower","ICON_SKILL_EFFECT_BUFF_RECOVERYPOWER","True","Buff","FX_Root","","","","","","","","","","","Default","None"
"BuffHpRegen","Buff","BuffHpRegen","HpRegenInc","None","Defalut","FixValue","None","None","","True","True","Str_Skill_EffectKeywordName_HpRegen","Str_Skill_EffectName_B_HpRegen","Str_Skill_EffectDesc_B_HpRegen","ICON_SKILL_EFFECT_BUFF_HPREGEN","True","Buff","FX_Root","","","","","","","","","","","Default","None"
"BuffLifeStealInc","Buff","BuffLifeStealInc","LifeStealInc","None","Defalut","FixValue","None","None","","True","True","Str_Skill_EffectKeywordName_LifeSteal","Str_Skill_EffectName_B_LifeSteal","Str_Skill_EffectDesc_B_LifeSteal","ICON_SKILL_EFFECT_BUFF_LIFESTEAL","True","Buff","FX_Root","","","","","","","","","","","Default","None"
"BuffRandomChance","Buff","BuffRandomChance","RandomChanceInc","None","Defalut","FixValue","None","None","","False","True","","","","","","","","","","","","","","","","","","Default","None"
"BuffIncomingDmgDec","Buff","BuffIncomingDmgDec","IncomingDmgDec","None","Defalut","PerValue","None","None","","True","True","Str_Skill_EffectKeywordName_IncomingDmg","Str_Skill_EffectName_B_IncomingDmgDec","Str_Skill_EffectDesc_B_IncomingDmgDec","ICON_SKILL_EFFECT_BUFF_INCOMINGDMGDEC","True","Buff","FX_Root","","","","","","","","","","","Default","None"
"BuffCoolTime","Buff","BuffCoolTime","CoolTimeDec","None","None","FixValue","None","None","","False","False","Str_Skill_EffectKeywordName_CoolTimeInc","","","","","","","","","","","","","","","","","Default","None"
"ExtraDmgOnMaxHp","Buff","BuffAtk","ExtraDmgOnStatRatio","Target","MaxHp","PerValue","None","BaseAtk","50000","False","True","","","","","","","","","","","","","","","","","","None","None"
"BuffStatIncByLossHp","Buff","BuffStatIncByLossHp","StatIncByLossHp","Target","Defalut","PerValue","None","None","","True","True","","","","","","","","","","","","","","","","","","Default","None"
"PassiveBuffAtk","Buff","BuffAtk","AtkInc","Target","Defalut","PerValue","None","None","","False","False","Str_Skill_EffectKeywordName_Atk","Str_Skill_EffectName_B_Atk","Str_Skill_EffectDesc_B_Atk","ICON_SKILL_EFFECT_BUFF_ATK","","","","","","","","","","","","","","None","None"
"PassiveBuffPhysicalAtk","Buff","BuffAtk","PhysicalAtkInc","Target","Defalut","PerValue","None","None","","False","False","Str_Skill_EffectKeywordName_PhysicalAtk","Str_Skill_EffectName_B_PhysicalAtk","Str_Skill_EffectDesc_B_PhysicalAtk","ICON_SKILL_EFFECT_BUFF_ATK","","","","","","","","","","","","","","None","None"
"PassiveBuffMagicalAtk","Buff","BuffAtk","MagicalAtkInc","Target","Defalut","PerValue","None","None","","False","False","Str_Skill_EffectKeywordName_MagicalAtk","Str_Skill_EffectName_B_MagicalAtk","Str_Skill_EffectDesc_B_MagicalAtk","ICON_SKILL_EFFECT_BUFF_ATK","","","","","","","","","","","","","","None","None"
"PassiveBuffDef","Buff","BuffDef","DefInc","Target","Defalut","PerValue","None","None","","False","False","Str_Skill_EffectKeywordName_Def","Str_Skill_EffectName_B_Def","Str_Skill_EffectDesc_B_Def","ICON_SKILL_EFFECT_BUFF_DEF","","","","","","","","","","","","","","None","None"
"PassiveBuffPhysicalDef","Buff","BuffDef","PhysicalDefInc","Target","Defalut","PerValue","None","None","","False","False","Str_Skill_EffectKeywordName_PhysicalDef","Str_Skill_EffectName_B_PhysicalDef","Str_Skill_EffectDesc_B_PhysicalDef","ICON_SKILL_EFFECT_BUFF_DEF","","","","","","","","","","","","","","None","None"
"PassiveBuffMagicalDef","Buff","BuffDef","MagicalDefInc","Target","Defalut","PerValue","None","None","","False","False","Str_Skill_EffectKeywordName_MagicalDef","Str_Skill_EffectName_B_MagicalDef","Str_Skill_EffectDesc_B_MagicalDef","ICON_SKILL_EFFECT_BUFF_DEF","","","","","","","","","","","","","","None","None"
"PassiveBuffCri","Buff","BuffCri","CriInc","None","Defalut","FixValue","None","None","","False","False","Str_Skill_EffectKeywordName_CriRate","Str_Skill_EffectName_B_CriRate","Str_Skill_EffectDesc_B_CriRate","ICON_SKILL_EFFECT_BUFF_CRIRATE","","","","","","","","","","","","","","None","None"
"PassiveBuffCriResist","Buff","BuffCriResist","CriResistInc","None","Defalut","FixValue","None","None","","False","False","Str_Skill_EffectKeywordName_CriRateResist","Str_Skill_EffectName_B_CriRateResist","Str_Skill_EffectDesc_B_CriRateResist","ICON_SKILL_EFFECT_BUFF_CRIDFEDMG","","","","","","","","","","","","","","None","None"
"PassiveBuffCriDmg","Buff","BuffCriDmg","CriDmgInc","None","Defalut","FixValue","None","None","","False","False","Str_Skill_EffectKeywordName_CriDmgRate","Str_Skill_EffectName_B_CriDmgRate","Str_Skill_EffectDesc_B_CriDmgRate","ICON_SKILL_EFFECT_BUFF_CRIDMG","","","","","","","","","","","","","","None","None"
"PassiveBuffAcc","Buff","BuffAcc","AccInc","None","Defalut","FixValue","None","None","","False","False","Str_Skill_EffectKeywordName_Acc","Str_Skill_EffectName_B_Acc","Str_Skill_EffectDesc_B_Acc","ICON_SKILL_EFFECT_BUFF_ACCURACY","","","","","","","","","","","","","","None","None"
"PassiveBuffAvo","Buff","BuffAvo","AvoInc","None","Defalut","FixValue","None","None","","False","False","Str_Skill_EffectKeywordName_Avo","Str_Skill_EffectName_B_Avo","Str_Skill_EffectDesc_B_Avo","ICON_SKILL_EFFECT_BUFF_AVO","","","","","","","","","","","","","","None","None"
"PassiveBuffEffectiveAttributeR","Buff","BuffEffectiveAttribute","EffectiveAttributeInc","None","Defalut","PerValue","None","None","","False","False","Str_Skill_EffectKeywordName_EffectiveAttribute","Str_Skill_EffectName_B_EffectiveAttribute_R","Str_Skill_EffectDesc_B_EffectiveAttribute_R","ICON_SKILL_BUFF_ATTRIBUTE_ATK","","","","","","","","","","","","","","None","None"
"PassiveBuffEffectiveAttributeB","Buff","BuffEffectiveAttribute","EffectiveAttributeInc","None","Defalut","PerValue","None","None","","False","False","Str_Skill_EffectKeywordName_EffectiveAttribute","Str_Skill_EffectName_B_EffectiveAttribute_B","Str_Skill_EffectDesc_B_EffectiveAttribute_B","ICON_SKILL_BUFF_ATTRIBUTE_ATK","","","","","","","","","","","","","","None","None"
"PassiveBuffEffectiveAttributeG","Buff","BuffEffectiveAttribute","EffectiveAttributeInc","None","Defalut","PerValue","None","None","","False","False","Str_Skill_EffectKeywordName_EffectiveAttribute","Str_Skill_EffectName_B_EffectiveAttribute_G","Str_Skill_EffectDesc_B_EffectiveAttribute_G","ICON_SKILL_BUFF_ATTRIBUTE_ATK","","","","","","","","","","","","","","None","None"
"PassiveBuffEffectiveAttributeDefR","Buff","BuffEffectiveAttribute","EffectiveAttributeDefInc","None","Defalut","PerValue","None","None","","False","False","Str_Skill_EffectKeywordName_EffectiveAttributeDef","Str_Skill_EffectName_B_EffectiveAttributeDef_R","Str_Skill_EffectDesc_B_EffectiveAttributeDef_R","ICON_SKILL_BUFF_ATTRIBUTE_DEF","","","","","","","","","","","","","","None","None"
"PassiveBuffEffectiveAttributeDefB","Buff","BuffEffectiveAttribute","EffectiveAttributeDefInc","None","Defalut","PerValue","None","None","","False","False","Str_Skill_EffectKeywordName_EffectiveAttributeDef","Str_Skill_EffectName_B_EffectiveAttributeDef_B","Str_Skill_EffectDesc_B_EffectiveAttributeDef_B","ICON_SKILL_BUFF_ATTRIBUTE_DEF","","","","","","","","","","","","","","None","None"
"PassiveBuffEffectiveAttributeDefG","Buff","BuffEffectiveAttribute","EffectiveAttributeDefInc","None","Defalut","PerValue","None","None","","False","False","Str_Skill_EffectKeywordName_EffectiveAttributeDef","Str_Skill_EffectName_B_EffectiveAttributeDef_G","Str_Skill_EffectDesc_B_EffectiveAttributeDef_G","ICON_SKILL_BUFF_ATTRIBUTE_DEF","","","","","","","","","","","","","","None","None"
"PassiveBuffDmg","Buff","BuffDmg","DmgInc","None","Defalut","PerValue","None","None","","False","False","Str_Skill_EffectKeywordName_Dmg","Str_Skill_EffectName_B_Dmg","Str_Skill_EffectDesc_B_Dmg","ICON_SKILL_EFFECT_BUFF_ATKDMG","","","","","","","","","","","","","","None","None"
"PassiveBuffIncomingDmgDec","Buff","BuffIncomingDmgDec","IncomingDmgDec","None","Defalut","PerValue","None","None","","False","False","Str_Skill_EffectKeywordName_IncomingDmg","Str_Skill_EffectName_B_IncomingDmgDec","Str_Skill_EffectDesc_B_IncomingDmgDec","ICON_SKILL_EFFECT_BUFF_INCOMINGDMGDEC","","","","","","","","","","","","","","None","None"
"PassiveBuffAtkSpeed","Buff","BuffAtkSpeed","AtkSpdInc","None","Defalut","PerValue","None","None","","False","False","Str_Skill_EffectKeywordName_AtkSpeed","Str_Skill_EffectName_B_AtkSpeed","Str_Skill_EffectDesc_B_AtkSpeed","ICON_SKILL_EFFECT_BUFF_ATKSPEED","","","","","","","","","","","","","","None","None"
"PassiveBuffSp","Buff","BuffSpRecovery","SpRecoveryInc","None","Defalut","PerValue","None","None","","False","False","Str_Skill_EffectKeywordName_SpRecoveryRate","Str_Skill_EffectName_B_SpRecoveryRate","Str_Skill_EffectDesc_B_SpRecoveryRate","ICON_SKILL_EFFECT_BUFF_SPRESILIENCE","","","","","","","","","","","","","","None","None"
"PassiveBuffSpInc","Buff","BuffSpInc","SpInc","None","Defalut","FixValue","None","None","","False","False","Str_Skill_EffectKeywordName_SpInc","Str_Skill_EffectName_B_SpInc","Str_Skill_EffectDesc_B_SpInc","ICON_SKILL_EFFECT_BUFF_SPRESILIENCE","","","","","","","","","","","","","","None","None"
"PassiveBuffRecoveryPower","Buff","BuffRecoveryPower","RecoveryPowerInc","None","Defalut","FixValue","None","None","","False","False","Str_Skill_EffectKeywordName_RecoveryPower","Str_Skill_EffectName_B_RecoveryPower","Str_Skill_EffectDesc_B_RecoveryPower","ICON_SKILL_EFFECT_BUFF_RECOVERYPOWER","","","","","","","","","","","","","","None","None"
"PassiveBuffHpRegen","Buff","BuffHpRegen","HpRegenInc","None","Defalut","FixValue","None","None","","False","False","Str_Skill_EffectKeywordName_HpRegen","Str_Skill_EffectName_B_HpRegen","Str_Skill_EffectDesc_B_HpRegen","ICON_SKILL_EFFECT_BUFF_HPREGEN","","","","","","","","","","","","","","None","None"
"PassiveBuffLifeSteal","Buff","BuffLifeSteal","LifeStealInc","None","Defalut","FixValue","None","None","","False","False","Str_Skill_EffectKeywordName_LifeSteal","Str_Skill_EffectName_B_LifeSteal","Str_Skill_EffectDesc_B_LifeSteal","ICON_SKILL_EFFECT_BUFF_LIFESTEAL","","","","","","","","","","","","","","None","None"
"PassiveBuffMaxHp","Buff","BuffMaxHp","MaxHpInc","None","Defalut","PerValue","None","None","","False","False","Str_Skill_EffectKeywordName_Hp","Str_Skill_EffectName_B_Hp","Str_Skill_EffectDesc_B_Hp","ICON_SKILL_EFFECT_BUFF_HP","","","","","","","","","","","","","","None","None"
"PassiveDebuffPhysicalAtk","Debuff","DebuffAtk","PhysicalAtkDec","Target","Defalut","PerValue","None","None","","False","False","Str_Skill_EffectKeywordName_PhysicalAtk","Str_Skill_EffectName_D_PhysicalAtk","Str_Skill_EffectDesc_D_PhysicalAtk","ICON_SKILL_EFFECT_DEBUFF_ATK","","","","","","","","","","","","","","None","None"
"PassiveDebuffMagicalAtk","Debuff","DebuffAtk","MagicalAtkDec","Target","Defalut","PerValue","None","None","","False","False","Str_Skill_EffectKeywordName_MagicalAtk","Str_Skill_EffectName_D_MagicalAtk","Str_Skill_EffectDesc_D_MagicalAtk","ICON_SKILL_EFFECT_DEBUFF_ATK","","","","","","","","","","","","","","None","None"
"PassiveDebuffPhysicalDef","Debuff","DebuffDef","PhysicalDefDec","Target","Defalut","PerValue","None","None","","False","False","Str_Skill_EffectKeywordName_PhysicalDef","Str_Skill_EffectName_D_PhysicalDef","Str_Skill_EffectDesc_D_PhysicalDef","ICON_SKILL_EFFECT_DEBUFF_DEF","","","","","","","","","","","","","","None","None"
"PassiveDebuffMagicalDef","Debuff","DebuffDef","MagicalDefDec","Target","Defalut","PerValue","None","None","","False","False","Str_Skill_EffectKeywordName_MagicalDef","Str_Skill_EffectName_D_MagicalDef","Str_Skill_EffectDesc_D_MagicalDef","ICON_SKILL_EFFECT_DEBUFF_DEF","","","","","","","","","","","","","","None","None"
"PassiveDebuffAcc","Debuff","DebuffAcc","AccDec","None","Defalut","FixValue","None","None","","False","False","Str_Skill_EffectKeywordName_Acc","Str_Skill_EffectName_D_Acc","Str_Skill_EffectDesc_D_Acc","ICON_SKILL_EFFECT_DEBUFF_ACCURACY","","","","","","","","","","","","","","None","None"
"PassiveDebuffAvo","Debuff","DebuffAvo","AvoDec","None","Defalut","FixValue","None","None","","False","False","Str_Skill_EffectKeywordName_Avo","Str_Skill_EffectName_D_Avo","Str_Skill_EffectDesc_D_Avo","ICON_SKILL_EFFECT_DEBUFF_AVO","","","","","","","","","","","","","","None","None"
"DebuffAtk","Debuff","DebuffAtk","AtkDec","Target","Defalut","PerValue","None","None","","True","True","Str_Skill_EffectKeywordName_Atk","Str_Skill_EffectName_D_Atk","Str_Skill_EffectDesc_D_Atk","ICON_SKILL_EFFECT_DEBUFF_ATK","True","Debuff","FX_Root","","","","","","","","","","","Default","None"
