"EventAdventure_FlagPen_06","EventAdventure_MessedUpMagicAcademy","Item_Coin_EventAdventure_FlagPen","Char_001_S01_B","1000"
"EventAdventure_FlagPen_07","EventAdventure_MessedUpMagicAcademy","Item_Coin_EventAdventure_FlagPen","Char_002_S01_R","1000"
"EventAdventure_Egg_01","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Egg","Char_101_S01_B","2000"
"EventAdventure_Egg_02","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Egg","Char_010_S01_B","2000"
"EventAdventure_Egg_03","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Egg","Char_113_S01_B","2000"
"EventAdventure_Egg_04","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Egg","Char_039_S01_G","2000"
"EventAdventure_Egg_05","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Egg","Char_087_S01_B","2000"
"EventAdventure_Egg_06","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Egg","Char_090_S01_L","1000"
"EventAdventure_Egg_07","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Egg","Char_083_S01_B","1000"
"EventAdventure_Egg_08","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Egg","Char_007_S01_D","1000"
"EventAdventure_Egg_09","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Egg","Char_100_S01_G","1000"
"EventAdventure_Soap_01","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Soap","Char_101_S01_B","2000"
"EventAdventure_Soap_02","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Soap","Char_113_S01_B","2000"
"EventAdventure_Soap_03","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Soap","Char_115_S01_B","2000"
"EventAdventure_Soap_04","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Soap","Char_039_S01_G","2000"
"EventAdventure_Soap_05","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Soap","Char_087_S01_B","2000"
"EventAdventure_Soap_06","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Soap","Char_083_S01_B","1000"
"EventAdventure_Soap_07","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Soap","Char_085_S01_B","1000"
"EventAdventure_Soap_08","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Soap","Char_100_S01_G","1000"
"EventAdventure_Soap_09","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Soap","Char_089_S01_D","1000"
"EventAdventure_Towel_01","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Towel","Char_010_S01_B","2000"
"EventAdventure_Towel_02","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Towel","Char_113_S01_B","2000"
"EventAdventure_Towel_03","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Towel","Char_115_S01_B","2000"
"EventAdventure_Towel_04","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Towel","Char_039_S01_G","2000"
"EventAdventure_Towel_05","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Towel","Char_087_S01_B","2000"
"EventAdventure_Towel_06","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Towel","Char_089_S01_D","1000"
"EventAdventure_Towel_07","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Towel","Char_090_S01_L","1000"
"EventAdventure_Towel_08","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Towel","Char_007_S01_D","1000"
"EventAdventure_Towel_09","EventAdventure_OceanSpa","Item_Coin_EventAdventure_N002OceanSpa_Towel","Char_085_S01_B","1000"
