"Dungeon_Diamond_0005","Dungeon_Diamond","5","50","Stage_MissionGroup_0001","30","Dungeon_Diamond_FirstReword_2","10000","10000","Dungeon_Fixed_Reword_5","Dungeon_Diamond_RandomReword_2","Point_DungeonTicket","1","StageClear","Dungeon_Diamond_0004","Diamond_N_005","DungeonDiamondModeParty","0","True"
"Dungeon_Diamond_0006","Dungeon_Diamond","6","60","Stage_MissionGroup_0001","30","Dungeon_Diamond_FirstReword_2","13000","13000","Dungeon_Fixed_Reword_6","Dungeon_Diamond_RandomReword_2","Point_DungeonTicket","1","StageClear","Dungeon_Diamond_0005","Diamond_N_006","DungeonDiamondModeParty","0","True"
"Dungeon_Diamond_0007","Dungeon_Diamond","7","65","Stage_MissionGroup_0001","30","Dungeon_Diamond_FirstReword_3","16000","16000","Dungeon_Fixed_Reword_7","Dungeon_Diamond_RandomReword_3","Point_DungeonTicket","1","StageClear","Dungeon_Diamond_0006","Diamond_N_007","DungeonDiamondModeParty","0","True"
"Dungeon_Diamond_0008","Dungeon_Diamond","8","70","Stage_MissionGroup_0001","30","Dungeon_Diamond_FirstReword_3","19000","19000","Dungeon_Fixed_Reword_8","Dungeon_Diamond_RandomReword_3","Point_DungeonTicket","1","StageClear","Dungeon_Diamond_0007","Diamond_N_008","DungeonDiamondModeParty","0","True"
"Dungeon_Diamond_0009","Dungeon_Diamond","9","75","Stage_MissionGroup_0001","30","Dungeon_Diamond_FirstReword_3","21000","21000","Dungeon_Fixed_Reword_9","Dungeon_Diamond_RandomReword_3","Point_DungeonTicket","1","StageClear","Dungeon_Diamond_0008","Diamond_N_009","DungeonDiamondModeParty","0","False"
"Dungeon_Clover_0001","Dungeon_Clover","1","10","Stage_MissionGroup_0001","30","Dungeon_Clover_FirstReword_1","1000","1000","Dungeon_Fixed_Reword_1","Dungeon_Clover_RandomReword_1","Point_DungeonTicket","1","None","","Clover_N_001","DungeonCloverModeParty","0","True"
"Dungeon_Clover_0002","Dungeon_Clover","2","20","Stage_MissionGroup_0001","30","Dungeon_Clover_FirstReword_1","2000","2000","Dungeon_Fixed_Reword_2","Dungeon_Clover_RandomReword_1","Point_DungeonTicket","1","StageClear","Dungeon_Clover_0001","Clover_N_002","DungeonCloverModeParty","0","True"
"Dungeon_Clover_0003","Dungeon_Clover","3","30","Stage_MissionGroup_0001","30","Dungeon_Clover_FirstReword_1","4000","4000","Dungeon_Fixed_Reword_3","Dungeon_Clover_RandomReword_1","Point_DungeonTicket","1","StageClear","Dungeon_Clover_0002","Clover_N_003","DungeonCloverModeParty","0","True"
"Dungeon_Clover_0004","Dungeon_Clover","4","40","Stage_MissionGroup_0001","30","Dungeon_Clover_FirstReword_2","7000","7000","Dungeon_Fixed_Reword_4","Dungeon_Clover_RandomReword_2","Point_DungeonTicket","1","StageClear","Dungeon_Clover_0003","Clover_N_004","DungeonCloverModeParty","0","True"
"Dungeon_Clover_0005","Dungeon_Clover","5","50","Stage_MissionGroup_0001","30","Dungeon_Clover_FirstReword_2","10000","10000","Dungeon_Fixed_Reword_5","Dungeon_Clover_RandomReword_2","Point_DungeonTicket","1","StageClear","Dungeon_Clover_0004","Clover_N_005","DungeonCloverModeParty","0","True"
"Dungeon_Clover_0006","Dungeon_Clover","6","60","Stage_MissionGroup_0001","30","Dungeon_Clover_FirstReword_2","13000","13000","Dungeon_Fixed_Reword_6","Dungeon_Clover_RandomReword_2","Point_DungeonTicket","1","StageClear","Dungeon_Clover_0005","Clover_N_006","DungeonCloverModeParty","0","True"
"Dungeon_Clover_0007","Dungeon_Clover","7","65","Stage_MissionGroup_0001","30","Dungeon_Clover_FirstReword_3","16000","16000","Dungeon_Fixed_Reword_7","Dungeon_Clover_RandomReword_3","Point_DungeonTicket","1","StageClear","Dungeon_Clover_0006","Clover_N_007","DungeonCloverModeParty","0","True"
"Dungeon_Clover_0008","Dungeon_Clover","8","70","Stage_MissionGroup_0001","30","Dungeon_Clover_FirstReword_3","19000","19000","Dungeon_Fixed_Reword_8","Dungeon_Clover_RandomReword_3","Point_DungeonTicket","1","StageClear","Dungeon_Clover_0007","Clover_N_008","DungeonCloverModeParty","0","True"
"Dungeon_Clover_0009","Dungeon_Clover","9","75","Stage_MissionGroup_0001","30","Dungeon_Clover_FirstReword_3","21000","21000","Dungeon_Fixed_Reword_9","Dungeon_Clover_RandomReword_3","Point_DungeonTicket","1","StageClear","Dungeon_Clover_0008","Clover_N_009","DungeonCloverModeParty","0","False"
"Dungeon_Spade_0001","Dungeon_Spade","1","10","Stage_MissionGroup_0001","30","Dungeon_Spade_FirstReword_1","1000","1000","Dungeon_Fixed_Reword_1","Dungeon_Spade_RandomReword_1","Point_DungeonTicket","1","None","","Spade_N_001","DungeonSpadeModeParty","0","True"
"Dungeon_Spade_0002","Dungeon_Spade","2","20","Stage_MissionGroup_0001","30","Dungeon_Spade_FirstReword_1","2000","2000","Dungeon_Fixed_Reword_2","Dungeon_Spade_RandomReword_1","Point_DungeonTicket","1","StageClear","Dungeon_Spade_0001","Spade_N_002","DungeonSpadeModeParty","0","True"
"Dungeon_Spade_0003","Dungeon_Spade","3","30","Stage_MissionGroup_0001","30","Dungeon_Spade_FirstReword_3","4000","4000","Dungeon_Fixed_Reword_3","Dungeon_Spade_RandomReword_2","Point_DungeonTicket","1","StageClear","Dungeon_Spade_0002","Spade_N_003","DungeonSpadeModeParty","0","True"
"Dungeon_Spade_0004","Dungeon_Spade","4","40","Stage_MissionGroup_0001","30","Dungeon_Spade_FirstReword_3","7000","7000","Dungeon_Fixed_Reword_4","Dungeon_Spade_RandomReword_2","Point_DungeonTicket","1","StageClear","Dungeon_Spade_0003","Spade_N_004","DungeonSpadeModeParty","0","True"
"Dungeon_Spade_0005","Dungeon_Spade","5","50","Stage_MissionGroup_0001","30","Dungeon_Spade_FirstReword_3","10000","10000","Dungeon_Fixed_Reword_5","Dungeon_Spade_RandomReword_3","Point_DungeonTicket","1","StageClear","Dungeon_Spade_0004","Spade_N_005","DungeonSpadeModeParty","0","True"
"Dungeon_Spade_0006","Dungeon_Spade","6","60","Stage_MissionGroup_0001","30","Dungeon_Spade_FirstReword_5","13000","13000","Dungeon_Fixed_Reword_6","Dungeon_Spade_RandomReword_3","Point_DungeonTicket","1","StageClear","Dungeon_Spade_0005","Spade_N_006","DungeonSpadeModeParty","0","True"
"Dungeon_Spade_0007","Dungeon_Spade","7","65","Stage_MissionGroup_0001","30","Dungeon_Spade_FirstReword_5","16000","16000","Dungeon_Fixed_Reword_7","Dungeon_Spade_RandomReword_4","Point_DungeonTicket","1","StageClear","Dungeon_Spade_0006","Spade_N_007","DungeonSpadeModeParty","0","True"
"Dungeon_Spade_0008","Dungeon_Spade","8","70","Stage_MissionGroup_0001","30","Dungeon_Spade_FirstReword_5","19000","19000","Dungeon_Fixed_Reword_8","Dungeon_Spade_RandomReword_4","Point_DungeonTicket","1","StageClear","Dungeon_Spade_0007","Spade_N_008","DungeonSpadeModeParty","0","True"
"Dungeon_Spade_0009","Dungeon_Spade","9","75","Stage_MissionGroup_0001","30","Dungeon_Spade_FirstReword_7","21000","21000","Dungeon_Fixed_Reword_9","Dungeon_Spade_RandomReword_4","Point_DungeonTicket","1","StageClear","Dungeon_Spade_0008","Spade_N_009","DungeonSpadeModeParty","0","False"
