"Round_EventTile_Halloween2025_11","EventTileBreak_Halloween2025","11","False","","Point_Gold","1000","Object_TileBreak_Halloween2025_Ribbon","3","EventTileBreak_Halloween2025_Round11_01","Str_UI_TileBreak_Halloween2025_Ribbon","Object_TileBreak_Halloween2025_Basket","3","EventTileBreak_Halloween2025_Round11_02","Str_UI_TileBreak_Halloween2025_Basket","Object_TileBreak_Halloween2025_Candy","3","EventTileBreak_Halloween2025_Round11_03","Str_UI_TileBreak_Halloween2025_Candy"
"Round_EventTile_Halloween2025_12","EventTileBreak_Halloween2025","12","True","EventTileBreak_Halloween2025_Round12_01","Point_Gold","1000","Object_TileBreak_Halloween2025_Cloak","1","EventTileBreak_Halloween2025_Round12_01","Str_UI_TileBreak_Halloween2025_Cloak","Object_TileBreak_Halloween2025_Ribbon","2","EventTileBreak_Halloween2025_Round12_02","Str_UI_TileBreak_Halloween2025_Ribbon","Object_TileBreak_Halloween2025_Cat","2","EventTileBreak_Halloween2025_Round12_03","Str_UI_TileBreak_Halloween2025_Cat"
"Round_EventTile_Halloween2025_13","EventTileBreak_Halloween2025","13","False","","Point_Gold","1000","Object_TileBreak_Halloween2025_Broom","3","EventTileBreak_Halloween2025_Round13_01","Str_UI_TileBreak_Halloween2025_Broom","Object_TileBreak_Halloween2025_Hat","2","EventTileBreak_Halloween2025_Round13_02","Str_UI_TileBreak_Halloween2025_Hat","Object_TileBreak_Halloween2025_Cat","2","EventTileBreak_Halloween2025_Round13_03","Str_UI_TileBreak_Halloween2025_Cat"
"Round_EventTile_Halloween2025_14","EventTileBreak_Halloween2025","14","False","","Point_Gold","1000","Object_TileBreak_Halloween2025_Ribbon","3","EventTileBreak_Halloween2025_Round14_01","Str_UI_TileBreak_Halloween2025_Ribbon","Object_TileBreak_Halloween2025_Basket","3","EventTileBreak_Halloween2025_Round14_02","Str_UI_TileBreak_Halloween2025_Basket","Object_TileBreak_Halloween2025_Candy","3","EventTileBreak_Halloween2025_Round14_03","Str_UI_TileBreak_Halloween2025_Candy"
"Round_EventTile_Halloween2025_15","EventTileBreak_Halloween2025","15","False","","Point_Gold","1000","Object_TileBreak_Halloween2025_Broom","2","EventTileBreak_Halloween2025_Round15_01","Str_UI_TileBreak_Halloween2025_Broom","Object_TileBreak_Halloween2025_Hat","3","EventTileBreak_Halloween2025_Round15_02","Str_UI_TileBreak_Halloween2025_Hat","Object_TileBreak_Halloween2025_Basket","2","EventTileBreak_Halloween2025_Round15_03","Str_UI_TileBreak_Halloween2025_Basket"
"Round_EventTile_Halloween2025_16","EventTileBreak_Halloween2025","16","True","EventTileBreak_Halloween2025_Round16_01","Point_Gold","1000","Object_TileBreak_Halloween2025_Cloak","1","EventTileBreak_Halloween2025_Round16_01","Str_UI_TileBreak_Halloween2025_Cloak","Object_TileBreak_Halloween2025_Broom","3","EventTileBreak_Halloween2025_Round16_02","Str_UI_TileBreak_Halloween2025_Broom","Object_TileBreak_Halloween2025_Basket","3","EventTileBreak_Halloween2025_Round16_03","Str_UI_TileBreak_Halloween2025_Basket"
"Round_EventTile_Halloween2025_17","EventTileBreak_Halloween2025","17","False","","Point_Gold","1000","Object_TileBreak_Halloween2025_Hat","2","EventTileBreak_Halloween2025_Round17_01","Str_UI_TileBreak_Halloween2025_Hat","Object_TileBreak_Halloween2025_Ribbon","3","EventTileBreak_Halloween2025_Round17_02","Str_UI_TileBreak_Halloween2025_Ribbon","Object_TileBreak_Halloween2025_Basket","2","EventTileBreak_Halloween2025_Round17_03","Str_UI_TileBreak_Halloween2025_Basket"
"Round_EventTile_Halloween2025_18","EventTileBreak_Halloween2025","18","False","","Point_Gold","1000","Object_TileBreak_Halloween2025_Broom","3","EventTileBreak_Halloween2025_Round18_01","Str_UI_TileBreak_Halloween2025_Broom","Object_TileBreak_Halloween2025_Ribbon","3","EventTileBreak_Halloween2025_Round18_02","Str_UI_TileBreak_Halloween2025_Ribbon","Object_TileBreak_Halloween2025_Cat","2","EventTileBreak_Halloween2025_Round18_03","Str_UI_TileBreak_Halloween2025_Cat"
"Round_EventTile_Halloween2025_19","EventTileBreak_Halloween2025","19","False","","Point_Gold","1000","Object_TileBreak_Halloween2025_Broom","3","EventTileBreak_Halloween2025_Round19_01","Str_UI_TileBreak_Halloween2025_Broom","Object_TileBreak_Halloween2025_Hat","2","EventTileBreak_Halloween2025_Round19_02","Str_UI_TileBreak_Halloween2025_Hat","Object_TileBreak_Halloween2025_Cat","2","EventTileBreak_Halloween2025_Round19_03","Str_UI_TileBreak_Halloween2025_Cat"
"Round_EventTile_Halloween2025_20","EventTileBreak_Halloween2025","20","False","","Point_Gold","1000","Object_TileBreak_Halloween2025_Ribbon","3","EventTileBreak_Halloween2025_Round20_01","Str_UI_TileBreak_Halloween2025_Ribbon","Object_TileBreak_Halloween2025_Cat","2","EventTileBreak_Halloween2025_Round20_02","Str_UI_TileBreak_Halloween2025_Cat","Object_TileBreak_Halloween2025_Candy","3","EventTileBreak_Halloween2025_Round20_03","Str_UI_TileBreak_Halloween2025_Candy"
