"Chr_Lv_Dummy_62","Char_Lv_Dummy","62","2210","41464","61000"
"Chr_Lv_Dummy_63","Char_Lv_Dummy","63","2320","43784","62000"
"Chr_Lv_Dummy_64","Char_Lv_Dummy","64","2440","46224","63000"
"Chr_Lv_Dummy_65","Char_Lv_Dummy","65","2560","48784","64000"
"Chr_Lv_Dummy_66","Char_Lv_Dummy","66","2690","51474","65000"
"Chr_Lv_Dummy_67","Char_Lv_Dummy","67","2820","54294","66000"
"Chr_Lv_Dummy_68","Char_Lv_Dummy","68","2960","57254","67000"
"Chr_Lv_Dummy_69","Char_Lv_Dummy","69","3110","60364","68000"
"Chr_Lv_Dummy_70","Char_Lv_Dummy","70","3270","63634","69000"
"Chr_Lv_Dummy_71","Char_Lv_Dummy","71","3430","67064","70000"
"Chr_Lv_Dummy_72","Char_Lv_Dummy","72","3600","70664","71000"
"Chr_Lv_Dummy_73","Char_Lv_Dummy","73","3780","74444","72000"
"Chr_Lv_Dummy_74","Char_Lv_Dummy","74","3970","78414","73000"
"Chr_Lv_Dummy_75","Char_Lv_Dummy","75","4170","82584","74000"
"Chr_Lv_Dummy_76","Char_Lv_Dummy","76","4380","86964","75000"
"Chr_Lv_Dummy_77","Char_Lv_Dummy","77","4600","91564","76000"
"Chr_Lv_Dummy_78","Char_Lv_Dummy","78","4830","96394","77000"
"Chr_Lv_Dummy_79","Char_Lv_Dummy","79","5070","101464","78000"
"Chr_Lv_Dummy_80","Char_Lv_Dummy","80","5320","106784","79000"
"Chr_Lv_Dummy_81","Char_Lv_Dummy","81","5590","112374","80000"
"Chr_Lv_Dummy_82","Char_Lv_Dummy","82","5870","118244","81000"
"Chr_Lv_Dummy_83","Char_Lv_Dummy","83","6160","124404","82000"
"Chr_Lv_Dummy_84","Char_Lv_Dummy","84","6470","130874","83000"
"Chr_Lv_Dummy_85","Char_Lv_Dummy","85","6790","137664","84000"
"Chr_Lv_Dummy_86","Char_Lv_Dummy","86","7130","144794","85000"
"Chr_Lv_Dummy_87","Char_Lv_Dummy","87","7490","152284","86000"
"Chr_Lv_Dummy_88","Char_Lv_Dummy","88","7860","160144","87000"
"Chr_Lv_Dummy_89","Char_Lv_Dummy","89","8250","168394","88000"
"Chr_Lv_Dummy_90","Char_Lv_Dummy","90","8660","177054","89000"
"Chr_Lv_Dummy_91","Char_Lv_Dummy","91","9090","186144","90000"
"Chr_Lv_Dummy_92","Char_Lv_Dummy","92","9540","195684","91000"
"Chr_Lv_Dummy_93","Char_Lv_Dummy","93","10020","205704","92000"
"Chr_Lv_Dummy_94","Char_Lv_Dummy","94","10520","216224","93000"
"Chr_Lv_Dummy_95","Char_Lv_Dummy","95","11050","227274","94000"
"Chr_Lv_Dummy_96","Char_Lv_Dummy","96","11600","238874","95000"
"Chr_Lv_Dummy_97","Char_Lv_Dummy","97","12180","251054","96000"
"Chr_Lv_Dummy_98","Char_Lv_Dummy","98","12790","263844","97000"
"Chr_Lv_Dummy_99","Char_Lv_Dummy","99","13430","277274","98000"
"Chr_Lv_Dummy_100","Char_Lv_Dummy","100","14100","291374","99000"
"Chr_Lv_Dummy_101","Char_Lv_Dummy","101","14810","306184","100000"
"Chr_Lv_Dummy_102","Char_Lv_Dummy","102","15550","321734","101000"
"Chr_Lv_Dummy_103","Char_Lv_Dummy","103","16330","338064","102000"
"Chr_Lv_Dummy_104","Char_Lv_Dummy","104","17150","355214","103000"
"Chr_Lv_Dummy_105","Char_Lv_Dummy","105","18010","373224","104000"
"Chr_Lv_Dummy_106","Char_Lv_Dummy","106","18910","392134","105000"
"Chr_Lv_Dummy_107","Char_Lv_Dummy","107","19860","411994","106000"
"Chr_Lv_Dummy_108","Char_Lv_Dummy","108","20850","432844","107000"
"Chr_Lv_Dummy_109","Char_Lv_Dummy","109","21890","454734","108000"
"Chr_Lv_Dummy_110","Char_Lv_Dummy","110","22980","477714","109000"
"Chr_Lv_Dummy_111","Char_Lv_Dummy","111","24130","501844","110000"
"Chr_Lv_Dummy_112","Char_Lv_Dummy","112","25340","527184","111000"
"Chr_Lv_Dummy_113","Char_Lv_Dummy","113","26610","553794","112000"
"Chr_Lv_Dummy_114","Char_Lv_Dummy","114","27940","581734","113000"
"Chr_Lv_Dummy_115","Char_Lv_Dummy","115","29340","611074","114000"
"Chr_Lv_Dummy_116","Char_Lv_Dummy","116","30810","641884","115000"
"Chr_Lv_Dummy_117","Char_Lv_Dummy","117","32350","674234","116000"
"Chr_Lv_Dummy_118","Char_Lv_Dummy","118","33970","708204","117000"
"Chr_Lv_Dummy_119","Char_Lv_Dummy","119","35670","743874","118000"
"Chr_Lv_Dummy_120","Char_Lv_Dummy","120","37450","781324","119000"
