"Skill_C_002_01_R_LinkSkill_02_01","Skill_C_002_01_R_LinkSkill_02","Skill_C_002_01_R_LinkSkill_01","1","ColliderCrash","","","","1","HitEnemyAll","","","Stun","","","","","","","","","Duration","2","1"
"Skill_C_002_01_R_LinkSkill_01_02","Skill_C_002_01_R_LinkSkill_01","Skill_C_002_01_R_LinkSkill_02","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","39000","1500","","","","","","","None","","0"
"Skill_C_002_01_R_LinkSkill_02_02","Skill_C_002_01_R_LinkSkill_02","Skill_C_002_01_R_LinkSkill_02","1","ColliderCrash","","","","1","HitEnemyAll","","","Stun","","","","","","","","","Duration","4","1"
"Skill_C_002_01_R_LinkSkill_01_03","Skill_C_002_01_R_LinkSkill_01","Skill_C_002_01_R_LinkSkill_03","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","48000","1500","","","","","","","None","","0"
"Skill_C_002_01_R_LinkSkill_02_03","Skill_C_002_01_R_LinkSkill_02","Skill_C_002_01_R_LinkSkill_03","1","ColliderCrash","","","","1","HitEnemyAll","","","Stun","","","","","","","","","Duration","4","1"
"Skill_C_002_01_R_LinkSkill_01_04","Skill_C_002_01_R_LinkSkill_01","Skill_C_002_01_R_LinkSkill_04","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","57000","","","","","","","","None","","0"
"Skill_C_002_01_R_LinkSkill_02_04","Skill_C_002_01_R_LinkSkill_02","Skill_C_002_01_R_LinkSkill_04","1","ColliderCrash","","","","1","HitEnemyAll","","","Stun","","","","","","","","","Duration","4","1"
"Skill_C_002_01_R_AtkE_01_01","Skill_C_002_01_R_AtkE_01","Skill_C_002_01_R_AtkE_01","1","SkillEffectAction","","","","0","Self","","","HealPerMaxHp","2500","125","","","","","","","None","","0"
"Skill_C_002_01_R_AtkE_10_01","Skill_C_002_01_R_AtkE_10","Skill_C_002_01_R_AtkE_01","1","SkillEffectAction","","","","1","Self","","","CheckEffect","","","","","","","","","Always","","1"
"Skill_C_002_01_R_AtkE_11_01","Skill_C_002_01_R_AtkE_11","Skill_C_002_01_R_AtkE_01","2","WaveStartSecN","Self","0","","0","Self","","","RemoveEffectDefine","CheckEffect","","","","","","","","None","","0"
"Skill_C_002_01_R_AtkE_01_02","Skill_C_002_01_R_AtkE_01","Skill_C_002_01_R_AtkE_02","1","SkillEffectAction","","","","0","Self","","","HealPerMaxHp","3250","125","","","","","","","None","","0"
"Skill_C_002_01_R_AtkE_10_02","Skill_C_002_01_R_AtkE_10","Skill_C_002_01_R_AtkE_02","1","SkillEffectAction","","","","1","Self","","","CheckEffect","","","","","","","","","Always","","1"
"Skill_C_002_01_R_AtkE_11_02","Skill_C_002_01_R_AtkE_11","Skill_C_002_01_R_AtkE_02","2","WaveStartSecN","Self","0","","0","Self","","","RemoveEffectDefine","CheckEffect","","","","","","","","None","","0"
"Skill_C_002_01_R_AtkE_01_03","Skill_C_002_01_R_AtkE_01","Skill_C_002_01_R_AtkE_03","1","SkillEffectAction","","","","0","Self","","","HealPerMaxHp","4000","125","","","","","","","None","","0"
"Skill_C_002_01_R_AtkE_10_03","Skill_C_002_01_R_AtkE_10","Skill_C_002_01_R_AtkE_03","1","SkillEffectAction","","","","1","Self","","","CheckEffect","","","","","","","","","Always","","1"
"Skill_C_002_01_R_AtkE_11_03","Skill_C_002_01_R_AtkE_11","Skill_C_002_01_R_AtkE_03","2","WaveStartSecN","Self","0","","0","Self","","","RemoveEffectDefine","CheckEffect","","","","","","","","None","","0"
"Skill_C_002_01_R_AtkE_01_04","Skill_C_002_01_R_AtkE_01","Skill_C_002_01_R_AtkE_04","1","SkillEffectAction","","","","0","Self","","","HealPerMaxHp","4750","","","","","","","","None","","0"
"Skill_C_002_01_R_AtkE_10_04","Skill_C_002_01_R_AtkE_10","Skill_C_002_01_R_AtkE_04","1","SkillEffectAction","","","","1","Self","","","CheckEffect","","","","","","","","","Always","","1"
"Skill_C_002_01_R_AtkE_11_04","Skill_C_002_01_R_AtkE_11","Skill_C_002_01_R_AtkE_04","2","WaveStartSecN","Self","0","","0","Self","","","RemoveEffectDefine","CheckEffect","","","","","","","","None","","0"
"Skill_C_002_01_R_ActiveSkill_01_01","Skill_C_002_01_R_ActiveSkill_01","Skill_C_002_01_R_ActiveSkill_01","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","40000","2000","","","","","","","None","","0"
"Skill_C_002_01_R_ActiveSkill_02_01","Skill_C_002_01_R_ActiveSkill_02","Skill_C_002_01_R_ActiveSkill_01","1","ColliderCrash","","","","1","HitEnemyAll","","","Burn","2000","100","5000","","","","","","Duration","10","1"
"Skill_C_002_01_R_ActiveSkill_01_02","Skill_C_002_01_R_ActiveSkill_01","Skill_C_002_01_R_ActiveSkill_02","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","52000","2000","","","","","","","None","","0"
"Skill_C_002_01_R_ActiveSkill_02_02","Skill_C_002_01_R_ActiveSkill_02","Skill_C_002_01_R_ActiveSkill_02","1","ColliderCrash","","","","1","HitEnemyAll","","","Burn","2600","100","5000","","","","","","Duration","14","1"
"Skill_C_002_01_R_ActiveSkill_01_03","Skill_C_002_01_R_ActiveSkill_01","Skill_C_002_01_R_ActiveSkill_03","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","64000","2000","","","","","","","None","","0"
"Skill_C_002_01_R_ActiveSkill_02_03","Skill_C_002_01_R_ActiveSkill_02","Skill_C_002_01_R_ActiveSkill_03","1","ColliderCrash","","","","1","HitEnemyAll","","","Burn","3200","100","5000","","","","","","Duration","14","1"
"Skill_C_002_01_R_ActiveSkill_01_04","Skill_C_002_01_R_ActiveSkill_01","Skill_C_002_01_R_ActiveSkill_04","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","76000","","","","","","","","None","","0"
"Skill_C_002_01_R_ActiveSkill_02_04","Skill_C_002_01_R_ActiveSkill_02","Skill_C_002_01_R_ActiveSkill_04","1","ColliderCrash","","","","1","HitEnemyAll","","","Burn","3800","","5000","","","","","","Duration","14","1"
"Skill_C_002_01_R_Passive_01_01","Skill_C_002_01_R_Passive_01","Skill_C_002_01_R_Passive_01","1","BattleStart","Self","","","0","Self","","","PassiveBuffMaxHp","1400","70","","","","","","","Always","","1"
"Skill_C_002_01_R_Passive_01_02","Skill_C_002_01_R_Passive_01","Skill_C_002_01_R_Passive_02","1","BattleStart","Self","","","0","Self","","","PassiveBuffMaxHp","1820","70","","","","","","","Always","","1"
"Skill_C_002_01_R_Passive_01_03","Skill_C_002_01_R_Passive_01","Skill_C_002_01_R_Passive_03","1","BattleStart","Self","","","0","Self","","","PassiveBuffMaxHp","2240","70","","","","","","","Always","","1"
"Skill_C_002_01_R_Passive_01_04","Skill_C_002_01_R_Passive_01","Skill_C_002_01_R_Passive_04","1","BattleStart","Self","","","0","Self","","","PassiveBuffMaxHp","2660","","","","","","","","Always","","1"
"Skill_C_002_01_Prologue_AtkM_01","Skill_C_002_01_Prologue_AtkM","Skill_C_002_01_Prologue_AtkM","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","7694","","","","","","","","None","","0"
"Skill_C_002_01_Prologue_LinkSkill_01","Skill_C_002_01_Prologue_LinkSkill","Skill_C_002_01_Prologue_LinkSkill","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","55000","250","","","","","","","None","","0"
"Skill_C_002_01_Prologue_LinkSkill_02","Skill_C_002_01_Prologue_LinkSkill","Skill_C_002_01_Prologue_LinkSkill","1","ColliderCrash","","","","1","HitEnemyAll","","","KnockBack","20000","","","","","","","","Duration","1","1"
"Skill_C_002_01_Prologue_AtkE_01","Skill_C_002_01_Prologue_AtkE","Skill_C_002_01_Prologue_AtkE","1","SkillEffectAction","","","","0","Self","","","HealPerMaxHp","2000","31","","","","","","","None","","0"
"Skill_C_002_01_Prologue_ActiveSkill_01","Skill_C_002_01_Prologue_ActiveSkill","Skill_C_002_01_Prologue_ActiveSkill","1","ColliderCrash","","","","1","HitEnemyAll","","","Dmg","250000","250","","","","","","","None","","0"
"Skill_C_002_01_Prologue_ActiveSkill_02","Skill_C_002_01_Prologue_ActiveSkill","Skill_C_002_01_Prologue_ActiveSkill","1","ColliderCrash","","","","2","HitEnemyAll","","","Burn","3000","100","5000","","","","","","Duration","10","1"
"Skill_C_002_01_Prologue_ActiveSkill_03","Skill_C_002_01_Prologue_ActiveSkill","Skill_C_002_01_Prologue_ActiveSkill","1","ColliderCrash","","","","0","HitEnemyAll","","","KnockDown","30000","","","","","","","","None","","0"
"Skill_C_002_01_Prologue_Passive_01","Skill_C_002_01_Prologue_Passive","Skill_C_002_01_Prologue_Passive","1","BattleStart","Self","","","0","Self","","","PassiveBuffMaxHp","420","77","","","","","","","Always","","1"
"Skill_C_003_01_B_AtkM_01","Skill_C_003_01_B_AtkM_01","Skill_C_003_01_B_AtkM","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","10878","","","","","","","","None","","0"
"Skill_C_003_01_B_LinkSkill_01_01","Skill_C_003_01_B_LinkSkill_01","Skill_C_003_01_B_LinkSkill_01","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","18000","900","","","","","","","None","","0"
"Skill_C_003_01_B_LinkSkill_01_02","Skill_C_003_01_B_LinkSkill_01","Skill_C_003_01_B_LinkSkill_02","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","23400","900","","","","","","","None","","0"
"Skill_C_003_01_B_LinkSkill_02_02","Skill_C_003_01_B_LinkSkill_02","Skill_C_003_01_B_LinkSkill_02","1","ColliderCrash","","","","1","HitEnemyAll","","","DebuffAcc","1500","75","","","","","","","Duration","10","1"
"Skill_C_003_01_B_LinkSkill_01_03","Skill_C_003_01_B_LinkSkill_01","Skill_C_003_01_B_LinkSkill_03","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","28800","900","","","","","","","None","","0"
"Skill_C_003_01_B_LinkSkill_02_03","Skill_C_003_01_B_LinkSkill_02","Skill_C_003_01_B_LinkSkill_03","1","ColliderCrash","","","","1","HitEnemyAll","","","DebuffAcc","1950","75","","","","","","","Duration","10","1"
"Skill_C_003_01_B_LinkSkill_01_04","Skill_C_003_01_B_LinkSkill_01","Skill_C_003_01_B_LinkSkill_04","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","34200","","","","","","","","None","","0"
"Skill_C_003_01_B_LinkSkill_02_04","Skill_C_003_01_B_LinkSkill_02","Skill_C_003_01_B_LinkSkill_04","1","ColliderCrash","","","","1","HitEnemyAll","","","DebuffAcc","2400","","","","","","","","Duration","10","1"
"Skill_C_003_01_B_AtkE_01_01","Skill_C_003_01_B_AtkE_01","Skill_C_003_01_B_AtkE_01","1","SkillEffectAction","","","","0","Self","","","BuffDmg","1000","50","","","","","","","Duration","15","1"
"Skill_C_003_01_B_AtkE_01_02","Skill_C_003_01_B_AtkE_01","Skill_C_003_01_B_AtkE_02","1","SkillEffectAction","","","","0","Self","","","BuffDmg","1300","50","","","","","","","Duration","15","1"
"Skill_C_003_01_B_AtkE_01_03","Skill_C_003_01_B_AtkE_01","Skill_C_003_01_B_AtkE_03","1","SkillEffectAction","","","","0","Self","","","BuffDmg","1600","50","","","","","","","Duration","15","1"
"Skill_C_003_01_B_AtkE_01_04","Skill_C_003_01_B_AtkE_01","Skill_C_003_01_B_AtkE_04","1","SkillEffectAction","","","","0","Self","","","BuffDmg","1900","","","","","","","","Duration","15","1"
"Skill_C_003_01_B_ActiveSkill_01_01","Skill_C_003_01_B_ActiveSkill_01","Skill_C_003_01_B_ActiveSkill_01","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","25000","1250","","","","","","","None","","0"
"Skill_C_003_01_B_ActiveSkill_01_02","Skill_C_003_01_B_ActiveSkill_01","Skill_C_003_01_B_ActiveSkill_02","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","32500","1250","","","","","","","None","","0"
"Skill_C_003_01_B_ActiveSkill_02_02","Skill_C_003_01_B_ActiveSkill_02","Skill_C_003_01_B_ActiveSkill_02","2","SkillEffectAction","","","","0","Self","","","BuffSpInc","200","10","","","","","","","None","","0"
"Skill_C_003_01_B_ActiveSkill_01_03","Skill_C_003_01_B_ActiveSkill_01","Skill_C_003_01_B_ActiveSkill_03","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","40000","1250","","","","","","","None","","0"
"Skill_C_003_01_B_ActiveSkill_02_03","Skill_C_003_01_B_ActiveSkill_02","Skill_C_003_01_B_ActiveSkill_03","2","SkillEffectAction","","","","0","Self","","","BuffSpInc","260","10","","","","","","","None","","0"
"Skill_C_003_01_B_ActiveSkill_01_04","Skill_C_003_01_B_ActiveSkill_01","Skill_C_003_01_B_ActiveSkill_04","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","47500","","","","","","","","None","","0"
"Skill_C_003_01_B_ActiveSkill_02_04","Skill_C_003_01_B_ActiveSkill_02","Skill_C_003_01_B_ActiveSkill_04","2","SkillEffectAction","","","","0","Self","","","BuffSpInc","320","","","","","","","","None","","0"
"Skill_C_003_01_B_Passive_01_01","Skill_C_003_01_B_Passive_01","Skill_C_003_01_B_Passive_01","1","BattleStart","Self","","","0","Self","","","PassiveBuffPhysicalAtk","1400","70","","","","","","","Always","","1"
"Skill_C_003_01_B_Passive_01_02","Skill_C_003_01_B_Passive_01","Skill_C_003_01_B_Passive_02","1","BattleStart","Self","","","0","Self","","","PassiveBuffPhysicalAtk","1820","70","","","","","","","Always","","1"
"Skill_C_003_01_B_Passive_01_03","Skill_C_003_01_B_Passive_01","Skill_C_003_01_B_Passive_03","1","BattleStart","Self","","","0","Self","","","PassiveBuffPhysicalAtk","2240","70","","","","","","","Always","","1"
"Skill_C_003_01_B_Passive_01_04","Skill_C_003_01_B_Passive_01","Skill_C_003_01_B_Passive_04","1","BattleStart","Self","","","0","Self","","","PassiveBuffPhysicalAtk","2660","","","","","","","","Always","","1"
"Skill_C_003_01_Prologue_AtkM_01","Skill_C_003_01_Prologue_AtkM_01","Skill_C_003_01_Prologue_AtkM","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","9600","","","","","","","","None","","0"
"Skill_C_003_01_Prologue_LinkSkill_01","Skill_C_003_01_Prologue_LinkSkill_01","Skill_C_003_01_Prologue_LinkSkill","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","15000","514","","","","","","","None","","0"
"Skill_C_003_01_Prologue_AtkE_01","Skill_C_003_01_Prologue_AtkE_01","Skill_C_003_01_Prologue_AtkE","1","SkillEffectAction","","","","0","Self","","","BuffCriDmg","2000","40","","","","","","","Duration","15","1"
"Skill_C_003_01_Prologue_ActiveSkill_01","Skill_C_003_01_Prologue_ActiveSkill_01","Skill_C_003_01_Prologue_ActiveSkill","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","750000","500","","","","","","","None","","0"
"Skill_C_003_01_Prologue_Passive_01","Skill_C_003_01_Prologue_Passive_01","Skill_C_003_01_Prologue_Passive","1","BattleStart","Self","","","0","Self","","","PassiveBuffCri","500","20","","","","","","","Always","","1"
"Skill_C_005_01_D_AtkM_01","Skill_C_005_01_D_AtkM_01","Skill_C_005_01_D_AtkM","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","10387","","","","","","","","None","","0"
"Skill_C_005_01_D_LinkSkill_01_01","Skill_C_005_01_D_LinkSkill_01","Skill_C_005_01_D_LinkSkill_01","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","30000","1500","","","","","","","None","","0"
"Skill_C_005_01_D_LinkSkill_02_01","Skill_C_005_01_D_LinkSkill_02","Skill_C_005_01_D_LinkSkill_01","1","ColliderCrash","","","","1","HitEnemyAll","","","Bleed","60","3","","","","","","","Duration","10","1"
"Skill_C_005_01_D_LinkSkill_01_02","Skill_C_005_01_D_LinkSkill_01","Skill_C_005_01_D_LinkSkill_02","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","39000","1500","","","","","","","None","","0"
"Skill_C_005_01_D_LinkSkill_02_02","Skill_C_005_01_D_LinkSkill_02","Skill_C_005_01_D_LinkSkill_02","1","ColliderCrash","","","","1","HitEnemyAll","","","Bleed","78","3","","","","","","","Duration","10","1"
"Skill_C_005_01_D_LinkSkill_03_02","Skill_C_005_01_D_LinkSkill_03","Skill_C_005_01_D_LinkSkill_02","1","ColliderCrash","","","","2","HitEnemyAll","","","DebuffAtk","800","40","","","","","","","Duration","10","1"
"Skill_C_005_01_D_LinkSkill_01_03","Skill_C_005_01_D_LinkSkill_01","Skill_C_005_01_D_LinkSkill_03","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","48000","1500","","","","","","","None","","0"
"Skill_C_005_01_D_LinkSkill_02_03","Skill_C_005_01_D_LinkSkill_02","Skill_C_005_01_D_LinkSkill_03","1","ColliderCrash","","","","1","HitEnemyAll","","","Bleed","96","3","","","","","","","Duration","10","1"
"Skill_C_005_01_D_LinkSkill_03_03","Skill_C_005_01_D_LinkSkill_03","Skill_C_005_01_D_LinkSkill_03","1","ColliderCrash","","","","2","HitEnemyAll","","","DebuffAtk","1040","40","","","","","","","Duration","10","1"
"Skill_C_005_01_D_LinkSkill_01_04","Skill_C_005_01_D_LinkSkill_01","Skill_C_005_01_D_LinkSkill_04","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","57000","","","","","","","","None","","0"
"Skill_C_005_01_D_LinkSkill_02_04","Skill_C_005_01_D_LinkSkill_02","Skill_C_005_01_D_LinkSkill_04","1","ColliderCrash","","","","1","HitEnemyAll","","","Bleed","114","","","","","","","","Duration","10","1"
"Skill_C_005_01_D_LinkSkill_03_04","Skill_C_005_01_D_LinkSkill_03","Skill_C_005_01_D_LinkSkill_04","1","ColliderCrash","","","","2","HitEnemyAll","","","DebuffAtk","1280","","","","","","","","Duration","10","1"
"Skill_C_005_01_D_AtkE_01_01","Skill_C_005_01_D_AtkE_01","Skill_C_005_01_D_AtkE_01","1","KillEnemyN","Ally","1","","0","Self","","","HealPerMaxHp","600","30","","","","","","","None","","0"
"Skill_C_005_01_D_AtkE_01_02","Skill_C_005_01_D_AtkE_01","Skill_C_005_01_D_AtkE_02","1","KillEnemyN","Ally","1","","0","Self","","","HealPerMaxHp","780","30","","","","","","","None","","0"
"Skill_C_005_01_D_AtkE_01_03","Skill_C_005_01_D_AtkE_01","Skill_C_005_01_D_AtkE_03","1","KillEnemyN","Ally","1","","0","Self","","","HealPerMaxHp","960","30","","","","","","","None","","0"
"Skill_C_005_01_D_AtkE_01_04","Skill_C_005_01_D_AtkE_01","Skill_C_005_01_D_AtkE_04","1","KillEnemyN","Ally","1","","0","Self","","","HealPerMaxHp","1140","","","","","","","","None","","0"
"Skill_C_005_01_D_ActiveSkill_01_01","Skill_C_005_01_D_ActiveSkill_01","Skill_C_005_01_D_ActiveSkill_01","1","ColliderCrash","","","","0","HitEnemyAll","","","Dmg","22000","1100","","","","","","","None","","0"
"Skill_C_005_01_D_ActiveSkill_02_01","Skill_C_005_01_D_ActiveSkill_02","Skill_C_005_01_D_ActiveSkill_01","2","SkillEffectAction","","","","1","Self","","","ShieldPerMaxHp","2000","100","10000","","","","","","Duration","12","1"
"Skill_C_005_01_D_ActiveSkill_01_02","Skill_C_005_01_D_ActiveSkill_01","Skill_C_005_01_D_ActiveSkill_02","1","ColliderCrash","","","","0","HitEnemyAll","","","CasterHpRatioDmg","28600","1100","20000","","","","","","None","","0"
"Skill_C_005_01_D_ActiveSkill_02_02","Skill_C_005_01_D_ActiveSkill_02","Skill_C_005_01_D_ActiveSkill_02","2","SkillEffectAction","","","","1","Self","","","ShieldPerMaxHp","2600","100","10000","","","","","","Duration","12","1"
"Skill_C_005_01_D_ActiveSkill_01_03","Skill_C_005_01_D_ActiveSkill_01","Skill_C_005_01_D_ActiveSkill_03","1","ColliderCrash","","","","0","HitEnemyAll","","","CasterHpRatioDmg","35200","1100","20000","","","","","","None","","0"
"Skill_C_005_01_D_ActiveSkill_02_03","Skill_C_005_01_D_ActiveSkill_02","Skill_C_005_01_D_ActiveSkill_03","2","SkillEffectAction","","","","1","Self","","","ShieldPerMaxHp","3200","100","10000","","","","","","Duration","12","1"
"Skill_C_005_01_D_ActiveSkill_01_04","Skill_C_005_01_D_ActiveSkill_01","Skill_C_005_01_D_ActiveSkill_04","1","ColliderCrash","","","","0","HitEnemyAll","","","CasterHpRatioDmg","41800","","20000","","","","","","None","","0"
"Skill_C_005_01_D_ActiveSkill_02_04","Skill_C_005_01_D_ActiveSkill_02","Skill_C_005_01_D_ActiveSkill_04","2","SkillEffectAction","","","","1","Self","","","ShieldPerMaxHp","3800","","10000","","","","","","Duration","12","1"
"Skill_C_005_01_D_Passive_01_01","Skill_C_005_01_D_Passive_01","Skill_C_005_01_D_Passive_01","1","BattleStart","Self","","","0","Self","","","PassiveBuffMaxHp","1400","70","","","","","","","Always","","1"
