"Food_BeefBurger","GainBuffFood","DungeonCoinGain","1000","2000","3000","3","5","200","2000","5000","3000","4000","Item_Ingredients_Meat","3","Item_Ingredients_Vegetable","1","Item_Ingredients_Flour","2","Str_UI_Dinner_DungeonCoinGetDesc","Str_UI_Dinner_DungeonCoinGetPlus","Str_UI_Food_BeefBurger","ICON_FOOD_BeefBurger"
"Food_CheeseCake","FriendshipFood","FriendshipUp","20","40","60","2","","200","4000","7000","5000","6000","Item_Ingredients_Cheese","1","Item_Ingredients_Egg","2","Item_Ingredients_Flour","2","Str_UI_Dinner_FriendshipDesc","Str_UI_Dinner_FriendshipPlus","Str_UI_Food_CheeseCake","ICON_FOOD_CheeseCake"
"Food_FruitCake","FriendshipFood","FriendshipUp","20","40","60","2","","200","4000","7000","5000","6000","Item_Ingredients_Fruit","2","Item_Ingredients_Milk","2","Item_Ingredients_Flour","2","Str_UI_Dinner_FriendshipDesc","Str_UI_Dinner_FriendshipPlus","Str_UI_Food_FruitCake","ICON_FOOD_FruitCake"
"Food_CaramelPudding","FriendshipFood","FriendshipUp","20","40","60","2","","200","4000","7000","5000","6000","Item_Ingredients_AgarPowder","1","Item_Ingredients_Egg","2","Item_Ingredients_Suger","2","Str_UI_Dinner_FriendshipDesc","Str_UI_Dinner_FriendshipPlus","Str_UI_Food_CaramelPudding","ICON_FOOD_CaramelPudding"
"Food_MilkPudding","FriendshipFood","FriendshipUp","20","40","60","2","","200","4000","7000","5000","6000","Item_Ingredients_AgarPowder","1","Item_Ingredients_Milk","2","Item_Ingredients_Egg","2","Str_UI_Dinner_FriendshipDesc","Str_UI_Dinner_FriendshipPlus","Str_UI_Food_MilkPudding","ICON_FOOD_MilkPudding"
"Food_IceMochi","FriendshipFood","FriendshipUp","20","40","60","2","","200","4000","7000","5000","6000","Item_Ingredients_SweetRedBeans","1","Item_Ingredients_Milk","2","Item_Ingredients_Rice","2","Str_UI_Dinner_FriendshipDesc","Str_UI_Dinner_FriendshipPlus","Str_UI_Food_IceMochi","ICON_FOOD_IceMochi"
"Food_StrawberryMochi","FriendshipFood","FriendshipUp","20","40","60","2","","200","4000","7000","5000","6000","Item_Ingredients_SweetRedBeans","1","Item_Ingredients_Fruit","2","Item_Ingredients_Rice","2","Str_UI_Dinner_FriendshipDesc","Str_UI_Dinner_FriendshipPlus","Str_UI_Food_StrawberryMochi","ICON_FOOD_StrawberryMochi"
"Food_BlueberryPancake","FriendshipFood","FriendshipUp","10","20","30","1","","200","4000","7000","5000","6000","Item_Ingredients_Fruit","2","Item_Ingredients_Flour","1","","","Str_UI_Dinner_FriendshipDesc","Str_UI_Dinner_FriendshipPlus","Str_UI_Food_BlueberryPancake","ICON_FOOD_BlueberryPancake"
"Food_SoufflePancake","FriendshipFood","FriendshipUp","10","20","30","1","","200","4000","7000","5000","6000","Item_Ingredients_Egg","2","Item_Ingredients_Flour","1","","","Str_UI_Dinner_FriendshipDesc","Str_UI_Dinner_FriendshipPlus","Str_UI_Food_SoufflePancake","ICON_FOOD_SoufflePancake"
"Food_MeringueCookies","FriendshipFood","FriendshipUp","10","20","30","1","","200","4000","7000","5000","6000","Item_Ingredients_Egg","2","Item_Ingredients_Suger","1","","","Str_UI_Dinner_FriendshipDesc","Str_UI_Dinner_FriendshipPlus","Str_UI_Food_MeringueCookies","ICON_FOOD_MeringueCookies"
"Food_FruitCandy","FriendshipFood","FriendshipUp","10","20","30","1","","200","4000","7000","5000","6000","Item_Ingredients_Fruit","2","Item_Ingredients_Suger","1","","","Str_UI_Dinner_FriendshipDesc","Str_UI_Dinner_FriendshipPlus","Str_UI_Food_FruitCandy","ICON_FOOD_FruitCandy"
"Food_Dango","FriendshipFood","FriendshipUp","10","20","30","1","","200","4000","7000","5000","6000","Item_Ingredients_Fruit","2","Item_Ingredients_Rice","1","","","Str_UI_Dinner_FriendshipDesc","Str_UI_Dinner_FriendshipPlus","Str_UI_Food_Dango","ICON_FOOD_Dango"
"Food_BothaMochi","FriendshipFood","FriendshipUp","10","20","30","1","","200","4000","7000","5000","6000","Item_Ingredients_SweetRedBeans","1","Item_Ingredients_Rice","1","","","Str_UI_Dinner_FriendshipDesc","Str_UI_Dinner_FriendshipPlus","Str_UI_Food_BothaMochi","ICON_FOOD_BothaMochi"
