"T_Mirrorgram_11_8","T_Mirrorgram_11","8","","9","","Voice_T_Mirrorgram_46"
"T_Mirrorgram_11_9","T_Mirrorgram_11","9","","3","","Voice_T_Mirrorgram_47"
"T_Memorial_1_1","T_Memorial_1","1","Konety","3","","Voice_T_Memorial_1"
"T_Memorial_1_2","T_Memorial_1","2","","11","","Voice_T_Memorial_2"
"T_Memorial_1_3","T_Memorial_1","3","","3","","Voice_T_Memorial_3"
"T_Memorial_1_4","T_Memorial_1","4","","7","","Voice_T_Memorial_4"
"T_Memorial_2_1","T_Memorial_2","1","Konety","3","","Voice_T_Memorial_5"
"T_Memorial_2_2","T_Memorial_2","2","","2","","Voice_T_Memorial_6"
"T_Memorial_3_1","T_Memorial_3","1","Konety","10","","Voice_T_Memorial_7"
"T_Memorial_3_2","T_Memorial_3","2","","7","","Voice_T_Memorial_8"
"T_WriterPower_1_1","T_WriterPower_1","1","Konety","5","","Voice_T_WriterPower_1"
"T_WriterPower_1_2","T_WriterPower_1","2","","","","Voice_T_WriterPower_2"
"T_WriterPower_1_3","T_WriterPower_1","3","","8","","Voice_T_WriterPower_3"
"T_WriterPower_1_4","T_WriterPower_1","4","","","","Voice_T_WriterPower_4"
"T_WriterPower_1_5","T_WriterPower_1","5","","10","","Voice_T_WriterPower_5"
"T_WriterPower_2_1","T_WriterPower_3","1","Konety","1","","Voice_T_WriterPower_6"
"T_WriterPower_3_1","T_WriterPower_3","2","","3","","Voice_T_WriterPower_7"
"T_WriterPower_4_1","T_WriterPower_4","1","Konety","8","","Voice_T_WriterPower_8"
"T_WriterPower_4_2","T_WriterPower_4","2","","7","","Voice_T_WriterPower_9"
"T_WriterPower_4_3","T_WriterPower_4","3","","1","","Voice_T_WriterPower_10"
"T_WriterPower_5_1","T_WriterPower_5","1","Konety","3","","Voice_T_WriterPower_11"
"T_WriterPower_6_1","T_WriterPower_6","1","Konety","1","","Voice_T_WriterPower_12"
"T_WriterPower_6_2","T_WriterPower_6","2","","3","","Voice_T_WriterPower_13"
"T_WriterPower_7_1","T_WriterPower_7","1","Konety","10","","Voice_T_WriterPower_14"
"T_WriterPower_7_2","T_WriterPower_7","2","","7","","Voice_T_WriterPower_15"
"T_WriterPower_8_1","T_WriterPower_8","1","Konety","7","","Voice_T_WriterPower_16"
"T_WriterPower_9_1","T_WriterPower_9","1","Konety","11","","Voice_T_WriterPower_17"
"T_WriterPower_9_2","T_WriterPower_9","2","","","","Voice_T_WriterPower_18"
"T_WriterPower_9_3","T_WriterPower_9","3","","2","","Voice_T_WriterPower_19"
"T_WriterPower_10_1","T_WriterPower_10","1","Konety","10","","Voice_T_WriterPower_20"
"T_WriterPower_11_1","T_WriterPower_11","1","Konety","2","","Voice_T_WriterPower_21"
"T_WriterPower_11_2","T_WriterPower_11","2","","7","","Voice_T_WriterPower_22"
"T_Treasure_1_1","T_Treasure_1","1","Konety","11","","Voice_T_Treasure_1"
"T_Treasure_1_2","T_Treasure_1","2","","7","","Voice_T_Treasure_2"
"T_Treasure_2_1","T_Treasure_2","1","Konety","2","","Voice_T_Treasure_3"
"T_Treasure_2_2","T_Treasure_2","2","","3","","Voice_T_Treasure_4"
"T_ElementInfo_1_1","T_ElementInfo_1","1","Konety","2","","Voice_T_ElementInfo_1"
"T_ElementInfo_1_2","T_ElementInfo_1","2","","3","","Voice_T_ElementInfo_2"
"T_ElementInfo_1_3","T_ElementInfo_1","3","","11","","Voice_T_ElementInfo_3"
"T_Hero_1_1","T_Hero_1","1","Konety","3","","Voice_T_Hero_1"
"T_Hero_2_1","T_Hero_2","1","Konety","2","","Voice_T_Hero_2"
"T_Hero_3_1","T_Hero_3","1","Konety","3","","Voice_T_Hero_3"
"T_Hero_3_2","T_Hero_3","2","","11","","Voice_T_Hero_4"
"T_Hero_4_1","T_Hero_4","1","Konety","1","","Voice_T_Hero_5"
"T_Hero_5_1","T_Hero_5","1","Konety","7","","Voice_T_Hero_6"
"T_Hero_6_1","T_Hero_6","1","Konety","10","","Voice_T_Hero_7"
"T_Hero_7_1","T_Hero_7","1","Konety","2","","Voice_T_Hero_8"
"T_Hero_8_1","T_Hero_7","2","","3","","Voice_T_Hero_9"
"T_Hero_8_2","T_Hero_7","3","","2","","Voice_T_Hero_10"
"T_Story_1_1","T_Story_1","1","Konety","2","","Voice_T_Story_1"
"T_Story_1_2","T_Story_1","2","","10","","Voice_T_Story_2"
"T_Story_1_3","T_Story_1","3","","7","","Voice_T_Story_3"
"T_Story_2_1","T_Story_2","1","Konety","3","","Voice_T_Story_4"
"T_Story_2_2","T_Story_2","2","","","","Voice_T_Story_5"
"T_Story_2_3","T_Story_2","3","","7","","Voice_T_Story_6"
"T_GuideMission_1_1","T_GuideMission_1","1","Dorothy","9","","Voice_T_GuideMission_1"
"T_GuideMission_1_2","T_GuideMission_1","2","","7","","Voice_T_GuideMission_2"
"T_GuideMission_2_1","T_GuideMission_2","1","Dorothy","3","","Voice_T_GuideMission_3"
"T_GuideMission_2_2","T_GuideMission_2","2","","1","","Voice_T_GuideMission_4"
"T_HardMode_1_1","T_HardMode_1","1","Konety","2","","Voice_T_HardMode_1"
"T_HardMode_1_2","T_HardMode_1","2","","7","","Voice_T_HardMode_2"
"T_Kingdom_1_1","T_Kingdom_1","1","Dorothy","3","","Voice_T_Kingdom_1"
"T_Kingdom_1_2","T_Kingdom_1","2","","11","","Voice_T_Kingdom_2"
"T_Kingdom_2_1","T_Kingdom_2","1","Dorothy","7","","Voice_T_Kingdom_3"
"T_Kingdom_2_2","T_Kingdom_2","2","","9","","Voice_T_Kingdom_4"
"T_Kingdom_3_1","T_Kingdom_3","1","Dorothy","3","","Voice_T_Kingdom_5"
"T_Kingdom_4_1","T_Kingdom_4","1","Dorothy","5","","Voice_T_Kingdom_6"
"T_Kingdom_5_1","T_Kingdom_5","1","Dorothy","10","","Voice_T_Kingdom_7"
"T_Kingdom_6_1","T_Kingdom_6","1","Dorothy","9","","Voice_T_Kingdom_8"
"T_Kingdom_6_2","T_Kingdom_6","2","","3","","Voice_T_Kingdom_9"
"T_Fortune_1_1","T_Fortune_1","1","Konety","11","","Voice_T_Fortune_1"
"T_Fortune_2_1","T_Fortune_2","1","Konety","2","","Voice_T_Fortune_2"
"T_Fortune_2_2","T_Fortune_2","2","","10","","Voice_T_Fortune_3"
"T_Fortune_2_3","T_Fortune_2","3","","3","","Voice_T_Fortune_4"
"T_VendingMachine_1_1","T_VendingMachine_1","1","Konety","10","","Voice_T_VendingMachine_1"
"T_VendingMachine_1_2","T_VendingMachine_1","2","","3","","Voice_T_VendingMachine_2"
"T_VendingMachine_1_3","T_VendingMachine_1","3","","9","","Voice_T_VendingMachine_3"
"T_VendingMachine_1_4","T_VendingMachine_1","4","","3","","Voice_T_VendingMachine_4"
"T_Ruins_1_1","T_Ruins_1","1","Konety","6","","Voice_T_Ruins_1"
"T_Ruins_1_2","T_Ruins_1","2","","11","","Voice_T_Ruins_2"
"T_Ruins_2_1","T_Ruins_2","1","Konety","3","","Voice_T_Ruins_3"
"T_Ruins_2_2","T_Ruins_2","2","","2","","Voice_T_Ruins_4"
"T_Schedule_1_1","T_Schedule_1","1","Konety","3","","Voice_T_Schedule_1"
"T_Schedule_1_2","T_Schedule_1","2","","2","","Voice_T_Schedule_2"
"T_Shop_1_1","T_Shop_1","1","Konety","1","","Voice_T_Shop_1"
"T_Shop_1_2","T_Shop_1","2","","2","","Voice_T_Shop_2"
"T_Shop_1_3","T_Shop_1","3","","","","Voice_T_Shop_3"
"T_Shop_1_4","T_Shop_1","4","","7","","Voice_T_Shop_4"
"T_Dungeon_1_1","T_Dungeon_1","1","Konety","9","","Voice_T_Dungeon_1"
"T_Dungeon_1_2","T_Dungeon_1","2","","4","","Voice_T_Dungeon_2"
"T_Dungeon_2_1","T_Dungeon_2","1","Konety","7","","Voice_T_Dungeon_3"
"T_Dungeon_2_2","T_Dungeon_2","2","","10","","Voice_T_Dungeon_4"
"T_KingdomGrow_1_1","T_KingdomGrow_1","1","Dorothy","10","","Voice_T_KingdomGrow_1"
"T_KingdomGrow_1_2","T_KingdomGrow_1","2","","9","","Voice_T_KingdomGrow_2"
"T_KingdomGrow_2_1","T_KingdomGrow_2","1","Dorothy","2","","Voice_T_KingdomGrow_3"
"T_KingdomGrow_3_1","T_KingdomGrow_3","1","Dorothy","7","","Voice_T_KingdomGrow_4"
"T_KingdomGrow_4_1","T_KingdomGrow_4","1","Dorothy","11","","Voice_T_KingdomGrow_5"
"T_KingdomGrow_4_2","T_KingdomGrow_4","2","","9","","Voice_T_KingdomGrow_6"
"T_TotalWar_1_1","T_TotalWar_1","1","Konety","9","","Voice_T_Totalwar_1"
"T_TotalWar_1_2","T_TotalWar_1","2","","4","","Voice_T_Totalwar_2"
"T_TotalWar_2_1","T_TotalWar_2","1","Konety","6","","Voice_T_Totalwar_3"
"T_TotalWar_2_2","T_TotalWar_2","2","","10","","Voice_T_Totalwar_4"
"T_TotalWar_2_3","T_TotalWar_2","3","","11","","Voice_T_Totalwar_5"
"T_Arena_1_1","T_Arena_1","1","Konety","7","","Voice_T_Arena_1"
"T_Arena_1_2","T_Arena_1","2","","","","Voice_T_Arena_2"
"T_Arena_2_1","T_Arena_2","1","Konety","3","","Voice_T_Arena_3"
"T_Arena_3_1","T_Arena_3","1","Konety","11","","Voice_T_Arena_4"
"T_Arena_4_1","T_Arena_4","1","Konety","3","","Voice_T_Arena_5"
"T_Arena_4_2","T_Arena_4","2","","8","","Voice_T_Arena_6"
"T_Arena_5_1","T_Arena_5","1","Konety","2","","Voice_T_Arena_7"
"T_Arena_5_2","T_Arena_5","2","","10","","Voice_T_Arena_8"
"T_Arena_6_1","T_Arena_6","1","Konety","11","","Voice_T_Arena_9"
"Event_Boss_001_1_1","Event_Boss_001_1","1","Capeline","7","",""
"Event_Boss_001_1_2","Event_Boss_001_1","2","ingrid","2","",""
"Event_Boss_001_1_3","Event_Boss_001_1","3","","4","",""
"Event_Boss_001_1_4","Event_Boss_001_1","4","Laura","6","",""
"Event_Boss_001_1_5","Event_Boss_001_1","5","Mimir","4","",""
"Event_Boss_001_1_6","Event_Boss_001_1","6","","3","",""
"Event_Boss_002_1_1","Event_Boss_002_1","1","Amelia","6","",""
"Event_Boss_002_1_2","Event_Boss_002_1","2","Astia","9","",""
"Event_Boss_002_1_3","Event_Boss_002_1","3","","3","",""
"Event_Boss_002_1_4","Event_Boss_002_1","4","Otohime","1","",""
"Event_Boss_002_1_5","Event_Boss_002_1","5","","2","",""
"Event_Boss_002_1_6","Event_Boss_002_1","6","Enoxia","8","",""
"T_PracticeBook_1_1","T_PracticeBook_1","1","Konety","9","","Voice_T_PracticeBook_1"
"T_PracticeBook_1_2","T_PracticeBook_1","2","","6","","Voice_T_PracticeBook_2"
"T_PracticeBook_1_3","T_PracticeBook_1","3","","9","","Voice_T_PracticeBook_3"
"T_PracticeBook_1_4","T_PracticeBook_1","4","","","","Voice_T_PracticeBook_4"
"T_PracticeBook_2_1","T_PracticeBook_2","1","Konety","3","","Voice_T_PracticeBook_5"
"T_PracticeBook_2_2","T_PracticeBook_2","2","","10","","Voice_T_PracticeBook_6"
"T_PracticeBook_2_3","T_PracticeBook_2","3","","9","","Voice_T_PracticeBook_7"
"T_PracticeBook_2_4","T_PracticeBook_2","4","","11","","Voice_T_PracticeBook_8"
"T_PracticeBook_2_5","T_PracticeBook_2","5","","","","Voice_T_PracticeBook_9"
"T_PracticeBook_2_6","T_PracticeBook_2","6","","7","","Voice_T_PracticeBook_10"
