id	storyId	groupId	people	jumpId	choiceOneId	choiceTwoId	choiceThreeId	faceId	action	time	timeLine	music	sound	voice	voiceLady	end	status
33	2	7	1	8				200101	1					coffee_love_101008_02_04	coffee_love_101008_02_04		1
34	2	8	3	9													1
35	2	9	1	10				201301	4					coffee_love_101008_02_05	coffee_love_101008_02_05		1
36	2	10	3	36													1
37	2	11	1	12					1					coffee_love_101008_02_06	coffee_love_101008_02_06		1
38	2	12	3	13													1
39	2	13	1	14					3					coffee_love_101008_02_07	coffee_love_101008_02_07		1
40	2	14	3	15													1
41	2	15	1	16				200601	1	4				coffee_love_101008_02_08	coffee_love_101008_02_08		1
42	2	16	3	17													1
43	2	17	1	18					4					coffee_love_101008_02_09	coffee_love_101008_02_09		1
44	2	18	1	19					4					coffee_love_101008_02_10	coffee_love_101008_02_10		1
45	2	19	3	20													1
46	2	20	1	21				200101	3					coffee_love_101008_02_11	coffee_love_101008_02_11		1
47	2	21	3	22													1
48	2	22	1	23				201001	2					coffee_love_101008_02_12	coffee_love_101008_02_12		1
49	2	23	3	36													1
50	2	24	1	25				200502	1					coffee_love_101008_02_13	coffee_love_101008_02_13		1
51	2	25	3	26													1
52	2	26	3	27													1
53	2	27	1	28				201301	1					coffee_love_101008_02_14	coffee_love_101008_02_14		1
54	2	28	3	29													1
55	2	29	1	30					5					coffee_love_101008_02_15	coffee_love_101008_02_15		1
56	2	30	3	31													1
57	2	31	1	32					4	7				coffee_love_101008_02_16	coffee_love_101008_02_16		1
58	2	32	3	33													1
59	2	33	3	34													1
60	2	34	1	35				200601	5					coffee_love_101008_02_17	coffee_love_101008_02_17		1
61	2	35	3	36													1
62	2	36	1					200902	1					coffee_love_101008_02_18	coffee_love_101008_02_18	1	1
63	3	1	1		2	18	37	200202	4					coffee_love_101008_03_01	coffee_love_101008_03_01		1
64	3	2	1	3					4					coffee_love_101008_03_02	coffee_love_101008_03_02		1
65	3	3	3	4													1
66	3	4	1	5				200601	1					coffee_love_101008_03_03	coffee_love_101008_03_03		1
67	3	5	3	6													1
68	3	6	1	7				200601	1					coffee_love_101008_03_04	coffee_love_101008_03_04		1
69	3	7	3	8													1
70	3	8	1	9				200601	1					coffee_love_101008_03_05	coffee_love_101008_03_05		1
71	3	9	3	10													1
72	3	10	1	11				200601	1					coffee_love_101008_03_24	coffee_love_101008_03_24		1
73	3	11	3	12													1
74	3	12	1	13				200601	3					coffee_love_101008_03_06	coffee_love_101008_03_06		1
75	3	13	3	14													1
76	3	14	1	15				200502	1					coffee_love_101008_03_07	coffee_love_101008_03_07		1
77	3	15	3	16													1
78	3	16	1	17				200801	1					coffee_love_101008_03_08	coffee_love_101008_03_08		1
79	3	17	3	47													1
80	3	18	1	19				200601	3	5				coffee_love_101008_03_09	coffee_love_101008_03_09		1
81	3	19	3	20													1
82	3	20	1	21					5	4				coffee_love_101008_03_10	coffee_love_101008_03_10		1
83	3	21	3	22													1
84	3	22	3	23													1
85	3	23	1	24										coffee_love_101008_03_11	coffee_love_101008_03_11		1
86	3	24	3	25													1
87	3	25	1	26					4					coffee_love_101008_03_12	coffee_love_101008_03_12		1
88	3	26	1	27					3					coffee_love_101008_03_13	coffee_love_101008_03_13		1
89	3	27	3	28													1
90	3	28	1	29					4					coffee_love_101008_03_14	coffee_love_101008_03_14		1
91	3	29	3	30													1
92	3	30	1	31				200601	4					coffee_love_101008_03_15	coffee_love_101008_03_15		1
93	3	31	1	32				200601	4					coffee_love_101008_03_16	coffee_love_101008_03_16		1
94	3	32	3	33													1
95	3	33	3	34													1
96	3	34	3	35													1
97	3	35	1	36				200101	1					coffee_love_101008_03_17	coffee_love_101008_03_17		1
98	3	36	3	47													1
99	3	37	1	38					1					coffee_love_101008_03_18	coffee_love_101008_03_18		1
100	3	38	3	39													1
101	3	39	1	40					3					coffee_love_101008_03_19	coffee_love_101008_03_19		1
102	3	40	3	41													1
103	3	41	1	42				200502	1					coffee_love_101008_03_20	coffee_love_101008_03_20		1
104	3	42	3	43													1
105	3	43	1	44				200502	4					coffee_love_101008_03_21	coffee_love_101008_03_21		1
106	3	44	3	45													1
107	3	45	1	46				200101	3	4				coffee_love_101008_03_22	coffee_love_101008_03_22		1
108	3	46	3	47													1
109	3	47	1					200902	1					coffee_love_101008_03_23	coffee_love_101008_03_23	1	1
110	4	1	1		2	8	25	201301	1					coffee_love_101008_04_01	coffee_love_101008_04_01		1
111	4	2	1	3					1					coffee_love_101008_04_02	coffee_love_101008_04_02		1
112	4	3	1	4					1					coffee_love_101008_04_03	coffee_love_101008_04_03		1
113	4	4	1	5					1					coffee_love_101008_04_04	coffee_love_101008_04_04		1
114	4	5	1	6				201001	1					coffee_love_101008_04_05	coffee_love_101008_04_05		1
115	4	6	3	7													1
116	4	7	1	42					1					coffee_love_101008_04_06	coffee_love_101008_04_06		1
117	4	8	1	9					3					coffee_love_101008_04_07	coffee_love_101008_04_07		1
118	4	9	3	10													1
119	4	10	1	11				200101	4					coffee_love_101008_04_08	coffee_love_101008_04_08		1
120	4	11	1	12				200101	4					coffee_love_101008_04_09	coffee_love_101008_04_09		1
121	4	12	3	13													1
122	4	13	1	14					3					coffee_love_101008_04_10	coffee_love_101008_04_10		1
123	4	14	3	15													1
124	4	15	1	16				201001	1					coffee_love_101008_04_11	coffee_love_101008_04_11		1
125	4	16	3	17													1
126	4	17	1	18					1					coffee_love_101008_04_12	coffee_love_101008_04_12		1
127	4	18	3	19													1
128	4	19	3	20													1
129	4	20	1	21										coffee_love_101008_04_13	coffee_love_101008_04_13		1
130	4	21	3	22													1
131	4	22	1	23										coffee_love_101008_04_14	coffee_love_101008_04_14		1
132	4	23	3	24													1
133	4	24	1	42										coffee_love_101008_04_15	coffee_love_101008_04_15		1
134	4	25	1	26					1					coffee_love_101008_04_16	coffee_love_101008_04_16		1
135	4	26	1	27					1					coffee_love_101008_04_17	coffee_love_101008_04_17		1
136	4	27	1	28					1					coffee_love_101008_04_18	coffee_love_101008_04_18		1
137	4	28	3	29													1
138	4	29	1	30				201001	1					coffee_love_101008_04_19	coffee_love_101008_04_19		1
139	4	30	3	31													1
140	4	31	3	32													1
141	4	32	1	33					2					coffee_love_101008_04_20	coffee_love_101008_04_20		1
142	4	33	3	34													1
143	4	34	1	35					1					coffee_love_101008_04_21	coffee_love_101008_04_21		1
144	4	35	3	36													1
145	4	36	1	37					1					coffee_love_101008_04_22	coffee_love_101008_04_22		1
146	4	37	3	38													1
147	4	38	3	39													1
148	4	39	1	40					3					coffee_love_101008_04_23	coffee_love_101008_04_23		1
149	4	40	3	41													1
150	4	41	1	42					1					coffee_love_101008_04_24	coffee_love_101008_04_24		1
151	4	42	1					200901	1					coffee_love_101008_04_25	coffee_love_101008_04_25	1	1
152	5	1	1		2	12	23		1					coffee_love_102008_01_01	coffee_love_102008_01_01		1
153	5	2	1	3					3	6				coffee_love_102008_01_02	coffee_love_102008_01_02		1
154	5	3	3	4													1
155	5	4	1	5										coffee_love_102008_01_03	coffee_love_102008_01_03		1
156	5	5	3	6													1
157	5	6	1	7				201401	4					coffee_love_102008_01_04	coffee_love_102008_01_04		1
158	5	7	3	8													1
159	5	8	1	9					5					coffee_love_102008_01_05	coffee_love_102008_01_05		1
160	5	9	3	10													1
161	5	10	1	11				200302	5					coffee_love_102008_01_06	coffee_love_102008_01_06		1
162	5	11	3	31													1
163	5	12	1	13				200701	5					coffee_love_102008_01_07	coffee_love_102008_01_07		1
164	5	13	3	14													1
165	5	14	3	15													1
166	5	15	1	16				200501	1					coffee_love_102008_01_08	coffee_love_102008_01_08		1
167	5	16	3	17													1
168	5	17	1	18				200701	5					coffee_love_102008_01_09	coffee_love_102008_01_09		1
169	5	18	1	19					5					coffee_love_102008_01_10	coffee_love_102008_01_10		1
170	5	19	3	20													1
171	5	20	1	21				200302	5					coffee_love_102008_01_11	coffee_love_102008_01_11		1
172	5	21	1	22				200101	5					coffee_love_102008_01_12	coffee_love_102008_01_12		1
173	5	22	3	31													1
174	5	23	1	24					3	4				coffee_love_102008_01_13	coffee_love_102008_01_13		1
175	5	24	3	25													1
176	5	25	1	26				201401	5					coffee_love_102008_01_14	coffee_love_102008_01_14		1
177	5	26	3	27													1
178	5	27	1	28				200701	5					coffee_love_102008_01_15	coffee_love_102008_01_15		1
179	5	28	3	29													1
180	5	29	1	30				200302	5					coffee_love_102008_01_16	coffee_love_102008_01_16		1
181	5	30	3	31													1
182	5	31	1					201301	3					coffee_love_102008_01_17	coffee_love_102008_01_17	1	1
183	6	1	1		2	14	28		3					coffee_love_102008_02_01	coffee_love_102008_02_01		1
184	6	2	1	3				200701	5					coffee_love_102008_02_02	coffee_love_102008_02_02		1
185	6	3	3	4													1
186	6	4	1	5				200302	5					coffee_love_102008_02_03	coffee_love_102008_02_03		1
187	6	5	1	6					5					coffee_love_102008_02_04	coffee_love_102008_02_04		1
188	6	6	3	7													1
189	6	7	1	8				200801	1					coffee_love_102008_02_05	coffee_love_102008_02_05		1
190	6	8	1	9				200601	5					coffee_love_102008_02_06	coffee_love_102008_02_06		1
191	6	9	3	10													1
192	6	10	1	11				201401	5					coffee_love_102008_02_07	coffee_love_102008_02_07		1
193	6	11	3	12													1
194	6	12	1	13				200401	1					coffee_love_102008_02_08	coffee_love_102008_02_08		1
195	6	13	3	42													1
196	6	14	1	15				200101	4					coffee_love_102008_02_09	coffee_love_102008_02_09		1
197	6	15	3	16													1
198	6	16	1	17				200601	4					coffee_love_102008_02_10	coffee_love_102008_02_10		1
199	6	17	3	18													1
200	6	18	1	19				200601	5					coffee_love_102008_02_11	coffee_love_102008_02_11		1
201	6	19	3	20													1
202	6	20	1	21				200601	5					coffee_love_102008_02_12	coffee_love_102008_02_12		1
203	6	21	3	22													1
204	6	22	1	23				200801	1					coffee_love_102008_02_13	coffee_love_102008_02_13		1
205	6	23	3	24													1
206	6	24	1	25					5					coffee_love_102008_02_14	coffee_love_102008_02_14		1
207	6	25	1	26				200601	5					coffee_love_102008_02_15	coffee_love_102008_02_15		1
208	6	26	1	27				200101	5					coffee_love_102008_02_16	coffee_love_102008_02_16		1
209	6	27	3	42													1
210	6	28	1	29				200302	5					coffee_love_102008_02_17	coffee_love_102008_02_17		1
211	6	29	3	30													1
212	6	30	1	31				200301	5					coffee_love_102008_02_18	coffee_love_102008_02_18		1
213	6	31	3	32													1
214	6	32	1	33					5					coffee_love_102008_02_19	coffee_love_102008_02_19		1
215	6	33	3	34													1
216	6	34	1	35					1					coffee_love_102008_02_20	coffee_love_102008_02_20		1
217	6	35	3	36													1
218	6	36	1	37				200404	5					coffee_love_102008_02_21	coffee_love_102008_02_21		1
219	6	37	1	38				200801	1					coffee_love_102008_02_22	coffee_love_102008_02_22		1
220	6	38	1	39				200401	5					coffee_love_102008_02_23	coffee_love_102008_02_23		1
221	6	39	3	40													1
222	6	40	1	41				200103	5					coffee_love_102008_02_24	coffee_love_102008_02_24		1
223	6	41	3	42													1
224	6	42	1					200103	1					coffee_love_102008_02_25	coffee_love_102008_02_25	1	1
225	7	1	1		2	19	32	200602	5					coffee_love_102008_03_01	coffee_love_102008_03_01		1
226	7	2	3	3													1
227	7	3	1	4				200101	2					coffee_love_102008_03_02	coffee_love_102008_03_02		1
228	7	4	3	5													1
229	7	5	3	6													1
230	7	6	1	7				200501	1					coffee_love_102008_03_03	coffee_love_102008_03_03		1
231	7	7	3	8													1
232	7	8	1	9				200103	1					coffee_love_102008_03_04	coffee_love_102008_03_04		1
233	7	9	1	10				200602	5					coffee_love_102008_03_05	coffee_love_102008_03_05		1
234	7	10	3	11													1
235	7	11	1	12					5					coffee_love_102008_03_06	coffee_love_102008_03_06		1
236	7	12	3	13													1
237	7	13	1	14				200701	5					coffee_love_102008_03_07	coffee_love_102008_03_07		1
238	7	14	1	15				200301	5					coffee_love_102008_03_08	coffee_love_102008_03_08		1
239	7	15	3	16													1
240	7	16	1	17				200601	4	5				coffee_love_102008_03_09	coffee_love_102008_03_09		1
241	7	17	1	18										coffee_love_102008_03_10	coffee_love_102008_03_10		1
242	7	18	1	49										coffee_love_102008_03_11	coffee_love_102008_03_11		1
243	7	19	3	20													1
244	7	20	1	21				200602	5					coffee_love_102008_03_12	coffee_love_102008_03_12		1
245	7	21	1	22				201401	5	6				coffee_love_102008_03_13	coffee_love_102008_03_13		1
246	7	22	3	23													1
247	7	23	3	24													1
248	7	24	1	25				201401	5					coffee_love_102008_03_14	coffee_love_102008_03_14		1
249	7	25	3	26													1
250	7	26	1	27				201401	5					coffee_love_102008_03_15	coffee_love_102008_03_15		1
251	7	27	3	28													1
252	7	28	1	29				201301	4					coffee_love_102008_03_16	coffee_love_102008_03_16		1
253	7	29	1	30				200101	4					coffee_love_102008_03_17	coffee_love_102008_03_17		1
254	7	30	3	31													1
255	7	31	1	49				200901	5					coffee_love_102008_03_18	coffee_love_102008_03_18		1
256	7	32	1	33										coffee_love_102008_03_19	coffee_love_102008_03_19		1
257	7	33	3	34													1
258	7	34	1	35				201401	3					coffee_love_102008_03_20	coffee_love_102008_03_20		1
259	7	35	1	36				200602	4					coffee_love_102008_03_21	coffee_love_102008_03_21		1
260	7	36	1	37				200602	4	5				coffee_love_102008_03_22	coffee_love_102008_03_22		1
261	7	37	3	38													1
262	7	38	1	39										coffee_love_102008_03_23	coffee_love_102008_03_23		1
263	7	39	3	40													1
264	7	40	3	41													1
265	7	41	3	42													1
266	7	42	1	43				200101	5					coffee_love_102008_03_24	coffee_love_102008_03_24		1
267	7	43	3	44													1
268	7	44	1	45				200201	1					coffee_love_102008_03_25	coffee_love_102008_03_25		1
269	7	45	1	46				200101	5					coffee_love_102008_03_26	coffee_love_102008_03_26		1
270	7	46	3	47													1
271	7	47	1	48				200404	1					coffee_love_102008_03_27	coffee_love_102008_03_27		1
272	7	48	3	49													1
273	7	49	1					200103	1					coffee_love_102008_03_28	coffee_love_102008_03_28	1	1
274	8	1	1		2	23	41	200103	1	5				coffee_love_102008_04_01	coffee_love_102008_04_01		1
275	8	2	1	3				200701	5					coffee_love_102008_04_02	coffee_love_102008_04_02		1
276	8	3	3	4													1
277	8	4	1	5					5					coffee_love_102008_04_03	coffee_love_102008_04_03		1
278	8	5	3	6													1
279	8	6	1	7					3					coffee_love_102008_04_04	coffee_love_102008_04_04		1
280	8	7	3	8													1
281	8	8	1	9				200701	5					coffee_love_102008_04_05	coffee_love_102008_04_05		1
282	8	9	3	10													1
283	8	10	1	11					5					coffee_love_102008_04_06	coffee_love_102008_04_06		1
284	8	11	1	12					5					coffee_love_102008_04_07	coffee_love_102008_04_07		1
285	8	12	3	13													1
286	8	13	1	14				200401	5					coffee_love_102008_04_08	coffee_love_102008_04_08		1
287	8	14	1	15				200401	5					coffee_love_102008_04_09	coffee_love_102008_04_09		1
288	8	15	3	16													1
289	8	16	3	17													1
290	8	17	1	18				200401	5					coffee_love_102008_04_10	coffee_love_102008_04_10		1
291	8	18	3	19													1
292	8	19	3	20													1
293	8	20	1	21				200101	2					coffee_love_102008_04_11	coffee_love_102008_04_11		1
294	8	21	3	22													1
295	8	22	1	57				200103	1					coffee_love_102008_04_12	coffee_love_102008_04_12		1
296	8	23	1	24				201401	5					coffee_love_102008_04_13	coffee_love_102008_04_13		1
297	8	24	3	25													1
298	8	25	1	26				201401	4					coffee_love_102008_04_14	coffee_love_102008_04_14		1
299	8	26	3	27													1
300	8	27	3	28													1
301	8	28	1	29				200702	5					coffee_love_102008_04_15	coffee_love_102008_04_15		1
302	8	29	1	30				200603	5					coffee_love_102008_04_16	coffee_love_102008_04_16		1
303	8	30	3	31													1
304	8	31	1	32				200801	1					coffee_love_102008_04_17	coffee_love_102008_04_17		1
305	8	32	1	33				200601	5					coffee_love_102008_04_18	coffee_love_102008_04_18		1
306	8	33	3	34													1
307	8	34	1	35				200501	1					coffee_love_102008_04_19	coffee_love_102008_04_19		1
308	8	35	3	36													1
309	8	36	1	37				200201	1					coffee_love_102008_04_20	coffee_love_102008_04_20		1
310	8	37	3	38													1
311	8	38	1	39				200404	5					coffee_love_102008_04_21	coffee_love_102008_04_21		1
312	8	39	3	40													1
313	8	40	3	57													1
314	8	41	3	42													1
315	8	42	1	43				200601	5					coffee_love_102008_04_22	coffee_love_102008_04_22		1
316	8	43	3	44													1
317	8	44	1	45				200601	5					coffee_love_102008_04_23	coffee_love_102008_04_23		1
318	8	45	3	46													1
319	8	46	1	47				200601	5					coffee_love_102008_04_24	coffee_love_102008_04_24		1
320	8	47	3	48													1
321	8	48	1	49				200404	1					coffee_love_102008_04_25	coffee_love_102008_04_25		1
322	8	49	3	50													1
323	8	50	1	51				200404	5					coffee_love_102008_04_26	coffee_love_102008_04_26		1
324	8	51	1	52				200404	5					coffee_love_102008_04_27	coffee_love_102008_04_27		1
325	8	52	1	53				200404	5					coffee_love_102008_04_28	coffee_love_102008_04_28		1
326	8	53	3	54													1
327	8	54	3	55													1
328	8	55	3	56													1
329	8	56	3	57													1
330	8	57	1	58				200401	1					coffee_love_102008_04_29	coffee_love_102008_04_29		1
331	8	58	3	59													1
332	8	59	1					200801	5					coffee_love_102008_04_30	coffee_love_102008_04_30	1	1
333	9	1	1		2	14	29							coffee_love_103008_01_01	coffee_love_103008_01_01		1
334	9	2	1	3				201301	1	6				coffee_love_103008_01_02	coffee_love_103008_01_02		1
335	9	3	3	4													1
336	9	4	1	5					4					coffee_love_103008_01_03	coffee_love_103008_01_03		1
337	9	5	3	6													1
338	9	6	1	7				200601	4					coffee_love_103008_01_04	coffee_love_103008_01_04		1
339	9	7	3	8													1
340	9	8	1	9				200501	1	4				coffee_love_103008_01_05	coffee_love_103008_01_05		1
341	9	9	1	10										coffee_love_103008_01_06	coffee_love_103008_01_06		1
342	9	10	3	11													1
343	9	11	1	12				200101	1					coffee_love_103008_01_07	coffee_love_103008_01_07		1
344	9	12	1	13				200601	1					coffee_love_103008_01_08	coffee_love_103008_01_08		1
345	9	13	3	45													1
346	9	14	1	15				200501	4	2				coffee_love_103008_01_09	coffee_love_103008_01_09		1
347	9	15	3	16													1
348	9	16	3	17													1
349	9	17	1	18				201001	1	5				coffee_love_103008_01_10	coffee_love_103008_01_10		1
350	9	18	3	19													1
351	9	19	1	20										coffee_love_103008_01_11	coffee_love_103008_01_11		1
352	9	20	1	21										coffee_love_103008_01_12	coffee_love_103008_01_12		1
353	9	21	1	22										coffee_love_103008_01_13	coffee_love_103008_01_13		1
354	9	22	3	23													1
355	9	23	1	24				200101	1					coffee_love_103008_01_14	coffee_love_103008_01_14		1
356	9	24	3	25													1
357	9	25	3	26													1
358	9	26	1	27				200101	1	6				coffee_love_103008_01_15	coffee_love_103008_01_15		1
359	9	27	3	28													1
360	9	28	1	45										coffee_love_103008_01_16	coffee_love_103008_01_16		1
361	9	29	1	30				200101	4					coffee_love_103008_01_17	coffee_love_103008_01_17		1
362	9	30	3	31													1
363	9	31	3	32													1
364	9	32	1	33				200101	1	6				coffee_love_103008_01_18	coffee_love_103008_01_18		1
365	9	33	3	34													1
366	9	34	3	35													1
367	9	35	1	36										coffee_love_103008_01_19	coffee_love_103008_01_19		1
368	9	36	3	37													1
369	9	37	1	38					4					coffee_love_103008_01_20	coffee_love_103008_01_20		1
370	9	38	3	39													1
371	9	39	3	40													1
372	9	40	1	41				200601	4					coffee_love_103008_01_21	coffee_love_103008_01_21		1
373	9	41	1	42				200601	4					coffee_love_103008_01_22	coffee_love_103008_01_22		1
374	9	42	3	43													1
375	9	43	1	44				201001	1					coffee_love_103008_01_23	coffee_love_103008_01_23		1
376	9	44	3	45													1
377	9	45	1					200101	1					coffee_love_103008_01_24	coffee_love_103008_01_24	1	1
378	10	1	1		2	22	39	200101	1					coffee_love_103008_02_01	coffee_love_103008_02_01		1
379	10	2	1	3				200601	1	7				coffee_love_103008_02_02	coffee_love_103008_02_02		1
380	10	3	3	4													1
381	10	4	1	5										coffee_love_103008_02_03	coffee_love_103008_02_03		1
382	10	5	1	6				200601	4					coffee_love_103008_02_04	coffee_love_103008_02_04		1
383	10	6	1	7				200601	4					coffee_love_103008_02_05	coffee_love_103008_02_05		1
384	10	7	3	8													1
385	10	8	3	9													1
386	10	9	1	10				200601	4					coffee_love_103008_02_06	coffee_love_103008_02_06		1
387	10	10	3	11													1
388	10	11	1	12				200601	1					coffee_love_103008_02_07	coffee_love_103008_02_07		1
389	10	12	3	13													1
390	10	13	3	14													1
391	10	14	1	15				200601	1	6				coffee_love_103008_02_08	coffee_love_103008_02_08		1
392	10	15	3	16													1
393	10	16	1	17										coffee_love_103008_02_09	coffee_love_103008_02_09		1
394	10	17	3	18													1
395	10	18	3	19													1
396	10	19	3	20													1
397	10	20	1	21				200101	1					coffee_love_103008_02_10	coffee_love_103008_02_10		1
398	10	21	3	60													1
399	10	22	1	23				200101	1	5				coffee_love_103008_02_11	coffee_love_103008_02_11		1
400	10	23	1	24										coffee_love_103008_02_12	coffee_love_103008_02_12		1
401	10	24	3	25													1
402	10	25	1	26					4					coffee_love_103008_02_13	coffee_love_103008_02_13		1
403	10	26	3	27													1
404	10	27	3	28													1
405	10	28	1	29				200501	4					coffee_love_103008_02_14	coffee_love_103008_02_14		1
406	10	29	1	30				200601	4					coffee_love_103008_02_15	coffee_love_103008_02_15		1
407	10	30	1	31				200501	3					coffee_love_103008_02_16	coffee_love_103008_02_16		1
408	10	31	1	32				200501	3	5				coffee_love_103008_02_17	coffee_love_103008_02_17		1
409	10	32	3	33													1
410	10	33	1	34				200601	1					coffee_love_103008_02_18	coffee_love_103008_02_18		1
411	10	34	1	35				200601	1					coffee_love_103008_02_19	coffee_love_103008_02_19		1
412	10	35	3	36													1
413	10	36	1	37				200101	4					coffee_love_103008_02_20	coffee_love_103008_02_20		1
414	10	37	3	38													1
415	10	38	1	60				201301	1					coffee_love_103008_02_21	coffee_love_103008_02_21		1
416	10	39	1	40				200101	1	5				coffee_love_103008_02_22	coffee_love_103008_02_22		1
417	10	40	3	41													1
418	10	41	1	42										coffee_love_103008_02_23	coffee_love_103008_02_23		1
419	10	42	1	43										coffee_love_103008_02_24	coffee_love_103008_02_24		1
420	10	43	3	44													1
421	10	44	1	45				200601	4					coffee_love_103008_02_25	coffee_love_103008_02_25		1
422	10	45	3	46													1
423	10	46	1	47				200601	4					coffee_love_103008_02_26	coffee_love_103008_02_26		1
424	10	47	3	48													1
425	10	48	3	49													1
426	10	49	1	50				200101	1					coffee_love_103008_02_27	coffee_love_103008_02_27		1
427	10	50	3	51													1
428	10	51	1	52				200601	1					coffee_love_103008_02_28	coffee_love_103008_02_28		1
429	10	52	3	53													1
430	10	53	1	54				201001	1					coffee_love_103008_02_29	coffee_love_103008_02_29		1
431	10	54	3	55													1
432	10	55	1	56				200601	4					coffee_love_103008_02_30	coffee_love_103008_02_30		1
433	10	56	3	57													1
434	10	57	1	58				201001	4					coffee_love_103008_02_31	coffee_love_103008_02_31		1
435	10	58	1	59				200201	4					coffee_love_103008_02_32	coffee_love_103008_02_32		1
436	10	59	3	60													1
437	10	60	1	61				200101	1					coffee_love_103008_02_33	coffee_love_103008_02_33		1
438	10	61	3													1	1
439	11	1	1		2	22	36	200501	4					coffee_love_103008_03_01	coffee_love_103008_03_01		1
440	11	2	1	3				200101	1	5				coffee_love_103008_03_02	coffee_love_103008_03_02		1
441	11	3	3	4													1
442	11	4	1	5										coffee_love_103008_03_03	coffee_love_103008_03_03		1
443	11	5	3	6													1
444	11	6	3	7													1
445	11	7	1	8				200501	2	6				coffee_love_103008_03_04	coffee_love_103008_03_04		1
446	11	8	3	9													1
447	11	9	1	10										coffee_love_103008_03_05	coffee_love_103008_03_05		1
448	11	10	3	11													1
449	11	11	1	12				200601	4					coffee_love_103008_03_06	coffee_love_103008_03_06		1
450	11	12	1	13				200601	4					coffee_love_103008_03_07	coffee_love_103008_03_07		1
451	11	13	1	14				200601	4					coffee_love_103008_03_08	coffee_love_103008_03_08		1
452	11	14	1	15				201001	1	4				coffee_love_103008_03_09	coffee_love_103008_03_09		1
453	11	15	3	16													1
454	11	16	1	17										coffee_love_103008_03_10	coffee_love_103008_03_10		1
455	11	17	1	18				200101	1					coffee_love_103008_03_11	coffee_love_103008_03_11		1
456	11	18	1	19				200101	1					coffee_love_103008_03_12	coffee_love_103008_03_12		1
457	11	19	3	20													1
458	11	20	1	21				200101	1					coffee_love_103008_03_13	coffee_love_103008_03_13		1
459	11	21	3	57													1
460	11	22	1	23					4	6				coffee_love_103008_03_14	coffee_love_103008_03_14		1
461	11	23	3	24													1
462	11	24	1	25										coffee_love_103008_03_15	coffee_love_103008_03_15		1
463	11	25	3	26													1
464	11	26	1	27				200301	3					coffee_love_103008_03_16	coffee_love_103008_03_16		1
465	11	27	1	28				200301	3					coffee_love_103008_03_17	coffee_love_103008_03_17		1
466	11	28	1	29				200301	3					coffee_love_103008_03_18	coffee_love_103008_03_18		1
467	11	29	3	30													1
468	11	30	1	31				200301	3					coffee_love_103008_03_19	coffee_love_103008_03_19		1
469	11	31	1	32				200101	1					coffee_love_103008_03_20	coffee_love_103008_03_20		1
470	11	32	1	33				200101	1	5				coffee_love_103008_03_21	coffee_love_103008_03_21		1
471	11	33	3	34													1
472	11	34	1	35										coffee_love_103008_03_22	coffee_love_103008_03_22		1
473	11	35	3	57													1
474	11	36	1	37				200101	1					coffee_love_103008_03_23	coffee_love_103008_03_23		1
475	11	37	1	38				200101	1					coffee_love_103008_03_24	coffee_love_103008_03_24		1
476	11	38	1	39				201301	1					coffee_love_103008_03_25	coffee_love_103008_03_25		1
477	11	39	3	40													1
478	11	40	1	41				200101	3					coffee_love_103008_03_26	coffee_love_103008_03_26		1
479	11	41	1	42				200101	3	5				coffee_love_103008_03_27	coffee_love_103008_03_27		1
480	11	42	3	43													1
481	11	43	1	44										coffee_love_103008_03_28	coffee_love_103008_03_28		1
