phoneId	id	status
4_16	125	1
4_17	126	1
4_18	127	1
4_19	128	1
4_20	129	1
4_21	130	1
4_22	131	1
4_23	132	1
4_24	133	1
4_25	134	1
4_26	135	1
4_27	136	1
4_28	137	1
4_29	138	1
4_30	139	1
4_31	140	1
4_32	141	1
4_33	142	1
4_34	143	1
4_35	144	1
4_36	145	1
4_37	146	1
4_38	147	1
4_39	148	1
4_40	149	1
4_41	150	1
4_42	151	1
5_1	152	1
5_2	153	1
5_3	154	1
5_4	155	1
5_5	156	1
5_6	157	1
5_7	158	1
5_8	159	1
5_9	160	1
5_10	161	1
5_11	162	1
5_12	163	1
5_13	164	1
5_14	165	1
5_15	166	1
5_16	167	1
5_17	168	1
5_18	169	1
5_19	170	1
5_20	171	1
5_21	172	1
5_22	173	1
5_23	174	1
5_24	175	1
5_25	176	1
5_26	177	1
5_27	178	1
5_28	179	1
5_29	180	1
5_30	181	1
5_31	182	1
6_1	183	1
6_2	184	1
6_3	185	1
6_4	186	1
6_5	187	1
6_6	188	1
6_7	189	1
6_8	190	1
6_9	191	1
6_10	192	1
6_11	193	1
6_12	194	1
6_13	195	1
6_14	196	1
6_15	197	1
6_16	198	1
6_17	199	1
6_18	200	1
6_19	201	1
6_20	202	1
6_21	203	1
6_22	204	1
6_23	205	1
6_24	206	1
6_25	207	1
6_26	208	1
6_27	209	1
6_28	210	1
6_29	211	1
6_30	212	1
6_31	213	1
6_32	214	1
6_33	215	1
6_34	216	1
6_35	217	1
6_36	218	1
6_37	219	1
6_38	220	1
6_39	221	1
6_40	222	1
6_41	223	1
6_42	224	1
7_1	225	1
7_2	226	1
7_3	227	1
7_4	228	1
7_5	229	1
7_6	230	1
7_7	231	1
7_8	232	1
7_9	233	1
7_10	234	1
7_11	235	1
7_12	236	1
7_13	237	1
7_14	238	1
7_15	239	1
7_16	240	1
7_17	241	1
7_18	242	1
7_19	243	1
7_20	244	1
7_21	245	1
7_22	246	1
7_23	247	1
7_24	248	1
7_25	249	1
7_26	250	1
7_27	251	1
7_28	252	1
7_29	253	1
7_30	254	1
7_31	255	1
7_32	256	1
7_33	257	1
7_34	258	1
7_35	259	1
7_36	260	1
7_37	261	1
7_38	262	1
7_39	263	1
7_40	264	1
7_41	265	1
7_42	266	1
7_43	267	1
7_44	268	1
7_45	269	1
7_46	270	1
7_47	271	1
7_48	272	1
7_49	273	1
8_1	274	1
8_2	275	1
8_3	276	1
8_4	277	1
8_5	278	1
8_6	279	1
8_7	280	1
8_8	281	1
8_9	282	1
8_10	283	1
8_11	284	1
8_12	285	1
8_13	286	1
8_14	287	1
8_15	288	1
8_16	289	1
8_17	290	1
8_18	291	1
8_19	292	1
8_20	293	1
8_21	294	1
8_22	295	1
8_23	296	1
8_24	297	1
8_25	298	1
8_26	299	1
8_27	300	1
8_28	301	1
8_29	302	1
8_30	303	1
8_31	304	1
8_32	305	1
8_33	306	1
8_34	307	1
8_35	308	1
8_36	309	1
8_37	310	1
8_38	311	1
8_39	312	1
8_40	313	1
8_41	314	1
8_42	315	1
8_43	316	1
8_44	317	1
8_45	318	1
8_46	319	1
8_47	320	1
8_48	321	1
8_49	322	1
8_50	323	1
8_51	324	1
8_52	325	1
8_53	326	1
8_54	327	1
8_55	328	1
8_56	329	1
8_57	330	1
8_58	331	1
8_59	332	1
9_1	333	1
9_2	334	1
9_3	335	1
9_4	336	1
9_5	337	1
9_6	338	1
9_7	339	1
9_8	340	1
9_9	341	1
9_10	342	1
9_11	343	1
9_12	344	1
9_13	345	1
9_14	346	1
9_15	347	1
9_16	348	1
9_17	349	1
9_18	350	1
9_19	351	1
9_20	352	1
9_21	353	1
9_22	354	1
9_23	355	1
9_24	356	1
9_25	357	1
9_26	358	1
9_27	359	1
9_28	360	1
9_29	361	1
9_30	362	1
9_31	363	1
9_32	364	1
9_33	365	1
9_34	366	1
9_35	367	1
9_36	368	1
9_37	369	1
9_38	370	1
9_39	371	1
9_40	372	1
9_41	373	1
9_42	374	1
9_43	375	1
9_44	376	1
9_45	377	1
10_1	378	1
10_2	379	1
10_3	380	1
10_4	381	1
10_5	382	1
10_6	383	1
10_7	384	1
10_8	385	1
10_9	386	1
10_10	387	1
10_11	388	1
10_12	389	1
10_13	390	1
10_14	391	1
10_15	392	1
10_16	393	1
10_17	394	1
10_18	395	1
10_19	396	1
10_20	397	1
10_21	398	1
10_22	399	1
10_23	400	1
10_24	401	1
10_25	402	1
10_26	403	1
10_27	404	1
10_28	405	1
10_29	406	1
10_30	407	1
10_31	408	1
10_32	409	1
10_33	410	1
10_34	411	1
10_35	412	1
10_36	413	1
10_37	414	1
10_38	415	1
10_39	416	1
10_40	417	1
10_41	418	1
10_42	419	1
10_43	420	1
10_44	421	1
10_45	422	1
10_46	423	1
10_47	424	1
10_48	425	1
10_49	426	1
10_50	427	1
10_51	428	1
10_52	429	1
10_53	430	1
10_54	431	1
10_55	432	1
10_56	433	1
10_57	434	1
10_58	435	1
10_59	436	1
10_60	437	1
10_61	438	1
11_1	439	1
11_2	440	1
11_3	441	1
11_4	442	1
11_5	443	1
11_6	444	1
11_7	445	1
11_8	446	1
11_9	447	1
11_10	448	1
11_11	449	1
11_12	450	1
11_13	451	1
11_14	452	1
11_15	453	1
11_16	454	1
11_17	455	1
11_18	456	1
11_19	457	1
11_20	458	1
11_21	459	1
11_22	460	1
11_23	461	1
11_24	462	1
11_25	463	1
11_26	464	1
11_27	465	1
11_28	466	1
11_29	467	1
11_30	468	1
11_31	469	1
11_32	470	1
11_33	471	1
11_34	472	1
11_35	473	1
11_36	474	1
11_37	475	1
11_38	476	1
11_39	477	1
11_40	478	1
11_41	479	1
11_42	480	1
11_43	481	1
11_44	482	1
11_45	483	1
11_46	484	1
11_47	485	1
11_48	486	1
11_49	487	1
11_50	488	1
11_51	489	1
11_52	490	1
11_53	491	1
11_54	492	1
11_55	493	1
11_56	494	1
11_57	495	1
12_1	496	1
12_2	497	1
12_3	498	1
12_4	499	1
12_5	500	1
12_6	501	1
12_7	502	1
12_8	503	1
12_9	504	1
12_10	505	1
12_11	506	1
12_12	507	1
12_13	508	1
12_14	509	1
12_15	510	1
12_16	511	1
12_17	512	1
12_18	513	1
12_19	514	1
12_20	515	1
12_21	516	1
12_22	517	1
12_23	518	1
12_24	519	1
12_25	520	1
12_26	521	1
12_27	522	1
12_28	523	1
12_29	524	1
12_30	525	1
12_31	526	1
12_32	527	1
12_33	528	1
12_34	529	1
12_35	530	1
13_1	531	1
13_2	532	1
13_3	533	1
13_4	534	1
13_5	535	1
13_6	536	1
13_7	537	1
13_8	538	1
13_9	539	1
13_10	540	1
13_11	541	1
13_12	542	1
13_13	543	1
13_14	544	1
13_15	545	1
13_16	546	1
13_17	547	1
13_18	548	1
13_19	549	1
13_20	550	1
13_21	551	1
13_22	552	1
13_23	553	1
13_24	554	1
13_25	555	1
13_26	556	1
13_27	557	1
13_28	558	1
13_29	559	1
13_30	560	1
13_31	561	1
13_32	562	1
13_33	563	1
13_34	564	1
13_35	565	1
13_36	566	1
13_37	567	1
13_38	568	1
13_39	569	1
13_40	570	1
13_41	571	1
13_42	572	1
13_43	573	1
13_44	574	1
13_45	575	1
13_46	576	1
13_47	577	1
13_48	578	1
13_49	579	1
13_50	580	1
14_1	581	1
14_2	582	1
14_3	583	1
14_4	584	1
14_5	585	1
14_6	586	1
14_7	587	1
14_8	588	1
14_9	589	1
14_10	590	1
14_11	591	1
14_12	592	1
14_13	593	1
14_14	594	1
14_15	595	1
14_16	596	1
14_17	597	1
14_18	598	1
14_19	599	1
14_20	600	1
14_21	601	1
14_22	602	1
14_23	603	1
14_24	604	1
14_25	605	1
14_26	606	1
14_27	607	1
14_28	608	1
14_29	609	1
14_30	610	1
14_31	611	1
14_32	612	1
14_33	613	1
14_34	614	1
14_35	615	1
14_36	616	1
14_37	617	1
14_38	618	1
14_39	619	1
14_40	620	1
14_41	621	1
14_42	622	1
14_43	623	1
15_1	624	1
15_2	625	1
15_3	626	1
15_4	627	1
15_5	628	1
15_6	629	1
15_7	630	1
15_8	631	1
15_9	632	1
15_10	633	1
15_11	634	1
15_12	635	1
15_13	636	1
15_14	637	1
15_15	638	1
15_16	639	1
15_17	640	1
15_18	641	1
15_19	642	1
15_20	643	1
15_21	644	1
15_22	645	1
15_23	646	1
15_24	647	1
15_25	648	1
15_26	649	1
15_27	650	1
15_28	651	1
15_29	652	1
15_30	653	1
15_31	654	1
15_32	655	1
15_33	656	1
15_34	657	1
15_35	658	1
15_36	659	1
15_37	660	1
15_38	661	1
15_39	662	1
15_40	663	1
15_41	664	1
15_42	665	1
15_43	666	1
15_44	667	1
15_45	668	1
15_46	669	1
15_47	670	1
15_48	671	1
15_49	672	1
15_50	673	1
15_51	674	1
15_52	675	1
15_53	676	1
15_54	677	1
15_55	678	1
15_56	679	1
15_57	680	1
15_58	681	1
15_59	682	1
15_60	683	1
15_61	684	1
15_62	685	1
15_63	686	1
15_64	687	1
15_65	688	1
15_66	689	1
15_67	690	1
15_68	691	1
15_69	692	1
15_70	693	1
15_71	694	1
16_1	695	1
16_2	696	1
16_3	697	1
16_4	698	1
16_5	699	1
16_6	700	1
16_7	701	1
16_8	702	1
16_9	703	1
16_10	704	1
16_11	705	1
16_12	706	1
16_13	707	1
16_14	708	1
16_15	709	1
16_16	710	1
16_17	711	1
16_18	712	1
16_19	713	1
16_20	714	1
16_21	715	1
16_22	716	1
16_23	717	1
16_24	718	1
16_25	719	1
16_26	720	1
16_27	721	1
16_28	722	1
16_29	723	1
16_30	724	1
16_31	725	1
16_32	726	1
16_33	727	1
16_34	728	1
16_35	729	1
16_36	730	1
16_37	731	1
16_38	732	1
16_39	733	1
16_40	734	1
16_41	735	1
16_42	736	1
16_43	737	1
16_44	738	1
16_45	739	1
16_46	740	1
16_47	741	1
16_48	742	1
16_49	743	1
16_50	744	1
16_51	745	1
16_52	746	1
16_53	747	1
16_54	748	1
16_55	749	1
17_1	750	1
17_2	751	1
17_3	752	1
17_4	753	1
17_5	754	1
17_6	755	1
17_7	756	1
17_8	757	1
17_9	758	1
17_10	759	1
17_11	760	1
17_12	761	1
17_13	762	1
17_14	763	1
17_15	764	1
17_16	765	1
17_17	766	1
17_18	767	1
17_19	768	1
17_20	769	1
17_21	770	1
17_22	771	1
17_23	772	1
17_24	773	1
17_25	774	1
17_26	775	1
17_27	776	1
17_28	777	1
17_29	778	1
17_30	779	1
17_31	780	1
17_32	781	1
17_33	782	1
17_34	783	1
17_35	784	1
17_36	785	1
17_37	786	1
17_38	787	1
17_39	788	1
17_40	789	1
17_41	790	1
17_42	791	1
17_43	792	1
18_1	793	1
18_2	794	1
18_3	795	1
18_4	796	1
18_5	797	1
18_6	798	1
18_7	799	1
18_8	800	1
18_9	801	1
18_10	802	1
18_11	803	1
18_12	804	1
18_13	805	1
18_14	806	1
18_15	807	1
18_16	808	1
18_17	809	1
18_18	810	1
18_19	811	1
18_20	812	1
18_21	813	1
18_22	814	1
18_23	815	1
18_24	816	1
18_25	817	1
18_26	818	1
18_27	819	1
18_28	820	1
18_29	821	1
18_30	822	1
18_31	823	1
18_32	824	1
18_33	825	1
18_34	826	1
18_35	827	1
18_36	828	1
18_37	829	1
18_38	830	1
18_39	831	1
18_40	832	1
18_41	833	1
18_42	834	1
18_43	835	1
18_44	836	1
18_45	837	1
18_46	838	1
18_47	839	1
18_48	840	1
18_49	841	1
18_50	842	1
18_51	843	1
18_52	844	1
19_1	845	1
19_2	846	1
19_3	847	1
19_4	848	1
19_5	849	1
19_6	850	1
19_7	851	1
19_8	852	1
19_9	853	1
19_10	854	1
19_11	855	1
19_12	856	1
19_13	857	1
19_14	858	1
19_15	859	1
19_16	860	1
19_17	861	1
19_18	862	1
19_19	863	1
19_20	864	1
19_21	865	1
19_22	866	1
19_23	867	1
19_24	868	1
19_25	869	1
19_26	870	1
19_27	871	1
19_28	872	1
19_29	873	1
19_30	874	1
19_31	875	1
19_32	876	1
19_33	877	1
19_34	878	1
19_35	879	1
19_36	880	1
19_37	881	1
19_38	882	1
20_1	883	1
20_2	884	1
20_3	885	1
20_4	886	1
20_5	887	1
20_6	888	1
20_7	889	1
20_8	890	1
20_9	891	1
20_10	892	1
20_11	893	1
20_12	894	1
20_13	895	1
20_14	896	1
20_15	897	1
20_16	898	1
20_17	899	1
20_18	900	1
20_19	901	1
20_20	902	1
20_21	903	1
20_22	904	1
20_23	905	1
20_24	906	1
20_25	907	1
20_26	908	1
20_27	909	1
20_28	910	1
20_29	911	1
20_30	912	1
20_31	913	1
20_32	914	1
20_33	915	1
21_1	916	1
21_2	917	1
21_3	918	1
21_4	919	1
21_5	920	1
21_6	921	1
21_7	922	1
21_8	923	1
21_9	924	1
21_10	925	1
21_11	926	1
21_12	927	1
21_13	928	1
21_14	929	1
21_15	930	1
21_16	931	1
21_17	932	1
21_18	933	1
21_19	934	1
21_20	935	1
21_21	936	1
21_22	937	1
21_23	938	1
21_24	939	1
21_25	940	1
21_26	941	1
22_1	942	1
22_2	943	1
22_3	944	1
22_4	945	1
22_5	946	1
22_6	947	1
22_7	948	1
22_8	949	1
22_9	950	1
22_10	951	1
22_11	952	1
22_12	953	1
22_13	954	1
22_14	955	1
22_15	956	1
22_16	957	1
22_17	958	1
22_18	959	1
22_19	960	1
22_20	961	1
22_21	962	1
22_22	963	1
22_23	964	1
22_24	965	1
22_25	966	1
23_1	967	1
23_2	968	1
23_3	969	1
23_4	970	1
23_5	971	1
23_6	972	1
23_7	973	1
23_8	974	1
23_9	975	1
23_10	976	1
23_11	977	1
23_12	978	1
23_13	979	1
23_14	980	1
23_15	981	1
23_16	982	1
23_17	983	1
23_18	984	1
23_19	985	1
23_20	986	1
23_21	987	1
23_22	988	1
23_23	989	1
23_24	990	1
23_25	991	1
23_26	992	1
23_27	993	1
23_28	994	1
23_29	995	1
23_30	996	1
24_1	997	1
24_2	998	1
24_3	999	1
24_4	1000	1
24_5	1001	1
24_6	1002	1
24_7	1003	1
24_8	1004	1
24_9	1005	1
24_10	1006	1
24_11	1007	1
24_12	1008	1
24_13	1009	1
24_14	1010	1
24_15	1011	1
24_16	1012	1
24_17	1013	1
24_18	1014	1
24_19	1015	1
24_20	1016	1
24_21	1017	1
25_1	1018	1
25_2	1019	1
25_3	1020	1
25_4	1021	1
25_5	1022	1
25_6	1023	1
25_7	1024	1
25_8	1025	1
25_9	1026	1
25_10	1027	1
25_11	1028	1
25_12	1029	1
25_13	1030	1
25_14	1031	1
25_15	1032	1
25_16	1033	1
25_17	1034	1
25_18	1035	1
25_19	1036	1
25_20	1037	1
25_21	1038	1
25_22	1039	1
25_23	1040	1
25_24	1041	1
25_25	1042	1
25_26	1043	1
25_27	1044	1
25_28	1045	1
25_29	1046	1
25_30	1047	1
25_31	1048	1
25_32	1049	1
26_1	1050	1
26_2	1051	1
26_3	1052	1
26_4	1053	1
26_5	1054	1
26_6	1055	1
26_7	1056	1
26_8	1057	1
26_9	1058	1
26_10	1059	1
26_11	1060	1
26_12	1061	1
26_13	1062	1
26_14	1063	1
26_15	1064	1
26_16	1065	1
26_17	1066	1
26_18	1067	1
26_19	1068	1
26_20	1069	1
26_21	1070	1
26_22	1071	1
26_23	1072	1
26_24	1073	1
26_25	1074	1
26_26	1075	1
26_27	1076	1
26_28	1077	1
26_29	1078	1
26_30	1079	1
26_31	1080	1
26_32	1081	1
26_33	1082	1
26_34	1083	1
26_35	1084	1
26_36	1085	1
26_37	1086	1
26_38	1087	1
26_39	1088	1
26_40	1089	1
26_41	1090	1
27_1	1091	1
27_2	1092	1
27_3	1093	1
27_4	1094	1
27_5	1095	1
27_6	1096	1
27_7	1097	1
27_8	1098	1
27_9	1099	1
27_10	1100	1
27_11	1101	1
27_12	1102	1
27_13	1103	1
27_14	1104	1
27_15	1105	1
27_16	1106	1
27_17	1107	1
27_18	1108	1
27_19	1109	1
27_20	1110	1
27_21	1111	1
27_22	1112	1
27_23	1113	1
27_24	1114	1
27_25	1115	1
27_26	1116	1
27_27	1117	1
27_28	1118	1
27_29	1119	1
27_30	1120	1
27_31	1121	1
27_32	1122	1
27_33	1123	1
27_34	1124	1
27_35	1125	1
27_36	1126	1
27_37	1127	1
27_38	1128	1
27_39	1129	1
27_40	1130	1
27_41	1131	1
28_1	1132	1
28_2	1133	1
28_3	1134	1
28_4	1135	1
28_5	1136	1
28_6	1137	1
28_7	1138	1
28_8	1139	1
28_9	1140	1
28_10	1141	1
28_11	1142	1
28_12	1143	1
28_13	1144	1
28_14	1145	1
28_15	1146	1
28_16	1147	1
28_17	1148	1
28_18	1149	1
28_19	1150	1
28_20	1151	1
28_21	1152	1
28_22	1153	1
28_23	1154	1
28_24	1155	1
28_25	1156	1
28_26	1157	1
28_27	1158	1
28_28	1159	1
28_29	1160	1
28_30	1161	1
28_31	1162	1
28_32	1163	1
28_33	1164	1
28_34	1165	1
28_35	1166	1
28_36	1167	1
29_1	1168	1
29_2	1169	1
29_3	1170	1
29_4	1171	1
29_5	1172	1
29_6	1173	1
29_7	1174	1
29_8	1175	1
29_9	1176	1
29_10	1177	1
29_11	1178	1
29_12	1179	1
29_13	1180	1
29_14	1181	1
29_15	1182	1
29_16	1183	1
29_17	1184	1
29_18	1185	1
29_19	1186	1
29_20	1187	1
29_21	1188	1
29_22	1189	1
29_23	1190	1
29_24	1191	1
29_25	1192	1
29_26	1193	1
29_27	1194	1
29_28	1195	1
29_29	1196	1
29_30	1197	1
29_31	1198	1
29_32	1199	1
30_1	1200	1
30_2	1201	1
30_3	1202	1
30_4	1203	1
30_5	1204	1
30_6	1205	1
30_7	1206	1
30_8	1207	1
30_9	1208	1
30_10	1209	1
30_11	1210	1
30_12	1211	1
30_13	1212	1
30_14	1213	1
30_15	1214	1
30_16	1215	1
30_17	1216	1
30_18	1217	1
30_19	1218	1
30_20	1219	1
30_21	1220	1
30_22	1221	1
30_23	1222	1
30_24	1223	1
30_25	1224	1
30_26	1225	1
30_27	1226	1
30_28	1227	1
30_29	1228	1
30_30	1229	1
30_31	1230	1
30_32	1231	1
30_33	1232	1
30_34	1233	1
30_35	1234	1
30_36	1235	1
30_37	1236	1
30_38	1237	1
30_39	1238	1
30_40	1239	1
31_1	1240	1
31_2	1241	1
31_3	1242	1
31_4	1243	1
31_5	1244	1
31_6	1245	1
31_7	1246	1
31_8	1247	1
31_9	1248	1
31_10	1249	1
31_11	1250	1
31_12	1251	1
31_13	1252	1
31_14	1253	1
31_15	1254	1
31_16	1255	1
31_17	1256	1
31_18	1257	1
31_19	1258	1
31_20	1259	1
31_21	1260	1
31_22	1261	1
31_23	1262	1
31_24	1263	1
31_25	1264	1
31_26	1265	1
31_27	1266	1
31_28	1267	1
31_29	1268	1
31_30	1269	1
31_31	1270	1
31_32	1271	1
31_33	1272	1
32_1	1273	1
32_2	1274	1
32_3	1275	1
32_4	1276	1
32_5	1277	1
32_6	1278	1
32_7	1279	1
32_8	1280	1
32_9	1281	1
32_10	1282	1
32_11	1283	1
32_12	1284	1
32_13	1285	1
32_14	1286	1
32_15	1287	1
32_16	1288	1
32_17	1289	1
32_18	1290	1
32_19	1291	1
32_20	1292	1
32_21	1293	1
32_22	1294	1
32_23	1295	1
32_24	1296	1
32_25	1297	1
32_26	1298	1
32_27	1299	1
32_28	1300	1
32_29	1301	1
32_30	1302	1
32_31	1303	1
32_32	1304	1
32_33	1305	1
32_34	1306	1
32_35	1307	1
32_36	1308	1
32_37	1309	1
32_38	1310	1
32_39	1311	1
32_40	1312	1
32_41	1313	1
32_42	1314	1
32_43	1315	1
32_44	1316	1
32_45	1317	1
32_46	1318	1
32_47	1319	1
32_48	1320	1
32_49	1321	1
32_50	1322	1
32_51	1323	1
32_52	1324	1
32_53	1325	1
32_54	1326	1
32_55	1327	1
32_56	1328	1
32_57	1329	1
33_1	1330	1
33_2	1331	1
33_3	1332	1
33_4	1333	1
33_5	1334	1
33_6	1335	1
33_7	1336	1
33_8	1337	1
33_9	1338	1
33_10	1339	1
33_11	1340	1
33_12	1341	1
33_13	1342	1
33_14	1343	1
33_15	1344	1
33_16	1345	1
33_17	1346	1
33_18	1347	1
33_19	1348	1
33_20	1349	1
33_21	1350	1
33_22	1351	1
33_23	1352	1
33_24	1353	1
33_25	1354	1
33_26	1355	1
33_27	1356	1
33_28	1357	1
33_29	1358	1
33_30	1359	1
33_31	1360	1
33_32	1361	1
33_33	1362	1
33_34	1363	1
33_35	1364	1
33_36	1365	1
33_37	1366	1
33_38	1367	1
33_39	1368	1
33_40	1369	1
33_41	1370	1
33_42	1371	1
33_43	1372	1
33_44	1373	1
33_45	1374	1
34_1	1375	1
34_2	1376	1
34_3	1377	1
34_4	1378	1
34_5	1379	1
34_6	1380	1
34_7	1381	1
34_8	1382	1
34_9	1383	1
34_10	1384	1
34_11	1385	1
34_12	1386	1
34_13	1387	1
34_14	1388	1
34_15	1389	1
34_16	1390	1
34_17	1391	1
34_18	1392	1
34_19	1393	1
34_20	1394	1
34_21	1395	1
34_22	1396	1
34_23	1397	1
34_24	1398	1
34_25	1399	1
34_26	1400	1
34_27	1401	1
34_28	1402	1
34_29	1403	1
34_30	1404	1
34_31	1405	1
34_32	1406	1
34_33	1407	1
35_1	1408	1
35_2	1409	1
35_3	1410	1
35_4	1411	1
35_5	1412	1
35_6	1413	1
35_7	1414	1
35_8	1415	1
35_9	1416	1
35_10	1417	1
35_11	1418	1
35_12	1419	1
35_13	1420	1
35_14	1421	1
35_15	1422	1
35_16	1423	1
35_17	1424	1
35_18	1425	1
35_19	1426	1
35_20	1427	1
35_21	1428	1
35_22	1429	1
35_23	1430	1
35_24	1431	1
35_25	1432	1
35_26	1433	1
35_27	1434	1
35_28	1435	1
35_29	1436	1
35_30	1437	1
35_31	1438	1
35_32	1439	1
35_33	1440	1
35_34	1441	1
35_35	1442	1
35_36	1443	1
35_37	1444	1
35_38	1445	1
35_39	1446	1
35_40	1447	1
35_41	1448	1
35_42	1449	1
35_43	1450	1
36_1	1451	1
36_2	1452	1
36_3	1453	1
36_4	1454	1
36_5	1455	1
36_6	1456	1
36_7	1457	1
36_8	1458	1
36_9	1459	1
36_10	1460	1
36_11	1461	1
36_12	1462	1
36_13	1463	1
36_14	1464	1
36_15	1465	1
36_16	1466	1
36_17	1467	1
36_18	1468	1
36_19	1469	1
36_20	1470	1
36_21	1471	1
36_22	1472	1
36_23	1473	1
36_24	1474	1
36_25	1475	1
36_26	1476	1
36_27	1477	1
36_28	1478	1
36_29	1479	1
36_30	1480	1
36_31	1481	1
36_32	1482	1
36_33	1483	1
36_34	1484	1
36_35	1485	1
36_36	1486	1
36_37	1487	1
36_38	1488	1
36_39	1489	1
36_40	1490	1
36_41	1491	1
36_42	1492	1
36_43	1493	1
36_44	1494	1
36_45	1495	1
36_46	1496	1
