id	group	roleId	itemNum	randNum	probability	status
1309	4	803008	1	1000	3.70%	1
1310	4	802008	1	1000	3.70%	1
1311	4	127001	1	1000	3.70%	1
1312	4	103009	1	1000	3.70%	1
1313	4	104016	1	1000	3.70%	1
1314	4	144001	1	1000	3.70%	1
1315	4	125008	1	1000	3.70%	1
1316	4	103017	1	1000	3.70%	1
1317	4	102018	1	1000	3.70%	1
1318	4	149008	1	1000	3.70%	1
1319	4	143008	1	1000	3.70%	1
1320	4	122008	1	1000	3.70%	1
1321	4	133008	1	1000	3.70%	1
1322	4	119008	1	1000	3.70%	1
1323	4	123008	1	1000	3.70%	1
1324	4	151008	1	1000	3.70%	1
1325	4	148008	1	1000	3.70%	1
1326	4	154008	1	1000	3.70%	1
1327	4	146008	1	1000	3.70%	1
1401	5	122008	1	1000	3.13%	1
1402	5	149008	1	1000	3.13%	1
1403	5	143008	1	1000	3.13%	1
1404	5	110008	1	1000	3.13%	1
1405	5	116001	1	1000	3.13%	1
1406	5	141008	1	1000	3.13%	1
1407	5	140008	1	1000	3.13%	1
1408	5	160008	1	1000	3.13%	1
1409	5	139008	1	1000	3.13%	1
1410	5	135008	1	1000	3.13%	1
1411	5	101013	1	1000	3.13%	1
1412	5	102007	1	1000	3.13%	1
1413	5	103021	1	1000	3.13%	1
1414	5	104001	1	1000	3.13%	1
1415	5	105008	1	1000	3.13%	1
1416	5	106002	1	1000	3.13%	1
1417	5	107001	1	1000	3.13%	1
1418	5	108001	1	1000	3.13%	1
1419	5	108006	1	1000	3.13%	1
1420	5	109008	1	1000	3.13%	1
1421	5	111002	1	1000	3.13%	1
1422	5	113001	1	1000	3.13%	1
1423	5	114001	1	1000	3.13%	1
1424	5	115008	1	1000	3.13%	1
1425	5	117008	1	1000	3.13%	1
1426	5	121008	1	1000	3.13%	1
1427	5	127008	1	1000	3.13%	1
1428	5	130008	1	1000	3.13%	1
1429	5	131008	1	1000	3.13%	1
1430	5	136008	1	1000	3.13%	1
1431	5	137008	1	1000	3.13%	1
1432	5	904014	1	1000	3.13%	1
1501	6	122008	1	1000	3.13%	1
1502	6	149008	1	1000	3.13%	1
1503	6	143008	1	1000	3.13%	1
1504	6	110008	1	1000	3.13%	1
1505	6	116001	1	1000	3.13%	1
1506	6	141008	1	1000	3.13%	1
1507	6	140008	1	1000	3.13%	1
1508	6	160008	1	1000	3.13%	1
1509	6	139008	1	1000	3.13%	1
1510	6	135008	1	1000	3.13%	1
1511	6	101013	1	1000	3.13%	1
1512	6	102007	1	1000	3.13%	1
1513	6	103021	1	1000	3.13%	1
1514	6	104001	1	1000	3.13%	1
1515	6	105008	1	1000	3.13%	1
1516	6	106002	1	1000	3.13%	1
1517	6	107001	1	1000	3.13%	1
1518	6	108001	1	1000	3.13%	1
1519	6	108006	1	1000	3.13%	1
1520	6	109008	1	1000	3.13%	1
1521	6	111002	1	1000	3.13%	1
1522	6	113001	1	1000	3.13%	1
1523	6	114001	1	1000	3.13%	1
1524	6	115008	1	1000	3.13%	1
1525	6	117008	1	1000	3.13%	1
1526	6	121008	1	1000	3.13%	1
1527	6	127008	1	1000	3.13%	1
1528	6	130008	1	1000	3.13%	1
1529	6	131008	1	1000	3.13%	1
1530	6	136008	1	1000	3.13%	1
1531	6	137008	1	1000	3.13%	1
1532	6	904014	1	1000	3.13%	1
1601	7	108006	1	1000	3.57%	1
1602	7	140008	1	1000	3.57%	1
1603	7	125008	1	1000	3.57%	1
1604	7	127001	1	1000	3.57%	1
1605	7	144001	1	1000	3.57%	1
1606	7	133008	1	1000	3.57%	1
1607	7	123008	1	1000	3.57%	1
1608	7	119008	1	1000	3.57%	1
1609	7	122008	1	1000	3.57%	1
1610	7	143008	1	1000	3.57%	1
1611	7	149008	1	1000	3.57%	1
1612	7	147008	1	1000	3.57%	1
1613	7	159008	1	1000	3.57%	1
1614	7	126008	1	1000	3.57%	1
1615	7	131001	1	1000	3.57%	1
1616	7	151008	1	1000	3.57%	1
1617	7	148008	1	1000	3.57%	1
1618	7	135008	1	1000	3.57%	1
1619	7	154008	1	1000	3.57%	1
1620	7	146008	1	1000	3.57%	1
1621	7	160008	1	1000	3.57%	1
1622	7	139008	1	1000	3.57%	1
1623	7	156008	1	1000	3.57%	1
1624	7	158008	1	1000	3.57%	1
1625	7	163008	1	1000	3.57%	1
1626	7	132008	1	1000	3.57%	1
1627	7	155008	1	1000	3.57%	1
1628	7	145008	1	1000	3.57%	1
1701	8	108006	1	1000	3.45%	1
1702	8	140008	1	1000	3.45%	1
1703	8	144001	1	1000	3.45%	1
1704	8	133008	1	1000	3.45%	1
1705	8	123008	1	1000	3.45%	1
1706	8	119008	1	1000	3.45%	1
1707	8	127001	1	1000	3.45%	1
1708	8	125008	1	1000	3.45%	1
1709	8	122008	1	1000	3.45%	1
1710	8	143008	1	1000	3.45%	1
1711	8	149008	1	1000	3.45%	1
1712	8	147008	1	1000	3.45%	1
1713	8	159008	1	1000	3.45%	1
1714	8	126008	1	1000	3.45%	1
1715	8	131001	1	1000	3.45%	1
1716	8	151008	1	1000	3.45%	1
1717	8	148008	1	1000	3.45%	1
1718	8	154008	1	1000	3.45%	1
1719	8	146008	1	1000	3.45%	1
1720	8	160008	1	1000	3.45%	1
1721	8	156008	1	1000	3.45%	1
1722	8	158008	1	1000	3.45%	1
1723	8	163008	1	1000	3.45%	1
1724	8	132008	1	1000	3.45%	1
1725	8	155008	1	1000	3.45%	1
1726	8	145008	1	1000	3.45%	1
1727	8	135002	1	1000	3.45%	1
1728	8	103017	1	1000	3.45%	1
1729	8	102018	1	1000	3.45%	1
1801	9	108006	1	1000	2.27%	1
1802	9	140008	1	1000	2.27%	1
1803	9	144001	1	1000	2.27%	1
1804	9	133008	1	1000	2.27%	1
1805	9	123008	1	1000	2.27%	1
1806	9	119008	1	1000	2.27%	1
1807	9	127001	1	1000	2.27%	1
1808	9	125008	1	1000	2.27%	1
1809	9	122008	1	1000	2.27%	1
1810	9	143008	1	1000	2.27%	1
1811	9	149008	1	1000	2.27%	1
1812	9	147008	1	1000	2.27%	1
1813	9	159008	1	1000	2.27%	1
1814	9	126008	1	1000	2.27%	1
1815	9	131001	1	1000	2.27%	1
1816	9	151008	1	1000	2.27%	1
1817	9	148008	1	1000	2.27%	1
1818	9	154008	1	1000	2.27%	1
1819	9	146008	1	1000	2.27%	1
1820	9	160008	1	1000	2.27%	1
1821	9	156008	1	1000	2.27%	1
1822	9	158008	1	1000	2.27%	1
1823	9	163008	1	1000	2.27%	1
1824	9	132008	1	1000	2.27%	1
1825	9	155008	1	1000	2.27%	1
1826	9	145008	1	1000	2.27%	1
1827	9	135002	1	1000	2.27%	1
1828	9	103017	1	1000	2.27%	1
1829	9	102018	1	1000	2.27%	1
1830	9	144002	1	1000	2.27%	1
1831	9	103010	1	1000	2.27%	1
1832	9	103021	1	1000	2.27%	1
1833	9	141008	1	1000	2.27%	1
1834	9	136008	1	1000	2.27%	1
1835	9	152008	1	1000	2.27%	1
1836	9	138001	1	1000	2.27%	1
1837	9	128008	1	1000	2.27%	1
1838	9	150008	1	1000	2.27%	1
1839	9	103003	1	1000	2.27%	1
1840	9	102005	1	1000	2.27%	1
1841	9	101002	1	1000	2.27%	1
1842	9	103005	1	1000	2.27%	1
1843	9	104007	1	1000	2.27%	1
1844	9	101012	1	1000	2.27%	1
1901	10	108006	1	1000	16.67%	1
1902	10	140008	1	1000	16.67%	1
1903	10	103021	1	1000	16.67%	1
1904	10	141008	1	1000	16.67%	1
1905	10	136008	1	1000	16.67%	1
1906	10	125008	1	1000	16.67%	1
2001	11	108006	1	1000	2.38%	1
2002	11	140008	1	1000	2.38%	1
2003	11	144001	1	1000	2.38%	1
2004	11	133008	1	1000	2.38%	1
2005	11	123008	1	1000	2.38%	1
2006	11	119008	1	1000	2.38%	1
2007	11	127001	1	1000	2.38%	1
2008	11	125008	1	1000	2.38%	1
2009	11	122008	1	1000	2.38%	1
2010	11	143008	1	1000	2.38%	1
2011	11	149008	1	1000	2.38%	1
2012	11	147008	1	1000	2.38%	1
2013	11	159008	1	1000	2.38%	1
2014	11	126008	1	1000	2.38%	1
2015	11	131001	1	1000	2.38%	1
2016	11	151008	1	1000	2.38%	1
2017	11	148008	1	1000	2.38%	1
2018	11	154008	1	1000	2.38%	1
2019	11	146008	1	1000	2.38%	1
2020	11	160008	1	1000	2.38%	1
2021	11	156008	1	1000	2.38%	1
2022	11	158008	1	1000	2.38%	1
2023	11	163008	1	1000	2.38%	1
2024	11	132008	1	1000	2.38%	1
2025	11	155008	1	1000	2.38%	1
2026	11	145008	1	1000	2.38%	1
2027	11	135002	1	1000	2.38%	1
2028	11	103017	1	1000	2.38%	1
2029	11	102018	1	1000	2.38%	1
2030	11	144002	1	1000	2.38%	1
2031	11	103010	1	1000	2.38%	1
2032	11	103009	1	1000	2.38%	1
2033	11	104016	1	1000	2.38%	1
2034	11	101018	1	1000	2.38%	1
2035	11	112002	1	1000	2.38%	1
2036	11	102017	1	1000	2.38%	1
2037	11	113002	1	1000	2.38%	1
2038	11	114002	1	1000	2.38%	1
2039	11	104004	1	1000	2.38%	1
2040	11	102013	1	1000	2.38%	1
2041	11	104002	1	1000	2.38%	1
2042	11	103011	1	1000	2.38%	1
2101	12	108006	1	1000	2.27%	1
2102	12	140008	1	1000	2.27%	1
2103	12	139008	1	1000	2.27%	1
2104	12	144001	1	1000	2.27%	1
2105	12	133008	1	1000	2.27%	1
2106	12	123008	1	1000	2.27%	1
2107	12	119008	1	1000	2.27%	1
2108	12	135008	1	1000	2.27%	1
2109	12	127001	1	1000	2.27%	1
2110	12	125008	1	1000	2.27%	1
2111	12	122008	1	1000	2.27%	1
2112	12	143008	1	1000	2.27%	1
2113	12	149008	1	1000	2.27%	1
2114	12	147008	1	1000	2.27%	1
2115	12	159008	1	1000	2.27%	1
2116	12	126008	1	1000	2.27%	1
2117	12	131001	1	1000	2.27%	1
2118	12	151008	1	1000	2.27%	1
2119	12	148008	1	1000	2.27%	1
2120	12	154008	1	1000	2.27%	1
2121	12	146008	1	1000	2.27%	1
2122	12	160008	1	1000	2.27%	1
2123	12	156008	1	1000	2.27%	1
2124	12	158008	1	1000	2.27%	1
2125	12	163008	1	1000	2.27%	1
2126	12	132008	1	1000	2.27%	1
2127	12	155008	1	1000	2.27%	1
2128	12	145008	1	1000	2.27%	1
2129	12	135002	1	1000	2.27%	1
2130	12	103017	1	1000	2.27%	1
2131	12	102018	1	1000	2.27%	1
2132	12	144002	1	1000	2.27%	1
2133	12	103010	1	1000	2.27%	1
2134	12	103009	1	1000	2.27%	1
2135	12	104016	1	1000	2.27%	1
2136	12	101018	1	1000	2.27%	1
2137	12	112002	1	1000	2.27%	1
2138	12	102017	1	1000	2.27%	1
2139	12	113002	1	1000	2.27%	1
2140	12	114002	1	1000	2.27%	1
2141	12	104004	1	1000	2.27%	1
2142	12	102013	1	1000	2.27%	1
2143	12	104002	1	1000	2.27%	1
2144	12	103011	1	1000	2.27%	1
