type	id	status
8_30	905180	1
8_31	905181	1
8_32	905182	1
8_33	905183	1
8_34	905184	1
8_35	905185	1
8_36	905186	1
8_37	905187	1
8_38	905188	1
8_39	905189	1
8_40	905190	1
8_41	905191	1
8_42	905192	1
8_43	905193	1
8_44	905194	1
8_45	905195	1
8_46	905196	1
8_47	905197	1
8_48	905198	1
8_49	905199	1
8_50	905200	1
9_1	905201	1
9_2	905202	1
9_3	905203	1
9_4	905204	1
9_5	905205	1
9_6	905206	1
9_7	905207	1
9_8	905208	1
9_9	905209	1
9_10	905210	1
9_11	905211	1
9_12	905212	1
9_13	905213	1
9_14	905214	1
9_15	905215	1
9_16	905216	1
9_17	905217	1
9_18	905218	1
9_19	905219	1
9_20	905220	1
9_21	905221	1
9_22	905222	1
9_23	905223	1
9_24	905224	1
9_25	905225	1
9_26	905226	1
9_27	905227	1
9_28	905228	1
9_29	905229	1
9_30	905230	1
9_31	905231	1
9_32	905232	1
9_33	905233	1
9_34	905234	1
9_35	905235	1
9_36	905236	1
9_37	905237	1
9_38	905238	1
9_39	905239	1
9_40	905240	1
9_41	905241	1
9_42	905242	1
9_43	905243	1
9_44	905244	1
9_45	905245	1
9_46	905246	1
9_47	905247	1
9_48	905248	1
9_49	905249	1
9_50	905250	1
18_1	9021301	1
18_2	9021302	1
18_3	9021303	1
18_4	9021304	1
18_5	9021305	1
18_6	9021306	1
18_7	9021307	1
18_8	9021308	1
18_9	9021309	1
18_10	9021310	1
18_11	9021311	1
18_12	9021312	1
18_13	9021313	1
18_14	9021314	1
18_15	9021315	1
18_16	9021316	1
18_17	9021317	1
18_18	9021318	1
18_19	9021319	1
18_20	9021320	1
18_21	9021321	1
18_22	9021322	1
18_23	9021323	1
18_24	9021324	1
18_25	9021325	1
18_26	9021326	1
18_27	9021327	1
18_28	9021328	1
18_29	9021329	1
18_30	9021330	1
18_31	9021331	1
18_32	9021332	1
18_33	9021333	1
18_34	9021334	1
18_35	9021335	1
18_36	9021336	1
18_37	9021337	1
18_38	9021338	1
18_39	9021339	1
18_40	9021340	1
18_41	9021341	1
18_42	9021342	1
18_43	9021343	1
18_44	9021344	1
18_45	9021345	1
18_46	9021346	1
18_47	9021347	1
18_48	9021348	1
18_49	9021349	1
18_50	9021350	1
19_1	9021351	1
19_2	9021352	1
19_3	9021353	1
19_4	9021354	1
19_5	9021355	1
19_6	9021356	1
19_7	9021357	1
19_8	9021358	1
19_9	9021359	1
19_10	9021360	1
19_11	9021361	1
19_12	9021362	1
19_13	9021363	1
19_14	9021364	1
19_15	9021365	1
19_16	9021366	1
19_17	9021367	1
19_18	9021368	1
19_19	9021369	1
19_20	9021370	1
19_21	9021371	1
19_22	9021372	1
19_23	9021373	1
19_24	9021374	1
19_25	9021375	1
19_26	9021376	1
19_27	9021377	1
19_28	9021378	1
19_29	9021379	1
19_30	9021380	1
19_31	9021381	1
19_32	9021382	1
19_33	9021383	1
19_34	9021384	1
19_35	9021385	1
19_36	9021386	1
19_37	9021387	1
19_38	9021388	1
19_39	9021389	1
19_40	9021390	1
19_41	9021391	1
19_42	9021392	1
19_43	9021393	1
19_44	9021394	1
19_45	9021395	1
19_46	9021396	1
19_47	9021397	1
19_48	9021398	1
19_49	9021399	1
19_50	9021400	1
20_1	9021401	1
20_2	9021402	1
20_3	9021403	1
20_4	9021404	1
20_5	9021405	1
20_6	9021406	1
20_7	9021407	1
20_8	9021408	1
20_9	9021409	1
20_10	9021410	1
20_11	9021411	1
20_12	9021412	1
20_13	9021413	1
20_14	9021414	1
20_15	9021415	1
20_16	9021416	1
20_17	9021417	1
20_18	9021418	1
20_19	9021419	1
20_20	9021420	1
20_21	9021421	1
20_22	9021422	1
20_23	9021423	1
20_24	9021424	1
20_25	9021425	1
20_26	9021426	1
20_27	9021427	1
20_28	9021428	1
20_29	9021429	1
20_30	9021430	1
20_31	9021431	1
20_32	9021432	1
20_33	9021433	1
20_34	9021434	1
20_35	9021435	1
20_36	9021436	1
20_37	9021437	1
20_38	9021438	1
20_39	9021439	1
20_40	9021440	1
20_41	9021441	1
20_42	9021442	1
20_43	9021443	1
20_44	9021444	1
20_45	9021445	1
20_46	9021446	1
20_47	9021447	1
20_48	9021448	1
20_49	9021449	1
20_50	9021450	1
21_1	901202	1
21_2	901203	1
21_3	901204	1
21_4	901205	1
21_5	901206	1
21_6	901207	1
21_7	901208	1
21_8	901209	1
21_9	901210	1
21_10	901211	1
21_11	901212	1
21_12	901213	1
21_13	901214	1
21_14	901215	1
21_15	901216	1
21_16	901217	1
21_17	901218	1
21_18	901219	1
21_19	901220	1
21_20	901221	1
21_21	901222	1
21_22	901223	1
21_23	901224	1
21_24	901225	1
21_25	901226	1
21_26	901227	1
21_27	901228	1
21_28	901229	1
21_29	901230	1
21_30	901231	1
21_31	901232	1
21_32	901233	1
21_33	901234	1
21_34	901235	1
21_35	901236	1
21_36	901237	1
21_37	901238	1
21_38	901239	1
21_39	901240	1
21_40	901241	1
21_41	901242	1
21_42	901243	1
21_43	901244	1
21_44	901245	1
21_45	901246	1
21_46	901247	1
21_47	901248	1
21_48	901249	1
21_49	901250	1
21_50	901251	1
22_1	901252	1
22_2	901253	1
22_3	901254	1
22_4	901255	1
22_5	901256	1
22_6	901257	1
22_7	901258	1
22_8	901259	1
22_9	901260	1
22_10	901261	1
22_11	901262	1
22_12	901263	1
22_13	901264	1
22_14	901265	1
22_15	901266	1
22_16	901267	1
22_17	901268	1
22_18	901269	1
22_19	901270	1
22_20	901271	1
22_21	901272	1
22_22	901273	1
22_23	901274	1
22_24	901275	1
22_25	901276	1
22_26	901277	1
22_27	901278	1
22_28	901279	1
22_29	901280	1
22_30	901281	1
22_31	901282	1
22_32	901283	1
22_33	901284	1
22_34	901285	1
22_35	901286	1
22_36	901287	1
22_37	901288	1
22_38	901289	1
22_39	901290	1
22_40	901291	1
22_41	901292	1
22_42	901293	1
22_43	901294	1
22_44	901295	1
22_45	901296	1
22_46	901297	1
22_47	901298	1
22_48	901299	1
22_49	901300	1
22_50	901301	1
23_1	901302	1
23_2	901303	1
23_3	901304	1
23_4	901305	1
23_5	901306	1
23_6	901307	1
23_7	901308	1
23_8	901309	1
23_9	901310	1
23_10	901311	1
23_11	901312	1
23_12	901313	1
23_13	901314	1
23_14	901315	1
23_15	901316	1
23_16	901317	1
23_17	901318	1
23_18	901319	1
23_19	901320	1
23_20	901321	1
23_21	901322	1
23_22	901323	1
23_23	901324	1
23_24	901325	1
23_25	901326	1
23_26	901327	1
23_27	901328	1
23_28	901329	1
23_29	901330	1
23_30	901331	1
23_31	901332	1
23_32	901333	1
23_33	901334	1
23_34	901335	1
23_35	901336	1
23_36	901337	1
23_37	901338	1
23_38	901339	1
23_39	901340	1
23_40	901341	1
23_41	901342	1
23_42	901343	1
23_43	901344	1
23_44	901345	1
23_45	901346	1
23_46	901347	1
23_47	901348	1
23_48	901349	1
23_49	901350	1
23_50	901351	1
24_1	901352	1
24_2	901353	1
24_3	901354	1
24_4	901355	1
24_5	901356	1
24_6	901357	1
24_7	901358	1
24_8	901359	1
24_9	901360	1
24_10	901361	1
24_11	901362	1
24_12	901363	1
24_13	901364	1
24_14	901365	1
24_15	901366	1
24_16	901367	1
24_17	901368	1
24_18	901369	1
24_19	901370	1
24_20	901371	1
24_21	901372	1
24_22	901373	1
24_23	901374	1
24_24	901375	1
24_25	901376	1
24_26	901377	1
24_27	901378	1
24_28	901379	1
24_29	901380	1
24_30	901381	1
24_31	901382	1
24_32	901383	1
24_33	901384	1
24_34	901385	1
24_35	901386	1
24_36	901387	1
24_37	901388	1
24_38	901389	1
24_39	901390	1
24_40	901391	1
24_41	901392	1
24_42	901393	1
24_43	901394	1
24_44	901395	1
24_45	901396	1
24_46	901397	1
24_47	901398	1
24_48	901399	1
24_49	901400	1
24_50	901401	1
25_1	901402	1
25_2	901403	1
25_3	901404	1
25_4	901405	1
25_5	901406	1
25_6	901407	1
25_7	901408	1
25_8	901409	1
25_9	901410	1
25_10	901411	1
25_11	901412	1
25_12	901413	1
25_13	901414	1
25_14	901415	1
25_15	901416	1
25_16	901417	1
25_17	901418	1
25_18	901419	1
25_19	901420	1
25_20	901421	1
25_21	901422	1
25_22	901423	1
25_23	901424	1
25_24	901425	1
25_25	901426	1
25_26	901427	1
25_27	901428	1
25_28	901429	1
25_29	901430	1
25_30	901431	1
25_31	901432	1
25_32	901433	1
25_33	901434	1
25_34	901435	1
25_35	901436	1
25_36	901437	1
25_37	901438	1
25_38	901439	1
25_39	901440	1
25_40	901441	1
25_41	901442	1
25_42	901443	1
25_43	901444	1
25_44	901445	1
25_45	901446	1
25_46	901447	1
25_47	901448	1
25_48	901449	1
25_49	901450	1
25_50	901451	1
26_1	901452	1
26_2	901453	1
26_3	901454	1
26_4	901455	1
26_5	901456	1
26_6	901457	1
26_7	901458	1
26_8	901459	1
26_9	901460	1
26_10	901461	1
26_11	901462	1
26_12	901463	1
26_13	901464	1
26_14	901465	1
26_15	901466	1
26_16	901467	1
26_17	901468	1
26_18	901469	1
26_19	901470	1
26_20	901471	1
26_21	901472	1
26_22	901473	1
26_23	901474	1
26_24	901475	1
26_25	901476	1
26_26	901477	1
26_27	901478	1
26_28	901479	1
26_29	901480	1
26_30	901481	1
26_31	901482	1
26_32	901483	1
26_33	901484	1
26_34	901485	1
26_35	901486	1
26_36	901487	1
26_37	901488	1
26_38	901489	1
26_39	901490	1
26_40	901491	1
26_41	901492	1
26_42	901493	1
26_43	901494	1
26_44	901495	1
26_45	901496	1
26_46	901497	1
26_47	901498	1
26_48	901499	1
26_49	901500	1
26_50	901501	1
27_1	901502	1
27_2	901503	1
27_3	901504	1
27_4	901505	1
27_5	901506	1
27_6	901507	1
27_7	901508	1
27_8	901509	1
27_9	901510	1
27_10	901511	1
27_11	901512	1
27_12	901513	1
27_13	901514	1
27_14	901515	1
27_15	901516	1
27_16	901517	1
27_17	901518	1
27_18	901519	1
27_19	901520	1
27_20	901521	1
27_21	901522	1
27_22	901523	1
27_23	901524	1
27_24	901525	1
27_25	901526	1
27_26	901527	1
27_27	901528	1
27_28	901529	1
27_29	901530	1
27_30	901531	1
27_31	901532	1
27_32	901533	1
27_33	901534	1
27_34	901535	1
27_35	901536	1
27_36	901537	1
27_37	901538	1
27_38	901539	1
27_39	901540	1
27_40	901541	1
27_41	901542	1
27_42	901543	1
27_43	901544	1
27_44	901545	1
27_45	901546	1
27_46	901547	1
27_47	901548	1
27_48	901549	1
27_49	901550	1
27_50	901551	1
28_1	901552	1
28_2	901553	1
28_3	901554	1
28_4	901555	1
28_5	901556	1
28_6	901557	1
28_7	901558	1
28_8	901559	1
28_9	901560	1
28_10	901561	1
28_11	901562	1
28_12	901563	1
28_13	901564	1
28_14	901565	1
28_15	901566	1
28_16	901567	1
28_17	901568	1
28_18	901569	1
28_19	901570	1
28_20	901571	1
28_21	901572	1
28_22	901573	1
28_23	901574	1
28_24	901575	1
28_25	901576	1
28_26	901577	1
28_27	901578	1
28_28	901579	1
28_29	901580	1
28_30	901581	1
28_31	901582	1
28_32	901583	1
28_33	901584	1
28_34	901585	1
28_35	901586	1
28_36	901587	1
28_37	901588	1
28_38	901589	1
28_39	901590	1
28_40	901591	1
28_41	901592	1
28_42	901593	1
28_43	901594	1
28_44	901595	1
28_45	901596	1
28_46	901597	1
28_47	901598	1
28_48	901599	1
28_49	901600	1
28_50	901601	1
29_1	901602	1
29_2	901603	1
29_3	901604	1
29_4	901605	1
29_5	901606	1
29_6	901607	1
29_7	901608	1
29_8	901609	1
29_9	901610	1
29_10	901611	1
29_11	901612	1
29_12	901613	1
29_13	901614	1
29_14	901615	1
29_15	901616	1
29_16	901617	1
29_17	901618	1
29_18	901619	1
29_19	901620	1
29_20	901621	1
29_21	901622	1
29_22	901623	1
29_23	901624	1
29_24	901625	1
29_25	901626	1
29_26	901627	1
29_27	901628	1
29_28	901629	1
29_29	901630	1
29_30	901631	1
29_31	901632	1
29_32	901633	1
29_33	901634	1
29_34	901635	1
29_35	901636	1
29_36	901637	1
29_37	901638	1
29_38	901639	1
29_39	901640	1
29_40	901641	1
29_41	901642	1
29_42	901643	1
29_43	901644	1
29_44	901645	1
29_45	901646	1
29_46	901647	1
29_47	901648	1
29_48	901649	1
29_49	901650	1
29_50	901651	1
30_1	901652	1
30_2	901653	1
30_3	901654	1
30_4	901655	1
30_5	901656	1
30_6	901657	1
30_7	901658	1
30_8	901659	1
30_9	901660	1
30_10	901661	1
30_11	901662	1
30_12	901663	1
30_13	901664	1
30_14	901665	1
30_15	901666	1
30_16	901667	1
30_17	901668	1
30_18	901669	1
30_19	901670	1
30_20	901671	1
30_21	901672	1
30_22	901673	1
30_23	901674	1
30_24	901675	1
30_25	901676	1
30_26	901677	1
30_27	901678	1
30_28	901679	1
30_29	901680	1
30_30	901681	1
30_31	901682	1
30_32	901683	1
30_33	901684	1
30_34	901685	1
30_35	901686	1
30_36	901687	1
30_37	901688	1
30_38	901689	1
30_39	901690	1
30_40	901691	1
30_41	901692	1
30_42	901693	1
30_43	901694	1
30_44	901695	1
30_45	901696	1
30_46	901697	1
30_47	901698	1
30_48	901699	1
30_49	901700	1
30_50	901701	1
31_1	901702	1
31_2	901703	1
31_3	901704	1
31_4	901705	1
31_5	901706	1
31_6	901707	1
31_7	901708	1
31_8	901709	1
31_9	901710	1
31_10	901711	1
31_11	901712	1
31_12	901713	1
31_13	901714	1
31_14	901715	1
31_15	901716	1
31_16	901717	1
31_17	901718	1
31_18	901719	1
31_19	901720	1
31_20	901721	1
31_21	901722	1
31_22	901723	1
31_23	901724	1
31_24	901725	1
31_25	901726	1
31_26	901727	1
31_27	901728	1
31_28	901729	1
31_29	901730	1
31_30	901731	1
31_31	901732	1
31_32	901733	1
31_33	901734	1
31_34	901735	1
31_35	901736	1
31_36	901737	1
31_37	901738	1
31_38	901739	1
31_39	901740	1
31_40	901741	1
31_41	901742	1
31_42	901743	1
31_43	901744	1
31_44	901745	1
31_45	901746	1
31_46	901747	1
31_47	901748	1
31_48	901749	1
31_49	901750	1
31_50	901751	1
32_1	901752	1
32_2	901753	1
32_3	901754	1
32_4	901755	1
32_5	901756	1
32_6	901757	1
32_7	901758	1
32_8	901759	1
32_9	901760	1
32_10	901761	1
32_11	901762	1
32_12	901763	1
32_13	901764	1
32_14	901765	1
32_15	901766	1
32_16	901767	1
32_17	901768	1
32_18	901769	1
32_19	901770	1
32_20	901771	1
32_21	901772	1
32_22	901773	1
32_23	901774	1
32_24	901775	1
32_25	901776	1
32_26	901777	1
32_27	901778	1
32_28	901779	1
32_29	901780	1
32_30	901781	1
32_31	901782	1
32_32	901783	1
32_33	901784	1
32_34	901785	1
32_35	901786	1
32_36	901787	1
32_37	901788	1
32_38	901789	1
32_39	901790	1
32_40	901791	1
32_41	901792	1
32_42	901793	1
32_43	901794	1
32_44	901795	1
32_45	901796	1
32_46	901797	1
32_47	901798	1
32_48	901799	1
32_49	901800	1
32_50	901801	1
33_1	901802	1
33_2	901803	1
33_3	901804	1
33_4	901805	1
33_5	901806	1
33_6	901807	1
33_7	901808	1
33_8	901809	1
33_9	901810	1
33_10	901811	1
33_11	901812	1
33_12	901813	1
33_13	901814	1
33_14	901815	1
33_15	901816	1
33_16	901817	1
33_17	901818	1
33_18	901819	1
33_19	901820	1
33_20	901821	1
33_21	901822	1
33_22	901823	1
33_23	901824	1
33_24	901825	1
33_25	901826	1
33_26	901827	1
33_27	901828	1
33_28	901829	1
33_29	901830	1
33_30	901831	1
33_31	901832	1
33_32	901833	1
33_33	901834	1
33_34	901835	1
33_35	901836	1
33_36	901837	1
33_37	901838	1
33_38	901839	1
33_39	901840	1
33_40	901841	1
33_41	901842	1
33_42	901843	1
33_43	901844	1
33_44	901845	1
33_45	901846	1
33_46	901847	1
33_47	901848	1
33_48	901849	1
33_49	901850	1
33_50	901851	1
