id	id1	id2	id3	ScheduleId	PassLv	freeRewardId	freeRewardNum	PayRewardId	PayRewardNum	PayRewardId2	PayRewardNum2	StageRewardSign	status
901040	101040	201040	301040	1	40	4190001	100	4190001	300	4190004	100	1	1
901041	101041	201041	301041	1	41	3000003	30000	3000003	150000	4190004	100	0	1
901042	101042	201042	301042	1	42	4102202	15	4190001	100	4190004	100	0	1
901043	101043	201043	301043	1	43	4104041	100	4104042	200	4190004	100	0	1
901044	101044	201044	301044	1	44	4101002	2	4101003	5	4190004	100	0	1
901045	101045	201045	301045	1	45	4190001	100	4190001	300	4190004	100	0	1
901046	101046	201046	301046	1	46	3000003	30000	3000003	150000	4190004	100	0	1
901047	101047	201047	301047	1	47	4102202	15	4190001	100	4190004	100	0	1
901048	101048	201048	301048	1	48	4104041	100	4104043	100	4190004	100	0	1
901049	101049	201049	301049	1	49	4101002	2	4101003	5	4190004	100	0	1
901050	101050	201050	301050	1	50	4190001	100	4190001	300	3000002	1580	1	1
902001	101001	201001	301001	2	1	3000003	30000	136008	1	4190004	200	0	1
902002	101002	201002	301002	2	2	4102102	10	4190001	100	4190004	100	0	1
902003	101003	201003	301003	2	3	4104041	100	4104042	200	4190004	100	0	1
902004	101004	201004	301004	2	4	4101002	2	9000033	2	4190004	100	0	1
902005	101005	201005	301005	2	5	4190001	100	4190001	300	4190004	100	0	1
902006	101006	201006	301006	2	6	3000003	30000	3000003	150000	4190004	100	0	1
902007	101007	201007	301007	2	7	4102102	10	4190001	100	4190004	100	0	1
902008	101008	201008	301008	2	8	4104041	100	4104043	100	4190004	100	0	1
902009	101009	201009	301009	2	9	4101002	2	9000033	2	4190004	100	0	1
902010	101010	201010	301010	2	10	4190001	100	4190001	300	4190004	100	1	1
902011	101011	201011	301011	2	11	3000003	30000	3000003	150000	4190004	100	0	1
902012	101012	201012	301012	2	12	4102102	15	4190001	100	4190004	100	0	1
902013	101013	201013	301013	2	13	4104041	100	4104042	200	4190004	100	0	1
902014	101014	201014	301014	2	14	4101002	2	9000033	2	4190004	100	0	1
902015	101015	201015	301015	2	15	4190001	100	4190001	300	4190004	100	0	1
902016	101016	201016	301016	2	16	3000003	30000	3000003	150000	4190004	100	0	1
902017	101017	201017	301017	2	17	4102102	10	4190001	100	4190004	100	0	1
902018	101018	201018	301018	2	18	4104041	100	4104043	100	4190004	100	0	1
902019	101019	201019	301019	2	19	4101002	2	9000033	2	4190004	100	0	1
902020	101020	201020	301020	2	20	4190001	100	4190001	300	4190004	100	1	1
902021	101021	201021	301021	2	21	3000003	30000	3000003	150000	4190004	100	0	1
902022	101022	201022	301022	2	22	4102102	10	4190001	100	4190004	100	0	1
902023	101023	201023	301023	2	23	4104041	100	4104042	200	4190004	100	0	1
902024	101024	201024	301024	2	24	4101002	2	9000033	2	4190004	100	0	1
902025	101025	201025	301025	2	25	4190001	100	4190001	300	4190004	100	0	1
902026	101026	201026	301026	2	26	3000003	30000	3000003	150000	4190004	100	0	1
902027	101027	201027	301027	2	27	4102102	15	4190001	100	4190004	100	0	1
902028	101028	201028	301028	2	28	4104041	100	4104043	100	4190004	100	0	1
902029	101029	201029	301029	2	29	4101002	2	9000033	2	4190004	100	0	1
902030	101030	201030	301030	2	30	4190001	100	4190001	300	4190004	100	1	1
902031	101031	201031	301031	2	31	3000003	30000	3000003	150000	4190004	100	0	1
902032	101032	201032	301032	2	32	4102102	10	4190001	100	4190004	100	0	1
902033	101033	201033	301033	2	33	4104041	100	4104042	200	4190004	100	0	1
902034	101034	201034	301034	2	34	4101002	2	9000033	2	4190004	100	0	1
902035	101035	201035	301035	2	35	4190001	100	4190001	300	4190004	100	0	1
902036	101036	201036	301036	2	36	3000003	30000	3000003	150000	4190004	100	0	1
902037	101037	201037	301037	2	37	4102102	10	4190001	100	4190004	100	0	1
902038	101038	201038	301038	2	38	4104041	100	4104043	100	4190004	100	0	1
902039	101039	201039	301039	2	39	4101002	2	9000033	2	4190004	100	0	1
902040	101040	201040	301040	2	40	4190001	100	4190001	300	4190004	100	1	1
902041	101041	201041	301041	2	41	3000003	30000	3000003	150000	4190004	100	0	1
902042	101042	201042	301042	2	42	4102102	15	4190001	100	4190004	100	0	1
902043	101043	201043	301043	2	43	4104041	100	4104042	200	4190004	100	0	1
902044	101044	201044	301044	2	44	4101002	2	9000033	2	4190004	100	0	1
902045	101045	201045	301045	2	45	4190001	100	4190001	300	4190004	100	0	1
902046	101046	201046	301046	2	46	3000003	30000	3000003	150000	4190004	100	0	1
902047	101047	201047	301047	2	47	4102102	15	4190001	100	4190004	100	0	1
902048	101048	201048	301048	2	48	4104041	100	4104043	100	4190004	100	0	1
902049	101049	201049	301049	2	49	4101002	2	9000033	2	4190004	100	0	1
902050	101050	201050	301050	2	50	4190001	100	4190001	300	3000002	1580	1	1
902051	101001	201001	301001	3	1	3000003	30000	141008	1	4190004	200	0	1
902052	101002	201002	301002	3	2	4102102	10	4190001	100	4190004	100	0	1
902053	101003	201003	301003	3	3	4104041	100	4104042	200	4190004	100	0	1
902054	101004	201004	301004	3	4	4101002	2	9000033	2	4190004	100	0	1
902055	101005	201005	301005	3	5	4190001	100	4190001	300	4190004	100	0	1
902056	101006	201006	301006	3	6	3000003	30000	3000003	150000	4190004	100	0	1
902057	101007	201007	301007	3	7	4102102	10	4190001	100	4190004	100	0	1
902058	101008	201008	301008	3	8	4104041	100	4104043	100	4190004	100	0	1
902059	101009	201009	301009	3	9	4101002	2	9000033	2	4190004	100	0	1
902060	101010	201010	301010	3	10	4190001	100	4190001	300	4190004	100	1	1
902061	101011	201011	301011	3	11	3000003	30000	3000003	150000	4190004	100	0	1
902062	101012	201012	301012	3	12	4102102	15	4190001	100	4190004	100	0	1
902063	101013	201013	301013	3	13	4104041	100	4104042	200	4190004	100	0	1
902064	101014	201014	301014	3	14	4101002	2	9000033	2	4190004	100	0	1
902065	101015	201015	301015	3	15	4190001	100	4190001	300	4190004	100	0	1
902066	101016	201016	301016	3	16	3000003	30000	3000003	150000	4190004	100	0	1
902067	101017	201017	301017	3	17	4102102	10	4190001	100	4190004	100	0	1
902068	101018	201018	301018	3	18	4104041	100	4104043	100	4190004	100	0	1
902069	101019	201019	301019	3	19	4101002	2	9000033	2	4190004	100	0	1
902070	101020	201020	301020	3	20	4190001	100	4190001	300	4190004	100	1	1
902071	101021	201021	301021	3	21	3000003	30000	3000003	150000	4190004	100	0	1
902072	101022	201022	301022	3	22	4102102	10	4190001	100	4190004	100	0	1
902073	101023	201023	301023	3	23	4104041	100	4104042	200	4190004	100	0	1
902074	101024	201024	301024	3	24	4101002	2	9000033	2	4190004	100	0	1
902075	101025	201025	301025	3	25	4190001	100	4190001	300	4190004	100	0	1
902076	101026	201026	301026	3	26	3000003	30000	3000003	150000	4190004	100	0	1
902077	101027	201027	301027	3	27	4102102	15	4190001	100	4190004	100	0	1
902078	101028	201028	301028	3	28	4104041	100	4104043	100	4190004	100	0	1
902079	101029	201029	301029	3	29	4101002	2	9000033	2	4190004	100	0	1
902080	101030	201030	301030	3	30	4190001	100	4190001	300	4190004	100	1	1
902081	101031	201031	301031	3	31	3000003	30000	3000003	150000	4190004	100	0	1
902082	101032	201032	301032	3	32	4102102	10	4190001	100	4190004	100	0	1
902083	101033	201033	301033	3	33	4104041	100	4104042	200	4190004	100	0	1
902084	101034	201034	301034	3	34	4101002	2	9000033	2	4190004	100	0	1
902085	101035	201035	301035	3	35	4190001	100	4190001	300	4190004	100	0	1
902086	101036	201036	301036	3	36	3000003	30000	3000003	150000	4190004	100	0	1
902087	101037	201037	301037	3	37	4102102	10	4190001	100	4190004	100	0	1
902088	101038	201038	301038	3	38	4104041	100	4104043	100	4190004	100	0	1
902089	101039	201039	301039	3	39	4101002	2	9000033	2	4190004	100	0	1
902090	101040	201040	301040	3	40	4190001	100	4190001	300	4190004	100	1	1
902091	101041	201041	301041	3	41	3000003	30000	3000003	150000	4190004	100	0	1
902092	101042	201042	301042	3	42	4102102	15	4190001	100	4190004	100	0	1
902093	101043	201043	301043	3	43	4104041	100	4104042	200	4190004	100	0	1
902094	101044	201044	301044	3	44	4101002	2	9000033	2	4190004	100	0	1
902095	101045	201045	301045	3	45	4190001	100	4190001	300	4190004	100	0	1
902096	101046	201046	301046	3	46	3000003	30000	3000003	150000	4190004	100	0	1
902097	101047	201047	301047	3	47	4102102	15	4190001	100	4190004	100	0	1
902098	101048	201048	301048	3	48	4104041	100	4104043	100	4190004	100	0	1
902099	101049	201049	301049	3	49	4101002	2	9000033	2	4190004	100	0	1
902100	101050	201050	301050	3	50	4190001	100	4190001	300	3000002	1580	1	1
902101	101001	201001	301001	4	1	3000003	30000	103003	1	4190004	200	0	1
902102	101002	201002	301002	4	2	4102102	10	4190001	100	4190004	100	0	1
902103	101003	201003	301003	4	3	4104041	100	4104042	200	4190004	100	0	1
902104	101004	201004	301004	4	4	4101002	2	3000002	50	4190004	100	0	1
902105	101005	201005	301005	4	5	4190001	100	4190001	300	4190004	100	0	1
902106	101006	201006	301006	4	6	3000003	30000	3000003	150000	4190004	100	0	1
902107	101007	201007	301007	4	7	4102102	10	4190001	100	4190004	100	0	1
902108	101008	201008	301008	4	8	4104041	100	4104043	100	4190004	100	0	1
902109	101009	201009	301009	4	9	4101002	2	3000002	50	4190004	100	0	1
902110	101010	201010	301010	4	10	4190001	100	4190001	300	4190004	100	1	1
902111	101011	201011	301011	4	11	3000003	30000	3000003	150000	4190004	100	0	1
902112	101012	201012	301012	4	12	4102102	15	4190001	100	4190004	100	0	1
902113	101013	201013	301013	4	13	4104041	100	4104042	200	4190004	100	0	1
902114	101014	201014	301014	4	14	4101002	2	3000002	50	4190004	100	0	1
902115	101015	201015	301015	4	15	4190001	100	4190001	300	4190004	100	0	1
902116	101016	201016	301016	4	16	3000003	30000	3000003	150000	4190004	100	0	1
902117	101017	201017	301017	4	17	4102102	10	4190001	100	4190004	100	0	1
902118	101018	201018	301018	4	18	4104041	100	4104043	100	4190004	100	0	1
902119	101019	201019	301019	4	19	4101002	2	3000002	50	4190004	100	0	1
902120	101020	201020	301020	4	20	4190001	100	4190001	300	4190004	100	1	1
902121	101021	201021	301021	4	21	3000003	30000	3000003	150000	4190004	100	0	1
902122	101022	201022	301022	4	22	4102102	10	4190001	100	4190004	100	0	1
902123	101023	201023	301023	4	23	4104041	100	4104042	200	4190004	100	0	1
902124	101024	201024	301024	4	24	4101002	2	3000002	50	4190004	100	0	1
902125	101025	201025	301025	4	25	4190001	100	4190001	300	4190004	100	0	1
902126	101026	201026	301026	4	26	3000003	30000	3000003	150000	4190004	100	0	1
902127	101027	201027	301027	4	27	4102102	15	4190001	100	4190004	100	0	1
902128	101028	201028	301028	4	28	4104041	100	4104043	100	4190004	100	0	1
902129	101029	201029	301029	4	29	4101002	2	3000002	50	4190004	100	0	1
902130	101030	201030	301030	4	30	4190001	100	4190001	300	4190004	100	1	1
902131	101031	201031	301031	4	31	3000003	30000	3000003	150000	4190004	100	0	1
902132	101032	201032	301032	4	32	4102102	10	4190001	100	4190004	100	0	1
902133	101033	201033	301033	4	33	4104041	100	4104042	200	4190004	100	0	1
902134	101034	201034	301034	4	34	4101002	2	3000002	50	4190004	100	0	1
902135	101035	201035	301035	4	35	4190001	100	4190001	300	4190004	100	0	1
902136	101036	201036	301036	4	36	3000003	30000	3000003	150000	4190004	100	0	1
902137	101037	201037	301037	4	37	4102102	10	4190001	100	4190004	100	0	1
902138	101038	201038	301038	4	38	4104041	100	4104043	100	4190004	100	0	1
902139	101039	201039	301039	4	39	4101002	2	3000002	50	4190004	100	0	1
902140	101040	201040	301040	4	40	4190001	100	4190001	300	4190004	100	1	1
902141	101041	201041	301041	4	41	3000003	30000	3000003	150000	4190004	100	0	1
902142	101042	201042	301042	4	42	4102102	15	4190001	100	4190004	100	0	1
902143	101043	201043	301043	4	43	4104041	100	4104042	200	4190004	100	0	1
902144	101044	201044	301044	4	44	4101002	2	3000002	50	4190004	100	0	1
902145	101045	201045	301045	4	45	4190001	100	4190001	300	4190004	100	0	1
902146	101046	201046	301046	4	46	3000003	30000	3000003	150000	4190004	100	0	1
902147	101047	201047	301047	4	47	4102102	15	4190001	100	4190004	100	0	1
902148	101048	201048	301048	4	48	4104041	100	4104043	100	4190004	100	0	1
902149	101049	201049	301049	4	49	4101002	2	3000002	50	4190004	100	0	1
902150	101050	201050	301050	4	50	4190001	100	4190001	300	3000002	1580	1	1
902151	101001	201001	301001	5	1	3000003	30000	152008	1	4190004	200	0	1
902152	101002	201002	301002	5	2	4102202	10	4190001	100	4190004	100	0	1
902153	101003	201003	301003	5	3	4104041	100	4104042	200	4190004	100	0	1
902154	101004	201004	301004	5	4	4101002	2	9000033	2	4190004	100	0	1
902155	101005	201005	301005	5	5	4190001	100	4190001	300	4190004	100	0	1
902156	101006	201006	301006	5	6	3000003	30000	3000003	150000	4190004	100	0	1
902157	101007	201007	301007	5	7	4102202	10	4190001	100	4190004	100	0	1
902158	101008	201008	301008	5	8	4104041	100	4104043	100	4190004	100	0	1
902159	101009	201009	301009	5	9	4101002	2	9000033	2	4190004	100	0	1
902160	101010	201010	301010	5	10	4190001	100	4190001	300	4190004	100	1	1
902161	101011	201011	301011	5	11	3000003	30000	3000003	150000	4190004	100	0	1
902162	101012	201012	301012	5	12	4102202	15	4190001	100	4190004	100	0	1
902163	101013	201013	301013	5	13	4104041	100	4104042	200	4190004	100	0	1
902164	101014	201014	301014	5	14	4101002	2	9000033	2	4190004	100	0	1
902165	101015	201015	301015	5	15	4190001	100	4190001	300	4190004	100	0	1
902166	101016	201016	301016	5	16	3000003	30000	3000003	150000	4190004	100	0	1
902167	101017	201017	301017	5	17	4102202	10	4190001	100	4190004	100	0	1
902168	101018	201018	301018	5	18	4104041	100	4104043	100	4190004	100	0	1
902169	101019	201019	301019	5	19	4101002	2	9000033	2	4190004	100	0	1
902170	101020	201020	301020	5	20	4190001	100	4190001	300	4190004	100	1	1
902171	101021	201021	301021	5	21	3000003	30000	3000003	150000	4190004	100	0	1
902172	101022	201022	301022	5	22	4102202	10	4190001	100	4190004	100	0	1
902173	101023	201023	301023	5	23	4104041	100	4104042	200	4190004	100	0	1
902174	101024	201024	301024	5	24	4101002	2	9000033	2	4190004	100	0	1
902175	101025	201025	301025	5	25	4190001	100	4190001	300	4190004	100	0	1
902176	101026	201026	301026	5	26	3000003	30000	3000003	150000	4190004	100	0	1
902177	101027	201027	301027	5	27	4102202	15	4190001	100	4190004	100	0	1
902178	101028	201028	301028	5	28	4104041	100	4104043	100	4190004	100	0	1
902179	101029	201029	301029	5	29	4101002	2	9000033	2	4190004	100	0	1
902180	101030	201030	301030	5	30	4190001	100	4190001	300	4190004	100	1	1
902181	101031	201031	301031	5	31	3000003	30000	3000003	150000	4190004	100	0	1
902182	101032	201032	301032	5	32	4102202	10	4190001	100	4190004	100	0	1
902183	101033	201033	301033	5	33	4104041	100	4104042	200	4190004	100	0	1
902184	101034	201034	301034	5	34	4101002	2	9000033	2	4190004	100	0	1
902185	101035	201035	301035	5	35	4190001	100	4190001	300	4190004	100	0	1
902186	101036	201036	301036	5	36	3000003	30000	3000003	150000	4190004	100	0	1
902187	101037	201037	301037	5	37	4102202	10	4190001	100	4190004	100	0	1
902188	101038	201038	301038	5	38	4104041	100	4104043	100	4190004	100	0	1
902189	101039	201039	301039	5	39	4101002	2	9000033	2	4190004	100	0	1
902190	101040	201040	301040	5	40	4190001	100	4190001	300	4190004	100	1	1
902191	101041	201041	301041	5	41	3000003	30000	3000003	150000	4190004	100	0	1
902192	101042	201042	301042	5	42	4102202	15	4190001	100	4190004	100	0	1
902193	101043	201043	301043	5	43	4104041	100	4104042	200	4190004	100	0	1
902194	101044	201044	301044	5	44	4101002	2	9000033	2	4190004	100	0	1
902195	101045	201045	301045	5	45	4190001	100	4190001	300	4190004	100	0	1
902196	101046	201046	301046	5	46	3000003	30000	3000003	150000	4190004	100	0	1
902197	101047	201047	301047	5	47	4102202	15	4190001	100	4190004	100	0	1
902198	101048	201048	301048	5	48	4104041	100	4104043	100	4190004	100	0	1
902199	101049	201049	301049	5	49	4101002	2	9000033	2	4190004	100	0	1
902200	101050	201050	301050	5	50	4190001	100	4190001	300	3000002	1580	1	1
902201	101001	201001	301001	6	1	3000003	30000	138001	1	4190004	200	0	1
902202	101002	201002	301002	6	2	4102102	10	4190001	100	4190004	100	0	1
902203	101003	201003	301003	6	3	4104041	100	4104042	200	4190004	100	0	1
902204	101004	201004	301004	6	4	4101002	2	9000033	2	4190004	100	0	1
902205	101005	201005	301005	6	5	4190001	100	4190001	300	4190004	100	0	1
902206	101006	201006	301006	6	6	3000003	30000	3000003	150000	4190004	100	0	1
902207	101007	201007	301007	6	7	4102102	10	4190001	100	4190004	100	0	1
902208	101008	201008	301008	6	8	4104041	100	4104043	100	4190004	100	0	1
902209	101009	201009	301009	6	9	4101002	2	9000033	2	4190004	100	0	1
902210	101010	201010	301010	6	10	4190001	100	4190001	300	4190004	100	1	1
902211	101011	201011	301011	6	11	3000003	30000	3000003	150000	4190004	100	0	1
902212	101012	201012	301012	6	12	4102102	15	4190001	100	4190004	100	0	1
902213	101013	201013	301013	6	13	4104041	100	4104042	200	4190004	100	0	1
902214	101014	201014	301014	6	14	4101002	2	9000033	2	4190004	100	0	1
902215	101015	201015	301015	6	15	4190001	100	4190001	300	4190004	100	0	1
902216	101016	201016	301016	6	16	3000003	30000	3000003	150000	4190004	100	0	1
902217	101017	201017	301017	6	17	4102102	10	4190001	100	4190004	100	0	1
902218	101018	201018	301018	6	18	4104041	100	4104043	100	4190004	100	0	1
902219	101019	201019	301019	6	19	4101002	2	9000033	2	4190004	100	0	1
902220	101020	201020	301020	6	20	4190001	100	4190001	300	4190004	100	1	1
902221	101021	201021	301021	6	21	3000003	30000	3000003	150000	4190004	100	0	1
902222	101022	201022	301022	6	22	4102102	10	4190001	100	4190004	100	0	1
902223	101023	201023	301023	6	23	4104041	100	4104042	200	4190004	100	0	1
902224	101024	201024	301024	6	24	4101002	2	9000033	2	4190004	100	0	1
902225	101025	201025	301025	6	25	4190001	100	4190001	300	4190004	100	0	1
902226	101026	201026	301026	6	26	3000003	30000	3000003	150000	4190004	100	0	1
902227	101027	201027	301027	6	27	4102102	15	4190001	100	4190004	100	0	1
902228	101028	201028	301028	6	28	4104041	100	4104043	100	4190004	100	0	1
902229	101029	201029	301029	6	29	4101002	2	9000033	2	4190004	100	0	1
902230	101030	201030	301030	6	30	4190001	100	4190001	300	4190004	100	1	1
902231	101031	201031	301031	6	31	3000003	30000	3000003	150000	4190004	100	0	1
902232	101032	201032	301032	6	32	4102102	10	4190001	100	4190004	100	0	1
902233	101033	201033	301033	6	33	4104041	100	4104042	200	4190004	100	0	1
902234	101034	201034	301034	6	34	4101002	2	9000033	2	4190004	100	0	1
902235	101035	201035	301035	6	35	4190001	100	4190001	300	4190004	100	0	1
902236	101036	201036	301036	6	36	3000003	30000	3000003	150000	4190004	100	0	1
902237	101037	201037	301037	6	37	4102102	10	4190001	100	4190004	100	0	1
902238	101038	201038	301038	6	38	4104041	100	4104043	100	4190004	100	0	1
902239	101039	201039	301039	6	39	4101002	2	9000033	2	4190004	100	0	1
902240	101040	201040	301040	6	40	4190001	100	4190001	300	4190004	100	1	1
902241	101041	201041	301041	6	41	3000003	30000	3000003	150000	4190004	100	0	1
902242	101042	201042	301042	6	42	4102102	15	4190001	100	4190004	100	0	1
902243	101043	201043	301043	6	43	4104041	100	4104042	200	4190004	100	0	1
902244	101044	201044	301044	6	44	4101002	2	9000033	2	4190004	100	0	1
902245	101045	201045	301045	6	45	4190001	100	4190001	300	4190004	100	0	1
902246	101046	201046	301046	6	46	3000003	30000	3000003	150000	4190004	100	0	1
902247	101047	201047	301047	6	47	4102102	15	4190001	100	4190004	100	0	1
902248	101048	201048	301048	6	48	4104041	100	4104043	100	4190004	100	0	1
902249	101049	201049	301049	6	49	4101002	2	9000033	2	4190004	100	0	1
902250	101050	201050	301050	6	50	4190001	100	4190001	300	3000002	1580	1	1
905101	101001	201001	301001	7	1	3000003	30000	128008	1	4190004	200	0	1
905102	101002	201002	301002	7	2	4102102	10	4190001	100	4190004	100	0	1
905103	101003	201003	301003	7	3	4104041	100	4104042	200	4190004	100	0	1
905104	101004	201004	301004	7	4	4101002	2	9000033	2	4190004	100	0	1
905105	101005	201005	301005	7	5	4190001	100	4190001	300	4190004	100	0	1
905106	101006	201006	301006	7	6	3000003	30000	3000003	150000	4190004	100	0	1
905107	101007	201007	301007	7	7	4102102	10	4190001	100	4190004	100	0	1
905108	101008	201008	301008	7	8	4104041	100	4104043	100	4190004	100	0	1
905109	101009	201009	301009	7	9	4101002	2	9000033	2	4190004	100	0	1
905110	101010	201010	301010	7	10	4190001	100	4190001	300	4190004	100	1	1
905111	101011	201011	301011	7	11	3000003	30000	3000003	150000	4190004	100	0	1
905112	101012	201012	301012	7	12	4102102	15	4190001	100	4190004	100	0	1
905113	101013	201013	301013	7	13	4104041	100	4104042	200	4190004	100	0	1
905114	101014	201014	301014	7	14	4101002	2	9000033	2	4190004	100	0	1
905115	101015	201015	301015	7	15	4190001	100	4190001	300	4190004	100	0	1
905116	101016	201016	301016	7	16	3000003	30000	3000003	150000	4190004	100	0	1
905117	101017	201017	301017	7	17	4102102	10	4190001	100	4190004	100	0	1
905118	101018	201018	301018	7	18	4104041	100	4104043	100	4190004	100	0	1
905119	101019	201019	301019	7	19	4101002	2	9000033	2	4190004	100	0	1
905120	101020	201020	301020	7	20	4190001	100	4190001	300	4190004	100	1	1
905121	101021	201021	301021	7	21	3000003	30000	3000003	150000	4190004	100	0	1
905122	101022	201022	301022	7	22	4102102	10	4190001	100	4190004	100	0	1
905123	101023	201023	301023	7	23	4104041	100	4104042	200	4190004	100	0	1
905124	101024	201024	301024	7	24	4101002	2	9000033	2	4190004	100	0	1
905125	101025	201025	301025	7	25	4190001	100	4190001	300	4190004	100	0	1
905126	101026	201026	301026	7	26	3000003	30000	3000003	150000	4190004	100	0	1
905127	101027	201027	301027	7	27	4102102	15	4190001	100	4190004	100	0	1
905128	101028	201028	301028	7	28	4104041	100	4104043	100	4190004	100	0	1
905129	101029	201029	301029	7	29	4101002	2	9000033	2	4190004	100	0	1
905130	101030	201030	301030	7	30	4190001	100	4190001	300	4190004	100	1	1
905131	101031	201031	301031	7	31	3000003	30000	3000003	150000	4190004	100	0	1
905132	101032	201032	301032	7	32	4102102	10	4190001	100	4190004	100	0	1
905133	101033	201033	301033	7	33	4104041	100	4104042	200	4190004	100	0	1
905134	101034	201034	301034	7	34	4101002	2	9000033	2	4190004	100	0	1
905135	101035	201035	301035	7	35	4190001	100	4190001	300	4190004	100	0	1
905136	101036	201036	301036	7	36	3000003	30000	3000003	150000	4190004	100	0	1
905137	101037	201037	301037	7	37	4102102	10	4190001	100	4190004	100	0	1
905138	101038	201038	301038	7	38	4104041	100	4104043	100	4190004	100	0	1
905139	101039	201039	301039	7	39	4101002	2	9000033	2	4190004	100	0	1
905140	101040	201040	301040	7	40	4190001	100	4190001	300	4190004	100	1	1
905141	101041	201041	301041	7	41	3000003	30000	3000003	150000	4190004	100	0	1
905142	101042	201042	301042	7	42	4102102	15	4190001	100	4190004	100	0	1
905143	101043	201043	301043	7	43	4104041	100	4104042	200	4190004	100	0	1
905144	101044	201044	301044	7	44	4101002	2	9000033	2	4190004	100	0	1
905145	101045	201045	301045	7	45	4190001	100	4190001	300	4190004	100	0	1
905146	101046	201046	301046	7	46	3000003	30000	3000003	150000	4190004	100	0	1
905147	101047	201047	301047	7	47	4102102	15	4190001	100	4190004	100	0	1
905148	101048	201048	301048	7	48	4104041	100	4104043	100	4190004	100	0	1
905149	101049	201049	301049	7	49	4101002	2	9000033	2	4190004	100	0	1
905150	101050	201050	301050	7	50	4190001	100	4190001	300	3000002	1580	1	1
905151	101001	201001	301001	8	1	3000003	30000	150008	1	4190004	200	0	1
905152	101002	201002	301002	8	2	4102202	10	4190001	100	4190004	100	0	1
905153	101003	201003	301003	8	3	4104041	100	4104042	200	4190004	100	0	1
905154	101004	201004	301004	8	4	4101002	2	9000033	2	4190004	100	0	1
905155	101005	201005	301005	8	5	4190001	100	4190001	300	4190004	100	0	1
905156	101006	201006	301006	8	6	3000003	30000	3000003	150000	4190004	100	0	1
905157	101007	201007	301007	8	7	4102202	10	4190001	100	4190004	100	0	1
905158	101008	201008	301008	8	8	4104041	100	4104043	100	4190004	100	0	1
905159	101009	201009	301009	8	9	4101002	2	9000033	2	4190004	100	0	1
