id	ScheduleId	unlockType	unlockId	unlockNum	taskContentType	taskContentId	taskContenNum	point	openType	openParameter	status	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
12	1	25		104030	7	3000017	300	300	637		1	消耗300点社团积分	消耗300點社團積分	Spend 300 Clan Points.	ギルドポイントを300消費する	클럽 포인트 300 소모	ใช้​คะแนน​ชมรม​ 300​ แต้ม​
13	2				7	3000004	1500	300	0		1	消耗1500点情绪	消耗1500點情緒	Spend 1500 Pathos.	エモーションを1500消費する	이모션 1500 소모	ใช้​พา​โธส​ 1,500​ หน่วย​
14	2				1803		1000	300	0		1	累计获得1000点活跃度	累計獲得1000點活躍度	Get 1000 Activeness Pts in total.	活躍度が累計で1000に達する	활약도 누적 1000 획득	ได้รับ​ค่า​แอ็ก​ที​ฟ​ครบ​ 1,000​ แต้ม​
15	2	25		104020	1405	0	5	300	518		1	完成5次离岛空运	完成5次離島空運	Complete Air Express 5 times.	離島空便を5回完了する	항공 운송 5회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 5​ ครั้ง​
16	2				1416	0	200	300	511		1	制作200个料理	製作200個料理	Create food 200 times.	任意の料理を200個製作する	요리 200개 제작	ทำอาหาร 200 รายการ
17	2	25		104110	1103	0	15	300	236		1	通关15次协力战	通關15次協力戰	Complete 15 Invasions.	協同作戦を15回クリアする	협력전 15회 클리어	ผ่าน​ด่าน​ผนึก​กำลัง​ 15​ ครั้ง​
18	2	25		107120	274		5	300	212		1	参与5次世界首领	參與5次世界首領	Fight the World Boss 5 times.	ワールドBOSSの討伐に5回参加する	월드 보스 5회 참여	เข้าร่วม​เวิลด์​บอส​ 5​ ครั้ง​
19	2	25		106070	253		3	300	721		1	在天梯竞技场累计胜利3次	在天梯競技場累計勝利3次	Win 3 battles in the Arena.	アリーナランク戦に累計3回勝利する	래더 아레나에서 누적 3회 승리	ชนะ​ใน​สกาย​อารี​น่า​สะสม​ 3​ ครั้ง​
20	2	25		105030	1119		5	300	723		1	在幻影特训场累计胜利5次	在幻影特訓場累計勝利5次	Win 5 battles in Master Duel.	ファントム特訓場で累計5回勝利する	팬텀 특훈장에서 누적 5회 승리	ชนะ​ใน​สนาม​ซ้อม​แฟน​ธอม​สะสม​ 5​ ครั้ง​
21	2	25		109210	1107		5	300	722		1	在幻影斗技场累计胜利5次	在幻影鬥技場累計勝利5次	Win 5 battles in Phantom Clash.	ファントム闘技場で累計5回勝利する	팬텀 투기장에서 누적 5회 승리	ชนะ​ใน​แฟน​ธอม​อารี​น่า​สะสม​ 5​ ครั้ง​
22	2				1102		20	300			1	通关任意区域关卡20次	通關任意區域關卡20次	Clear any district stage 20 times.	任意のエリアステージを20回クリアする	지역 스테이지 20회 클리어	ผ่าน​ด่าน​พื้น​ที่ใด​ก็ได้​ 20​ ครั้ง​
23	2				601	1	20	300	601	1	1	进行20次召唤	進行20次召喚	Make 20 summons.	召喚を20回行う	소환 20회 진행	รับสมัคร 20 ครั้ง
24	2	25		104030	7	3000017	300	300	637		1	消耗300点社团积分	消耗300點社團積分	Spend 300 Clan Points.	ギルドポイントを300消費する	클럽 포인트 300 소모	ใช้​คะแนน​ชมรม​ 300​ แต้ม​
301	3				7	3000004	1500	300	0		1	消耗1500点情绪	消耗1500點情緒	Spend 1500 Pathos.	エモーションを1500消費する	이모션 1500 소모	ใช้​พา​โธส​ 1,500​ หน่วย​
302	3				1803		1000	300	0		1	累计获得1000点活跃度	累計獲得1000點活躍度	Get 1000 Activeness Pts in total.	活躍度が累計で1000に達する	활약도 누적 1000 획득	ได้รับ​ค่า​แอ็ก​ที​ฟ​ครบ​ 1,000​ แต้ม​
303	3	25		104020	1405	0	5	300	518		1	完成5次离岛空运	完成5次離島空運	Complete Air Express 5 times.	離島空便を5回完了する	항공 운송 5회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 5​ ครั้ง​
304	3				1416	0	200	300	511		1	制作200个料理	製作200個料理	Create food 200 times.	任意の料理を200個製作する	요리 200개 제작	ทำอาหาร 200 รายการ
305	3	25		104110	1103	0	15	300	236		1	通关15次协力战	通關15次協力戰	Complete 15 Invasions.	協同作戦を15回クリアする	협력전 15회 클리어	ผ่าน​ด่าน​ผนึก​กำลัง​ 15​ ครั้ง​
306	3	25		107120	274		5	300	212		1	参与5次世界首领	參與5次世界首領	Fight the World Boss 5 times.	ワールドBOSSの討伐に5回参加する	월드 보스 5회 참여	เข้าร่วม​เวิลด์​บอส​ 5​ ครั้ง​
307	3	25		106070	253		3	300	721		1	在天梯竞技场累计胜利3次	在天梯競技場累計勝利3次	Win 3 battles in the Arena.	アリーナランク戦に累計3回勝利する	래더 아레나에서 누적 3회 승리	ชนะ​ใน​สกาย​อารี​น่า​สะสม​ 3​ ครั้ง​
308	3	25		105030	1119		5	300	723		1	在幻影特训场累计胜利5次	在幻影特訓場累計勝利5次	Win 5 battles in Master Duel.	ファントム特訓場で累計5回勝利する	팬텀 특훈장에서 누적 5회 승리	ชนะ​ใน​สนาม​ซ้อม​แฟน​ธอม​สะสม​ 5​ ครั้ง​
309	3	25		109210	1107		5	300	722		1	在幻影斗技场累计胜利5次	在幻影鬥技場累計勝利5次	Win 5 battles in Phantom Clash.	ファントム闘技場で累計5回勝利する	팬텀 투기장에서 누적 5회 승리	ชนะ​ใน​แฟน​ธอม​อารี​น่า​สะสม​ 5​ ครั้ง​
310	3				1102		20	300			1	通关任意区域关卡20次	通關任意區域關卡20次	Clear any district stage 20 times.	任意のエリアステージを20回クリアする	지역 스테이지 20회 클리어	ผ่าน​ด่าน​พื้น​ที่ใด​ก็ได้​ 20​ ครั้ง​
311	3				601	1	20	300	601	1	1	进行20次召唤	進行20次召喚	Make 20 summons.	召喚を20回行う	소환 20회 진행	รับสมัคร 20 ครั้ง
312	3	25		104030	7	3000017	300	300	637		1	消耗300点社团积分	消耗300點社團積分	Spend 300 Clan Points.	ギルドポイントを300消費する	클럽 포인트 300 소모	ใช้​คะแนน​ชมรม​ 300​ แต้ม​
401	4				7	3000004	1500	300	0		1	消耗1500点情绪	消耗1500點情緒	Spend 1500 Pathos.	エモーションを1500消費する	이모션 1500 소모	ใช้​พา​โธส​ 1,500​ หน่วย​
402	4				1803		1000	300	0		1	累计获得1000点活跃度	累計獲得1000點活躍度	Get 1000 Activeness Pts in total.	活躍度が累計で1000に達する	활약도 누적 1000 획득	ได้รับ​ค่า​แอ็ก​ที​ฟ​ครบ​ 1,000​ แต้ม​
403	4	25		104020	1405	0	5	300	518		1	完成5次离岛空运	完成5次離島空運	Complete Air Express 5 times.	離島空便を5回完了する	항공 운송 5회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 5​ ครั้ง​
404	4				1416	0	200	300	511		1	制作200个料理	製作200個料理	Create food 200 times.	任意の料理を200個製作する	요리 200개 제작	ทำอาหาร 200 รายการ
405	4	25		104110	1103	0	15	300	236		1	通关15次协力战	通關15次協力戰	Complete 15 Invasions.	協同作戦を15回クリアする	협력전 15회 클리어	ผ่าน​ด่าน​ผนึก​กำลัง​ 15​ ครั้ง​
406	4	25		107120	274		5	300	212		1	参与5次世界首领	參與5次世界首領	Fight the World Boss 5 times.	ワールドBOSSの討伐に5回参加する	월드 보스 5회 참여	เข้าร่วม​เวิลด์​บอส​ 5​ ครั้ง​
407	4	25		106070	253		3	300	721		1	在天梯竞技场累计胜利3次	在天梯競技場累計勝利3次	Win 3 battles in the Arena.	アリーナランク戦に累計3回勝利する	래더 아레나에서 누적 3회 승리	ชนะ​ใน​สกาย​อารี​น่า​สะสม​ 3​ ครั้ง​
408	4	25		105030	1119		5	300	723		1	在幻影特训场累计胜利5次	在幻影特訓場累計勝利5次	Win 5 battles in Master Duel.	ファントム特訓場で累計5回勝利する	팬텀 특훈장에서 누적 5회 승리	ชนะ​ใน​สนาม​ซ้อม​แฟน​ธอม​สะสม​ 5​ ครั้ง​
409	4	25		109210	1107		5	300	722		1	在幻影斗技场累计胜利5次	在幻影鬥技場累計勝利5次	Win 5 battles in Phantom Clash.	ファントム闘技場で累計5回勝利する	팬텀 투기장에서 누적 5회 승리	ชนะ​ใน​แฟน​ธอม​อารี​น่า​สะสม​ 5​ ครั้ง​
410	4				1102		20	300			1	通关任意区域关卡20次	通關任意區域關卡20次	Clear any district stage 20 times.	任意のエリアステージを20回クリアする	지역 스테이지 20회 클리어	ผ่าน​ด่าน​พื้น​ที่ใด​ก็ได้​ 20​ ครั้ง​
411	4				601	1	20	300	601	1	1	进行20次召唤	進行20次召喚	Make 20 summons.	召喚を20回行う	소환 20회 진행	รับสมัคร 20 ครั้ง
412	4	25		104030	7	3000017	300	300	637		1	消耗300点社团积分	消耗300點社團積分	Spend 300 Clan Points.	ギルドポイントを300消費する	클럽 포인트 300 소모	ใช้​คะแนน​ชมรม​ 300​ แต้ม​
501	5				7	3000004	1500	300	0		1	消耗1500点情绪	消耗1500點情緒	Spend 1500 Pathos.	エモーションを1500消費する	이모션 1500 소모	ใช้​พา​โธส​ 1,500​ หน่วย​
502	5				1803		1000	300	0		1	累计获得1000点活跃度	累計獲得1000點活躍度	Get 1000 Activeness Pts in total.	活躍度が累計で1000に達する	활약도 누적 1000 획득	ได้รับ​ค่า​แอ็ก​ที​ฟ​ครบ​ 1,000​ แต้ม​
503	5	25		104020	1405	0	5	300	518		1	完成5次离岛空运	完成5次離島空運	Complete Air Express 5 times.	離島空便を5回完了する	항공 운송 5회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 5​ ครั้ง​
504	5				1416	0	200	300	511		1	制作200个料理	製作200個料理	Create food 200 times.	任意の料理を200個製作する	요리 200개 제작	ทำอาหาร 200 รายการ
505	5	25		104110	1103	0	15	300	236		1	通关15次协力战	通關15次協力戰	Complete 15 Invasions.	協同作戦を15回クリアする	협력전 15회 클리어	ผ่าน​ด่าน​ผนึก​กำลัง​ 15​ ครั้ง​
506	5	25		107120	274		5	300	212		1	参与5次世界首领	參與5次世界首領	Fight the World Boss 5 times.	ワールドBOSSの討伐に5回参加する	월드 보스 5회 참여	เข้าร่วม​เวิลด์​บอส​ 5​ ครั้ง​
507	5	25		106070	253		3	300	721		1	在天梯竞技场累计胜利3次	在天梯競技場累計勝利3次	Win 3 battles in the Arena.	アリーナランク戦に累計3回勝利する	래더 아레나에서 누적 3회 승리	ชนะ​ใน​สกาย​อารี​น่า​สะสม​ 3​ ครั้ง​
508	5	25		105030	1119		5	300	723		1	在幻影特训场累计胜利5次	在幻影特訓場累計勝利5次	Win 5 battles in Master Duel.	ファントム特訓場で累計5回勝利する	팬텀 특훈장에서 누적 5회 승리	ชนะ​ใน​สนาม​ซ้อม​แฟน​ธอม​สะสม​ 5​ ครั้ง​
509	5	25		109210	1107		5	300	722		1	在幻影斗技场累计胜利5次	在幻影鬥技場累計勝利5次	Win 5 battles in Phantom Clash.	ファントム闘技場で累計5回勝利する	팬텀 투기장에서 누적 5회 승리	ชนะ​ใน​แฟน​ธอม​อารี​น่า​สะสม​ 5​ ครั้ง​
510	5				1102		20	300			1	通关任意区域关卡20次	通關任意區域關卡20次	Clear any district stage 20 times.	任意のエリアステージを20回クリアする	지역 스테이지 20회 클리어	ผ่าน​ด่าน​พื้น​ที่ใด​ก็ได้​ 20​ ครั้ง​
511	5				601	1	20	300	601	1	1	进行20次召唤	進行20次召喚	Make 20 summons.	召喚を20回行う	소환 20회 진행	รับสมัคร 20 ครั้ง
512	5	25		104030	7	3000017	300	300	637		1	消耗300点社团积分	消耗300點社團積分	Spend 300 Clan Points.	ギルドポイントを300消費する	클럽 포인트 300 소모	ใช้​คะแนน​ชมรม​ 300​ แต้ม​
601	6				7	3000004	1500	400	0		1	消耗1500点情绪	消耗1500點情緒	Spend 1500 Pathos.	エモーションを1500消費する	이모션 1500 소모	ใช้​พา​โธส​ 1,500​ หน่วย​
602	6				1803		1000	400	0		1	累计获得1000点活跃度	累計獲得1000點活躍度	Get 1000 Activeness Pts in total.	活躍度が累計で1000に達する	활약도 누적 1000 획득	ได้รับ​ค่า​แอ็ก​ที​ฟ​ครบ​ 1,000​ แต้ม​
603	6	25		104020	1405	0	5	400	518		1	完成5次离岛空运	完成5次離島空運	Complete Air Express 5 times.	離島空便を5回完了する	항공 운송 5회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 5​ ครั้ง​
604	6				1416	0	200	400	511		1	制作200个料理	製作200個料理	Create food 200 times.	任意の料理を200個製作する	요리 200개 제작	ทำอาหาร 200 รายการ
605	6	25		104110	1103	0	15	400	236		1	通关15次协力战	通關15次協力戰	Complete 15 Invasions.	協同作戦を15回クリアする	협력전 15회 클리어	ผ่าน​ด่าน​ผนึก​กำลัง​ 15​ ครั้ง​
606	6	25		107120	274		5	400	212		1	参与5次世界首领	參與5次世界首領	Fight the World Boss 5 times.	ワールドBOSSの討伐に5回参加する	월드 보스 5회 참여	เข้าร่วม​เวิลด์​บอส​ 5​ ครั้ง​
607	6	25		106070	253		3	400	721		1	在天梯竞技场累计胜利3次	在天梯競技場累計勝利3次	Win 3 battles in the Arena.	アリーナランク戦に累計3回勝利する	래더 아레나에서 누적 3회 승리	ชนะ​ใน​สกาย​อารี​น่า​สะสม​ 3​ ครั้ง​
608	6	25		105030	1119		5	400	723		1	在幻影特训场累计胜利5次	在幻影特訓場累計勝利5次	Win 5 battles in Master Duel.	ファントム特訓場で累計5回勝利する	팬텀 특훈장에서 누적 5회 승리	ชนะ​ใน​สนาม​ซ้อม​แฟน​ธอม​สะสม​ 5​ ครั้ง​
609	6	25		109210	1107		5	400	722		1	在幻影斗技场累计胜利5次	在幻影鬥技場累計勝利5次	Win 5 battles in Phantom Clash.	ファントム闘技場で累計5回勝利する	팬텀 투기장에서 누적 5회 승리	ชนะ​ใน​แฟน​ธอม​อารี​น่า​สะสม​ 5​ ครั้ง​
610	6				1102		20	400			1	通关任意区域关卡20次	通關任意區域關卡20次	Clear any district stage 20 times.	任意のエリアステージを20回クリアする	지역 스테이지 20회 클리어	ผ่าน​ด่าน​พื้น​ที่ใด​ก็ได้​ 20​ ครั้ง​
611	6				601	1	20	400	601	1	1	进行20次召唤	進行20次召喚	Make 20 summons.	召喚を20回行う	소환 20회 진행	รับสมัคร 20 ครั้ง
612	6	25		104030	7	3000017	300	400	637		1	消耗300点社团积分	消耗300點社團積分	Spend 300 Clan Points.	ギルドポイントを300消費する	클럽 포인트 300 소모	ใช้​คะแนน​ชมรม​ 300​ แต้ม​
701	7				7	3000004	1500	400	0		1	消耗1500点情绪	消耗1500點情緒	Spend 1500 Pathos.	エモーションを1500消費する	이모션 1500 소모	ใช้​พา​โธส​ 1,500​ หน่วย​
702	7				1803		1000	400	0		1	累计获得1000点活跃度	累計獲得1000點活躍度	Get 1000 Activeness Pts in total.	活躍度が累計で1000に達する	활약도 누적 1000 획득	ได้รับ​ค่า​แอ็ก​ที​ฟ​ครบ​ 1,000​ แต้ม​
703	7	25		104020	1405	0	5	400	518		1	完成5次离岛空运	完成5次離島空運	Complete Air Express 5 times.	離島空便を5回完了する	항공 운송 5회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 5​ ครั้ง​
704	7				1416	0	200	400	511		1	制作200个料理	製作200個料理	Create food 200 times.	任意の料理を200個製作する	요리 200개 제작	ทำอาหาร 200 รายการ
705	7	25		104110	1103	0	15	400	236		1	通关15次协力战	通關15次協力戰	Complete 15 Invasions.	協同作戦を15回クリアする	협력전 15회 클리어	ผ่าน​ด่าน​ผนึก​กำลัง​ 15​ ครั้ง​
706	7	25		107120	274		5	400	212		1	参与5次世界首领	參與5次世界首領	Fight the World Boss 5 times.	ワールドBOSSの討伐に5回参加する	월드 보스 5회 참여	เข้าร่วม​เวิลด์​บอส​ 5​ ครั้ง​
707	7	25		106070	253		3	400	721		1	在天梯竞技场累计胜利3次	在天梯競技場累計勝利3次	Win 3 battles in the Arena.	アリーナランク戦に累計3回勝利する	래더 아레나에서 누적 3회 승리	ชนะ​ใน​สกาย​อารี​น่า​สะสม​ 3​ ครั้ง​
708	7	25		105030	1119		5	400	723		1	在幻影特训场累计胜利5次	在幻影特訓場累計勝利5次	Win 5 battles in Master Duel.	ファントム特訓場で累計5回勝利する	팬텀 특훈장에서 누적 5회 승리	ชนะ​ใน​สนาม​ซ้อม​แฟน​ธอม​สะสม​ 5​ ครั้ง​
709	7	25		109210	1107		5	400	722		1	在幻影斗技场累计胜利5次	在幻影鬥技場累計勝利5次	Win 5 battles in Phantom Clash.	ファントム闘技場で累計5回勝利する	팬텀 투기장에서 누적 5회 승리	ชนะ​ใน​แฟน​ธอม​อารี​น่า​สะสม​ 5​ ครั้ง​
710	7				1102		20	400			1	通关任意区域关卡20次	通關任意區域關卡20次	Clear any district stage 20 times.	任意のエリアステージを20回クリアする	지역 스테이지 20회 클리어	ผ่าน​ด่าน​พื้น​ที่ใด​ก็ได้​ 20​ ครั้ง​
711	7				601	1	20	400	601	1	1	进行20次召唤	進行20次召喚	Make 20 summons.	召喚を20回行う	소환 20회 진행	รับสมัคร 20 ครั้ง
712	7	25		104030	7	3000017	300	400	637		1	消耗300点社团积分	消耗300點社團積分	Spend 300 Clan Points.	ギルドポイントを300消費する	클럽 포인트 300 소모	ใช้​คะแนน​ชมรม​ 300​ แต้ม​
801	8				7	3000004	1500	300	0		1	消耗1500点情绪	消耗1500點情緒	Spend 1500 Pathos.	エモーションを1500消費する	이모션 1500 소모	ใช้​พา​โธส​ 1,500​ หน่วย​
802	8				1803		1000	300	0		1	累计获得1000点活跃度	累計獲得1000點活躍度	Get 1000 Activeness Pts in total.	活躍度が累計で1000に達する	활약도 누적 1000 획득	ได้รับ​ค่า​แอ็ก​ที​ฟ​ครบ​ 1,000​ แต้ม​
803	8	25		104020	1405	0	5	300	518		1	完成5次离岛空运	完成5次離島空運	Complete Air Express 5 times.	離島空便を5回完了する	항공 운송 5회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 5​ ครั้ง​
804	8				1416	0	200	300	511		1	制作200个料理	製作200個料理	Create food 200 times.	任意の料理を200個製作する	요리 200개 제작	ทำอาหาร 200 รายการ
805	8	25		104110	1103	0	15	300	236		1	通关15次协力战	通關15次協力戰	Complete 15 Invasions.	協同作戦を15回クリアする	협력전 15회 클리어	ผ่าน​ด่าน​ผนึก​กำลัง​ 15​ ครั้ง​
806	8	25		107120	274		5	300	212		1	参与5次世界首领	參與5次世界首領	Fight the World Boss 5 times.	ワールドBOSSの討伐に5回参加する	월드 보스 5회 참여	เข้าร่วม​เวิลด์​บอส​ 5​ ครั้ง​
807	8	25		106070	253		3	300	721		1	在天梯竞技场累计胜利3次	在天梯競技場累計勝利3次	Win 3 battles in the Arena.	アリーナランク戦に累計3回勝利する	래더 아레나에서 누적 3회 승리	ชนะ​ใน​สกาย​อารี​น่า​สะสม​ 3​ ครั้ง​
808	8	25		105030	1119		5	300	723		1	在幻影特训场累计胜利5次	在幻影特訓場累計勝利5次	Win 5 battles in Master Duel.	ファントム特訓場で累計5回勝利する	팬텀 특훈장에서 누적 5회 승리	ชนะ​ใน​สนาม​ซ้อม​แฟน​ธอม​สะสม​ 5​ ครั้ง​
809	8	25		109210	1107		5	300	722		1	在幻影斗技场累计胜利5次	在幻影鬥技場累計勝利5次	Win 5 battles in Phantom Clash.	ファントム闘技場で累計5回勝利する	팬텀 투기장에서 누적 5회 승리	ชนะ​ใน​แฟน​ธอม​อารี​น่า​สะสม​ 5​ ครั้ง​
810	8				1102		20	300			1	通关任意区域关卡20次	通關任意區域關卡20次	Clear any district stage 20 times.	任意のエリアステージを20回クリアする	지역 스테이지 20회 클리어	ผ่าน​ด่าน​พื้น​ที่ใด​ก็ได้​ 20​ ครั้ง​
811	8				601	1	20	300	601	1	1	进行20次召唤	進行20次召喚	Make 20 summons.	召喚を20回行う	소환 20회 진행	รับสมัคร 20 ครั้ง
812	8	25		104030	7	3000017	300	300	637		1	消耗300点社团积分	消耗300點社團積分	Spend 300 Clan Points.	ギルドポイントを300消費する	클럽 포인트 300 소모	ใช้​คะแนน​ชมรม​ 300​ แต้ม​
901	9				7	3000004	1500	300	0		1	消耗1500点情绪	消耗1500點情緒	Spend 1500 Pathos.	エモーションを1500消費する	이모션 1500 소모	ใช้​พา​โธส​ 1,500​ หน่วย​
902	9				1803		1000	300	0		1	累计获得1000点活跃度	累計獲得1000點活躍度	Get 1000 Activeness Pts in total.	活躍度が累計で1000に達する	활약도 누적 1000 획득	ได้รับ​ค่า​แอ็ก​ที​ฟ​ครบ​ 1,000​ แต้ม​
903	9	25		104020	1405	0	5	300	518		1	完成5次离岛空运	完成5次離島空運	Complete Air Express 5 times.	離島空便を5回完了する	항공 운송 5회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 5​ ครั้ง​
904	9				1416	0	200	300	511		1	制作200个料理	製作200個料理	Create food 200 times.	任意の料理を200個製作する	요리 200개 제작	ทำอาหาร 200 รายการ
905	9	25		104110	1103	0	15	300	236		1	通关15次协力战	通關15次協力戰	Complete 15 Invasions.	協同作戦を15回クリアする	협력전 15회 클리어	ผ่าน​ด่าน​ผนึก​กำลัง​ 15​ ครั้ง​
906	9	25		107120	274		5	300	212		1	参与5次世界首领	參與5次世界首領	Fight the World Boss 5 times.	ワールドBOSSの討伐に5回参加する	월드 보스 5회 참여	เข้าร่วม​เวิลด์​บอส​ 5​ ครั้ง​
907	9	25		106070	253		3	300	721		1	在天梯竞技场累计胜利3次	在天梯競技場累計勝利3次	Win 3 battles in the Arena.	アリーナランク戦に累計3回勝利する	래더 아레나에서 누적 3회 승리	ชนะ​ใน​สกาย​อารี​น่า​สะสม​ 3​ ครั้ง​
908	9	25		105030	1119		5	300	723		1	在幻影特训场累计胜利5次	在幻影特訓場累計勝利5次	Win 5 battles in Master Duel.	ファントム特訓場で累計5回勝利する	팬텀 특훈장에서 누적 5회 승리	ชนะ​ใน​สนาม​ซ้อม​แฟน​ธอม​สะสม​ 5​ ครั้ง​
909	9	25		109210	1107		5	300	722		1	在幻影斗技场累计胜利5次	在幻影鬥技場累計勝利5次	Win 5 battles in Phantom Clash.	ファントム闘技場で累計5回勝利する	팬텀 투기장에서 누적 5회 승리	ชนะ​ใน​แฟน​ธอม​อารี​น่า​สะสม​ 5​ ครั้ง​
910	9				1102		20	300			1	通关任意区域关卡20次	通關任意區域關卡20次	Clear any district stage 20 times.	任意のエリアステージを20回クリアする	지역 스테이지 20회 클리어	ผ่าน​ด่าน​พื้น​ที่ใด​ก็ได้​ 20​ ครั้ง​
911	9				601	1	20	300	601	1	1	进行20次召唤	進行20次召喚	Make 20 summons.	召喚を20回行う	소환 20회 진행	รับสมัคร 20 ครั้ง
912	9	25		104030	7	3000017	300	300	637		1	消耗300点社团积分	消耗300點社團積分	Spend 300 Clan Points.	ギルドポイントを300消費する	클럽 포인트 300 소모	ใช้​คะแนน​ชมรม​ 300​ แต้ม​
1001	10				7	3000004	1500	400	0		1	消耗1500点情绪	消耗1500點情緒	Spend 1500 Pathos.	エモーションを1500消費する	이모션 1500 소모	ใช้​พา​โธส​ 1,500​ หน่วย​
1002	10				1803		1000	400	0		1	累计获得1000点活跃度	累計獲得1000點活躍度	Get 1000 Activeness Pts in total.	活躍度が累計で1000に達する	활약도 누적 1000 획득	ได้รับ​ค่า​แอ็ก​ที​ฟ​ครบ​ 1,000​ แต้ม​
1003	10	25		104020	1405	0	5	400	518		1	完成5次离岛空运	完成5次離島空運	Complete Air Express 5 times.	離島空便を5回完了する	항공 운송 5회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 5​ ครั้ง​
1004	10				1416	0	200	400	511		1	制作200个料理	製作200個料理	Create food 200 times.	任意の料理を200個製作する	요리 200개 제작	ทำอาหาร 200 รายการ
1005	10	25		104110	1103	0	15	400	236		1	通关15次协力战	通關15次協力戰	Complete 15 Invasions.	協同作戦を15回クリアする	협력전 15회 클리어	ผ่าน​ด่าน​ผนึก​กำลัง​ 15​ ครั้ง​
1006	10	25		107120	274		5	400	212		1	参与5次世界首领	參與5次世界首領	Fight the World Boss 5 times.	ワールドBOSSの討伐に5回参加する	월드 보스 5회 참여	เข้าร่วม​เวิลด์​บอส​ 5​ ครั้ง​
1007	10	25		106070	253		3	400	721		1	在天梯竞技场累计胜利3次	在天梯競技場累計勝利3次	Win 3 battles in the Arena.	アリーナランク戦に累計3回勝利する	래더 아레나에서 누적 3회 승리	ชนะ​ใน​สกาย​อารี​น่า​สะสม​ 3​ ครั้ง​
1008	10	25		105030	1119		5	400	723		1	在幻影特训场累计胜利5次	在幻影特訓場累計勝利5次	Win 5 battles in Master Duel.	ファントム特訓場で累計5回勝利する	팬텀 특훈장에서 누적 5회 승리	ชนะ​ใน​สนาม​ซ้อม​แฟน​ธอม​สะสม​ 5​ ครั้ง​
