id	activityId	startDay	endDay	modelId	NextID	range	sceneId	animation	status
85	1	2024/10/17 5:00	2024/10/18 23:59	186:activity_micro_challengeboss_bg.png	86	120018198	58		1
86	1	2024/10/18 5:00	2024/10/19 23:59	186:activity_micro_challengeboss_bg.png	87	120018198	58		1
87	1	2024/10/19 5:00	2024/10/20 23:59	186:activity_micro_challengeboss_bg.png	88	120018198	58		1
88	1	2024/10/20 5:00	2024/10/21 23:59	186:activity_micro_challengeboss_bg.png	89	120018198	58		1
89	1	2024/10/21 5:00	2024/10/22 23:59	186:activity_micro_challengeboss_bg.png	90	120018198	58		1
90	1	2024/10/22 5:00	2024/10/23 23:59	186:activity_micro_challengeboss_bg.png	91	120018198	58		1
91	1	2024/10/23 5:00	2024/10/24 23:59	186:activity_micro_challengeboss_bg.png	92	120018198	58		1
92	1	2024/10/24 5:00	2024/10/25 23:59	186:activity_micro_challengeboss_bg.png	93	120018198	58		1
93	1	2024/10/25 5:00	2024/10/26 23:59	186:activity_micro_challengeboss_bg.png	94	120018198	58		1
94	1	2024/10/26 5:00	2024/10/27 23:59	186:activity_micro_challengeboss_bg.png	95	120018198	58		1
95	1	2024/10/27 5:00	2024/10/28 23:59	186:activity_micro_challengeboss_bg.png	96	120018198	58		1
96	1	2024/10/28 5:00	2024/10/29 23:59	186:activity_micro_challengeboss_bg.png	97	120018198	58		1
97	1	2024/10/29 5:00	2024/10/30 23:59	186:activity_micro_challengeboss_bg.png	98	120018198	58		1
98	1	2024/10/30 5:00	2024/10/31 23:59	186:activity_micro_challengeboss_bg.png	99	120018198	58		1
99	1	2024/10/31 5:00	2024/11/1 23:59	186:activity_micro_challengeboss_bg.png	100	120018198	58		1
100	1	2024/11/1 5:00	2024/11/2 23:59	186:activity_micro_challengeboss_bg.png	101	120018198	58		1
101	1	2024/11/2 5:00	2024/11/3 23:59	186:activity_micro_challengeboss_bg.png	102	120018198	58		1
102	1	2024/11/3 5:00	2024/11/4 23:59	186:activity_micro_challengeboss_bg.png	103	120018198	58		1
103	1	2024/11/4 5:00	2024/11/5 23:59	186:activity_micro_challengeboss_bg.png	104	120018198	58		1
104	1	2024/11/5 5:00	2024/11/6 23:59	186:activity_micro_challengeboss_bg.png	105	120018198	58		1
105	1	2024/11/6 5:00	2024/11/7 23:59	186:activity_micro_challengeboss_bg.png	106	120018198	58		1
106	1	2024/11/7 5:00	2024/11/8 23:59	186:activity_micro_challengeboss_bg.png	107	120018198	58		1
107	1	2024/11/8 5:00	2024/11/9 23:59	186:activity_micro_challengeboss_bg.png	108	120018198	58		1
108	1	2024/11/9 5:00	2024/11/10 23:59	186:activity_micro_challengeboss_bg.png	109	120018198	58		1
109	1	2024/11/10 5:00	2024/11/11 23:59	186:activity_micro_challengeboss_bg.png	110	120018198	58		1
110	1	2024/11/11 5:00	2024/11/12 23:59	186:activity_micro_challengeboss_bg.png	111	120018198	58		1
111	1	2024/11/12 5:00	2024/11/13 23:59	186:activity_micro_challengeboss_bg.png	112	120018198	58		1
112	1	2024/11/13 5:00	2024/11/14 23:59	186:activity_micro_challengeboss_bg.png	113	120018198	58		1
113	1	2024/11/14 5:00	2024/11/15 23:59	186:activity_micro_challengeboss_bg.png	114	120018198	58		1
114	1	2024/11/15 5:00	2024/11/16 23:59	186:activity_micro_challengeboss_bg.png	115	120018198	58		1
115	1	2024/11/16 5:00	2024/11/17 23:59	186:activity_micro_challengeboss_bg.png	116	120018198	58		1
116	1	2024/11/17 5:00	2024/11/18 23:59	186:activity_micro_challengeboss_bg.png	117	120018198	58		1
117	1	2024/11/18 5:00	2024/11/19 23:59	186:activity_micro_challengeboss_bg.png	118	120018198	58		1
118	1	2024/11/19 5:00	2024/11/20 23:59	186:activity_micro_challengeboss_bg.png	119	120018198	58		1
119	1	2024/11/20 5:00	2024/11/21 23:59	186:activity_micro_challengeboss_bg.png	120	120018198	58		1
120	1	2024/11/21 5:00	2024/11/22 23:59	186:activity_micro_challengeboss_bg.png	121	120018198	58		1
121	1	2024/11/22 5:00	2024/11/23 23:59	186:activity_micro_challengeboss_bg.png	122	120018198	58		1
122	1	2024/11/23 5:00	2024/11/24 23:59	186:activity_micro_challengeboss_bg.png	123	120018198	58		1
123	1	2024/11/24 5:00	2024/11/25 23:59	186:activity_micro_challengeboss_bg.png	124	120018198	58		1
124	1	2024/11/25 5:00	2024/11/26 23:59	186:activity_micro_challengeboss_bg.png	125	120018198	58		1
125	1	2024/11/26 5:00	2024/11/27 23:59	186:activity_micro_challengeboss_bg.png	126	120018198	58		1
126	1	2024/11/27 5:00	2024/11/28 23:59	186:activity_micro_challengeboss_bg.png	127	120018198	58		1
127	1	2024/11/28 5:00	2024/11/29 23:59	186:activity_micro_challengeboss_bg.png	128	120018198	58		1
128	1	2024/11/29 5:00	2024/11/30 23:59	186:activity_micro_challengeboss_bg.png	129	120018198	58		1
129	1	2024/11/30 5:00	2024/12/1 23:59	186:activity_micro_challengeboss_bg.png	130	120018198	58		1
130	1	2024/12/1 5:00	2024/12/2 23:59	186:activity_micro_challengeboss_bg.png	131	120018198	58		1
131	1	2024/12/2 5:00	2024/12/3 23:59	186:activity_micro_challengeboss_bg.png	132	120018198	58		1
132	1	2024/12/3 5:00	2024/12/4 23:59	186:activity_micro_challengeboss_bg.png	133	120018198	58		1
133	1	2024/12/4 5:00	2024/12/5 23:59	186:activity_micro_challengeboss_bg.png	134	120018198	58		1
134	1	2024/12/5 5:00	2024/12/6 23:59	186:activity_micro_challengeboss_bg.png	135	120018198	58		1
135	1	2024/12/6 5:00	2024/12/7 23:59	186:activity_micro_challengeboss_bg.png	136	120018198	58		1
136	1	2024/12/7 5:00	2024/12/8 23:59	186:activity_micro_challengeboss_bg.png	137	120018198	58		1
137	1	2024/12/8 5:00	2024/12/9 23:59	186:activity_micro_challengeboss_bg.png	138	120018198	58		1
138	1	2024/12/9 5:00	2024/12/10 23:59	186:activity_micro_challengeboss_bg.png	139	120018198	58		1
139	1	2024/12/10 5:00	2024/12/11 23:59	186:activity_micro_challengeboss_bg.png	140	120018198	58		1
140	1	2024/12/11 5:00	2024/12/12 23:59	186:activity_micro_challengeboss_bg.png	141	120018198	58		1
141	1	2024/12/12 5:00	2024/12/13 23:59	186:activity_micro_challengeboss_bg.png	142	120018198	58		1
142	1	2024/12/13 5:00	2024/12/14 23:59	186:activity_micro_challengeboss_bg.png	143	120018198	58		1
143	1	2024/12/14 5:00	2024/12/15 23:59	186:activity_micro_challengeboss_bg.png	144	120018198	58		1
144	1	2024/12/15 5:00	2024/12/16 23:59	186:activity_micro_challengeboss_bg.png	145	120018198	58		1
145	1	2024/12/16 5:00	2024/12/17 23:59	186:activity_micro_challengeboss_bg.png	146	120018198	58		1
146	1	2024/12/17 5:00	2024/12/18 23:59	186:activity_micro_challengeboss_bg.png	147	120018198	58		1
147	1	2024/12/18 5:00	2024/12/19 23:59	186:activity_micro_challengeboss_bg.png	148	120018198	58		1
148	1	2024/12/19 5:00	2024/12/20 23:59	186:activity_micro_challengeboss_bg.png	149	120018198	58		1
149	1	2024/12/20 5:00	2024/12/21 23:59	186:activity_micro_challengeboss_bg.png	150	120018198	58		1
150	1	2024/12/21 5:00	2024/12/22 23:59	186:activity_micro_challengeboss_bg.png	151	120018198	58		1
151	1	2024/12/22 5:00	2024/12/23 23:59	186:activity_micro_challengeboss_bg.png	152	120018198	58		1
152	1	2024/12/23 5:00	2024/12/24 23:59	186:activity_micro_challengeboss_bg.png	153	120018198	58		1
153	1	2024/12/24 5:00	2024/12/25 23:59	186:activity_micro_challengeboss_bg.png	154	120018198	58		1
154	1	2024/12/25 5:00	2024/12/26 23:59	186:activity_micro_challengeboss_bg.png	155	120018198	58		1
155	1	2024/12/26 5:00	2024/12/27 23:59	186:activity_micro_challengeboss_bg.png	156	120018198	58		1
156	1	2024/12/27 5:00	2024/12/28 23:59	186:activity_micro_challengeboss_bg.png	157	120018198	58		1
157	1	2024/12/28 5:00	2024/12/29 23:59	186:activity_micro_challengeboss_bg.png	158	120018198	58		1
158	1	2024/12/29 5:00	2024/12/30 23:59	186:activity_micro_challengeboss_bg.png	159	120018198	58		1
159	1	2024/12/30 5:00	2024/12/31 23:59	186:activity_micro_challengeboss_bg.png	160	120018198	58		1
160	1	2024/12/31 5:00	2025/1/1 23:59	186:activity_micro_challengeboss_bg.png	161	120018198	58		1
161	1	2025/1/1 5:00	2025/1/2 23:59	186:activity_micro_challengeboss_bg.png	162	120018198	58		1
162	1	2025/1/2 5:00	2025/1/3 23:59	186:activity_micro_challengeboss_bg.png	163	120018198	58		1
163	1	2025/1/3 5:00	2025/1/4 23:59	186:activity_micro_challengeboss_bg.png	164	120018198	58		1
164	1	2025/1/4 5:00	2025/1/5 23:59	186:activity_micro_challengeboss_bg.png	165	120018198	58		1
165	1	2025/1/5 5:00	2025/1/6 23:59	186:activity_micro_challengeboss_bg.png	166	120018198	58		1
166	1	2025/1/6 5:00	2025/1/7 23:59	186:activity_micro_challengeboss_bg.png	167	120018198	58		1
167	1	2025/1/7 5:00	2025/1/8 23:59	186:activity_micro_challengeboss_bg.png	168	120018198	58		1
168	1	2025/1/8 5:00	2025/1/9 23:59	186:activity_micro_challengeboss_bg.png	169	120018198	58		1
169	1	2025/1/9 5:00	2025/1/10 23:59	186:activity_micro_challengeboss_bg.png	170	120018198	58		1
170	1	2025/1/10 5:00	2025/1/11 23:59	186:activity_micro_challengeboss_bg.png	171	120018198	58		1
171	1	2025/1/11 5:00	2025/1/12 23:59	186:activity_micro_challengeboss_bg.png	172	120018198	58		1
172	1	2025/1/12 5:00	2025/1/13 23:59	186:activity_micro_challengeboss_bg.png	173	120018198	58		1
173	1	2025/1/13 5:00	2025/1/14 23:59	186:activity_micro_challengeboss_bg.png	174	120018198	58		1
174	1	2025/1/14 5:00	2025/1/15 23:59	186:activity_micro_challengeboss_bg.png	175	120018198	58		1
175	1	2025/1/15 5:00	2025/1/16 23:59	186:activity_micro_challengeboss_bg.png	176	120018198	58		1
176	1	2025/1/16 5:00	2025/1/17 23:59	186:activity_micro_challengeboss_bg.png	177	120018198	58		1
177	1	2025/1/17 5:00	2025/1/18 23:59	186:activity_micro_challengeboss_bg.png	178	120018198	58		1
178	1	2025/1/18 5:00	2025/1/19 23:59	186:activity_micro_challengeboss_bg.png	179	120018198	58		1
179	1	2025/1/19 5:00	2025/1/20 23:59	186:activity_micro_challengeboss_bg.png	180	120018198	58		1
180	1	2025/1/20 5:00	2025/1/21 23:59	186:activity_micro_challengeboss_bg.png	181	120018198	58		1
181	1	2025/1/21 5:00	2025/1/22 23:59	186:activity_micro_challengeboss_bg.png	182	120018198	58		1
182	1	2025/1/22 5:00	2025/1/23 23:59	186:activity_micro_challengeboss_bg.png	183	120018198	58		1
183	1	2025/1/23 5:00	2025/1/24 23:59	186:activity_micro_challengeboss_bg.png	184	120018198	58		1
184	1	2025/1/24 5:00	2025/1/25 23:59	186:activity_micro_challengeboss_bg.png	185	120018198	58		1
185	1	2025/1/25 5:00	2025/1/26 23:59	186:activity_micro_challengeboss_bg.png	186	120018198	58		1
186	1	2025/1/26 5:00	2025/1/27 23:59	186:activity_micro_challengeboss_bg.png	187	120018198	58		1
187	1	2025/1/27 5:00	2025/1/28 23:59	186:activity_micro_challengeboss_bg.png	188	120018198	58		1
188	1	2025/1/28 5:00	2025/1/29 23:59	186:activity_micro_challengeboss_bg.png	189	120018198	58		1
189	1	2025/1/29 5:00	2025/1/30 23:59	186:activity_micro_challengeboss_bg.png	190	120018198	58		1
190	1	2025/1/30 5:00	2025/1/31 23:59	186:activity_micro_challengeboss_bg.png	191	120018198	58		1
191	1	2025/1/31 5:00	2025/2/1 23:59	186:activity_micro_challengeboss_bg.png	192	120018198	58		1
192	1	2025/2/1 5:00	2025/2/2 23:59	186:activity_micro_challengeboss_bg.png	193	120018198	58		1
193	1	2025/2/2 5:00	2025/2/3 23:59	186:activity_micro_challengeboss_bg.png	194	120018198	58		1
194	1	2025/2/3 5:00	2025/2/4 23:59	186:activity_micro_challengeboss_bg.png	195	120018198	58		1
195	1	2025/2/4 5:00	2025/2/5 23:59	186:activity_micro_challengeboss_bg.png	196	120018198	58		1
196	1	2025/2/5 5:00	2025/2/6 23:59	186:activity_micro_challengeboss_bg.png	197	120018198	58		1
197	1	2025/2/6 5:00	2025/2/7 23:59	186:activity_micro_challengeboss_bg.png	198	120018198	58		1
198	1	2025/2/7 5:00	2025/2/8 23:59	186:activity_micro_challengeboss_bg.png	199	120018198	58		1
199	1	2025/2/8 5:00	2025/2/9 23:59	186:activity_micro_challengeboss_bg.png	200	120018198	58		1
200	1	2025/2/9 5:00	2025/2/10 23:59	186:activity_micro_challengeboss_bg.png	201	120018198	58		1
201	1	2025/2/10 5:00	2025/2/11 23:59	186:activity_micro_challengeboss_bg.png	202	120018198	58		1
202	1	2025/2/11 5:00	2025/2/12 23:59	186:activity_micro_challengeboss_bg.png	203	120018198	58		1
203	1	2025/2/12 5:00	2025/2/13 23:59	186:activity_micro_challengeboss_bg.png	204	120018198	58		1
204	1	2025/2/13 5:00	2025/2/14 23:59	186:activity_micro_challengeboss_bg.png	205	120018198	58		1
205	1	2025/2/14 5:00	2025/2/15 23:59	186:activity_micro_challengeboss_bg.png	206	120018198	58		1
206	1	2025/2/15 5:00	2025/2/16 23:59	186:activity_micro_challengeboss_bg.png	207	120018198	58		1
207	1	2025/2/16 5:00	2025/2/17 23:59	186:activity_micro_challengeboss_bg.png	208	120018198	58		1
208	1	2025/2/17 5:00	2025/2/18 23:59	186:activity_micro_challengeboss_bg.png	209	120018198	58		1
209	1	2025/2/18 5:00	2025/2/19 23:59	186:activity_micro_challengeboss_bg.png	210	120018198	58		1
210	1	2025/2/19 5:00	2025/2/20 23:59	186:activity_micro_challengeboss_bg.png	211	120018198	58		1
211	1	2025/2/20 5:00	2025/2/21 23:59	186:activity_micro_challengeboss_bg.png	212	120018198	58		1
212	1	2025/2/21 5:00	2025/2/22 23:59	186:activity_micro_challengeboss_bg.png	213	120018198	58		1
213	1	2025/2/22 5:00	2025/2/23 23:59	186:activity_micro_challengeboss_bg.png	214	120018198	58		1
214	1	2025/2/23 5:00	2025/2/24 23:59	186:activity_micro_challengeboss_bg.png	215	120018198	58		1
215	1	2025/2/24 5:00	2025/2/25 23:59	186:activity_micro_challengeboss_bg.png	216	120018198	58		1
216	1	2025/2/25 5:00	2025/2/26 23:59	186:activity_micro_challengeboss_bg.png	217	120018198	58		1
217	1	2025/2/26 5:00	2025/2/27 23:59	186:activity_micro_challengeboss_bg.png	218	120018198	58		1
218	1	2025/2/27 5:00	2025/2/28 23:59	186:activity_micro_challengeboss_bg.png	219	120018198	58		1
219	1	2025/2/28 5:00	2025/3/1 23:59	186:activity_micro_challengeboss_bg.png	220	120018198	58		1
220	1	2025/3/1 5:00	2025/3/2 23:59	186:activity_micro_challengeboss_bg.png	221	120018198	58		1
221	1	2025/3/2 5:00	2025/3/3 23:59	186:activity_micro_challengeboss_bg.png	222	120018198	58		1
222	1	2025/3/3 5:00	2025/3/4 23:59	186:activity_micro_challengeboss_bg.png	223	120018198	58		1
223	1	2025/3/4 5:00	2025/3/5 23:59	186:activity_micro_challengeboss_bg.png	224	120018198	58		1
224	1	2025/3/5 5:00	2025/3/6 23:59	186:activity_micro_challengeboss_bg.png	225	120018198	58		1
225	1	2025/3/6 5:00	2025/3/7 23:59	186:activity_micro_challengeboss_bg.png	226	120018198	58		1
226	1	2025/3/7 5:00	2025/3/8 23:59	186:activity_micro_challengeboss_bg.png	227	120018198	58		1
227	1	2025/3/8 5:00	2025/3/9 23:59	186:activity_micro_challengeboss_bg.png	228	120018198	58		1
228	1	2025/3/9 5:00	2025/3/10 23:59	186:activity_micro_challengeboss_bg.png	229	120018198	58		1
229	1	2025/3/10 5:00	2025/3/11 23:59	186:activity_micro_challengeboss_bg.png	230	120018198	58		1
230	1	2025/3/11 5:00	2025/3/12 23:59	186:activity_micro_challengeboss_bg.png	231	120018198	58		1
231	1	2025/3/12 5:00	2025/3/13 23:59	186:activity_micro_challengeboss_bg.png	232	120018198	58		1
232	1	2025/3/13 5:00	2025/3/14 23:59	186:activity_micro_challengeboss_bg.png	233	120018198	58		1
233	1	2025/3/14 5:00	2025/3/15 23:59	186:activity_micro_challengeboss_bg.png	234	120018198	58		1
234	1	2025/3/15 5:00	2025/3/16 23:59	186:activity_micro_challengeboss_bg.png	235	120018198	58		1
235	1	2025/3/16 5:00	2025/3/17 23:59	186:activity_micro_challengeboss_bg.png	236	120018198	58		1
236	1	2025/3/17 5:00	2025/3/18 23:59	186:activity_micro_challengeboss_bg.png	237	120018198	58		1
237	1	2025/3/18 5:00	2025/3/19 23:59	186:activity_micro_challengeboss_bg.png	238	120018198	58		1
238	1	2025/3/19 5:00	2025/3/20 23:59	186:activity_micro_challengeboss_bg.png	239	120018198	58		1
239	1	2025/3/20 5:00	2025/3/21 23:59	186:activity_micro_challengeboss_bg.png	240	120018198	58		1
240	1	2025/3/21 5:00	2025/3/22 23:59	186:activity_micro_challengeboss_bg.png	241	120018198	58		1
241	1	2025/3/22 5:00	2025/3/23 23:59	186:activity_micro_challengeboss_bg.png	242	120018198	58		1
242	1	2025/3/23 5:00	2025/3/24 23:59	186:activity_micro_challengeboss_bg.png	243	120018198	58		1
243	1	2025/3/24 5:00	2025/3/25 23:59	186:activity_micro_challengeboss_bg.png	244	120018198	58		1
244	1	2025/3/25 5:00	2025/3/26 23:59	186:activity_micro_challengeboss_bg.png	245	120018198	58		1
245	1	2025/3/26 5:00	2025/3/27 23:59	186:activity_micro_challengeboss_bg.png	246	120018198	58		1
246	1	2025/3/27 5:00	2025/3/28 23:59	186:activity_micro_challengeboss_bg.png	247	120018198	58		1
247	1	2025/3/28 5:00	2025/3/29 23:59	186:activity_micro_challengeboss_bg.png	248	120018198	58		1
248	1	2025/3/29 5:00	2025/3/30 23:59	186:activity_micro_challengeboss_bg.png	249	120018198	58		1
249	1	2025/3/30 5:00	2025/3/31 23:59	186:activity_micro_challengeboss_bg.png	250	120018198	58		1
