id	itemId	level	addType	buffId	costItem	costItemNum	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
120025036	12002503	6	0	120025036	9000067	3500	1	密卷	密卷	Secret Scroll	秘巻	비밀 문서	คัมภีร์ลับ	基础生命值+90%	基礎生命值+90%	Base HP +90%	基本最大HP+90%	기본 HP+90%	HP พื้นฐาน +90%
120025041	12002504	1	0	120025041	9000067	0	1	宝箱	寶箱	Chest	宝箱	보물상자	หีบสมบัติ	基础攻击力+800	基礎攻擊力+800	Base ATK +800	基本攻撃力+800	기본 공격력+800	ATK พื้นฐาน +800
120025042	12002504	2	0	120025042	9000067	1000	1	宝箱	寶箱	Chest	宝箱	보물상자	หีบสมบัติ	基础攻击力+1270	基礎攻擊力+1270	Base ATK +1270	基本攻撃力+1270	기본 공격력+1270	ATK พื้นฐาน +1,270
120025043	12002504	3	0	120025043	9000067	1500	1	宝箱	寶箱	Chest	宝箱	보물상자	หีบสมบัติ	基础攻击力+1730	基礎攻擊力+1730	Base ATK +1730	基本攻撃力+1730	기본 공격력+1730	ATK พื้นฐาน +1,730
120025044	12002504	4	0	120025044	9000067	2000	1	宝箱	寶箱	Chest	宝箱	보물상자	หีบสมบัติ	基础攻击力+2200	基礎攻擊力+2200	Base ATK +2200	基本攻撃力+2200	기본 공격력+2200	ATK พื้นฐาน +2,200
120025045	12002504	5	0	120025045	9000067	2500	1	宝箱	寶箱	Chest	宝箱	보물상자	หีบสมบัติ	基础攻击力+2670	基礎攻擊力+2670	Base ATK +2670	基本攻撃力+2670	기본 공격력+2670	ATK พื้นฐาน +2,670
120025046	12002504	6	0	120025046	9000067	3500	1	宝箱	寶箱	Chest	宝箱	보물상자	หีบสมบัติ	基础攻击力+3600	基礎攻擊力+3600	Base ATK +3600	基本攻撃力+3600	기본 공격력+3600	ATK พื้นฐาน +3,600
120025051	12002505	1	0	120025051	9000067	0	1	黑猫	黑貓	Darkpaw	黒猫	블랙 펠리니언	แมวพาโธซิส	基础防御力+1080	基礎防禦力+1080	Base DEF +1080	基本防御力+1080	기본 방어력+1080	DEF พื้นฐาน +1,080
120025052	12002505	2	0	120025052	9000067	1000	1	黑猫	黑貓	Darkpaw	黒猫	블랙 펠리니언	แมวพาโธซิส	基础防御力+1714	基礎防禦力+1714	Base DEF +1714	基本防御力+1714	기본 방어력+1714	DEF พื้นฐาน +1,714
120025053	12002505	3	0	120025053	9000067	1500	1	黑猫	黑貓	Darkpaw	黒猫	블랙 펠리니언	แมวพาโธซิส	基础防御力+2335	基礎防禦力+2335	Base DEF +2335	基本防御力+2335	기본 방어력+2335	DEF พื้นฐาน +2,335
120025054	12002505	4	0	120025054	9000067	2000	1	黑猫	黑貓	Darkpaw	黒猫	블랙 펠리니언	แมวพาโธซิส	基础防御力+2970	基礎防禦力+2970	Base DEF +2970	基本防御力+2970	기본 방어력+2970	DEF พื้นฐาน +2,970
120025055	12002505	5	0	120025055	9000067	2500	1	黑猫	黑貓	Darkpaw	黒猫	블랙 펠리니언	แมวพาโธซิส	基础防御力+3604	基礎防禦力+3604	Base DEF +3604	基本防御力+3604	기본 방어력+3604	DEF พื้นฐาน +3,604
120025056	12002505	6	0	120025056	9000067	3500	1	黑猫	黑貓	Darkpaw	黒猫	블랙 펠리니언	แมวพาโธซิส	基础防御力+4860	基礎防禦力+4860	Base DEF +4860	基本防御力+4860	기본 방어력+4860	DEF พื้นฐาน +4,860
120025061	12002506	1	0	120025061	9000067	0	1	报纸	報紙	Newspaper	新聞	신문	หนังสือพิมพ์	穿透率+20%	穿透率+20%	Armor PEN +20%	貫通率+20%	관통률+20%	อัตราเจาะเกราะ  +20%
120025062	12002506	2	0	120025062	9000067	1000	1	报纸	報紙	Newspaper	新聞	신문	หนังสือพิมพ์	穿透率+32%	穿透率+32%	Armor PEN +32%	貫通率+32%	관통률+32%	อัตราเจาะเกราะ  +32%
120025063	12002506	3	0	120025063	9000067	1500	1	报纸	報紙	Newspaper	新聞	신문	หนังสือพิมพ์	穿透率+43%	穿透率+43%	Armor PEN +43%	貫通率＋43%	관통률 +43%	อัตราเจาะเกราะ +43%
120025064	12002506	4	0	120025064	9000067	2000	1	报纸	報紙	Newspaper	新聞	신문	หนังสือพิมพ์	穿透率+55%	穿透率+55%	Armor PEN +55%	貫通率+55%	관통률+55%	อัตราเจาะเกราะ  +55%
120025065	12002506	5	0	120025065	9000067	2500	1	报纸	報紙	Newspaper	新聞	신문	หนังสือพิมพ์	穿透率+67%	穿透率+67%	Armor PEN +67%	貫通率+67%	관통률+67%	อัตราเจาะเกราะ  +67%
120025066	12002506	6	0	120025066	9000067	3500	1	报纸	報紙	Newspaper	新聞	신문	หนังสือพิมพ์	穿透率+90%	穿透率+90%	Armor PEN +90%	貫通率+90%	관통률+90%	อัตราเจาะเกราะ  +90%
120025071	12002507	1	0	120025071	9000067	0	1	锁链	鎖鏈	Chains	鎖	쇠사슬	โซ่ตรวน	忍耐率+20%	忍耐率+20%	Endurance +20%	忍耐率+20%	인내율+20%	อัตราอดทน +20%
120025072	12002507	2	0	120025072	9000067	1000	1	锁链	鎖鏈	Chains	鎖	쇠사슬	โซ่ตรวน	忍耐率+32%	忍耐率+32%	Endurance +32%	忍耐率+32%	인내율+32%	อัตราอดทน +32%
120025073	12002507	3	0	120025073	9000067	1500	1	锁链	鎖鏈	Chains	鎖	쇠사슬	โซ่ตรวน	忍耐率+43%	忍耐率+43%	Endurance +43%	忍耐率+43%	인내율+43%	อัตราอดทน  +43%
120025074	12002507	4	0	120025074	9000067	2000	1	锁链	鎖鏈	Chains	鎖	쇠사슬	โซ่ตรวน	忍耐率+55%	忍耐率+55%	Endurance +55%	忍耐率+55%	인내율+55%	อัตราอดทน  +55%
120025075	12002507	5	0	120025075	9000067	2500	1	锁链	鎖鏈	Chains	鎖	쇠사슬	โซ่ตรวน	忍耐率+67%	忍耐率+67%	Endurance +67%	忍耐率+67%	인내율+67%	อัตราอดทน +67%
120025076	12002507	6	0	120025076	9000067	3500	1	锁链	鎖鏈	Chains	鎖	쇠사슬	โซ่ตรวน	忍耐率+90%	忍耐率+90%	Endurance +90%	忍耐率+90%	인내율+90%	อัตราอดทน  +90%
120025081	12002508	1	0	120025081	9000067	0	1	吊坠	吊墜	Pendant	ペンダント	펜던트	จี้	暴击率+20%	爆擊率+20%	CRIT Rate +20%	会心率+20%	크리티컬 확률+20%	อัตราคริติคอล +20%
120025082	12002508	2	0	120025082	9000067	1000	1	吊坠	吊墜	Pendant	ペンダント	펜던트	จี้	暴击率+32%	爆擊率+32%	CRIT Rate +32%	会心率+32%	크리티컬 확률+32%	อัตราคริติคอล +32%
120025083	12002508	3	0	120025083	9000067	1500	1	吊坠	吊墜	Pendant	ペンダント	펜던트	จี้	暴击率+43%	爆擊率+43%	CRIT Rate +43%	会心率+43%	크리티컬 확률+43%	อัตราคริติคอล +43%
120025084	12002508	4	0	120025084	9000067	2000	1	吊坠	吊墜	Pendant	ペンダント	펜던트	จี้	暴击率+55%	爆擊率+55%	CRIT Rate +55%	会心率+55%	크리티컬 확률+55%	อัตราคริติคอล +55%
120025085	12002508	5	0	120025085	9000067	2500	1	吊坠	吊墜	Pendant	ペンダント	펜던트	จี้	暴击率+67%	爆擊率+67%	CRIT Rate +67%	会心率+67%	크리티컬 확률+67%	อัตราคริติคอล +67%
120025086	12002508	6	0	120025086	9000067	3500	1	吊坠	吊墜	Pendant	ペンダント	펜던트	จี้	暴击率+90%	爆擊率+90%	CRIT Rate +90%	会心率+90%	크리티컬 확률+90%	อัตราคริติคอล +90%
120025091	12002509	1	0	120025091	9000067	0	1	匕首	匕首	Dagger	ナイフ	단검	กริช	暴击伤害+40%	爆擊傷害+40%	CRIT DMG +40%	会心ダメージ+40%	크리티컬 대미지+40%	ดาเมจคริติคอล +40%
120025092	12002509	2	0	120025092	9000067	1000	1	匕首	匕首	Dagger	ナイフ	단검	กริช	暴击伤害+64%	爆擊傷害+64%	CRIT DMG +64%	会心ダメージ+64%	크리티컬 대미지+64%	ดาเมจคริติคอล +64%
120025093	12002509	3	0	120025093	9000067	1500	1	匕首	匕首	Dagger	ナイフ	단검	กริช	暴击伤害+86%	爆擊傷害+86%	CRIT DMG +86%	会心ダメージ+86%	크리티컬 대미지+86%	ดาเมจคริติคอล +86%
120025094	12002509	4	0	120025094	9000067	2000	1	匕首	匕首	Dagger	ナイフ	단검	กริช	暴击伤害+110%	爆擊傷害+110%	CRIT DMG +110%	会心ダメージ+110%	크리티컬 대미지+110%	ดาเมจคริติคอล +110%
120025095	12002509	5	0	120025095	9000067	2500	1	匕首	匕首	Dagger	ナイフ	단검	กริช	暴击伤害+134%	爆擊傷害+134%	CRIT DMG +134%	会心ダメージ+134%	크리티컬 대미지+134%	ดาเมจคริติคอล +134%
120025096	12002509	6	0	120025096	9000067	3500	1	匕首	匕首	Dagger	ナイフ	단검	กริช	暴击伤害+180%	爆擊傷害+180%	CRIT DMG +180%	会心ダメージ+180%	크리티컬 대미지+180%	ดาเมจคริติคอล +180%
120025101	12002510	1	0	120025101	9000067	0	1	名画	名畫	Famous Painting	名画	명화	ภาพวาดที่มีชื่อเสียง	造成真实伤害+30%	造成真實傷害+30%	True DMG dealt +30%	与える直撃ダメージ+30%	부여하는 고정 대미지+30%	ดา​เม​จ​จริง​ที่​สร้าง​ +30%​
120025102	12002510	2	0	120025102	9000067	1000	1	名画	名畫	Famous Painting	名画	명화	ภาพวาดที่มีชื่อเสียง	造成真实伤害+48%	造成真實傷害+48%	True DMG dealt +48%	与える直撃ダメージ+48%	부여하는 고정 대미지+48%	ดา​เม​จ​จริง​ที่​สร้าง​ +48%​
120025103	12002510	3	0	120025103	9000067	1500	1	名画	名畫	Famous Painting	名画	명화	ภาพวาดที่มีชื่อเสียง	造成真实伤害+65%	造成真實傷害+65%	True DMG dealt +65%	与える直撃ダメージ+65%	부여하는 고정 대미지+65%	ดา​เม​จ​จริง​ที่​สร้าง​ +65%​
120025104	12002510	4	0	120025104	9000067	2000	1	名画	名畫	Famous Painting	名画	명화	ภาพวาดที่มีชื่อเสียง	造成真实伤害+83%	造成真實傷害+83%	True DMG dealt +83%	与える直撃ダメージ+83%	부여하는 고정 대미지+83%	ดา​เม​จ​จริง​ที่​สร้าง​ +83%​
120025105	12002510	5	0	120025105	9000067	2500	1	名画	名畫	Famous Painting	名画	명화	ภาพวาดที่มีชื่อเสียง	造成真实伤害+100%	造成真實傷害+100%	True DMG dealt +100%	与える直撃ダメージ+100%	부여하는 고정 대미지+100%	ดา​เม​จ​จริง​ที่​สร้าง​ +100%​
120025106	12002510	6	0	120025106	9000067	3500	1	名画	名畫	Famous Painting	名画	명화	ภาพวาดที่มีชื่อเสียง	造成真实伤害+135%	造成真實傷害+135%	True DMG dealt +135%	与える直撃ダメージ+135%	부여하는 고정 대미지+135%	ดา​เม​จ​จริง​ที่​สร้าง​ +135%​
120025111	12002511	1	0	120025111	9000067	0	1	树叶	樹葉	Leaf	木の葉	나뭇잎	ใบไม้	造成穿透伤害+20%	造成穿透傷害+20%	Piercing DMG dealt +20%	与える貫通ダメージ+20%	부여하는 관통 대미지+20%	ดา​เม​จ​เจาะ​เกราะ​ที่​สร้าง​ +20%​
120025112	12002511	2	0	120025112	9000067	1000	1	树叶	樹葉	Leaf	木の葉	나뭇잎	ใบไม้	造成穿透伤害+32%	造成穿透傷害+32%	Piercing DMG dealt +32%	与える貫通ダメージ+32%	부여하는 관통 대미지+32%	ดา​เม​จ​เจาะ​เกราะ​ที่​สร้าง​ +32%​
120025113	12002511	3	0	120025113	9000067	1500	1	树叶	樹葉	Leaf	木の葉	나뭇잎	ใบไม้	造成穿透伤害+43%	造成穿透傷害+43%	Piercing DMG dealt +43%	与える貫通ダメージ+43%	부여하는 관통 대미지+43%	ดา​เม​จ​เจาะ​เกราะ​ที่​สร้าง​ +43%​
120025114	12002511	4	0	120025114	9000067	2000	1	树叶	樹葉	Leaf	木の葉	나뭇잎	ใบไม้	造成穿透伤害+55%	造成穿透傷害+55%	Piercing DMG dealt +55%	与える貫通ダメージ+55%	부여하는 관통 대미지+55%	ดา​เม​จ​เจาะ​เกราะ​ที่​สร้าง​ +55%​
120025115	12002511	5	0	120025115	9000067	2500	1	树叶	樹葉	Leaf	木の葉	나뭇잎	ใบไม้	造成穿透伤害+67%	造成穿透傷害+67%	Piercing DMG dealt +67%	与える貫通ダメージ+67%	부여하는 관통 대미지+67%	ดา​เม​จ​เจาะ​เกราะ​ที่​สร้าง​ +67%​
120025116	12002511	6	0	120025116	9000067	3500	1	树叶	樹葉	Leaf	木の葉	나뭇잎	ใบไม้	造成穿透伤害+90%	造成穿透傷害+90%	Piercing DMG dealt +90%	与える貫通ダメージ+90%	부여하는 관통 대미지+90%	ดา​เม​จ​เจาะ​เกราะ​ที่​สร้าง​ +90%​
120025121	12002512	1	0	120025121	9000067	0	1	断罪天使	斷罪天使	Judgment Angel	断罪の天使	단죄의 천사	เทวทูตพิพากษา	造成穿刺伤害+20%	造成穿刺傷害+20%	Jab DMG dealt +20%	与える穿刺ダメージ+20%	부여하는 크리티컬 관통 대미지+20%	ดา​เม​จ​ทะลวง​ที่​สร้าง​ +20%​
120025122	12002512	2	0	120025122	9000067	1000	1	断罪天使	斷罪天使	Judgment Angel	断罪の天使	단죄의 천사	เทวทูตพิพากษา	造成穿刺伤害+32%	造成穿刺傷害+32%	Jab DMG dealt +32%	与える穿刺ダメージ+32%	부여하는 크리티컬 관통 대미지+32%	ดา​เม​จ​ทะลวง​ที่​สร้าง​ +32%​
120025123	12002512	3	0	120025123	9000067	1500	1	断罪天使	斷罪天使	Judgment Angel	断罪の天使	단죄의 천사	เทวทูตพิพากษา	造成穿刺伤害+43%	造成穿刺傷害+43%	Jab DMG dealt +43%	与える穿刺ダメージ+43%	부여하는 크리티컬 관통 대미지+43%	ดา​เม​จ​ทะลวง​ที่​สร้าง​ +43%​
120025124	12002512	4	0	120025124	9000067	2000	1	断罪天使	斷罪天使	Judgment Angel	断罪の天使	단죄의 천사	เทวทูตพิพากษา	造成穿刺伤害+55%	造成穿刺傷害+55%	Jab DMG dealt +55%	与える穿刺ダメージ+55%	부여하는 크리티컬 관통 대미지+55%	ดา​เม​จ​ทะลวง​ที่​สร้าง​ +55%​
120025125	12002512	5	0	120025125	9000067	2500	1	断罪天使	斷罪天使	Judgment Angel	断罪の天使	단죄의 천사	เทวทูตพิพากษา	造成穿刺伤害+67%	造成穿刺傷害+67%	Jab DMG dealt +67%	与える穿刺ダメージ+67%	부여하는 크리티컬 관통 대미지+67%	ดา​เม​จ​ทะลวง​ที่​สร้าง​ +67%​
120025126	12002512	6	0	120025126	9000067	3500	1	断罪天使	斷罪天使	Judgment Angel	断罪の天使	단죄의 천사	เทวทูตพิพากษา	造成穿刺伤害+90%	造成穿刺傷害+90%	Jab DMG dealt +90%	与える穿刺ダメージ+90%	부여하는 관통 대미지+90%	ดา​เม​จ​ทะลวง​ที่​สร้าง​ +90%​
120025131	12002513	1	0	120025131	9000067	0	1	碎玻璃	碎玻璃	Glass Shard	ガラスの破片	깨진 유리	กระจกที่แตกหัก	造成破碎伤害+20%	造成破碎傷害+20%	Sunder DMG dealt +20%	与える超会心ダメージ+20%	부여하는 파쇄 대미지+20%	ดา​เม​จบ​ด​ขยี้​ที่​สร้าง​ +20%​
120025132	12002513	2	0	120025132	9000067	1000	1	碎玻璃	碎玻璃	Glass Shard	ガラスの破片	깨진 유리	กระจกที่แตกหัก	造成破碎伤害+32%	造成破碎傷害+32%	Sunder DMG dealt +32%	与える超会心ダメージ+32%	부여하는 파쇄 대미지+32%	ดา​เม​จบ​ด​ขยี้​ที่​สร้าง​ +32%​
120025133	12002513	3	0	120025133	9000067	1500	1	碎玻璃	碎玻璃	Glass Shard	ガラスの破片	깨진 유리	กระจกที่แตกหัก	造成破碎伤害+43%	造成破碎傷害+43%	Sunder DMG dealt +43%	与える超会心ダメージ+43%	부여하는 파쇄 대미지+43%	ดา​เม​จบ​ด​ขยี้​ที่​สร้าง​ +43%​
120025134	12002513	4	0	120025134	9000067	2000	1	碎玻璃	碎玻璃	Glass Shard	ガラスの破片	깨진 유리	กระจกที่แตกหัก	造成破碎伤害+55%	造成破碎傷害+55%	Sunder DMG dealt +55%	与える超会心ダメージ+55%	부여하는 파쇄 대미지+55%	ดา​เม​จบ​ด​ขยี้​ที่​สร้าง​ +55%​
120025135	12002513	5	0	120025135	9000067	2500	1	碎玻璃	碎玻璃	Glass Shard	ガラスの破片	깨진 유리	กระจกที่แตกหัก	造成破碎伤害+67%	造成破碎傷害+67%	Sunder DMG dealt +67%	与える超会心ダメージ+67%	부여하는 파쇄 대미지+67%	ดา​เม​จบ​ด​ขยี้​ที่​สร้าง​ +67%​
120025136	12002513	6	0	120025136	9000067	3500	1	碎玻璃	碎玻璃	Glass Shard	ガラスの破片	깨진 유리	กระจกที่แตกหัก	造成破碎伤害+90%	造成破碎傷害+90%	Sunder DMG dealt +90%	与える超会心ダメージ+90%	부여하는 파쇄 대미지+90%	ดา​เม​จบ​ด​ขยี้​ที่​สร้าง​ +90%​
120025141	12002514	1	0	120025141	9000067	0	1	雪花	雪花	Snowflake	雪の花	눈꽃	เกล็ดหิมะ	造成破裂伤害+20%	造成破裂傷害+20%	Overload DMG dealt +20%	与えるバフ特攻ダメージ+20%	부여하는 파열 대미지+20%	ดา​เม​จ​ฉีก​กระชาก​ที่​สร้าง​ +20%​
120025142	12002514	2	0	120025142	9000067	1000	1	雪花	雪花	Snowflake	雪の花	눈꽃	เกล็ดหิมะ	造成破裂伤害+32%	造成破裂傷害+32%	Overload DMG dealt +32%	与えるバフ特攻ダメージ+32%	부여하는 파열 대미지+32%	ดา​เม​จ​ฉีก​กระชาก​ที่​สร้าง​ +32%​
120025143	12002514	3	0	120025143	9000067	1500	1	雪花	雪花	Snowflake	雪の花	눈꽃	เกล็ดหิมะ	造成破裂伤害+43%	造成破裂傷害+43%	Overload DMG dealt +43%	与えるバフ特攻ダメージ+43%	부여하는 파열 대미지+43%	ดา​เม​จ​ฉีก​กระชาก​ที่​สร้าง​ +43%​
120025144	12002514	4	0	120025144	9000067	2000	1	雪花	雪花	Snowflake	雪の花	눈꽃	เกล็ดหิมะ	造成破裂伤害+55%	造成破裂傷害+55%	Overload DMG dealt +55%	与えるバフ特攻ダメージ+55%	부여하는 파열 대미지+55%	ดา​เม​จ​ฉีก​กระชาก​ที่​สร้าง​ +55%​
120025145	12002514	5	0	120025145	9000067	2500	1	雪花	雪花	Snowflake	雪の花	눈꽃	เกล็ดหิมะ	造成破裂伤害+67%	造成破裂傷害+67%	Overload DMG dealt +67%	与えるバフ特攻ダメージ+67%	부여하는 파열 대미지+67%	ดา​เม​จ​ฉีก​กระชาก​ที่​สร้าง​ +67%​
120025146	12002514	6	0	120025146	9000067	3500	1	雪花	雪花	Snowflake	雪の花	눈꽃	เกล็ดหิมะ	造成破裂伤害+90%	造成破裂傷害+90%	Overload DMG dealt +90%	与えるバフ特攻ダメージ+90%	부여하는 파열 대미지+90%	ดา​เม​จ​ฉีก​กระชาก​ที่​สร้าง​ +90%​
120025151	12002515	1	0	120025151	9000067	0	1	蝴蝶	蝴蝶	Butterfly	バタフライ	나비야	Butterfly	造成破灭伤害+20%	造成破滅傷害+20%	Dire DMG dealt +20%	与える弱体特攻ダメージ+20%	부여하는 파멸 대미지+20%	ดา​เม​จ​ทำลายล้าง​ที่​สร้าง​ +20%​
120025152	12002515	2	0	120025152	9000067	1000	1	蝴蝶	蝴蝶	Butterfly	バタフライ	나비야	Butterfly	造成破灭伤害+32%	造成破滅傷害+32%	Dire DMG dealt +32%	与える弱体特攻ダメージ+32%	부여하는 파멸 대미지+32%	ดา​เม​จ​ทำลายล้าง​ที่​สร้าง​ +32%​
120025153	12002515	3	0	120025153	9000067	1500	1	蝴蝶	蝴蝶	Butterfly	バタフライ	나비야	Butterfly	造成破灭伤害+43%	造成破滅傷害+43%	Dire DMG dealt +43%	与える弱体特攻ダメージ+43%	부여하는 파멸 대미지+43%	ดา​เม​จ​ทำลายล้าง​ที่​สร้าง​ +43%​
120025154	12002515	4	0	120025154	9000067	2000	1	蝴蝶	蝴蝶	Butterfly	バタフライ	나비야	Butterfly	造成破灭伤害+55%	造成破滅傷害+55%	Dire DMG dealt +55%	与える弱体特攻ダメージ+55%	부여하는 파멸 대미지+55%	ดา​เม​จ​ทำลายล้าง​ที่​สร้าง​ +55%​
120025155	12002515	5	0	120025155	9000067	2500	1	蝴蝶	蝴蝶	Butterfly	バタフライ	나비야	Butterfly	造成破灭伤害+67%	造成破滅傷害+67%	Dire DMG dealt +67%	与える弱体特攻ダメージ+67%	부여하는 파멸 대미지+67%	ดา​เม​จ​ทำลายล้าง​ที่​สร้าง​ +67%​
120025156	12002515	6	0	120025156	9000067	3500	1	蝴蝶	蝴蝶	Butterfly	バタフライ	나비야	Butterfly	造成破灭伤害+90%	造成破滅傷害+90%	Dire DMG dealt +90%	与える弱体特攻ダメージ+90%	부여하는 파멸 대미지+90%	ดา​เม​จ​ทำลายล้าง​ที่​สร้าง​ +90%​
120025161	12002516	1	0	120025161	9000067	0	1	沙发	沙發	Couch	ソファ	소파	โซฟา	造成最终伤害+20%	造成最終傷害+20%	Final DMG dealt +20%	与える最終ダメージ+20%	부여하는 최종 대미지+20%	ดา​เม​จ​สุดท้าย​ที่​สร้าง​ +20%​
120025162	12002516	2	0	120025162	9000067	1000	1	沙发	沙發	Couch	ソファ	소파	โซฟา	造成最终伤害+32%	造成最終傷害+32%	Final DMG dealt +32%	与える最終ダメージ+32%	부여하는 최종 대미지+32%	ดา​เม​จ​สุดท้าย​ที่​สร้าง​ +32%​
120025163	12002516	3	0	120025163	9000067	1500	1	沙发	沙發	Couch	ソファ	소파	โซฟา	造成最终伤害+43%	造成最終傷害+43%	Final DMG Dealt +43%	与える最終ダメージ＋43%	부여하는 최종 대미지 +43%	ดา​เม​จ​สุดท้าย​ที่​สร้าง​ +43%​
120025164	12002516	4	0	120025164	9000067	2000	1	沙发	沙發	Couch	ソファ	소파	โซฟา	造成最终伤害+55%	造成最終傷害+55%	Final DMG dealt +55%	与える最終ダメージ+55%	부여하는 최종 대미지+55%	ดา​เม​จ​สุดท้าย​ที่​สร้าง​ +55%​
120025165	12002516	5	0	120025165	9000067	2500	1	沙发	沙發	Couch	ソファ	소파	โซฟา	造成最终伤害+67%	造成最終傷害+67%	Final DMG dealt +67%	与える最終ダメージ+67%	부여하는 최종 대미지+67%	ดา​เม​จ​สุดท้าย​ที่​สร้าง​ +67%​
120025166	12002516	6	0	120025166	9000067	3500	1	沙发	沙發	Couch	ソファ	소파	โซฟา	造成最终伤害+90%	造成最終傷害+90%	Final DMG dealt +90%	与える最終ダメージ+90%	부여하는 최종 대미지+90%	ดา​เม​จ​สุดท้าย​ที่​สร้าง​ +90%​
