id	activeId	storey	monsteType	nextLevel	unlockNum	exp	cardExp	costItem	costNum	costNumLose	proposalLevel	SceneId	rounds	roleNun	battleRules	powerMin	powerTeamMin	showMonster	powerRatioTeamID	status	label	label_zh_TW	label_en_UK	label_ja_JP	label_ko_KR	label_th_TH	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH
12002519	1	19	1	12002520	12002518	0	0	3000004	0	0	460800	17801	8	4		3410	169400	31010005	20	1												
12002520	1	20	2	12002521	12002519	0	0	3000004	0	0	483900	17801	10	4		3650	179000	34051002	20	1												
12002521	1	21	1	12002522	12002520	0	0	3000004	0	0	507000	17801	8	4		2000	193000	31011005	20	1												
12002522	1	22	1	12002523	12002521	0	0	3000004	0	0	530100	17801	8	4		2000	198500	31030005	20	1												
12002523	1	23	1	12002524	12002522	0	0	3000004	0	0	553200	17801	8	4		2000	204000	31051005	20	1												
12002524	1	24	1	12002525	12002523	0	0	3000004	0	0	576300	17801	8	4		2000	214000	31040005	20	1												
12002525	1	25	3	12002526	12002524	0	0	3000004	0	0	599400	17801	8	4		3770	219500	34051002	20	1												
12002526	1	26	1	12002527	12002525	0	0	3000004	0	0	622500	17801	8	4		2000	228000	31011005	20	1												
12002527	1	27	1	12002528	12002526	0	0	3000004	0	0	645600	17801	8	4		2000	232000	31030005	20	1												
12002528	1	28	1	12002529	12002527	0	0	3000004	0	0	668700	17801	8	4		2000	236000	31051005	20	1												
12002529	1	29	1	12002530	12002528	0	0	3000004	0	0	691800	17801	8	4		2000	242900	31040005	20	1												
12002530	1	30	2	12002531	12002529	0	0	3000004	0	0	714900	17801	10	4		4130	246200	34051002	20	1												
12002531	1	31	1	12002532	12002530	0	0	3000004	0	0	738000	17801	8	4		4250	253800	31002005	20	1												
12002532	1	32	1	12002533	12002531	0	0	3000004	0	0	761100	17801	8	4		4370	256400	31003005	20	1												
12002533	1	33	1	12002534	12002532	0	0	3000004	0	0	784200	17801	8	4		4430	259700	31004005	20	1												
12002534	1	34	1	12002535	12002533	0	0	3000004	0	0	807300	17801	8	4		4550	266600	31014005	20	1												
12002535	1	35	3	12002536	12002534	0	0	3000004	0	0	830400	17801	8	4		4670	269900	34051002	20	1												
12002536	1	36	1	12002537	12002535	0	0	3000004	0	0	853500	17801	8	4		4790	277500	31007005	20	1												
12002537	1	37	1	12002538	12002536	0	0	3000004	0	0	876600	17801	8	4		4910	280100	31009005	20	1												
12002538	1	38	1	12002539	12002537	0	0	3000004	0	0	899700	17801	8	4		5030	283900	31024005	20	1												
12002539	1	39	1	12002540	12002538	0	0	3000004	0	0	922800	17801	8	4		5150	290500	31026005	20	1												
12002540	1	40	2	12002541	12002539	0	0	3000004	0	0	945900	17801	10	4		5330	294200	34051002	20	1												
12002541	1	41	1	12002542	12002540	0	0	3000004	0	0	969000	17801	8	4		4250	253800	31020005	20	1												
12002542	1	42	1	12002543	12002541	0	0	3000004	0	0	992100	17801	8	4		4370	256400	31005005	20	1												
12002543	1	43	1	12002544	12002542	0	0	3000004	0	0	1015200	17801	8	4		4430	259700	31006005	20	1												
12002544	1	44	1	12002545	12002543	0	0	3000004	0	0	1038300	17801	8	4		4550	266600	31012005	20	1												
12002545	1	45	3	12002546	12002544	0	0	3000004	0	0	1061400	17801	8	4		4670	269900	34051002	20	1												
12002546	1	46	1	12002547	12002545	0	0	3000004	0	0	1084500	17801	8	4		4790	277500	31021005	20	1												
12002547	1	47	1	12002548	12002546	0	0	3000004	0	0	1107600	17801	8	4		4910	280100	31022005	20	1												
12002548	1	48	1	12002549	12002547	0	0	3000004	0	0	1130700	17801	8	4		5030	283900	31023005	20	1												
12002549	1	49	1	12002550	12002548	0	0	3000004	0	0	1153800	17801	8	4		5150	290500	31010005	20	1												
12002550	1	50	2	0	12002549	0	0	3000004	0	0	1200000	17801	10	4		5330	294200	34051002	20	1												
