id	type	showType	quality	stack	sellitem	sellMoney	openType	openParameter	photoId	effectType	effectId	effectNum	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
4010126	40	401	2	1	0	0			7:goods_icon_4010126	0	0	0	1	进攻套-爪饰	進攻套-爪飾	Offense Set - Claws	攻撃装飾・爪	공격 세트 - 장갑	เซ็ตโจมตี - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010131	40	401	3	1	0	0			7:goods_icon_4010131	0	0	0	1	进攻套-头饰	進攻套-頭飾	Offense Set - Headpiece	攻撃装飾・頭部	공격 세트 - 머리 장식	เซ็ตโจมตี - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010132	40	401	3	1	0	0			7:goods_icon_4010132	0	0	0	1	进攻套-耳饰	進攻套-耳飾	Offense Set - Earrings	攻撃装飾・耳	공격 세트 - 귀 장식	เซ็ตโจมตี - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010133	40	401	3	1	0	0			7:goods_icon_4010133	0	0	0	1	进攻套-颈环	進攻套-頸環	Offense Set - Necklace	攻撃装飾・首	공격 세트 - 목걸이	เซ็ตโจมตี - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010134	40	401	3	1	0	0			7:goods_icon_4010134	0	0	0	1	进攻套-尾饰	進攻套-尾飾	Offense Set - Tailpiece	攻撃装飾・尻尾	공격 세트 - 꼬리 장식	เซ็ตโจมตี - ประดับหาง	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010135	40	401	3	1	0	0			7:goods_icon_4010135	0	0	0	1	进攻套-嘴套	進攻套-嘴套	Offense Set - Mouthpiece	攻撃装飾・顔	공격 세트 - 마스크	เซ็ตโจมตี - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010136	40	401	3	1	0	0			7:goods_icon_4010136	0	0	0	1	进攻套-爪饰	進攻套-爪飾	Offense Set - Claws	攻撃装飾・爪	공격 세트 - 장갑	เซ็ตโจมตี - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010141	40	401	4	1	0	0			7:goods_icon_4010141	0	0	0	1	进攻套-头饰	進攻套-頭飾	Offense Set - Headpiece	攻撃装飾・頭部	공격 세트 - 머리 장식	เซ็ตโจมตี - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010142	40	401	4	1	0	0			7:goods_icon_4010142	0	0	0	1	进攻套-耳饰	進攻套-耳飾	Offense Set - Earrings	攻撃装飾・耳	공격 세트 - 귀 장식	เซ็ตโจมตี - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010143	40	401	4	1	0	0			7:goods_icon_4010143	0	0	0	1	进攻套-颈环	進攻套-頸環	Offense Set - Necklace	攻撃装飾・首	공격 세트 - 목걸이	เซ็ตโจมตี - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010144	40	401	4	1	0	0			7:goods_icon_4010144	0	0	0	1	进攻套-尾饰	進攻套-尾飾	Offense Set - Tailpiece	攻撃装飾・尻尾	공격 세트 - 꼬리 장식	เซ็ตโจมตี - ประดับหาง	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010145	40	401	4	1	0	0			7:goods_icon_4010145	0	0	0	1	进攻套-嘴套	進攻套-嘴套	Offense Set - Mouthpiece	攻撃装飾・顔	공격 세트 - 마스크	เซ็ตโจมตี - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010146	40	401	4	1	0	0			7:goods_icon_4010146	0	0	0	1	进攻套-爪饰	進攻套-爪飾	Offense Set - Claws	攻撃装飾・爪	공격 세트 - 장갑	เซ็ตโจมตี - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010151	40	401	5	1	0	0			7:goods_icon_4010151	0	0	0	1	进攻套-头饰	進攻套-頭飾	Offense Set - Headpiece	攻撃装飾・頭部	공격 세트 - 머리 장식	เซ็ตโจมตี - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010152	40	401	5	1	0	0			7:goods_icon_4010152	0	0	0	1	进攻套-耳饰	進攻套-耳飾	Offense Set - Earrings	攻撃装飾・耳	공격 세트 - 귀 장식	เซ็ตโจมตี - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010153	40	401	5	1	0	0			7:goods_icon_4010153	0	0	0	1	进攻套-颈环	進攻套-頸環	Offense Set - Necklace	攻撃装飾・首	공격 세트 - 목걸이	เซ็ตโจมตี - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010154	40	401	5	1	0	0			7:goods_icon_4010154	0	0	0	1	进攻套-尾饰	進攻套-尾飾	Offense Set - Tailpiece	攻撃装飾・尻尾	공격 세트 - 꼬리 장식	เซ็ตโจมตี - ประดับหาง	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010155	40	401	5	1	0	0			7:goods_icon_4010155	0	0	0	1	进攻套-嘴套	進攻套-嘴套	Offense Set - Mouthpiece	攻撃装飾・顔	공격 세트 - 마스크	เซ็ตโจมตี - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010156	40	401	5	1	0	0			7:goods_icon_4010156	0	0	0	1	进攻套-爪饰	進攻套-爪飾	Offense Set - Claws	攻撃装飾・爪	공격 세트 - 장갑	เซ็ตโจมตี - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010161	40	401	6	1	0	0			7:goods_icon_4010161	0	0	0	1	进攻套-头饰	進攻套-頭飾	Offense Set - Headpiece	攻撃装飾・頭部	공격 세트 - 머리 장식	เซ็ตโจมตี - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010162	40	401	6	1	0	0			7:goods_icon_4010162	0	0	0	1	进攻套-耳饰	進攻套-耳飾	Offense Set - Earrings	攻撃装飾・耳	공격 세트 - 귀 장식	เซ็ตโจมตี - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010163	40	401	6	1	0	0			7:goods_icon_4010163	0	0	0	1	进攻套-颈环	進攻套-頸環	Offense Set - Necklace	攻撃装飾・首	공격 세트 - 목걸이	เซ็ตโจมตี - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010164	40	401	6	1	0	0			7:goods_icon_4010164	0	0	0	1	进攻套-尾饰	進攻套-尾飾	Offense Set - Tailpiece	攻撃装飾・尻尾	공격 세트 - 꼬리 장식	เซ็ตโจมตี - ประดับหาง	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010165	40	401	6	1	0	0			7:goods_icon_4010165	0	0	0	1	进攻套-嘴套	進攻套-嘴套	Offense Set - Mouthpiece	攻撃装飾・顔	공격 세트 - 마스크	เซ็ตโจมตี - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010166	40	401	6	1	0	0			7:goods_icon_4010166	0	0	0	1	进攻套-爪饰	進攻套-爪飾	Offense Set - Claws	攻撃装飾・爪	공격 세트 - 장갑	เซ็ตโจมตี - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี	4件套：攻击力 +20%	4件套：攻擊力 +20%	4-Piece Set: ATK +20%	4セット:攻撃力＋20%	4세트: 공격력 +20%	เซ็ต 4 ชิ้น: ATK +20%
4010211	40	401	1	1	0	0			7:goods_icon_4010211	0	0	0	1	防守套-头饰	防守套-頭飾	Defense Set - Headpiece	防御装飾・頭部	방어 세트 - 머리 장식	เซ็ตป้องกัน - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP	2件套：防御力 +20%	2件套：防禦力 +20%	2-piece Set: DEF +20%	2セット:防御力＋20%	2세트: 방어력 +20%	เซ็ต 2 ชิ้น: DEF +20%
4010212	40	401	1	1	0	0			7:goods_icon_4010212	0	0	0	1	防守套-耳饰	防守套-耳飾	Defense Set - Earrings	防御装飾・耳	방어 세트 - 귀 장식	เซ็ตป้องกัน - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP	2件套：防御力 +20%	2件套：防禦力 +20%	2-piece Set: DEF +20%	2セット:防御力＋20%	2세트: 방어력 +20%	เซ็ต 2 ชิ้น: DEF +20%
4010213	40	401	1	1	0	0			7:goods_icon_4010213	0	0	0	1	防守套-颈环	防守套-頸環	Defense Set - Necklace	防御装飾・首	방어 세트 - 목걸이	เซ็ตป้องกัน - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน	2件套：防御力 +20%	2件套：防禦力 +20%	2-piece Set: DEF +20%	2セット:防御力＋20%	2세트: 방어력 +20%	เซ็ต 2 ชิ้น: DEF +20%
4010214	40	401	1	1	0	0			7:goods_icon_4010214	0	0	0	1	防守套-尾饰	防守套-尾飾	Defense Set - Tailpiece	防御装飾・尻尾	방어 세트 - 꼬리 장식	เซ็ต​ป้องกัน​ -​ ประดับ​หาง​	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน	2件套：防御力 +20%	2件套：防禦力 +20%	2-piece Set: DEF +20%	2セット:防御力＋20%	2세트: 방어력 +20%	เซ็ต 2 ชิ้น: DEF +20%
4010215	40	401	1	1	0	0			7:goods_icon_4010215	0	0	0	1	防守套-嘴套	防守套-嘴套	Defense Set - Mouthpiece	防御装飾・顔	방어 세트 - 마스크	เซ็ตป้องกัน - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี	2件套：防御力 +20%	2件套：防禦力 +20%	2-piece Set: DEF +20%	2セット:防御力＋20%	2세트: 방어력 +20%	เซ็ต 2 ชิ้น: DEF +20%
4010216	40	401	1	1	0	0			7:goods_icon_4010216	0	0	0	1	防守套-爪饰	防守套-爪飾	Defense Set - Claws	防御装飾・爪	방어 세트 - 장갑	เซ็ตป้องกัน - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี	2件套：防御力 +20%	2件套：防禦力 +20%	2-piece Set: DEF +20%	2セット:防御力＋20%	2세트: 방어력 +20%	เซ็ต 2 ชิ้น: DEF +20%
4010221	40	401	2	1	0	0			7:goods_icon_4010221	0	0	0	1	防守套-头饰	防守套-頭飾	Defense Set - Headpiece	防御装飾・頭部	방어 세트 - 머리 장식	เซ็ตป้องกัน - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP	2件套：防御力 +20%	2件套：防禦力 +20%	2-piece Set: DEF +20%	2セット:防御力＋20%	2세트: 방어력 +20%	เซ็ต 2 ชิ้น: DEF +20%
4010222	40	401	2	1	0	0			7:goods_icon_4010222	0	0	0	1	防守套-耳饰	防守套-耳飾	Defense Set - Earrings	防御装飾・耳	방어 세트 - 귀 장식	เซ็ตป้องกัน - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP	2件套：防御力 +20%	2件套：防禦力 +20%	2-piece Set: DEF +20%	2セット:防御力＋20%	2세트: 방어력 +20%	เซ็ต 2 ชิ้น: DEF +20%
4010223	40	401	2	1	0	0			7:goods_icon_4010223	0	0	0	1	防守套-颈环	防守套-頸環	Defense Set - Necklace	防御装飾・首	방어 세트 - 목걸이	เซ็ตป้องกัน - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน	2件套：防御力 +20%	2件套：防禦力 +20%	2-piece Set: DEF +20%	2セット:防御力＋20%	2세트: 방어력 +20%	เซ็ต 2 ชิ้น: DEF +20%
4010224	40	401	2	1	0	0			7:goods_icon_4010224	0	0	0	1	防守套-尾饰	防守套-尾飾	Defense Set - Tailpiece	防御装飾・尻尾	방어 세트 - 꼬리 장식	เซ็ต​ป้องกัน​ -​ ประดับ​หาง​	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน	2件套：防御力 +20%	2件套：防禦力 +20%	2-piece Set: DEF +20%	2セット:防御力＋20%	2세트: 방어력 +20%	เซ็ต 2 ชิ้น: DEF +20%
4010225	40	401	2	1	0	0			7:goods_icon_4010225	0	0	0	1	防守套-嘴套	防守套-嘴套	Defense Set - Mouthpiece	防御装飾・顔	방어 세트 - 마스크	เซ็ตป้องกัน - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี	2件套：防御力 +20%	2件套：防禦力 +20%	2-piece Set: DEF +20%	2セット:防御力＋20%	2세트: 방어력 +20%	เซ็ต 2 ชิ้น: DEF +20%
4010226	40	401	2	1	0	0			7:goods_icon_4010226	0	0	0	1	防守套-爪饰	防守套-爪飾	Defense Set - Claws	防御装飾・爪	방어 세트 - 장갑	เซ็ตป้องกัน - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี	2件套：防御力 +20%	2件套：防禦力 +20%	2-piece Set: DEF +20%	2セット:防御力＋20%	2세트: 방어력 +20%	เซ็ต 2 ชิ้น: DEF +20%
4010231	40	401	3	1	0	0			7:goods_icon_4010231	0	0	0	1	防守套-头饰	防守套-頭飾	Defense Set - Headpiece	防御装飾・頭部	방어 세트 - 머리 장식	เซ็ตป้องกัน - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP	2件套：防御力 +20%	2件套：防禦力 +20%	2-piece Set: DEF +20%	2セット:防御力＋20%	2세트: 방어력 +20%	เซ็ต 2 ชิ้น: DEF +20%
4010232	40	401	3	1	0	0			7:goods_icon_4010232	0	0	0	1	防守套-耳饰	防守套-耳飾	Defense Set - Earrings	防御装飾・耳	방어 세트 - 귀 장식	เซ็ตป้องกัน - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP	2件套：防御力 +20%	2件套：防禦力 +20%	2-piece Set: DEF +20%	2セット:防御力＋20%	2세트: 방어력 +20%	เซ็ต 2 ชิ้น: DEF +20%
