id	type	showType	quality	stack	sellitem	sellMoney	openType	openParameter	photoId	effectType	effectId	effectNum	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
5600021	56	561	3	999	3000003	40	258;251	2040502	6:goods_icon_5600021				1	玫瑰花	玫瑰花	Rose	バラ	장미꽃	ดอกกุหลาบ	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​						
5600024	56	561	3	999	3000003	40	268;261	2050505	6:goods_icon_5600024				1	草莓	草莓	Strawberry	いちご	딸기	สตรอว์เบอร์รี	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​	最受好评的水果，同时也是食物上方最可爱的点缀品。	最受好評的水果，同時也是食物上方最可愛的點綴品。	The top-rated fruit and the cutest garnish for desserts.	デザートの飾りによく使われる人気のフルーツ。	가장 평이 좋은 과일이다. 음식 위에 놓여지는 데코레이션으로도 많이 쓰인다.	เป็น​ผลไม้​ยอดนิยม​ นอกจากนี้​ก็​ยัง​เป็น​ของ​ตกแต่ง​บน​จาน​อาหาร​ที่​น่ารัก​ที่สุด​อีกด้วย​
5600029	56	561	3	999	3000003	40	228;221	2010506	6:goods_icon_5600029				1	牛肉	牛肉	Beef	牛肉	소고기	เนื้อวัว	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​	减脂期与健身期时，最好的肉类伙伴。	減脂期與健身期時，最好的肉類夥伴。	The perfect meat partner during periods of fat loss and fitness.	フィットネスをするのに最適な肉。	다이어트 및 헬스를 할 때 최고의 육류다.	ช่วง​ที่​ลด​ไขมัน​และ​ออกกำลังกาย​ เป็น​เนื้อที่​ดี​ที่สุด​
5600030	56	561	3	999	3000003	40	234;231	2020105	6:goods_icon_5600030				1	面包	麵包	Bread	食パン	빵	ขนมปัง	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​						
5600031	56	561	3	999	3000003	40	234;231	2020106	6:goods_icon_5600031				1	生菜	生菜	Lettuce	レタス	상추	ผักกาดหอม	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​	可直接食用。脆嫩爽口，带有淡淡的甜味。	可直接食用。脆嫩爽口，帶有淡淡的甜味。	Ready to eat, it's crisp and tender with a subtle sweetness.	そのまま食べられる野菜。さっぱりとした味わいで、ほのかな甘みがある。	바로 먹을 수 있다. 아삭아삭한 식감과 옅은 단맛을 가지고 있다.	เป็น​อาหาร​ที่​ทาน​เล่น​ได้​เลย​ นุ่ม​อร่อย​ปาก​ มี​รสชาติ​หอม​หวาน​เล็กน้อย​
5600037	56	561	3	999	3000003	40	248;241	2030505	6:goods_icon_5600037				1	猪肉	豬肉	Pork	豚肉	돼지고기	เนื้อหมู	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​	可广泛应用于各类料理的肉类食物。	可廣泛應用於各類料理的肉類食物。	A versatile ingredient used in various dishes.	あらゆる料理に幅広く使える肉。	여러 고기 요리에 광범위하게 쓰인다.	เนื้อที่​สามารถ​ใช้​ประกอบอาหาร​ได้​หลากหลาย​แบบ​
5600040	56	561	2	999	3000003	20	228;221	2010507	6:goods_icon_5600040				1	伤感面粉	傷感麵粉	Gloomy Flour	うつうつ	상심의 밀가루	แป้งทุกข์ใจ	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​	过强的喜悦也需要中和，适量食用它的制品可以获得冷静。	過強的喜悅也需要中和，適量食用它的製品可以獲得冷靜。	Feeling too much joy? This helps balance it out and calm you down.	適度に摂取することで、浮かれた心が落ち着く。	너무 강렬한 기쁨 또한 중화가 필요하다. 이 밀가루가 들어간 음식을 적당량 섭취하면 냉정해진다.	ความสุข​ที่​มาก​ล้น​เกินไป​ก็​ต้อง​มี​ความ​สมดุล​ ทาน​มัน​ใน​ปริมาณ​ที่​พอเหมาะ​เพื่อ​ปรับ​อารมณ์​ให้​สงบนิ่ง​
5600041	56	561	2	999	3000003	20	258;251	2040504	6:goods_icon_5600041				1	惊喜土豆	驚喜馬鈴薯	Surprise Potato	サプライズポテト	서프라이즈 포테이토	มันฝรั่งเซอร์ไพรส์	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​	将快乐添加在可塑性极高的土豆之中，每一种制作都是一份惊喜。	將快樂添加在可塑性極高的馬鈴薯之中，每一種製作都是一份驚喜。	Versatile potatoes infused with extra joy, making every dish a true delight.	ポテトに喜びを加えて、調理にサプライズを起こす。	가소성이 매우 높은 감자에 첨가된 즐거움이, 만들어진 음식 모두를 놀라워지게 만들 것이다.	นำ​ความสุข​เติม​เข้าไป​ใน​มันฝรั่ง​ ทุก​การผลิต​ล้วน​นำมาซึ่ง​ความประหลาดใจ​
5600044	56	561	3	999	3000003	40	258;251	2040509	6:goods_icon_5600044				1	奶油	奶油	Cream	クリーム	크림	ครีม	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​	可直接食用，或作为各类甜点的原料增添甜蜜。	可直接食用，或作為各類甜點的原料增添甜蜜。	Can be eaten as is or used as an ingredient to sweeten desserts.	そのまま食べるのはもちろん、デザートの甘み付けの材料としても使える。	바로 먹을 수 있다. 혹은 각종 디저트의 단맛을 더할 수 있다.	ส่วนผสม​ต่างๆ​ ที่​ใช้​เติม​ความหวาน​ สามารถ​กิน​ได้​ทันที​
5600049	56	561	2	999	3000003	20	228;221	2010504	6:goods_icon_5600049				1	幸福芝士	幸福芝士	Bliss Cheese	ハッピーチーズ	행복의 치즈	ชีสแห่งความสุข	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​	浓缩了十倍牛奶与十倍富足的幸福乳制品。	濃縮了十倍牛奶與十倍富足的幸福乳製品。	With ten times the milk and ten times the richness, this dairy product brings true bliss in every bite.	10倍のミルクと10倍の豊かさを凝縮した至福の乳製品。	우유를 열 배 농축해 행복이 열 배 많아진 유제품이다.	นม​แห่ง​ความสุข​ที่​มี​ความ​เข้มข้น​มากกว่า​นม​ถึง​ 10​ เท่า​
5600050	56	561	3	999	3000003	40	228;221	2010508	6:goods_icon_5600050				1	焦糖	焦糖	Caramel	キャラメル	카라멜	คาราเมล	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​	糖经过褐变反应后产生的聚合物，是食品的天然着色剂。	糖經過褐變反應後產生的聚合物，是食品的天然著色劑。	A polymer made from caramelizing sugar, it's a natural food colorant.	砂糖の褐変反応によって生成された天然着色料。	설탕의 갈변 반응 후 생성되는 물질로 천연 식품 착색제이다.	น้ำตาล​ที่​ผ่าน​การ​โพ​ลีเมอร์​แล้ว​หลังจากที่​เกิดปฏิกิริยา​ของ​สีน้ำตาล​ เป็น​สี​ธรรมชาติ​สำหรับ​อาหาร​
5600082	56	561	2	999	3000003	20	248;241	2030504	6:goods_icon_5600082				1	积极面粉	積極麵粉	Positive Flour	のりのり	적극의 밀가루	แป้งกระตือรือร้น	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​	注入了积极情绪的面粉原料，连制作者都会随之身心愉悦。	注入了積極情緒的麵粉原料，連製作者都會隨之身心愉悅。	Flour infused with positive Pathos. It brings joy even to the baker.	ポジティブな感情を吹き込まれた小麦粉。作り手さえも喜ばせる。	적극의 이모션을 담은 밀가루 원료이다. 요리사마저 즐거워질 것이다.	ส่วนผสม​ของ​แป้ง​ที่​เต็มไปด้วย​อารมณ์​กระตือรือร้น​ แม้แต่​ผู้​ที่​ผลิต​ก็​ยังมี​สภาพ​จิตใจ​ที่​มีความสุข​
5600083	56	561	2	999	3000003	20	258;251	2040507	6:goods_icon_5600083				1	焦虑面粉	焦慮麵粉	Stress Flour	あせあせ小麦粉	초조의 밀가루	แป้งกังวลใจ	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​	全然的安逸容易让人丧失重要的警惕之心，这是来自旧城区的教训。	全然的安逸容易讓人喪失重要的警惕之心，這是來自舊城區的教訓。	Being too comfortable can cause one to lose essential alertness—a lesson from Oldtown.	完全な快適さは、警戒心という重要な感覚を奪いがち。それがオールドタウンからの教訓である。	안일함은 경각심을 잃게 한다. 이것은 구시가지의 교훈이다.	ความสบายใจ​ที่​สมบูรณ์แบบ​ทำให้​ผู้คน​ขาด​ความระมัดระวัง​ได้​อย่าง​ง่ายดาย​ นี่​คือ​คำสอน​ที่​มาจาก​เขตเมือง​โบราณ​
5600088	56	561	3	999	3000003	40	234;231	2020108	6:goods_icon_5600088				1	奶油奶酪	奶油乳酪	Cream Cheese	クリームチーズ	크림 치즈	ครีมชีส	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​						
5600090	56	561	3	999	3000003	40	277;271	2060406	6:goods_icon_5600090				1	马苏里拉芝士	馬蘇里拉芝士	Mozzarella	モッツァレラチーズ	모차렐라 치즈	มอซซาเรลล่าชีส	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​						
5600092	56	561	2	999	3000003	20	228;221	2010501	6:goods_icon_5600092				1	欢畅可乐	歡暢可樂	Joyful Soda	スッキリコーラ	즐거움의 콜라	โคล่า	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​	起源于放松、流行于分享，它在哪里快乐就在哪里。	起源於放鬆、流行於分享，它在哪裡快樂就在哪裡。	Born from relaxation, shared to spread joy. No matter where it is, happiness is ever-present.	幸せな気分にさせてくれる定番ドリンク。	릴렉스와 셰어링에서 시작되었다. 즐거운 곳이라면 어디든 있다.	มี​ต้นกำเนิด​จาก​ความ​ผ่อนคลาย​ และ​ได้รับ​ความนิยม​ผ่าน​การ​แบ่งปัน​ มอบ​ความสุข​ไม่​ว่า​อยู่​ที่ใด​
