id	type	showType	quality	stack	openType	openParameter	photoId	bagUsed	redPoint	effectType	effectId	effectNum	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
5200010	52	521	5	-1	0	0	6:goods_icon_5200010	1	1	206	4102101;4102201;4102301	1;1;1	1	芯片·Ⅰ型自选箱	晶片·Ⅰ型自選箱	Chip I Selector Chest	チップ：I型宝箱・指定	칩 Ⅰ형 선택 상자	หีบเลือกชิป·Ⅰ	使用后可选取指定的芯片·Ⅰ型进行获得。	使用後可選取指定的晶片·Ⅰ型進行獲得。	Open it and get one specific Chip I.	使用後、チップ：I型を指定して獲得することができる。	사용 후 칩 Ⅰ형 중에 1종을 선택하여 획득할 수 있다.	หลัง​ใช้​จะ​สามารถ​เลือก​รับ​ชิป​·Ⅰ​ ที่​ต้องการ​ได้​	选择一个芯片材料获得	選擇一個晶片材料獲得	Select one type of Chip material.	チップ素材を1つ選択して獲得する	칩 1개를 선택하여 획득할 수 있다.	เลือกรับชิป 1 อย่าง
5200011	52	521	5	-1	0	0	6:goods_icon_5099002	1	1	206	4104041;4104042;4104043	40;20;10	1	光之花自选礼盒	光之花自選禮盒	Flower of Light Selector Box	光の花選択箱	화이트 플로라 선택 패키지	หีบเลือกดอกไม้แห่งแสง	使用后选择其中一项获得	使用後選擇其中一項獲得	Open to choose one of the available rewards.	使用後、獲得したいアイテムを一つ選んでください	사용 시 선택하여 1종을 획득할 수 있다	เมื่อ​ใช้​สามารถ​เลือก​รับได้​ 1​ ชิ้น​	使用后可任意选择一项获得：光之花·Ⅰ*40、光之花·Ⅱ*20、光之花*Ⅲ*10。	使用後可任意選擇一項獲得：光之花·Ⅰ*40、光之花·Ⅱ*20、光之花*Ⅲ*10。	Open it and choose one of the following items: Flower of Light I*40, Flower of Light II*20, Flower of Light III*10.	使用すると、以下のアイテムから一つ選択して獲得できる：光の花･Ⅰ×40、光の花･Ⅱ×20、光の花･Ⅲ×10。	사용 시 1종을 선택할 수 있다. 화이트 플로라Ⅰx40、화이트 플로라Ⅱx20、화이트 플로라Ⅲx10.	หลัง​ใช้​จะ​สามารถ​เลือก​รับ​ไอเทม​หนึ่ง​อย่าง​:​ ดอกไม้​แห่ง​แสง​·Ⅰ​ *40​ ดอกไม้​แห่ง​แสง​·Ⅱ​ *20​ ดอกไม้​แห่ง​แสง​·Ⅲ​ *10​
5200012	52	521	5	-1	0	0	6:goods_icon_5200007	1	1	206	140008;129001;114002;113002;135008;802008;803008;127001;103009;104016;144001;125008;112002;108006;106009;3000002	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5000	1	限定SSR自选箱	限定SSR自選箱	Limited SSR Selector Chest	SSR宝箱･指定	한정 SSR 선택 상자	หีบเลือก SSR ลิมิเต็ด	使用后选择其中一项获得	使用後選擇其中一項獲得	Open to choose one of the available rewards.	使用後、獲得したいアイテムを一つ選んでください	사용 시 선택하여 1종을 획득할 수 있다	เมื่อ​ใช้​สามารถ​เลือก​รับได้​ 1​ ชิ้น​	使用后可任意选择一项获得：囚鸟绮愿、致圣雪夜、并蒂莲、菡萏曲、心动季节、醉红尘、清平乐、离梦蝶、幽篁月韵、灵棰惊竹、千术之王、架刑罪赎、冬季奇遇、涤荡者、耀夜之星和5000个猫眼石。	使用後可任意選擇一項獲得：囚鳥綺愿、致聖雪夜、並蒂蓮、菡萏曲、心動季節、醉紅塵、清平樂、離夢蝶、幽篁月韻、靈棰驚竹、千術之王、架刑罪贖、冬季奇遇、滌蕩者、耀夜之星和5000個貓眼石。	Select one of the following: Cageling Wish, Crimson Night, Twin Lotus, Ode to Lotus, Sweet Season, Tipsy Afterglow, Serene Joy, Butterfly Dream, Alluring Crescent, Pulse of Elegance, Tricky Wicky, Pure Redemption, Winter Encounter, Combat Mode, Luminous Star, or 5000 Opals.		사용 후 1개 선택 획득: 새장 속 소원, 스노우 나이트, 두개의 연꽃, 청아한 연꽃, 심쿵의 계절, 속세와 술, 평온한 즐거움, 나비와 꿈, 죽림 속 달빛, 죽림 여왕, 트릭의 제왕, 십자가 위의 용서, 스노우 페어리, 메이드, 나이트 스타, 캣츠아이*5000.	หลัง​ใช้​จะ​สามารถ​เลือก​รับได้​หนึ่ง​รายการ​:​ ปรารถนา​พัน​ธนา​,​ ราตรี​สี​เลือด​,​ นลินร่วมเคียง​,​ นลินขับขาน,​ ฤดู​แห่ง​รัก​,​ เมามายคล้ายฝัน​,​ ความสุข​แสน​สงบ​,​ ผีเสื้อ​ใน​ฝัน​,​ เสน่ห์​จันทร์​เสี้ยว​,​ จังหวะลวงใจ​,​ รา​นี​แห่ง​กลอุบาย​,​ บาปบริสุทธิ์​,​ หิมะ​แรกพบ​,​ คอม​แบ​ท​โหมด​,​ ดวงดาว​รัตติกาล​ และ​โอ​ปอ​ล​ 5,000​ ชิ้น​ 
5200013	52	521	5	-1	0	0	6:goods_icon_5200007	1	1	206	102007;103021;111002;117008;108001;104001;106002;113001;114001;130008;101013;127008;131008;109008;115008;121008;904014;137008;3000002	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5000	1	限定SSR自选箱	限定SSR自選箱	Limited SSR Selector Chest	SSR宝箱･指定	한정 SSR 선택 상자	หีบเลือก SSR ลิมิเต็ด	使用后选择其中一项获得	使用後選擇其中一項獲得	Open to choose one of the available rewards.	使用後、獲得したいアイテムを一つ選んでください	사용 시 선택하여 1종을 획득할 수 있다	เมื่อ​ใช้​สามารถ​เลือก​รับได้​ 1​ ชิ้น​	使用后可任意选择一项获得：电音骑士、心动疗愈、长夜冰冕、秘域访客、战略潜艇、绯红武士、幽灵社团、火树流光、夕雪晚照、暗巷星火、森林守护者、碧魂灯、粉红风暴、致命音符、除障者、清道夫之夜、苍白舞者、青之回旋和5000个猫眼石。	使用後可任意選擇一項獲得：電音騎士、心動療愈、長夜冰冕、秘域訪客、戰略潛艇、緋紅武士、幽靈社團、火樹流光、夕雪晚照、暗巷星火、森林守護者、碧魂燈、粉紅風暴、致命音符、除障者、清道夫之夜、蒼白舞者、青之迴旋和5000個貓眼石。	Select one of the following: Sparkle Rider, Heartfelt Healing, Crown of Frost, Mystic Visitor, Tactical Submarine, Scarlet Samurai, Ghost Club, Flying Embers, Sunset Radiance, Ember in Dark, Forest Ranger, Soul Lanterns, Beauty Cutie, One False Note, Bombshell, Purifier's Waltz, Ashen Dancer, Good Old Days, or 5,000 Opals.		사용 후 1개 선택 획득: EDM 여신, 심쿵 메이드, 얼음 여왕, 시크릿 게스트, 서브마린, 비색의 무사, 심령 동아리, 소녀와 등불, 이브닝 스노우, 다크 레인 파이어, 포레스트 가디언, 벽혼등, 스트롱 핑크, 포르티시모, 옵타클 리무버, 스케빈저 나이트, 페일 댄서, 트위스트 블루, 캣츠아이*5000.	หลัง​ใช้​จะ​สามารถ​เลือก​รับได้​หนึ่ง​รายการ​:​ เหมียว​นัก​บิด​ เยียวยา​ด้วยใจ​ ราชินี​น้ำแข็ง​ ผู้มาเยือน​ปริศนา​ แบ​ทเทิล​มา​รี​น​ สการ์เลตต์​ซามูไร​ ชมรม​ลี้ลับ​ ดวงไฟ​ล่องลอย​ ตะวัน​ลับ​ฟ้า​ ประกายไฟ​ทมิฬ​ ผู้พิทักษ์​แห่ง​ป่า​ โคม​วิญญาณ​ พิงก์​สตอร์ม​ เด​ธฮาร์​โม​นี​ จอม​กวาดล้าง​ ค่ำคืน​กวาดล้าง​ ไวท์​ชา​โด​ว์​ นักเตะ​ดาวรุ่ง​ และ​โอ​ปอ​ล​ 5000​ ชิ้น​ 
5200014	52	521	5	-1	0	0	6:goods_icon_5200007	1	1	206	140008;108006;102007;103021;111002;117008;108001;104001;106002;113001;114001;130008;101013;127008;131008;109008;115008;121008;904014;137008	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1	限定SSR自选箱	限定SSR自選箱	Limited SSR Selector Chest	SSR宝箱･指定	한정 SSR 선택 상자	หีบเลือก SSR ลิมิเต็ด	使用后选择其中一项获得	使用後選擇其中一項獲得	Open to choose one of the available rewards.	使用後、獲得したいアイテムを一つ選んでください	사용 시 선택하여 1종을 획득할 수 있다	เมื่อ​ใช้​สามารถ​เลือก​รับได้​ 1​ ชิ้น​	使用后可任意选择一项获得：囚鸟绮愿、涤荡者、电音骑士、心动疗愈、长夜冰冕、秘域访客、战略潜艇、绯红武士、幽灵社团、火树流光、夕雪晚照、暗巷星火、森林守护者、碧魂灯、粉红风暴、致命音符、除障者、清道夫之夜、苍白舞者、青之回旋。	使用後可任意選擇一項獲得：囚鳥綺愿、滌蕩者、電音騎士、心動療愈、長夜冰冕、秘域訪客、戰略潛艇、緋紅武士、幽靈社團、火樹流光、夕雪晚照、暗巷星火、森林守護者、碧魂燈、粉紅風暴、致命音符、除障者、清道夫之夜、蒼白舞者、青之迴旋。	Select one of the following: Cageling Wish, Combat Mode, Sparkle Rider, Heartfelt Healing, Crown of Frost, Mystic Visitor, Tactical Submarine, Scarlet Samurai, Ghost Club, Flying Embers, Sunset Radiance, Ember in Dark, Forest Ranger, Soul Lanterns, Beauty Cutie, One False Note, Bombshell, Purifier's Waltz, Ashen Dancer, or Good Old Days.		사용 후 1개 선택 획득: 새장 속 소원, 메이드, EDM 여신, 심쿵 메이드, 얼음 여왕, 시크릿 게스트, 서브마린, 비색의 무사, 심령 동아리, 소녀와 등불, 이브닝 스노우, 다크 레인 파이어, 포레스트 가디언, 벽혼등, 스트롱 핑크, 포르티시모, 옵타클 리무버, 스케빈저 나이트, 페일 댄서, 트위스트 블루。	หลัง​ใช้​จะ​สามารถ​เลือก​รับได้​หนึ่ง​รายการ​:​ ปรารถนา​พัน​ธนา​ คอม​แบ​ท​โหมด​ เหมียว​นัก​บิด​ เยียวยา​ด้วยใจ​ ราชินี​น้ำแข็ง​ ผู้มาเยือน​ปริศนา​ แบ​ทเทิล​มา​รี​น​ สการ์เลตต์​ซามูไร​ ชมรม​ลี้ลับ​ ดวงไฟ​ล่องลอย​ ตะวัน​ลับ​ฟ้า​ ประกายไฟ​ทมิฬ​ ผู้พิทักษ์​แห่ง​ป่า​ โคม​วิญญาณ​ พิงก์​สตอร์ม​ เด​ธฮาร์​โม​นี​ จอม​กวาดล้าง​ ค่ำคืน​กวาดล้าง​ ไวท์​ชา​โด​ว์​ นักเตะ​ดาวรุ่ง​ 
5200015	52	521	5	-1	0	0	6:goods_icon_5200007	1	1	206	102007;103021;111002;117008;108001;104001;106002;113001;114001;130008;101013;127008;131008;109008;115008;121008;904014;137008;108006;140008	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1	限定SSR自选箱	限定SSR自選箱	Limited SSR Selector Chest	SSR宝箱･指定	한정 SSR 선택 상자	หีบเลือก SSR ลิมิเต็ด	使用后选择其中一项获得	使用後選擇其中一項獲得	Open to choose one of the available rewards.	使用後、獲得したいアイテムを一つ選んでください	사용 시 선택하여 1종을 획득할 수 있다	เมื่อ​ใช้​สามารถ​เลือก​รับได้​ 1​ ชิ้น​	使用后可任意选择一项获得：电音骑士、心动疗愈、长夜冰冕、秘域访客、战略潜艇、绯红武士、幽灵社团、火树流光、夕雪晚照、暗巷星火、森林守护者、碧魂灯、粉红风暴、致命音符、除障者、清道夫之夜、苍白舞者、青之回旋、囚鸟绮愿、涤荡者。	使用後可任意選擇一項獲得：電音騎士、心動療愈、長夜冰冕、秘域訪客、戰略潛艇、緋紅武士、幽靈社團、火樹流光、夕雪晚照、暗巷星火、森林守護者、碧魂燈、粉紅風暴、致命音符、除障者、清道夫之夜、蒼白舞者、青之迴旋、囚鳥綺愿、滌蕩者。	Select one of the following: Sparkle Rider, Heartfelt Healing, Crown of Frost, Mystic Visitor, Tactical Submarine, Scarlet Samurai, Ghost Club, Flying Embers, Sunset Radiance, Ember in Dark, Forest Ranger, Soul Lanterns, Beauty Cutie, One False Note, Bombshell, Purifier's Waltz, Ashen Dancer, Good Old Days, Cageling Wish, or Combat Mode.		사용 후 1개 선택 획득: EDM 여신, 심쿵 메이드, 얼음 여왕, 시크릿 게스트, 서브마린, 비색의 무사, 심령 동아리, 소녀와 등불, 이브닝 스노우, 다크 레인 파이어, 포레스트 가디언, 벽혼등, 스트롱 핑크, 포르티시모, 옵타클 리무버, 스케빈저 나이트, 페일 댄서, 트위스트 블루, 새장 속 소원, 메이드.	หลัง​ใช้​จะ​สามารถ​เลือก​รับได้​หนึ่ง​รายการ​:​ เหมียว​นัก​บิด​ เยียวยา​ด้วยใจ​ ราชินี​น้ำแข็ง​ ผู้มาเยือน​ปริศนา​ แบ​ทเทิล​มา​รี​น​ สการ์เลตต์​ซามูไร​ ชมรม​ลี้ลับ​ ดวงไฟ​ล่องลอย​ ตะวัน​ลับ​ฟ้า​ ประกายไฟ​ทมิฬ​ ผู้พิทักษ์​แห่ง​ป่า​ โคม​วิญญาณ​ พิงก์​สตอร์ม​ เด​ธฮาร์​โม​นี​ จอม​กวาดล้าง​ ค่ำคืน​กวาดล้าง​ ไวท์​ชา​โด​ว์​ นักเตะ​ดาวรุ่ง​ ปรารถนา​พัน​ธนา​ และ​คอม​แบ​ท​โหมด​
5200016	52	521	5	-1	0	0	6:goods_icon_5200007	1	1	206	140008;108006;102007;103021;111002;117008;108001;104001;106002;113001;114001;130008;101013;127008;131008;109008;115008;121008;904014;137008	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1	限定SSR自选箱	限定SSR自選箱	Limited SSR Selector Chest	SSR宝箱･指定	한정 SSR 선택 상자	หีบเลือก SSR ลิมิเต็ด	使用后选择其中一项获得	使用後選擇其中一項獲得	Open to choose one of the available rewards.	使用後、獲得したいアイテムを一つ選んでください	사용 시 선택하여 1종을 획득할 수 있다	เมื่อ​ใช้​สามารถ​เลือก​รับได้​ 1​ ชิ้น​	使用后可任意选择一项获得：囚鸟绮愿、涤荡者、电音骑士、心动疗愈、长夜冰冕、秘域访客、战略潜艇、绯红武士、幽灵社团、火树流光、夕雪晚照、暗巷星火、森林守护者、碧魂灯、粉红风暴、致命音符、除障者、清道夫之夜、苍白舞者、青之回旋。	使用後可任意選擇一項獲得：囚鳥綺愿、滌蕩者、電音騎士、心動療愈、長夜冰冕、秘域訪客、戰略潛艇、緋紅武士、幽靈社團、火樹流光、夕雪晚照、暗巷星火、森林守護者、碧魂燈、粉紅風暴、致命音符、除障者、清道夫之夜、蒼白舞者、青之迴旋。	Select one of the following: Cageling Wish, Combat Mode, Sparkle Rider, Heartfelt Healing, Crown of Frost, Mystic Visitor, Tactical Submarine, Scarlet Samurai, Ghost Club, Flying Embers, Sunset Radiance, Ember in Dark, Forest Ranger, Soul Lanterns, Beauty Cutie, One False Note, Bombshell, Purifier's Waltz, Ashen Dancer, or Good Old Days.		사용 후 1개 선택 획득: 새장 속 소원, 메이드, EDM 여신, 심쿵 메이드, 얼음 여왕, 시크릿 게스트, 서브마린, 비색의 무사, 심령 동아리, 소녀와 등불, 이브닝 스노우, 다크 레인 파이어, 포레스트 가디언, 벽혼등, 스트롱 핑크, 포르티시모, 옵타클 리무버, 스케빈저 나이트, 페일 댄서, 트위스트 블루。	หลัง​ใช้​จะ​สามารถ​เลือก​รับได้​หนึ่ง​รายการ​:​ ปรารถนา​พัน​ธนา​ คอม​แบ​ท​โหมด​ เหมียว​นัก​บิด​ เยียวยา​ด้วยใจ​ ราชินี​น้ำแข็ง​ ผู้มาเยือน​ปริศนา​ แบ​ทเทิล​มา​รี​น​ สการ์เลตต์​ซามูไร​ ชมรม​ลี้ลับ​ ดวงไฟ​ล่องลอย​ ตะวัน​ลับ​ฟ้า​ ประกายไฟ​ทมิฬ​ ผู้พิทักษ์​แห่ง​ป่า​ โคม​วิญญาณ​ พิงก์​สตอร์ม​ เด​ธฮาร์​โม​นี​ จอม​กวาดล้าง​ ค่ำคืน​กวาดล้าง​ ไวท์​ชา​โด​ว์​ นักเตะ​ดาวรุ่ง​ 
5200020	52	521	5	-1	0	0	6:goods_icon_5200007	1	1	206	108006;140008;144001;135008;4190002;3000002	1;1;1;1;1;5000	1	限定SSR自选箱	限定SSR自選箱	Limited SSR Selector Chest	SSR宝箱･指定	한정 SSR 선택 상자	หีบเลือก SSR ลิมิเต็ด	使用后选择其中一项获得	使用後選擇其中一項獲得	Open to choose one of the available rewards.	使用後、獲得したいアイテムを一つ選んでください	사용 시 선택하여 1종을 획득할 수 있다	เมื่อ​ใช้​สามารถ​เลือก​รับได้​ 1​ ชิ้น​	使用后可任意选择一项获得：涤荡者、囚鸟绮愿、千术之王、心动季节、SSR祈愿券和5000个猫眼石。	使用後可任意選擇一項獲得：滌蕩者、囚鳥綺愿、千術之王、心動季節、SSR祈願券和5000個貓眼石。	Select one of the following: Combat Mode, Cageling Wish, Tricky Wicky, Sweet Season, SSR Wish Ticket, or 5,000 Opals.		사용 후 아래의 아이템 중 1종을 선택하여 획득: 메이트, 새장 속 소원, 트릭의 제왕, 심쿵의 계절, SSR 이모션 크리스털과 캣츠아이x5000	หลัง​ใช้งาน​ เลือก​รับ​ 1​ อย่าง​จาก​:​ คอม​แบ​ท​โหมด​,​ ปรารถนา​พัน​ธนา​,​ รา​นี​แห่ง​กลอุบาย​,​ ฤดู​แห่ง​รัก​,​ ตั๋ว​อธิษฐาน​ SSR​ หรือ​โอ​ปอ​ล​ 5,000​ ชิ้น​
5200024	52	521	5	-1	0	0	6:goods_icon_5200007	1	1	206	804008;805008	1;1	1	限定SSR自选箱	限定SSR自選箱	Limited SSR Selector Chest	SSR宝箱･指定	한정 SSR 선택 상자	หีบเลือก SSR ลิมิเต็ด	使用后选择其中一项获得	使用後選擇其中一項獲得	Open to choose one of the available rewards.	使用後、獲得したいアイテムを一つ選んでください	사용 시 선택하여 1종을 획득할 수 있다	เมื่อ​ใช้​สามารถ​เลือก​รับได้​ 1​ ชิ้น​	使用后可任意选择一项获得：香甜满溢和喵星电波。	使用後可任意選擇一項獲得：香甜滿溢和喵星電波。	Select one of the following: Sweet Symphony or Kitty Chemistry.		사용 후 1개 선택 획득: 스위트 파라다이스, 냥스타 통신	หลังใช้งาน ​สามารถ​เลือก​รับได้ ​1 ​อย่าง​​:​ "ท่วงทำนองอันหอมหวาน" ​และ​ "หวานละมุน กรุ่นหัวใจ"​
5200026	52	521	5	-1	0	0	6:goods_icon_5200007	1	1	206	141008;103021;101013;102007;104001;106002;108001;111002;113001;114001;109008;115008;117008;121008;127008;130008;131008;137008;904014;3000002	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5000	1	限定SSR自选箱	限定SSR自選箱	Limited SSR Selector Chest	SSR宝箱･指定	한정 SSR 선택 상자	หีบเลือก SSR ลิมิเต็ด	使用后选择其中一项获得	使用後選擇其中一項獲得	Open to choose one of the available rewards.	使用後、獲得したいアイテムを一つ選んでください	사용 시 선택하여 1종을 획득할 수 있다	เมื่อ​ใช้​สามารถ​เลือก​รับได้​ 1​ ชิ้น​	使用后可任意选择一项获得：铃铃弥音、心动疗愈、森林守护者、电音骑士、绯红武士、幽灵社团、战略潜艇、长夜冰冕、火树流光、夕雪晚照、致命音符、除障者、秘域访客、清道夫之夜、碧魂灯、暗巷星火、粉红风暴、青之回旋、苍白舞者和5000个猫眼石。	使用後可任意選擇一項獲得：鈴鈴彌音、心動療愈、森林守護者、電音騎士、緋紅武士、幽靈社團、戰略潛艇、長夜冰冕、火樹流光、夕雪晚照、致命音符、除障者、秘域訪客、清道夫之夜、碧魂燈、暗巷星火、粉紅風暴、青之迴旋、蒼白舞者和5000個貓眼石。	Select one of the following: Vibrant Melinndy, Heartfelt Healing, Forest Ranger, Sparkle Rider, Scarlet Samurai, Ghost Club, Tactical Submarine, Crown of Frost, Flying Embers, Sunset Radiance, One False Note, Bombshell, Mystic Visitor, Purifier's Waltz, Soul Lanterns, Ember in Dark, Beauty Cutie, Good Old Days, Ashen Dancer, or 5,000 Opals.	使用すると、以下のアイテムから一つ選択して獲得できる：嫋々たる鈴の音、ときめく癒やし、森の守護者、ポップナイト、真紅の侍、幽霊クラブ、戦術型サブマリン、ナイトクラウン、火樹流光、夕雪晩照、フォルティッシッシモ、障害突破、シークレットビジター、スカベンジャーズナイト、碧魂灯、路地裏の火花、ピンクストーム、青の回旋、ホワイトダンサー、キャッツアイ5000個。	사용 후 1개 선택 획득: 경쾌한 멜로디, 심쿵 메이드, 포레스트 가디언, EDM 여신, 비색의 무사, 심령 동아리, 서브마린, 얼음 여왕, 소녀와 등불, 이브닝 스노우, 포르티시모, 옵타클 리무버, 시크릿 게스트, 스케빈저 나이트, 벽혼등, 다크 레인 파이어, 스트롱 핑크, 트위스트 블루, 페일 댄서, 캣츠아이*5000	หลัง​ใช้งาน​ เลือก​รับ​ 1​ อย่าง​จาก​:​ ทำนอง​คลอง​ใจ​,​ เยียวยา​ด้วยใจ​,​ ผู้พิทักษ์​แห่ง​ป่า​,​ เหมียว​นัก​บิด​,​ สการ์เลตต์​ซามูไร​,​ ชมรม​ลี้ลับ​,​ แบ​ทเทิล​มา​รี​น​,​ ราชินี​น้ำแข็ง​,​ ดวงไฟ​ล่องลอย​,​ ตะวัน​ลับ​ฟ้า​,​ เด​ธฮาร์​โม​นี​,​ จอม​กวาดล้าง​,​ ผู้มาเยือน​ปริศนา​,​ ค่ำคืน​กวาดล้าง​,​ โคม​วิญญาณ​,​ ประกายไฟ​ทมิฬ​,​ พิงก์​สตอร์ม​,​ นักเตะ​ดาวรุ่ง​,​ ไวท์​ชา​โด​ว์​ และ​โอ​ปอ​ล​ 5000​ ชิ้น​
5200027	52	521	5	-1	0	0	6:goods_icon_5200007	1	1	206	108006;140008;139008;144001;133008;123008;119008;135008;141008;4190002;3000002	1;1;1;1;1;1;1;1;1;1;5000	1	限定SSR自选箱	限定SSR自選箱	Limited SSR Selector Chest	SSR宝箱･指定	한정 SSR 선택 상자	หีบเลือก SSR ลิมิเต็ด	使用后选择其中一项获得	使用後選擇其中一項獲得	Open to choose one of the available rewards.	使用後、獲得したいアイテムを一つ選んでください	사용 시 선택하여 1종을 획득할 수 있다	เมื่อ​ใช้​สามารถ​เลือก​รับได้​ 1​ ชิ้น​	使用后可任意选择一项获得：涤荡者、囚鸟绮愿、力比多之证、千术之王、风物诗、絵空事、星月夜、心动季节、铃铃弥音、SSR祈愿券和5000个猫眼石。	使用後可任意選擇一項獲得：滌蕩者、囚鳥綺愿、力比多之證、千術之王、風物詩、繪空事、星月夜、心動季節、鈴鈴彌音、SSR祈願券和5000個貓眼石。	Select one of the following: Combat Mode, Cageling Wish, Eros's Blessing, Tricky Wicky, Ode to Seasons, Pipe Dream, Popping Star, Sweet Season, Vibrant Melinndy, SSR Wish Ticket, or 5,000 Opals.	使用すると、以下のアイテムから一つ選択して獲得できる：穢れを浄化せし者、カナリアの冀求、リビドーの証、イカサマ女王、風物詩、絵空事、パンクダッシュ、心躍る季節、嫋々たる鈴の音、SSR祈願券、キャッツアイ5000個。	사용 후 1개 선택 획득: 메이드, 새장 속 소원, 리비도, 트릭의 제왕, 자연의 시, 비현실, 팝핑 캔디, 심쿵의 계절, 경쾌한 멜로디, SSR 위시 티켓, 캣츠아이*5000	หลัง​ใช้งาน​ เลือก​รับ​ 1​ อย่าง​จาก​:​ คอม​แบ​ท​โหมด​,​ ปรารถนา​พัน​ธนา​,​ ตัวตน​แห่ง​ราคะ​,​ รา​นี​แห่ง​กลอุบาย​,​ ลำนำสุขนิรันดร์​,​ เงามืดมายา​,​ คืนดาวพราวจันทร์​,​ ฤดู​แห่ง​รัก​,​ ทำนอง​คลอง​ใจ​,​ ตั๋ว​อธิษฐาน​ SSR​ หรือ​โอ​ปอ​ล​ 5,000​ ชิ้น​
5200028	52	521	5	-1	0	0	6:goods_icon_5200007	1	1	206	144001;140008;127001;141008;136008;152008;4190002;3000002	1;1;1;1;1;1;1;5000	1	限定SSR自选箱	限定SSR自選箱	Limited SSR Selector Chest	SSR宝箱･指定	한정 SSR 선택 상자	หีบเลือก SSR ลิมิเต็ด	使用后选择其中一项获得	使用後選擇其中一項獲得	Open to choose one of the available rewards.	使用後、獲得したいアイテムを一つ選んでください	사용 시 선택하여 1종을 획득할 수 있다	เมื่อ​ใช้​สามารถ​เลือก​รับได้​ 1​ ชิ้น​	使用后可任意选择一项获得：千术之王、囚鸟绮愿、离梦蝶、铃铃弥音、指尖芳菲、十二夜中人、SSR祈愿券和5000个猫眼石。	使用後可任意選擇一項獲得：千術之王、囚鳥綺愿、離夢蝶、鈴鈴彌音、指尖芳菲、十二夜中人、SSR祈願券和5000個貓眼石。	Select one of the following: Tricky Wicky, Cageling Wish, Butterfly Dream, Vibrant Melinndy, Innocent Fragrance, Twelfth Night, SSR Wish Ticket, and 5000 Opals.	使用すると、以下から一つ選択して獲得できる：イカサマ女王、カナリアの冀求、夢見る胡蝶、嫋々たる鈴の音、指先の香り、十二夜をゆく者、SSR祈願券、キャッツアイ×5000。	사용 후 임의 1개 선택 획득: 트릭의 제왕, 새장 속 소원, 나비와 꿈, 경쾌한 멜로디, 피어난 꽃, 열두 번째 밤, SSR 위시 티켓, 캣츠아이*5000.	หลัง​ใช้งาน​ เลือก​รับ​ 1​ อย่าง​จาก​:​ รา​นี​แห่ง​กลอุบาย​,​ ปรารถนา​พัน​ธนา​,​ ผีเสื้อ​ใน​ฝัน​,​ ทำนอง​คลอง​ใจ​,​ บุปผา​รัญจวน​,​ เงา​แห่ง​ราตรี​,​ ตั๋ว​อธิษฐาน​ SSR​ หรือ​โอ​ปอ​ล​ 5,000​ ชิ้น​
5200029	52	521	5	-1	0	0	6:goods_icon_5200007	1	1	206	125008;149008;143008;141008;136008;152008;4190002;3000002	1;1;1;1;1;1;1;5000	1	限定SSR自选箱	限定SSR自選箱	Limited SSR Selector Chest	SSR宝箱･指定	한정 SSR 선택 상자	หีบเลือก SSR ลิมิเต็ด	使用后选择其中一项获得	使用後選擇其中一項獲得	Open to choose one of the available rewards.	使用後、獲得したいアイテムを一つ選んでください	사용 시 선택하여 1종을 획득할 수 있다	เมื่อ​ใช้​สามารถ​เลือก​รับได้​ 1​ ชิ้น​	使用后可任意选择一项获得：架刑罪赎、掌上淑女、理性边界、铃铃弥音、指尖芳菲、十二夜中人、SSR祈愿券和5000个猫眼石。	使用後可任意選擇一項獲得：架刑罪贖、掌上淑女、理性邊界、鈴鈴彌音、指尖芳菲、十二夜中人、SSR祈願券和5000個貓眼石。	Select one of the following: Pure Redemption, Pocket Maiden, Edge of Reason, Vibrant Melinndy, Innocent Fragrance, Twelfth Night, SSR Wish Tickets, or 5,000 Opals.	使用すると、以下から一つ選択して獲得できる：断罪なる磔刑、ポケットメイデン、理性の縁、嫋々たる鈴の音、指先の香り、十二夜をゆく者、SSR祈願券、キャッツアイ5000個。	사용 후 1개 선택 획득: 십자가 위의 용서, 포켓 레이디, 이성의 경계, 경쾌한 멜로디, 피어난 꽃, 열두 번째 밤, SSR 위시 티켓, 캣츠아이*5000.	หลัง​ใช้งาน​ จะ​เลือก​รับได้​หนึ่ง​อย่าง​:​ บาปบริสุทธิ์​,​ เจ้าหญิง​ตัว​น้อย​,​ ตรรกะไร้ขอบเขต​,​ ทำนอง​คลอง​ใจ​,​ บุปผา​รัญจวน​,​ เงา​แห่ง​ราตรี​,​ ตั๋ว​อธิษฐาน​ SSR​ หรือ​โอ​ปอ​ล​ 5,000​ ชิ้น​
