id	type	showType	quality	stack	openType	openParameter	photoId	effectType	effectId	effectNum	Maxnum	cardId	needNum	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
7103008	70	701	4	-1	601	0	6:goods_icon_7103008	301	4103002	1	100000	103008	100	1	恬静时刻核心	恬靜時刻核心	Pure Grace Core	核心･ピースフルタイム	사일런스 타임 코어	บทเพลงบริสุทธิ์	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7103002	70	701	4	-1	601	0	6:goods_icon_7103002	301	4103002	1	100000	103002	100	1	纯真拜访者核心	純真拜訪者核心	Crimson Charm Core	核心･純真なるお見舞い	빨간 망토·코어	แมวน้อยหมวกแดง	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7103007	70	701	5	-1	637	0	6:goods_icon_7103007	301	4103003	1	100000	103007	100	1	浮世谣核心	浮世謠核心	Fantasia Guitarist Core	核心･浮世の謡	우키요·코어	เมโลดี้ห้วงเวลา	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7103019	70	701	3	-1	601	0	6:goods_icon_7103019	301	4103001	1	100000	103019	100	1	枕边童话核心	枕邊童話核心	Dream Weaver Core	核心･枕元のおとぎ話	포근한 잠자리·코어	นิทานยามราตรี	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7103021	70	701	5	-1	601;628	0	6:goods_icon_7103021	301	4103003	1	100000	103021	100	1	心动疗愈核心	心動療愈核心	Heartfelt Healing Core	核心･ときめく癒やし	심쿵 메이드·코어	เยียวยาด้วยใจ	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7104003	70	701	4	-1	601	0	6:goods_icon_7104003	301	4103002	1	100000	104003	100	1	封面女郎核心	封面女郎核心	Catwalk Diva Core	核心･カバーガール	패셔니스타·코어	แคทวอล์คโมเดล	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7104005	70	701	3	-1	601	0	6:goods_icon_7104005	301	4103001	1	100000	104005	100	1	高级特工核心	高級特工核心	Ghost Agent Core	核心･敏腕スパイ	스페셜 에이전트 코어	ยอดสายลับ	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7104001	70	701	5	-1	601	0	6:goods_icon_7104001	301	4103003	1	100000	104001	100	1	绯红武士核心	緋紅武士核心	Scarlet Samurai Core	核心･真紅の侍	비색의 무사 코어	สการ์เลตต์ซามูไร	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7104008	70	701	4	-1	601	0	6:goods_icon_7104008	301	4103002	1	100000	104008	100	1	夜间执勤核心	夜間執勤核心	Doctor-on-Duty Core	核心･夜間勤務	당직 근무·코어	คุณหมอจำเป็น	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7105008	70	701	5	-1	601	0	6:goods_icon_7105008	301	4103003	1	100000	105008	100	1	英雄憧憬核心	英雄憧憬核心	Heroic Visage Core	核心･憧れのヒーロー	엠비셔스 보이·코어	ฮีโร่ในความฝัน	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7105001	70	701	4	-1	601	0	6:goods_icon_7105001	301	4103002	1	100000	105001	100	1	障碍破坏核心	障礙破壞核心	Barrier Blaster Core	核心･障害破壊	로드메이커·코어	ฝ่ายบุกทะลวง	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7105002	70	701	3	-1	601	0	6:goods_icon_7105002	301	4103001	1	100000	105002	100	1	纪律监督核心	紀律監督核心	Campus Watcher Core	核心･風紀委員	선도부장·코어	นายระเบียบ	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7105006	70	701	4	-1	601	0	6:goods_icon_7105006	301	4103002	1	100000	105006	100	1	海滩冒险核心	海灘冒險核心	Beach Adventure Core	核心･シーサイドアドバンチャー	비치 보이·코어	พจญภัยบนชายหาด	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7106008	70	701	4	-1	601	0	6:goods_icon_7106008	301	4103002	1	100000	106008	100	1	橘色纯真核心	橘色純真核心	Orange Naivete Core	核心･オレンジイノセンス 	오렌지 이노센스·코어	แมวส้มแสนซน	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7106001	70	701	3	-1	601	0	6:goods_icon_7106001	301	4103001	1	100000	106001	100	1	搬运工核心	搬運工核心	Little Docker Core	核心･運び屋	큐티 포터·코어	แมวส้มขนส่ง	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7106002	70	701	5	-1	601	0	6:goods_icon_7106002	301	4103003	1	100000	106002	100	1	幽灵社团核心	幽靈社團核心	Ghost Club Core	核心･幽霊クラブ	심령 동아리 코어	ชมรมลี้ลับ	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7106010	70	701	4	-1	601	0	6:goods_icon_7106010	301	4103002	1	100000	106010	100	1	不思议鸭鸭核心	不思議鴨鴨核心	Duck 'n' Roll Core	核心･ダックファンタシー	어린이 구조대·코어	ห่วงยางเป็ด	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7107008	70	701	4	-1	601	0	6:goods_icon_7107008	301	4103002	1	100000	107008	100	1	继承者核心	繼承者核心	Protector Core	核心･継承者	인헤리터·코어	ผู้พิทักษ์	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
