id	type	showType	quality	stack	sellitem	sellMoney	gift	openType	openParameter	photoId	effectType	effectId	effectNum	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
5710014	57	571	3	999	3000003	160	0	511	5510014	6:goods_icon_5710014				1	维C能量饮料	維C能量飲料	Vitamin C Energy Drink	VCドリンク	비타민C 에너지 드링크	เครื่องดื่มชูกำลัง​วิตามิน​ซี​	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	添加了维生素C的能量饮料，更为健康着想。	添加了維生素C的能量飲料，更為健康著想。	An energy drink with added vitamin C, prioritizing health.	ビタミンCが添加されたヘルシーなエナジードリンク。	비타민 C가 첨가된 에너지 드링크이다. 건강을 생각해 만들었다.	เครื่องดื่ม​ชู​ง​กำลัง​ที่​มี​ส่วนผสม​ของ​วิตามิน​ซี​ นึกถึง​สุขภาพ​ได้​มากยิ่งขึ้น​
5710015	57	571	4	999	3000003	200	0	511	5510015	6:goods_icon_5710015				1	多维能量饮料	多維能量飲料	Multivitamin Energy Shot	マルチビタミンドリンク	종합비타민 에너지 드링크	เครื่องดื่มชูกำลัง​วิตามิน​รวม​	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	添加了多种维生素的能量饮料，更全面地补充身体所需营养。	添加了多種維生素的能量飲料，更全面地補充身體所需營養。	An energy drink packed with a variety of vitamins, providing comprehensive nutrition for the body.	体に必要な栄養をより完全に補給するために、マルチビタミンを加えたエナジードリンク。	여러 비타민이 첨가된 에너지 드링크이다. 다른 음료보다도 더 신체에 필요한 영양소를 생각해 만들었다.	เครื่องดื่มชูกำลัง​ที่​มี​ส่วนผสม​ของ​วิตามิน​หลาก​หลายชนิด​ สามารถ​เสริม​โภชนาการ​ได้​อย่าง​ครอบคลุม​
5710016	57	571	2	999	3000003	120	0	511	5510016	6:goods_icon_5710016				1	生命水	生命水	Elixir of life	命の水	생명수	น้ำแห่งชีวิต	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	友情提醒，该饮品需配合其他其他食材调制，切忌贪杯。	友情提醒，該飲品需配合其他其他食材調製，切忌貪杯。	Friendly reminder: this beverage is best paired with other ingredients, so please avoid excessive consumption.	他の食材と一緒に調製する必要があり、飲み過ぎてはいけない。	이 음료는 반드시 다른 음식과 같이 섭취해야 한다. 과음은 금물이다.	เตือน​ด้วย​ความหวังดี​ เครื่องดื่ม​นี้​ต้อง​ผสม​กับ​วัตถุดิบ​อื่น​ ๆ​ ห้าม​ดื่ม​มากเกินไป​เด็ดขาด​
5710017	57	571	3	999	3000003	160	0	511	5510017	6:goods_icon_5710017				1	热血气泡水	熱血氣泡水	Passionate Sparkling Water	情熱炭酸水	열정의 에이드	โซดากระปรี้กระเปร่า	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	跃动着「热情」气息的特调气泡水，请小心品尝。	躍動著「熱情」氣息的特調氣泡水，請小心品嘗。	A flavored sparkling drink that makes you leap with joy! Drink in moderation.	情熱が躍動する特別な炭酸水なので、気をつけて味わってください。	「열정」의 기운이 약동하는 특제 탄산수이다. 마실 때 조심해야 한다.	น้ำอัดลม​สูตร​พิเศษ​ที่​มี​การเคลื่อนไหว​อย่าง​มี​ [​ชีวิตชีวา​]​ กรุณา​ชิม​อย่าง​ระมัดระวัง​
5710018	57	571	4	999	3000003	200	0	511	5510018	6:goods_icon_5710018				1	燃血特调	燃血特調	Blazing-Blood Brew	熱血ブレンド	열혈의 스페셜 블렌드	เครื่องดื่มเสริมกำลัง	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	独家配方，别具一格，带你体会战斗热血的刺激感。	獨家配方，別具一格，帶你體會戰鬥熱血的刺激感。	A unique recipe, that mimics the excitement and thrill of battle.	戦いの熱血を味わえる独自のレシピ。	독점 제조! 독특함이 전투의 짜릿함을 느끼게 해 준다.	สูตร​เฉพาะ​สุด​พิเศษ​ ไม่​เหมือน​ใคร​ พา​คุณ​สัมผัส​ความเร้าใจ​และ​ความ​ดุเดือด​ของ​การต่อสู้​
5720001	57	571	2	999	3000003	120	0	512	5520001	6:goods_icon_5720001				1	幸福芝士棒	幸福芝士棒	Blessed Cheese Stick	幸せスティックチーズ	행복의 치즈스틱	แท่งชีสแห่งความสุข	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	芝士棒也是仙女棒，幸福唾手可得。	芝士棒也是仙女棒，幸福唾手可得。	A cheese stick is also a light stick, and it's easy to get!	まるで魔法のチーズスティックを持っているかのように、幸せは指先にある。	치즈스틱 또한 매직스틱이다. 행복감이 식은 죽 먹기처럼 쉽게 얻어지니까.	แท่ง​ชีส​ก็​คือ​ไม้​เทพธิดา​ ความสุข​อยู่​แค่​ปลายนิ้ว​สัมผัส​
5720002	57	571	3	999	3000003	160	0	512	5520002	6:goods_icon_5720002				1	满足芝士汉堡	滿足芝士漢堡	Hearty Cheese Burger	大満足チーズバーガー	만족의 치즈버거	เบอร์เกอร์ชีสจุใจ	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	既简单又营养，可自由决定材料的搭配删增。	既簡單又營養，可自由決定材料的搭配刪增。	Simple yet nutritious, with the freedom to choose and add ingredients.	簡単、時短、栄養満点！食材の組み合わせも自由。	영양만점에 어디에든 조합할 수 있는 자유로움에 인기가 높다.	ง่าย​และ​มีประโยชน์​ด้าน​โภชนาการ​ สามารถ​เลือก​ส่วนผสม​ของ​ได้​อย่าง​อิสระ​
5720003	57	571	4	999	3000003	200	0	512	5520003	6:goods_icon_5720003				1	狂热牛肉汉堡	狂熱牛肉漢堡	Zealous Beef Burger	狂熱ビーフバーガー	열광의 소고기버거	เบอร์เกอร์​เนื้อ​คลั่งไคล้​	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	饱满多汁的牛肉饼搭配醇香芝士，一口下去就饱腹感十足。	飽滿多汁的牛肉餅搭配醇香芝士，一口下去就飽腹感十足。	A burger with a fat patty and cheese, one bite is enough to crack a smile.	ジューシーなビーフパティとまろやかなチーズ。一口でお腹いっぱいになる。	탱글탱글한 떡갈비에 고소한 치즈가 어우러져 한 입만 먹어도 포만감이 느껴진다.	เนื้อ​บด​ชุ่มฉ่ำ​เต็ม​คำ​ เสริม​ด้วย​ชีส​หอมกรุ่น​ เพียง​คำ​เดียว​ก็​อิ่ม​ท้อง​อย่าง​จุใจ​
5720004	57	571	2	999	3000003	120	0	512	5520004	6:goods_icon_5720004				1	狂欢烤肠	狂歡烤腸	Party Grill Sausage	カーニバルソーセージ	광란의 소시지	ไส้กรอกคาร์นิวัล	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	传统的烹调反而使得香肠更具香气。	傳統的烹調反而使得香腸更具香氣。	Sausage cooked in the traditional way is the best.	伝統的な調理法はソーセージをより香ばしくする。	전통적인 요리방식은 소시지를 더욱 향긋하게 만든다.	การปรุงอาหาร​แบบ​ดั้งเดิม​กลับ​ทำให้​ไส้กรอก​มี​กลิ่นหอม​มากยิ่งขึ้น​
5720005	57	571	3	999	3000003	160	0	512	5520005	6:goods_icon_5720005				1	狂欢热狗	狂歡熱狗	Carnival Hot Dog	カーニバルドッグ	광란의 핫도그	ฮอทดอกคาร์นิวัล	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	面包柔软，热狗美味，这里就是美食的狂欢驿站。	麵包柔軟，熱狗美味，這裡就是美食的狂歡驛站。	A soft bread paired with a tasty hot dog. What's not to love?	パンはやわらかく、ホットドッグはおいしく、ここはグルメのカーニバルだ。	부드러운 빵에 맛있는 핫도그까지. 여기가 바로 미식가들의 만남의 광장이다.	ขนมปัง​นุ่ม​ๆ​ ฮอทดอก​ที่​อร่อย​ ที่นี่​ก็​คือ​สถานี​รื่นเริง​ของ​อาหาร​เลอ​รส​
5720006	57	571	4	999	3000003	200	0	512	5520006	6:goods_icon_5720006				1	豪华狂欢热狗	豪華狂歡熱狗	Grand Carnival Hot Dog	ウルトラカーニバルドッグ	프리미엄 광란의 핫도그	ฮอทดอกคาร์นิวัลดีลักซ์	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	美味又饱腹的热量炸弹，补充能量的最佳选择。	美味又飽腹的熱量炸彈，補充能量的最佳選擇。	A delicious and satisfying calorie bomb, a favorite for those who need an energy boost.	おいしくて腹持ちのよいカロリー爆弾、エネルギー補給に最適。	그 맛과 양을 표현하는 듯한 칼로리 폭탄이다. 에너지를 보충하기 위한 최고의 선택이다.	ระเบิด​แคลอรี่​ที่​อร่อย​และ​อิ่ม​ท้อง​ เป็น​ตัวเลือก​สำหรับ​การ​เสริม​พลัง​ที่​ดี​ที่สุด​
5720007	57	571	2	999	3000003	120	0	512	5520007	6:goods_icon_5720007				1	乐观馒头	樂觀饅頭	Sunny Side Bun	前向き饅頭	낙관의 찐빵	หมั่นโถวสุขใจ	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	白净饱满，滋味纯粹。	白淨飽滿，滋味純粹。	White and fluffy, a pure simple flavor.	白くて純粋な風味が豊か。	희고 통통하며 맛은 순수하다.	ขาวสะอาด​เต็มเปี่ยม​ รสชาติ​ที่​บริสุทธิ์​
5720008	57	571	3	999	3000003	160	0	512	5520008	6:goods_icon_5720008				1	活力小笼包	活力小籠包	Invigorating Steamed Bun	元気いっぱい小龍包	활력의 만두	เสี่ยวหลงเปาสดชื่น	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	馅料鲜美，汤汁丰富，一口活力，一口元气。	餡料鮮美，湯汁豐富，一口活力，一口元氣。	A fresh bite with tasty soup, it will definitely fill you with energy and strength!	新鮮で美味しい、活力を感じさせる。	건더기는 신성하고 국물은 찌인하다. 한 입에 활력이 돋고 한 입에 기운이 솟아난다.	ไส้​สด​ใหม่​ ซุป​เข้มข้น​ กิน​แล้ว​มีพลัง​ มีพลัง​ใน​คำ​เดียว​
5720009	57	571	4	999	3000003	200	0	512	5520009	6:goods_icon_5720009				1	自信蟹黄汤包	自信蟹黃湯包	Confident Soup Dumplings	自信たっぷり蟹みそ湯包	자신의 게맛 만두	ซุป​เสี่ยว​หลง​เปา​ไข่​ปู​มั่นใจ​	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	自信一口，蟹黄鲜厚，汤汁满溢。	自信一口，蟹黃鮮厚，湯汁滿溢。	A confident bite will unlock a new taste and appreciation for crab roe.	蟹黃は新鮮で濃厚、スープは汁気たっぷり。	자신 있게 한 입 베어 물명 게알이 입안 가득 차고 국물이 흘러 넘친다.	กิน​คำ​เดียว​อย่าง​มั่นใจ​ เนื้อ​ปู​ที่​สด​และ​หนา​จน​ซุป​ล้น​ออกมา​
5720010	57	571	2	999	3000003	120	0	512	5520010	6:goods_icon_5720010				1	惊喜土豆泥	驚喜馬鈴薯泥	Astonishing Mashed Potato	サプライズスマッシュポテト	서프라이즈 매쉬 포테이토	มันบดสุดเซอร์ไพรส์	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	看起来香滑软糯的的土豆泥，也许会藏着意想不到的惊喜味道。	看起來香滑軟糯的的馬鈴薯泥，也許會藏著意想不到的驚喜味道。	The mashed potatoes may look smooth and creamy, but they could hold unexpected flavor surprises.	見た目は滑らかで柔らかいマッシュポテトだが、意外な風味が隠されているかもしれない。	고슬고슬해 보이는 으깬 감자이다. 예상치 못한 서프라이즈가 숨어 있을지도 모른다.	มันฝรั่ง​บด​ที่​มี​ความ​หอม​เนียน​นุ่ม​ อาจจะ​ซ่อน​รสชาติ​ที่​คาดไม่ถึง​
5720011	57	571	3	999	3000003	160	0	512	5520011	6:goods_icon_5720011				1	惊喜炸薯条	驚喜炸薯條	Surprising French Fries	サプライズフライドポテト	서프라이즈 프렌치 프라이	เฟรนช์​ฟรายส์​เซอร์ไพรส์​	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	外酥里嫩，香气诱人，不败的美食经典。	外酥裡嫩，香氣誘人，不敗的美食經典。	Crispy on the outside, tender on the inside, with an enticing aroma - an unbeatable culinary classic.	外はカリッと、中は柔らかく、食欲をそそる香りが漂う。	겉바속촉에 매혹적인 향기를 풍기는, 언제나 정답인 전통적인 음식이다.	กรอบ​นอก​นุ่ม​ใน​ กลิ่นหอม​น่า​ดึงดูด​ อาหาร​คลาสสิก​ที่​เลอ​รส​ไม่​แพ้​พ่าย​
5720012	57	571	4	999	3000003	200	0	512	5520012	6:goods_icon_5720012				1	惊喜炸鱼薯条	驚喜炸魚薯條	Surprising Fish & Chips	サプライズフィッシュアンドチップス	서프라이즈 피시 앤 칩스	ฟิชแอนด์ชิพส์	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	金黄酥脆的炸鱼薯条，每一口都会带来味觉上的惊喜。	金黃酥脆的炸魚薯條，每一口都會帶來味覺上的驚喜。	Crispy fried white fish and chips, each bite is sure to satisfy those tastebuds.	黄金色に輝くカリカリのフィッシュ＆チップス。一口ごとに味覚の感動を与えてくれる。	노릇바삭한 피시 앤 칩스. 한 입 먹을 때마다 놀라움을 선사한다. 이것이 영국의 맛?	ปลา​ทอด​และ​มัน​ทอด​สี​ทองเหลือง​ กิน​แต่ละ​คำ​มี​แต่​จะ​นำ​รสชาติ​ที่​เซอร์ไพรส์​มา​ให้​
5720013	57	571	2	999	3000003	120	0	512	5520013	6:goods_icon_5720013				1	沉静代餐奶昔	沉靜代餐奶昔	Silent Diet Shakes	おっとりミルクシェイク	침착의 밀크쉐이크	มิลก์เชคสงบสุข	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	深呼吸，在繁忙之中抵达平静的此岸。	深呼吸，在繁忙之中抵達平靜的此岸。	Take a deep breath, take your mind off the bustle of life and relax.	深呼吸をして、忙しさの中にある安らぎの岸辺にたどり着こう。	깊은 숨과 함께 바삐 움직여 고요한 이 언덕에 도착한다.	หายใจเข้า​ลึก​ๆ​ มายัง​ริมฝั่ง​ที่​สงบเงียบ​นี้​ท่ามกลาง​ความวุ่นวาย​
5720014	57	571	3	999	3000003	160	0	512	5520014	6:goods_icon_5720014				1	沉静草莓代餐奶昔	沉靜草莓代餐奶昔	Silent Strawberry Diet Shakes	おっとりイチゴシェイク	침착의 딸기 그릭요거트	มิลก์​เชค​เซ​เร​นิ​ตี้​สตรอเบอร์รี่​	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	甜美的草莓与奶昔相遇，休息片刻，让心灵沉静。	甜美的草莓與奶昔相遇，休息片刻，讓心靈沉靜。	A sweet and creamy union of strawberries and milk. Just take a sip and have a moment.	甘いイチゴとミルクセーキの出会い、一息ついて心を落ち着かせる。	달콤한 딸기와 그릭요거트의 만남. 잠깐 휴식을 취하며 마음을 차분히 가라앉혀 보자.	สตรอว์เบอร์รี​ที่​สวย​หวาน​เจอ​กับ​นม​ปั่น​ พักผ่อน​สักครู่​ ทำให้​จิตใจ​สงบนิ่ง​
