id	type	showType	quality	sellitem	sellMoney	openType	openParameter	photoId	effectType	effectId	effectNum	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
5510010	55	551	2			258	2040501	6:recipe_icon_5510010				1	安宁红茶	安寧紅茶	Soothing Black Tea	ほのぼの紅茶	평안의 홍차	แบล็กทีสุขใจ	这是一张料理食谱，获得后可在咖啡馆中制作对应的料理。	這是一張料理食譜，獲得後可在咖啡館中製作對應的料理。	This is a cooking recipe. Once acquired, you can prepare the corresponding food in the cafe.	レシピ。獲得後、対応する料理を製作できるようになる。	요리 레시피. 획득 후 카페에서 기록된 요리를 제작할 수 있다.	นี่​คือ​สูตร​อาหาร​ใบ​หนึ่ง​ หลัง​ได้รับ​แล้ว​สามารถ​นำ​ไป​ปรุงอาหาร​ที่​คาเฟ่​ได้​	安宁红茶的食谱，记录着独特的配方与料理手法。	安寧紅茶的食譜，記錄著獨特的配方與料理手法。	The secret recipe for Soothing Black Tea, detailing its exclusive formula and expert techniques.	ほのぼの紅茶のレシピ。独特の調理方法と必要な食材が記載されている。	평안의 홍차 레시피. 독특한 배합방법과 요리법이 기록되어 있다.	สูตร​แบล็ก​ที​สุขใจ​ ได้​บันทึก​สูตร​และ​เทคนิค​ใน​การ​ทำ​เฉพาะ​ไว้​
5510011	55	551	3			258	2040502	6:recipe_icon_5510011				1	玫瑰红茶	玫瑰紅茶	Rose Black Tea	ローズ紅茶	장미홍차	แบล็กทีกุหลาบ	这是一张料理食谱，获得后可在咖啡馆中制作对应的料理。	這是一張料理食譜，獲得後可在咖啡館中製作對應的料理。	This is a cooking recipe. Once acquired, you can prepare the corresponding food in the cafe.	レシピ。獲得後、対応する料理を製作できるようになる。	요리 레시피. 획득 후 카페에서 기록된 요리를 제작할 수 있다.	นี่​คือ​สูตร​อาหาร​ใบ​หนึ่ง​ หลัง​ได้รับ​แล้ว​สามารถ​นำ​ไป​ปรุงอาหาร​ที่​คาเฟ่​ได้​	玫瑰红茶的食谱，记录着独特的配方与料理手法。	玫瑰紅茶的食譜，記錄著獨特的配方與料理手法。	The secret recipe for Rose Black Tea, detailing its exclusive formula and expert techniques.	ローズ紅茶のレシピ。独特の調理方法と必要な食材が記載されている。	장미홍차의 레시피. 독특한 배합방법과 요리법이 기록되어 있다.	สูตร​แบล็ก​ที​กุหลาบ​ ได้​บันทึก​สูตร​และ​เทคนิค​ใน​การ​ทำ​เฉพาะ​ไว้​
5510012	55	551	4			258	2040503	6:recipe_icon_5510012				1	蜜蜂红茶	蜜蜂紅茶	Honey Black Tea	はちみつ紅茶	꿀벌홍차	แบล็กทีน้ำผึ้ง	这是一张料理食谱，获得后可在咖啡馆中制作对应的料理。	這是一張料理食譜，獲得後可在咖啡館中製作對應的料理。	This is a cooking recipe. Once acquired, you can prepare the corresponding food in the cafe.	レシピ。獲得後、対応する料理を製作できるようになる。	요리 레시피. 획득 후 카페에서 기록된 요리를 제작할 수 있다.	นี่​คือ​สูตร​อาหาร​ใบ​หนึ่ง​ หลัง​ได้รับ​แล้ว​สามารถ​นำ​ไป​ปรุงอาหาร​ที่​คาเฟ่​ได้​	蜜蜂红茶的食谱，记录着独特的配方与料理手法。	蜜蜂紅茶的食譜，記錄著獨特的配方與料理手法。	The secret recipe for Honey Black Tea, detailing its exclusive formula and expert techniques.	はちみつ紅茶のレシピ。独特の調理方法と必要な食材が記載されている。	꿀벌홍차의 레시피. 독특한 배합방법과 요리법이 기록되어 있다.	สูตร​แบล็ก​ที​น้ำผึ้ง​ ได้​บันทึก​สูตร​และ​เทคนิค​ใน​การ​ทำ​เฉพาะ​ไว้​
5510013	55	551	2			268	2050501	6:recipe_icon_5510013				1	能量饮料	能量飲料	Energy Drink	エネルギードリンク	에너지 드링크	เครื่องดื่มชูกำลัง	这是一张料理食谱，获得后可在咖啡馆中制作对应的料理。	這是一張料理食譜，獲得後可在咖啡館中製作對應的料理。	This is a cooking recipe. Once acquired, you can prepare the corresponding food in the cafe.	レシピ。獲得後、対応する料理を製作できるようになる。	요리 레시피. 획득 후 카페에서 기록된 요리를 제작할 수 있다.	นี่​คือ​สูตร​อาหาร​ใบ​หนึ่ง​ หลัง​ได้รับ​แล้ว​สามารถ​นำ​ไป​ปรุงอาหาร​ที่​คาเฟ่​ได้​	能量饮料的食谱，记录着独特的配方与料理手法。	能量飲料的食譜，記錄著獨特的配方與料理手法。	The secret recipe for Energy Drink, detailing its exclusive formula and expert techniques.	エネルギードリンクのレシピ。独特の調理方法と必要な食材が記載されている。	에너지 드링크의 레시피. 독특한 배합방법과 요리법이 기록되어 있다.	สูตร​เครื่องดื่มชูกำลัง​ ได้​บันทึก​สูตร​และ​เทคนิค​ใน​การ​ทำ​เฉพาะ​แล้ว​
5510014	55	551	3			268	2050502	6:recipe_icon_5510014				1	维C能量饮料	維C能量飲料	Vitamin C Energy Drink	VCドリンク	비타민C 에너지 드링크	เครื่องดื่มชูกำลัง​วิตามิน​ซี​	这是一张料理食谱，获得后可在咖啡馆中制作对应的料理。	這是一張料理食譜，獲得後可在咖啡館中製作對應的料理。	This is a cooking recipe. Once acquired, you can prepare the corresponding food in the cafe.	レシピ。獲得後、対応する料理を製作できるようになる。	요리 레시피. 획득 후 카페에서 기록된 요리를 제작할 수 있다.	นี่​คือ​สูตร​อาหาร​ใบ​หนึ่ง​ หลัง​ได้รับ​แล้ว​สามารถ​นำ​ไป​ปรุงอาหาร​ที่​คาเฟ่​ได้​	维C能量饮料的食谱，记录着独特的配方与料理手法。	維C能量飲料的食譜，記錄著獨特的配方與料理手法。	The secret recipe for Vitamin C Energy Drink, detailing its exclusive formula and expert techniques.	VCドリンクのレシピ。独特の調理方法と必要な食材が記載されている。	비타민C 에너지 드링크의 레시피. 독특한 배합방법과 요리법이 기록되어 있다.	เครื่องดื่มชูกำลัง​วิตามิน​ซี​ ได้​บันทึก​สูตร​และ​เทคนิค​ใน​การ​ทำ​เฉพาะ​ไว้​
5510015	55	551	4			268	2050503	6:recipe_icon_5510015				1	多维能量饮料	多維能量飲料	Multivitamin Energy Shot	マルチビタミンドリンク	종합비타민 에너지 드링크	เครื่องดื่มชูกำลัง​วิตามิน​รวม​	这是一张料理食谱，获得后可在咖啡馆中制作对应的料理。	這是一張料理食譜，獲得後可在咖啡館中製作對應的料理。	This is a cooking recipe. Once acquired, you can prepare the corresponding food in the cafe.	レシピ。獲得後、対応する料理を製作できるようになる。	요리 레시피. 획득 후 카페에서 기록된 요리를 제작할 수 있다.	นี่​คือ​สูตร​อาหาร​ใบ​หนึ่ง​ หลัง​ได้รับ​แล้ว​สามารถ​นำ​ไป​ปรุงอาหาร​ที่​คาเฟ่​ได้​	多维能量饮料的食谱，记录着独特的配方与料理手法。	多維能量飲料的食譜，記錄著獨特的配方與料理手法。	The secret recipe for Multivitamin Energy Shot, detailing its exclusive formula and expert techniques.	マルチビタミンドリンクのレシピ。独特の調理方法と必要な食材が記載されている。	종합비타민 에너지 드링크의 레시피. 독특한 배합방법과 요리법이 기록되어 있다.	เครื่องดื่มชูกำลัง​วิตามิน​รวม​ ได้​บันทึก​สูตร​และ​เทคนิค​ใน​การ​ทำ​เฉพาะ​ไว้​
5510016	55	551	2			277	2060401	6:recipe_icon_5510016				1	生命水	生命水	Elixir of life	命の水	생명수	น้ำแห่งชีวิต	这是一张料理食谱，获得后可在咖啡馆中制作对应的料理。	這是一張料理食譜，獲得後可在咖啡館中製作對應的料理。	This is a cooking recipe. Once acquired, you can prepare the corresponding food in the cafe.	レシピ。獲得後、対応する料理を製作できるようになる。	요리 레시피. 획득 후 카페에서 기록된 요리를 제작할 수 있다.	นี่​คือ​สูตร​อาหาร​ใบ​หนึ่ง​ หลัง​ได้รับ​แล้ว​สามารถ​นำ​ไป​ปรุงอาหาร​ที่​คาเฟ่​ได้​	生命水的食谱，记录着独特的配方与料理手法。	生命水的食譜，記錄著獨特的配方與料理手法。	The secret recipe for Elixir of life, detailing its exclusive formula and expert techniques.	命の水のレシピ。独特の調理方法と必要な食材が記載されている。	생명수의 레시피. 독특한 배합방법과 요리법이 기록되어 있다.	สูตร​น้ำ​แห่ง​ชีวิต​ ได้​บันทึก​สูตร​และ​เทคนิค​ใน​การ​ทำ​เฉพาะ​ไว้​
5510017	55	551	3			277	2060402	6:recipe_icon_5510017				1	热血气泡水	熱血氣泡水	Passionate Sparkling Water	情熱炭酸水	열정의 에이드	โซดากระปรี้กระเปร่า	这是一张料理食谱，获得后可在咖啡馆中制作对应的料理。	這是一張料理食譜，獲得後可在咖啡館中製作對應的料理。	This is a cooking recipe. Once acquired, you can prepare the corresponding food in the cafe.	レシピ。獲得後、対応する料理を製作できるようになる。	요리 레시피. 획득 후 카페에서 기록된 요리를 제작할 수 있다.	นี่​คือ​สูตร​อาหาร​ใบ​หนึ่ง​ หลัง​ได้รับ​แล้ว​สามารถ​นำ​ไป​ปรุงอาหาร​ที่​คาเฟ่​ได้​	热血气泡水的食谱，记录着独特的配方与料理手法。	熱血氣泡水的食譜，記錄著獨特的配方與料理手法。	The secret recipe for Passionate Sparkling Water, detailing its exclusive formula and expert techniques.	情熱炭酸水のレシピ。独特の調理方法と必要な食材が記載されている。	열정의 에이드 레시피. 독특한 배합방법과 요리법이 기록되어 있다.	สูตร​โซดา​กระปรี้กระเปร่า​ ได้​บันทึก​สูตร​และ​เทคนิค​ใน​การ​ทำ​เฉพาะ​ไว้​
5510018	55	551	4			277	2060403	6:recipe_icon_5510018				1	燃血特调	燃血特調	Blazing-Blood Brew	熱血ブレンド	열혈의 스페셜 블렌드	เครื่องดื่มเสริมกำลัง	这是一张料理食谱，获得后可在咖啡馆中制作对应的料理。	這是一張料理食譜，獲得後可在咖啡館中製作對應的料理。	This is a cooking recipe. Once acquired, you can prepare the corresponding food in the cafe.	レシピ。獲得後、対応する料理を製作できるようになる。	요리 레시피. 획득 후 카페에서 기록된 요리를 제작할 수 있다.	นี่​คือ​สูตร​อาหาร​ใบ​หนึ่ง​ หลัง​ได้รับ​แล้ว​สามารถ​นำ​ไป​ปรุงอาหาร​ที่​คาเฟ่​ได้​	燃血特调的食谱，记录着独特的配方与料理手法。	燃血特調的食譜，記錄著獨特的配方與料理手法。	The secret recipe for Blazing Blood Brew, detailing its exclusive formula and expert techniques.	熱血ブレンドのレシピ。独特の調理方法と必要な食材が記載されている。	열혈의 스페셜 블렌드 레시피. 독특한 배합방법과 요리법이 기록되어 있다.	สูตร​เครื่องดื่ม​เสริมกำลัง​ ได้​บันทึก​สูตร​และ​เทคนิค​ใน​การ​ทำ​เฉพาะ​ไว้​
5520001	55	551	2			228	2010504	6:recipe_icon_5520001				1	幸福芝士棒	幸福芝士棒	Blessed Cheese Stick	幸せスティックチーズ	행복의 치즈스틱	แท่งชีสแห่งความสุข	这是一张料理食谱，获得后可在咖啡馆中制作对应的料理。	這是一張料理食譜，獲得後可在咖啡館中製作對應的料理。	This is a cooking recipe. Once acquired, you can prepare the corresponding food in the cafe.	レシピ。獲得後、対応する料理を製作できるようになる。	요리 레시피. 획득 후 카페에서 기록된 요리를 제작할 수 있다.	นี่​คือ​สูตร​อาหาร​ใบ​หนึ่ง​ หลัง​ได้รับ​แล้ว​สามารถ​นำ​ไป​ปรุงอาหาร​ที่​คาเฟ่​ได้​	幸福芝士棒的食谱，记录着独特的配方与料理手法。	幸福芝士棒的食譜，記錄著獨特的配方與料理手法。	The secret recipe for Blessed Cheese Stick, detailing its exclusive formula and expert techniques.	幸せスティックチーズのレシピ。独特の調理方法と必要な食材が記載されている。	행복의 치즈스틱 레시피. 독특한 배합방법과 요리법이 기록되어 있다.	สูตร​แท่ง​ชีส​แห่ง​ความสุข​ ได้​บันทึก​สูตร​และ​เทคนิค​ใน​การ​ทำ​เฉพาะ​ไว้​
5520002	55	551	3			228	2010505	6:recipe_icon_5520002				1	满足芝士汉堡	滿足芝士漢堡	Hearty Cheese Burger	大満足チーズバーガー	만족의 치즈버거	เบอร์เกอร์ชีสจุใจ	这是一张料理食谱，获得后可在咖啡馆中制作对应的料理。	這是一張料理食譜，獲得後可在咖啡館中製作對應的料理。	This is a cooking recipe. Once acquired, you can prepare the corresponding food in the cafe.	レシピ。獲得後、対応する料理を製作できるようになる。	요리 레시피. 획득 후 카페에서 기록된 요리를 제작할 수 있다.	นี่​คือ​สูตร​อาหาร​ใบ​หนึ่ง​ หลัง​ได้รับ​แล้ว​สามารถ​นำ​ไป​ปรุงอาหาร​ที่​คาเฟ่​ได้​	满足芝士汉堡的食谱，记录着独特的配方与料理手法。	滿足芝士漢堡的食譜，記錄著獨特的配方與料理手法。	The secret recipe for Hearty Cheese Burger, detailing its exclusive formula and expert techniques.	大満足チーズバーガーのレシピ。独特の調理方法と必要な食材が記載されている。	만족의 치즈버거 레시피. 독특한 배합방법과 요리법이 기록되어 있다.	สูตร​เบอร์เกอร์​ชีส​จุใจ​ ได้​บันทึก​สูตร​และ​เทคนิค​ใน​การ​ทำ​เฉพาะ​ไว้​
5520003	55	551	4			228	2010506	6:recipe_icon_5520003				1	狂热牛肉汉堡	狂熱牛肉漢堡	Zealous Beef Burger	狂熱ビーフバーガー	열광의 소고기버거	เบอร์เกอร์​เนื้อ​คลั่งไคล้​	这是一张料理食谱，获得后可在咖啡馆中制作对应的料理。	這是一張料理食譜，獲得後可在咖啡館中製作對應的料理。	This is a cooking recipe. Once acquired, you can prepare the corresponding food in the cafe.	レシピ。獲得後、対応する料理を製作できるようになる。	요리 레시피. 획득 후 카페에서 기록된 요리를 제작할 수 있다.	นี่​คือ​สูตร​อาหาร​ใบ​หนึ่ง​ หลัง​ได้รับ​แล้ว​สามารถ​นำ​ไป​ปรุงอาหาร​ที่​คาเฟ่​ได้​	狂热牛肉汉堡的食谱，记录着独特的配方与料理手法。	狂熱牛肉漢堡的食譜，記錄著獨特的配方與料理手法。	The secret recipe for Zealous Beef Burger, detailing its exclusive formula and expert techniques.	狂熱ビーフバーガーのレシピ。独特の調理方法と必要な食材が記載されている。	열광의 소고기버거 레시피. 독특한 배합방법과 요리법이 기록되어 있다.	สูตร​เบอร์เกอร์​เนื้อ​คลั่งไคล้​ ได้​บันทึก​สูตร​และ​เทคนิค​ใน​การ​ทำ​เฉพาะ​ไว้​
5520004	55	551	2			234	2020104	6:recipe_icon_5520004				1	狂欢烤肠	狂歡烤腸	Party Grill Sausage	カーニバルソーセージ	광란의 소시지	ไส้กรอกคาร์นิวัล	这是一张料理食谱，获得后可在咖啡馆中制作对应的料理。	這是一張料理食譜，獲得後可在咖啡館中製作對應的料理。	This is a cooking recipe. Once acquired, you can prepare the corresponding food in the cafe.	レシピ。獲得後、対応する料理を製作できるようになる。	요리 레시피. 획득 후 카페에서 기록된 요리를 제작할 수 있다.	นี่​คือ​สูตร​อาหาร​ใบ​หนึ่ง​ หลัง​ได้รับ​แล้ว​สามารถ​นำ​ไป​ปรุงอาหาร​ที่​คาเฟ่​ได้​	狂欢烤肠的食谱，记录着独特的配方与料理手法。	狂歡烤腸的食譜，記錄著獨特的配方與料理手法。	The secret recipe for Party Grill Sausage, detailing its exclusive formula and expert techniques.	カーニバルソーセージのレシピ。独特の調理方法と必要な食材が記載されている。	광란의 소시지의 레시피. 독특한 배합방법과 요리법이 기록되어 있다.	สูตร​ไส้กรอก​คาร์​นิ​วัล​ ได้​บันทึก​สูตร​และ​เทคนิค​ใน​การ​ทำ​เฉพาะ​ไว้​
5520005	55	551	3			234	2020105	6:recipe_icon_5520005				1	狂欢热狗	狂歡熱狗	Carnival Hot Dog	カーニバルドッグ	광란의 핫도그	ฮอทดอกคาร์นิวัล	这是一张料理食谱，获得后可在咖啡馆中制作对应的料理。	這是一張料理食譜，獲得後可在咖啡館中製作對應的料理。	This is a cooking recipe. Once acquired, you can prepare the corresponding food in the cafe.	レシピ。獲得後、対応する料理を製作できるようになる。	요리 레시피. 획득 후 카페에서 기록된 요리를 제작할 수 있다.	นี่​คือ​สูตร​อาหาร​ใบ​หนึ่ง​ หลัง​ได้รับ​แล้ว​สามารถ​นำ​ไป​ปรุงอาหาร​ที่​คาเฟ่​ได้​	狂欢热狗的食谱，记录着独特的配方与料理手法。	狂歡熱狗的食譜，記錄著獨特的配方與料理手法。	The secret recipe for Carnival Hot Dog, detailing its exclusive formula and expert techniques.	カーニバルドッグのレシピ。独特の調理方法と必要な食材が記載されている。	광란의 핫도그 레시피. 독특한 배합방법과 요리법이 기록되어 있다.	สูตร​ฮอทดอก​คาร์​นิ​วัล​ ได้​บันทึก​สูตร​และ​เทคนิค​ใน​การ​ทำ​เฉพาะ​ไว้​
