id	type	showType	quality	stack	openType	openParameter	effectType	effectId	effectNum	photoId	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	role	role_zh_TW	role_en_UK	role_ja_JP	role_ko_KR	role_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
10202101	1000	10001	3	1			0	0	0	18:card_icon_102021_1	1	完美效劳	完美效勞	Perfect Pitch	パーフェクトサービス	효율냥땅	ฟูลเซอร์วิส	艾可	艾可	Echo	アイコ	에코	เอคโค	艾可的完美效劳。	艾可的完美效勞。	Echo: Perfect Pitch	アイコ･パーフェクトサービス。	에코의 효율냥땅	เอคโค: ฟูลเซอร์วิส	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
10300801	1000	10001	3	1			0	0	0	18:card_icon_103008_1	1	恬静时刻	恬靜時刻	Pure Grace	ピースフルタイム	사일런스 타임	บทเพลงบริสุทธิ์	特莉丝	特莉絲	Triss	トリス	트리스	ทริส	特莉丝的恬静时刻。	特莉絲的恬靜時刻。	Triss: Pure Grace	トリス･ピースフルタイム。	트리스의 사일런스 타임	ทริส: บทเพลงบริสุทธิ์	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
10300201	1000	10001	3	1			0	0	0	18:card_icon_103002_1	1	纯真拜访者	純真拜訪者	Crimson Charm	純真なるお見舞い	빨간 망토	แมวน้อยหมวกแดง	特莉丝	特莉絲	Triss	トリス	트리스	ทริส	特莉丝的纯真拜访者。	特莉絲的純真拜訪者。	Triss: Crimson Charm	トリス･純真なるお見舞い。	트리스의 빨간 망토	ทริส: แมวน้อยหมวกแดง	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
10300701	1000	10001	3	1			0	0	0	18:card_icon_103007_1	1	浮世谣	浮世謠	Fantasia Guitarist	浮世の謡	우키요	เมโลดี้ห้วงเวลา	特莉丝	特莉絲	Triss	トリス	트리스	ทริส	特莉丝的浮世谣。	特莉絲的浮世謠。	Triss: Fantasia Guitarist	トリス･浮世の謡。	트리스의 우키요	ทริส: เมโลดี้ห้วงเวลา	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
10301901	1000	10001	3	1			0	0	0	18:card_icon_103019_1	1	枕边童话	枕邊童話	Dream Weaver	枕元のおとぎ話	포근한 잠자리	นิทานยามราตรี	特莉丝	特莉絲	Triss	トリス	트리스	ทริส	特莉丝的枕边童话。	特莉絲的枕邊童話。	Triss: Dream Weaver	トリス･枕元のおとぎ話。	트리스의 포근한 잠자리	ทริส: นิทานยามราตรี	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
10302101	1000	10001	3	1			0	0	0	18:card_icon_103021_1	1	心动疗愈	心動療愈	Heartfelt Healing	ときめく癒やし	심쿵 메이드	เยียวยาด้วยใจ	特莉丝	特莉絲	Triss	トリス	트리스	ทริส	特莉丝的心动疗愈。	特莉絲的心動療愈。	Triss: Heartfelt Healing	トリス･ときめく癒やし。	트리스의 심쿵 메이드	ทริส: เยียวยาด้วยใจ	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
10400301	1000	10001	3	1			0	0	0	18:card_icon_104003_1	1	封面女郎	封面女郎	Catwalk Diva	カバーガール	패셔니스타	แคทวอล์คโมเดล	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	南弥生的封面女郎。	南彌生的封面女郎。	Minami: Catwalk Diva	南弥生･カバーガール。	미나미의 패셔니스타	มินามิ: แคทวอล์คโมเดล	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
10400501	1000	10001	3	1			0	0	0	18:card_icon_104005_1	1	高级特工	高級特工	Ghost Agent	敏腕スパイ	스페셜 에이전트	ยอดสายลับ	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	南弥生的高级特工。	南彌生的高級特工。	Minami: Ghost Agent	南弥生･敏腕スパイ。	미나미의 스페셜 에이전트	มินามิ: ยอดสายลับ	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
10400101	1000	10001	3	1			0	0	0	18:card_icon_104001_1	1	绯红武士	緋紅武士	Scarlet Samurai	真紅の侍	비색의 무사	สการ์เลตต์ซามูไร	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	南弥生的绯红武士。	南彌生的緋紅武士。	Minami: Scarlet Samurai	南弥生･真紅の侍。	미나미 비색의 무사	มินามิ: สการ์เลตต์ซามูไร	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
10400801	1000	10001	3	1			0	0	0	18:card_icon_104008_1	1	夜间执勤	夜間執勤	Doctor on Duty	夜間勤務	당직 근무	คุณหมอจำเป็น	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	南弥生的夜间执勤。	南彌生的夜間執勤。	Minami: Doctor on Duty	南弥生･夜間勤務。	미나미의 당직 근무	มินามิ: คุณหมอจำเป็น	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
10500801	1000	10001	3	1			0	0	0	18:card_icon_105008_1	1	英雄憧憬	英雄憧憬	Heroic Visage	憧れのヒーロー	엠비셔스 보이	ฮีโร่ในความฝัน	内特	內特	Nate	ネイト	네이트	เนท	内特的英雄憧憬。	內特的英雄憧憬。	Nate: Heroic Visage	ネイト･憧れのヒーロー。	네이트 엠비셔스 보이	เนท: ฮีโร่ในความฝัน	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
10500101	1000	10001	3	1			0	0	0	18:card_icon_105001_1	1	障碍破坏	障礙破壞	Barrier Blaster	障害破壊	로드메이커	ฝ่ายบุกทะลวง	内特	內特	Nate	ネイト	네이트	เนท	内特的障碍破坏。	內特的障礙破壞。	Nate: Barrier Blaster	ネイト･障害破壊。	네이트 로드메이커	เนท: ฝ่ายบุกทะลวง	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
10500201	1000	10001	3	1			0	0	0	18:card_icon_105002_1	1	纪律监督	紀律監督	Campus Watcher	風紀委員	선도부장	นายระเบียบ	内特	內特	Nate	ネイト	네이트	เนท	内特的纪律监督。	內特的紀律監督。	Nate: Campus Watcher	ネイト･風紀委員。	네이트의 선도부장	เนท:นายระเบียบ	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
10500601	1000	10001	3	1			0	0	0	18:card_icon_105006_1	1	海滩冒险	海灘冒險	Beach Adventure	シーサイドアドバンチャー	비치 보이	พจญภัยบนชายหาด	内特	內特	Nate	ネイト	네이트	เนท	内特的海滩冒险。	內特的海灘冒險。	Nate: Beach Adventure	ネイト･シーサイドアドバンチャー。	네이트의 비치 보이	เนท: พจญภัยบนชายหาด	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
