id	group	reward	name	minNum	maxNum	weight	random	type	dropType	dropParameter	status
2101203	21012	4010123	101套装部位3品质2	1	1	2000	1	1			1
2101204	21012	4010124	101套装部位4品质2	1	1	3000	1	1			1
2101205	21012	4010125	101套装部位5品质2	1	1	2000	1	1			1
2101206	21012	4010126	101套装部位6品质2	1	1	3000	1	1			1
2101207	21012	4010131	101套装部位1品质3	1	1	1000	1	1			1
2101208	21012	4010132	101套装部位2品质3	1	1	1500	1	1			1
2101209	21012	4010133	101套装部位3品质3	1	1	1000	1	1			1
2101210	21012	4010134	101套装部位4品质3	1	1	1500	1	1			1
2101211	21012	4010135	101套装部位5品质3	1	1	1000	1	1			1
2101212	21012	4010136	101套装部位6品质3	1	1	1500	1	1			1
2101213	21012	4010141	101套装部位1品质4	1	1	500	1	1			1
2101214	21012	4010142	101套装部位2品质4	1	1	750	1	1			1
2101215	21012	4010143	101套装部位3品质4	1	1	500	1	1			1
2101216	21012	4010144	101套装部位4品质4	1	1	750	1	1			1
2101217	21012	4010145	101套装部位5品质4	1	1	500	1	1			1
2101218	21012	4010146	101套装部位6品质4	1	1	750	1	1			1
2101301	21013	4010131	101套装部位1品质3	1	1	1000	1	1			1
2101302	21013	4010132	101套装部位2品质3	1	1	1500	1	1			1
2101303	21013	4010133	101套装部位3品质3	1	1	1000	1	1			1
2101304	21013	4010134	101套装部位4品质3	1	1	1500	1	1			1
2101305	21013	4010135	101套装部位5品质3	1	1	1000	1	1			1
2101306	21013	4010136	101套装部位6品质3	1	1	1500	1	1			1
2101307	21013	4010141	101套装部位1品质4	1	1	500	1	1			1
2101308	21013	4010142	101套装部位2品质4	1	1	750	1	1			1
2101309	21013	4010143	101套装部位3品质4	1	1	500	1	1			1
2101310	21013	4010144	101套装部位4品质4	1	1	750	1	1			1
2101311	21013	4010145	101套装部位5品质4	1	1	500	1	1			1
2101312	21013	4010146	101套装部位6品质4	1	1	750	1	1			1
2101313	21013	4010151	101套装部位1品质5	1	1	250	1	1			1
2101314	21013	4010152	101套装部位2品质5	1	1	375	1	1			1
2101315	21013	4010153	101套装部位3品质5	1	1	250	1	1			1
2101316	21013	4010154	101套装部位4品质5	1	1	375	1	1			1
2101317	21013	4010155	101套装部位5品质5	1	1	250	1	1			1
2101318	21013	4010156	101套装部位6品质5	1	1	375	1	1			1
2102101	21021	4010211	102套装部位1品质1	1	1	4000	1	1			1
2102102	21021	4010212	102套装部位2品质1	1	1	6000	1	1			1
2102103	21021	4010213	102套装部位3品质1	1	1	4000	1	1			1
2102104	21021	4010214	102套装部位4品质1	1	1	6000	1	1			1
2102105	21021	4010215	102套装部位5品质1	1	1	4000	1	1			1
2102106	21021	4010216	102套装部位6品质1	1	1	6000	1	1			1
2102107	21021	4010221	102套装部位1品质2	1	1	2000	1	1			1
2102108	21021	4010222	102套装部位2品质2	1	1	3000	1	1			1
2102109	21021	4010223	102套装部位3品质2	1	1	2000	1	1			1
2102110	21021	4010224	102套装部位4品质2	1	1	3000	1	1			1
2102111	21021	4010225	102套装部位5品质2	1	1	2000	1	1			1
2102112	21021	4010226	102套装部位6品质2	1	1	3000	1	1			1
2102113	21021	4010231	102套装部位1品质3	1	1	1000	1	1			1
2102114	21021	4010232	102套装部位2品质3	1	1	1500	1	1			1
2102115	21021	4010233	102套装部位3品质3	1	1	1000	1	1			1
2102116	21021	4010234	102套装部位4品质3	1	1	1500	1	1			1
2102117	21021	4010235	102套装部位5品质3	1	1	1000	1	1			1
2102118	21021	4010236	102套装部位6品质3	1	1	1500	1	1			1
2102201	21022	4010221	102套装部位1品质2	1	1	2000	1	1			1
2102202	21022	4010222	102套装部位2品质2	1	1	3000	1	1			1
2102203	21022	4010223	102套装部位3品质2	1	1	2000	1	1			1
2102204	21022	4010224	102套装部位4品质2	1	1	3000	1	1			1
2102205	21022	4010225	102套装部位5品质2	1	1	2000	1	1			1
2102206	21022	4010226	102套装部位6品质2	1	1	3000	1	1			1
2102207	21022	4010231	102套装部位1品质3	1	1	1000	1	1			1
2102208	21022	4010232	102套装部位2品质3	1	1	1500	1	1			1
2102209	21022	4010233	102套装部位3品质3	1	1	1000	1	1			1
2102210	21022	4010234	102套装部位4品质3	1	1	1500	1	1			1
2102211	21022	4010235	102套装部位5品质3	1	1	1000	1	1			1
2102212	21022	4010236	102套装部位6品质3	1	1	1500	1	1			1
2102213	21022	4010241	102套装部位1品质4	1	1	500	1	1			1
2102214	21022	4010242	102套装部位2品质4	1	1	750	1	1			1
2102215	21022	4010243	102套装部位3品质4	1	1	500	1	1			1
2102216	21022	4010244	102套装部位4品质4	1	1	750	1	1			1
2102217	21022	4010245	102套装部位5品质4	1	1	500	1	1			1
2102218	21022	4010246	102套装部位6品质4	1	1	750	1	1			1
2102301	21023	4010231	102套装部位1品质3	1	1	1000	1	1			1
2102302	21023	4010232	102套装部位2品质3	1	1	1500	1	1			1
2102303	21023	4010233	102套装部位3品质3	1	1	1000	1	1			1
2102304	21023	4010234	102套装部位4品质3	1	1	1500	1	1			1
2102305	21023	4010235	102套装部位5品质3	1	1	1000	1	1			1
2102306	21023	4010236	102套装部位6品质3	1	1	1500	1	1			1
2102307	21023	4010241	102套装部位1品质4	1	1	500	1	1			1
2102308	21023	4010242	102套装部位2品质4	1	1	750	1	1			1
2102309	21023	4010243	102套装部位3品质4	1	1	500	1	1			1
2102310	21023	4010244	102套装部位4品质4	1	1	750	1	1			1
2102311	21023	4010245	102套装部位5品质4	1	1	500	1	1			1
2102312	21023	4010246	102套装部位6品质4	1	1	750	1	1			1
2102313	21023	4010251	102套装部位1品质5	1	1	250	1	1			1
2102314	21023	4010252	102套装部位2品质5	1	1	375	1	1			1
2102315	21023	4010253	102套装部位3品质5	1	1	250	1	1			1
2102316	21023	4010254	102套装部位4品质5	1	1	375	1	1			1
2102317	21023	4010255	102套装部位5品质5	1	1	250	1	1			1
2102318	21023	4010256	102套装部位6品质5	1	1	375	1	1			1
2103101	21031	4010311	103套装部位1品质1	1	1	4000	1	1			1
2103102	21031	4010312	103套装部位2品质1	1	1	6000	1	1			1
2103103	21031	4010313	103套装部位3品质1	1	1	4000	1	1			1
2103104	21031	4010314	103套装部位4品质1	1	1	6000	1	1			1
2103105	21031	4010315	103套装部位5品质1	1	1	4000	1	1			1
2103106	21031	4010316	103套装部位6品质1	1	1	6000	1	1			1
2103107	21031	4010321	103套装部位1品质2	1	1	2000	1	1			1
2103108	21031	4010322	103套装部位2品质2	1	1	3000	1	1			1
2103109	21031	4010323	103套装部位3品质2	1	1	2000	1	1			1
2103110	21031	4010324	103套装部位4品质2	1	1	3000	1	1			1
2103111	21031	4010325	103套装部位5品质2	1	1	2000	1	1			1
2103112	21031	4010326	103套装部位6品质2	1	1	3000	1	1			1
2103113	21031	4010331	103套装部位1品质3	1	1	1000	1	1			1
2103114	21031	4010332	103套装部位2品质3	1	1	1500	1	1			1
2103115	21031	4010333	103套装部位3品质3	1	1	1000	1	1			1
2103116	21031	4010334	103套装部位4品质3	1	1	1500	1	1			1
2103117	21031	4010335	103套装部位5品质3	1	1	1000	1	1			1
2103118	21031	4010336	103套装部位6品质3	1	1	1500	1	1			1
2103201	21032	4010321	103套装部位1品质2	1	1	2000	1	1			1
2103202	21032	4010322	103套装部位2品质2	1	1	3000	1	1			1
2103203	21032	4010323	103套装部位3品质2	1	1	2000	1	1			1
2103204	21032	4010324	103套装部位4品质2	1	1	3000	1	1			1
2103205	21032	4010325	103套装部位5品质2	1	1	2000	1	1			1
2103206	21032	4010326	103套装部位6品质2	1	1	3000	1	1			1
2103207	21032	4010331	103套装部位1品质3	1	1	1000	1	1			1
2103208	21032	4010332	103套装部位2品质3	1	1	1500	1	1			1
2103209	21032	4010333	103套装部位3品质3	1	1	1000	1	1			1
2103210	21032	4010334	103套装部位4品质3	1	1	1500	1	1			1
2103211	21032	4010335	103套装部位5品质3	1	1	1000	1	1			1
2103212	21032	4010336	103套装部位6品质3	1	1	1500	1	1			1
2103213	21032	4010341	103套装部位1品质4	1	1	500	1	1			1
2103214	21032	4010342	103套装部位2品质4	1	1	750	1	1			1
2103215	21032	4010343	103套装部位3品质4	1	1	500	1	1			1
2103216	21032	4010344	103套装部位4品质4	1	1	750	1	1			1
2103217	21032	4010345	103套装部位5品质4	1	1	500	1	1			1
2103218	21032	4010346	103套装部位6品质4	1	1	750	1	1			1
2103301	21033	4010331	103套装部位1品质3	1	1	1000	1	1			1
2103302	21033	4010332	103套装部位2品质3	1	1	1500	1	1			1
2103303	21033	4010333	103套装部位3品质3	1	1	1000	1	1			1
2103304	21033	4010334	103套装部位4品质3	1	1	1500	1	1			1
2103305	21033	4010335	103套装部位5品质3	1	1	1000	1	1			1
2103306	21033	4010336	103套装部位6品质3	1	1	1500	1	1			1
2103307	21033	4010341	103套装部位1品质4	1	1	500	1	1			1
2103308	21033	4010342	103套装部位2品质4	1	1	750	1	1			1
2103309	21033	4010343	103套装部位3品质4	1	1	500	1	1			1
2103310	21033	4010344	103套装部位4品质4	1	1	750	1	1			1
2103311	21033	4010345	103套装部位5品质4	1	1	500	1	1			1
2103312	21033	4010346	103套装部位6品质4	1	1	750	1	1			1
2103313	21033	4010351	103套装部位1品质5	1	1	250	1	1			1
2103314	21033	4010352	103套装部位2品质5	1	1	375	1	1			1
2103315	21033	4010353	103套装部位3品质5	1	1	250	1	1			1
2103316	21033	4010354	103套装部位4品质5	1	1	375	1	1			1
2103317	21033	4010355	103套装部位5品质5	1	1	250	1	1			1
2103318	21033	4010356	103套装部位6品质5	1	1	375	1	1			1
2104101	21041	4010411	104套装部位1品质1	1	1	4000	1	1			1
2104102	21041	4010412	104套装部位2品质1	1	1	6000	1	1			1
2104103	21041	4010413	104套装部位3品质1	1	1	4000	1	1			1
2104104	21041	4010414	104套装部位4品质1	1	1	6000	1	1			1
2104105	21041	4010415	104套装部位5品质1	1	1	4000	1	1			1
2104106	21041	4010416	104套装部位6品质1	1	1	6000	1	1			1
2104107	21041	4010421	104套装部位1品质2	1	1	2000	1	1			1
2104108	21041	4010422	104套装部位2品质2	1	1	3000	1	1			1
2104109	21041	4010423	104套装部位3品质2	1	1	2000	1	1			1
2104110	21041	4010424	104套装部位4品质2	1	1	3000	1	1			1
2104111	21041	4010425	104套装部位5品质2	1	1	2000	1	1			1
2104112	21041	4010426	104套装部位6品质2	1	1	3000	1	1			1
2104113	21041	4010431	104套装部位1品质3	1	1	1000	1	1			1
2104114	21041	4010432	104套装部位2品质3	1	1	1500	1	1			1
2104115	21041	4010433	104套装部位3品质3	1	1	1000	1	1			1
2104116	21041	4010434	104套装部位4品质3	1	1	1500	1	1			1
2104117	21041	4010435	104套装部位5品质3	1	1	1000	1	1			1
2104118	21041	4010436	104套装部位6品质3	1	1	1500	1	1			1
2104201	21042	4010421	104套装部位1品质2	1	1	2000	1	1			1
2104202	21042	4010422	104套装部位2品质2	1	1	3000	1	1			1
2104203	21042	4010423	104套装部位3品质2	1	1	2000	1	1			1
2104204	21042	4010424	104套装部位4品质2	1	1	3000	1	1			1
2104205	21042	4010425	104套装部位5品质2	1	1	2000	1	1			1
2104206	21042	4010426	104套装部位6品质2	1	1	3000	1	1			1
2104207	21042	4010431	104套装部位1品质3	1	1	1000	1	1			1
2104208	21042	4010432	104套装部位2品质3	1	1	1500	1	1			1
2104209	21042	4010433	104套装部位3品质3	1	1	1000	1	1			1
2104210	21042	4010434	104套装部位4品质3	1	1	1500	1	1			1
2104211	21042	4010435	104套装部位5品质3	1	1	1000	1	1			1
2104212	21042	4010436	104套装部位6品质3	1	1	1500	1	1			1
2104213	21042	4010441	104套装部位1品质4	1	1	500	1	1			1
2104214	21042	4010442	104套装部位2品质4	1	1	750	1	1			1
2104215	21042	4010443	104套装部位3品质4	1	1	500	1	1			1
2104216	21042	4010444	104套装部位4品质4	1	1	750	1	1			1
2104217	21042	4010445	104套装部位5品质4	1	1	500	1	1			1
2104218	21042	4010446	104套装部位6品质4	1	1	750	1	1			1
2104301	21043	4010431	104套装部位1品质3	1	1	1000	1	1			1
2104302	21043	4010432	104套装部位2品质3	1	1	1500	1	1			1
2104303	21043	4010433	104套装部位3品质3	1	1	1000	1	1			1
2104304	21043	4010434	104套装部位4品质3	1	1	1500	1	1			1
2104305	21043	4010435	104套装部位5品质3	1	1	1000	1	1			1
2104306	21043	4010436	104套装部位6品质3	1	1	1500	1	1			1
2104307	21043	4010441	104套装部位1品质4	1	1	500	1	1			1
2104308	21043	4010442	104套装部位2品质4	1	1	750	1	1			1
2104309	21043	4010443	104套装部位3品质4	1	1	500	1	1			1
2104310	21043	4010444	104套装部位4品质4	1	1	750	1	1			1
2104311	21043	4010445	104套装部位5品质4	1	1	500	1	1			1
2104312	21043	4010446	104套装部位6品质4	1	1	750	1	1			1
2104313	21043	4010451	104套装部位1品质5	1	1	250	1	1			1
2104314	21043	4010452	104套装部位2品质5	1	1	375	1	1			1
2104315	21043	4010453	104套装部位3品质5	1	1	250	1	1			1
2104316	21043	4010454	104套装部位4品质5	1	1	375	1	1			1
2104317	21043	4010455	104套装部位5品质5	1	1	250	1	1			1
2104318	21043	4010456	104套装部位6品质5	1	1	375	1	1			1
2105101	21051	4010511	105套装部位1品质1	1	1	4000	1	1			1
2105102	21051	4010512	105套装部位2品质1	1	1	6000	1	1			1
2105103	21051	4010513	105套装部位3品质1	1	1	4000	1	1			1
2105104	21051	4010514	105套装部位4品质1	1	1	6000	1	1			1
2105105	21051	4010515	105套装部位5品质1	1	1	4000	1	1			1
2105106	21051	4010516	105套装部位6品质1	1	1	6000	1	1			1
2105107	21051	4010521	105套装部位1品质2	1	1	2000	1	1			1
2105108	21051	4010522	105套装部位2品质2	1	1	3000	1	1			1
2105109	21051	4010523	105套装部位3品质2	1	1	2000	1	1			1
2105110	21051	4010524	105套装部位4品质2	1	1	3000	1	1			1
2105111	21051	4010525	105套装部位5品质2	1	1	2000	1	1			1
2105112	21051	4010526	105套装部位6品质2	1	1	3000	1	1			1
2105113	21051	4010531	105套装部位1品质3	1	1	1000	1	1			1
2105114	21051	4010532	105套装部位2品质3	1	1	1500	1	1			1
2105115	21051	4010533	105套装部位3品质3	1	1	1000	1	1			1
2105116	21051	4010534	105套装部位4品质3	1	1	1500	1	1			1
2105117	21051	4010535	105套装部位5品质3	1	1	1000	1	1			1
2105118	21051	4010536	105套装部位6品质3	1	1	1500	1	1			1
2105201	21052	4010521	105套装部位1品质2	1	1	2000	1	1			1
2105202	21052	4010522	105套装部位2品质2	1	1	3000	1	1			1
2105203	21052	4010523	105套装部位3品质2	1	1	2000	1	1			1
2105204	21052	4010524	105套装部位4品质2	1	1	3000	1	1			1
2105205	21052	4010525	105套装部位5品质2	1	1	2000	1	1			1
2105206	21052	4010526	105套装部位6品质2	1	1	3000	1	1			1
2105207	21052	4010531	105套装部位1品质3	1	1	1000	1	1			1
2105208	21052	4010532	105套装部位2品质3	1	1	1500	1	1			1
2105209	21052	4010533	105套装部位3品质3	1	1	1000	1	1			1
2105210	21052	4010534	105套装部位4品质3	1	1	1500	1	1			1
2105211	21052	4010535	105套装部位5品质3	1	1	1000	1	1			1
2105212	21052	4010536	105套装部位6品质3	1	1	1500	1	1			1
2105213	21052	4010541	105套装部位1品质4	1	1	500	1	1			1
2105214	21052	4010542	105套装部位2品质4	1	1	750	1	1			1
2105215	21052	4010543	105套装部位3品质4	1	1	500	1	1			1
2105216	21052	4010544	105套装部位4品质4	1	1	750	1	1			1
2105217	21052	4010545	105套装部位5品质4	1	1	500	1	1			1
2105218	21052	4010546	105套装部位6品质4	1	1	750	1	1			1
2105301	21053	4010531	105套装部位1品质3	1	1	1000	1	1			1
2105302	21053	4010532	105套装部位2品质3	1	1	1500	1	1			1
2105303	21053	4010533	105套装部位3品质3	1	1	1000	1	1			1
2105304	21053	4010534	105套装部位4品质3	1	1	1500	1	1			1
2105305	21053	4010535	105套装部位5品质3	1	1	1000	1	1			1
2105306	21053	4010536	105套装部位6品质3	1	1	1500	1	1			1
2105307	21053	4010541	105套装部位1品质4	1	1	500	1	1			1
2105308	21053	4010542	105套装部位2品质4	1	1	750	1	1			1
2105309	21053	4010543	105套装部位3品质4	1	1	500	1	1			1
2105310	21053	4010544	105套装部位4品质4	1	1	750	1	1			1
2105311	21053	4010545	105套装部位5品质4	1	1	500	1	1			1
2105312	21053	4010546	105套装部位6品质4	1	1	750	1	1			1
2105313	21053	4010551	105套装部位1品质5	1	1	250	1	1			1
2105314	21053	4010552	105套装部位2品质5	1	1	375	1	1			1
2105315	21053	4010553	105套装部位3品质5	1	1	250	1	1			1
2105316	21053	4010554	105套装部位4品质5	1	1	375	1	1			1
2105317	21053	4010555	105套装部位5品质5	1	1	250	1	1			1
2105318	21053	4010556	105套装部位6品质5	1	1	375	1	1			1
2108101	21081	4010816	108套装部位6品质1	1	1	6000	1	1			1
2108102	21081	4010816	108套装部位6品质1	1	1	6000	1	1			1
2108103	21081	4010816	108套装部位6品质1	1	1	6000	1	1			1
2108104	21081	4010816	108套装部位6品质1	1	1	6000	1	1			1
2108105	21081	4010816	108套装部位6品质1	1	1	6000	1	1			1
2108106	21081	4010816	108套装部位6品质1	1	1	6000	1	1			1
2108107	21081	4010826	108套装部位6品质2	1	1	3000	1	1			1
2108108	21081	4010826	108套装部位6品质2	1	1	3000	1	1			1
2108109	21081	4010826	108套装部位6品质2	1	1	3000	1	1			1
2108110	21081	4010826	108套装部位6品质2	1	1	3000	1	1			1
2108111	21081	4010826	108套装部位6品质2	1	1	3000	1	1			1
2108112	21081	4010826	108套装部位6品质2	1	1	3000	1	1			1
2108113	21081	4010836	108套装部位6品质3	1	1	1500	1	1			1
2108114	21081	4010836	108套装部位6品质3	1	1	1500	1	1			1
2108115	21081	4010836	108套装部位6品质3	1	1	1500	1	1			1
2108116	21081	4010836	108套装部位6品质3	1	1	1500	1	1			1
2108117	21081	4010836	108套装部位6品质3	1	1	1500	1	1			1
2108118	21081	4010836	108套装部位6品质3	1	1	1500	1	1			1
2108201	21082	4010826	108套装部位6品质2	1	1	3000	1	1			1
2108202	21082	4010826	108套装部位6品质2	1	1	3000	1	1			1
2108203	21082	4010826	108套装部位6品质2	1	1	3000	1	1			1
2108204	21082	4010826	108套装部位6品质2	1	1	3000	1	1			1
2108205	21082	4010826	108套装部位6品质2	1	1	3000	1	1			1
2108206	21082	4010826	108套装部位6品质2	1	1	3000	1	1			1
2108207	21082	4010836	108套装部位6品质3	1	1	1500	1	1			1
2108208	21082	4010836	108套装部位6品质3	1	1	1500	1	1			1
2108209	21082	4010836	108套装部位6品质3	1	1	1500	1	1			1
2108210	21082	4010836	108套装部位6品质3	1	1	1500	1	1			1
2108211	21082	4010836	108套装部位6品质3	1	1	1500	1	1			1
2108212	21082	4010836	108套装部位6品质3	1	1	1500	1	1			1
2108213	21082	4010846	108套装部位6品质4	1	1	750	1	1			1
2108214	21082	4010846	108套装部位6品质4	1	1	750	1	1			1
2108215	21082	4010846	108套装部位6品质4	1	1	750	1	1			1
2108216	21082	4010846	108套装部位6品质4	1	1	750	1	1			1
2108217	21082	4010846	108套装部位6品质4	1	1	750	1	1			1
2108218	21082	4010846	108套装部位6品质4	1	1	750	1	1			1
2108301	21083	4010836	108套装部位6品质3	1	1	1500	1	1			1
2108302	21083	4010836	108套装部位6品质3	1	1	1500	1	1			1
2108303	21083	4010836	108套装部位6品质3	1	1	1500	1	1			1
2108304	21083	4010836	108套装部位6品质3	1	1	1500	1	1			1
2108305	21083	4010836	108套装部位6品质3	1	1	1500	1	1			1
2108306	21083	4010836	108套装部位6品质3	1	1	1500	1	1			1
2108307	21083	4010846	108套装部位6品质4	1	1	750	1	1			1
2108308	21083	4010846	108套装部位6品质4	1	1	750	1	1			1
2108309	21083	4010846	108套装部位6品质4	1	1	750	1	1			1
2108310	21083	4010846	108套装部位6品质4	1	1	750	1	1			1
2108311	21083	4010846	108套装部位6品质4	1	1	750	1	1			1
2108312	21083	4010846	108套装部位6品质4	1	1	750	1	1			1
2108313	21083	4010856	108套装部位6品质5	1	1	375	1	1			1
2108314	21083	4010856	108套装部位6品质5	1	1	375	1	1			1
2108315	21083	4010856	108套装部位6品质5	1	1	375	1	1			1
2108316	21083	4010856	108套装部位6品质5	1	1	375	1	1			1
2108317	21083	4010856	108套装部位6品质5	1	1	375	1	1			1
2108318	21083	4010856	108套装部位6品质5	1	1	375	1	1			1
2106101	21061	4010611	106套装部位1品质1	1	1	4000	1	1			1
2106102	21061	4010612	106套装部位2品质1	1	1	6000	1	1			1
2106103	21061	4010613	106套装部位3品质1	1	1	4000	1	1			1
2106104	21061	4010614	106套装部位4品质1	1	1	6000	1	1			1
2106105	21061	4010615	106套装部位5品质1	1	1	4000	1	1			1
2106106	21061	4010616	106套装部位6品质1	1	1	6000	1	1			1
2106201	21062	4010621	106套装部位1品质2	1	1	2000	1	1			1
2106202	21062	4010622	106套装部位2品质2	1	1	3000	1	1			1
2106203	21062	4010623	106套装部位3品质2	1	1	2000	1	1			1
2106204	21062	4010624	106套装部位4品质2	1	1	3000	1	1			1
2106205	21062	4010625	106套装部位5品质2	1	1	2000	1	1			1
2106206	21062	4010626	106套装部位6品质2	1	1	3000	1	1			1
2106301	21063	4010631	106套装部位1品质3	1	1	1000	1	1			1
2106302	21063	4010632	106套装部位2品质3	1	1	1500	1	1			1
2106303	21063	4010633	106套装部位3品质3	1	1	1000	1	1			1
2106304	21063	4010634	106套装部位4品质3	1	1	1500	1	1			1
2106305	21063	4010635	106套装部位5品质3	1	1	1000	1	1			1
2106306	21063	4010636	106套装部位6品质3	1	1	1500	1	1			1
2106401	21064	4010641	106套装部位1品质4	1	1	500	1	1			1
2106402	21064	4010642	106套装部位2品质4	1	1	750	1	1			1
2106403	21064	4010643	106套装部位3品质4	1	1	500	1	1			1
2106404	21064	4010644	106套装部位4品质4	1	1	750	1	1			1
2106405	21064	4010645	106套装部位5品质4	1	1	500	1	1			1
2106406	21064	4010646	106套装部位6品质4	1	1	750	1	1			1
2106501	21065	4010651	106套装部位1品质5	1	1	250	1	1			1
2106502	21065	4010652	106套装部位2品质5	1	1	375	1	1			1
2106503	21065	4010653	106套装部位3品质5	1	1	250	1	1			1
2106504	21065	4010654	106套装部位4品质5	1	1	375	1	1			1
2106505	21065	4010655	106套装部位5品质5	1	1	250	1	1			1
2106506	21065	4010656	106套装部位6品质5	1	1	375	1	1			1
2107101	21071	4010711	107套装部位1品质1	1	1	4000	1	1			1
2107102	21071	4010712	107套装部位2品质1	1	1	6000	1	1			1
2107103	21071	4010713	107套装部位3品质1	1	1	4000	1	1			1
2107104	21071	4010714	107套装部位4品质1	1	1	6000	1	1			1
2107105	21071	4010715	107套装部位5品质1	1	1	4000	1	1			1
2107106	21071	4010716	107套装部位6品质1	1	1	6000	1	1			1
2107201	21072	4010721	107套装部位1品质2	1	1	2000	1	1			1
2107202	21072	4010722	107套装部位2品质2	1	1	3000	1	1			1
2107203	21072	4010723	107套装部位3品质2	1	1	2000	1	1			1
2107204	21072	4010724	107套装部位4品质2	1	1	3000	1	1			1
2107205	21072	4010725	107套装部位5品质2	1	1	2000	1	1			1
2107206	21072	4010726	107套装部位6品质2	1	1	3000	1	1			1
2107301	21073	4010731	107套装部位1品质3	1	1	1000	1	1			1
2107302	21073	4010732	107套装部位2品质3	1	1	1500	1	1			1
2107303	21073	4010733	107套装部位3品质3	1	1	1000	1	1			1
2107304	21073	4010734	107套装部位4品质3	1	1	1500	1	1			1
2107305	21073	4010735	107套装部位5品质3	1	1	1000	1	1			1
2107306	21073	4010736	107套装部位6品质3	1	1	1500	1	1			1
2107401	21074	4010741	107套装部位1品质4	1	1	500	1	1			1
2107402	21074	4010742	107套装部位2品质4	1	1	750	1	1			1
2107403	21074	4010743	107套装部位3品质4	1	1	500	1	1			1
2107404	21074	4010744	107套装部位4品质4	1	1	750	1	1			1
2107405	21074	4010745	107套装部位5品质4	1	1	500	1	1			1
2107406	21074	4010746	107套装部位6品质4	1	1	750	1	1			1
2107501	21075	4010751	107套装部位1品质5	1	1	250	1	1			1
2107502	21075	4010752	107套装部位2品质5	1	1	375	1	1			1
2107503	21075	4010753	107套装部位3品质5	1	1	250	1	1			1
2107504	21075	4010754	107套装部位4品质5	1	1	375	1	1			1
2107505	21075	4010755	107套装部位5品质5	1	1	250	1	1			1
2107506	21075	4010756	107套装部位6品质5	1	1	375	1	1			1
2109101	21091	4010911	109套装部位1品质1	1	1	4000	1	1			1
2109102	21091	4010912	109套装部位2品质1	1	1	6000	1	1			1
2109103	21091	4010913	109套装部位3品质1	1	1	4000	1	1			1
2109104	21091	4010914	109套装部位4品质1	1	1	6000	1	1			1
2109105	21091	4010915	109套装部位5品质1	1	1	4000	1	1			1
2109106	21091	4010916	109套装部位6品质1	1	1	6000	1	1			1
2109201	21092	4010921	109套装部位1品质2	1	1	2000	1	1			1
2109202	21092	4010922	109套装部位2品质2	1	1	3000	1	1			1
2109203	21092	4010923	109套装部位3品质2	1	1	2000	1	1			1
