id	type	showType	quality	stack	sellitem	sellMoney	openType	openParameter	photoId	bagUsed	redPoint	effectType	effectId	effectNum	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
5111031	51	501	3	999	0	0			6:goods_icon_5111031	1	1	202	11031	1	1	3星耀州区补给箱	3星耀州區補給箱	3★ Yaozhou Supply Box	★3耀州区補給箱	3★ 요주 타운 보급 상자	เสบียงเขตเหยาโจว 3★	生命套装补给箱	生命套裝補給箱	Health Set Supply Box	HPセット補給箱	생명 세트 장비 보급 상자	กล่องเสบียงเซ็ตพลังชีวิต	随机获得：生命套中头饰、颈环、嘴套的NC、N、R品质装备 或 强化金属、1星升星纤维、2星升星纤维、3星升星纤维、重组器	隨機獲得：生命套中頭飾、頸環、嘴套的NC、N、R品質裝備 或 強化金屬、1星升星纖維、2星升星纖維、3星升星纖維、重組器	Randomly contains: Health Set NC, N, R Headpiece, Necklace, Mouthpiece, Enhancement Metal, 1★ Star-up Fiber, 2★ Star-up Fiber, 3★ Star-up Fiber, and Recombinator.	以下のアイテムの内いずれか1つを獲得：HPセット･頭部、首、顔のNC、N、R品質の装備。または強化金属、★1昇格繊維、★2昇格繊維、★3昇格繊維、リセットマシン。	랜덤 획득: [생명 세트 중 머리 장식, 목걸이, 마스크의 NC, N, R 등급의 장비] 혹은 [강화 금속, 1★ 승급 섬유, 2★ 승급 섬유, 3★ 승급 섬유, 재구성기]	สุ่ม​รับ​:​ ประดับ​หัว​ ปลอกคอ​ ส่วน​ปาก​ของ​เซ็ต​พลัง​ชีวิต​ ระดับ​ NC​, N​, R​ หรือ​ เหล็กรีไฟน์​, ไฟเบอร์​เพิ่ม​ดาว​ 1★​, ไฟเบอร์​เพิ่ม​ดาว​ 2★​, ไฟเบอร์​เพิ่ม​ดาว​ 3★​ และ​ตัวรีคอมโพส​
5111041	51	501	3	999	0	0			6:goods_icon_5111041	1	1	202	11041	1	1	3星旧城区补给箱	3星舊城區補給箱	3★ Oldtown Supply Box	★3オールドタウン補給箱	3★ 구시가지 보급 상자	เสบียงเขตเมืองโบราณ 3★	暴击套装补给箱	爆擊套裝補給箱	Critical Set Supply Box	会心セット補給箱	크리티컬 세트 장비 보급 상자	กล่องเสบียงเซ็ตคริติคอล	随机获得：暴击套中头饰、颈环、嘴套的NC、N、R品质装备 或 强化金属、1星升星纤维、2星升星纤维、3星升星纤维、重组器	隨機獲得：爆擊套中頭飾、頸環、嘴套的NC、N、R品質裝備 或 強化金屬、1星升星纖維、2星升星纖維、3星升星纖維、重組器	Randomly contains: Critical Set NC, N, R Headpiece, Necklace, Mouthpiece, Enhancement Metal, 1★ Star-up Fiber, 2★ Star-up Fiber, 3★ Star-up Fiber, and Recombinator.	以下のアイテムの内いずれか1つを獲得：会心セット･頭部、首、顔のNC、N、R品質の装備。または強化金属、★1昇格繊維、★2昇格繊維、★3昇格繊維、リセットマシン。	랜덤 획득: [크리티컬 세트 중 머리 장식, 목걸이, 마스크의 NC, N, R 등급의 장비] 혹은 [강화 금속, 1★ 승급 섬유, 2★ 승급 섬유, 3★ 승급 섬유, 재구성기]	สุ่ม​รับ​:​ ประดับ​หัว​ ปลอกคอ​ ส่วน​ปาก​ของ​เซ็ต​ค​ริ​ติ​คอ​ล​ ระดับ​ NC​, N​, R​ หรือ​ เหล็กรีไฟน์​, ไฟเบอร์​เพิ่ม​ดาว​ 1★​, ไฟเบอร์​เพิ่ม​ดาว​ 2★​, ไฟเบอร์​เพิ่ม​ดาว​ 3★​ และ​ตัว​รีคอมโพส​
5111051	51	501	3	999	0	0			6:goods_icon_5111051	1	1	202	11051	1	1	3星中心区补给箱	3星中心區補給箱	3★ Central District Supply Box	★3中央区補給箱	3★ 센트럴 타운 보급 상자	เสบียงเขตศูนย์กลาง 3★	坚韧套装补给箱	堅韌套裝補給箱	Resilience Set Supply Box	強靱セット補給箱	강인 세트 장비 보급 상자	กล่องเสบียงเซ็ตทนทาน	随机获得：坚韧套中头饰、颈环、嘴套的NC、N、R品质装备 或 强化金属、1星升星纤维、2星升星纤维、3星升星纤维、重组器	隨機獲得：堅韌套中頭飾、頸環、嘴套的NC、N、R品質裝備 或 強化金屬、1星升星纖維、2星升星纖維、3星升星纖維、重組器	Randomly contains: Resilience Set NC, N, R Headpiece, Necklace, Mouthpiece, Enhancement Metal, 1★ Star-up Fiber, 2★ Star-up Fiber, 3★ Star-up Fiber, and Recombinator.	以下のアイテムの内いずれか1つを獲得：強靱セット･頭部、首、顔のNC、N、R品質の装備。または強化金属、★1昇格繊維、★2昇格繊維、★3昇格繊維、リセットマシン。	랜덤 획득: [강인 세트 중 머리 장식, 목걸이, 마스크의 NC, N, R 등급의 장비] 혹은 [강화 금속, 1★ 승급 섬유, 2★ 승급 섬유, 3★ 승급 섬유, 재구성기]	สุ่ม​รับ​:​ ประดับ​หัว​ ปลอกคอ​ ส่วน​ปาก​ของ​เซ็ต​ทนทาน​ ระดับ​ NC​, N​, R​ หรือ​ เหล็กรีไฟน์​, ไฟเบอร์​เพิ่ม​ดาว​ 1★​, ไฟเบอร์​เพิ่ม​ดาว​ 2★​, ไฟเบอร์​เพิ่ม​ดาว​ 3★​ และ​ตัวรีคอมโพส​
5111081	51	501	3	999	0	0			6:goods_icon_5111081	1	1	202	11081	1	1	3星凛北区补给箱	3星凜北區補給箱	3★ Boreala Supply Box	★3凛北区補給箱	3★ 노스 타운 보급 상자	เสบียงเขตโบเรียร่า 3★	援护套装补给箱	援護套裝補給箱	Support Set Supply Box	援護セット補給箱	엄호 세트 장비 보급 상자	กล่อง​เสบียง​เซ็ต​ซัพพอร์ต​	随机获得：援护套中头饰、颈环、嘴套的NC、N、R品质装备 或 强化金属、1星升星纤维、2星升星纤维、3星升星纤维、重组器	隨機獲得：援護套中頭飾、頸環、嘴套的NC、N、R品質裝備 或 強化金屬、1星升星纖維、2星升星纖維、3星升星纖維、重組器	Randomly contains: Support Set NC, N, R Headpiece, Necklace, Mouthpiece, Enhancement Metal, 1★ Star-up Fiber, 2★ Star-up Fiber, 3★ Star-up Fiber, and Recombinator.	以下のアイテムの内いずれか1つを獲得：援護セット･頭部、首、顔のNC、N、R品質の装備。または強化金属、★1昇格繊維、★2昇格繊維、★3昇格繊維、リセットマシン。	랜덤 획득: [엄호 세트 중 머리 장식, 목걸이, 마스크의 NC, N, R 등급의 장비] 혹은 [강화 금속, 1★ 승급 섬유, 2★ 승급 섬유, 3★ 승급 섬유, 재구성기]	สุ่ม​รับ​:​ ประดับ​หัว​ ปลอกคอ​ ส่วน​ปาก​ของ​เซ็ต​ซัพพอร์ต​ ระดับ​ NC​, N​, R​ หรือ​ เหล็กรีไฟน์​, ไฟเบอร์​เพิ่ม​ดาว​ 1★​, ไฟเบอร์​เพิ่ม​ดาว​ 2★​, ไฟเบอร์​เพิ่ม​ดาว​ 3★​ และ​ตัวรีคอมโพส​
5111012	51	501	4	999	0	0			6:goods_icon_5111011	1	1	202	11012	1	1	4星昆士区补给箱	4星昆士區補給箱	4★ Quince Supply Box	★4コンシ区補給箱	4★ 퀸즈 타운 보급 상자	เสบียงเขตควินซ์ 4★	进攻套装补给箱	進攻套裝補給箱	Offense Set Supply Box	攻撃セット補給箱	진격 세트 장비 보급 상자	กล่องเสบียงเซ็ตโจมตี	随机获得：攻击套中头饰、颈环、嘴套的N、R、SR品质装备 或 强化金属、2星升星纤维、3星升星纤维、4星升星纤维、重组器	隨機獲得：攻擊套中頭飾、頸環、嘴套的N、R、SR品質裝備 或 強化金屬、2星升星纖維、3星升星纖維、4星升星纖維、重組器	Randomly contains: Offense Set N, R, SR Headpiece, Necklace, Mouthpiece, Enhancement Metal, 2★ Star-up Fiber, 3★ Star-up Fiber, 4★ Star-up Fiber, and Recombinator.	以下のアイテムの内いずれか1つを獲得：攻撃セット･頭部、首、顔のN、R、SR品質の装備。または強化金属、★2昇格繊維、★3昇格繊維、★4昇格繊維、リセットマシン。	랜덤 획득: [공격 세트 중 머리 장식, 목걸이, 마스크의 N, R, SR 등급의 장비] 혹은 [강화 금속, 2★ 승급 섬유, 3★ 승급 섬유, 4★ 승급 섬유, 재구성기]	สุ่ม​รับ​:​ ประดับ​หัว​ ปลอกคอ​ ส่วน​ปาก​ของ​เซ็ต​โจมตี​ ระดับ​ N​, R​, SR​ หรือ​ เหล็กรีไฟน์​, ไฟเบอร์​เพิ่ม​ดาว​ 2★​, ไฟเบอร์​เพิ่ม​ดาว​ 3★​, ไฟเบอร์​เพิ่ม​ดาว​ 4★​ และ​ตัวรีคอมโพส​
5111022	51	501	4	999	0	0			6:goods_icon_5111021	1	1	202	11022	1	1	4星南港区补给箱	4星南港區補給箱	4★ Southport Supply Box	★4南港区補給箱	4★ 사우스포트 보급 상자	เสบียงเขตทะเลใต้ 4★	防守套装补给箱	防守套裝補給箱	Defense Set Supply Box	防御セット補給箱	방어 세트 장비 보급 상자	กล่องเสบียงเซ็ตป้องกัน	随机获得：防御套中头饰、颈环、嘴套的N、R、SR品质装备 或 强化金属、2星升星纤维、3星升星纤维、4星升星纤维、重组器	隨機獲得：防禦套中頭飾、頸環、嘴套的N、R、SR品質裝備 或 強化金屬、2星升星纖維、3星升星纖維、4星升星纖維、重組器	Randomly contains: Defense Set N, R, SR Headpiece, Necklace, Mouthpiece, Enhancement Metal, 2★ Star-up Fiber, 3★ Star-up Fiber, 4★ Star-up Fiber, and Recombinator.	以下のアイテムの内いずれか1つを獲得：防御セット･頭部、首、顔のN、R、SR品質の装備。または強化金属、★2昇格繊維、★3昇格繊維、★4昇格繊維、リセットマシン。	랜덤 획득: [방어 세트 중 머리 장식, 목걸이, 마스크의 N, R, SR 등급의 장비] 혹은 [강화 금속, 2★ 승급 섬유, 3★ 승급 섬유, 4★ 승급 섬유, 재구성기]	สุ่ม​รับ​:​ ประดับ​หัว​ ปลอกคอ​ ส่วน​ปาก​ของ​เซ็ต​ป้องกัน​ ระดับ​ N​, R​, SR​ หรือ​ เหล็กรีไฟน์​, ไฟเบอร์​เพิ่ม​ดาว​ 2★​, ไฟเบอร์​เพิ่ม​ดาว​ 3★​, ไฟเบอร์​เพิ่ม​ดาว​ 4★​ และ​ตัวรีคอมโพส​
5111032	51	501	4	999	0	0			6:goods_icon_5111031	1	1	202	11032	1	1	4星耀州区补给箱	4星耀州區補給箱	4★ Yaozhou Supply Box	★4耀州区補給箱	4★ 요주 타운 보급 상자	เสบียงเขตเหยาโจว 4★	生命套装补给箱	生命套裝補給箱	Health Set Supply Box	HPセット補給箱	생명 세트 장비 보급 상자	กล่องเสบียงเซ็ตพลังชีวิต	随机获得：生命套中头饰、颈环、嘴套的N、R、SR品质装备 或 强化金属、2星升星纤维、3星升星纤维、4星升星纤维、重组器	隨機獲得：生命套中頭飾、頸環、嘴套的N、R、SR品質裝備 或 強化金屬、2星升星纖維、3星升星纖維、4星升星纖維、重組器	Randomly contains: Health Set N, R, SR Headpiece, Necklace, Mouthpiece, Enhancement Metal, 2★ Star-up Fiber, 3★ Star-up Fiber, 4★ Star-up Fiber, and Recombinator.	以下のアイテムの内いずれか1つを獲得：HPセット･頭部、首、顔のN、R、SR品質の装備。または強化金属、★2昇格繊維、★3昇格繊維、★4昇格繊維、リセットマシン。	랜덤 획득: [생명 세트 중 머리 장식, 목걸이, 마스크의 N, R, SR 등급의 장비] 혹은 [강화 금속, 2★ 승급 섬유, 3★ 승급 섬유, 4★ 승급 섬유, 재구성기]	สุ่ม​รับ​:​ ประดับ​หัว​ ปลอกคอ​ ส่วน​ปาก​เซ็ต​ของ​พลัง​ชีวิต​ ระดับ​ N​, R​, SR​ หรือ​ เหล็กรีไฟน์​, ไฟเบอร์​เพิ่ม​ดาว​ 2★​, ไฟเบอร์​เพิ่ม​ดาว​ 3★​, ไฟเบอร์​เพิ่ม​ดาว​ 4★​ และ​ตัวรีคอมโพส​
5111042	51	501	4	999	0	0			6:goods_icon_5111041	1	1	202	11042	1	1	4星旧城区补给箱	4星舊城區補給箱	4★ Oldtown Supply Box	★4オールドタウン補給箱	4★ 구시가지 보급 상자	เสบียงเขตเมืองโบราณ 4★	暴击套装补给箱	爆擊套裝補給箱	Critical Set Supply Box	会心セット補給箱	크리티컬 세트 장비 보급 상자	กล่องเสบียงเซ็ตคริติคอล	随机获得：暴击套中头饰、颈环、嘴套的N、R、SR品质装备 或 强化金属、2星升星纤维、3星升星纤维、4星升星纤维、重组器	隨機獲得：爆擊套中頭飾、頸環、嘴套的N、R、SR品質裝備 或 強化金屬、2星升星纖維、3星升星纖維、4星升星纖維、重組器	Randomly contains: Critical Set N, R, SR Headpiece, Necklace, Mouthpiece, Enhancement Metal, 2★ Star-up Fiber, 3★ Star-up Fiber, 4★ Star-up Fiber, and Recombinator.	以下のアイテムの内いずれか1つを獲得：会心セット･頭部、首、顔のN、R、SR品質の装備。または強化金属、★2昇格繊維、★3昇格繊維、★4昇格繊維、リセットマシン。	랜덤 획득: [크리티컬 세트 중 머리 장식, 목걸이, 마스크의 N, R, SR 등급의 장비] 혹은 [강화 금속, 2★ 승급 섬유, 3★ 승급 섬유, 4★ 승급 섬유, 재구성기]	สุ่ม​รับ​:​ ประดับ​หัว​ ปลอกคอ​ ส่วน​ปาก​ของ​เซ็ต​ค​ริ​ติ​คอ​ล​ ระดับ​ N​, R​, SR​ หรือ​ เหล็กรีไฟน์​, ไฟเบอร์​เพิ่ม​ดาว​ 2★​, ไฟเบอร์​เพิ่ม​ดาว​ 3★​, ไฟเบอร์​เพิ่ม​ดาว​ 4★​ และ​ตัวรีคอมโพส​
5111052	51	501	4	999	0	0			6:goods_icon_5111051	1	1	202	11052	1	1	4星中心区补给箱	4星中心區補給箱	4★ Central District Supply Box	★4中央区補給箱	4★ 센트럴 타운 보급 상자	เสบียงเขตศูนย์กลาง 4★	坚韧套装补给箱	堅韌套裝補給箱	Resilience Set Supply Box	強靱セット補給箱	강인 세트 장비 보급 상자	กล่องเสบียงเซ็ตทนทาน	随机获得：坚韧套中头饰、颈环、嘴套的N、R、SR品质装备 或 强化金属、2星升星纤维、3星升星纤维、4星升星纤维、重组器	隨機獲得：堅韌套中頭飾、頸環、嘴套的N、R、SR品質裝備 或 強化金屬、2星升星纖維、3星升星纖維、4星升星纖維、重組器	Randomly contains: Resilience Set N, R, SR Headpiece, Necklace, Mouthpiece, Enhancement Metal, 2★ Star-up Fiber, 3★ Star-up Fiber, 4★ Star-up Fiber, and Recombinator.	以下のアイテムの内いずれか1つを獲得：強靱セット･頭部、首、顔のN、R、SR品質の装備。または強化金属、★2昇格繊維、★3昇格繊維、★4昇格繊維、リセットマシン。	랜덤 획득: [강인 세트 중 머리 장식, 목걸이, 마스크의 N, R, SR 등급의 장비] 혹은 [강화 금속, 2★ 승급 섬유, 3★ 승급 섬유, 4★ 승급 섬유, 재구성기]	สุ่ม​รับ​:​ ประดับ​หัว​ ปลอกคอ​ ส่วน​ปาก​ของ​เซ็ต​ทนทาน​ ระดับ​ N​, R​, SR​ หรือ​ เหล็กรีไฟน์​, ไฟเบอร์​เพิ่ม​ดาว​ 2★​, ไฟเบอร์​เพิ่ม​ดาว​ 3★​, ไฟเบอร์​เพิ่ม​ดาว​ 4★​ และ​ตัวรีคอมโพส​
5111082	51	501	4	999	0	0			6:goods_icon_5111081	1	1	202	11082	1	1	4星凛北区补给箱	4星凜北區補給箱	4★ Boreala Supply Box	★4凛北区補給箱	4★ 노스 타운 보급 상자	เสบียงเขตโบเรียร่า 4★	援护套装补给箱	援護套裝補給箱	Support Set Supply Box	援護セット補給箱	엄호 세트 장비 보급 상자	กล่อง​เสบียง​เซ็ต​ซัพพอร์ต​	随机获得：援护套中头饰、颈环、嘴套的N、R、SR品质装备 或 强化金属、2星升星纤维、3星升星纤维、4星升星纤维、重组器	隨機獲得：援護套中頭飾、頸環、嘴套的N、R、SR品質裝備 或 強化金屬、2星升星纖維、3星升星纖維、4星升星纖維、重組器	Randomly contains: Support Set N, R, SR Headpiece, Necklace, Mouthpiece, Enhancement Metal, 2★ Star-up Fiber, 3★ Star-up Fiber, 4★ Star-up Fiber, and Recombinator.	以下のアイテムの内いずれか1つを獲得：援護セット･頭部、首、顔のN、R、SR品質の装備。または強化金属、★2昇格繊維、★3昇格繊維、★4昇格繊維、リセットマシン。	랜덤 획득: [엄호 세트 중 머리 장식, 목걸이, 마스크의 N, R, SR 등급의 장비] 혹은 [강화 금속, 2★ 승급 섬유, 3★ 승급 섬유, 4★ 승급 섬유, 재구성기]	สุ่ม​รับ​:​ ประดับ​หัว​ ปลอกคอ​ ส่วน​ปาก​ของ​เซ็ต​ซัพพอร์ต​ ระดับ​ N, R​, SR​ หรือ​ เหล็กรีไฟน์​, ไฟเบอร์​เพิ่ม​ดาว​ 2★​, ไฟเบอร์​เพิ่ม​ดาว​ 3★​, ไฟเบอร์​เพิ่ม​ดาว​ 4★​ และ​ตัวรีคอมโพส​
