id	type	showType	quality	stack	sellitem	sellMoney	openType	openParameter	photoId	effectType	effectId	effectNum	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
8000161	80	801	5	999	3000003	260	230	8000161;6	6:goods_icon_8000161				1	黄金锦鲤	黃金錦鯉	Golden Koi	山吹黄金	황금잉어	ปลาคาร์ปทองคำ	玛瑙湾产出的鱼获。可用于离岛空运的筹备。	瑪瑙灣產出的魚獲。可用於離島空運的籌備。	Caught from Cowrie Cove. Can be used for Air Express preparation.	メノウベイの漁獲。離島空便の準備にも使われる。	카넬리언 베이에서 잡히는 물고기. 항공 운송 준비에 사용된다.	ปลา​ที่​ตก​ได้ที่​อ่าว​อา​เก​ต​ ใช้​เพื่อ​ขนส่ง​ทางอากาศ​ไป​ยัง​เกาะ​นอก​ชายฝั่ง​ได้​	当当~好运降临！！据说钓到它的人会心想事成！\n<color=#f94dc1>TIPS</color>：使用「玛瑙5星鱼饵」时有更大概率出现。	當當~好運降臨！！據說釣到它的人會心想事成！\n<color=#f94dc1>TIPS</color>：使用「瑪瑙5星魚餌」時有更大機率出現。	Ding, dong! Fortune smiles upon you! Catch this magical fish and watch your dreams become reality!\n<color=#f94dc1>Tip</color>: Using 5★ Cowrie Bait increases the chances of encountering it.	おめでとう！それを釣れた者は、願いが叶うと言われている！\n<color=#f94dc1>TIPS</color>：「メノウベイ用餌・★5」使用時、出現率アップ。	딩동댕~ 행운이 온다! 이 물고기를 낚은 사람은 소원을 성취한다!\n<color=#f94dc1>TIPS</color>: 「카넬리언 5★ 미끼」를 사용하면 더 높은 확률로 등장한다.	เต้ง​ เต้ง​~​ ว่า​กัน​ว่า​ คน​ที่​ตกมัน​ได้​ ความปรารถนา​ของ​คน​นั้น​จะ​เป็นจริง​!​ \n<color=#f94dc1>TIPS</color>:​ มีโอกาส​เจอ​มากขึ้น​ เมื่อ​ใช้​ [​เหยื่อ​ตกปลา​อา​เก​ต​ 5★​]​
8000211	80	801	1	999	3000003	100	240	8000211;4	6:goods_icon_8000211				1	小黄鱼	小黃魚	Small Yellow Croaker	キグチ	조기	ปลาเหลืองตัวเล็ก	斯皮亚水库产出的鱼获。可用于制作料理。	斯皮亞水庫產出的魚獲。可用於製作料理。	Caught from Spya Reservoir. Used as an ingredient.	スピーヤー貯水池の漁獲。料理製作に使用できる。	스피어 저수지에서 잡히는 물고기. 요리 제작에 사용된다.	ปลา​ที่​ตก​ได้​จาก​อ่างเก็บน้ำ​สเปียร์​ ใช้​สำหรับ​การ​ทำอาหาร​	猫族最喜欢的零食之一就是小黄鱼酥了，要不要试着做一份？\n<color=#f94dc1>TIPS</color>：使用「水库1星鱼饵」时有更大概率出现。	貓族最喜歡的零食之一就是小黃魚酥了，要不要試著做一份？\n<color=#f94dc1>TIPS</color>：使用「水庫1星魚餌」時有更大機率出現。	One of the Felinian's favorite snacks is a small yellow croaker cake. Do you want to make one?\n<color=#f94dc1>Tip</color>: Using 1★ Reservoir Bait increases the chances of encountering it.	みんなに愛される美味しいキグチ揚げ、作ってみないか？\n<color=#f94dc1>TIPS</color>：「貯水池用餌・★1」使用時、出現率アップ。	캣족이 가장 좋아하는 간식 중 하나는 바로 조기로 만든 피시 앤 칩스다. 한 번 만들어 보지 않겠는가?\n<color=#f94dc1>TIPS</color>: 「저수지 1★ 미끼」를 사용하면 더 높은 확률로 등장한다.	ขนม​โปรด​อย่างหนึ่ง​ที่​เผ่า​แมว​ชอบ​มาก​ที่สุด​คือ​ปลา​เหลือง​ตัวเล็ก​ทอด​กรอบ​ อยาก​ลอง​ทำ​ดู​ไหม​?​ \n<color=#f94dc1>TIPS</color>:​ มีโอกาส​เจอ​มากขึ้น​ เมื่อ​ใช้​ [​เหยื่อ​ตกปลา​อ่างเก็บน้ำ​ 1★​]​
8000212	80	801	1	999	3000003	100	240	8000212;6	6:goods_icon_8000212				1	黄姑鱼	黃姑魚	Yellow Drum	アカグチ	수조기	ปลาสวาย	斯皮亚水库产出的鱼获。可用于离岛空运的筹备。	斯皮亞水庫產出的魚獲。可用於離島空運的籌備。	Caught from Spya Reservoir. Can be used for Air Express preparation.	スピーヤー貯水池の漁獲。離島空便の準備にも使われる。	스피어 저수지에서 잡히는 물고기. 항공 운송 준비에 사용된다.	ปลา​ที่​ตก​ได้​จาก​อ่างเก็บน้ำ​สเปียร์​ ใช้​เพื่อ​ขนส่ง​ทางอากาศ​ไป​ยัง​เกาะ​นอก​ชายฝั่ง​ได้​	海中的常见鱼类，鱼鳔具有药用价值，畅销于世界范围内。在餐桌上常常能看见它们的身影。\n<color=#f94dc1>TIPS</color>：使用「水库1星鱼饵」时有更大概率出现。	海中的常見魚類，魚鰾具有藥用價值，暢銷於世界範圍內。在餐桌上常常能看見它們的身影。\n<color=#f94dc1>TIPS</color>：使用「水庫1星魚餌」時有更大機率出現。	A common fish in the sea, with medicinal value in its swim bladder. It is popular worldwide. They are often seen at the dinner table.\n<color=#f94dc1>Tip</color>: Using 1★ Reservoir Bait increases the chances of encountering it.	世界中でよく売られている海の魚。 食卓に上ることも多い。\n<color=#f94dc1>TIPS</color>：「貯水池用餌・★1」使用時、出現率アップ。	바다에서 흔히 보이는 물고기로, 그 부레는 약용으로 쓰이며 전 세계적으로 잘 팔린다. 식탁에서 흔히 볼 수 있다.\n<color=#f94dc1>TIPS</color>: 「저수지 1★ 미끼」를 사용하면 더 높은 확률로 등장한다.	ปลา​ที่​พบเห็น​บ่อย​ใน​ทะเล​ กระเพาะ​มัน​มีประโยชน์​ทาง​ยา​ มี​ขาย​ทั่วโลก​ มักจะ​เห็น​มัน​ปรากฏ​อยู่​บน​โต๊ะอาหาร​บ่อยๆ​ \n<color=#f94dc1>TIPS</color>:​ มีโอกาส​เจอ​มากขึ้น​ เมื่อ​ใช้​ [​เหยื่อ​ตกปลา​อ่างเก็บน้ำ​ 1★​]​
8000221	80	801	2	999	3000003	120	240	8000221;6	6:goods_icon_8000221				1	青鳞鱼	青鱗魚	Japanese Scaled Sardine	サッパ	전어	ปลาซาร์ดิน	斯皮亚水库产出的鱼获。可用于离岛空运的筹备。	斯皮亞水庫產出的魚獲。可用於離島空運的籌備。	Caught from Spya Reservoir. Can be used for Air Express preparation.	スピーヤー貯水池の漁獲。離島空便の準備にも使われる。	스피어 저수지에서 잡히는 물고기. 항공 운송 준비에 사용된다.	ปลา​ที่​ตก​ได้​จาก​อ่างเก็บน้ำ​สเปียร์​ ใช้​เพื่อ​ขนส่ง​ทางอากาศ​ไป​ยัง​เกาะ​นอก​ชายฝั่ง​ได้​	又名青鳞小沙丁，具有药用价值的小型海鱼。\n<color=#f94dc1>TIPS</color>：使用「水库2星鱼饵」时有更大概率出现。	又名青鱗小沙丁，具有藥用價值的小型海魚。\n<color=#f94dc1>TIPS</color>：使用「水庫2星魚餌」時有更大機率出現。	Also known as the Japanese sardinella, it is a small seafish with medicinal value.\n<color=#f94dc1>Tip</color>: Using 2★ Reservoir Bait increases the chances of encountering it.	薬用価値のある小さな海産魚。\n<color=#f94dc1>TIPS</color>：「貯水池用餌・★2」使用時、出現率アップ。	정어리라고도 불린다. 약용으로써 가치가 있는 작은 바다 물고기이다.\n<color=#f94dc1>TIPS</color>: 「저수지 2★ 미끼」를 사용하면 더 높은 확률로 등장한다.	มีชื่อ​เรียก​ว่า​ ปลา​ซาร์​ดิน​ เป็น​ปลา​ทะเล​ขนาดเล็ก​ที่​มี​สรรพคุณ​ทาง​ยา​ \n<color=#f94dc1>TIPS</color>:​ มีโอกาส​เจอ​มากขึ้น​ เมื่อ​ใช้​ [​เหยื่อ​ตกปลา​อ่างเก็บน้ำ​ 2★​]​
8000241	80	801	2	999	3000003	120	240	8000241;4	6:goods_icon_8000241				1	白带鱼	白帶魚	Largehead Hairtail	タチウオ	은갈치	ปลาดาบเงิน	斯皮亚水库产出的鱼获。可用于制作料理。	斯皮亞水庫產出的魚獲。可用於製作料理。	Caught from Spya Reservoir. Used as an ingredient.	スピーヤー貯水池の漁獲。料理製作に使用できる。	스피어 저수지에서 잡히는 물고기. 요리 제작에 사용된다.	ปลา​ที่​ตก​ได้​จาก​อ่างเก็บน้ำ​สเปียร์​ ใช้​สำหรับ​การ​ทำอาหาร​	油炸是最经典的做法之一。炸上一块带鱼，就能吸引一群小猫的到来。\n<color=#f94dc1>TIPS</color>：使用「水库2星鱼饵」时有更大概率出现。	油炸是最經典的做法之一。炸上一塊帶魚，就能吸引一群小貓的到來。\n<color=#f94dc1>TIPS</color>：使用「水庫2星魚餌」時有更大機率出現。	Frying is one of the most classic ways to prepare it. Fry a ribbonfish, and it will attract a group of little cats.\n<color=#f94dc1>Tip</color>: Using 2★ Reservoir Bait increases the chances of encountering it.	淡白でさっぱりした味だから「サッパ」。揚げると美味しい。\n<color=#f94dc1>TIPS</color>：「貯水池用餌・★2」使用時、出現率アップ。	튀김이 가장 전통적인 요리법중 하나이다. 갈치 한 조각을 튀기면 고양이 한 무리를 유혹할 수 있다.\n<color=#f94dc1>TIPS</color>: 「저수지 2★ 미끼」를 사용하면 더 높은 확률로 등장한다.	การ​ทอด​เป็นหนึ่ง​ใน​กรรมวิธี​ที่​ดั้งเดิม​ที่สุด​ ทอด​ลง​ไป​ทั้งตัว​ ก็​สามารถ​ดึงดูด​ฝูง​แมว​จำนวน​หนึ่ง​ได้​ \n<color=#f94dc1>TIPS</color>:​ มีโอกาส​เจอ​มากขึ้น​ เมื่อ​ใช้​ [​เหยื่อ​ตกปลา​อ่างเก็บน้ำ​ 2★​]​
8000231	80	801	3	999	3000003	160	240	8000231;6	6:goods_icon_8000231				1	石鲽	石鰈	Stone Flounder	イシガレイ	돌가자미	ปลาลิ้นหมา	斯皮亚水库产出的鱼获。可用于离岛空运的筹备。	斯皮亞水庫產出的魚獲。可用於離島空運的籌備。	Caught from Spya Reservoir. Can be used for Air Express preparation.	スピーヤー貯水池の漁獲。離島空便の準備にも使われる。	스피어 저수지에서 잡히는 물고기. 항공 운송 준비에 사용된다.	ปลา​ที่​ตก​ได้​จาก​อ่างเก็บน้ำ​สเปียร์​ ใช้​เพื่อ​ขนส่ง​ทางอากาศ​ไป​ยัง​เกาะ​นอก​ชายฝั่ง​ได้​	身体扁扁的小型比目鱼，尽管有着可以和海底砂石融为一体的保护色还是免不了成为食材的命运。\n<color=#f94dc1>TIPS</color>：使用「水库3星鱼饵」时有更大概率出现。	身體扁扁的小型比目魚，儘管有著可以和海底砂石融為一體的保護色還是免不了成為食材的命運。\n<color=#f94dc1>TIPS</color>：使用「水庫3星魚餌」時有更大機率出現。	This small, flat-bodied flounder, despite its camouflage that helps it blend with the sand and rocks on the seabed, inevitably finds its way into culinary dishes.\n<color=#f94dc1>Tip</color>: Using 3★ Reservoir Bait increases the chances of encountering it.	体表にはウロコがなく、白い斑点が見られる。体が茶色なのは、土と同化させるための保護色である。\n<color=#f94dc1>TIPS</color>：「貯水池用餌・★3」使用時、出現率アップ。	몸이 납작한 작은 가자미. 해저 밑바닥에서 모래와 자갈에 잘 숨지만 식재료가 될 운명은 피하지 못한다.\n<color=#f94dc1>TIPS</color>: 「저수지 3★ 미끼」를 사용하면 더 높은 확률로 등장한다.	มี​รูปร่าง​ที่​เล็ก​และ​แบน​ ถึงแม้​จะ​มี​สี​ที่​กลมกลืน​ไป​กับ​ทราย​และ​กรวด​บน​พื้น​ทะเล​ แต่​ก็​ยัง​โดน​จับ​มา​ทำอาหาร​อยู่ดี​\n<color=#f94dc1>TIPS</color>:​ มีโอกาส​เจอ​มากขึ้น​ เมื่อ​ใช้​ [​เหยื่อ​ตกปลา​อ่างเก็บน้ำ​ 3★​]​
8000232	80	801	3	999	3000003	160	240	8000232;4	6:goods_icon_8000232				1	鳗鱼	鰻魚	Eel	ウナギ	장어	ปลาไหล	斯皮亚水库产出的鱼获。可用于制作料理。	斯皮亞水庫產出的魚獲。可用於製作料理。	Caught from Spya Reservoir. Used as an ingredient.	スピーヤー貯水池の漁獲。料理製作に使用できる。	스피어 저수지에서 잡히는 물고기. 요리 제작에 사용된다.	ปลา​ที่​ตก​ได้​จาก​อ่างเก็บน้ำ​สเปียร์​ ใช้​สำหรับ​การ​ทำอาหาร​	鳗鱼喜欢在清洁、无污染的水域栖身，是世界上最纯净的水中生物。在幼年期，它们的身体是透明的，看起来非常奇妙。\n<color=#f94dc1>TIPS</color>：使用「水库3星鱼饵」时有更大概率出现。	鰻魚喜歡在清潔、無污染的水域棲身，是世界上最純淨的水中生物。在幼年期，它們的身體是透明的，看起來非常奇妙。\n<color=#f94dc1>TIPS</color>：使用「水庫3星魚餌」時有更大機率出現。	Eels prefer to inhabit clean, unpolluted waters and are considered one of the purest aquatic creatures in the world. In their juvenile stage, their bodies are transparent, which is quite remarkable.\n<color=#f94dc1>Tip</color>: Using 3★ Reservoir Bait increases the chances of encountering it.	汚染されていないきれいな海を好む。稚魚の時期の体は透明で、とても奇妙で美しい。\n<color=#f94dc1>TIPS</color>：「貯水池用餌・★3」使用時、出現率アップ。	장어는 깨끗하고 오염이 없는 수역에 서식하며, 세계에서 가장 깨끗한 수중 생물이다. 치어 시절에는 몸이 투명해서 기묘하다.\n<color=#f94dc1>TIPS</color>: 「저수지 3★ 미끼」를 사용하면 더 높은 확률로 등장한다.	ปลาไหล​ชอบ​อยู่​ใน​น้ำสะอาด​ หลบ​อยู่​ใน​แหล่งน้ำ​ที่​ปราศจาก​มลพิษ​ เป็น​สัตว์น้ำ​ที่​บริสุทธิ์​ที่สุด​ใน​โลก​ ใน​วัยเด็ก​ของ​มัน​จะ​มี​รูปร่าง​ที่​โปร่งใส​ เห็น​แล้ว​น่ามหัศจรรย์​มาก​\n<color=#f94dc1>TIPS</color>:​ มีโอกาส​เจอ​มากขึ้น​ เมื่อ​ใช้​ [​เหยื่อ​ตกปลา​อ่างเก็บน้ำ​ 3★​]​
8000242	80	801	4	999	3000003	200	240	8000242;6	6:goods_icon_8000242				1	拟刺尾鲷	擬刺尾鯛	Palette Surgeonfish	ナンヨウハギ	청색양쥐돔	ปลาสลิดหิน	斯皮亚水库产出的鱼获。可用于离岛空运的筹备。	斯皮亞水庫產出的魚獲。可用於離島空運的籌備。	Caught from Spya Reservoir. Can be used for Air Express preparation.	スピーヤー貯水池の漁獲。離島空便の準備にも使われる。	스피어 저수지에서 잡히는 물고기. 항공 운송 준비에 사용된다.	ปลา​ที่​ตก​ได้​จาก​อ่างเก็บน้ำ​สเปียร์​ ใช้​เพื่อ​ขนส่ง​ทางอากาศ​ไป​ยัง​เกาะ​นอก​ชายฝั่ง​ได้​	鲜艳的蓝色让它看起来像一块游动的蓝宝石，水族馆喜好的观赏鱼之一。不过要注意，它的尾棘尖锐并且具有毒性！\n<color=#f94dc1>TIPS</color>：使用「水库4星鱼饵」时有更大概率出现。	鮮豔的藍色讓它看起來像一塊遊動的藍寶石，水族館喜好的觀賞魚之一。不過要注意，它的尾棘尖銳並且具有毒性！\n<color=#f94dc1>TIPS</color>：使用「水庫4星魚餌」時有更大機率出現。	With its vibrant blue color resembling a swimming sapphire, this fish is a favorite among aquarium enthusiasts. However, be cautious as its tail spine is sharp and toxic!\n<color=#f94dc1>Tip</color>: Using 4★ Reservoir Bait increases the chances of encountering it.	その鮮やかな青色は、まるで泳ぐブルーサファイアのように見える。水族館で大人気の観賞魚の一つ。ただし、その尾びれの鋭いトゲに毒性があるので、ご注意を！\n<color=#f94dc1>TIPS</color>：「貯水池用餌・★4」使用時、出現率アップ。	선명한 파란색을 띠며 마치 헤엄치는 사파이어처럼 보인다. 수족관이 좋아하는 관상어 중 하나이다. 하지만 주의해야 할 점이 있는데, 바로 날카로운 꼬리 가시에 독성이 있다는 것이다!\n<color=#f94dc1>TIPS</color>: 「저수지 4★ 미끼」를 사용하면 더 높은 확률로 등장한다.	สี​ฟ้า​ที่​สว่าง​สดใส​ของ​มัน​ทำให้​ดู​เหมือนกับ​ไพลิน​ ที่​กำลัง​แหวกว่าย​อยู่​ เป็นหนึ่ง​ใน​ปลา​ที่อยู่​ใน​พิพิธภัณฑ์สัตว์น้ำ​โซน​ตู้ปลา​สวยงาม​ แต่​ต้อง​ระวัง​นะ​ ตรง​หาง​ของ​มัน​แหลมคม​และ​มีพิษ​ด้วย​!​ \n<color=#f94dc1>TIPS</color>:​ มีโอกาส​เจอ​มากขึ้น​ เมื่อ​ใช้​ [​เหยื่อ​ตกปลา​อ่างเก็บน้ำ​ 4★​]​
8000251	80	801	4	999	3000003	200	240	8000251;4	6:goods_icon_8000251				1	彩虹带鱼	彩虹帶魚	Rainbow Hairtail	ニジタチウオ	무지개 갈치	ปลาหางนกยูงสีรุ้ง	斯皮亚水库产出的鱼获。可用于制作料理。	斯皮亞水庫產出的魚獲。可用於製作料理。	Caught from Spya Reservoir. Used as an ingredient.	スピーヤー貯水池の漁獲。料理製作に使用できる。	스피어 저수지에서 잡히는 물고기. 요리 제작에 사용된다.	ปลา​ที่​ตก​ได้​จาก​อ่างเก็บน้ำ​สเปียร์​ ใช้​สำหรับ​การ​ทำอาหาร​	富含着远高于其它鱼类的情绪粒子的稀有银色带鱼，因特殊的色彩也被海上的渔夫视作丰收的象征。\n<color=#f94dc1>TIPS</color>：使用「水库4星鱼饵」时有更大概率出现。	富含著遠高於其它魚類的情緒粒子的稀有銀色帶魚，因特殊的色彩也被海上的漁夫視作豐收的象徵。\n<color=#f94dc1>TIPS</color>：使用「水庫4星魚餌」時有更大機率出現。	A rare silver ribbonfish that contains higher Pathos Particles than other fish species. Its unique colors are seen as a symbol of a bountiful catch by sea fishermen.\n<color=#f94dc1>Tip</color>: Using 4★ Reservoir Bait increases the chances of encountering it.	他の魚に比べてエモーション粒子を多く含んでいる。その幻の色彩から海の漁師たちから豊漁の象徴とされている。\n<color=#f94dc1>TIPS</color>：「貯水池用餌・★4」使用時、出現率アップ。	다른 물고기보다 이모션 파티클을 훨씬 많이 갖고 있는 희귀한 은갈치이다. 그 특별한 색깔 때문에 바다 어부들에게 풍년의 상징으로 여겨지기도 한다.\n<color=#f94dc1>TIPS</color>: 「저수지 4★ 미끼」를 사용하면 더 높은 확률로 등장한다.	ปลา​หางนกยูง​สี​เงิน​หา​ยาก​ที่​เต็มไปด้วย​อนุภาค​พา​โธส​ เนื่องจาก​สีสัน​ที่​พิเศษ​ของ​มัน​ จึง​ทำให้​เป็น​สัญลักษณ์​การ​เก็บเกี่ยว​ความร่ำรวย​ของ​ชาวประมง​\n<color=#f94dc1>TIPS</color>:​ มีโอกาส​เจอ​มากขึ้น​ เมื่อ​ใช้​ [​เหยื่อ​ตกปลา​อ่างเก็บน้ำ​ 4★​]​
8000261	80	801	5	999	3000003	260	240	8000261;4	6:goods_icon_8000261				1	黑线银鲛	黑線銀鮫	Sliver Chimaera	ギンザメ	은상어	ปลาฉลามเงินลายดำ	斯皮亚水库产出的鱼获。可用于制作料理。	斯皮亞水庫產出的魚獲。可用於製作料理。	Caught from Spya Reservoir. Used as an ingredient.	スピーヤー貯水池の漁獲。料理製作に使用できる。	스피어 저수지에서 잡히는 물고기. 요리 제작에 사용된다.	ปลา​ที่​ตก​ได้​จาก​อ่างเก็บน้ำ​สเปียร์​ ใช้​สำหรับ​การ​ทำอาหาร​	与鲨类有亲缘关系，却没有像它们的亲戚那样的攻击力。可食用，肝油可制枪械及精密仪表的润滑油。\n<color=#f94dc1>TIPS</color>：使用「水库5星鱼饵」时有更大概率出现。	與鯊類有親緣關係，卻沒有像它們的親戚那樣的攻擊力。可食用，肝油可制槍械及精密儀錶的潤滑油。\n<color=#f94dc1>TIPS</color>：使用「水庫5星魚餌」時有更大機率出現。	Though closely related to sharks, it lacks the attacking power of its relatives. It is edible, and its liver oil can be used as a lubricant for firearms and precision instruments.\n<color=#f94dc1>Tip</color>: Using 5★ Reservoir Bait increases the chances of encountering it.	サメと近縁だが、それほど攻撃的ではない。食用可能で、肝油は銃器や精密機器の潤滑油にも使われる。\n<color=#f94dc1>TIPS</color>：「貯水池用餌・★5」使用時、出現率アップ。	상어와 친척관계이지만 그 친척만큼의 공격력은 없다. 식용으로 사용되며, 간유는 총기 수입 및 정밀기기의 윤활유로 사용된다.\n<color=#f94dc1>TIPS</color>: 「저수지 5★ 미끼」를 사용하면 더 높은 확률로 등장한다.	มี​เสี้ยว​ของ​พันธุ์​ฉลาม​ แต่​ไม่​ได้​มีพลัง​โจมตี​เหมือน​ญาติพี่น้อง​ของ​พวก​มัน​ น้ำมัน​ตับ​ที่​กิน​ได้​สามารถ​นำมา​ทำ​อาวุธ​ปืน​ และ​น้ำมันหล่อลื่น​ได้​ \n<color=#f94dc1>TIPS</color>:​ มีโอกาส​เจอ​มากขึ้น​ เมื่อ​ใช้​ [​เหยื่อ​ตกปลา​อ่างเก็บน้ำ​ 5★​]​
8000733	80	801	5	999	3000003	260	240	8000733;6	6:goods_icon_8000733				1	彩雀鱼	彩雀魚	Betta Splendens	グッピー	엄지도치	ปลากัดสีรุ้ง	斯皮亚水库产出的鱼获。可用于离岛空运的筹备。	斯皮亞水庫產出的魚獲。可用於離島空運的籌備。	Caught from Spya Reservoir. Can be used for Air Express preparation.	スピーヤー貯水池の漁獲。離島空便の準備にも使われる。	스피어 저수지에서 잡히는 물고기. 항공 운송 준비에 사용된다.	ปลา​ที่​ตก​ได้​จาก​อ่างเก็บน้ำ​สเปียร์​ ใช้​เพื่อ​ขนส่ง​ทางอากาศ​ไป​ยัง​เกาะ​นอก​ชายฝั่ง​ได้​	有着飘逸的尾鳍和艳美的体色，但性情却极为凶猛好斗，如果想要饲养的话最好还是让它“独自美丽”比较好。\n<color=#f94dc1>TIPS</color>：使用「水库5星鱼饵」时有更大概率出现。	有著飄逸的尾鰭和豔美的體色，但性情卻極為兇猛好鬥，如果想要飼養的話最好還是讓它“獨自美麗”比較好。\n<color=#f94dc1>TIPS</color>：使用「水庫5星魚餌」時有更大機率出現。	With its graceful tail fins and captivating body color, they exude an exquisite charm. However, caution is advised due to its fierce and combative temperament. If you desire to keep it as a pet, it's best to let it be and respect its independent nature.\n<color=#f94dc1>Tip</color>: Using 5★ Reservoir Bait increases the chances of encountering it.	派手な体色と大きな尾ひれが魅力的で、観賞魚として名高い。\n<color=#f94dc1>TIPS</color>：「貯水池用餌・★5」使用時、出現率アップ。	날렵한 꼬리지느러미와 아름다운 몸을 지녔지만 성격이 사납다. 키우려면 '고고하고 아름답게' 따로 키우는 게 낫다.\n<color=#f94dc1>TIPS</color>: 「저수지 5★ 미끼」를 사용하면 더 높은 확률로 등장한다.	มี​ครีบหาง​และ​สี​ตรง​ลำตัว​ที่​งดงาม​ แต่​นิสัย​ของ​มัน​ดุร้าย​และ​ก้าวร้าว​มาก​ ถ้า​อยาก​เลี้ยง​มัน​ ทาง​ที่​ดี​ที่สุด​คือ​ให้​มัน​ "​สวยงาม​อย่าง​โดดเดี่ยว​"​ ดีกว่า​ \n<color=#f94dc1>TIPS</color>:​ มีโอกาส​เจอ​มากขึ้น​ เมื่อ​ใช้​ [​เหยื่อ​ตกปลา​อ่างเก็บน้ำ​ 5★​]​
8000311	80	801	1	999	3000003	100	250	8000311;4	6:goods_icon_8000311				1	白腹沙丁鱼	白腹沙丁魚	Sharpnose Sardine	ニシン	정어리	ปลาซาร์ดีนท้องขาว	云霞湖岛产出的鱼获。可用于制作料理。	雲霞湖島產出的魚獲。可用於製作料理。	Caught from Eventide Islands. Used as an ingredient.	雲霞湖島の漁獲。料理製作にも使われる。	운하 호수에서 잡히는 물고기. 요리 제작에 사용된다.	ปลา​ที่​ตก​ได้ที่​เกาะ​เมฆา​รุ้ง​ ใช้​สำหรับ​การ​ทำอาหาร​	普通的情绪罐头就是由它制成，因而可以感受到它是多么普通。\n<color=#f94dc1>TIPS</color>：使用「云霞1星鱼饵」时有更大概率出现。	普通的情緒罐頭就是由它製成，因而可以感受到它是多麼普通。\n<color=#f94dc1>TIPS</color>：使用「雲霞1星魚餌」時有更大機率出現。	It is so ordinary that it is used to make regular Pathos Cans, allowing one to experience its simplicity.\n<color=#f94dc1>Tip</color>: Using 1★ Eventide Bait increases the chances of encountering it.	普通のエモ缶の原材料である。\n<color=#f94dc1>TIPS</color>：「雲霞湖島用餌・★1」使用時、出現率アップ。	일반적인 이모션 캔은 이것으로 만든다. 때문에 이것이 얼마나 흔한지 느낄 수 있다.\n<color=#f94dc1>TIPS</color>: 「운하 1★ 미끼」를 사용하면 더 높은 확률로 등장한다.	วัตถุดิบ​หลัก​ใน​การ​ทำ​เอ​เนอร์​จี้​พา​โธส​ทั่วไป​ ดังนั้น​จึง​รับรู้​ได้​ว่า​มัน​ธรรมดา​แค่​ไหน​\n<color=#f94dc1>TIPS</color>:​ มีโอกาส​เจอ​มากขึ้น​ เมื่อ​ใช้​ [​เหยื่อ​ตก​ปล​เมฆา​รุ้ง​ 1★​]​
8000312	80	801	1	999	3000003	100	250	8000312;6	6:goods_icon_8000312				1	银鲳鱼	銀鯧魚	Silver Pomfret	マナガツオ	병어	ปลาจะละเม็ดขาว	云霞湖岛产出的鱼获。可用于离岛空运的筹备。	雲霞湖島產出的魚獲。可用於離島空運的籌備。	Caught from Eventide Islands. Can be used for Air Express preparation.	雲霞湖島の漁獲。離島空便の準備にも使われる。	운하 호수에서 잡히는 물고기. 항공 운송 준비에 사용된다.	ปลา​ที่​ตก​ได้ที่​เกาะ​เมฆา​รุ้ง​ ใช้​เพื่อ​ขนส่ง​ทางอากาศ​ไป​ยัง​เกาะ​นอก​ชายฝั่ง​ได้​	性情温和，喜欢成群结队在一起游泳，也是常见的食材之一。\n<color=#f94dc1>TIPS</color>：使用「云霞1星鱼饵」时有更大概率出现。	性情溫和，喜歡成群結隊在一起游泳，也是常見的食材之一。\n<color=#f94dc1>TIPS</color>：使用「雲霞1星魚餌」時有更大機率出現。	It has a gentle temperament and enjoys swimming in groups, making it a common ingredient in culinary dishes.\n<color=#f94dc1>Tip</color>: Using 1★ Eventide Bait increases the chances of encountering it.	温和な気性で、群れで泳ぐのが好き。一般的な食材のひとつ。\n<color=#f94dc1>TIPS</color>：「雲霞湖島用餌・★1」使用時、出現率アップ。	성질이 온화하고 무리를 지어 수영하는 것을 좋아한다. 흔한 식재료 중 하나이다.\n<color=#f94dc1>TIPS</color>: 「운하 1★ 미끼」를 사용하면 더 높은 확률로 등장한다.	ชอบ​ว่ายน้ำ​อยู่​กัน​เป็น​ฝูง​ ไม่​ดุร้าย​ เป็นหนึ่ง​ใน​วัตถุดิบ​ที่​พบ​บ่อย​ \n<color=#f94dc1>TIPS</color>:​ มีโอกาส​เจอ​มากขึ้น​ เมื่อ​ใช้​ [​เหยื่อ​ตกปลา​เมฆา​รุ้ง​ 1★​]​
