id	type	showType	activetyType	activityId	quality	stack	openType	showGotoIcon	openParameter	photoId	effectType	effectId	effectNum	mailId	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
9020018	90	901	140001		5	-1	0	0	0	6:goods_icon_9020018	302	4105013	20	14000102	1	字帖-年	幸運字-年	Piece - Year	Pending字帖-年	待定翻译内容字帖-年	ตัวอักษร-ตี้	用于“庆典秒杀”活动兑换	用於“慶典秒殺”活動兌換	Use in Tasty Exchange	文字パネルはイベント「ラッキー交換」での交換に使用できる。	待定翻译内容用于“庆典秒杀”活动兑换	ใช้​สำหรับ​แลก​รางวัล​ใน​กิจกรรม​ "​งานฉลอง​แฟลช​เซลล์​"​	半周年庆典字帖，可以在“庆典秒杀”活动中兑换道具。	半週年慶典字帖，可以在“慶典秒殺”活動中兌換道具。	The Piece used in Tasty Exchange and get the items you want.	ハーフアニバーサリーの文字パネル、イベント「ラッキー交換」でアイテムと交換できる。	待定翻译内容半周年庆典字帖，可以在“庆典秒杀”活动中兑换道具。	แผ่น​ตัวอักษร​ครบรอบ​ครึ่ง​ปี​ สามารถ​ใช้​เพื่อ​แลก​รางวัล​ใน​กิจกรรม​ "​งานฉลอง​แฟลช​เซลล์​"​ ได้​
9020019	90	901	140001		5	-1	0	0	0	6:goods_icon_9020019	302	4102401	50	14000102	1	字帖-庆	字帖-慶	Piece - 庆	文字パネル・記	待定翻译内容字帖-庆	ตัวอักษร-นิ	用于“庆典秒杀”活动兑换	用於“慶典秒殺”活動兌換	Use in Tasty Exchange	文字パネルはイベント「ラッキー交換」での交換に使用できる。	待定翻译内容用于“庆典秒杀”活动兑换	ใช้​สำหรับ​แลก​รางวัล​ใน​กิจกรรม​ "​งานฉลอง​แฟลช​เซลล์​"​	半周年庆典字帖，可以在“庆典秒杀”活动中兑换道具。	半週年慶典字帖，可以在“慶典秒殺”活動中兌換道具。	The Piece used in Tasty Exchange and get the items you want.	ハーフアニバーサリーの文字パネル、イベント「ラッキー交換」でアイテムと交換できる。	待定翻译内容半周年庆典字帖，可以在“庆典秒杀”活动中兑换道具。	แผ่น​ตัวอักษร​ครบรอบ​ครึ่ง​ปี​ สามารถ​ใช้​เพื่อ​แลก​รางวัล​ใน​กิจกรรม​ "​งานฉลอง​แฟลช​เซลล์​"​ ได้​
9020020	90	901	140001		5	-1	0	0	0	6:goods_icon_9020020	302	4102501	50	14000102	1	字帖-典	字帖-典	Piece - 典	文字パネル・念	待定翻译内容字帖-典	ตัวอักษร-วัล	用于“庆典秒杀”活动兑换	用於“慶典秒殺”活動兌換	Use in Tasty Exchange	文字パネルはイベント「ラッキー交換」での交換に使用できる。	待定翻译内容用于“庆典秒杀”活动兑换	ใช้​สำหรับ​แลก​รางวัล​ใน​กิจกรรม​ "​งานฉลอง​แฟลช​เซลล์​"​	半周年庆典字帖，可以在“庆典秒杀”活动中兑换道具。	半週年慶典字帖，可以在“慶典秒殺”活動中兌換道具。	The Piece used in Tasty Exchange and get the items you want.	ハーフアニバーサリーの文字パネル、イベント「ラッキー交換」でアイテムと交換できる。	待定翻译内容半周年庆典字帖，可以在“庆典秒杀”活动中兑换道具。	แผ่น​ตัวอักษร​ครบรอบ​ครึ่ง​ปี​ สามารถ​ใช้​เพื่อ​แลก​รางวัล​ใน​กิจกรรม​ "​งานฉลอง​แฟลช​เซลล์​"​ ได้​
9020021	90	901	140001		5	-1	0	0	0	6:goods_icon_9020021	302	4105011	20	14000102	1	字帖-狂	字帖-狂	Piece - 狂	文字パネル・カ	待定翻译内容字帖-狂	ตัวอักษร-ครบ	用于“庆典秒杀”活动兑换	用於“慶典秒殺”活動兌換	Use in Tasty Exchange	文字パネルはイベント「ラッキー交換」での交換に使用できる。	待定翻译内容用于“庆典秒杀”活动兑换	ใช้​สำหรับ​แลก​รางวัล​ใน​กิจกรรม​ "​งานฉลอง​แฟลช​เซลล์​"​	半周年庆典字帖，可以在“庆典秒杀”活动中兑换道具。	半週年慶典字帖，可以在“慶典秒殺”活動中兌換道具。	The Piece used in Tasty Exchange and get the items you want.	ハーフアニバーサリーの文字パネル、イベント「ラッキー交換」でアイテムと交換できる。	待定翻译内容半周年庆典字帖，可以在“庆典秒杀”活动中兑换道具。	แผ่น​ตัวอักษร​ครบรอบ​ครึ่ง​ปี​ สามารถ​ใช้​เพื่อ​แลก​รางวัล​ใน​กิจกรรม​ "​งานฉลอง​แฟลช​เซลล์​"​ ได้​
9020022	90	901	140001		5	-1	0	0	0	6:goods_icon_9020022	302	4105012	20	14000102	1	字帖-欢	字帖-歡	Piece - 欢	文字パネル・ー	待定翻译内容字帖-欢	ตัวอักษร-รอบ	用于“庆典秒杀”活动兑换	用於“慶典秒殺”活動兌換	Use in Tasty Exchange	文字パネルはイベント「ラッキー交換」での交換に使用できる。	待定翻译内容用于“庆典秒杀”活动兑换	ใช้​สำหรับ​แลก​รางวัล​ใน​กิจกรรม​ "​งานฉลอง​แฟลช​เซลล์​"​	半周年庆典字帖，可以在“庆典秒杀”活动中兑换道具。	半週年慶典字帖，可以在“慶典秒殺”活動中兌換道具。	The Piece used in Tasty Exchange and get the items you want.	ハーフアニバーサリーの文字パネル、イベント「ラッキー交換」でアイテムと交換できる。	待定翻译内容半周年庆典字帖，可以在“庆典秒杀”活动中兑换道具。	แผ่น​ตัวอักษร​ครบรอบ​ครึ่ง​ปี​ สามารถ​ใช้​เพื่อ​แลก​รางวัล​ใน​กิจกรรม​ "​งานฉลอง​แฟลช​เซลล์​"​ ได้​
9020023	90	901	140001		5	-1	0	0	0	6:goods_icon_9020023	302	4105013	20	14000102	1	字帖-进	字帖-進	Piece - 进	文字パネル・ニ	待定翻译内容字帖-进	ตัวอักษร-หนึ่ง	用于“庆典秒杀”活动兑换	用於“慶典秒殺”活動兌換	Use in Tasty Exchange	文字パネルはイベント「ラッキー交換」での交換に使用できる。	待定翻译内容用于“庆典秒杀”活动兑换	ใช้​สำหรับ​แลก​รางวัล​ใน​กิจกรรม​ "​งานฉลอง​แฟลช​เซลล์​"​	半周年庆典字帖，可以在“庆典秒杀”活动中兑换道具。	半週年慶典字帖，可以在“慶典秒殺”活動中兌換道具。	The Piece used in Tasty Exchange and get the items you want.	ハーフアニバーサリーの文字パネル、イベント「ラッキー交換」でアイテムと交換できる。	待定翻译内容半周年庆典字帖，可以在“庆典秒杀”活动中兑换道具。	แผ่น​ตัวอักษร​ครบรอบ​ครึ่ง​ปี​ สามารถ​ใช้​เพื่อ​แลก​รางวัล​ใน​กิจกรรม​ "​งานฉลอง​แฟลช​เซลล์​"​ ได้​
9020024	90	901	140001		5	-1	0	0	0	6:goods_icon_9020024	302	4102401	50	14000102	1	字帖-行	字帖-行	Piece - 行	文字パネル・バ	待定翻译内容字帖-行	ตัวอักษร-ปี	用于“庆典秒杀”活动兑换	用於“慶典秒殺”活動兌換	Use in Tasty Exchange	文字パネルはイベント「ラッキー交換」での交換に使用できる。	待定翻译内容用于“庆典秒杀”活动兑换	ใช้​สำหรับ​แลก​รางวัล​ใน​กิจกรรม​ "​งานฉลอง​แฟลช​เซลล์​"​	半周年庆典字帖，可以在“庆典秒杀”活动中兑换道具。	半週年慶典字帖，可以在“慶典秒殺”活動中兌換道具。	The Piece used in Tasty Exchange and get the items you want.	ハーフアニバーサリーの文字パネル、イベント「ラッキー交換」でアイテムと交換できる。	待定翻译内容半周年庆典字帖，可以在“庆典秒杀”活动中兑换道具。	แผ่น​ตัวอักษร​ครบรอบ​ครึ่ง​ปี​ สามารถ​ใช้​เพื่อ​แลก​รางวัล​ใน​กิจกรรม​ "​งานฉลอง​แฟลช​เซลล์​"​ ได้​
9020025	90	901	140001		5	-1	0	0	0	6:goods_icon_9020025	302	4102501	50	14000102	1	字帖-时	字帖-時	Piece - 时	文字パネル・ル	待定翻译内容字帖-时	ตัวอักษร-เต็ม	用于“庆典秒杀”活动兑换	用於“慶典秒殺”活動兌換	Use in Tasty Exchange	文字パネルはイベント「ラッキー交換」での交換に使用できる。	待定翻译内容用于“庆典秒杀”活动兑换	ใช้​สำหรับ​แลก​รางวัล​ใน​กิจกรรม​ "​งานฉลอง​แฟลช​เซลล์​"​	半周年庆典字帖，可以在“庆典秒杀”活动中兑换道具。	半週年慶典字帖，可以在“慶典秒殺”活動中兌換道具。	The Piece used in Tasty Exchange and get the items you want.	ハーフアニバーサリーの文字パネル、イベント「ラッキー交換」でアイテムと交換できる。	待定翻译内容半周年庆典字帖，可以在“庆典秒杀”活动中兑换道具。	แผ่น​ตัวอักษร​ครบรอบ​ครึ่ง​ปี​ สามารถ​ใช้​เพื่อ​แลก​รางวัล​ใน​กิจกรรม​ "​งานฉลอง​แฟลช​เซลล์​"​ ได้​
9020026	90	901	140001		5	-1	0	0	0	6:goods_icon_9020026	302	4105011	20	14000103	1	辣炒年糕	辣炒年糕	Tteokbokki	Pending辣炒年糕	떡볶이	ต็อกบกกีผัดเผ็ด	用于“美味集换”活动兑换	用於“美味集換”活動兌換	Use in Tasty Exchange	Pending用于“美味集换”活动兑换	미식 교환' 이벤트에서 교환 시 사용된다.	ใช้​สำหรับ​แลก​ใน​กิจกรรม​ "​สะสม​ความ​อร่อย​"​	美食徽章，可以在“美味集换”活动中兑换道具。	美食徽章，可以在“美味集換”活動中兌換道具。	The Badge used in Tasty Exchange and get the items you want.	Pending美食徽章，可以在“美味集换”活动中兑换道具。	미식 메달. '미식 교환' 이벤트에서 아이템 교환 시 사용된다.	ตรา​อาหาร​ ใช้​สำหรับ​แลก​รางวัล​ใน​กิจกรรม​ "​สะสม​ความ​อร่อย​"​ ได้​
9020027	90	901	140001		5	-1	0	0	0	6:goods_icon_9020027	302	4105013	20	14000103	1	拌杂菜	雜菜冬粉	Japchae	Pending拌杂菜	잡채	จับเช	用于“美味集换”活动兑换	用於“美味集換”活動兌換	Use in Tasty Exchange	Pending用于“美味集换”活动兑换	미식 교환' 이벤트에서 교환 시 사용된다.	ใช้​สำหรับ​แลก​ใน​กิจกรรม​ "​สะสม​ความ​อร่อย​"​	美食徽章，可以在“美味集换”活动中兑换道具。	美食徽章，可以在“美味集換”活動中兌換道具。	The Badge used in Tasty Exchange and get the items you want.	Pending美食徽章，可以在“美味集换”活动中兑换道具。	미식 메달. '미식 교환' 이벤트에서 아이템 교환 시 사용된다.	ตรา​อาหาร​ ใช้​สำหรับ​แลก​รางวัล​ใน​กิจกรรม​ "​สะสม​ความ​อร่อย​"​ ได้​
9020028	90	901	140001		5	-1	0	0	0	6:goods_icon_9020028	302	4104042	25	14000103	1	柚子茶	柚子茶	Yuja tea	Pending柚子茶	유자차	ชาส้มยูจา	用于“美味集换”活动兑换	用於“美味集換”活動兌換	Use in Tasty Exchange	Pending用于“美味集换”活动兑换	미식 교환' 이벤트에서 교환 시 사용된다.	ใช้​สำหรับ​แลก​ใน​กิจกรรม​ "​สะสม​ความ​อร่อย​"​	美食徽章，可以在“美味集换”活动中兑换道具。	美食徽章，可以在“美味集換”活動中兌換道具。	The Badge used in Tasty Exchange and get the items you want.	Pending美食徽章，可以在“美味集换”活动中兑换道具。	미식 메달. '미식 교환' 이벤트에서 아이템 교환 시 사용된다.	ตรา​อาหาร​ ใช้​สำหรับ​แลก​รางวัล​ใน​กิจกรรม​ "​สะสม​ความ​อร่อย​"​ ได้​
9020029	90	901	140001		5	-1	0	0	0	6:goods_icon_9020029	302	4105012	20	14000103	1	土豆汤	馬鈴薯湯	Potato Soup	Pending土豆汤	감자탕	แกงมันฝรั่ง	用于“美味集换”活动兑换	用於“美味集換”活動兌換	Use in Tasty Exchange	Pending用于“美味集换”活动兑换	미식 교환' 이벤트에서 교환 시 사용된다.	ใช้​สำหรับ​แลก​ใน​กิจกรรม​ "​สะสม​ความ​อร่อย​"​	美食徽章，可以在“美味集换”活动中兑换道具。	美食徽章，可以在“美味集換”活動中兌換道具。	The Badge used in Tasty Exchange and get the items you want.	Pending美食徽章，可以在“美味集换”活动中兑换道具。	미식 메달. '미식 교환' 이벤트에서 아이템 교환 시 사용된다.	ตรา​อาหาร​ ใช้​สำหรับ​แลก​รางวัล​ใน​กิจกรรม​ "​สะสม​ความ​อร่อย​"​ ได้​
9020030	90	901	140001		5	-1	0	0	0	6:goods_icon_9020030	302	4104043	10	14000103	1	鲷鱼烧	鯛魚燒	Taiyaki	Pending鲷鱼烧	붕어빵	ไทยากิ	用于“美味集换”活动兑换	用於“美味集換”活動兌換	Use in Tasty Exchange	Pending用于“美味集换”活动兑换	미식 교환' 이벤트에서 교환 시 사용된다.	ใช้​สำหรับ​แลก​ใน​กิจกรรม​ "​สะสม​ความ​อร่อย​"​	美食徽章，可以在“美味集换”活动中兑换道具。	美食徽章，可以在“美味集換”活動中兌換道具。	The Badge used in Tasty Exchange and get the items you want.	Pending美食徽章，可以在“美味集换”活动中兑换道具。	미식 메달. '미식 교환' 이벤트에서 아이템 교환 시 사용된다.	ตรา​อาหาร​ ใช้​สำหรับ​แลก​รางวัล​ใน​กิจกรรม​ "​สะสม​ความ​อร่อย​"​ ได้​
9020031	90	901	140001		5	-1	0	0	0	6:goods_icon_9020031	302	4105011	20	14000103	1	石锅拌饭	石鍋拌飯	Bibimbap	Pending石锅拌饭	돌솥비빔밥	บิบิมบับหม้อร้อน	用于“美味集换”活动兑换	用於“美味集換”活動兌換	Use in Tasty Exchange	Pending用于“美味集换”活动兑换	미식 교환' 이벤트에서 교환 시 사용된다.	ใช้​สำหรับ​แลก​ใน​กิจกรรม​ "​สะสม​ความ​อร่อย​"​	美食徽章，可以在“美味集换”活动中兑换道具。	美食徽章，可以在“美味集換”活動中兌換道具。	The Badge used in Tasty Exchange and get the items you want.	Pending美食徽章，可以在“美味集换”活动中兑换道具。	미식 메달. '미식 교환' 이벤트에서 아이템 교환 시 사용된다.	ตรา​อาหาร​ ใช้​สำหรับ​แลก​รางวัล​ใน​กิจกรรม​ "​สะสม​ความ​อร่อย​"​ ได้​
9020032	90	901	140001		5	-1	0	0	0	6:goods_icon_9020032	302	4105013	20	14000103	1	炖猪排	燉豬排	Braised Pork Chops	Pending炖猪排	돼지갈비찜	ซี่โครงหมูตุ๋น	用于“美味集换”活动兑换	用於“美味集換”活動兌換	Use in Tasty Exchange	Pending用于“美味集换”活动兑换	미식 교환' 이벤트에서 교환 시 사용된다.	ใช้​สำหรับ​แลก​ใน​กิจกรรม​ "​สะสม​ความ​อร่อย​"​	美食徽章，可以在“美味集换”活动中兑换道具。	美食徽章，可以在“美味集換”活動中兌換道具。	The Badge used in Tasty Exchange and get the items you want.	Pending美食徽章，可以在“美味集换”活动中兑换道具。	미식 메달. '미식 교환' 이벤트에서 아이템 교환 시 사용된다.	ตรา​อาหาร​ ใช้​สำหรับ​แลก​รางวัล​ใน​กิจกรรม​ "​สะสม​ความ​อร่อย​"​ ได้​
9020033	90	901	140001		5	-1	0	0	0	6:goods_icon_9020033	302	4104042	25	14000103	1	大麦茶	大麥茶	Barley tea	Pending大麦茶	보리차	ชาข้าวบาร์เลย์	用于“美味集换”活动兑换	用於“美味集換”活動兌換	Use in Tasty Exchange	Pending用于“美味集换”活动兑换	미식 교환' 이벤트에서 교환 시 사용된다.	ใช้​สำหรับ​แลก​ใน​กิจกรรม​ "​สะสม​ความ​อร่อย​"​	美食徽章，可以在“美味集换”活动中兑换道具。	美食徽章，可以在“美味集換”活動中兌換道具。	The Badge used in Tasty Exchange and get the items you want.	Pending美食徽章，可以在“美味集换”活动中兑换道具。	미식 메달. '미식 교환' 이벤트에서 아이템 교환 시 사용된다.	ตรา​อาหาร​ ใช้​สำหรับ​แลก​รางวัล​ใน​กิจกรรม​ "​สะสม​ความ​อร่อย​"​ ได้​
9020034	90	901	140001		5	-1	0	0	0	6:goods_icon_9020034	302	4105012	20	14000103	1	参鸡汤	參雞湯	Ginseng chicken soup	Pending参鸡汤	삼계탕	ซุปไก่ตุ๋นโสม	用于“美味集换”活动兑换	用於“美味集換”活動兌換	Use in Tasty Exchange	Pending用于“美味集换”活动兑换	미식 교환' 이벤트에서 교환 시 사용된다.	ใช้​สำหรับ​แลก​ใน​กิจกรรม​ "​สะสม​ความ​อร่อย​"​	美食徽章，可以在“美味集换”活动中兑换道具。	美食徽章，可以在“美味集換”活動中兌換道具。	The Badge used in Tasty Exchange and get the items you want.	Pending美食徽章，可以在“美味集换”活动中兑换道具。	미식 메달. '미식 교환' 이벤트에서 아이템 교환 시 사용된다.	ตรา​อาหาร​ ใช้​สำหรับ​แลก​รางวัล​ใน​กิจกรรม​ "​สะสม​ความ​อร่อย​"​ ได้​
9020035	90	901	140001		5	-1	0	0	0	6:goods_icon_9020035	302	4104043	10	14000103	1	红豆刨冰	紅豆刨冰	Ice Kachange	Pending红豆刨冰	팥빙수	บิงซูถั่วแดง	用于“美味集换”活动兑换	用於“美味集換”活動兌換	Use in Tasty Exchange	Pending用于“美味集换”活动兑换	미식 교환' 이벤트에서 교환 시 사용된다.	ใช้​สำหรับ​แลก​ใน​กิจกรรม​ "​สะสม​ความ​อร่อย​"​	美食徽章，可以在“美味集换”活动中兑换道具。	美食徽章，可以在“美味集換”活動中兌換道具。	The Badge used in Tasty Exchange and get the items you want.	Pending美食徽章，可以在“美味集换”活动中兑换道具。	미식 메달. '미식 교환' 이벤트에서 아이템 교환 시 사용된다.	ตรา​อาหาร​ ใช้​สำหรับ​แลก​รางวัล​ใน​กิจกรรม​ "​สะสม​ความ​อร่อย​"​ ได้​
9020036	90	901	140001		5	-1	0	0	0	6:goods_icon_9020011	302	4105011	20	14000102	1	字帖-i	幸運字-i	Piece - i	文字パネル・i	글자-i	ตัวอักษร-i	用于“幸运秒杀”活动兑换	用於“幸運秒殺”活動兌換	Used for the "Lucky Flash Sale" event exchange.	イベント「ラッキー交換」で使用できる。	행운 교환 이벤트에서 다른 아이템으로 교환할 수 있디.	ใช้​แลก​รางวัล​ใน​กิจกรรม​ “แฟลชเซลล์ลุ้นโชค"​	“幸运秒杀”字帖，可以在“幸运秒杀”活动中兑换道具。	“幸運秒殺”字帖，可以在“幸運秒殺”活動中兌換道具。	"Lucky Flash Sale" copybook that can be exchanged for items in the "Lucky Flash Sale" event.	イベント「ラッキー交換」に使用する文字パネル、報酬と交換できます。	"행운 교환" 아이템, 행운 교환 이벤트에서 다른 아이템으로 교환할 수 있디.	ตัวอักษร​ "แฟลชเซลล์ลุ้นโชค"​ สามารถ​ใช้​เพื่อ​แลก​ไอเทม​ใน​กิจกรรม​ "แฟลชเซลล์ลุ้นโชค"​ ได้​
9020037	90	901	140001		5	-1	0	0	0	6:goods_icon_9020012	302	4105012	20	14000102	1	字帖-心	幸運字-心	Piece - Heart	文字パネル・心	글자-♥	ตัวอักษร-❤	用于“幸运秒杀”活动兑换	用於“幸運秒殺”活動兌換	Used for the "Lucky Flash Sale" event exchange.	イベント「ラッキー交換」で使用できる。	행운 교환 이벤트에서 다른 아이템으로 교환할 수 있디.	ใช้​แลก​รางวัล​ใน​กิจกรรม​ “แฟลชเซลล์ลุ้นโชค"​	“幸运秒杀”字帖，可以在“幸运秒杀”活动中兑换道具。	“幸運秒殺”字帖，可以在“幸運秒殺”活動中兌換道具。	"Lucky Flash Sale" copybook that can be exchanged for items in the "Lucky Flash Sale" event.	イベント「ラッキー交換」に使用する文字パネル、報酬と交換できます。	"행운 교환" 아이템, 행운 교환 이벤트에서 다른 아이템으로 교환할 수 있디.	ตัวอักษร​ "แฟลชเซลล์ลุ้นโชค"​ สามารถ​ใช้​เพื่อ​แลก​ไอเทม​ใน​กิจกรรม​ "แฟลชเซลล์ลุ้นโชค"​ ได้​
9020038	90	901	140001		5	-1	0	0	0	6:goods_icon_9020013	302	4105013	20	14000102	1	字帖-c	幸運字-c	Piece - c	文字パネル・c	글자-c	ตัวอักษร-c	用于“幸运秒杀”活动兑换	用於“幸運秒殺”活動兌換	Used for the "Lucky Flash Sale" event exchange.	イベント「ラッキー交換」で使用できる。	행운 교환 이벤트에서 다른 아이템으로 교환할 수 있디.	ใช้​แลก​รางวัล​ใน​กิจกรรม​ “แฟลชเซลล์ลุ้นโชค"​	“幸运秒杀”字帖，可以在“幸运秒杀”活动中兑换道具。	“幸運秒殺”字帖，可以在“幸運秒殺”活動中兌換道具。	"Lucky Flash Sale" copybook that can be exchanged for items in the "Lucky Flash Sale" event.	イベント「ラッキー交換」に使用する文字パネル、報酬と交換できます。	"행운 교환" 아이템, 행운 교환 이벤트에서 다른 아이템으로 교환할 수 있디.	ตัวอักษร​ "แฟลชเซลล์ลุ้นโชค"​ สามารถ​ใช้​เพื่อ​แลก​ไอเทม​ใน​กิจกรรม​ "แฟลชเซลล์ลุ้นโชค"​ ได้​
9020039	90	901	140001		5	-1	0	0	0	6:goods_icon_9020014	302	4104042	25	14000102	1	字帖-a	幸運字-a	Piece - a	文字パネル・a	글자-a	ตัวอักษร-a	用于“幸运秒杀”活动兑换	用於“幸運秒殺”活動兌換	Used for the "Lucky Flash Sale" event exchange.	イベント「ラッキー交換」で使用できる。	행운 교환 이벤트에서 다른 아이템으로 교환할 수 있디.	ใช้​แลก​รางวัล​ใน​กิจกรรม​ “แฟลชเซลล์ลุ้นโชค"​	“幸运秒杀”字帖，可以在“幸运秒杀”活动中兑换道具。	“幸運秒殺”字帖，可以在“幸運秒殺”活動中兌換道具。	"Lucky Flash Sale" copybook that can be exchanged for items in the "Lucky Flash Sale" event.	イベント「ラッキー交換」に使用する文字パネル、報酬と交換できます。	"행운 교환" 아이템, 행운 교환 이벤트에서 다른 아이템으로 교환할 수 있디.	ตัวอักษร​ "แฟลชเซลล์ลุ้นโชค"​ สามารถ​ใช้​เพื่อ​แลก​ไอเทม​ใน​กิจกรรม​ "แฟลชเซลล์ลุ้นโชค"​ ได้​
9020040	90	901	140001		5	-1	0	0	0	6:goods_icon_9020015	302	4104043	10	14000102	1	字帖-t	幸運字-t	Piece - t	文字パネル・t	글자-t	ตัวอักษร-t	用于“幸运秒杀”活动兑换	用於“幸運秒殺”活動兌換	Used for the "Lucky Flash Sale" event exchange.	イベント「ラッキー交換」で使用できる。	행운 교환 이벤트에서 다른 아이템으로 교환할 수 있디.	ใช้​แลก​รางวัล​ใน​กิจกรรม​ “แฟลชเซลล์ลุ้นโชค"​	“幸运秒杀”字帖，可以在“幸运秒杀”活动中兑换道具。	“幸運秒殺”字帖，可以在“幸運秒殺”活動中兌換道具。	"Lucky Flash Sale" copybook that can be exchanged for items in the "Lucky Flash Sale" event.	イベント「ラッキー交換」に使用する文字パネル、報酬と交換できます。	"행운 교환" 아이템, 행운 교환 이벤트에서 다른 아이템으로 교환할 수 있디.	ตัวอักษร​ "แฟลชเซลล์ลุ้นโชค"​ สามารถ​ใช้​เพื่อ​แลก​ไอเทม​ใน​กิจกรรม​ "แฟลชเซลล์ลุ้นโชค"​ ได้​
9020041	90	901	140001		5	-1	0	0	0	6:goods_icon_9020041	302	4105011	20	14000102	1	字帖-P	字帖-P	Copybook - P	文字パネル・P	글자-P	แผ่นตัวอักษร - P	用于“幸运秒杀”活动兑换	用於“幸運秒殺”活動兌換	Used for the "Lucky Flash Sale" event exchange.	イベント「ラッキー交換」で使用できる。	행운 교환 이벤트에서 다른 아이템으로 교환할 수 있디.	ใช้​แลก​รางวัล​ใน​กิจกรรม​ “แฟลชเซลล์ลุ้นโชค"​	“幸运秒杀”字帖，可以在“幸运秒杀”活动中兑换道具。	“幸運秒殺”字帖，可以在“幸運秒殺”活動中兌換道具。	"Lucky Flash Sale" copybook that can be exchanged for items in the "Lucky Flash Sale" event.	イベント「ラッキー交換」に使用する文字パネル、報酬と交換できます。	"행운 교환" 아이템, 행운 교환 이벤트에서 다른 아이템으로 교환할 수 있디.	ตัวอักษร​ "แฟลชเซลล์ลุ้นโชค"​ สามารถ​ใช้​เพื่อ​แลก​ไอเทม​ใน​กิจกรรม​ "แฟลชเซลล์ลุ้นโชค"​ ได้​
9020042	90	901	140001		5	-1	0	0	0	6:goods_icon_9020042	302	4105012	20	14000102	1	字帖-A	字帖-A	Copybook - A	文字パネル・A	글자-A	แผ่นตัวอักษร - A	用于“幸运秒杀”活动兑换	用於“幸運秒殺”活動兌換	Used for the "Lucky Flash Sale" event exchange.	イベント「ラッキー交換」で使用できる。	행운 교환 이벤트에서 다른 아이템으로 교환할 수 있디.	ใช้​แลก​รางวัล​ใน​กิจกรรม​ “แฟลชเซลล์ลุ้นโชค"​	“幸运秒杀”字帖，可以在“幸运秒杀”活动中兑换道具。	“幸運秒殺”字帖，可以在“幸運秒殺”活動中兌換道具。	"Lucky Flash Sale" copybook that can be exchanged for items in the "Lucky Flash Sale" event.	イベント「ラッキー交換」に使用する文字パネル、報酬と交換できます。	"행운 교환" 아이템, 행운 교환 이벤트에서 다른 아이템으로 교환할 수 있디.	ตัวอักษร​ "แฟลชเซลล์ลุ้นโชค"​ สามารถ​ใช้​เพื่อ​แลก​ไอเทม​ใน​กิจกรรม​ "แฟลชเซลล์ลุ้นโชค"​ ได้​
9020043	90	901	140001		5	-1	0	0	0	6:goods_icon_9020043	302	4105013	20	14000102	1	字帖-R	字帖-R	Copybook - R	文字パネル・R	글자-R	แผ่นตัวอักษร - R	用于“幸运秒杀”活动兑换	用於“幸運秒殺”活動兌換	Used for the "Lucky Flash Sale" event exchange.	イベント「ラッキー交換」で使用できる。	행운 교환 이벤트에서 다른 아이템으로 교환할 수 있디.	ใช้​แลก​รางวัล​ใน​กิจกรรม​ “แฟลชเซลล์ลุ้นโชค"​	“幸运秒杀”字帖，可以在“幸运秒杀”活动中兑换道具。	“幸運秒殺”字帖，可以在“幸運秒殺”活動中兌換道具。	"Lucky Flash Sale" copybook that can be exchanged for items in the "Lucky Flash Sale" event.	イベント「ラッキー交換」に使用する文字パネル、報酬と交換できます。	"행운 교환" 아이템, 행운 교환 이벤트에서 다른 아이템으로 교환할 수 있디.	ตัวอักษร​ "แฟลชเซลล์ลุ้นโชค"​ สามารถ​ใช้​เพื่อ​แลก​ไอเทม​ใน​กิจกรรม​ "แฟลชเซลล์ลุ้นโชค"​ ได้​
9020044	90	901	140001		5	-1	0	0	0	6:goods_icon_9020044	302	4104042	25	14000102	1	字帖-T	字帖-T	Copybook - T	文字パネル・T	글자-T	แผ่นตัวอักษร - T	用于“幸运秒杀”活动兑换	用於“幸運秒殺”活動兌換	Used for the "Lucky Flash Sale" event exchange.	イベント「ラッキー交換」で使用できる。	행운 교환 이벤트에서 다른 아이템으로 교환할 수 있디.	ใช้​แลก​รางวัล​ใน​กิจกรรม​ “แฟลชเซลล์ลุ้นโชค"​	“幸运秒杀”字帖，可以在“幸运秒杀”活动中兑换道具。	“幸運秒殺”字帖，可以在“幸運秒殺”活動中兌換道具。	"Lucky Flash Sale" copybook that can be exchanged for items in the "Lucky Flash Sale" event.	イベント「ラッキー交換」に使用する文字パネル、報酬と交換できます。	"행운 교환" 아이템, 행운 교환 이벤트에서 다른 아이템으로 교환할 수 있디.	ตัวอักษร​ "แฟลชเซลล์ลุ้นโชค"​ สามารถ​ใช้​เพื่อ​แลก​ไอเทม​ใน​กิจกรรม​ "แฟลชเซลล์ลุ้นโชค"​ ได้​
