id	type	showType	quality	stack	sellitem	sellMoney	gift	openType	openParameter	photoId	effectType	effectId	effectNum	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
5910009	59	591	1	9999999										1	恶笑木马	惡笑木馬	Grinning Carousel	悪笑木馬	비웃는 목마	ม้าไม้ปีศาจ	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5910010	59	591	1	9999999										1	恶魔777	惡魔777	Demon 777	悪魔777	데블 777	ปีศาจ 777	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5920001	59	591	2	9999999										1	兰斯洛特	蘭斯洛特	Lancelot	ランスロット	랜슬롯	แลนสล็อต	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5920002	59	591	2	9999999										1	特里斯坦	特里斯坦	Tristan	トリスタン	트리스탄	ทริสแทน	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5920003	59	591	2	9999999										1	高文	高文	Gawain	ガウェイン	가웨인	กาวิน	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5920004	59	591	2	9999999										1	鲍斯	鮑斯	Bors	ボールス	바르시	โบออร์ส	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5920005	59	591	2	9999999										1	加拉哈德	加拉哈德	Galahad	ガラハッド	갈라하드	กาลาฮัด	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5920006	59	591	2	9999999										1	梅林	梅林	Merlin	マーリン	멀린	เมอร์ลิน	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5920007	59	591	2	9999999										1	薇薇安	薇薇安	Viviane	ヴィヴィアン	비비안	วิเวียน	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5920008	59	591	2	9999999										1	尤文	尤文	Ywain	オーワイン	유원	ยูเวน	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5920009	59	591	2	9999999										1	帕西瓦尔	帕西瓦爾	Percival	パーシヴァル	퍼시벨	เพอร์ซิวาล	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5920010	59	591	2	9999999										1	杰兰特	杰蘭特	Geraint	ゲライント	제란트	เจรันท์	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5920011	59	591	2	9999999										1	贝德维尔	貝德維爾	Bedivere	ベディヴィア	베드미르	เบดิเวียร์	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5920012	59	591	2	9999999										1	兰马洛克	蘭馬洛克	Lamorak	ラモラック	란마로크	แลมบาร็อค	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5920013	59	591	2	9999999										1	凯	凱	Kay	ケイ	카이	เคย์	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5920014	59	591	2	9999999										1	加赫里斯	加赫里斯	Gaheris	ガヘリス	가헤리스	กาเฮอริส	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5920015	59	591	2	9999999										1	加雷斯	加雷斯	Gareth	ガレス	가레스	กาเร็ธ	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5930001	59	591	3	9999999										1	万事通	萬事通	Jack of All Trades	何でも屋	척척박사	กูรูสารพัดเรื่อง	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5930002	59	591	3	9999999										1	独行游侠	獨行遊俠	Lone Rover	一匹オオカミ	독행 유랑자	นักรบพเนจร	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5930003	59	591	3	9999999										1	天才黑客	天才駭客	Genius Hacker	天才ハッカー	천재 해커	แฮกเกอร์อัจฉริยะ	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5930004	59	591	3	9999999										1	少女偶像	少女偶像	Idol	少女アイドル	소녀 아이돌	สาวน้อยไอดอล	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5930005	59	591	3	9999999										1	欺诈师	欺詐師	Swindler	ぺてん師	사기꾼	นักต้มตุ๋น	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5930006	59	591	3	9999999										1	特聘书记	特聘書記	Special Secretary	特任書記	특명 비서	เลขาจ้างพิเศษ	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5930007	59	591	3	9999999										1	女子高中生	女子高中生	High School Student	女子高生	여고생	สาวน้อยมัธยมปลาย	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5930008	59	591	3	9999999										1	万花之友	萬花之友	Flower Child	万華ノ友	만화의 친구	มิตรแห่งบุปผา	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5930009	59	591	3	9999999										1	知名主播	知名主播	Famous Streamer	インフルエンサー	유명 방송인	สตรีมเมอร์ชื่อดัง	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5930010	59	591	3	9999999										1	街巷巡卫	街巷巡衛	Street Patrol	街の守護者	거리 순찰자	สตรีทพาโทรล	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5930011	59	591	3	9999999										1	古董修复师	古董修復師	Antique Restorer	骨董品修復士	골동품 복원사	ช่างซ่อมโบราณวัตถุ	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5930012	59	591	3	9999999										1	古董鉴别师	古董鑒別師	Antique Appraiser	骨董品鑑定士	골동품 감정사	ผู้เชี่ยวชาญโบราณวัตถุ	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5930013	59	591	3	9999999										1	千王之王	千王之王	King of All Kings	イカサマ王	왕의 왕	ราชันย์เหนือราชา	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5930014	59	591	3	9999999										1	一线球星	一線球星	Superstar	球技界のスター	스타플레이어	ดาวรุ่งยืนหนึ่ง	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5930015	59	591	3	9999999										1	零食专家	零食專家	Snack Enthusiast	スナック専門家	디저트 전문가	เซียนนักชิมขนม	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5930016	59	591	3	9999999										1	最佳佣兵	最佳傭兵	Best Mercenary	最高の傭兵	최고의 용병	ยอดทหารรับจ้าง	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5930017	59	591	3	9999999										1	美妆达人	美妝達人	Beauty Guru	コスメの達人	베스트 스타일러	เจ้าแม่ความงาม	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5930018	59	591	3	9999999										1	万能经理	萬能經理	Versatile Manager	万能マネージャー	만능 매니저	ผู้จัดการอเนกประสงค์	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5930019	59	591	3	9999999										1	明日之星	明日之星	Rising Star	明日の明星	미래의 스타	ดาวรุ่งพุ่งแรง	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5930020	59	591	3	9999999										1	战地指挥	戰地指揮	Warfield Commander	戦場指揮官	전장 지휘관	บัญชาการแนวหน้า	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5930021	59	591	3	9999999										1	入梦师	入夢師	Dreamweaver	ドリーマー	꿈 나그네	นักท่องฝัน	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
5930022	59	591	3	9999999										1	派对甜心	派對甜心	Party Princess	パーティーハニー	스위트 하트	ขวัญใจในปาร์ตี	一张精致的纸牌，可在提尔拉战牌玩法中使用；	一張精緻的紙牌，可在提爾拉戰牌玩法中使用；	A beautifully crafted playing card, ready for use in Tyrian Battle Card gameplay.	細部まで作り込まれたカード、戦札ステージで使用できる。	정교한 종이 카드. 티올라 배틀카드 콘텐츠에 사용된다	การ์ด​ที่​ละเอียด​และ​ประณีต​ สามารถ​ใช้​ใน​โหมด​เกม​การ์ด​เทีย​ร่า​						
