type	id	status
21102	4011021,4011022,4011023,4011024,4011025,4011026,4011031,4011032,4011033,4011034,4011035,4011036,4011041,4011042,4011043,4011044,4011045,4011046	1
21103	4011031,4011032,4011033,4011034,4011035,4011036,4011041,4011042,4011043,4011044,4011045,4011046,4011051,4011052,4011053,4011054,4011055,4011056	1
21111	4011111,4011112,4011113,4011114,4011115,4011116,4011121,4011122,4011123,4011124,4011125,4011126,4011131,4011132,4011133,4011134,4011135,4011136	1
21112	4011121,4011122,4011123,4011124,4011125,4011126,4011131,4011132,4011133,4011134,4011135,4011136,4011141,4011142,4011143,4011144,4011145,4011146	1
21113	4011131,4011132,4011133,4011134,4011135,4011136,4011141,4011142,4011143,4011144,4011145,4011146,4011151,4011152,4011153,4011154,4011155,4011156	1
21121	4011211,4011212,4011213,4011214,4011215,4011216,4011221,4011222,4011223,4011224,4011225,4011226,4011231,4011232,4011233,4011234,4011235,4011236	1
21122	4011221,4011222,4011223,4011224,4011225,4011226,4011231,4011232,4011233,4011234,4011235,4011236,4011241,4011242,4011243,4011244,4011245,4011246	1
21123	4011231,4011232,4011233,4011234,4011235,4011236,4011241,4011242,4011243,4011244,4011245,4011246,4011251,4011252,4011253,4011254,4011255,4011256	1
21135	4010451,4010452,4010453,4010454,4010455,4010456	1
21145	4010851,4010852,4010853,4010854,4010855,4010856	1
21105	4011051,4011052,4011053,4011054,4011055,4011056	1
21115	4011151,4011152,4011153,4011154,4011155,4011156	1
21125	4011251,4011252,4011253,4011254,4011255,4011256	1
30011	4102101,4102201,4102301	1
4001	4105011,4105012,4105013	1
4002	6401001,6401002,6401004,6401005,6401010,6402003,6402005,6402006,6403001,6403003,6403005,6403007,6403009,6403010,6404001,6401007,6403006,6404002,6404005,6404008,6404009	1
5001	9020001,9020002,9020003,9020004,9020005	1
5002	9020006,9020007,9020008,9020009,9020010	1
5003	9020011,9020012,9020013,9020014,9020015	1
5004	9020016,9020017,9020018,9020019,9020020	1
5005	9020021,9020022,9020023,9020024,9020025	1
5006	9020026,9020027,9020028,9020029,9020030	1
5007	9020031,9020032,9020033,9020034,9020035	1
5008	9020036,9020037,9020038,9020039,9020040	1
5009	9020036,9020037,9020038,9020039,9020040	1
5010	9020006,9020007,9020008,9020009,9020010	1
5011	9020041,9020042,9020043,9020044,9020045	1
4011	7138008,7138008,7138008	1
4012	4120001,4120002,4120003,4120004	1
4013	5910001,5910002,5910003,5910004,5910005,5910006,5910007,5910008,5910009,5910010,5920001,5920002,5920003,5920004,5920005,5920006,5920007,5920008,5920009,5920010,5920011,5920012,5920013,5920014,5920015,5930001,5930002,5930003,5930004,5930005,5930006,5930007,5930008,5930009,5930010,5930011,5930012,5930013,5930014,5930015,5930016,5930017,5930018,5930019,5930020,5930021,5930022,5940001,5940002,5940003,5940004,5940005,5940006,5940007,5940008,5940009,5940010,5940011,5940012	1
4014	5930001,5930002,5930003,5930004,5930005,5930006,5930007,5930008,5930009,5930010,5930011,5930012,5930013,5930014,5930015,5930016,5930017,5930018,5930019,5930020,5930021,5930022,5940001,5940002,5940003,5940004,5940005,5940006,5940007,5940008,5940009,5940010,5940011,5940012,5950001,5950002,5950003,5950004,5950005,5950006,5950007,5950008,5960001,5960002,5960003,5960004	1
4003	108006,140008,125008,127001,144001,133008,123008,119008,122008,143008,149008,147008,159008,126008,131001,151008,148008,135008,154008,146008,160008,139008,156008,158008,163008,132008,155008,145008	1
4004	103012,109002,138008,153008,161008,157008,162008,164008	1
4005	108006,140008,144001,133008,123008,119008,127001,125008,122008,143008,149008,147008,159008,126008,131001,151008,148008,154008,146008,160008,156008,158008,163008,132008,155008,145008,135002,103017,102018,103021,141008,136008,152008,138001,128008,150008,103003,102005,101002,103005,104007,101012	1
4015	108006,140008,103021,141008,136008,125008	1
4016	108006,140008,144001,133008,123008,119008,127001,125008,122008,143008,149008,147008,159008,126008,131001,151008,148008,154008,146008,160008,156008,158008,163008,132008,155008,145008,135002,103017,102018,144002,103010,103021,141008,136008,152008,138001,128008,150008,103003,102005,101002,103005,104007,101012	1
4017	156008,158008,102005,154008,146008,103003,151008,148008,150008,133008,123008,125008,119008,149008,143008,122008,152008,127001,144001,104007,110008,116001,141008,140008,160008,139008,102021,101013,102007,103021,104001,106002,108001,108006,109008,111002,113001,114001,115008,117008,121008,127008,130008,131008,136008,137008,904014,135008	1
4018	108006,140008,144001,133008,123008,119008,127001,125008,122008,143008,149008,147008,159008,126008,131001,151008,148008,154008,146008,160008,156008,158008,163008,132008,155008,145008,135002,103017,102018,144002,103010,103009,104016,101018,103021,141008,136008,152008,138001,128008,150008,103003,102005,101002,103005,104007,101012	1
4019	108006,140008,125008,103009,104016,101018,103021,141008,136008	1
4020	103012,109002,138008,153008,161008,157008,162008,164008,165008,166008	1
4021	3000002,3000002,3000002,3000002,3000002,3000002	1
4022	3000002,3000002,5200047,4100036,3000002,3000002,5200009,4105023,4100032,4100031,3000002,5200011	1
4023	140008,126008,103009,104013,125008,113002	1
4024	136008,160008,152008,101002,102005,135002	1
4025	145008,144001,133008,103010,148008,146008,140008,126008,108006,127001	1
4026	3000002,3000002,3000002,3000002,3000002,3000002	1
4027	157008,102018,156008,103017,104013,148008,146008	1
4028	7109002,7138008,7103012,7153008,7161008,7157008,7162008,7164008,7165008,7166008	1
4029	6401006,6402001,6402010,6401003,6403008,5112002	1
4030	6402002,5112002	1
4031	7108006,7140008,7125008,7127001,7144001,7133008,7123008,7119008,7122008,7143008,7149008,7147008,7159008,7126008,7131001,7151008,7148008,7135008,7154008,7146008,7160008,7139008,7156008,7158008,7163008,7132008,7155008,7145008	1
4032	3000002,5112021,5112021,5112024,5112024,5112024,5112024,4190001,4110001	1
4033	3000002,3000002,3000002,3000002,3000002,3000002,3000002,4190001,4110001	1
4034	108006,140008,144001,133008,123008,119008,127001,125008,122008,143008,149008,147008,159008,126008,131001,151008,148008,154008,146008,160008,156008,158008,163008,132008,155008,145008,135002,103017,102018,144002,103010,103009,104016,101018,112002,102017,113002,114002,103021,141008,136008,152008,138001,128008,150008,103003,102005,101002,103005,104007,101012	1
4035	108006,140008,125008,103009,104016,101018,139008,112002,113002,114002,131001,103021,141008,136008,152008,138001,128008	1
4036	3000002,4100032,4100036,4100032,4100036,4100032,4100036,4100032,3000003	1
4037	3000002,5200009,4105023,4105011,4105012,4105013,4105011,4105012,4105013	1
4038	165008,149008,122008,143008,140008,123008,160008	1
4039	4190004,4190004,5200009,4105023,4100032,3000002,3000002,3000002,3000002,4100036,4100031,5200011	1
4040	138008,135002,132008,125008,144001,127001,119008	1
4041	161008,135008,133008,123008,101018,151008,148008	1
4042	108006,140008,125008,103009,104016,101018,139008,112002,113002,114002,131001,133008,123008,119008,103021,141008,136008,152008,138001,128008,150008,103003,102005	1
4043	166008,163008,108006,126008,147008,159008,145008	1
4044	108006,140008,144001,133008,123008,119008,127001,125008,122008,143008,149008,147008,159008,126008,131001,151008,148008,154008,146008,160008,156008,158008,163008,132008,155008,145008,135002,103017,102018,144002,103010,103009,104016,101018,112002,102017,113002,114002,104004,102013,104002,103011,103021,141008,136008,152008,138001,128008,150008,103003,102005,101002,103005,104007,101012	1
4045	7103012,7109002,7138008,7153008,7161008,7157008,7162008,7164008,7165008,7166008,7167008,7170008,7169008	1
4046	102018,132008,104013,149008,103017,148008	1
4047	103012,109002,138008,153008,161008,157008,162008,164008,165008,166008,167008,170008,169008	1
4048	109002,161008,165008,166008,167008,170008,169008	1
4049	166008,170008,165008,153008,138008,103012	1
4050	7108006,7140008,7139008,7144001,7133008,7123008,7119008,7135008,7127001,7125008,7122008,7143008,7149008,7147008,7159008,7126008,7131001,7151008,7148008,7154008,7146008,7160008,7156008,7158008,7163008,7132008,7155008,7145008,7135002,7103017,7102018,7144002,7103010,7103009,7104016,7101018,7112002,7102017,7113002,7114002,7104004,7102013,7104002,7103011	1
4051	108006,140008,139008,144001,133008,123008,119008,135008,127001,125008,122008,143008,149008,147008,159008,126008,131001,151008,148008,154008,146008,160008,156008,158008,163008,132008,155008,145008,135002,103017,102018,144002,103010,103009,104016,101018,112002,102017,113002,114002,104004,102013,104002,103011	1
4052	109002,103010,103009,112002,131001,154008,155008	1
4053	103012,139008,104004,102013,158008,154008,131001	1
