id	productId	groupId	goodsId	goodsNum	priceType	goodsConsum	goodsConsumNum	originalPrice	showItem	rebate	name	showImage	template	status	iconTitle	iconTitle_zh_TW	iconTitle_en_UK	iconTitle_ja_JP	iconTitle_ko_KR	iconTitle_th_TH
10025	9810025	1002	3000002;4190004;4190002;3000018	6480;5000;1;1200	5	3000001	6480	38880	3000002;4190004;4190002;3000018	600	主线章节触发礼包7-5			1	恭喜调查官完成主线第7章！	恭喜調查官完成主線第7章！	Congratulations! You've completed Main Story Chapter 7!	おめでとうございます！メインストーリーチャプター7をクリアしました。	메인 스토리 7챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 7​ สำเร็จ​!​
10031	9810031	1003	3000002;4190004	300;1000	1	3000001	300	1800	3000002;4190004	600	主线章节触发礼包9-1			1	恭喜调查官完成主线第9章！	恭喜調查官完成主線第9章！	Congratulations! You've completed Main Story Chapter 9!	おめでとうございます！メインストーリーチャプター9をクリアしました。	메인 스토리 9챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 9​ สำเร็จ​!​
10032	9810032	1003	3000002;4190004;3000018	680;1500;300	2	3000001	680	4080	3000002;4190004;3000018	600	主线章节触发礼包9-2			1	恭喜调查官完成主线第9章！	恭喜調查官完成主線第9章！	Congratulations! You've completed Main Story Chapter 9!	おめでとうございます！メインストーリーチャプター9をクリアしました。	메인 스토리 9챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 9​ สำเร็จ​!​
10033	9810033	1003	3000002;4190004;4190001;3000018	1280;2000;1000;300	3	3000001	1280	7680	3000002;4190004;4190001;3000018	600	主线章节触发礼包9-3			1	恭喜调查官完成主线第9章！	恭喜調查官完成主線第9章！	Congratulations! You've completed Main Story Chapter 9!	おめでとうございます！メインストーリーチャプター9をクリアしました。	메인 스토리 9챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 9​ สำเร็จ​!​
10034	9810034	1003	3000002;4190004;4190001;3000018	3280;3000;3000;900	4	3000001	3280	19680	3000002;4190004;4190001;3000018	600	主线章节触发礼包9-4			1	恭喜调查官完成主线第9章！	恭喜調查官完成主線第9章！	Congratulations! You've completed Main Story Chapter 9!	おめでとうございます！メインストーリーチャプター9をクリアしました。	메인 스토리 9챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 9​ สำเร็จ​!​
10035	9810035	1003	3000002;4190004;4190002;3000018	6480;5000;1;1200	5	3000001	6480	38880	3000002;4190004;4190002;3000018	600	主线章节触发礼包9-5			1	恭喜调查官完成主线第9章！	恭喜調查官完成主線第9章！	Congratulations! You've completed Main Story Chapter 9!	おめでとうございます！メインストーリーチャプター9をクリアしました。	메인 스토리 9챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 9​ สำเร็จ​!​
10041	9810041	1004	3000002;4190004	300;1000	1	3000001	300	1800	3000002;4190004	600	主线章节触发礼包10-1			1	恭喜调查官完成主线第10章！	恭喜調查官完成主線第10章！	Congratulations! You've completed Main Story Chapter 10!	おめでとうございます！メインストーリーチャプター10をクリアしました。	메인 스토리 10챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 10​ สำเร็จ​!​
10042	9810042	1004	3000002;4190004;3000018	680;1500;300	2	3000001	680	4080	3000002;4190004;3000018	600	主线章节触发礼包10-2			1	恭喜调查官完成主线第10章！	恭喜調查官完成主線第10章！	Congratulations! You've completed Main Story Chapter 10!	おめでとうございます！メインストーリーチャプター10をクリアしました。	메인 스토리 10챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 10​ สำเร็จ​!​
10043	9810043	1004	3000002;4190004;4190001;3000018	1280;2000;1000;300	3	3000001	1280	7680	3000002;4190004;4190001;3000018	600	主线章节触发礼包10-3			1	恭喜调查官完成主线第10章！	恭喜調查官完成主線第10章！	Congratulations! You've completed Main Story Chapter 10!	おめでとうございます！メインストーリーチャプター10をクリアしました。	메인 스토리 10챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 10​ สำเร็จ​!​
10044	9810044	1004	3000002;4190004;4190001;3000018	3280;3000;3000;900	4	3000001	3280	19680	3000002;4190004;4190001;3000018	600	主线章节触发礼包10-4			1	恭喜调查官完成主线第10章！	恭喜調查官完成主線第10章！	Congratulations! You've completed Main Story Chapter 10!	おめでとうございます！メインストーリーチャプター10をクリアしました。	메인 스토리 10챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 10​ สำเร็จ​!​
10045	9810045	1004	3000002;4190004;4190002;3000018	6480;5000;1;1200	5	3000001	6480	38880	3000002;4190004;4190002;3000018	600	主线章节触发礼包10-5			1	恭喜调查官完成主线第10章！	恭喜調查官完成主線第10章！	Congratulations! You've completed Main Story Chapter 10!	おめでとうございます！メインストーリーチャプター10をクリアしました。	메인 스토리 10챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 10​ สำเร็จ​!​
10051	9810051	1005	3000002;4190004	300;1000	1	3000001	300	1800	3000002;4190004	600	主线章节触发礼包11-1			1	恭喜调查官完成主线第11章！	恭喜調查官完成主線第11章！	Congratulations! You've completed Main Story Chapter 11!	おめでとうございます！メインストーリーチャプター11をクリアしました。	메인 스토리 11챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 11​ สำเร็จ​!​
10052	9810052	1005	3000002;4190004;3000018	680;1500;300	2	3000001	680	4080	3000002;4190004;3000018	600	主线章节触发礼包11-2			1	恭喜调查官完成主线第11章！	恭喜調查官完成主線第11章！	Congratulations! You've completed Main Story Chapter 11!	おめでとうございます！メインストーリーチャプター11をクリアしました。	메인 스토리 11챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 11​ สำเร็จ​!​
10053	9810053	1005	3000002;4190004;4190001;3000018	1280;2000;1000;300	3	3000001	1280	7680	3000002;4190004;4190001;3000018	600	主线章节触发礼包11-3			1	恭喜调查官完成主线第11章！	恭喜調查官完成主線第11章！	Congratulations! You've completed Main Story Chapter 11!	おめでとうございます！メインストーリーチャプター11をクリアしました。	메인 스토리 11챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 11​ สำเร็จ​!​
10054	9810054	1005	3000002;4190004;4190001;3000018	3280;3000;3000;900	4	3000001	3280	19680	3000002;4190004;4190001;3000018	600	主线章节触发礼包11-4			1	恭喜调查官完成主线第11章！	恭喜調查官完成主線第11章！	Congratulations! You've completed Main Story Chapter 11!	おめでとうございます！メインストーリーチャプター11をクリアしました。	메인 스토리 11챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 11​ สำเร็จ​!​
10055	9810055	1005	3000002;4190004;4190002;3000018	6480;5000;1;1200	5	3000001	6480	38880	3000002;4190004;4190002;3000018	600	主线章节触发礼包11-5			1	恭喜调查官完成主线第11章！	恭喜調查官完成主線第11章！	Congratulations! You've completed Main Story Chapter 11!	おめでとうございます！メインストーリーチャプター11をクリアしました。	메인 스토리 11챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 11​ สำเร็จ​!​
10061	9810061	1006	3000002;4190004	300;1000	1	3000001	300	1800	3000002;4190004	600	主线章节触发礼包12-1			1	恭喜调查官完成主线第12章！	恭喜調查官完成主線第12章！	Congratulations! You've completed Main Story Chapter 12!	おめでとうございます！メインストーリーチャプター12をクリアしました。	메인 스토리 12챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 12​ สำเร็จ​!​
10062	9810062	1006	3000002;4190004;3000018	680;1500;300	2	3000001	680	4080	3000002;4190004;3000018	600	主线章节触发礼包12-2			1	恭喜调查官完成主线第12章！	恭喜調查官完成主線第12章！	Congratulations! You've completed Main Story Chapter 12!	おめでとうございます！メインストーリーチャプター12をクリアしました。	메인 스토리 12챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 12​ สำเร็จ​!​
10063	9810063	1006	3000002;4190004;4190001;3000018	1280;2000;1000;300	3	3000001	1280	7680	3000002;4190004;4190001;3000018	600	主线章节触发礼包12-3			1	恭喜调查官完成主线第12章！	恭喜調查官完成主線第12章！	Congratulations! You've completed Main Story Chapter 12!	おめでとうございます！メインストーリーチャプター12をクリアしました。	메인 스토리 12챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 12​ สำเร็จ​!​
10064	9810064	1006	3000002;4190004;4190001;3000018	3280;3000;3000;900	4	3000001	3280	19680	3000002;4190004;4190001;3000018	600	主线章节触发礼包12-4			1	恭喜调查官完成主线第12章！	恭喜調查官完成主線第12章！	Congratulations! You've completed Main Story Chapter 12!	おめでとうございます！メインストーリーチャプター12をクリアしました。	메인 스토리 12챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 12​ สำเร็จ​!​
10065	9810065	1006	3000002;4190004;4190002;3000018	6480;5000;1;1200	5	3000001	6480	38880	3000002;4190004;4190002;3000018	600	主线章节触发礼包12-5			1	恭喜调查官完成主线第12章！	恭喜調查官完成主線第12章！	Congratulations! You've completed Main Story Chapter 12!	おめでとうございます！メインストーリーチャプター12をクリアしました。	메인 스토리 12챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 12​ สำเร็จ​!​
10071	9810071	1007	3000002;4190004	300;1000	1	3000001	300	1800	3000002;4190004	600	主线章节触发礼包13-1			1	恭喜调查官完成主线第13章！	恭喜調查官完成主線第13章！	Congratulations! You've completed Main Story Chapter 13!	おめでとうございます！メインストーリーチャプター13をクリアしました。	메인 스토리 13챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 13​ สำเร็จ​!​
10072	9810072	1007	3000002;4190004;3000018	680;1500;300	2	3000001	680	4080	3000002;4190004;3000018	600	主线章节触发礼包13-2			1	恭喜调查官完成主线第13章！	恭喜調查官完成主線第13章！	Congratulations! You've completed Main Story Chapter 13!	おめでとうございます！メインストーリーチャプター13をクリアしました。	메인 스토리 13챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 13​ สำเร็จ​!​
10073	9810073	1007	3000002;4190004;4190001;3000018	1280;2000;1000;300	3	3000001	1280	7680	3000002;4190004;4190001;3000018	600	主线章节触发礼包13-3			1	恭喜调查官完成主线第13章！	恭喜調查官完成主線第13章！	Congratulations! You've completed Main Story Chapter 13!	おめでとうございます！メインストーリーチャプター13をクリアしました。	메인 스토리 13챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 13​ สำเร็จ​!​
10074	9810074	1007	3000002;4190004;4190001;3000018	3280;3000;3000;900	4	3000001	3280	19680	3000002;4190004;4190001;3000018	600	主线章节触发礼包13-4			1	恭喜调查官完成主线第13章！	恭喜調查官完成主線第13章！	Congratulations! You've completed Main Story Chapter 13!	おめでとうございます！メインストーリーチャプター13をクリアしました。	메인 스토리 13챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 13​ สำเร็จ​!​
10075	9810075	1007	3000002;4190004;4190002;3000018	6480;5000;1;1200	5	3000001	6480	38880	3000002;4190004;4190002;3000018	600	主线章节触发礼包13-5			1	恭喜调查官完成主线第13章！	恭喜調查官完成主線第13章！	Congratulations! You've completed Main Story Chapter 13!	おめでとうございます！メインストーリーチャプター13をクリアしました。	메인 스토리 13챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 13​ สำเร็จ​!​
10081	9810081	1008	3000002;4190004	300;1000	1	3000001	300	1800	3000002;4190004	600	主线章节触发礼包14-1			1	恭喜调查官完成主线第14章！	恭喜調查官完成主線第14章！	Congratulations! You've completed Main Story Chapter 14!	おめでとうございます！メインストーリーチャプター14をクリアしました。	메인 스토리 14챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 14​ สำเร็จ​!​
10082	9810082	1008	3000002;4190004;3000018	680;1500;300	2	3000001	680	4080	3000002;4190004;3000018	600	主线章节触发礼包14-2			1	恭喜调查官完成主线第14章！	恭喜調查官完成主線第14章！	Congratulations! You've completed Main Story Chapter 14!	おめでとうございます！メインストーリーチャプター14をクリアしました。	메인 스토리 14챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 14​ สำเร็จ​!​
10083	9810083	1008	3000002;4190004;4190001;3000018	1280;2000;1000;300	3	3000001	1280	7680	3000002;4190004;4190001;3000018	600	主线章节触发礼包14-3			1	恭喜调查官完成主线第14章！	恭喜調查官完成主線第14章！	Congratulations! You've completed Main Story Chapter 14!	おめでとうございます！メインストーリーチャプター14をクリアしました。	메인 스토리 14챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 14​ สำเร็จ​!​
10084	9810084	1008	3000002;4190004;4190001;3000018	3280;3000;3000;900	4	3000001	3280	19680	3000002;4190004;4190001;3000018	600	主线章节触发礼包14-4			1	恭喜调查官完成主线第14章！	恭喜調查官完成主線第14章！	Congratulations! You've completed Main Story Chapter 14!	おめでとうございます！メインストーリーチャプター14をクリアしました。	메인 스토리 14챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 14​ สำเร็จ​!​
10085	9810085	1008	3000002;4190004;4190002;3000018	6480;5000;1;1200	5	3000001	6480	38880	3000002;4190004;4190002;3000018	600	主线章节触发礼包14-5			1	恭喜调查官完成主线第14章！	恭喜調查官完成主線第14章！	Congratulations! You've completed Main Story Chapter 14!	おめでとうございます！メインストーリーチャプター14をクリアしました。	메인 스토리 14챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 14​ สำเร็จ​!​
10091	9810091	1009	3000002;4190004	300;1000	1	3000001	300	1800	3000002;4190004	600	主线章节触发礼包15-1			1	恭喜调查官完成主线第15章！	恭喜調查官完成主線第15章！	Congratulations! You've completed Main Story Chapter 15!	おめでとうございます！メインストーリーチャプター15をクリアしました。	메인 스토리 15챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​15​ สำเร็จ​!​
10092	9810092	1009	3000002;4190004;3000018	680;1500;300	2	3000001	680	4080	3000002;4190004;3000018	600	主线章节触发礼包15-2			1	恭喜调查官完成主线第15章！	恭喜調查官完成主線第15章！	Congratulations! You've completed Main Story Chapter 15!	おめでとうございます！メインストーリーチャプター15をクリアしました。	메인 스토리 15챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​15​ สำเร็จ​!​
10093	9810093	1009	3000002;4190004;4190001;3000018	1280;2000;1000;300	3	3000001	1280	7680	3000002;4190004;4190001;3000018	600	主线章节触发礼包15-3			1	恭喜调查官完成主线第15章！	恭喜調查官完成主線第15章！	Congratulations! You've completed Main Story Chapter 15!	おめでとうございます！メインストーリーチャプター15をクリアしました。	메인 스토리 15챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​15​ สำเร็จ​!​
10094	9810094	1009	3000002;4190004;4190001;3000018	3280;3000;3000;900	4	3000001	3280	19680	3000002;4190004;4190001;3000018	600	主线章节触发礼包15-4			1	恭喜调查官完成主线第15章！	恭喜調查官完成主線第15章！	Congratulations! You've completed Main Story Chapter 15!	おめでとうございます！メインストーリーチャプター15をクリアしました。	메인 스토리 15챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​15​ สำเร็จ​!​
10095	9810095	1009	3000002;4190004;4190002;3000018	6480;5000;1;1200	5	3000001	6480	38880	3000002;4190004;4190002;3000018	600	主线章节触发礼包15-5			1	恭喜调查官完成主线第15章！	恭喜調查官完成主線第15章！	Congratulations! You've completed Main Story Chapter 15!	おめでとうございます！メインストーリーチャプター15をクリアしました。	메인 스토리 15챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​15​ สำเร็จ​!​
10101	9810101	1010	3000002;4190004	300;1000	1	3000001	300	1800	3000002;4190004	600	主线章节触发礼包16-1			1	恭喜调查官完成主线第16章！	恭喜調查官完成主線第16章！	Congratulations! You've completed Main Story Chapter 16!	おめでとうございます！メインストーリーチャプター16をクリアしました。	메인 스토리 16챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 16​ สำเร็จ​!​
10102	9810102	1010	3000002;4190004;3000018	680;1500;300	2	3000001	680	4080	3000002;4190004;3000018	600	主线章节触发礼包16-2			1	恭喜调查官完成主线第16章！	恭喜調查官完成主線第16章！	Congratulations! You've completed Main Story Chapter 16!	おめでとうございます！メインストーリーチャプター16をクリアしました。	메인 스토리 16챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 16​ สำเร็จ​!​
10103	9810103	1010	3000002;4190004;4190001;3000018	1280;2000;1000;300	3	3000001	1280	7680	3000002;4190004;4190001;3000018	600	主线章节触发礼包16-3			1	恭喜调查官完成主线第16章！	恭喜調查官完成主線第16章！	Congratulations! You've completed Main Story Chapter 16!	おめでとうございます！メインストーリーチャプター16をクリアしました。	메인 스토리 16챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 16​ สำเร็จ​!​
10104	9810104	1010	3000002;4190004;4190001;3000018	3280;3000;3000;900	4	3000001	3280	19680	3000002;4190004;4190001;3000018	600	主线章节触发礼包16-4			1	恭喜调查官完成主线第16章！	恭喜調查官完成主線第16章！	Congratulations! You've completed Main Story Chapter 16!	おめでとうございます！メインストーリーチャプター16をクリアしました。	메인 스토리 16챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 16​ สำเร็จ​!​
10105	9810105	1010	3000002;4190004;4190002;3000018	6480;5000;1;1200	5	3000001	6480	38880	3000002;4190004;4190002;3000018	600	主线章节触发礼包16-5			1	恭喜调查官完成主线第16章！	恭喜調查官完成主線第16章！	Congratulations! You've completed Main Story Chapter 16!	おめでとうございます！メインストーリーチャプター16をクリアしました。	메인 스토리 16챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 16​ สำเร็จ​!​
10111	9810111	1011	3000002;4190004	300;1000	1	3000001	300	1800	3000002;4190004	600	主线章节触发礼包17-1			1	恭喜调查官完成主线第17章！	恭喜調查官完成主線第17章！	Congratulations! You've completed Main Story Chapter 17!	おめでとうございます！メインストーリーチャプター17をクリアしました。	메인 스토리 17챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​บท​ที่​ 17​ สำเร็จ​!​
