id	cookingActivityId	type	groupId	unlockStarNum	preId	levelDuration	ratingCondition	ratingPara	guidePic	costItem	costNum	failingCondition	awardItem1	num1	awardItem2	num2	awardItem3	num3	trashCan	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	des	des_zh_TW	des_en_UK	des_ja_JP	des_ko_KR	des_th_TH
16	1	1	17	0	15	90	2	390;460;570		9030001	10		9030002;9030003	160;50	9030002;9030003	200;50	9030002;9030003;3000003	300;100;100000	1	1	16	16	16	16	16	16	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
17	1	1	18	0	16	90	2	390;460;570		9030001	10		9030002;9030003	200;50	9030002;9030003	300;50	9030002;9030003;3000003	400;100;100000	1	1	17	17	17	17	17	17	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
18	1	1	19	0	17	90	2	420;480;600		9030001	10		9030002;9030003	200;50	9030002;9030003	300;50	9030002;9030003;3000003	400;100;100000	1	1	18	18	18	18	18	18	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
19	1	1	20	0	18	90	2	420;480;640		9030001	10		9030002;9030003	200;50	9030002;9030003	300;50	9030002;9030003;3000003	400;100;100000	1	1	19	19	19	19	19	19	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
20	1	1	22	0	19	90	2	420;480;660		9030001	10		9030002;9030003	200;50	9030002;9030003	300;50	9030002;9030003;3000003	400;100;100000	1	1	20	20	20	20	20	20	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
21	1	2	21	55		20	2	500		9030001	10		3000003	1000000					1	1	无限	無限	Unlimited	無限	무한	ไม่จำกัด	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
22	2	1	43	0		30	2	8;12;16	1	9000077	10		9000078;9000075	50;10	9000078;9000075	80;10	9000078;9000075;3000003	100;20;100000	0	1	1	1	1	1	1	1	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
23	2	1	23	0	22	45	2	32;50;68	1	9000077	10		9000078;9000075	50;10	9000078;9000075	80;10	9000078;9000075;3000003	100;20;100000	0	1	2	2	2	2	2	2	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
24	2	1	24	0	23	50	2	60;90;120	3	9000077	10		9000078;9000075	50;10	9000078;9000075	80;10	9000078;9000075;3000003	100;20;100000	0	1	3	3	3	3	3	3	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
25	2	1	26	0	24	50	2	100;150;188		9000077	10		9000078;9000075	60;10	9000078;9000075	80;10	9000078;9000075;3000003	100;20;100000	0	1	4	4	4	4	4	4	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
26	2	1	27	0	25	55	2	110;160;208	2	9000077	10		9000078;9000075	60;10	9000078;9000075	80;10	9000078;9000075;3000003	100;20;100000	0	1	5	5	5	5	5	5	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
27	2	1	28	0	26	60	2	136;188;240		9000077	10		9000078;9000075	60;10	9000078;9000075	80;10	9000078;9000075;3000003	100;20;100000	0	1	6	6	6	6	6	6	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
28	2	1	29	0	27	75	2	168;256;308		9000077	10		9000078;9000075	60;10	9000078;9000075	80;10	9000078;9000075;3000003	100;20;100000	1	1	7	7	7	7	7	7	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
29	2	1	30	0	28	75	2	208;288;340	1	9000077	10		9000078;9000075	80;10	9000078;9000075	90;10	9000078;9000075;3000003	110;20;100000	1	1	8	8	8	8	8	8	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
30	2	1	25	0	29	70	2	228;288;368		9000077	10		9000078;9000075	100;10	9000078;9000075	120;10	9000078;9000075;3000003	170;20;100000	1	1	9	9	9	9	9	9	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
31	2	1	31	0	30	65	2	240;340;380	3	9000077	10		9000078;9000075	100;10	9000078;9000075	130;10	9000078;9000075;3000003	200;20;100000	1	1	10	10	10	10	10	10	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
32	2	1	32	0	31	68	2	260;358;398		9000077	10		9000078;9000075	100;10	9000078;9000075	150;10	9000078;9000075;3000003	200;20;100000	1	1	11	11	11	11	11	11	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
33	2	1	33	0	32	75	2	280;350;420		9000077	10		9000078;9000075	120;10	9000078;9000075	150;10	9000078;9000075;3000003	200;20;100000	1	1	12	12	12	12	12	12	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
34	2	1	34	0	33	80	2	298;388;458		9000077	10		9000078;9000075	120;10	9000078;9000075	160;10	9000078;9000075;3000003	200;20;100000	1	1	13	13	13	13	13	13	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
35	2	1	35	0	34	80	2	298;388;498		9000077	10		9000078;9000075	150;10	9000078;9000075	180;10	9000078;9000075;3000003	200;20;100000	1	1	14	14	14	14	14	14	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
36	2	1	36	0	35	90	2	300;390;520		9000077	10		9000078;9000075	160;10	9000078;9000075	200;10	9000078;9000075;3000003	300;20;100000	1	1	15	15	15	15	15	15	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
37	2	1	37	0	36	90	2	390;460;570		9000077	10		9000078;9000075	160;10	9000078;9000075	200;10	9000078;9000075;3000003	300;20;100000	1	1	16	16	16	16	16	16	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
38	2	1	38	0	37	90	2	390;460;570		9000077	10		9000078;9000075	200;10	9000078;9000075	300;10	9000078;9000075;3000003	400;20;100000	1	1	17	17	17	17	17	17	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
39	2	1	39	0	38	90	2	420;480;600		9000077	10		9000078;9000075	200;10	9000078;9000075	300;10	9000078;9000075;3000003	400;20;100000	1	1	18	18	18	18	18	18	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
40	2	1	40	0	39	90	2	420;480;640		9000077	10		9000078;9000075	200;10	9000078;9000075	300;10	9000078;9000075;3000003	400;20;100000	1	1	19	19	19	19	19	19	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
41	2	1	42	0	40	90	2	420;480;660		9000077	10		9000078;9000075	200;10	9000078;9000075	300;10	9000078;9000075;3000003	400;20;100000	1	1	20	20	20	20	20	20	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
42	2	2	41	55	41	20	2	500		9000077	10		3000003	1000000					1	1	无限	無限	Unlimited	無限	무한	ไม่จำกัด	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
43	3	1	44	0		30	2	8;12;16	2	9000093	10		9000094;9000091	50;50	9000094;9000091	80;50	9000094;9000091;3000003	100;100;100000	1	1	1	1	1	1	1	1	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
44	3	1	45	0	43	45	2	32;50;68	2	9000093	10		9000094;9000091	50;50	9000094;9000091	80;50	9000094;9000091;3000003	100;100;100000	1	1	2	2	2	2	2	2	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
45	3	1	46	0	44	50	2	60;90;120	3	9000093	10		9000094;9000091	50;50	9000094;9000091	80;50	9000094;9000091;3000003	100;100;100000	1	1	3	3	3	3	3	3	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
46	3	1	47	0	45	50	2	98;148;188		9000093	10		9000094;9000091	60;50	9000094;9000091	80;50	9000094;9000091;3000003	100;100;100000	1	1	4	4	4	4	4	4	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
47	3	1	48	0	46	55	2	100;160;208	1	9000093	10		9000094;9000091	60;50	9000094;9000091	80;50	9000094;9000091;3000003	100;100;100000	1	1	5	5	5	5	5	5	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
48	3	1	49	0	47	60	2	136;188;240		9000093	10		9000094;9000091	60;50	9000094;9000091	80;50	9000094;9000091;3000003	100;100;100000	1	1	6	6	6	6	6	6	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
49	3	1	50	0	48	75	2	168;256;308		9000093	10		9000094;9000091	60;50	9000094;9000091	80;50	9000094;9000091;3000003	100;100;100000	1	1	7	7	7	7	7	7	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
50	3	1	51	0	49	75	2	208;288;340	2	9000093	10		9000094;9000091	80;50	9000094;9000091	90;50	9000094;9000091;3000003	110;100;100000	1	1	8	8	8	8	8	8	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
51	3	1	52	0	50	70	2	228;288;368		9000093	10		9000094;9000091	100;50	9000094;9000091	120;50	9000094;9000091;3000003	170;100;100000	1	1	9	9	9	9	9	9	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
52	3	1	53	0	51	65	2	240;340;380	3	9000093	10		9000094;9000091	100;50	9000094;9000091	130;50	9000094;9000091;3000003	200;100;100000	1	1	10	10	10	10	10	10	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
53	3	1	54	0	52	68	2	260;358;398		9000093	10		9000094;9000091	100;50	9000094;9000091	150;50	9000094;9000091;3000003	200;100;100000	1	1	11	11	11	11	11	11	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
54	3	1	55	0	53	75	2	280;350;420		9000093	10		9000094;9000091	120;50	9000094;9000091	150;50	9000094;9000091;3000003	200;100;100000	1	1	12	12	12	12	12	12	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
55	3	1	56	0	54	80	2	298;388;458		9000093	10		9000094;9000091	120;50	9000094;9000091	160;50	9000094;9000091;3000003	200;100;100000	1	1	13	13	13	13	13	13	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
56	3	1	57	0	55	80	2	298;388;498		9000093	10		9000094;9000091	150;50	9000094;9000091	180;50	9000094;9000091;3000003	200;100;100000	1	1	14	14	14	14	14	14	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
57	3	1	58	0	56	90	2	308;398;518		9000093	10		9000094;9000091	160;50	9000094;9000091	200;50	9000094;9000091;3000003	300;100;100000	1	1	15	15	15	15	15	15	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
58	3	1	59	0	57	90	2	390;460;570		9000093	10		9000094;9000091	160;50	9000094;9000091	200;50	9000094;9000091;3000003	300;100;100000	1	1	16	16	16	16	16	16	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
59	3	1	60	0	58	90	2	390;460;570		9000093	10		9000094;9000091	200;50	9000094;9000091	300;50	9000094;9000091;3000003	400;100;100000	1	1	17	17	17	17	17	17	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
60	3	1	61	0	59	90	2	420;480;600		9000093	10		9000094;9000091	200;50	9000094;9000091	300;50	9000094;9000091;3000003	400;100;100000	1	1	18	18	18	18	18	18	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
61	3	1	62	0	60	90	2	420;480;640		9000093	10		9000094;9000091	200;50	9000094;9000091	300;50	9000094;9000091;3000003	400;100;100000	1	1	19	19	19	19	19	19	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
62	3	1	63	0	61	90	2	420;480;660		9000093	10		9000094;9000091	200;50	9000094;9000091	300;50	9000094;9000091;3000003	400;100;100000	1	1	20	20	20	20	20	20	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
63	3	2	64	55	62	20	2	500		9000093	10		3000003	1000000					1	1	无限	無限	Unlimited	無限	무한	ไม่จำกัด	营业额达到_num_	營業額達到_num_	Revenue reaches _num_.	売上が_num_に達する。	매출액 _num_ 달성	ยอดขายถึง _num_
