id	groupId	changeId	customerId	location	birthTime	needFood	survivalTime	addTime	status
333	21	45	8		153	2;7;7	10	3	1
334	21	46	9		155	5;3	10	3	1
335	21	47	10		157	8;2	10	3	1
336	21	48	11		159	10;2;8	10	3	1
337	21	49	12		161	10;4	10	3	1
338	21	50	13		163	2;9;7	10	3	1
339	21	51	14		165	3;8;9	10	3	1
340	21	52	15		167	6;8	10	3	1
341	21	53	16		169	3;8;10	10	3	1
342	21	54	17		171	10;6;10	10	4	1
343	21	55	18		173	5;5;8	10	3	1
344	21	56	1		175	10;2	10	3	1
345	21	57	2		177	7;4	10	3	1
346	21	58	3		179	3;8;9	10	3	1
347	21	59	4		181	5;2;9	10	3	1
348	21	60	5		183	5;3;8	10	3	1
349	21	61	6		185	10;8	10	3	1
350	21	62	7		187	7;9	10	3	1
351	21	63	8		189	1;4;8	10	3	1
352	21	64	9		191	2;5	10	3	1
353	21	65	10		193	6;3;9	10	3	1
354	21	66	11		195	3;8;9	10	3	1
355	21	67	12		197	5;5;8	10	3	1
356	21	68	13		199	10;2	10	3	1
357	21	69	14		201	7;9;4	10	3	1
358	21	70	15		203	6;10	10	3	1
359	21	71	16		205	8;7;2	10	3	1
360	21	72	17		207	3;5;9	10	3	1
361	21	73	18		209	2;9;7	10	3	1
362	21	74	1		211	6;8	10	3	1
363	21	75	2		213	7;4	10	3	1
364	21	76	3		215	3;8;10	10	3	1
365	21	77	4		217	10;6;10	10	3	1
366	21	78	5		219	1;4;8	10	3	1
367	21	79	6		221	2;5	10	3	1
368	21	80	7		223	4;8;2	10	3	1
369	21	81	8		225	5;6	10	3	1
370	21	82	9		227	1;4;8	10	3	1
371	21	83	10		229	3;10	10	3	1
372	21	84	11		231	7;9;1	10	3	1
373	21	85	12		233	4;8;2	10	3	1
374	21	86	13		235	2;7;7	10	3	1
375	21	87	14		237	9;8;4	10	3	1
376	21	88	15		239	3;10	10	3	1
377	21	89	16		241	7;8;4	10	3	1
378	21	90	17		243	5;6	10	3	1
379	43	1	1	2	2	11	20		1
380	43	2	2	3	10	11	20		1
381	43	3	3		18	11	20		1
382	23	1	4	3	2	12	20		1
383	23	2	5	2	8	11	20		1
384	23	3	6	1	14	12	20		1
385	23	4	7	4	20	12	20		1
386	23	5	8		26	11	20		1
387	23	6	9		32	12	20		1
388	24	1	10	3	2	20	20		1
389	24	2	11	2	7	12	20		1
390	24	3	12	4	12	20;12	20		1
391	24	4	13		17	11	20		1
392	24	5	14		22	20;12	20		1
393	24	6	15		27	20;11	20		1
394	24	7	16		32	12	20		1
395	24	8	17		37	20	20		1
396	24	9	18		42	20;12	20		1
397	24	10	1		47	11;12	20		1
398	26	1	2		2	20;12	20		1
399	26	2	3		6	12	20		1
400	26	3	4		10	20;11	20		1
401	26	4	5		14	20;12	20		1
402	26	5	6		18	20	20		1
403	26	6	7		22	20;12	20		1
404	26	7	8		26	20;11	20		1
405	26	8	9		30	20;11	20		1
406	26	9	10		34	20;12	20		1
407	26	10	11		38	20;12	20		1
408	26	11	12		42	20;12	20		1
409	26	12	13		46	20;12	20		1
410	27	1	14		2	20;15	20		1
411	27	2	15		6	20;12	20		1
412	27	3	16		12	20;11	20		1
413	27	4	17		14	15;12	20		1
414	27	5	18		18	20;12	20		1
415	27	6	1		22	15;11	20		1
416	27	7	2		26	20;12	20		1
417	27	8	3		30	20;15	20		1
418	27	9	4		34	20;12	20		1
419	27	10	5		38	15;12	20		1
420	27	11	6		44	20;11	20		1
421	27	12	7		47	15;12	20		1
422	28	1	8		3	20;12	20		1
423	28	2	9		7	20;15	20		1
424	28	3	10		11	20;11	20		1
425	28	4	11		15	20;12	20		1
426	28	5	12		19	20;15	20		1
427	28	6	13		23	20;11	20		1
428	28	7	14		27	20;12	20		1
429	28	8	15		31	20;15	20		1
430	28	9	16		35	20;12	20		1
431	28	10	17		39	15;11	20		1
432	28	11	18		43	20;12	20		1
433	28	12	1		47	20;15	20		1
434	28	13	2		51	20;11	20		1
435	28	14	3		55	12;15	20		1
436	29	1	4		3	20;20	20		1
437	29	2	5		7	15;12	20		1
438	29	3	6		11	20;20	20		1
439	29	4	7		15	15;11	20		1
440	29	5	8		19	20;12	20		1
441	29	6	9		23	20;15	20		1
442	29	7	10		27	20;12	20		1
443	29	8	11		31	20;15	20		1
444	29	9	12		35	15;12	20		1
445	29	10	13		39	20;15	20		1
446	29	11	14		43	15;12	20		1
447	29	12	15		47	20;15	20		1
448	29	13	16		51	12;15	20		1
449	29	14	17		55	20;15	20		1
450	29	15	18		58	15;11	20		1
451	29	16	1		61	20;15	20		1
452	29	17	2		64	20;20	20		1
453	29	18	3		68	15;12	20		1
454	30	1	4		3	15;14	20		1
455	30	2	5		8	20;20	20		1
456	30	3	6		13	14;15	20		1
457	30	4	7		18	20;15	20		1
458	30	5	8		23	20;14	20		1
459	30	6	9		28	15;15	20		1
460	30	7	10		33	20;12	20		1
461	30	8	11		38	20;15	20		1
462	30	9	12		43	15;14	20		1
463	30	10	13		48	20;20	20		1
464	30	11	14		53	20;14	20		1
465	30	12	15		58	15;15	20		1
466	30	13	16		63	20;12	20		1
467	30	14	17		68	15;14	20		1
468	25	1	14	3	3	15;14	20		1
469	25	2	15	2	6	14;20	20		1
470	25	3	16	1	10	15;13	20		1
471	25	4	17	4	14	20;15	20		1
472	25	5	18		18	20;14	20		1
473	25	6	1		22	15;15	20		1
474	25	7	2		26	15;12	20		1
475	25	8	3		30	20;15	20		1
476	25	9	4		34	15;13	20		1
477	25	10	5		38	20;20	20		1
478	25	11	6		42	12;15	20		1
479	25	12	7		46	20;15	20		1
480	25	13	8		50	20;13	20		1
481	25	14	9		54	15;15	20		1
482	31	1	10	2	2	19;14	20		1
483	31	2	11	4	5	15;13	20		1
484	31	3	12	3	9	19;15	20		1
485	31	4	13	1	13	20;14	20		1
486	31	5	14		17	19;20	20		1
487	31	6	15		21	15;14	20		1
488	31	7	16		25	19;14	20		1
489	31	8	17		29	20;20	20		1
490	31	9	18		33	15;12	20		1
491	31	10	1		37	19;14	20		1
492	31	11	2		41	20;14	20		1
493	31	12	3		45	19;20	20		1
494	31	13	4		49	15;15	20		1
495	31	14	5		53	20;14	20		1
496	31	15	6		55	19;13	20		1
497	32	1	7		2	15;13	18		1
498	32	2	8		6	20;19	18		1
499	32	3	9		10	14;15	18		1
500	32	4	10		14	20;19	18		1
501	32	5	11		18	15;12	18		1
502	32	6	12		22	19;13	18		1
503	32	7	13		26	20;20	18		1
504	32	8	14		30	15;14	18		1
505	32	9	15		34	19;12	18		1
506	32	10	16		38	15;15	18		1
507	32	11	17		42	20;12	18		1
508	32	12	18		46	19;14	18		1
509	32	13	1		50	15;15	18		1
510	32	14	2		54	19;13	18		1
511	32	15	3		58	20;11	18		1
512	33	1	4		2	20;15	18		1
513	33	2	5		6	14;13	18		1
514	33	3	6		10	19;19	18		1
515	33	4	7		14	16;12	18		1
516	33	5	8		18	16;20	18		1
517	33	6	9		22	13;19	18		1
518	33	7	10		26	16;12	18		1
519	33	8	11		30	16;20	18		1
520	33	9	12		34	14;15	18		1
521	33	10	13		38	14;19	18		1
522	33	11	14		42	11;12	18		1
523	33	12	15		46	13;16	18		1
524	33	13	16		50	19;20	18		1
525	33	14	17		54	14;15	18		1
526	33	15	18		58	19;16	18		1
527	33	16	1		62	14;20	18		1
528	34	1	2		2	16;20	17		1
529	34	2	3		6	13;15	17		1
530	34	3	4		10	14;19	17		1
531	34	4	5		14	16;12	17		1
532	34	5	6		18	16;20	17		1
533	34	6	7		22	13;19	17		1
534	34	7	8		26	15;19	17		1
535	34	8	9		30	11;14	17		1
536	34	9	10		34	14;20	17		1
537	34	10	11		38	16;19	17		1
538	34	11	12		42	15;13	17		1
539	34	12	13		46	12;19	17		1
540	34	13	14		50	15;20	17		1
541	34	14	15		54	19;13	17		1
542	34	15	16		58	20;14	17		1
543	34	16	17		62	16;19	17		1
544	34	17	18		66	12;20	17		1
545	35	1	1		2	11;17	16		1
546	35	2	2		6	13;20	16		1
547	35	3	3		10	14;17	16		1
548	35	4	4		14	11;19	16		1
549	35	5	5		18	19;15	16		1
550	35	6	6		22	12;15	16		1
551	35	7	7		26	20;16	16		1
552	35	8	8		30	19;20	16		1
553	35	9	9		34	11;15	16		1
554	35	10	10		38	13;19	16		1
555	35	11	11		42	19;17	16		1
556	35	12	12		46	14;20	16		1
557	35	13	13		50	13;18	16		1
558	35	14	14		54	14;20	16		1
559	35	15	15		58	19;16	16		1
560	35	16	16		62	12;19	16		1
561	35	17	17		66	13;17	16		1
562	36	1	18		2	19;18	16		1
563	36	2	1		7	11;20	16		1
564	36	3	2		12	14;18	16		1
565	36	4	3		17	17;19	16		1
566	36	5	4		22	13;18	16		1
567	36	6	5		27	15;12	16		1
568	36	7	6		32	16;20	16		1
569	36	8	7		37	20;18	16		1
570	36	9	8		42	20;14	16		1
571	36	10	9		47	12;19	16		1
572	36	11	10		52	19;18	16		1
573	36	12	11		57	13;20	16		1
574	36	13	12		62	17;18	16		1
575	36	14	13		67	13;20	16		1
576	36	15	14		72	17;19	16		1
577	36	16	15		76	14;18	16		1
578	36	17	16		80	13;20	16		1
579	37	1	17		2	19;18	15		1
580	37	2	18		7	11;20	15		1
581	37	3	1		12	14;18	15		1
582	37	4	2		17	17;19	15		1
583	37	5	3		22	13;18	15		1
584	37	6	4		27	15;12	15		1
585	37	7	5		32	16;20	15		1
586	37	8	6		37	20;18;15	15		1
587	37	9	7		42	20;14	15		1
588	37	10	8		47	12;19;19	15		1
589	37	11	9		52	19;18	15		1
590	37	12	10		57	13;20	15		1
591	37	13	11		62	17;18;12	15		1
592	37	14	12		67	13;20	15		1
593	37	15	13		72	17;19	15		1
594	37	16	14		76	14;18	15		1
595	37	17	15		80	13;20	15		1
596	38	1	16		2	19;18	12		1
597	38	2	17		7	11;20	12		1
598	38	3	18		12	14;18	12		1
599	38	4	1		17	17;19	12		1
600	38	5	2		22	13;18	12		1
601	38	6	3		27	15;12;14	12		1
602	38	7	4		32	16;20	12		1
603	38	8	5		37	20;18	12		1
604	38	9	6		42	20;14	12		1
605	38	10	7		47	12;19	12		1
606	38	11	8		52	19;18;16	12		1
607	38	12	9		57	13;20	12		1
608	38	13	10		62	17;18;17	12		1
609	38	14	11		67	13;20	12		1
610	38	15	12		72	17;19;19	12		1
611	38	16	13		76	14;18	12		1
612	38	17	14		80	13;20	12		1
613	39	1	15		2	19;18	16		1
614	39	2	16		7	11;20	16		1
615	39	3	17		12	14;18	16		1
616	39	4	18		17	17;19	16		1
617	39	5	1		22	13;18;20	16		1
618	39	6	2		27	15;12	16		1
619	39	7	3		32	16;20	16		1
620	39	8	4		37	20;18	16		1
621	39	9	5		42	20;14	16		1
622	39	10	6		47	12;19;18	16		1
623	39	11	7		52	19;18	16		1
624	39	12	8		57	13;20	16		1
625	39	13	9		62	17;18	16		1
626	39	14	10		67	13;20	16		1
627	39	15	11		72	17;19	16		1
628	39	16	12		76	14;18	16		1
629	39	17	13		80	13;20	16		1
630	40	1	14		2	19;18	16		1
631	40	2	15		7	11;20	16		1
632	40	3	16		12	14;18	16		1
633	40	4	17		17	17;19;18	16		1
634	40	5	18		22	13;18;20	16		1
635	40	6	1		27	15;12;13	16		1
636	40	7	2		32	16;20	16		1
637	40	8	3		37	20;18	16		1
638	40	9	4		42	20;14	16		1
639	40	10	5		47	12;19	16		1
640	40	11	6		52	19;18;15	16		1
641	40	12	7		57	13;20	16		1
642	40	13	8		62	17;18;12	16		1
643	40	14	9		67	13;20	16		1
644	40	15	10		72	17;19	16		1
645	40	16	11		76	14;18	16		1
646	40	17	12		80	13;20	16		1
647	42	1	13		2	19;18;19	16		1
648	42	2	14		7	11;20	16		1
649	42	3	15		12	14;18;13	16		1
650	42	4	16		17	17;19;19	16		1
651	42	5	17		22	13;18;20	16		1
652	42	6	18		27	15;12;19	16		1
653	42	7	1		32	16;20	16		1
654	42	8	2		37	20;18	16		1
655	42	9	3		42	20;14	16		1
656	42	10	4		47	12;19;17	16		1
657	42	11	5		52	19;18;14	16		1
658	42	12	6		57	13;20	16		1
659	42	13	7		62	17;18;14	16		1
660	42	14	8		67	13;20	16		1
661	42	15	9		72	17;19;11	16		1
662	42	16	10		76	14;18;13	16		1
663	42	17	11		80	13;20	16		1
664	41	2	1		7	20;20;18	11	4	1
665	41	3	2		11	15;14;18	11	4	1
666	41	4	3		15	20;14	11	4	1
667	41	5	4		19	16;19	11	4	1
668	41	6	5		23	13;18	11	4	1
669	41	7	6		27	15;12	11	4	1
670	41	8	7		31	16;20	11	4	1
671	41	9	8		35	20;18	11	4	1
672	41	10	9		39	20;14;11	11	4	1
673	41	11	10		43	20;13	11	4	1
674	41	12	11		47	15;15;18	11	4	1
675	41	13	12		51	20;12	11	4	1
676	41	14	13		55	17;19;14	11	4	1
677	41	15	14		59	13;18	11	4	1
678	41	16	15		63	15;12;14	11	4	1
679	41	17	16		67	16;20	11	4	1
680	41	18	17		71	20;18	11	4	1
681	41	19	18		75	20;14	11	4	1
682	41	20	1		79	15;15;18	11	4	1
683	41	21	2		83	20;12	11	4	1
684	41	22	3		87	17;19	11	4	1
685	41	23	4		91	13;18;19	11	4	1
686	41	24	5		95	15;12;19	10	4	1
687	41	25	6		99	16;20	10	4	1
688	41	26	7		103	20;18	10	4	1
689	41	27	8		107	20;14	10	4	1
690	41	28	9		111	15;14;19	10	4	1
691	41	29	10		115	19;19;16	10	4	1
692	41	30	11		119	18;17;12	10	4	1
693	41	31	12		123	13;15;19	10	4	1
694	41	32	13		127	20;19	10	4	1
695	41	33	14		129	17;19	10	3	1
696	41	34	15		131	14;18	10	3	1
697	41	35	16		133	13;20	10	3	1
698	41	36	17		135	14;18;13	10	3	1
699	41	37	18		137	17;19;19	10	3	1
700	41	38	1		139	13;18;20	10	3	1
701	41	39	2		141	15;12;19	10	3	1
702	41	40	3		143	16;20	10	3	1
703	41	41	4		145	17;19;11	10	3	1
704	41	42	5		147	14;18;12	10	3	1
705	41	43	6		149	15;16	10	3	1
706	41	44	7		151	11;14	10	3	1
707	41	45	8		153	12;17;17	10	3	1
708	41	46	9		155	15;13	10	3	1
709	41	47	10		157	18;12	10	3	1
710	41	48	11		159	20;12;18	10	3	1
711	41	49	12		161	20;14	10	3	1
712	41	50	13		163	12;19;17	10	3	1
713	41	51	14		165	13;18;19	10	3	1
714	41	52	15		167	16;18	10	3	1
715	41	53	16		169	13;18;20	10	3	1
716	41	54	17		171	20;16;20	10	4	1
717	41	55	18		173	15;15;18	10	3	1
718	41	56	1		175	20;12	10	3	1
719	41	57	2		177	17;14	10	3	1
720	41	58	3		179	13;18;19	10	3	1
721	41	59	4		181	15;12;19	10	3	1
722	41	60	5		183	15;13;18	10	3	1
723	41	61	6		185	20;18	10	3	1
724	41	62	7		187	17;19	10	3	1
725	41	63	8		189	11;14;18	10	3	1
726	41	64	9		191	12;15	10	3	1
727	41	65	10		193	16;13;19	10	3	1
728	41	66	11		195	13;18;19	10	3	1
729	41	67	12		197	15;15;18	10	3	1
730	41	68	13		199	20;12	10	3	1
731	41	69	14		201	17;19;14	10	3	1
732	41	70	15		203	16;20	10	3	1
733	41	71	16		205	18;17;12	10	3	1
734	41	72	17		207	13;15;19	10	3	1
735	41	73	18		209	12;19;17	10	3	1
736	41	74	1		211	16;18	10	3	1
737	41	75	2		213	17;14	10	3	1
738	41	76	3		215	13;18;20	10	3	1
739	41	77	4		217	20;16;20	10	3	1
740	41	78	5		219	11;14;18	10	3	1
741	41	79	6		221	12;15	10	3	1
