id	group	openDay	Numtype	startType	taskContentType	taskContentId	taskContenNum	point	exp	rewardId	rewardNum	openType	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	descr	descr_zh_TW	descr_en_UK	descr_ja_JP	descr_ko_KR	descr_th_TH
113	1	3	104	1	1405	0	5	10	0	4122001	5	517	1	完成5次离岛空运	完成5次離島空運	Complete Air Express 5 times.	離島空便を5回完了する	항공 운송 5회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 5​ ครั้ง​	完成5次离岛空运	完成5次離島空運	Complete Air Express 5 times.	離島空便を5回完了する	항공 운송 5회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 5​ ครั้ง​
114	1	3	105	1	1403	0	20	10	0	4122001	5	517	1	累计配送20次外卖订单	累計配送20次外賣訂單	Complete 20 delivery orders in total.	出前を5回完了する	배달 주문 누적 20건 완료	ส่ง​อาหาร​ครบ​ 20​ ออเดอร์​	累计配送20次外卖订单	累計配送20次外賣訂單	Complete 20 delivery orders in total.	出前を5回完了する	배달 주문 누적 20건 완료	ส่ง​อาหาร​ครบ​ 20​ ออเดอร์​
115	1	3	106	1	1803	0	450	20	0	4122001	10	301	1	每日活跃度累计达到450	每日活躍度累計達到450	Reach 450 Daily Activeness in total.	活躍度が累計で450に到達する	매일 활약도 누적 450 달성	ค่าแอ็กทีฟรายวันถึง 450	每日活跃度累计达到450	每日活躍度累計達到450	Reach 450 Daily Activeness in total.	活躍度が累計で450に到達する	매일 활약도 누적 450 달성	ค่าแอ็กทีฟรายวันถึง 450
116	1	4	101	1	1103	0	10	10	0	4122001	5	236	1	累计参与10次协力战	累計參與10次協力戰	Complete 10 Invasions in total.	協同作戦に10回参加する	협력전 누적 10회 참여	เข้าร่วม​ผนึก​กำลัง​สะสม​ 10​ ครั้ง​	累计参与10次协力战	累計參與10次協力戰	Complete 10 Invasions in total.	協同作戦に10回参加する	협력전 누적 10회 참여	เข้าร่วม​ผนึก​กำลัง​สะสม​ 10​ ครั้ง​
117	1	4	107	1	7	3000004	1000	10	0	4122001	5		1	累计消耗1000体力	累計消耗1000體力	Consume 1000 Pathos in total.	エモーションを合計1000消費する	체력 누적 1000 소모	ใช้​พลังงาน​สะสม​ 1,000​ หน่วย​	累计消耗1000体力	累計消耗1000體力	Consume 1000 Pathos in total.	エモーションを合計1000消費する	체력 누적 1000 소모	ใช้​พลังงาน​สะสม​ 1,000​ หน่วย​
118	1	4	104	1	1405	0	7	10	0	4122001	5	517	1	完成7次离岛空运	完成7次離島空運	Complete Air Express 7 times.	離島空便を7回完了する	항공 운송 7회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 7​ ครั้ง​	完成7次离岛空运	完成7次離島空運	Complete Air Express 7 times.	離島空便を7回完了する	항공 운송 7회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 7​ ครั้ง​
119	1	4	105	1	1403	0	30	10	0	4122001	5	517	1	累计配送30次外卖订单	累計配送30次外賣訂單	Complete 30 delivery orders in total.	出前を30回完了する	배달 주문 누적 30건 완료	ส่ง​อาหาร​ครบ​ 30​ ออเดอร์​	累计配送30次外卖订单	累計配送30次外賣訂單	Complete 30 delivery orders in total.	出前を30回完了する	배달 주문 누적 30건 완료	ส่ง​อาหาร​ครบ​ 30​ ออเดอร์​
120	1	4	106	1	1803	0	600	20	0	4122001	10	301	1	每日活跃度累计达到600	每日活躍度累計達到600	Reach 600 Daily Activeness in total.	活躍度が累計でが600に到達する	매일 활약도 누적 600 달성	ค่าแอ็กทีฟรายวันถึง 600	每日活跃度累计达到600	每日活躍度累計達到600	Reach 600 Daily Activeness in total.	活躍度が累計でが600に到達する	매일 활약도 누적 600 달성	ค่าแอ็กทีฟรายวันถึง 600
121	1	5	101	1	1103	0	12	10	0	4122001	5	236	1	累计参与12次协力战	累計參與12次協力戰	Complete 12 Invasions in total.	協同作戦に12回参加する	협력전 누적 12회 참여	เข้าร่วม​ผนึก​กำลัง​สะสม​ 12​ ครั้ง​	累计参与12次协力战	累計參與12次協力戰	Complete 12 Invasions in total.	協同作戦に12回参加する	협력전 누적 12회 참여	เข้าร่วม​ผนึก​กำลัง​สะสม​ 12​ ครั้ง​
122	1	5	107	1	7	3000004	1500	10	0	4122001	5		1	累计消耗1500体力	累計消耗1500體力	Consume 1500 Pathos in total.	エモーションを合計1500消費する	체력 누적 1500 소모	ใช้พลังงานสะสม 1,500	累计消耗1500体力	累計消耗1500體力	Consume 1500 Pathos in total.	エモーションを合計1500消費する	체력 누적 1500 소모	ใช้พลังงานสะสม 1,500
123	1	5	104	1	1405	0	10	10	0	4122001	5	517	1	完成10次离岛空运	完成10次離島空運	Complete Air Express 10 times.	離島空便を10回完了する	항공 운송 10회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 10​ ครั้ง​	完成10次离岛空运	完成10次離島空運	Complete Air Express 10 times.	離島空便を10回完了する	항공 운송 10회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 10​ ครั้ง​
124	1	5	105	1	1403	0	40	10	0	4122001	5	517	1	累计配送40次外卖订单	累計配送40次外賣訂單	Complete 40 delivery orders in total.	出前を40回完了する	배달 주문 누적 40건 완료	ส่ง​อาหาร​ครบ​ 40​ ออเดอร์​	累计配送40次外卖订单	累計配送40次外賣訂單	Complete 40 delivery orders in total.	出前を40回完了する	배달 주문 누적 40건 완료	ส่ง​อาหาร​ครบ​ 40​ ออเดอร์​
125	1	5	106	1	1803	0	750	20	0	4122001	10	301	1	每日活跃度累计达到750	每日活躍度累計達到750	Reach 750 Daily Activeness in total.	活躍度が累計で750に到達する	매일 활약도 누적 750 달성	ค่าแอ็กทีฟรายวันถึง 750	每日活跃度累计达到750	每日活躍度累計達到750	Reach 750 Daily Activeness in total.	活躍度が累計で750に到達する	매일 활약도 누적 750 달성	ค่าแอ็กทีฟรายวันถึง 750
126	1	6	101	1	1103	0	15	10	0	4122001	5	236	1	累计参与15次协力战	累計參與15次協力戰	Complete 15 Invasions in total.	協同作戦に15回参加する	협력전 누적 15회 참여	เข้าร่วม​ผนึก​กำลัง​สะสม​ 15​ ครั้ง​	累计参与15次协力战	累計參與15次協力戰	Complete 15 Invasions in total.	協同作戦に15回参加する	협력전 누적 15회 참여	เข้าร่วม​ผนึก​กำลัง​สะสม​ 15​ ครั้ง​
127	1	6	107	1	7	3000004	2000	10	0	4122001	5		1	累计消耗2000体力	累計消耗2000體力	Consume 2000 Pathos in total.	エモーションを合計2000消費する	체력 누적 2000 소모	ใช้พลังงานสะสม 2,000	累计消耗2000体力	累計消耗2000體力	Consume 2000 Pathos in total.	エモーションを合計2000消費する	체력 누적 2000 소모	ใช้พลังงานสะสม 2,000
128	1	6	104	1	1405	0	12	10	0	4122001	5	517	1	完成12次离岛空运	完成12次離島空運	Complete Air Express 12 times.	離島空便を12回完了する	항공 운송 12회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 12​ ครั้ง​	完成12次离岛空运	完成12次離島空運	Complete Air Express 12 times.	離島空便を12回完了する	항공 운송 12회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 12​ ครั้ง​
129	1	6	105	1	1403	0	50	10	0	4122001	5	517	1	累计配送50次外卖订单	累計配送50次外賣訂單	Complete 50 delivery orders in total.	出前を50回完了する	배달 주문 누적 50건 완료	ส่ง​อาหาร​ครบ​ 50​ ออเดอร์​	累计配送50次外卖订单	累計配送50次外賣訂單	Complete 50 delivery orders in total.	出前を50回完了する	배달 주문 누적 50건 완료	ส่ง​อาหาร​ครบ​ 50​ ออเดอร์​
130	1	6	106	1	1803	0	900	20	0	4122001	10	301	1	每日活跃度累计达到900	每日活躍度累計達到900	Reach 900 Daily Activeness in total.	活躍度が累計で900に到達する	매일 활약도 누적 900 달성	ค่าแอ็กทีฟรายวันถึง 900	每日活跃度累计达到900	每日活躍度累計達到900	Reach 900 Daily Activeness in total.	活躍度が累計で900に到達する	매일 활약도 누적 900 달성	ค่าแอ็กทีฟรายวันถึง 900
131	1	7	101	1	1103	0	20	10	0	4122001	5	236	1	累计参与20次协力战	累計參與20次協力戰	Complete 20 Invasions in total.	協同作戦に20回参加する	협력전 누적 20회 참여	เข้าร่วม​ผนึก​กำลัง​สะสม​ 20​ ครั้ง​	累计参与20次协力战	累計參與20次協力戰	Complete 20 Invasions in total.	協同作戦に20回参加する	협력전 누적 20회 참여	เข้าร่วม​ผนึก​กำลัง​สะสม​ 20​ ครั้ง​
132	1	7	107	1	7	3000004	3000	10	0	4122001	5		1	累计消耗3000体力	累計消耗3000體力	Consume 3000 Pathos in total.	エモーションを合計3000消費する	체력 누적 3000 소모	ใช้​พลังงาน​สะสม​ 3,000​ หน่วย​	累计消耗3000体力	累計消耗3000體力	Consume 3000 Pathos in total.	エモーションを合計3000消費する	체력 누적 3000 소모	ใช้​พลังงาน​สะสม​ 3,000​ หน่วย​
133	1	7	104	1	1405	0	15	10	0	4122001	5	517	1	完成15次离岛空运	完成15次離島空運	Complete Air Express 15 times.	離島空便を15回完了する	항공 운송 15회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 15​ ครั้ง​	完成15次离岛空运	完成15次離島空運	Complete Air Express 15 times.	離島空便を15回完了する	항공 운송 15회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 15​ ครั้ง​
134	1	7	108	1	274	0	1	10	0	4122001	5	212	1	参与1次世界BOSS	參與1次世界BOSS	Fight the World Boss once.	ワールドBOSSの討伐に1回参加する	월드 보스 1회 참여	เข้าร่วม​เวิลด์​บอส​ 1​ ครั้ง​	参与1次世界BOSS	參與1次世界BOSS	Fight the World Boss once.	ワールドBOSSの討伐に1回参加する	월드 보스 1회 참여	เข้าร่วม​เวิลด์​บอส​ 1​ ครั้ง​
135	1	7	106	1	1803	0	1200	20	0	4122001	10	301	1	每日活跃度累计达到1200	每日活躍度累計達到1200	Reach 1200 Daily Activeness in total.	活躍度が累計1200に達する	매일 활약도 누적 1200 달성	ค่า​แอ็ก​ที​ฟ​รายวัน​ถึง​ 1,200​	每日活跃度累计达到1200	每日活躍度累計達到1200	Reach 1200 Daily Activeness in total.	活躍度が累計1200に達する	매일 활약도 누적 1200 달성	ค่า​แอ็ก​ที​ฟ​รายวัน​ถึง​ 1,200​
136	2	1	101	1	1103	0	2	10	0	4122001	5	236	1	累计参与2次协力战	累計參與2次協力戰	Complete 2 Invasions in total.	協同作戦に2回参加する	협력전 누적 2회 참여	เข้าร่วม​ผนึก​กำลัง​สะสม​ 2​ ครั้ง​	累计参与2次协力战	累計參與2次協力戰	Complete 2 Invasions in total.	協同作戦に2回参加する	협력전 누적 2회 참여	เข้าร่วม​ผนึก​กำลัง​สะสม​ 2​ ครั้ง​
137	2	1	102	1	1101	1	5	10	0	4122001	5	233	1	累计通关任意装备副本5次	累計通關任意裝備副本5次	Complete any Equipment Stage 5 times.	装備ステージを5回クリアする	장비 던전 누적 5회 클리어	ผ่าน​ด่าน​ดัน​เจี้ยน​อุปกรณ์​ใด​ก็ได้​ 5​ ครั้ง​	累计通关任意装备副本5次	累計通關任意裝備副本5次	Complete any Equipment Stage 5 times.	装備ステージを5回クリアする	장비 던전 누적 5회 클리어	ผ่าน​ด่าน​ดัน​เจี้ยน​อุปกรณ์​ใด​ก็ได้​ 5​ ครั้ง​
138	2	1	104	1	1405	0	1	10	0	4122001	5	518	1	完成1次离岛空运	完成1次離島空運	Complete Air Express 1 time.	離島空便を１回完了する	항공 운송 1회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 1​ ครั้ง​	完成1次离岛空运	完成1次離島空運	Complete Air Express 1 time.	離島空便を１回完了する	항공 운송 1회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 1​ ครั้ง​
139	2	1	105	1	1403	0	5	10	0	4122001	5	517	1	累计配送5次外卖订单	累計配送5次外賣訂單	Complete 5 delivery orders in total.	出前を5回完了する	배달 주문 누적 5건	ส่ง​อาหาร​ครบ​ 5​ ออเดอร์​	累计配送5次外卖订单	累計配送5次外賣訂單	Complete 5 delivery orders in total.	出前を5回完了する	배달 주문 누적 5건	ส่ง​อาหาร​ครบ​ 5​ ออเดอร์​
140	2	1	106	1	1803	0	150	20	0	4122001	10	301	1	每日活跃度累计达到150	每日活躍度累計達到150	Reach 150 Daily Activeness in total.	活躍度が累計で150に到達する	매일 활약도 누적 150 달성	ค่าแอ็กทีฟรายวันถึง 150	每日活跃度累计达到150	每日活躍度累計達到150	Reach 150 Daily Activeness in total.	活躍度が累計で150に到達する	매일 활약도 누적 150 달성	ค่าแอ็กทีฟรายวันถึง 150
141	2	2	101	1	1103	0	5	10	0	4122001	5	236	1	累计参与5次协力战	累計參與5次協力戰	Complete 5 Invasions in total.	協同作戦に5回参加する	협력전 누적 5회 참여	เข้าร่วม​ผนึก​กำลัง​สะสม​ 5​ ครั้ง​	累计参与5次协力战	累計參與5次協力戰	Complete 5 Invasions in total.	協同作戦に5回参加する	협력전 누적 5회 참여	เข้าร่วม​ผนึก​กำลัง​สะสม​ 5​ ครั้ง​
142	2	2	102	1	1101	1	10	10	0	4122001	5	233	1	累计通关任意装备副本10次	累計通關任意裝備副本10次	Complete any Equipment Stage 10 times.	装備ステージを10回クリアする	장비 던전 누적 10회 클리어	ผ่าน​ด่าน​ดัน​เจี้ยน​อุปกรณ์​ใด​ก็ได้​ 10​ ครั้ง​	累计通关任意装备副本10次	累計通關任意裝備副本10次	Complete any Equipment Stage 10 times.	装備ステージを10回クリアする	장비 던전 누적 10회 클리어	ผ่าน​ด่าน​ดัน​เจี้ยน​อุปกรณ์​ใด​ก็ได้​ 10​ ครั้ง​
143	2	2	104	1	1405	0	3	10	0	4122001	5	517	1	完成3次离岛空运	完成3次離島空運	Complete Air Express 3 times.	離島空便を3回完了する	항공 운송 3회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 3​ ครั้ง​	完成3次离岛空运	完成3次離島空運	Complete Air Express 3 times.	離島空便を3回完了する	항공 운송 3회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 3​ ครั้ง​
144	2	2	105	1	1403	0	10	10	0	4122001	5	517	1	累计配送10次外卖订单	累計配送10次外賣訂單	Complete 10 delivery orders in total.	出前を10回完了する	배달 주문 누적 10건	ส่ง​อาหาร​ครบ​ 10​ ออเดอร์​	累计配送10次外卖订单	累計配送10次外賣訂單	Complete 10 delivery orders in total.	出前を10回完了する	배달 주문 누적 10건	ส่ง​อาหาร​ครบ​ 10​ ออเดอร์​
145	2	2	106	1	1803	0	300	20	0	4122001	10	301	1	每日活跃度累计达到300	每日活躍度累計達到300	Reach 300 Daily Activeness in total.	活躍度が累計で300に到達する	매일 활약도 누적 300 달성	ค่าแอ็กทีฟรายวันถึง 300	每日活跃度累计达到300	每日活躍度累計達到300	Reach 300 Daily Activeness in total.	活躍度が累計で300に到達する	매일 활약도 누적 300 달성	ค่าแอ็กทีฟรายวันถึง 300
146	2	3	101	1	1103	0	8	10	0	4122001	5	236	1	累计参与8次协力战	累計參與8次協力戰	Complete 8 Invasions in total.	協同作戦に8回参加する	협력전 누적 8회 참여	เข้าร่วม​ผนึก​กำลัง​สะสม​ 8​ ครั้ง​	累计参与8次协力战	累計參與8次協力戰	Complete 8 Invasions in total.	協同作戦に8回参加する	협력전 누적 8회 참여	เข้าร่วม​ผนึก​กำลัง​สะสม​ 8​ ครั้ง​
147	2	3	107	1	7	3000004	500	10	0	4122001	5		1	累计消耗500体力	累計消耗500體力	Consume 500 Pathos in total.	エモーションを合計500消費する	체력 누적 500 소모	ใช้พลังงานสะสม 500	累计消耗500体力	累計消耗500體力	Consume 500 Pathos in total.	エモーションを合計500消費する	체력 누적 500 소모	ใช้พลังงานสะสม 500
148	2	3	104	1	1405	0	5	10	0	4122001	5	517	1	完成5次离岛空运	完成5次離島空運	Complete Air Express 5 times.	離島空便を5回完了する	항공 운송 5회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 5​ ครั้ง​	完成5次离岛空运	完成5次離島空運	Complete Air Express 5 times.	離島空便を5回完了する	항공 운송 5회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 5​ ครั้ง​
149	2	3	105	1	1403	0	20	10	0	4122001	5	517	1	累计配送20次外卖订单	累計配送20次外賣訂單	Complete 20 delivery orders in total.	出前を5回完了する	배달 주문 누적 20건 완료	ส่ง​อาหาร​ครบ​ 20​ ออเดอร์​	累计配送20次外卖订单	累計配送20次外賣訂單	Complete 20 delivery orders in total.	出前を5回完了する	배달 주문 누적 20건 완료	ส่ง​อาหาร​ครบ​ 20​ ออเดอร์​
150	2	3	106	1	1803	0	450	20	0	4122001	10	301	1	每日活跃度累计达到450	每日活躍度累計達到450	Reach 450 Daily Activeness in total.	活躍度が累計で450に到達する	매일 활약도 누적 450 달성	ค่าแอ็กทีฟรายวันถึง 450	每日活跃度累计达到450	每日活躍度累計達到450	Reach 450 Daily Activeness in total.	活躍度が累計で450に到達する	매일 활약도 누적 450 달성	ค่าแอ็กทีฟรายวันถึง 450
151	2	4	101	1	1103	0	10	10	0	4122001	5	236	1	累计参与10次协力战	累計參與10次協力戰	Complete 10 Invasions in total.	協同作戦に10回参加する	협력전 누적 10회 참여	เข้าร่วม​ผนึก​กำลัง​สะสม​ 10​ ครั้ง​	累计参与10次协力战	累計參與10次協力戰	Complete 10 Invasions in total.	協同作戦に10回参加する	협력전 누적 10회 참여	เข้าร่วม​ผนึก​กำลัง​สะสม​ 10​ ครั้ง​
152	2	4	107	1	7	3000004	1000	10	0	4122001	5		1	累计消耗1000体力	累計消耗1000體力	Consume 1000 Pathos in total.	エモーションを合計1000消費する	체력 누적 1000 소모	ใช้​พลังงาน​สะสม​ 1,000​ หน่วย​	累计消耗1000体力	累計消耗1000體力	Consume 1000 Pathos in total.	エモーションを合計1000消費する	체력 누적 1000 소모	ใช้​พลังงาน​สะสม​ 1,000​ หน่วย​
153	2	4	104	1	1405	0	7	10	0	4122001	5	517	1	完成7次离岛空运	完成7次離島空運	Complete Air Express 7 times.	離島空便を7回完了する	항공 운송 7회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 7​ ครั้ง​	完成7次离岛空运	完成7次離島空運	Complete Air Express 7 times.	離島空便を7回完了する	항공 운송 7회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 7​ ครั้ง​
154	2	4	105	1	1403	0	30	10	0	4122001	5	517	1	累计配送30次外卖订单	累計配送30次外賣訂單	Complete 30 delivery orders in total.	出前を30回完了する	배달 주문 누적 30건 완료	ส่ง​อาหาร​ครบ​ 30​ ออเดอร์​	累计配送30次外卖订单	累計配送30次外賣訂單	Complete 30 delivery orders in total.	出前を30回完了する	배달 주문 누적 30건 완료	ส่ง​อาหาร​ครบ​ 30​ ออเดอร์​
155	2	4	106	1	1803	0	600	20	0	4122001	10	301	1	每日活跃度累计达到600	每日活躍度累計達到600	Reach 600 Daily Activeness in total.	活躍度が累計でが600に到達する	매일 활약도 누적 600 달성	ค่าแอ็กทีฟรายวันถึง 600	每日活跃度累计达到600	每日活躍度累計達到600	Reach 600 Daily Activeness in total.	活躍度が累計でが600に到達する	매일 활약도 누적 600 달성	ค่าแอ็กทีฟรายวันถึง 600
156	2	5	101	1	1103	0	12	10	0	4122001	5	236	1	累计参与12次协力战	累計參與12次協力戰	Complete 12 Invasions in total.	協同作戦に12回参加する	협력전 누적 12회 참여	เข้าร่วม​ผนึก​กำลัง​สะสม​ 12​ ครั้ง​	累计参与12次协力战	累計參與12次協力戰	Complete 12 Invasions in total.	協同作戦に12回参加する	협력전 누적 12회 참여	เข้าร่วม​ผนึก​กำลัง​สะสม​ 12​ ครั้ง​
157	2	5	107	1	7	3000004	1500	10	0	4122001	5		1	累计消耗1500体力	累計消耗1500體力	Consume 1500 Pathos in total.	エモーションを合計1500消費する	체력 누적 1500 소모	ใช้พลังงานสะสม 1,500	累计消耗1500体力	累計消耗1500體力	Consume 1500 Pathos in total.	エモーションを合計1500消費する	체력 누적 1500 소모	ใช้พลังงานสะสม 1,500
158	2	5	104	1	1405	0	10	10	0	4122001	5	517	1	完成10次离岛空运	完成10次離島空運	Complete Air Express 10 times.	離島空便を10回完了する	항공 운송 10회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 10​ ครั้ง​	完成10次离岛空运	完成10次離島空運	Complete Air Express 10 times.	離島空便を10回完了する	항공 운송 10회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 10​ ครั้ง​
159	2	5	105	1	1403	0	40	10	0	4122001	5	517	1	累计配送40次外卖订单	累計配送40次外賣訂單	Complete 40 delivery orders in total.	出前を40回完了する	배달 주문 누적 40건 완료	ส่ง​อาหาร​ครบ​ 40​ ออเดอร์​	累计配送40次外卖订单	累計配送40次外賣訂單	Complete 40 delivery orders in total.	出前を40回完了する	배달 주문 누적 40건 완료	ส่ง​อาหาร​ครบ​ 40​ ออเดอร์​
160	2	5	106	1	1803	0	750	20	0	4122001	10	301	1	每日活跃度累计达到750	每日活躍度累計達到750	Reach 750 Daily Activeness in total.	活躍度が累計で750に到達する	매일 활약도 누적 750 달성	ค่าแอ็กทีฟรายวันถึง 750	每日活跃度累计达到750	每日活躍度累計達到750	Reach 750 Daily Activeness in total.	活躍度が累計で750に到達する	매일 활약도 누적 750 달성	ค่าแอ็กทีฟรายวันถึง 750
161	2	6	101	1	1103	0	15	10	0	4122001	5	236	1	累计参与15次协力战	累計參與15次協力戰	Complete 15 Invasions in total.	協同作戦に15回参加する	협력전 누적 15회 참여	เข้าร่วม​ผนึก​กำลัง​สะสม​ 15​ ครั้ง​	累计参与15次协力战	累計參與15次協力戰	Complete 15 Invasions in total.	協同作戦に15回参加する	협력전 누적 15회 참여	เข้าร่วม​ผนึก​กำลัง​สะสม​ 15​ ครั้ง​
