id	modeString	hitPos	bulletHit	floatWord	skillCamera	skillTowards	float	bossDebut	animatorControl	colour	position	direction	timeLineScale	battleScale	effectScale	WhetherLook	bonesLook	habitus	transHabitus	ifRepertory	bossTime	camPosition	camRotation	status
10100899	10100899	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	101008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.03	2.3;1.15;5	0;-155;0	1
101009	101009	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	101009	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	2.5	2.3;1.15;5	0;-155;0	1
10100999	10100999	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	101009	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	2.5	2.3;1.15;5	0;-155;0	1
101010	101010	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	101010	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.16	2.3;1.15;5	0;-155;0	1
10101099	10101099	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	101010	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.16	2.3;1.15;5	0;-155;0	1
101011	101011	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	101011	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.86	2.3;1.15;5	0;-155;0	1
10101199	10101199	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	101011	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.86	2.3;1.15;5	0;-155;0	1
101012	101012	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	101012	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.16	2.3;1.15;5	0;-155;0	1
10101299	10101299	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	101012	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.16	2.3;1.15;5	0;-155;0	1
10101202	10101202	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	101012	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.16	2.3;1.15;5	0;-155;0	1
101013	101013	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	101013	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.33	2.3;1.15;5	0;-155;0	1
10101399	10101399	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	101013	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.33	2.3;1.15;5	0;-155;0	1
10101302	10101302	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	101013	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.33	2.3;1.15;5	0;-155;0	1
10101303	10101303	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	101013	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.33	2.3;1.15;5	0;-155;0	1
10101304	10101304	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	101013	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.33	2.3;1.15;5	0;-155;0	1
101014	101014	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	101014	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.3	2.3;1.15;5	0;-155;0	1
10101499	10101499	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	101014	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.3	2.3;1.15;5	0;-155;0	1
101017	101017	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	101017	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.16	2.3;1.15;5	0;-155;0	1
10101799	10101799	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	101017	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.16	2.3;1.15;5	0;-155;0	1
101018	101018	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	101018	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.83	2.3;1.15;5	0;-155;0	1
10101802	10101802	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	101018	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.83	2.3;1.15;5	0;-155;0	1
10101899	10101899	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	101018	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.83	2.3;1.15;5	0;-155;0	1
102001	102001	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.8	2.3;0.8;5	0;-155;0	1
10200199	10200199	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.8	2.3;0.8;5	0;-155;0	1
102002	102002	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102002	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.66	2.3;0.8;5	0;-155;0	1
10200299	10200299	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102002	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.66	2.3;0.8;5	0;-155;0	1
102003	102003	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102003	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.33	2.3;0.8;5	0;-155;0	1
10200399	10200399	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102003	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.33	2.3;0.8;5	0;-155;0	1
102004	102004	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102004	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.3	2.3;0.8;5	0;-155;0	1
10200499	10200499	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102004	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.3	2.3;0.8;5	0;-155;0	1
102005	102005	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102005	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	4.36	2.3;0.8;5	0;-155;0	1
10200599	10200599	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102005	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	4.36	2.3;0.8;5	0;-155;0	1
102006	102006	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102006	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	2.73	2.3;0.8;5	0;-155;0	1
10200699	10200699	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102006	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	7.23	2.3;0.8;5	0;-155;0	1
102007	102007	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102007	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3	2.3;0.8;5	0;-155;0	1
10200799	10200799	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102007	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3	2.3;0.8;5	0;-155;0	1
102008	102008	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102008	0	-0.335;1.45;3.72	2.66;-170;0	1	1	1	1	0	2	2	1	3.66	2.3;0.8;5	0;-155;0	1
10200899	10200899	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102008	0	-0.335;1.45;3.72	2.66;-170;0	1	1	1	1	0	2	2	1	3.66	2.3;0.8;5	0;-155;0	1
102009	102009	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102009	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.46	2.3;0.8;5	0;-155;0	1
10200999	10200999	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102009	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.46	2.3;0.8;5	0;-155;0	1
102010	102010	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102010	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.13	2.3;0.8;5	0;-155;0	1
10201099	10201099	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102010	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.13	2.3;0.8;5	0;-155;0	1
102011	102011	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102011	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.5	2.3;0.8;5	0;-155;0	1
10201199	10201199	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102011	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.5	2.3;0.8;5	0;-155;0	1
102012	102012	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102012	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.83	2.3;0.8;5	0;-155;0	1
10201299	10201299	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102012	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.83	2.3;0.8;5	0;-155;0	1
10201202	10201202	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102012	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.83	2.3;0.8;5	0;-155;0	1
102013	102013	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102013	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.33	2.3;0.8;5	0;-155;0	1
10201399	10201399	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102013	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.33	2.3;0.8;5	0;-155;0	1
10201302	10201302	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102013	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.33	2.3;0.8;5	0;-155;0	1
102014	102014	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102014	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.33	2.3;0.8;5	0;-155;0	1
10201499	10201499	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102014	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.33	2.3;0.8;5	0;-155;0	1
102021	102021	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102014	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.3;0.8;5	0;-155;0	1
10202102	10201402	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102014	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.8	2.3;0.8;5	0;-155;0	1
10202103	10202103	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102014	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.8	2.3;0.8;5	0;-155;0	1
10202199	10202199	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102014	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.3;0.8;5	0;-155;0	1
102022	102022	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102014	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.3;0.8;5	0;-155;0	1
10202299	10202299	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102014	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.3;0.8;5	0;-155;0	1
102015	102015	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102015	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	2.63	2.3;0.8;5	0;-155;0	1
102016	102016	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102016	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	4.23	2.3;0.8;5	0;-155;0	1
10201699	10201699	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102016	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	4.23	2.3;0.8;5	0;-155;0	1
102017	102017	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102017	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.96	2.3;0.8;5	0;-155;0	1
10201799	10201799	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102017	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.96	2.3;0.8;5	0;-155;0	1
102018	102018	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102018	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.13	2.3;0.8;5	0;-155;0	1
10201899	10201899	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	102018	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.13	2.3;0.8;5	0;-155;0	1
103001	103001	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.36	2.3;1.15;5	0;-155;0	1
10300199	10300199	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.36	2.3;1.15;5	0;-155;0	1
103002	103002	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103002	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.13	2.3;1.15;5	0;-155;0	1
10300299	10300299	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103002	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.13	2.3;1.15;5	0;-155;0	1
103003	103003	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103003	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.9	2.3;1.15;5	0;-155;0	1
10300399	10300399	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103003	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.9	2.3;1.15;5	0;-155;0	1
10300302	10300302	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103003	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.9	2.3;1.15;5	0;-155;0	1
103004	103004	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103004	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.83	2.3;1.15;5	0;-155;0	1
10300499	10300499	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103004	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.83	2.3;1.15;5	0;-155;0	1
103005	103005	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103005	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	2.8	2.3;1.15;5	0;-155;0	1
10300599	10300599	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103005	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	2.8	2.3;1.15;5	0;-155;0	1
103006	103006	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103006	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.3	2.3;1.15;5	0;-155;0	1
10300699	10300699	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103006	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.3	2.3;1.15;5	0;-155;0	1
10300602	10300602	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103006	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.3	2.3;1.15;5	0;-155;0	1
103007	103007	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103007	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.46	2.3;1.15;5	0;-155;0	1
10300799	10300799	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103007	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.46	2.3;1.15;5	0;-155;0	1
103008	103008	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.13	2.3;1.15;5	0;-155;0	1
10300802	10300802	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.13	2.3;1.15;5	0;-155;0	1
10300899	10300899	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.13	2.3;1.15;5	0;-155;0	1
103009	103009	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103009	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.16	2.3;1.15;5	0;-155;0	1
10300999	10300999	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103009	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.16	2.3;1.15;5	0;-155;0	1
103010	103010	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103010	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.13	2.3;1.15;5	0;-155;0	1
10301099	10301099	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103010	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.13	2.3;1.15;5	0;-155;0	1
10301002	10301002	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103010	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.13	2.3;1.15;5	0;-155;0	1
103011	103011	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103011	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.16	2.3;1.15;5	0;-155;0	1
10301199	10301199	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103011	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.16	2.3;1.15;5	0;-155;0	1
103012	103012	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103012	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.2	2.3;1.15;5	0;-155;0	1
10301202	10301202	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103012	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.2	2.3;1.15;5	0;-155;0	1
10301203	103012_01	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103012	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.2	2.3;1.15;5	0;-155;0	1
10301299	10301299	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103012	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.2	2.3;1.15;5	0;-155;0	1
103013	103013	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103013	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.16	2.3;1.15;5	0;-155;0	1
10301399	10301399	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103013	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.16	2.3;1.15;5	0;-155;0	1
103021	103021	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103013	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.3;1.15;5	0;-155;0	1
10302199	10302199	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103013	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.3;1.15;5	0;-155;0	1
10302150	10302150	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103013	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.3;1.15;5	0;-155;0	1
10302103	10302103	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103013	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.3;1.15;5	0;-155;0	1
10302104	10302104	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103013	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.3;1.15;5	0;-155;0	1
103014	103014	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103014	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	2.8	2.3;1.15;5	0;-155;0	1
10301499	10301499	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103014	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	2.8	2.3;1.15;5	0;-155;0	1
103017	103017	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103017	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.83	2.3;1.15;5	0;-155;0	1
