Id	attributeType	type	typePara	attributeId	addTypeNum	combatValue1	combatValue2	buffId	buffIdNum	photoId	activephotoId	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
120601024	1	101		202	0.5	25000	0	0	0			1	茶杯	茶杯	Tea Cup	カップ	찻잔	ถ้วยชา	基础防御力+50%;战中战斗力+5000	基礎防禦力+50%;戰中戰鬥力+5000	Base DEF +50%;Battle Power +5000	基本防御力＋50%、戦闘中の戦闘力＋5000	기본 방어력 +50%;전투 시 전투력 +5000	DEF​ พื้นฐาน​ +50%,​ CP​ ใน​การต่อสู้​ +5,000​
120601025	1	101		202	0.6	32000	0	0	0			1	茶杯	茶杯	Tea Cup	カップ	찻잔	ถ้วยชา	基础防御力+60%;战中战斗力+6400	基礎防禦力+60%;戰中戰鬥力+6400	Base DEF +60%;Battle Power +6400	基本防御力＋60%、戦闘中の戦闘力＋6400	기본 방어력 +60%;전투 시 전투력 +6400	DEF​ พื้นฐาน​ +60%,​ CP​ ใน​การต่อสู้​ +6,400​
120601026	1	101		202	0.8	42000	0	0	0			1	茶杯	茶杯	Tea Cup	カップ	찻잔	ถ้วยชา	基础防御力+80%;战中战斗力+8400	基礎防禦力+80%;戰中戰鬥力+8400	Base DEF +80%;Battle Power +8400	基本防御力＋80%、戦闘中の戦闘力＋8400	기본 방어력 +80%;전투 시 전투력 +8400	DEF​ พื้นฐาน​ +80%,​ CP​ ใน​การต่อสู้​ +8,400​
120601031	1	101		302	0.2	8000	0	0	0			1	日记本	日記本	Diary	日記	일기장	สมุดบันทึก	基础生命值+20%;战中战斗力+1600	基礎生命值+20%;戰中戰鬥力+1600	Base HP +20%;Battle Power +1600	基本最大HP＋20%、戦闘中の戦闘力＋1600	기본 HP +20%;전투 시 전투력 +1600	HP​ พื้นฐาน​ +20%,​ CP​ ใน​การต่อสู้​ +1,600​
120601032	1	101		302	0.3	12000	0	0	0			1	日记本	日記本	Diary	日記	일기장	สมุดบันทึก	基础生命值+30%;战中战斗力+2400	基礎生命值+30%;戰中戰鬥力+2400	Base HP +30%;Battle Power +2400	基本最大HP＋30%、戦闘中の戦闘力＋2400	기본 HP +30%;전투 시 전투력 +2400	HP​ พื้นฐาน​ +30%,​ CP​ ใน​การต่อสู้​ +2,400​
120601033	1	101		302	0.4	18000	0	0	0			1	日记本	日記本	Diary	日記	일기장	สมุดบันทึก	基础生命值+40%;战中战斗力+3600	基礎生命值+40%;戰中戰鬥力+3600	Base HP +40%;Battle Power +3600	基本最大HP＋40%、戦闘中の戦闘力＋3600	기본 HP +40%;전투 시 전투력 +3600	HP​ พื้นฐาน​ +40%,​ CP​ ใน​การต่อสู้​ +3,600​
120601034	1	101		302	0.5	25000	0	0	0			1	日记本	日記本	Diary	日記	일기장	สมุดบันทึก	基础生命值+50%;战中战斗力+5000	基礎生命值+50%;戰中戰鬥力+5000	Base HP +50%;Battle Power +5000	基本最大HP＋50%、戦闘中の戦闘力＋5000	기본 HP +50%;전투 시 전투력 +5000	HP​ พื้นฐาน​ +50%,​ CP​ ใน​การต่อสู้​ +5,000​
120601035	1	101		302	0.6	32000	0	0	0			1	日记本	日記本	Diary	日記	일기장	สมุดบันทึก	基础生命值+60%;战中战斗力+6400	基礎生命值+60%;戰中戰鬥力+6400	Base HP +60%;Battle Power +6400	基本最大HP＋60%、戦闘中の戦闘力＋6400	기본 HP +60%;전투 시 전투력 +6400	HP​ พื้นฐาน​ +60%,​ CP​ ใน​การต่อสู้​ +6,400​
120601036	1	101		302	0.8	42000	0	0	0			1	日记本	日記本	Diary	日記	일기장	สมุดบันทึก	基础生命值+80%;战中战斗力+8400	基礎生命值+80%;戰中戰鬥力+8400	Base HP +80%;Battle Power +8400	基本最大HP＋80%、戦闘中の戦闘力＋8400	기본 HP +80%;전투 시 전투력 +8400	HP​ พื้นฐาน​ +80%,​ CP​ ใน​การต่อสู้​ +8,400​
120601041	1	101		101	200	8000	0	0	0			1	蛋糕	蛋糕	Cake	ケーキ	케이크	เค้ก	基础攻击力+200;战中战斗力+1600	基礎攻擊力+200;戰中戰鬥力+1600	Base ATK +200;Battle Power +1600	基本攻撃力＋200、戦闘中の戦闘力＋1600	기본 공격력 +200;전투 시 전투력 +1600	ATK​ พื้นฐาน​ +200,​ CP​ ใน​การต่อสู้​ +1,600​
120601042	1	101		101	420	12000	0	0	0			1	蛋糕	蛋糕	Cake	ケーキ	케이크	เค้ก	基础攻击力+420;战中战斗力+2400	基礎攻擊力+420;戰中戰鬥力+2400	Base ATK +420;Battle Power +2400	基本攻撃力＋420、戦闘中の戦闘力＋2400	기본 공격력 +420;전투 시 전투력 +2400	ATK​ พื้นฐาน​ +420,​ CP​ ใน​การต่อสู้​ +2,400​
120601043	1	101		101	640	18000	0	0	0			1	蛋糕	蛋糕	Cake	ケーキ	케이크	เค้ก	基础攻击力+640;战中战斗力+3600	基礎攻擊力+640;戰中戰鬥力+3600	Base ATK +640;Battle Power +3600	基本攻撃力＋640、戦闘中の戦闘力＋3600	기본 공격력 +640;전투 시 전투력 +3600	ATK​ พื้นฐาน​ +640,​ CP​ ใน​การต่อสู้​ +3,600​
120601044	1	101		101	860	25000	0	0	0			1	蛋糕	蛋糕	Cake	ケーキ	케이크	เค้ก	基础攻击力+860;战中战斗力+5000	基礎攻擊力+860;戰中戰鬥力+5000	Base ATK +860;Battle Power +5000	基本攻撃力＋860、戦闘中の戦闘力＋5000	기본 공격력 +860;전투 시 전투력 +5000	ATK​ พื้นฐาน​ +860,​ CP​ ใน​การต่อสู้​ +5,000​
120601045	1	101		101	1080	32000	0	0	0			1	蛋糕	蛋糕	Cake	ケーキ	케이크	เค้ก	基础攻击力+1080;战中战斗力+6400	基礎攻擊力+1080;戰中戰鬥力+6400	Base ATK +1080;Battle Power +6400	基本攻撃力＋1080、戦闘中の戦闘力＋6400	기본 공격력 +1080;전투 시 전투력 +6400	ATK​ พื้นฐาน​ +1,080,​ CP​ ใน​การต่อสู้​ +6,400​
120601046	1	101		101	1500	42000	0	0	0			1	蛋糕	蛋糕	Cake	ケーキ	케이크	เค้ก	基础攻击力+1500;战中战斗力+8400	基礎攻擊力+1500;戰中戰鬥力+8400	Base ATK +1500;Battle Power +8400	基本攻撃力＋1500、戦闘中の戦闘力＋8400	기본 공격력 +1500;전투 시 전투력 +8400	ATK​ พื้นฐาน​ +1,500,​ CP​ ใน​การต่อสู้​ +8,400​
120601051	1	101		201	300	8000	0	0	0			1	黑猫	黑貓	Darkpaw	黒猫	블랙 펠리니언	แมวพาโธซิส	基础防御力+300;战中战斗力+1600	基礎防禦力+300;戰中戰鬥力+1600	Base DEF +300;Battle Power +1600	基本防御力＋300、戦闘中の戦闘力＋1600	기본 방어력 +300;전투 시 전투력 +1600	DEF​ พื้นฐาน​ +300,​ CP​ ใน​การต่อสู้​ +1,600​
120601052	1	101		201	550	12000	0	0	0			1	黑猫	黑貓	Darkpaw	黒猫	블랙 펠리니언	แมวพาโธซิส	基础防御力+550;战中战斗力+2400	基礎防禦力+550;戰中戰鬥力+2400	Base DEF +550;Battle Power +2400	基本防御力＋550、戦闘中の戦闘力＋2400	기본 방어력 +550;전투 시 전투력 +2400	DEF​ พื้นฐาน​ +550,​ CP​ ใน​การต่อสู้​ +2,400​
120601053	1	101		201	800	18000	0	0	0			1	黑猫	黑貓	Darkpaw	黒猫	블랙 펠리니언	แมวพาโธซิส	基础防御力+800;战中战斗力+3600	基礎防禦力+800;戰中戰鬥力+3600	Base DEF +800;Battle Power +3600	基本防御力＋800、戦闘中の戦闘力＋3600	기본 방어력 +800;전투 시 전투력 +3600	DEF​ พื้นฐาน​ +800,​ CP​ ใน​การต่อสู้​ +3,600​
120601054	1	101		201	1050	25000	0	0	0			1	黑猫	黑貓	Darkpaw	黒猫	블랙 펠리니언	แมวพาโธซิส	基础防御力+1050;战中战斗力+5000	基礎防禦力+1050;戰中戰鬥力+5000	Base DEF +1050;Battle Power +5000	基本防御力＋1050、戦闘中の戦闘力＋5000	기본 방어력 +1050;전투 시 전투력 +5000	DEF​ พื้นฐาน​ +1,050,​ CP​ ใน​การต่อสู้​ +5,000​
120601055	1	101		201	1300	32000	0	0	0			1	黑猫	黑貓	Darkpaw	黒猫	블랙 펠리니언	แมวพาโธซิส	基础防御力+1300;战中战斗力+6400	基礎防禦力+1300;戰中戰鬥力+6400	Base DEF +1300;Battle Power +6400	基本防御力＋1300、戦闘中の戦闘力＋6400	기본 방어력 +1300;전투 시 전투력 +6400	DEF​ พื้นฐาน​ +1,300,​ CP​ ใน​การต่อสู้​ +6,400​
120601056	1	101		201	1800	42000	0	0	0			1	黑猫	黑貓	Darkpaw	黒猫	블랙 펠리니언	แมวพาโธซิส	基础防御力+1800;战中战斗力+8400	基礎防禦力+1800;戰中戰鬥力+8400	Base DEF +1800;Battle Power +8400	基本防御力＋1800、戦闘中の戦闘力＋8400	기본 방어력 +1800;전투 시 전투력 +8400	DEF​ พื้นฐาน​ +1,800,​ CP​ ใน​การต่อสู้​ +8,400​
120601061	1	101		1203	0.1	8000	0	0	0			1	报纸	報紙	Newspaper	新聞	신문	หนังสือพิมพ์	穿透率+10%;战中战斗力+1600	穿透率+10%;戰中戰鬥力+1600	Armor PEN +10%;Battle Power +1600	貫通率＋10%、戦闘中の戦闘力＋1600	관통률 +10%;전투 시 전투력 +1600	อัตรา​การเจาะ​ +10%,​ CP​ ใน​การต่อสู้​ +1,600​
120601062	1	101		1203	0.18	12000	0	0	0			1	报纸	報紙	Newspaper	新聞	신문	หนังสือพิมพ์	穿透率+18%;战中战斗力+2400	穿透率+18%;戰中戰鬥力+2400	Armor PEN +18%;Battle Power +2400	貫通率＋18%、戦闘中の戦闘力＋2400	관통률 +18%;전투 시 전투력 +2400	อัตรา​การเจาะ​ +18%,​ CP​ ใน​การต่อสู้​ +2,400​
120601063	1	101		1203	0.26	18000	0	0	0			1	报纸	報紙	Newspaper	新聞	신문	หนังสือพิมพ์	穿透率+26%;战中战斗力+3600	穿透率+26%;戰中戰鬥力+3600	Armor PEN +26%;Battle Power +3600	貫通率＋26%、戦闘中の戦闘力＋3600	관통률 +26%;전투 시 전투력 +3600	อัตรา​การเจาะ​ +26%,​ CP​ ใน​การต่อสู้​ +3,600​
120601064	1	101		1203	0.35	25000	0	0	0			1	报纸	報紙	Newspaper	新聞	신문	หนังสือพิมพ์	穿透率+35%;战中战斗力+5000	穿透率+35%;戰中戰鬥力+5000	Armor PEN +35%;Battle Power +5000	貫通率＋35%、戦闘中の戦闘力＋5000	관통률 +35%;전투 시 전투력 +5000	อัตรา​การเจาะ​ +35%,​ CP​ ใน​การต่อสู้​ +5,000​
120601065	1	101		1203	0.43	32000	0	0	0			1	报纸	報紙	Newspaper	新聞	신문	หนังสือพิมพ์	穿透率+43%;战中战斗力+6400	穿透率+43%;戰中戰鬥力+6400	Armor PEN +43%;Battle Power +6400	貫通率＋43%、戦闘中の戦闘力＋6400	관통률 +43%;전투 시 전투력 +6400	อัตรา​การเจาะ​ +43%,​ CP​ ใน​การต่อสู้​ +6,400​
120601066	1	101		1203	0.6	42000	0	0	0			1	报纸	報紙	Newspaper	新聞	신문	หนังสือพิมพ์	穿透率+60%;战中战斗力+8400	穿透率+60%;戰中戰鬥力+8400	Armor PEN +60%;Battle Power +8400	貫通率＋60%、戦闘中の戦闘力＋8400	관통률 +60%;전투 시 전투력 +8400	อัตรา​การเจาะ​ +60%,​ CP​ ใน​การต่อสู้​ +8,400​
120601071	1	101		1303	0.15	8000	0	0	0			1	废弃文件	廢棄文件	Abandoned File	廃棄書類	폐기문건	เอกสารที่ถูกทิ้ง	忍耐率+15%;战中战斗力+1600	忍耐率+15%;戰中戰鬥力+1600	Endurance +15%;Battle Power +1600	忍耐率＋15%、戦闘中の戦闘力＋1600	인내율 +15%;전투 시 전투력 +1600	อัตรา​อดทน​ +15%,​ CP​ ใน​การต่อสู้​ +1,600​
120601072	1	101		1303	0.24	12000	0	0	0			1	废弃文件	廢棄文件	Abandoned File	廃棄書類	폐기문건	เอกสารที่ถูกทิ้ง	忍耐率+24%;战中战斗力+2400	忍耐率+24%;戰中戰鬥力+2400	Endurance +24%;Battle Power +2400	忍耐率＋24%、戦闘中の戦闘力＋2400	인내율 +24%;전투 시 전투력 +2400	อัตรา​อดทน​ +24%,​ CP​ ใน​การต่อสู้​ +2,400​
120601073	1	101		1303	0.33	18000	0	0	0			1	废弃文件	廢棄文件	Abandoned File	廃棄書類	폐기문건	เอกสารที่ถูกทิ้ง	忍耐率+33%;战中战斗力+3600	忍耐率+33%;戰中戰鬥力+3600	Endurance +33%;Battle Power +3600	忍耐率＋33%、戦闘中の戦闘力＋3600	인내율 +33%;전투 시 전투력 +3600	อัตรา​อดทน​ +33%,​ CP​ ใน​การต่อสู้​ +3,600​
120601074	1	101		1303	0.42	25000	0	0	0			1	废弃文件	廢棄文件	Abandoned File	廃棄書類	폐기문건	เอกสารที่ถูกทิ้ง	忍耐率+42%;战中战斗力+5000	忍耐率+42%;戰中戰鬥力+5000	Endurance +42%;Battle Power +5000	忍耐率＋42%、戦闘中の戦闘力＋5000	인내율 +42%;전투 시 전투력 +5000	อัตรา​อดทน​ +42%,​ CP​ ใน​การต่อสู้​ +5,000​
120601075	1	101		1303	0.51	32000	0	0	0			1	废弃文件	廢棄文件	Abandoned File	廃棄書類	폐기문건	เอกสารที่ถูกทิ้ง	忍耐率+51%;战中战斗力+6400	忍耐率+51%;戰中戰鬥力+6400	Endurance +51%;Battle Power +6400	忍耐率＋51%、戦闘中の戦闘力＋6400	인내율 +51%;전투 시 전투력 +6400	อัตรา​อดทน​ +51%,​ CP​ ใน​การต่อสู้​ +6,400​
120601076	1	101		1303	0.7	42000	0	0	0			1	废弃文件	廢棄文件	Abandoned File	廃棄書類	폐기문건	เอกสารที่ถูกทิ้ง	忍耐率+70%;战中战斗力+8400	忍耐率+70%;戰中戰鬥力+8400	Endurance +70%;Battle Power +8400	忍耐率＋70%、戦闘中の戦闘力＋8400	인내율 +70%;전투 시 전투력 +8400	อัตรา​อดทน​ +70%,​ CP​ ใน​การต่อสู้​ +8,400​
120601081	1	101		603	0.15	8000	0	0	0			1	挂牌	掛牌	List	下げ札	개업	ป้ายแขวน	暴击率+15%;战中战斗力+1600	爆擊率+15%;戰中戰鬥力+1600	CRIT Rate +15%;Battle Power +1600	会心率＋15%、戦闘中の戦闘力＋1600	크리티컬 확률 +15%;전투 시 전투력 +1600	อัต​ราค​ริ​ติ​คอ​ล​ +15%,​ CP​ ใน​การต่อสู้​ +1,600​
120601082	1	101		603	0.24	12000	0	0	0			1	挂牌	掛牌	List	下げ札	개업	ป้ายแขวน	暴击率+24%;战中战斗力+2400	爆擊率+24%;戰中戰鬥力+2400	CRIT Rate +24%;Battle Power +2400	会心率＋24%、戦闘中の戦闘力＋2400	크리티컬 확률 +24%;전투 시 전투력 +2400	อัต​ราค​ริ​ติ​คอ​ล​ +24%,​ CP​ ใน​การต่อสู้​ +2,400​
120601083	1	101		603	0.33	18000	0	0	0			1	挂牌	掛牌	List	下げ札	개업	ป้ายแขวน	暴击率+33%;战中战斗力+3600	爆擊率+33%;戰中戰鬥力+3600	CRIT Rate +33%;Battle Power +3600	会心率＋33%、戦闘中の戦闘力＋3600	크리티컬 확률 +33%;전투 시 전투력 +3600	อัต​ราค​ริ​ติ​คอ​ล​ +33%,​ CP​ ใน​การต่อสู้​ +3,600​
120601084	1	101		603	0.42	25000	0	0	0			1	挂牌	掛牌	List	下げ札	개업	ป้ายแขวน	暴击率+42%;战中战斗力+5000	爆擊率+42%;戰中戰鬥力+5000	CRIT Rate +42%;Battle Power +5000	会心率＋42%、戦闘中の戦闘力＋5000	크리티컬 확률 +42%;전투 시 전투력 +5000	อัต​ราค​ริ​ติ​คอ​ล​ +42%,​ CP​ ใน​การต่อสู้​ +5,000​
120601085	1	101		603	0.51	32000	0	0	0			1	挂牌	掛牌	List	下げ札	개업	ป้ายแขวน	暴击率+51%;战中战斗力+6400	爆擊率+51%;戰中戰鬥力+6400	CRIT Rate +51%;Battle Power +6400	会心率＋51%、戦闘中の戦闘力＋6400	크리티컬 확률 +51%;전투 시 전투력 +6400	อัต​ราค​ริ​ติ​คอ​ล​ +51%,​ CP​ ใน​การต่อสู้​ +6,400​
120601086	1	101		603	0.7	42000	0	0	0			1	挂牌	掛牌	List	下げ札	개업	ป้ายแขวน	暴击率+70%;战中战斗力+8400	爆擊率+70%;戰中戰鬥力+8400	CRIT Rate +70%;Battle Power +8400	会心率＋70%、戦闘中の戦闘力＋8400	크리티컬 확률 +70%;전투 시 전투력 +8400	อัต​ราค​ริ​ติ​คอ​ล​ +70%,​ CP​ ใน​การต่อสู้​ +8,400​
120601091	1	101		703	0.2	8000	0	0	0			1	纸箱	紙箱	Paper Box	段ボール	종이상자	กล่องกระดาษ	暴击伤害+20%;战中战斗力+1600	爆擊傷害+20%;戰中戰鬥力+1600	CRIT DMG +20%;Battle Power +1600	会心ダメージ＋20%、戦闘中の戦闘力＋1600	크리티컬 대미지 +20%;전투 시 전투력 +1600	ดา​เม​จค​ริ​ติ​คอ​ล​ +20%,​ CP​ ใน​การต่อสู้​ +1,600​
120601092	1	101		703	0.31	12000	0	0	0			1	纸箱	紙箱	Paper Box	段ボール	종이상자	กล่องกระดาษ	暴击伤害+31%;战中战斗力+2400	爆擊傷害+31%;戰中戰鬥力+2400	CRIT DMG +31%;Battle Power +2400	会心ダメージ＋31%、戦闘中の戦闘力＋2400	크리티컬 대미지 +31%;전투 시 전투력 +2400	ดา​เม​จค​ริ​ติ​คอ​ล​ +31%,​ CP​ ใน​การต่อสู้​ +2,400​
120601093	1	101		703	0.43	18000	0	0	0			1	纸箱	紙箱	Paper Box	段ボール	종이상자	กล่องกระดาษ	暴击伤害+43%;战中战斗力+3600	爆擊傷害+43%;戰中戰鬥力+3600	CRIT DMG +43%;Battle Power +3600	会心ダメージ＋43%、戦闘中の戦闘力＋3600	크리티컬 대미지 +43%;전투 시 전투력 +3600	ดา​เม​จค​ริ​ติ​คอ​ล​ +43%,​ CP​ ใน​การต่อสู้​ +3,600​
120601094	1	101		703	0.55	25000	0	0	0			1	纸箱	紙箱	Paper Box	段ボール	종이상자	กล่องกระดาษ	暴击伤害+55%;战中战斗力+5000	爆擊傷害+55%;戰中戰鬥力+5000	CRIT DMG +55%;Battle Power +5000	会心ダメージ＋55%、戦闘中の戦闘力＋5000	크리티컬 대미지 +55%;전투 시 전투력 +5000	ดา​เม​จค​ริ​ติ​คอ​ล​ +55%,​ CP​ ใน​การต่อสู้​ +5,000​
120601095	1	101		703	0.66	32000	0	0	0			1	纸箱	紙箱	Paper Box	段ボール	종이상자	กล่องกระดาษ	暴击伤害+66%;战中战斗力+6400	爆擊傷害+66%;戰中戰鬥力+6400	CRIT DMG +66%;Battle Power +6400	会心ダメージ＋66%、戦闘中の戦闘力＋6400	크리티컬 대미지 +66%;전투 시 전투력 +6400	ดา​เม​จค​ริ​ติ​คอ​ล​ +66%,​ CP​ ใน​การต่อสู้​ +6,400​
120601096	1	101		703	0.9	42000	0	0	0			1	纸箱	紙箱	Paper Box	段ボール	종이상자	กล่องกระดาษ	暴击伤害+90%;战中战斗力+8400	爆擊傷害+90%;戰中戰鬥力+8400	CRIT DMG +90%;Battle Power +8400	会心ダメージ＋90%、戦闘中の戦闘力＋8400	크리티컬 대미지 +90%;전투 시 전투력 +8400	ดา​เม​จค​ริ​ติ​คอ​ล​ +90%,​ CP​ ใน​การต่อสู้​ +8,400​
120601101	1	101		3021	0.15	8000	0	0	0			1	名画	名畫	Famous Painting	名画	명화	ภาพวาดที่มีชื่อเสียง	造成真实伤害+15%;战中战斗力+1600	造成真實傷害+15%;戰中戰鬥力+1600	True DMG Dealt +15%;Battle Power +1600	与える直撃ダメージ＋15%、戦闘中の戦闘力＋1600	부여하는 고정 대미지 +15%;전투 시 전투력 +1600	สร้าง​ดา​เม​จ​จริง​ +15%,​ CP​ ใน​การต่อสู้​ +1,600​
120601102	1	101		3021	0.24	12000	0	0	0			1	名画	名畫	Famous Painting	名画	명화	ภาพวาดที่มีชื่อเสียง	造成真实伤害+24%;战中战斗力+2400	造成真實傷害+24%;戰中戰鬥力+2400	True DMG Dealt +24%;Battle Power +2400	与える直撃ダメージ＋24%、戦闘中の戦闘力＋2400	부여하는 고정 대미지 +24%;전투 시 전투력 +2400	สร้าง​ดา​เม​จ​จริง​ +24%,​ CP​ ใน​การต่อสู้​ +2,400​
120601103	1	101		3021	0.33	18000	0	0	0			1	名画	名畫	Famous Painting	名画	명화	ภาพวาดที่มีชื่อเสียง	造成真实伤害+33%;战中战斗力+3600	造成真實傷害+33%;戰中戰鬥力+3600	True DMG Dealt +33%;Battle Power +3600	与える直撃ダメージ＋33%、戦闘中の戦闘力＋3600	부여하는 고정 대미지 +33%;전투 시 전투력 +3600	สร้าง​ดา​เม​จ​จริง​ +33%,​ CP​ ใน​การต่อสู้​ +3,600​
120601104	1	101		3021	0.42	25000	0	0	0			1	名画	名畫	Famous Painting	名画	명화	ภาพวาดที่มีชื่อเสียง	造成真实伤害+42%;战中战斗力+5000	造成真實傷害+42%;戰中戰鬥力+5000	True DMG Dealt +42%;Battle Power +5000	与える直撃ダメージ＋42%、戦闘中の戦闘力＋5000	부여하는 고정 대미지 +42%;전투 시 전투력 +5000	สร้าง​ดา​เม​จ​จริง​ +42%,​ CP​ ใน​การต่อสู้​ +5,000​
120601105	1	101		3021	0.51	32000	0	0	0			1	名画	名畫	Famous Painting	名画	명화	ภาพวาดที่มีชื่อเสียง	造成真实伤害+51%;战中战斗力+6400	造成真實傷害+51%;戰中戰鬥力+6400	True DMG Dealt +51%;Battle Power +6400	与える直撃ダメージ＋51%、戦闘中の戦闘力＋6400	부여하는 고정 대미지 +51%;전투 시 전투력 +6400	สร้าง​ดา​เม​จ​จริง​ +51%,​ CP​ ใน​การต่อสู้​ +6,400​
120601106	1	101		3021	0.7	42000	0	0	0			1	名画	名畫	Famous Painting	名画	명화	ภาพวาดที่มีชื่อเสียง	造成真实伤害+70%;战中战斗力+8400	造成真實傷害+70%;戰中戰鬥力+8400	True DMG Dealt +70%;Battle Power +8400	与える直撃ダメージ＋70%、戦闘中の戦闘力＋8400	부여하는 고정 대미지 +70%;전투 시 전투력 +8400	สร้าง​ดา​เม​จ​จริง​ +70%,​ CP​ ใน​การต่อสู้​ +8,400​
120601111	1	101		3041	0.15	8000	0	0	0			1	树叶	樹葉	Leaf	木の葉	나뭇잎	ใบไม้	造成穿透伤害+15%;战中战斗力+1600	造成穿透傷害+15%;戰中戰鬥力+1600	Piercing DMG Dealt +15%;Battle Power +1600	与える貫通ダメージ＋15%、戦闘中の戦闘力＋1600	부여하는 관통 대미지 +15%;전투 시 전투력 +1600	สร้าง​ดา​เม​จ​เจาะ​เกราะ​ +15%,​ CP​ ใน​การต่อสู้​ +1,600​
120601112	1	101		3041	0.24	12000	0	0	0			1	树叶	樹葉	Leaf	木の葉	나뭇잎	ใบไม้	造成穿透伤害+24%;战中战斗力+2400	造成穿透傷害+24%;戰中戰鬥力+2400	Piercing DMG Dealt +24%;Battle Power +2400	与える貫通ダメージ＋24%、戦闘中の戦闘力＋2400	부여하는 관통 대미지 +24%;전투 시 전투력 +2400	สร้าง​ดา​เม​จ​เจาะ​เกราะ​ +24%,​ CP​ ใน​การต่อสู้​ +2,400​
