id	regularReward	regularRewardNum	starRewardId	starRewardNum	fristRewards	fristRewardsNum	showItem	showItemNum	showItemTag	status
103010	0	0	0	0	4190001;4101001;4110001;3000003	50;5;3;18000	4190001;4101001;4110001;3000003	50;5;3;18000	3;3;3;3	1
103030	0	0	0	0	4101001;4110001;3000003	5;3;18500	4101001;4110001;3000003	5;3;18500	3;3;3	1
103040	0	0	0	0	4101001;4110001;3000003	5;3;19000	4101001;4110001;3000003	5;3;19000	3;3;3	1
103050	0	0	0	0	5800309;4101001;4110001;3000003	1;5;3;19500	5800309;4101001;4110001;3000003	1;5;3;19500	3;3;3;3	1
103060	0	0	0	0	4101001;4110001;3000003	5;3;20000	4101001;4110001;3000003	5;3;20000	3;3;3	1
103070	0	0	0	0	4190001;4101001;4110001;3000003	50;5;3;20500	4190001;4101001;4110001;3000003	50;5;3;20500	3;3;3;3	1
103080	0	0	0	0	4110001;3000003	3;21000	4110001;3000003	3;21000	3;3	1
103090	0	0	0	0	4190001;4101001;4110001;3000003	50;5;3;21500	4190001;4101001;4110001;3000003	50;5;3;21500	3;3;3;3	1
103100	0	0	0	0	4010431;4010432;4010433;4010434;4010435;4010436;4101001;4110001;3000003	1;1;1;1;1;1;5;3;22000	4010431;4010432;4010433;4010434;4010435;4010436;4101001;4110001;3000003	1;1;1;1;1;1;5;3;22000	3;3;3;3;3;3;3;3;3	1
103110	0	0	0	0	4101001;4110001;3000003	5;3;22500	4101001;4110001;3000003	5;3;22500	3;3;3	1
103140	0	0	0	0	4101001;4110001;3000003	5;3;23000	4101001;4110001;3000003	5;3;23000	3;3;3	1
103150	0	0	0	0	4190001;4100011;4101001;4110001;3000003	50;20;5;3;23500	4190001;4100011;4101001;4110001;3000003	50;20;5;3;23500	3;3;3;3;3	1
103170	0	0	0	0	4100021;4100022;4100023;4100024;4100025;4101001;4110001;3000003	5;5;5;5;5;5;3;24000	4100021;4100022;4100023;4100024;4100025;4101001;4110001;3000003	5;5;5;5;5;5;3;24000	3;3;3;3;3;3;3;3	1
103180	0	0	0	0	4101001;4110001;4100032;3000003	5;3;1;24500	4101001;4110001;4100032;3000003	5;3;1;24500	3;3;3;3	1
103190	0	0	0	0	4101001;4110001;3000003	5;3;25000	4101001;4110001;3000003	5;3;25000	3;3;3	1
103200	0	0	0	0	4190001;4101001;4110001;3000003	50;5;3;25500	4190001;4101001;4110001;3000003	50;5;3;25500	3;3;3;3	1
103210	0	0	0	0	4101001;4110001;3000003	5;3;26000	4101001;4110001;3000003	5;3;26000	3;3;3	1
103220	0	0	0	0	4110001;3000003	3;26500	4110001;3000003	3;26500	3;3	1
103230	0	0	0	0	4101001;4110001;3000003	5;3;27000	4101001;4110001;3000003	5;3;27000	3;3;3	1
103250	0	0	0	0	4110001;3000003	3;27500	4110001;3000003	3;27500	3;3	1
103260	0	0	0	0	4190001;4101001;5100001;4110001;3000003	50;5;1;3;28000	4190001;4101001;5100001;4110001;3000003	50;5;1;3;28000	3;3;3;3;3	1
104010	0	0	0	0	4190001;4110001;3000003	50;3;28500	4190001;4110001;3000003	50;3;28500	3;3;3	1
104020	0	0	0	0	4101001;4110001;3000003	5;3;29000	4101001;4110001;3000003	5;3;29000	3;3;3	1
104030	0	0	0	0	4101001;4110001;3000003	5;3;29500	4101001;4110001;3000003	5;3;29500	3;3;3	1
104040	0	0	0	0	4101001;4110001;3000003	5;3;30000	4101001;4110001;3000003	5;3;30000	3;3;3	1
104050	0	0	0	0	4190001;4101001;4110001;3000003	50;5;3;30500	4190001;4101001;4110001;3000003	50;5;3;30500	3;3;3;3	1
104060	0	0	0	0	4101001;4110001;3000003	5;3;31000	4101001;4110001;3000003	5;3;31000	3;3;3	1
104070	0	0	0	0	4101001;4110001;3000003	5;3;31500	4101001;4110001;3000003	5;3;31500	3;3;3	1
104080	0	0	0	0	4190001;4101001;4110001;3000003	50;5;3;32000	4190001;4101001;4110001;3000003	50;5;3;32000	3;3;3;3	1
104090	0	0	0	0	4190001;4101001;4110001;3000003	50;5;3;32500	4190001;4101001;4110001;3000003	50;5;3;32500	3;3;3;3	1
104100	0	0	0	0	4101001;4110001;3000003	5;3;33000	4101001;4110001;3000003	5;3;33000	3;3;3	1
104110	0	0	0	0	4101001;4110001;3000003	5;3;33500	4101001;4110001;3000003	5;3;33500	3;3;3	1
104120	0	0	0	0	4101001;4110001;3000003	5;3;34000	4101001;4110001;3000003	5;3;34000	3;3;3	1
104130	0	0	0	0	4101001;4110001;3000003	5;3;34500	4101001;4110001;3000003	5;3;34500	3;3;3	1
104140	0	0	0	0	4190001;4101001;4110001;3000003	50;5;3;35000	4190001;4101001;4110001;3000003	50;5;3;35000	3;3;3;3	1
104150	0	0	0	0	4101001;4110001;3000003	5;3;35500	4101001;4110001;3000003	5;3;35500	3;3;3	1
104151	0	0	0	0	4101001;4110001;3000003	5;3;36000	4101001;4110001;3000003	5;3;36000	3;3;3	1
104160	0	0	0	0	4101001;4110001;3000003	5;3;36500	4101001;4110001;3000003	5;3;36500	3;3;3	1
104170	0	0	0	0	4190001;4101001;4110001;3000003	50;5;3;37000	4190001;4101001;4110001;3000003	50;5;3;37000	3;3;3;3	1
104180	0	0	0	0	5400006;4101001;4110001;3000003	1;5;3;37500	5400006;4101001;4110001;3000003	1;5;3;37500	3;3;3	1
104200	0	0	0	0	4110001;3000003	3;38500	4110001;3000003	3;38500	3;3	1
104270	0	0	0	0	4101001;4110001;3000003	5;3;39000	4101001;4110001;3000003	5;3;39000	3;3;3	1
104280	0	0	0	0	4110001;3000003	3;39500	4110001;3000003	3;39500	3;3	1
104290	0	0	0	0	4190001;4101001;5100001;4110001;3000003	50;5;1;3;40000	4190001;4101001;5100001;4110001;3000003	50;5;1;3;40000	3;3;3;3;3	1
105010	0	0	0	0	4190001;4101001;4110001;3000003	50;5;4;40500	4190001;4101001;4110001;3000003	50;5;4;40500	3;3;3;3	1
105030	0	0	0	0	4101001;4110001;3000003	5;4;41000	4101001;4110001;3000003	5;4;41000	3;3;3	1
105050	0	0	0	0	4101001;4110001;3000003	5;4;41500	4101001;4110001;3000003	5;4;41500	3;3;3	1
105060	0	0	0	0	4190001;4101001;4110001;3000003	50;5;4;42000	4190001;4101001;4110001;3000003	50;5;4;42000	3;3;3;3	1
105061	0	0	0	0	4101001;4110001;3000003	5;4;42500	4101001;4110001;3000003	5;4;42500	3;3;3	1
105070	0	0	0	0	4190001;4101001;4110001;3000003	50;5;4;43000	4190001;4101001;4110001;3000003	50;5;4;43000	3;3;3;3	1
105071	0	0	0	0	4110001;3000003	4;43500	4110001;3000003	4;43500	3;3	1
105090	0	0	0	0	4101001;4110001;3000003	5;4;44000	4101001;4110001;3000003	5;4;44000	3;3;3	1
105100	0	0	0	0	4190001;4101001;4110001;3000003	50;5;4;44500	4190001;4101001;4110001;3000003	50;5;4;44500	3;3;3;3	1
105110	0	0	0	0	4101001;4110001;3000003	5;4;45000	4101001;4110001;3000003	5;4;45000	3;3;3	1
105120	0	0	0	0	4101001;4110001;3000003	5;4;45500	4101001;4110001;3000003	5;4;45500	3;3;3	1
105121	0	0	0	0	4110001;3000003	4;46000	4110001;3000003	4;46000	3;3	1
105130	0	0	0	0	4190001;4101001;4110001;3000003	50;5;4;46500	4190001;4101001;4110001;3000003	50;5;4;46500	3;3;3;3	1
105131	0	0	0	0	4101001;4110001;3000003	5;4;47000	4101001;4110001;3000003	5;4;47000	3;3;3	1
105140	0	0	0	0	4190001;4101001;4110001;4119001	50;5;4;5	4190001;4101001;4110001;4119001	50;5;4;5	3;3;3;3	1
105160	0	0	0	0	4101001;4110001;3000003	5;4;48000	4101001;4110001;3000003	5;4;48000	3;3;3	1
105170	0	0	0	0	4101001;4110001;3000003	5;4;48500	4101001;4110001;3000003	5;4;48500	3;3;3	1
105180	0	0	0	0	4101001;4110001;3000003	5;4;49000	4101001;4110001;3000003	5;4;49000	3;3;3	1
105190	0	0	0	0	4101001;4110001;3000003	5;4;49500	4101001;4110001;3000003	5;4;49500	3;3;3	1
105200	0	0	0	0	4101001;4110001;3000003	5;4;50000	4101001;4110001;3000003	5;4;50000	3;3;3	1
105210	0	0	0	0	4190001;4101001;4110001;3000003;3000022	50;5;4;50500;3	4190001;4101001;4110001;3000003;3000022	50;5;4;50500;3	3;3;3;3;3	1
105220	0	0	0	0	4101001;4110001;3000003	5;4;51000	4101001;4110001;3000003	5;4;51000	3;3;3	1
105240	0	0	0	0	4101001;4110001;3000003	5;4;51500	4101001;4110001;3000003	5;4;51500	3;3;3	1
105250	0	0	0	0	4190001;4101001;5100001;4110001;3000003	50;5;1;4;52000	4190001;4101001;5100001;4110001;3000003	50;5;1;4;52000	3;3;3;3;3	1
106010	0	0	0	0	4190001;4101001;4110001;3000003	50;5;4;52500	4190001;4101001;4110001;3000003	50;5;4;52500	3;3;3;3	1
106020	0	0	0	0	4101001;4110001;3000003	5;4;53000	4101001;4110001;3000003	5;4;53000	3;3;3	1
106021	0	0	0	0	4110001;3000003	4;53500	4110001;3000003	4;53500	3;3	1
106030	0	0	0	0	4101001;4110001;3000003	5;4;54000	4101001;4110001;3000003	5;4;54000	3;3;3	1
106040	0	0	0	0	4101001;4110001;3000003	5;4;54500	4101001;4110001;3000003	5;4;54500	3;3;3	1
106050	0	0	0	0	4190001;4101001;4110001;3000003	50;5;4;55000	4190001;4101001;4110001;3000003	50;5;4;55000	3;3;3;3	1
106060	0	0	0	0	4101001;4110001;3000003	5;4;55500	4101001;4110001;3000003	5;4;55500	3;3;3	1
106070	0	0	0	0	4101001;4110001;3000003;4197002	5;4;56000;1	4101001;4110001;3000003;4197002	5;4;56000;1	3;3;3;3	1
106080	0	0	0	0	4101001;4110001;3000003	5;4;56500	4101001;4110001;3000003	5;4;56500	3;3;3	1
106090	0	0	0	0	4101001;4110001;3000003	5;4;57000	4101001;4110001;3000003	5;4;57000	3;3;3	1
106100	0	0	0	0	4190001;4101001;4110001;3000003	50;5;4;57500	4190001;4101001;4110001;3000003	50;5;4;57500	3;3;3;3	1
106110	0	0	0	0	4101001;4110001;3000003	5;4;58000	4101001;4110001;3000003	5;4;58000	3;3;3	1
106120	0	0	0	0	4190001;4101001;4110001;3000003	50;5;4;58500	4190001;4101001;4110001;3000003	50;5;4;58500	3;3;3;3	1
106130	0	0	0	0	4101001;4110001;3000003	5;4;59000	4101001;4110001;3000003	5;4;59000	3;3;3	1
106140	0	0	0	0	4101001;4110001;3000003	5;4;59500	4101001;4110001;3000003	5;4;59500	3;3;3	1
106150	0	0	0	0	4101001;4110001;3000003	5;4;60000	4101001;4110001;3000003	5;4;60000	3;3;3	1
106160	0	0	0	0	4190001;4101001;4110001;3000003	50;5;4;60500	4190001;4101001;4110001;3000003	50;5;4;60500	3;3;3;3	1
106170	0	0	0	0	4190001;4101001;4110001;3000003	50;5;4;61000	4190001;4101001;4110001;3000003	50;5;4;61000	3;3;3;3	1
106180	0	0	0	0	4101001;4110001;3000003	5;4;61500	4101001;4110001;3000003	5;4;61500	3;3;3	1
106190	0	0	0	0	4101001;4110001;3000003	5;4;62000	4101001;4110001;3000003	5;4;62000	3;3;3	1
106240	0	0	0	0	4190001;4101001;4110001;3000003	50;5;4;62500	4190001;4101001;4110001;3000003	50;5;4;62500	3;3;3;3	1
106250	0	0	0	0	4190001;4101001;4110001;3000003	50;5;4;63000	4190001;4101001;4110001;3000003	50;5;4;63000	3;3;3;3	1
106251	0	0	0	0	5100001;4110001;3000003	1;4;63500	5100001;4110001;3000003	1;4;63500	3;3;3	1
107010	0	0	0	0	4190001;4101001;4110001;3000003	50;5;5;64000	4190001;4101001;4110001;3000003	50;5;5;64000	3;3;3;3	1
107011	0	0	0	0	4190001;4101001;4110001;3000003	50;5;5;64500	4190001;4101001;4110001;3000003	50;5;5;64500	3;3;3;3	1
107020	0	0	0	0	4101001;4110001;3000003	5;5;65000	4101001;4110001;3000003	5;5;65000	3;3;3	1
107040	0	0	0	0	4101001;4110001;3000003	5;5;65500	4101001;4110001;3000003	5;5;65500	3;3;3	1
107050	0	0	0	0	4190001;4101001;4110001;3000003	50;5;5;66000	4190001;4101001;4110001;3000003	50;5;5;66000	3;3;3;3	1
107060	0	0	0	0	4101001;4110001;3000003	5;5;66500	4101001;4110001;3000003	5;5;66500	3;3;3	1
107080	0	0	0	0	4101001;4110001;3000003	5;5;67000	4101001;4110001;3000003	5;5;67000	3;3;3	1
107090	0	0	0	0	4101001;4110001;3000003	5;5;67500	4101001;4110001;3000003	5;5;67500	3;3;3	1
107100	0	0	0	0	4190001;4101001;4110001;3000003	50;5;5;68000	4190001;4101001;4110001;3000003	50;5;5;68000	3;3;3;3	1
107110	0	0	0	0	4101001;4110001;3000003	5;5;68500	4101001;4110001;3000003	5;5;68500	3;3;3	1
107120	0	0	0	0	4101001;4110001;3000003	5;5;69000	4101001;4110001;3000003	5;5;69000	3;3;3	1
107130	0	0	0	0	4101001;4110001;3000003	5;5;69500	4101001;4110001;3000003	5;5;69500	3;3;3	1
107140	0	0	0	0	4190001;4101001;4110001;3000003	50;5;5;70000	4190001;4101001;4110001;3000003	50;5;5;70000	3;3;3;3	1
107150	0	0	0	0	4101001;4110001;3000003	5;5;70500	4101001;4110001;3000003	5;5;70500	3;3;3	1
107151	0	0	0	0	4190001;4101001;4110001;3000003	50;5;5;71000	4190001;4101001;4110001;3000003	50;5;5;71000	3;3;3;3	1
107160	0	0	0	0	4101001;4110001;3000003	5;5;71500	4101001;4110001;3000003	5;5;71500	3;3;3	1
107180	0	0	0	0	4101001;4110001;3000003	5;5;72000	4101001;4110001;3000003	5;5;72000	3;3;3	1
107190	0	0	0	0	4101001;4110001;3000003	5;5;72500	4101001;4110001;3000003	5;5;72500	3;3;3	1
107200	0	0	0	0	4101001;4110001;3000003	5;5;73000	4101001;4110001;3000003	5;5;73000	3;3;3	1
107210	0	0	0	0	4101001;4110001;3000003	5;5;73500	4101001;4110001;3000003	5;5;73500	3;3;3	1
107220	0	0	0	0	4101001;4110001;3000003	5;5;74000	4101001;4110001;3000003	5;5;74000	3;3;3	1
107230	0	0	0	0	4190001;4101001;4110001;3000003	50;5;5;74500	4190001;4101001;4110001;3000003	50;5;5;74500	3;3;3;3	1
107240	0	0	0	0	4101001;4110001;3000003	5;5;75000	4101001;4110001;3000003	5;5;75000	3;3;3	1
107250	0	0	0	0	4190001;4101001;5100001;4110001;3000003	50;5;1;5;75500	4190001;4101001;5100001;4110001;3000003	50;5;1;5;75500	3;3;3;3;3	1
108010	0	0	0	0	4190001;4101001;4110001;3000003	50;5;5;76000	4190001;4101001;4110001;3000003	50;5;5;76000	3;3;3;3	1
108011	0	0	0	0	4110001;3000003	5;76500	4110001;3000003	5;76500	3;3	1
108030	0	0	0	0	4190001;4101001;4110001;3000003	50;5;5;77500	4190001;4101001;4110001;3000003	50;5;5;77500	3;3;3;3	1
108040	0	0	0	0	4101001;4110001;3000003	5;5;78000	4101001;4110001;3000003	5;5;78000	3;3;3	1
108050	0	0	0	0	4190001;4101001;4110001;3000003	50;5;5;78500	4190001;4101001;4110001;3000003	50;5;5;78500	3;3;3;3	1
108060	0	0	0	0	4101001;4110001;3000003	5;5;79000	4101001;4110001;3000003	5;5;79000	3;3;3	1
108070	0	0	0	0	4101001;4110001;3000003	5;5;79500	4101001;4110001;3000003	5;5;79500	3;3;3	1
108080	0	0	0	0	4101001;4110001;3000003	5;5;80000	4101001;4110001;3000003	5;5;80000	3;3;3	1
108090	0	0	0	0	4190001;4101001;4110001;3000003	50;5;5;80500	4190001;4101001;4110001;3000003	50;5;5;80500	3;3;3;3	1
108100	0	0	0	0	4101001;4110001;3000003	5;5;81000	4101001;4110001;3000003	5;5;81000	3;3;3	1
108110	0	0	0	0	4101001;4110001;3000003	5;5;81500	4101001;4110001;3000003	5;5;81500	3;3;3	1
108140	0	0	0	0	4101001;4110001;3000003	5;5;82000	4101001;4110001;3000003	5;5;82000	3;3;3	1
108150	0	0	0	0	4190001;4101001;4110001;3000003	50;5;5;82500	4190001;4101001;4110001;3000003	50;5;5;82500	3;3;3;3	1
108190	0	0	0	0	4101001;4110001;3000003	5;5;83000	4101001;4110001;3000003	5;5;83000	3;3;3	1
108200	0	0	0	0	4190001;4101001;4110001;3000003	50;5;5;83500	4190001;4101001;4110001;3000003	50;5;5;83500	3;3;3;3	1
108210	0	0	0	0	4101001;4110001;3000003	5;5;84000	4101001;4110001;3000003	5;5;84000	3;3;3	1
108220	0	0	0	0	4101001;4110001;3000003	5;5;84500	4101001;4110001;3000003	5;5;84500	3;3;3	1
108230	0	0	0	0	4101001;4110001;3000003	5;5;85000	4101001;4110001;3000003	5;5;85000	3;3;3	1
108240	0	0	0	0	4190001;4101001;4110001;3000003	50;5;5;85500	4190001;4101001;4110001;3000003	50;5;5;85500	3;3;3;3	1
108241	0	0	0	0	4101001;4110001;3000003	5;5;86000	4101001;4110001;3000003	5;5;86000	3;3;3	1
108250	0	0	0	0	4190001;4101001;4110001;3000003	50;5;5;86500	4190001;4101001;4110001;3000003	50;5;5;86500	3;3;3;3	1
108251	0	0	0	0	5400007;5100001;4110001;3000003	1;1;5;87000	5400007;5100001;4110001;3000003	1;1;5;87000	3;3;3	1
109010	0	0	0	0	4190001;4101001;4110001;3000003	50;5;6;87500	4190001;4101001;4110001;3000003	50;5;6;87500	3;3;3;3	1
109020	0	0	0	0	4190001;4101001;4110001;3000003	50;5;6;88000	4190001;4101001;4110001;3000003	50;5;6;88000	3;3;3;3	1
109030	0	0	0	0	4101001;4110001;3000003	5;6;88500	4101001;4110001;3000003	5;6;88500	3;3;3	1
109040	0	0	0	0	4101001;4110001;3000003	5;6;89000	4101001;4110001;3000003	5;6;89000	3;3;3	1
109050	0	0	0	0	4101001;4110001;3000003	5;6;89500	4101001;4110001;3000003	5;6;89500	3;3;3	1
109060	0	0	0	0	4101001;4110001;3000003	5;6;90000	4101001;4110001;3000003	5;6;90000	3;3;3	1
109070	0	0	0	0	4190001;4101001;4110001;3000003	50;5;6;90500	4190001;4101001;4110001;3000003	50;5;6;90500	3;3;3;3	1
109080	0	0	0	0	4101001;4110001;3000003	5;6;91000	4101001;4110001;3000003	5;6;91000	3;3;3	1
109090	0	0	0	0	4101001;4110001;3000003	5;6;91500	4101001;4110001;3000003	5;6;91500	3;3;3	1
109091	0	0	0	0	4110001;3000003	6;92000	4110001;3000003	6;92000	3;3	1
109100	0	0	0	0	4190001;4101001;4110001;3000003	50;5;6;92500	4190001;4101001;4110001;3000003	50;5;6;92500	3;3;3;3	1
109110	0	0	0	0	4101001;4110001;3000003	5;6;93000	4101001;4110001;3000003	5;6;93000	3;3;3	1
109120	0	0	0	0	4101001;4110001;3000003	5;6;93500	4101001;4110001;3000003	5;6;93500	3;3;3	1
109160	0	0	0	0	4190001;4101001;4110001;3000003	50;5;6;94000	4190001;4101001;4110001;3000003	50;5;6;94000	3;3;3;3	1
109161	0	0	0	0	4110001;3000003	6;94500	4110001;3000003	6;94500	3;3	1
109170	0	0	0	0	4101001;4110001;3000003	5;6;95000	4101001;4110001;3000003	5;6;95000	3;3;3	1
109180	0	0	0	0	4190001;4101001;4110001;3000003	50;5;6;95500	4190001;4101001;4110001;3000003	50;5;6;95500	3;3;3;3	1
109181	0	0	0	0	4110001;3000003	6;96000	4110001;3000003	6;96000	3;3	1
109190	0	0	0	0	4101001;4110001;3000003	5;6;96500	4101001;4110001;3000003	5;6;96500	3;3;3	1
109200	0	0	0	0	4190001;4101001;4110001;3000003	50;5;6;97000	4190001;4101001;4110001;3000003	50;5;6;97000	3;3;3;3	1
109210	0	0	0	0	4101001;4110001;3000003	5;6;97500	4101001;4110001;3000003	5;6;97500	3;3;3	1
109240	0	0	0	0	4101001;4110001;3000003	5;6;98000	4101001;4110001;3000003	5;6;98000	3;3;3	1
109250	0	0	0	0	4190001;4101001;5100001;4110001;3000003	50;5;1;6;98500	4190001;4101001;5100001;4110001;3000003	50;5;1;6;98500	3;3;3;3;3	1
110010	0	0	0	0	4190001;4101001;4110001;3000003	50;5;6;99000	4190001;4101001;4110001;3000003	50;5;6;99000	3;3;3;3	1
110020	0	0	0	0	4190001;4101001;4110001;3000003	50;5;6;99500	4190001;4101001;4110001;3000003	50;5;6;99500	3;3;3;3	1
110030	0	0	0	0	4101001;4110001;3000003	5;6;100000	4101001;4110001;3000003	5;6;100000	3;3;3	1
110040	0	0	0	0	4101001;4110001;3000003	5;6;100500	4101001;4110001;3000003	5;6;100500	3;3;3	1
110050	0	0	0	0	4101001;4110001;3000003	5;6;101000	4101001;4110001;3000003	5;6;101000	3;3;3	1
110060	0	0	0	0	4101001;4110001;3000003	5;6;101500	4101001;4110001;3000003	5;6;101500	3;3;3	1
110070	0	0	0	0	4101001;4110001;3000003	5;6;102000	4101001;4110001;3000003	5;6;102000	3;3;3	1
110080	0	0	0	0	4190001;4101001;4110001;3000003	50;5;6;102500	4190001;4101001;4110001;3000003	50;5;6;102500	3;3;3;3	1
110081	0	0	0	0	4110001;3000003	6;103000	4110001;3000003	6;103000	3;3	1
110090	0	0	0	0	4101001;4110001;3000003	5;6;103500	4101001;4110001;3000003	5;6;103500	3;3;3	1
110100	0	0	0	0	4190001;4101001;4110001;3000003	50;5;6;104000	4190001;4101001;4110001;3000003	50;5;6;104000	3;3;3;3	1
110110	0	0	0	0	4101001;4110001;3000003	5;6;104500	4101001;4110001;3000003	5;6;104500	3;3;3	1
110111	0	0	0	0	4110001;3000003	6;105000	4110001;3000003	6;105000	3;3	1
110112	0	0	0	0	4110001;3000003	6;105500	4110001;3000003	6;105500	3;3	1
110113	0	0	0	0	4190001;4110001;3000003	50;6;105500	4190001;4110001;3000003	50;6;105500	3;3;3	1
110120	0	0	0	0	4101001;4110001;3000003	5;6;106000	4101001;4110001;3000003	5;6;106000	3;3;3	1
110121	0	0	0	0	4110001;3000003	6;106500	4110001;3000003	6;106500	3;3	1
110122	0	0	0	0	4190001;4110001;3000003	50;6;105500	4190001;4110001;3000003	50;6;105500	3	1
110130	0	0	0	0	4190001;4101001;4110001;3000003	50;5;6;107000	4190001;4101001;4110001;3000003	50;5;6;107000	3;3;3;3	1
110170	0	0	0	0	4101001;4110001;3000003	5;6;107500	4101001;4110001;3000003	5;6;107500	3;3;3	1
110180	0	0	0	0	4190001;4101001;4110001;3000003	50;5;6;108000	4190001;4101001;4110001;3000003	50;5;6;108000	3;3;3;3	1
