id	mazeCoin	exp	regularReward	regularRewardNum	rewardID	rewardNum	totalWeight	rewardWeight	fristRewards	fristRewardsNum	starRewardId	starRewardNum	showItem	showItemTag	showItemNum	quality	probability	status
12171112	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12171113	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12171114	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12171115	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12171116	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12171117	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12171118	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12171119	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12171120	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12171121	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12171122	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12171123	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12171124	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12171125	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12171126	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12171127	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12171128	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12171129	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12171130	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12171131	300	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12171132	500	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12171133	800	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12171134	800	0							0	0	0	0						1
12172111	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12172112	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12172113	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12172114	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12172115	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12172116	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12172117	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12172118	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12172119	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12172120	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12172121	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12172122	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12172123	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12172124	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12172125	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12172126	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12172127	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12172128	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12172129	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12172130	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12172131	300	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12172132	500	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12172133	800	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12172134	800	0							0	0	0	0						1
12173111	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12173112	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12173113	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12173114	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12173115	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12173116	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12173117	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12173118	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12173119	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12173120	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12173121	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12173122	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12173123	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12173124	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12173125	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12173126	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12173127	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12173128	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12173129	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12173130	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12173131	300	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12173132	500	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12173133	800	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12173134	800	0							0	0	0	0						1
