type	id	status
117_203	11710	1
117_204	11711	1
117_301	11712,11713,11714,11715,11716	1
117_302	11717,11718,11719,11720,11721	1
118_101	11801	1
118_102	11802	1
118_103	11803	1
118_201	11804,11805,11806,11807,11808	1
118_202	11809	1
118_203	11810	1
118_204	11811	1
118_301	11812,11813,11814,11815,11816	1
118_302	11817,11818,11819,11820,11821	1
119_101	11901	1
119_102	11902	1
119_103	11903	1
119_201	11904,11905,11906,11907,11908	1
119_202	11909	1
119_203	11910	1
119_204	11911	1
119_301	11912,11913,11914,11915,11916	1
119_302	11917,11918,11919,11920,11921	1
120_101	12001	1
120_102	12002	1
120_103	12003	1
120_201	12004,12005,12006,12007,12008	1
120_202	12009	1
120_203	12010	1
120_204	12011	1
120_301	12012,12013,12014,12015,12016	1
120_302	12017,12018,12019,12020,12021	1
121_101	12101	1
121_102	12102	1
121_103	12103	1
121_201	12104,12105,12106,12107,12108	1
121_202	12109	1
121_203	12110	1
121_204	12111	1
121_301	12112,12113,12114,12115,12116	1
121_302	12117,12118,12119,12120,12121	1
123_101	12301	1
123_102	12302	1
123_103	12303	1
123_201	12304,12305,12306,12307,12308	1
123_202	12309	1
123_203	12310	1
123_204	12311	1
123_301	12312,12313,12314,12315,12316	1
123_302	12317,12318,12319,12320,12321	1
124_101	12401	1
124_102	12402	1
124_103	12403	1
124_201	12404,12405,12406,12407,12408	1
124_202	12409	1
124_203	12410	1
124_204	12411	1
124_301	12412,12413,12414,12415,12416	1
124_302	12417,12418,12419,12420,12421	1
125_101	12501	1
125_102	12502	1
125_103	12503	1
125_201	12504,12505,12506,12507,12508	1
125_202	12509	1
125_203	12510	1
125_204	12511	1
125_301	12512,12513,12514,12515,12516	1
125_302	12517,12518,12519,12520,12521	1
127_101	12701	1
127_102	12702	1
127_103	12703	1
127_201	12704,12705,12706,12707,12708	1
127_202	12709	1
127_203	12710	1
127_204	12711	1
127_301	12712,12713,12714,12715,12716	1
127_302	12717,12718,12719,12720,12721	1
128_101	12801,15922	1
128_102	12802,15923	1
128_103	12803,15924	1
128_201	12804,12805,12806,12807,12808,15925,15926,15927,15928,15929	1
128_202	12809,15930	1
128_203	12810,15931	1
128_204	12811,15932	1
128_301	12812,12813,12814,12815,12816,15933,15934,15935,15936,15937	1
128_302	12817,12818,12819,12820,12821,15938,15939,15940,15941,15942	1
129_101	12901	1
129_102	12902	1
129_103	12903	1
129_201	12904,12905,12906,12907,12908	1
129_202	12909	1
129_203	12910	1
129_204	12911	1
129_301	12912,12913,12914,12915,12916	1
129_302	12917,12918,12919,12920,12921	1
130_101	13001	1
130_102	13002	1
130_103	13003	1
130_201	13004,13005,13006,13007,13008	1
130_202	13009	1
130_203	13010	1
130_204	13011	1
130_301	13012,13013,13014,13015,13016	1
130_302	13017,13018,13019,13020,13021	1
131_101	13101	1
131_102	13102	1
131_103	13103	1
131_201	13104,13105,13106,13107,13108	1
131_202	13109	1
131_203	13110	1
131_204	13111	1
131_301	13112,13113,13114,13115,13116	1
131_302	13117,13118,13119,13120,13121	1
133_101	13301	1
133_102	13302	1
133_103	13303	1
133_201	13304,13305,13306,13307,13308	1
133_202	13309	1
133_203	13310	1
133_204	13311	1
133_301	13312,13313,13314,13315,13316	1
133_302	13317,13318,13319,13320,13321	1
134_101	13401	1
134_102	13402	1
134_103	13403	1
134_201	13404,13405,13406,13407,13408	1
134_202	13409	1
134_203	13410	1
134_204	13411	1
134_301	13412,13413,13414,13415,13416	1
134_302	13417,13418,13419,13420,13421	1
135_101	13501	1
135_102	13502	1
135_103	13503	1
135_201	13504,13505,13506,13507,13508	1
135_202	13509	1
135_203	13510	1
135_204	13511	1
135_301	13512,13513,13514,13515,13516	1
135_302	13517,13518,13519,13520,13521	1
136_101	13601	1
136_102	13602	1
136_103	13603	1
136_201	13604,13605,13606,13607,13608	1
136_202	13609	1
136_203	13610	1
136_204	13611	1
136_301	13612,13613,13614,13615,13616	1
136_302	13617,13618,13619,13620,13621	1
137_101	13701	1
137_102	13702	1
137_103	13703	1
137_201	13704,13705,13706,13707,13708	1
137_202	13709	1
137_203	13710	1
137_204	13711	1
137_301	13712,13713,13714,13715,13716	1
137_302	13717,13718,13719,13720,13721	1
138_101	13801	1
138_102	13802	1
138_103	13803	1
138_201	13804,13805,13806,13807,13808	1
138_202	13809	1
138_203	13810	1
138_204	13811	1
138_301	13812,13813,13814,13815,13816	1
138_302	13817,13818,13819,13820,13821	1
139_101	13901	1
139_102	13902	1
139_103	13903	1
139_201	13904,13905,13906,13907,13908	1
139_202	13909	1
139_203	13910	1
139_204	13911	1
139_301	13912,13913,13914,13915,13916	1
139_302	13917,13918,13919,13920,13921	1
140_101	14001	1
140_102	14002	1
140_103	14003	1
140_201	14004,14005,14006,14007,14008	1
140_202	14009	1
140_203	14010	1
140_204	14011	1
140_301	14012,14013,14014,14015,14016	1
140_302	14017,14018,14019,14020,14021	1
801_101	14022	1
801_102	14023	1
801_103	14024	1
801_201	14025,14026,14027,14028,14029	1
801_202	14030	1
801_203	14031	1
801_204	14032	1
801_301	14033,14034,14035,14036,14037	1
801_302	14038,14039,14040,14041,14042	1
803_101	14043	1
803_102	14044	1
803_103	14045	1
803_201	14046,14047,14048,14049,14050	1
803_202	14051	1
803_203	14052	1
803_204	14053	1
803_301	14054,14055,14056,14057,14058	1
803_302	14059,14060,14061,14062,14063	1
802_101	14064	1
802_102	14065	1
802_103	14066	1
802_201	14067,14068,14069,14070,14071	1
802_202	14072	1
802_203	14073	1
802_204	14074	1
802_301	14075,14076,14077,14078,14079	1
802_302	14080,14081,14082,14083,14084	1
144_101	14085	1
144_102	14086	1
144_103	14087	1
144_201	14088,14089,14090,14091,14092	1
144_202	14093	1
144_203	14094	1
144_204	14095	1
144_301	14096,14097,14098,14099,14100	1
144_302	14101,14102,14103,14104,14105	1
141_101	14106	1
141_102	14107	1
141_103	14108	1
141_201	14109,14110,14111,14112,14113	1
141_202	14114	1
141_203	14115	1
141_204	14116	1
141_301	14117,14118,14119,14120,14121	1
141_302	14122,14123,14124,14125,14126	1
804_101	14127	1
804_102	14128	1
804_103	14129	1
804_201	14130,14131,14132,14133,14134	1
804_202	14135	1
804_203	14136	1
804_204	14137	1
804_301	14138,14139,14140,14141,14142	1
804_302	14143,14144,14145,14146,14147	1
805_101	14148	1
805_102	14149	1
805_103	14150	1
805_201	14151,14152,14153,14154,14155	1
805_202	14156	1
805_203	14157	1
805_204	14158	1
805_301	14159,14160,14161,14162,14163	1
805_302	14164,14165,14166,14167,14168	1
806_101	14169	1
806_102	14170	1
806_103	14171	1
806_201	14172,14173,14174,14175,14176	1
806_202	14177	1
806_203	14178	1
806_204	14179	1
806_301	14180,14181,14182,14183,14184	1
806_302	14185,14186,14187,14188,14189	1
122_101	12201	1
122_102	12202	1
122_103	12203	1
122_201	12204,12205,12206,12207,12208	1
122_202	12209	1
122_203	12210	1
122_204	12211	1
122_301	12212,12213,12214,12215,12216	1
122_302	12217,12218,12219,12220,12221	1
143_101	14301	1
143_102	14302	1
143_103	14303	1
143_201	14304,14305,14306,14307,14308	1
143_202	14309	1
143_203	14310	1
143_204	14311	1
143_301	14312,14313,14314,14315,14316	1
143_302	14317,14318,14319,14320,14321	1
149_101	14901	1
149_102	14902	1
149_103	14903	1
149_201	14904,14905,14906,14907,14908	1
149_202	14909	1
149_203	14910	1
149_204	14911	1
149_301	14912,14913,14914,14915,14916	1
149_302	14917,14918,14919,14920,14921	1
152_101	15201	1
152_102	15202	1
152_103	15203	1
152_201	15204,15205,15206,15207,15208	1
152_202	15209	1
152_203	15210	1
152_204	15211	1
152_301	15212,15213,15214,15215,15216	1
152_302	15217,15218,15219,15220,15221	1
151_101	15101	1
151_102	15102	1
151_103	15103	1
151_201	15104,15105,15106,15107,15108	1
151_202	15109	1
151_203	15110	1
151_204	15111	1
151_301	15112,15113,15114,15115,15116	1
151_302	15117,15118,15119,15120,15121	1
148_101	14801	1
148_102	14802	1
148_103	14803	1
148_201	14804,14805,14806,14807,14808	1
148_202	14809	1
148_203	14810	1
148_204	14811	1
148_301	14812,14813,14814,14815,14816	1
148_302	14817,14818,14819,14820,14821	1
150_101	15001	1
150_102	15002	1
150_103	15003	1
150_201	15004,15005,15006,15007,15008	1
150_202	15009	1
150_203	15010	1
150_204	15011	1
150_301	15012,15013,15014,15015,15016	1
150_302	15017,15018,15019,15020,15021	1
153_101	15301	1
153_102	15302	1
153_103	15303	1
153_201	15304,15305,15306,15307,15308	1
153_202	15309	1
153_203	15310	1
153_204	15311	1
153_301	15312,15313,15314,15315,15316	1
153_302	15317,15318,15319,15320,15321	1
154_101	15401	1
154_102	15402	1
154_103	15403	1
154_201	15404,15405,15406,15407,15408	1
154_202	15409	1
154_203	15410	1
154_204	15411	1
154_301	15412,15413,15414,15415,15416	1
154_302	15417,15418,15419,15420,15421	1
146_101	14601	1
146_102	14602	1
146_103	14603	1
146_201	14604,14605,14606,14607,14608	1
146_202	14609	1
146_203	14610	1
146_204	14611	1
146_301	14612,14613,14614,14615,14616	1
146_302	14617,14618,14619,14620,14621	1
126_101	12601	1
126_102	12602	1
126_103	12603	1
126_201	12604,12605,12606,12607,12608	1
126_202	12609	1
126_203	12610	1
126_204	12611	1
126_301	12612,12613,12614,12615,12616	1
126_302	12617,12618,12619,12620,12621	1
147_101	14701	1
147_102	14702	1
147_103	14703	1
147_201	14704,14705,14706,14707,14708	1
147_202	14709	1
147_203	14710	1
147_204	14711	1
147_301	14712,14713,14714,14715,14716	1
147_302	14717,14718,14719,14720,14721	1
159_101	15901	1
159_102	15902	1
159_103	15903	1
159_201	15904,15905,15906,15907,15908	1
159_202	15909	1
159_203	15910	1
159_204	15911	1
159_301	15912,15913,15914,15915,15916	1
159_302	15917,15918,15919,15920,15921	1
160_101	15943	1
160_102	15944	1
160_103	15945	1
160_201	15946,15947,15948,15949,15950	1
160_202	15951	1
160_203	15952	1
160_204	15953	1
160_301	15954,15955,15956,15957,15958	1
160_302	15959,15960,15961,15962,15963	1
161_101	15964	1
161_102	15965	1
161_103	15966	1
161_201	15967,15968,15969,15970,15971	1
161_202	15972	1
161_203	15973	1
161_204	15974	1
161_301	15975,15976,15977,15978,15979	1
161_302	15980,15981,15982,15983,15984	1
156_101	15985	1
156_102	15986	1
156_103	15987	1
156_201	15988,15989,15990,15991,15992	1
156_202	15993	1
156_203	15994	1
156_204	15995	1
156_301	15996,15997,15998,15999,16000	1
156_302	16001,16002,16003,16004,16005	1
157_101	16006	1
157_102	16007	1
157_103	16008	1
157_201	16009,16010,16011,16012,16013	1
157_202	16014	1
157_203	16015	1
157_204	16016	1
157_301	16017,16018,16019,16020,16021	1
157_302	16022,16023,16024,16025,16026	1
158_101	16027	1
158_102	16028	1
158_103	16029	1
158_201	16030,16031,16032,16033,16034	1
158_202	16035	1
158_203	16036	1
158_204	16037	1
158_301	16038,16039,16040,16041,16042	1
158_302	16043,16044,16045,16046,16047	1
162_101	16048	1
162_102	16049	1
162_103	16050	1
162_201	16051,16052,16053,16054,16055	1
162_202	16056	1
162_203	16057	1
162_204	16058	1
162_301	16059,16060,16061,16062,16063	1
162_302	16064,16065,16066,16067,16068	1
163_101	16069	1
163_102	16070	1
163_103	16071	1
163_201	16072,16073,16074,16075,16076	1
163_202	16077	1
163_203	16078	1
163_204	16079	1
163_301	16080,16081,16082,16083,16084	1
163_302	16085,16086,16087,16088,16089	1
132_101	16090	1
132_102	16091	1
132_103	16092	1
132_201	16093,16094,16095,16096,16097	1
132_202	16098	1
132_203	16099	1
132_204	16100	1
132_301	16101,16102,16103,16104,16105	1
132_302	16106,16107,16108,16109,16110	1
145_101	16111	1
145_102	16112	1
145_103	16113	1
145_201	16114,16115,16116,16117,16118	1
145_202	16119	1
145_203	16120	1
145_204	16121	1
145_301	16122,16123,16124,16125,16126	1
145_302	16127,16128,16129,16130,16131	1
155_101	16132	1
155_102	16133	1
155_103	16134	1
155_201	16135,16136,16137,16138,16139	1
155_202	16140	1
155_203	16141	1
155_204	16142	1
155_301	16143,16144,16145,16146,16147	1
155_302	16148,16149,16150,16151,16152	1
164_101	16153	1
164_102	16154	1
164_103	16155	1
164_201	16156,16157,16158,16159,16160	1
164_202	16161	1
164_203	16162	1
164_204	16163	1
164_301	16164,16165,16166,16167,16168	1
164_302	16169,16170,16171,16172,16173	1
165_101	16174	1
165_102	16175	1
165_103	16176	1
165_201	16177,16178,16179,16180,16181	1
165_202	16182	1
165_203	16183	1
165_204	16184	1
165_301	16185,16186,16187,16188,16189	1
165_302	16190,16191,16192,16193,16194	1
166_101	16195	1
166_102	16196	1
166_103	16197	1
166_201	16198,16199,16200,16201,16202	1
166_202	16203	1
166_203	16204	1
166_204	16205	1
166_301	16206,16207,16208,16209,16210	1
166_302	16211,16212,16213,16214,16215	1
167_101	16216	1
167_102	16217	1
167_103	16218	1
167_201	16219,16220,16221,16222,16223	1
167_202	16224	1
167_203	16225	1
167_204	16226	1
167_301	16227,16228,16229,16230,16231	1
167_302	16232,16233,16234,16235,16236	1
170_101	16237	1
170_102	16238	1
170_103	16239	1
170_201	16240,16241,16242,16243,16244	1
170_202	16245	1
170_203	16246	1
170_204	16247	1
170_301	16248,16249,16250,16251,16252	1
170_302	16253,16254,16255,16256,16257	1
171_101	16258	1
171_102	16259	1
171_103	16260	1
171_201	16261,16262,16263,16264,16265	1
171_202	16266	1
171_203	16267	1
171_204	16268	1
171_301	16269,16270,16271,16272,16273	1
171_302	16274,16275,16276,16277,16278	1
172_101	16279	1
172_102	16280	1
172_103	16281	1
172_201	16282,16283,16284,16285,16286	1
172_202	16287	1
172_203	16288	1
172_204	16289	1
172_301	16290,16291,16292,16293,16294	1
172_302	16295,16296,16297,16298,16299	1
173_101	16300	1
173_102	16301	1
173_103	16302	1
173_201	16303,16304,16305,16306,16307	1
173_202	16308	1
173_203	16309	1
173_204	16310	1
173_301	16311,16312,16313,16314,16315	1
173_302	16316,16317,16318,16319,16320	1
