id	catballId	starRating	attAddTypeId	attAddNum	SkillId	consumeKindID	consumeKind	consumePropID	consumeProp	status	skillDesc	skillDesc_zh_TW	skillDesc_en_UK	skillDesc_ja_JP	skillDesc_ko_KR	skillDesc_th_TH
640200104	6402001	4	301	300	10200103	670102001	20	3000003	20000	1	降低敌方全体_#buff_effectper_0_0_0_1_1_攻击相关能力_#round_num_0_0_0_回合	降低敵方全體_#buff_effectper_0_0_0_1_1_攻擊相關能力_#round_num_0_0_0_回合	Reduces all enemies' offensive stats by _#buff_effectper_0_0_0_1_1_ for _#round_num_0_0_0_ turn(s).	_#round_num_0_0_0_ターンの間、敵全体の攻撃に関連する能力を_#buff_effectper_0_0_0_1_1_ダウンさせる。	 _#round_num_0_0_0_턴 동안 적 전체의 공격 관련 속성 -_#buff_effectper_0_0_0_1_1_	ลด​ทักษะ​ที่​เกี่ยวกับ​ ATK​ ของ​ศัตรู​ทั้งหมด​ _#buff_effectper_0_0_0_1_1_​ เป็นเวลา​ _#round_num_0_0_0_​ เทิร์น​
640200105	6402001	5	301	360	10200103	670102001	30	3000003	30000	1	降低敌方全体_#buff_effectper_0_0_0_1_1_攻击相关能力_#round_num_0_0_0_回合	降低敵方全體_#buff_effectper_0_0_0_1_1_攻擊相關能力_#round_num_0_0_0_回合	Reduces all enemies' offensive stats by _#buff_effectper_0_0_0_1_1_ for _#round_num_0_0_0_ turn(s).	_#round_num_0_0_0_ターンの間、敵全体の攻撃に関連する能力を_#buff_effectper_0_0_0_1_1_ダウンさせる。	 _#round_num_0_0_0_턴 동안 적 전체의 공격 관련 속성 -_#buff_effectper_0_0_0_1_1_	ลด​ทักษะ​ที่​เกี่ยวกับ​ ATK​ ของ​ศัตรู​ทั้งหมด​ _#buff_effectper_0_0_0_1_1_​ เป็นเวลา​ _#round_num_0_0_0_​ เทิร์น​
640200106	6402001	6	301	420	10200104	670102001	40	3000003	40000	1	降低敌方全体_#buff_effectpercat_0_0_0_1_1_→_#buff_effectper_0_0_0_1_1_攻击相关能力_#round_num_0_0_0_回合	降低敵方全體_#buff_effectpercat_0_0_0_1_1_→_#buff_effectper_0_0_0_1_1_攻擊相關能力_#round_num_0_0_0_回合	Reduces all enemies' offensive stats by _#buff_effectpercat_0_0_0_1_1_→_#buff_effectper_0_0_0_1_1_ for _#round_num_0_0_0_ turn(s).	敵全体の攻撃に関連する能力−_#buff_effectpercat_0_0_0_1_1_→_#buff_effectper_0_0_0_1_1_、_#round_num_0_0_0_ターン持続する。	_#round_num_0_0_0_턴 동안 적 전체의 공격력 관련 속성이 _#buff_effectpercat_0_0_0_1_1_→_#buff_effectper_0_0_0_1_1_ 감소된다.	ลด​ทักษะ​ที่​เกี่ยว​ของ​กับ​ ATK​ ของ​ศัตรู​ทั้งหมด​ลง​ _#buff_effectpercat_0_0_0_1_1_​ →​ _#buff_effectper_0_0_0_1_1_​ เป็นเวลา​ _#round_num_0_0_0_​ เทิร์น​
640200200	6402002	0	101	20	10200201	670102002	0	0	0	1	暴击时，附带_#passive_passiveper_1_1_1_1_攻击力的真实伤害	爆擊時，附帶_#passive_passiveper_1_1_1_1_攻擊力的真實傷害	Deals additional _#passive_passiveper_1_1_1_1_ ATK as True DMG when skills crit.	会心発生時、攻撃力の_#passive_passiveper_1_1_1_1_の直撃ダメージを追加で与える。	크리티컬 시 공격력의 _#passive_passiveper_1_1_1_1_에 해당하는 고정 대미지를 부여한다.	เมื่อ​โจมตี​ติด​ค​ริ​ติ​คอ​ล​ จะ​สร้าง​ดา​เม​จ​จริง​ _#passive_passiveper_1_1_1_1_​ ของ​ ATK​
640200201	6402002	1	101	40	10200202	670102002	5	3000003	5000	1	暴击时，附带_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_攻击力的真实伤害	爆擊時，附帶_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_攻擊力的真實傷害	Deals additional _#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_ ATK as True DMG when skills crit.	会心発動時、追加で攻撃力_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_の直撃ダメージを与える。	크리티컬 시 _#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_ , 공격력에 해당하는 고정 대미지를 부여한다.	เมื่อ​โจมตี​ติด​ค​ริ​ติ​คอ​ล​ จะ​สร้าง​ดา​เม​จ​จริง​เพิ่มเติม​ _#passive_passivepercat_1_1_1_1_​ →​ _#passive_passiveper_1_1_1_1_​ ของ​ ATK​
640200202	6402002	2	101	60	10200202	670102002	10	3000003	10000	1	暴击时，附带_#passive_passiveper_1_1_1_1_攻击力的真实伤害	爆擊時，附帶_#passive_passiveper_1_1_1_1_攻擊力的真實傷害	Deals additional _#passive_passiveper_1_1_1_1_ ATK as True DMG when skills crit.	会心発生時、攻撃力の_#passive_passiveper_1_1_1_1_の直撃ダメージを追加で与える。	크리티컬 시 공격력의 _#passive_passiveper_1_1_1_1_에 해당하는 고정 대미지를 부여한다.	เมื่อ​โจมตี​ติด​ค​ริ​ติ​คอ​ล​ จะ​สร้าง​ดา​เม​จ​จริง​ _#passive_passiveper_1_1_1_1_​ ของ​ ATK​
640200203	6402002	3	101	80	10200203	670102002	15	3000003	15000	1	暴击时，附带_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_攻击力的真实伤害	爆擊時，附帶_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_攻擊力的真實傷害	Deals additional _#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_ ATK as True DMG when skills crit.	会心発動時、追加で攻撃力_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_の直撃ダメージを与える。	크리티컬 시 _#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_ , 공격력에 해당하는 고정 대미지를 부여한다.	เมื่อ​โจมตี​ติด​ค​ริ​ติ​คอ​ล​ จะ​สร้าง​ดา​เม​จ​จริง​เพิ่มเติม​ _#passive_passivepercat_1_1_1_1_​ →​ _#passive_passiveper_1_1_1_1_​ ของ​ ATK​
640200204	6402002	4	101	100	10200203	670102002	20	3000003	20000	1	暴击时，附带_#passive_passiveper_1_1_1_1_攻击力的真实伤害	爆擊時，附帶_#passive_passiveper_1_1_1_1_攻擊力的真實傷害	Deals additional _#passive_passiveper_1_1_1_1_ ATK as True DMG when skills crit.	会心発生時、攻撃力の_#passive_passiveper_1_1_1_1_の直撃ダメージを追加で与える。	크리티컬 시 공격력의 _#passive_passiveper_1_1_1_1_에 해당하는 고정 대미지를 부여한다.	เมื่อ​โจมตี​ติด​ค​ริ​ติ​คอ​ล​ จะ​สร้าง​ดา​เม​จ​จริง​ _#passive_passiveper_1_1_1_1_​ ของ​ ATK​
640200205	6402002	5	101	120	10200203	670102002	30	3000003	30000	1	暴击时，附带_#passive_passiveper_1_1_1_1_攻击力的真实伤害	爆擊時，附帶_#passive_passiveper_1_1_1_1_攻擊力的真實傷害	Deals additional _#passive_passiveper_1_1_1_1_ ATK as True DMG when skills crit.	会心発生時、攻撃力の_#passive_passiveper_1_1_1_1_の直撃ダメージを追加で与える。	크리티컬 시 공격력의 _#passive_passiveper_1_1_1_1_에 해당하는 고정 대미지를 부여한다.	เมื่อ​โจมตี​ติด​ค​ริ​ติ​คอ​ล​ จะ​สร้าง​ดา​เม​จ​จริง​ _#passive_passiveper_1_1_1_1_​ ของ​ ATK​
640200206	6402002	6	101	140	10200204	670102002	40	3000003	40000	1	暴击时，附带_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_攻击力的真实伤害	爆擊時，附帶_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_攻擊力的真實傷害	Deals additional _#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_ ATK as True DMG when skills crit.	会心発動時、追加で攻撃力_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_の直撃ダメージを与える。	크리티컬 시 _#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_ , 공격력에 해당하는 고정 대미지를 부여한다.	เมื่อ​โจมตี​ติด​ค​ริ​ติ​คอ​ล​ จะ​สร้าง​ดา​เม​จ​จริง​เพิ่มเติม​ _#passive_passivepercat_1_1_1_1_​ →​ _#passive_passiveper_1_1_1_1_​ ของ​ ATK​
640200300	6402003	0	101	20	10200301	670102003	0	0	0	1	每回合首次释放技能时，造成的伤害提升_#passive_passiveper_1_1_1_1_	每回合首次釋放技能時，造成的傷害提升_#passive_passiveper_1_1_1_1_	Deals _#passive_passiveper_1_1_1_1_ more DMG when using a skill for the first time each turn.	毎ターン最初にスキルを発動する際、与ダメージ＋_#passive_passiveper_1_1_1_1_	매 턴 스킬을 첫 시전할 때마다, 대미지 +_#passive_passiveper_1_1_1_1_	เมื่อ​ใช้​สกิล​ครั้งแรก​ของ​เทิร์น​ จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ _#passive_passiveper_1_1_1_1_​
640200301	6402003	1	101	40	10200302	670102003	5	3000003	5000	1	每回合首次释放技能时，造成的伤害提升_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	每回合首次釋放技能時，造成的傷害提升_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	Deals _#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_ more DMG when using a skill for the first time each turn.	ターン開始時、スキルを初回に発動する際、与ダメージ＋_#passive_passivepercat_1_1_1_1_ →_#passive_passiveper_1_1_1_1_。	매 턴 스킬을 첫 시전할 때, 부여하는 대미지 +_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	เมื่อ​ใช้​สกิล​ครั้งแรก​ใน​แต่ละ​เทิร์น​ จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ _#passive_passivepercat_1_1_1_1_​ →​ _#passive_passiveper_1_1_1_1_​
640200302	6402003	2	101	60	10200302	670102003	10	3000003	10000	1	每回合首次释放技能时，造成的伤害提升_#passive_passiveper_1_1_1_1_	每回合首次釋放技能時，造成的傷害提升_#passive_passiveper_1_1_1_1_	Deals _#passive_passiveper_1_1_1_1_ more DMG when using a skill for the first time each turn.	毎ターン最初にスキルを発動する際、与ダメージ＋_#passive_passiveper_1_1_1_1_	매 턴 스킬을 첫 시전할 때마다, 대미지 +_#passive_passiveper_1_1_1_1_	เมื่อ​ใช้​สกิล​ครั้งแรก​ของ​เทิร์น​ จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ _#passive_passiveper_1_1_1_1_​
640200303	6402003	3	101	80	10200303	670102003	15	3000003	15000	1	每回合首次释放技能时，造成的伤害提升_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	每回合首次釋放技能時，造成的傷害提升_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	Deals _#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_ more DMG when using a skill for the first time each turn.	ターン開始時、スキルを初回に発動する際、与ダメージ＋_#passive_passivepercat_1_1_1_1_ →_#passive_passiveper_1_1_1_1_。	매 턴 스킬을 첫 시전할 때, 부여하는 대미지 +_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	เมื่อ​ใช้​สกิล​ครั้งแรก​ใน​แต่ละ​เทิร์น​ จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ _#passive_passivepercat_1_1_1_1_​ →​ _#passive_passiveper_1_1_1_1_​
640200304	6402003	4	101	100	10200303	670102003	20	3000003	20000	1	每回合首次释放技能时，造成的伤害提升_#passive_passiveper_1_1_1_1_	每回合首次釋放技能時，造成的傷害提升_#passive_passiveper_1_1_1_1_	Deals _#passive_passiveper_1_1_1_1_ more DMG when using a skill for the first time each turn.	毎ターン最初にスキルを発動する際、与ダメージ＋_#passive_passiveper_1_1_1_1_	매 턴 스킬을 첫 시전할 때마다, 대미지 +_#passive_passiveper_1_1_1_1_	เมื่อ​ใช้​สกิล​ครั้งแรก​ของ​เทิร์น​ จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ _#passive_passiveper_1_1_1_1_​
640200305	6402003	5	101	120	10200303	670102003	30	3000003	30000	1	每回合首次释放技能时，造成的伤害提升_#passive_passiveper_1_1_1_1_	每回合首次釋放技能時，造成的傷害提升_#passive_passiveper_1_1_1_1_	Deals _#passive_passiveper_1_1_1_1_ more DMG when using a skill for the first time each turn.	毎ターン最初にスキルを発動する際、与ダメージ＋_#passive_passiveper_1_1_1_1_	매 턴 스킬을 첫 시전할 때마다, 대미지 +_#passive_passiveper_1_1_1_1_	เมื่อ​ใช้​สกิล​ครั้งแรก​ของ​เทิร์น​ จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ _#passive_passiveper_1_1_1_1_​
640200306	6402003	6	101	140	10200304	670102003	40	3000003	40000	1	每回合首次释放技能时，造成的伤害提升_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	每回合首次釋放技能時，造成的傷害提升_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	Deals _#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_ more DMG when using a skill for the first time each turn.	ターン開始時、スキルを初回に発動する際、与ダメージ＋_#passive_passivepercat_1_1_1_1_ →_#passive_passiveper_1_1_1_1_。	매 턴 스킬을 첫 시전할 때, 부여하는 대미지 +_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	เมื่อ​ใช้​สกิล​ครั้งแรก​ใน​แต่ละ​เทิร์น​ จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ _#passive_passivepercat_1_1_1_1_​ →​ _#passive_passiveper_1_1_1_1_​
640200400	6402004	0	101	20	10200401	670102004	0	0	0	1	释放攻击技能后，降低敌方全体_#passive_passiveper_1_1_1_1_防御力，持续_#round_num_1_0_1_回合，可叠加_#stackmax_num_1_0_1_层	釋放攻擊技能後，降低敵方全體_#passive_passiveper_1_1_1_1_防禦力，持續_#round_num_1_0_1_回合，可疊加_#stackmax_num_1_0_1_層	After using an offensive skill, reduces all enemies' DEF by _#passive_passiveper_1_1_1_1_ for _#round_num_1_0_1_ turn(s), stacking up to _#stackmax_num_1_0_1_ time(s).	攻撃スキル発動後、敵全体の防御力を_#passive_passiveper_1_1_1_1_ダウンさせる（_#round_num_1_0_1_ターン持続、最大_#stackmax_num_1_0_1_スタックまで）	공격 스킬 시전 후, _#round_num_1_0_1_턴 동안 적 전체 방어력 -_#passive_passiveper_1_1_1_1_, 최대 _#stackmax_num_1_0_1_스택 중첩 가능	หลัง​ใช้​สกิล​โจมตี​ จะ​ลด​ DEF​ ฝ่าย​ศัตรู​ทั้งหมด​ _#passive_passiveper_1_1_1_1_​ เป็นเวลา​ _#round_num_1_0_1_​ เทิร์น​ ซ้อนทับ​ได้​ _#stackmax_num_1_0_1_​ ชั้น​
640200401	6402004	1	101	40	10200402	670102004	5	3000003	5000	1	释放攻击技能后，降低敌方全体_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_防御力，持续_#round_num_1_0_1_回合，可叠加_#stackmax_num_1_0_1_层	釋放攻擊技能後，降低敵方全體_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_防禦力，持續_#round_num_1_0_1_回合，可疊加_#stackmax_num_1_0_1_層	After using an offensive skill, reduces all enemies' DEF by _#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_ for _#round_num_1_0_1_ turn(s), stacking up to _#stackmax_num_1_0_1_ time(s).	攻撃スキル発動後、敵全体の防御力−_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_、_#round_num_1_0_1_ターン持続する（最大_#stackmax_num_1_0_1_スタックまで）。	공격 스킬 시전 후, 최대 #round_num_1_0_1_턴 동안 적 전체의 방어력 -_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_, _#stackmax_num_1_0_1_스택 중첩 가능	หลัง​ใช้​สกิล​โจมตี​ จะ​ลด​ DEF​ ของ​ศัตรู​ทั้งหมด​ลง​ _#passive_passivepercat_1_1_1_1_​ →​ _#passive_passiveper_1_1_1_1_​ เป็นเวลา​ _#round_num_1_0_1_​ เทิร์น​ ซ้อนทับ​ได้​ _#stackmax_num_1_0_1_​ ชั้น​
640200402	6402004	2	101	60	10200402	670102004	10	3000003	10000	1	释放攻击技能后，降低敌方全体_#passive_passiveper_1_1_1_1_防御力，持续_#round_num_1_0_1_回合，可叠加_#stackmax_num_1_0_1_层	釋放攻擊技能後，降低敵方全體_#passive_passiveper_1_1_1_1_防禦力，持續_#round_num_1_0_1_回合，可疊加_#stackmax_num_1_0_1_層	After using an offensive skill, reduces all enemies' DEF by _#passive_passiveper_1_1_1_1_ for _#round_num_1_0_1_ turn(s), stacking up to _#stackmax_num_1_0_1_ time(s).	攻撃スキル発動後、敵全体の防御力を_#passive_passiveper_1_1_1_1_ダウンさせる（_#round_num_1_0_1_ターン持続、最大_#stackmax_num_1_0_1_スタックまで）	공격 스킬 시전 후, _#round_num_1_0_1_턴 동안 적 전체 방어력 -_#passive_passiveper_1_1_1_1_, 최대 _#stackmax_num_1_0_1_스택 중첩 가능	หลัง​ใช้​สกิล​โจมตี​ จะ​ลด​ DEF​ ฝ่าย​ศัตรู​ทั้งหมด​ _#passive_passiveper_1_1_1_1_​ เป็นเวลา​ _#round_num_1_0_1_​ เทิร์น​ ซ้อนทับ​ได้​ _#stackmax_num_1_0_1_​ ชั้น​
640200403	6402004	3	101	80	10200403	670102004	15	3000003	15000	1	释放攻击技能后，降低敌方全体_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_防御力，持续_#round_num_1_0_1_回合，可叠加_#stackmax_num_1_0_1_层	釋放攻擊技能後，降低敵方全體_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_防禦力，持續_#round_num_1_0_1_回合，可疊加_#stackmax_num_1_0_1_層	After using an offensive skill, reduces all enemies' DEF by _#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_ for _#round_num_1_0_1_ turn(s), stacking up to _#stackmax_num_1_0_1_ time(s).	攻撃スキル発動後、敵全体の防御力−_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_、_#round_num_1_0_1_ターン持続する（最大_#stackmax_num_1_0_1_スタックまで）。	공격 스킬 시전 후, 최대 #round_num_1_0_1_턴 동안 적 전체의 방어력 -_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_, _#stackmax_num_1_0_1_스택 중첩 가능	หลัง​ใช้​สกิล​โจมตี​ จะ​ลด​ DEF​ ของ​ศัตรู​ทั้งหมด​ลง​ _#passive_passivepercat_1_1_1_1_​ →​ _#passive_passiveper_1_1_1_1_​ เป็นเวลา​ _#round_num_1_0_1_​ เทิร์น​ ซ้อนทับ​ได้​ _#stackmax_num_1_0_1_​ ชั้น​
640200404	6402004	4	101	100	10200403	670102004	20	3000003	20000	1	释放攻击技能后，降低敌方全体_#passive_passiveper_1_1_1_1_防御力，持续_#round_num_1_0_1_回合，可叠加_#stackmax_num_1_0_1_层层	釋放攻擊技能後，降低敵方全體_#passive_passiveper_1_1_1_1_防禦力，持續_#round_num_1_0_1_回合，可疊加_#stackmax_num_1_0_1_層層	After using an offensive skill, reduces all enemies' DEF by _#passive_passiveper_1_1_1_1_ for _#round_num_1_0_1_ turn(s), stacking up to _#stackmax_num_1_0_1_ time(s).	攻撃スキル発動後、敵全体の防御力−_#passive_passiveper_1_1_1_1_、_#round_num_1_0_1_ターン持続する（最大_#stackmax_num_1_0_1_スタックまで）。	공격 스킬 시전 후,  _#round_num_1_0_1_턴 동안 적 전체의 방어력 -_#passive_passiveper_1_1_1_1_, _#stackmax_num_1_0_1_스택 중첩 가능	หลัง​ใช้​สกิล​โจมตี​ จะ​ลด​ DEF​ ฝ่าย​ศัตรู​ทั้งหมด​ _#passive_passiveper_1_1_1_1_​ เป็นเวลา​ _#round_num_1_0_1_​ เทิร์น​ ซ้อนทับ​ได้​ _#stackmax_num_1_0_1_​ ชั้น​
640200405	6402004	5	101	120	10200403	670102004	30	3000003	30000	1	释放攻击技能后，降低敌方全体_#passive_passiveper_1_1_1_1_防御力，持续_#round_num_1_0_1_回合，可叠加_#stackmax_num_1_0_1_层	釋放攻擊技能後，降低敵方全體_#passive_passiveper_1_1_1_1_防禦力，持續_#round_num_1_0_1_回合，可疊加_#stackmax_num_1_0_1_層	After using an offensive skill, reduces all enemies' DEF by _#passive_passiveper_1_1_1_1_ for _#round_num_1_0_1_ turn(s), stacking up to _#stackmax_num_1_0_1_ time(s).	攻撃スキル発動後、敵全体の防御力を_#passive_passiveper_1_1_1_1_ダウンさせる（_#round_num_1_0_1_ターン持続、最大_#stackmax_num_1_0_1_スタックまで）	공격 스킬 시전 후, _#round_num_1_0_1_턴 동안 적 전체 방어력 -_#passive_passiveper_1_1_1_1_, 최대 _#stackmax_num_1_0_1_스택 중첩 가능	หลัง​ใช้​สกิล​โจมตี​ จะ​ลด​ DEF​ ฝ่าย​ศัตรู​ทั้งหมด​ _#passive_passiveper_1_1_1_1_​ เป็นเวลา​ _#round_num_1_0_1_​ เทิร์น​ ซ้อนทับ​ได้​ _#stackmax_num_1_0_1_​ ชั้น​
640200406	6402004	6	101	140	10200404	670102004	40	3000003	40000	1	释放攻击技能后，降低敌方全体_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_防御力，持续_#round_num_1_0_1_回合，可叠加_#stackmax_num_1_0_1_层	釋放攻擊技能後，降低敵方全體_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_防禦力，持續_#round_num_1_0_1_回合，可疊加_#stackmax_num_1_0_1_層	After using an offensive skill, reduces all enemies' DEF by _#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_ for _#round_num_1_0_1_ turn(s), stacking up to _#stackmax_num_1_0_1_ time(s).	攻撃スキル発動後、敵全体の防御力−_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_、_#round_num_1_0_1_ターン持続する（最大_#stackmax_num_1_0_1_スタックまで）。	공격 스킬 시전 후, 최대 #round_num_1_0_1_턴 동안 적 전체의 방어력 -_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_, _#stackmax_num_1_0_1_스택 중첩 가능	หลัง​ใช้​สกิล​โจมตี​ จะ​ลด​ DEF​ ของ​ศัตรู​ทั้งหมด​ลง​ _#passive_passivepercat_1_1_1_1_​ →​ _#passive_passiveper_1_1_1_1_​ เป็นเวลา​ _#round_num_1_0_1_​ เทิร์น​ ซ้อนทับ​ได้​ _#stackmax_num_1_0_1_​ ชั้น​
640200500	6402005	0	101	20	10200501	670102005	0	0	0	1	释放奥义技能后，造成伤害提升_#passive_passiveper_1_1_1_1_，可叠加_#stackmax_num_1_0_1_层	釋放奧義技能後，造成傷害提升_#passive_passiveper_1_1_1_1_，可疊加_#stackmax_num_1_0_1_層	After using the Ultimate, increases DMG dealt by _#passive_passiveper_1_1_1_1_, stacking up to _#stackmax_num_1_0_1_ time(s).	SP技発動後、与ダメージ＋_#passive_passiveper_1_1_1_1_（最大_#stackmax_num_1_0_1_スタックまで）	첫 필살기를 시전한 후, 대미지 +_#passive_passiveper_1_1_1_1_ , 최대 _#stackmax_num_1_0_1_회 중첩	หลัง​ใช้​สกิลอัล​ติ​เมท​ จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ _#passive_passiveper_1_1_1_1_​ ซ้อนทับ​ได้​ _#stackmax_num_1_0_1_​ ชั้น​
640200501	6402005	1	101	40	10200502	670102005	5	3000003	5000	1	释放奥义技能后，造成伤害提升_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_，可叠加_#stackmax_num_1_0_1_层	釋放奧義技能後，造成傷害提升_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_，可疊加_#stackmax_num_1_0_1_層	After using the Ultimate, increases DMG dealt by _#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_, stacking up to _#stackmax_num_1_0_1_ time(s).	SP技発動後、与ダメージ＋_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_（最大_#stackmax_num_1_0_1_スタックまで）。	필살기를 시전한 후, 부여하는 대미지 +_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_, _#stackmax_num_1_0_1_스택 중첩 가능	หลัง​ใช้​สกิลอัล​ติ​เมท​ จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ _#passive_passivepercat_1_1_1_1_​ →​ _#passive_passiveper_1_1_1_1_​ ซ้อนทับ​ได้​ _#stackmax_num_1_0_1_​ ชั้น​
640200502	6402005	2	101	60	10200502	670102005	10	3000003	10000	1	释放奥义技能后，造成伤害提升_#passive_passiveper_1_1_1_1_，可叠加_#stackmax_num_1_0_1_层	釋放奧義技能後，造成傷害提升_#passive_passiveper_1_1_1_1_，可疊加_#stackmax_num_1_0_1_層	After using the Ultimate, increases DMG dealt by _#passive_passiveper_1_1_1_1_, stacking up to _#stackmax_num_1_0_1_ time(s).	SP技発動後、与ダメージ＋_#passive_passiveper_1_1_1_1_（最大_#stackmax_num_1_0_1_スタックまで）	첫 필살기를 시전한 후, 대미지 +_#passive_passiveper_1_1_1_1_ , 최대 _#stackmax_num_1_0_1_회 중첩	หลัง​ใช้​สกิลอัล​ติ​เมท​ จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ _#passive_passiveper_1_1_1_1_​ ซ้อนทับ​ได้​ _#stackmax_num_1_0_1_​ ชั้น​
640200503	6402005	3	101	80	10200503	670102005	15	3000003	15000	1	释放奥义技能后，造成伤害提升_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_，可叠加_#stackmax_num_1_0_1_层	釋放奧義技能後，造成傷害提升_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_，可疊加_#stackmax_num_1_0_1_層	After using the Ultimate, increases DMG dealt by _#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_, stacking up to _#stackmax_num_1_0_1_ time(s).	SP技発動後、与ダメージ＋_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_（最大_#stackmax_num_1_0_1_スタックまで）。	필살기를 시전한 후, 부여하는 대미지 +_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_, _#stackmax_num_1_0_1_스택 중첩 가능	หลัง​ใช้​สกิลอัล​ติ​เมท​ จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ _#passive_passivepercat_1_1_1_1_​ →​ _#passive_passiveper_1_1_1_1_​ ซ้อนทับ​ได้​ _#stackmax_num_1_0_1_​ ชั้น​
