id	type	icon	addSkillId	star	exSkillId	exStar	addBuffId	buffStar	exBuffId	exbuffStar	effLogic	effScene	actionType	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
10100402	1	36:catball_skill_icon_101004	71010042	1	71010041	1							2	1	弥撒之礼	彌撒之禮	The Mass	ミサ聖祭	성찬식	ฮอลิเดย์ฮีล	按全队基础攻击力之和的_#skill_heal_0_0_1_，治疗友方全体\n冷却时间3回合，可使用3次					
10100403	1	36:catball_skill_icon_101004	71010043	1	71010042	1							2	1	弥撒之礼	彌撒之禮	The Mass	ミサ聖祭	성찬식	ฮอลิเดย์ฮีล	按全队基础攻击力之和的_#skill_heal_0_0_1_，治疗友方全体\n冷却时间3回合，可使用3次					
10100404	1	36:catball_skill_icon_101004	71010044	1	71010043	1							2	1	弥撒之礼	彌撒之禮	The Mass	ミサ聖祭	성찬식	ฮอลิเดย์ฮีล	按全队基础攻击力之和的_#skill_heal_0_0_1_，治疗友方全体\n冷却时间3回合，可使用3次					
10100501	1	36:catball_skill_icon_101005	71010051	1									2	1	绅士风度	紳士風度	Noble Demeanor	ジェンティリティイ	신사의 매너	มาดสุภาพบุรุษ	按全队基础攻击力之和的_#skill_heal_0_0_1_，对友方全体施加2回合的护盾\n冷却时间3回合，可使用3次					
10100502	1	36:catball_skill_icon_101005	71010052	1	71010051	1							2	1	绅士风度	紳士風度	Noble Demeanor	ジェンティリティイ	신사의 매너	มาดสุภาพบุรุษ	按全队基础攻击力之和的_#skill_heal_0_0_1_，对友方全体施加2回合的护盾\n冷却时间3回合，可使用3次					
10100503	1	36:catball_skill_icon_101005	71010053	1	71010052	1							2	1	绅士风度	紳士風度	Noble Demeanor	ジェンティリティイ	신사의 매너	มาดสุภาพบุรุษ	按全队基础攻击力之和的_#skill_heal_0_0_1_，对友方全体施加2回合的护盾\n冷却时间3回合，可使用3次					
10100504	1	36:catball_skill_icon_101005	71010054	1	71010053	1							2	1	绅士风度	紳士風度	Noble Demeanor	ジェンティリティイ	신사의 매너	มาดสุภาพบุรุษ	按全队基础攻击力之和的_#skill_heal_0_0_1_，对友方全体施加2回合的护盾\n冷却时间3回合，可使用3次					
10100601	1	36:catball_skill_icon_101006	71010061	1									2	1	王族血脉	王族血脈	Regal Bloodline	王統	왕족 혈통	สายเลือดราชัน	按全队基础攻击力之和的_#skill_heal_0_0_1_，对友方单体施加2回合的护盾\n冷却时间3回合，可使用3次					
10100602	1	36:catball_skill_icon_101006	71010062	1	71010061	1							2	1	王族血脉	王族血脈	Regal Bloodline	王統	왕족 혈통	สายเลือดราชัน	按全队基础攻击力之和的_#skill_heal_0_0_1_，对友方单体施加2回合的护盾\n冷却时间3回合，可使用3次					
10100603	1	36:catball_skill_icon_101006	71010063	1	71010062	1							2	1	王族血脉	王族血脈	Regal Bloodline	王統	왕족 혈통	สายเลือดราชัน	按全队基础攻击力之和的_#skill_heal_0_0_1_，对友方单体施加2回合的护盾\n冷却时间3回合，可使用3次					
10100604	1	36:catball_skill_icon_101006	71010064	1	71010063	1							2	1	王族血脉	王族血脈	Regal Bloodline	王統	왕족 혈통	สายเลือดราชัน	按全队基础攻击力之和的_#skill_heal_0_0_1_，对友方单体施加2回合的护盾\n冷却时间3回合，可使用3次					
10100801	1	36:catball_skill_icon_101008	71010081	1									1	1	勇气赞歌	勇氣讚歌	Ode to Bravery	勇気讃歌	용기의 찬가	บทเพลงแห่งความกล้า	按全队基础攻击力之和的_#skill_hit_0_0_1_，对敌方全体造成<color="#FF7F50">纯粹伤害</color>\n<color="#FF7F50">纯粹伤害</color>：只受效果相关属性影响的固定值伤害\n冷却时间3回合，可使用3次					
10100802	1	36:catball_skill_icon_101008	71010082	1	71010081	1							1	1	勇气赞歌	勇氣讚歌	Ode to Bravery	勇気讃歌	용기의 찬가	บทเพลงแห่งความกล้า	按全队基础攻击力之和的_#skill_hit_0_0_1_，对敌方全体造成<color="#FF7F50">纯粹伤害</color>\n<color="#FF7F50">纯粹伤害</color>：只受效果相关属性影响的固定值伤害\n冷却时间3回合，可使用3次					
10100803	1	36:catball_skill_icon_101008	71010083	1	71010082	1							1	1	勇气赞歌	勇氣讚歌	Ode to Bravery	勇気讃歌	용기의 찬가	บทเพลงแห่งความกล้า	按全队基础攻击力之和的_#skill_hit_0_0_1_，对敌方全体造成<color="#FF7F50">纯粹伤害</color>\n<color="#FF7F50">纯粹伤害</color>：只受效果相关属性影响的固定值伤害\n冷却时间3回合，可使用3次					
10100804	1	36:catball_skill_icon_101008	71010084	1	71010083	1							1	1	勇气赞歌	勇氣讚歌	Ode to Bravery	勇気讃歌	용기의 찬가	บทเพลงแห่งความกล้า	按全队基础攻击力之和的_#skill_hit_0_0_1_，对敌方全体造成<color="#FF7F50">纯粹伤害</color>\n<color="#FF7F50">纯粹伤害</color>：只受效果相关属性影响的固定值伤害\n冷却时间3回合，可使用3次					
10101001	1	36:catball_skill_icon_101010	71010101	1									2	1	箬叶之护	箬葉之護	Foliage Guard	竹葉の加護	대나무의 가호	ใบไผ่พิทักษ์	按全队基础攻击力之和的_#skill_heal_0_0_1_，对友方全体施加3回合<color="#02b357">箬叶之护</color>\n<color="#02b357">箬叶之护</color>：回合结束时恢复一定生命值\n冷却时间3回合，可使用3次					
10101002	1	36:catball_skill_icon_101010	71010102	1	71010101	1							2	1	箬叶之护	箬葉之護	Foliage Guard	竹葉の加護	대나무의 가호	ใบไผ่พิทักษ์	按全队基础攻击力之和的_#skill_heal_0_0_1_，对友方全体施加3回合<color="#02b357">箬叶之护</color>\n<color="#02b357">箬叶之护</color>：回合结束时恢复一定生命值\n冷却时间3回合，可使用3次					
10101003	1	36:catball_skill_icon_101010	71010103	1	71010102	1							2	1	箬叶之护	箬葉之護	Foliage Guard	竹葉の加護	대나무의 가호	ใบไผ่พิทักษ์	按全队基础攻击力之和的_#skill_heal_0_0_1_，对友方全体施加3回合<color="#02b357">箬叶之护</color>\n<color="#02b357">箬叶之护</color>：回合结束时恢复一定生命值\n冷却时间3回合，可使用3次					
10101004	1	36:catball_skill_icon_101010	71010104	1	71010103	1							2	1	箬叶之护	箬葉之護	Foliage Guard	竹葉の加護	대나무의 가호	ใบไผ่พิทักษ์	按全队基础攻击力之和的_#skill_heal_0_0_1_，对友方全体施加3回合<color="#02b357">箬叶之护</color>\n<color="#02b357">箬叶之护</color>：回合结束时恢复一定生命值\n冷却时间3回合，可使用3次					
10200101	1	36:catball_skill_icon_102001	71020011	1									2	1	不灭诡道	不滅詭道	Enduring Trickery	不滅の悪戯	영원한 지름길	เส้นทางกลอุบาย	降低敌方全体_#buff_hit_0_0_1_1_攻击相关能力2回合\n冷却时间3回合，可使用3次					
10200102	1	36:catball_skill_icon_102001	71020012	1	71020011	1							2	1	不灭诡道	不滅詭道	Enduring Trickery	不滅の悪戯	영원한 지름길	เส้นทางกลอุบาย	降低敌方全体_#buff_hit_0_0_1_1_攻击相关能力2回合\n冷却时间3回合，可使用3次					
10200103	1	36:catball_skill_icon_102001	71020013	1	71020012	1							2	1	不灭诡道	不滅詭道	Enduring Trickery	不滅の悪戯	영원한 지름길	เส้นทางกลอุบาย	降低敌方全体_#buff_hit_0_0_1_1_攻击相关能力2回合\n冷却时间3回合，可使用3次					
10200104	1	36:catball_skill_icon_102001	71020014	1	71020013	1							2	1	不灭诡道	不滅詭道	Enduring Trickery	不滅の悪戯	영원한 지름길	เส้นทางกลอุบาย	降低敌方全体_#buff_hit_0_0_1_1_攻击相关能力2回合\n冷却时间3回合，可使用3次					
10400301	1	36:catball_skill_icon_104003	71040031	1									1	1	瞬时突袭	暫態突襲	Swift Assault	奇襲攻撃	순간 기습	จู่โจมฉับพลัน	按全队基础攻击力之和的_#skill_hit_0_0_1_，对敌方单体造成<color="#FF7F50">纯粹伤害</color>\n<color="#FF7F50">纯粹伤害</color>：只受效果相关属性影响的固定值伤害\n冷却时间3回合，可使用3次					
10400302	1	36:catball_skill_icon_104003	71040032	1	71040031	1							1	1	瞬时突袭	暫態突襲	Swift Assault	奇襲攻撃	순간 기습	จู่โจมฉับพลัน	按全队基础攻击力之和的_#skill_hit_0_0_1_，对敌方单体造成<color="#FF7F50">纯粹伤害</color>\n<color="#FF7F50">纯粹伤害</color>：只受效果相关属性影响的固定值伤害\n冷却时间3回合，可使用3次					
10400303	1	36:catball_skill_icon_104003	71040033	1	71040032	1							1	1	瞬时突袭	暫態突襲	Swift Assault	奇襲攻撃	순간 기습	จู่โจมฉับพลัน	按全队基础攻击力之和的_#skill_hit_0_0_1_，对敌方单体造成<color="#FF7F50">纯粹伤害</color>\n<color="#FF7F50">纯粹伤害</color>：只受效果相关属性影响的固定值伤害\n冷却时间3回合，可使用3次					
10400304	1	36:catball_skill_icon_104003	71040034	1	71040033	1							1	1	瞬时突袭	暫態突襲	Swift Assault	奇襲攻撃	순간 기습	จู่โจมฉับพลัน	按全队基础攻击力之和的_#skill_hit_0_0_1_，对敌方单体造成<color="#FF7F50">纯粹伤害</color>\n<color="#FF7F50">纯粹伤害</color>：只受效果相关属性影响的固定值伤害\n冷却时间3回合，可使用3次					
10400401	1	36:catball_skill_icon_104004	71040041	1									1	1	科技力量	科技力量	Tech Dominance	テクノロジー	과학 기술 역량	พลังเทคโนโลยี	按全队基础攻击力之和的_#skill_hit_0_0_1_，对敌方全体造成<color="#FF7F50">纯粹伤害</color>\n<color="#FF7F50">纯粹伤害</color>：只受效果相关属性影响的固定值伤害\n冷却时间3回合，可使用3次					
10400402	1	36:catball_skill_icon_104004	71040042	1	71040041	1							1	1	科技力量	科技力量	Tech Dominance	テクノロジー	과학 기술 역량	พลังเทคโนโลยี	按全队基础攻击力之和的_#skill_hit_0_0_1_，对敌方全体造成<color="#FF7F50">纯粹伤害</color>\n<color="#FF7F50">纯粹伤害</color>：只受效果相关属性影响的固定值伤害\n冷却时间3回合，可使用3次					
10400403	1	36:catball_skill_icon_104004	71040043	1	71040042	1							1	1	科技力量	科技力量	Tech Dominance	テクノロジー	과학 기술 역량	พลังเทคโนโลยี	按全队基础攻击力之和的_#skill_hit_0_0_1_，对敌方全体造成<color="#FF7F50">纯粹伤害</color>\n<color="#FF7F50">纯粹伤害</color>：只受效果相关属性影响的固定值伤害\n冷却时间3回合，可使用3次					
10400404	1	36:catball_skill_icon_104004	71040044	1	71040043	1							1	1	科技力量	科技力量	Tech Dominance	テクノロジー	과학 기술 역량	พลังเทคโนโลยี	按全队基础攻击力之和的_#skill_hit_0_0_1_，对敌方全体造成<color="#FF7F50">纯粹伤害</color>\n<color="#FF7F50">纯粹伤害</color>：只受效果相关属性影响的固定值伤害\n冷却时间3回合，可使用3次					
10400601	1	36:catball_skill_icon_104006	71040061	1									2	1	无尽的考验	無盡的考驗	Endless Trials	終わりなき試練	끝없는 시련	บททดสอบไร้ที่สิ้นสุด	对敌方单体施加_#buff_hit_0_0_1_4_<color="#FF7F50">「伤害传递」</color>2回合\n<color="#FF7F50">「伤害传递」</color>：将受到的部分伤害传递给其他拥有「伤害传递」的目标\n冷却时间3回合，可使用3次					
10400602	1	36:catball_skill_icon_104006	71040062	1	71040061	1							2	1	无尽的考验	無盡的考驗	Endless Trials	終わりなき試練	끝없는 시련	บททดสอบไร้ที่สิ้นสุด	对敌方单体施加_#buff_hit_0_0_1_4_<color="#FF7F50">「伤害传递」</color>2回合\n<color="#FF7F50">「伤害传递」</color>：将受到的部分伤害传递给其他拥有「伤害传递」的目标\n冷却时间3回合，可使用3次					
10400603	1	36:catball_skill_icon_104006	71040063	1	71040062	1							2	1	无尽的考验	無盡的考驗	Endless Trials	終わりなき試練	끝없는 시련	บททดสอบไร้ที่สิ้นสุด	对敌方单体施加_#buff_hit_0_0_1_4_<color="#FF7F50">「伤害传递」</color>2回合\n<color="#FF7F50">「伤害传递」</color>：将受到的部分伤害传递给其他拥有「伤害传递」的目标\n冷却时间3回合，可使用3次					
10400604	1	36:catball_skill_icon_104006	71040064	1	71040063	1							2	1	无尽的考验	無盡的考驗	Endless Trials	終わりなき試練	끝없는 시련	บททดสอบไร้ที่สิ้นสุด	对敌方单体施加_#buff_hit_0_0_1_4_<color="#FF7F50">「伤害传递」</color>2回合\n<color="#FF7F50">「伤害传递」</color>：将受到的部分伤害传递给其他拥有「伤害传递」的目标\n冷却时间3回合，可使用3次					
10401001	1	36:catball_skill_icon_104010	71040101	1									2	1	忠诚守护	忠誠守護	Faithful Protection	忠誠なる守護	충성스러운 수호	ผู้พิทักษ์ที่ภักดี	按全队基础攻击力之和的_#skill_heal_0_0_1_，对友方单体施加2回合的护盾\n冷却时间3回合，可使用3次					
10401002	1	36:catball_skill_icon_104010	71040102	1	71040101	1							2	1	忠诚守护	忠誠守護	Faithful Protection	忠誠なる守護	충성스러운 수호	ผู้พิทักษ์ที่ภักดี	按全队基础攻击力之和的_#skill_heal_0_0_1_，对友方单体施加2回合的护盾\n冷却时间3回合，可使用3次					
10401003	1	36:catball_skill_icon_104010	71040103	1	71040102	1							2	1	忠诚守护	忠誠守護	Faithful Protection	忠誠なる守護	충성스러운 수호	ผู้พิทักษ์ที่ภักดี	按全队基础攻击力之和的_#skill_heal_0_0_1_，对友方单体施加2回合的护盾\n冷却时间3回合，可使用3次					
10401004	1	36:catball_skill_icon_104010	71040104	1	71040103	1							2	1	忠诚守护	忠誠守護	Faithful Protection	忠誠なる守護	충성스러운 수호	ผู้พิทักษ์ที่ภักดี	按全队基础攻击力之和的_#skill_heal_0_0_1_，对友方单体施加2回合的护盾\n冷却时间3回合，可使用3次					
10500101	1	36:catball_skill_icon_105001	71050011	1									2	1	迷糊鬼	迷糊鬼	Okie Dopey	おっちょこちょい	어지러냥	วิญญาณจอมมึน	按全队基础攻击力之和的_#skill_heal_0_0_1_，治疗友方单体\n冷却时间3回合，可使用3次					
10500102	1	36:catball_skill_icon_105001	71050012	1	71050011	1							2	1	迷糊鬼	迷糊鬼	Okie Dopey	おっちょこちょい	어지러냥	วิญญาณจอมมึน	按全队基础攻击力之和的_#skill_heal_0_0_1_，治疗友方单体\n冷却时间3回合，可使用3次					
10500103	1	36:catball_skill_icon_105001	71050013	1	71050012	1							2	1	迷糊鬼	迷糊鬼	Okie Dopey	おっちょこちょい	어지러냥	วิญญาณจอมมึน	按全队基础攻击力之和的_#skill_heal_0_0_1_，治疗友方单体\n冷却时间3回合，可使用3次					
10500104	1	36:catball_skill_icon_105001	71050014	1	71050013	1							2	1	迷糊鬼	迷糊鬼	Okie Dopey	おっちょこちょい	어지러냥	วิญญาณจอมมึน	按全队基础攻击力之和的_#skill_heal_0_0_1_，治疗友方单体\n冷却时间3回合，可使用3次					
10500201	1	36:catball_skill_icon_105002	71050021	1									2	1	芝麻糊糊	芝麻糊糊	Sesame	黒ごま汁粉	바둑이냥	งาขาวเข้มข้น	按全队基础攻击力之和的_#skill_heal_0_0_1_，治疗友方全体\n冷却时间3回合，可使用3次					
10500202	1	36:catball_skill_icon_105002	71050022	1	71050021	1							2	1	芝麻糊糊	芝麻糊糊	Sesame	黒ごま汁粉	바둑이냥	งาขาวเข้มข้น	按全队基础攻击力之和的_#skill_heal_0_0_1_，治疗友方全体\n冷却时间3回合，可使用3次					
10500203	1	36:catball_skill_icon_105002	71050023	1	71050022	1							2	1	芝麻糊糊	芝麻糊糊	Sesame	黒ごま汁粉	바둑이냥	งาขาวเข้มข้น	按全队基础攻击力之和的_#skill_heal_0_0_1_，治疗友方全体\n冷却时间3回合，可使用3次					
10500204	1	36:catball_skill_icon_105002	71050024	1	71050023	1							2	1	芝麻糊糊	芝麻糊糊	Sesame	黒ごま汁粉	바둑이냥	งาขาวเข้มข้น	按全队基础攻击力之和的_#skill_heal_0_0_1_，治疗友方全体\n冷却时间3回合，可使用3次					
10501301	1	36:catball_skill_icon_105013	71050131	1									1	1	微笑胜利法	微笑勝利法	Triumphal Grin	笑顔で勝つ	미소 승리법	รอยยิ้มแห่งชัยชนะ	按全队基础攻击力之和的_#skill_hit_0_0_1_，对敌方单体造成<color="#FF7F50">纯粹伤害</color>\n<color="#FF7F50">纯粹伤害</color>：只受效果相关属性影响的固定值伤害\n冷却时间3回合，可使用3次					
10501302	1	36:catball_skill_icon_105013	71050132	1	71050131	1							1	1	微笑胜利法	微笑勝利法	Triumphal Grin	笑顔で勝つ	미소 승리법	รอยยิ้มแห่งชัยชนะ	按全队基础攻击力之和的_#skill_hit_0_0_1_，对敌方单体造成<color="#FF7F50">纯粹伤害</color>\n<color="#FF7F50">纯粹伤害</color>：只受效果相关属性影响的固定值伤害\n冷却时间3回合，可使用3次					
10501303	1	36:catball_skill_icon_105013	71050133	1	71050132	1							1	1	微笑胜利法	微笑勝利法	Triumphal Grin	笑顔で勝つ	미소 승리법	รอยยิ้มแห่งชัยชนะ	按全队基础攻击力之和的_#skill_hit_0_0_1_，对敌方单体造成<color="#FF7F50">纯粹伤害</color>\n<color="#FF7F50">纯粹伤害</color>：只受效果相关属性影响的固定值伤害\n冷却时间3回合，可使用3次					
10501304	1	36:catball_skill_icon_105013	71050134	1	71050133	1							1	1	微笑胜利法	微笑勝利法	Triumphal Grin	笑顔で勝つ	미소 승리법	รอยยิ้มแห่งชัยชนะ	按全队基础攻击力之和的_#skill_hit_0_0_1_，对敌方单体造成<color="#FF7F50">纯粹伤害</color>\n<color="#FF7F50">纯粹伤害</color>：只受效果相关属性影响的固定值伤害\n冷却时间3回合，可使用3次					
10501401	1	36:catball_skill_icon_105014	71050141	1									2	1	绝对拥护	絕對擁護	Loyal Backup	絶対擁護	절대 옹호	พันธะภักดิ์นิรันดร์	按全队基础攻击力之和的_#skill_heal_0_0_1_，对友方单体施加2回合的护盾\n冷却时间3回合，可使用3次					
10501402	1	36:catball_skill_icon_105014	71050142	1	71050141	1							2	1	绝对拥护	絕對擁護	Loyal Backup	絶対擁護	절대 옹호	พันธะภักดิ์นิรันดร์	按全队基础攻击力之和的_#skill_heal_0_0_1_，对友方单体施加2回合的护盾\n冷却时间3回合，可使用3次					
10501403	1	36:catball_skill_icon_105014	71050143	1	71050142	1							2	1	绝对拥护	絕對擁護	Loyal Backup	絶対擁護	절대 옹호	พันธะภักดิ์นิรันดร์	按全队基础攻击力之和的_#skill_heal_0_0_1_，对友方单体施加2回合的护盾\n冷却时间3回合，可使用3次					
10501404	1	36:catball_skill_icon_105014	71050144	1	71050143	1							2	1	绝对拥护	絕對擁護	Loyal Backup	絶対擁護	절대 옹호	พันธะภักดิ์นิรันดร์	按全队基础攻击力之和的_#skill_heal_0_0_1_，对友方单体施加2回合的护盾\n冷却时间3回合，可使用3次					
10501501	1	36:catball_skill_icon_105015	71050151	1									2	1	同心协力	同心協力	United Efforts	同心協力	일치단결	ร่วมแรงร่วมใจ	按全队基础攻击力之和的_#skill_heal_0_0_1_，治疗友方全体\n冷却时间3回合，可使用3次					
10501502	1	36:catball_skill_icon_105015	71050152	1	71050151	1							2	1	同心协力	同心協力	United Efforts	同心協力	일치단결	ร่วมแรงร่วมใจ	按全队基础攻击力之和的_#skill_heal_0_0_1_，治疗友方全体\n冷却时间3回合，可使用3次					
10501503	1	36:catball_skill_icon_105015	71050153	1	71050152	1							2	1	同心协力	同心協力	United Efforts	同心協力	일치단결	ร่วมแรงร่วมใจ	按全队基础攻击力之和的_#skill_heal_0_0_1_，治疗友方全体\n冷却时间3回合，可使用3次					
10501504	1	36:catball_skill_icon_105015	71050154	1	71050153	1							2	1	同心协力	同心協力	United Efforts	同心協力	일치단결	ร่วมแรงร่วมใจ	按全队基础攻击力之和的_#skill_heal_0_0_1_，治疗友方全体\n冷却时间3回合，可使用3次					
10200201	2	36:catball_skill_icon_102002					10200201	1					3	1	猫猫震怒	貓貓震怒	Cat's Rage	猫様の怒り	화났다냥	แมวเหมียวฉุนเฉียว	暴击时，附带<color="#0099a3">7%</color>攻击力的真实伤害					
10200202	2	36:catball_skill_icon_102002					10200202	2	10200201	1			3	1	猫猫震怒	貓貓震怒	Cat's Rage	猫様の怒り	화났다냥	แมวเหมียวฉุนเฉียว	暴击时，附带<color="#0099a3">9%</color>攻击力的真实伤害					
10200203	2	36:catball_skill_icon_102002					10200203	3	10200202	2			3	1	猫猫震怒	貓貓震怒	Cat's Rage	猫様の怒り	화났다냥	แมวเหมียวฉุนเฉียว	暴击时，附带<color="#0099a3">14%</color>攻击力的真实伤害					
10200204	2	36:catball_skill_icon_102002					10200204	4	10200203	3			3	1	猫猫震怒	貓貓震怒	Cat's Rage	猫様の怒り	화났다냥	แมวเหมียวฉุนเฉียว	暴击时，附带<color="#0099a3">24%</color>攻击力的真实伤害					
10200301	2	36:catball_skill_icon_102003					10200301	1					3	1	精密计算	精密計算	Accurate Computation	精密計算	정밀 계산	แผนการคำนวณ	每回合首次释放技能时，造成的伤害提升<color="#0099a3">9%</color>					
10200302	2	36:catball_skill_icon_102003					10200302	2	10200301	1			3	1	精密计算	精密計算	Accurate Computation	精密計算	정밀 계산	แผนการคำนวณ	每回合首次释放技能时，造成的伤害提升<color="#0099a3">12%</color>					
10200303	2	36:catball_skill_icon_102003					10200303	3	10200302	2			3	1	精密计算	精密計算	Accurate Computation	精密計算	정밀 계산	แผนการคำนวณ	每回合首次释放技能时，造成的伤害提升<color="#0099a3">18%</color>					
10200304	2	36:catball_skill_icon_102003					10200304	4	10200303	3			3	1	精密计算	精密計算	Accurate Computation	精密計算	정밀 계산	แผนการคำนวณ	每回合首次释放技能时，造成的伤害提升<color="#0099a3">30%</color>					
10200401	2	36:catball_skill_icon_102004					10200401	1					3	1	微笑的假面	微笑的假面	Grinning Disguise	微笑の仮面	스마일 가면	หน้ากากแห่งรอยยิ้ม	释放攻击技能后，降低敌方全体<color="#0099a3">6%</color>防御力，持续1回合，可叠加3层					
10200402	2	36:catball_skill_icon_102004					10200402	2	10200401	1			3	1	微笑的假面	微笑的假面	Grinning Disguise	微笑の仮面	스마일 가면	หน้ากากแห่งรอยยิ้ม	释放攻击技能后，降低敌方全体<color="#0099a3">8%</color>防御力，持续1回合，可叠加3层					
10200403	2	36:catball_skill_icon_102004					10200403	3	10200402	2			3	1	微笑的假面	微笑的假面	Grinning Disguise	微笑の仮面	스마일 가면	หน้ากากแห่งรอยยิ้ม	释放攻击技能后，降低敌方全体<color="#0099a3">12%</color>%防御力，持续1回合，可叠加3层					
10200404	2	36:catball_skill_icon_102004					10200404	4	10200403	3			3	1	微笑的假面	微笑的假面	Grinning Disguise	微笑の仮面	스마일 가면	หน้ากากแห่งรอยยิ้ม	释放攻击技能后，降低敌方全体<color="#0099a3">20%</color>防御力，持续1回合，可叠加3层					
10200501	2	36:catball_skill_icon_102005					10200501	1					3	1	自由精神	自由精神	Spirit of Freedom	自由の精神	프리덤	จิตวิญญาณเสรี	释放sp技能后，获得1层最终伤害提升<color="#0099a3">6%</color>的效果，可叠加3层					
