id	path	export	status
34	CSV数值表/数据表-海外/装备表/装备表	Data/Equipment/Equipment	1
38	CSV数值表/数据表-海外/基础表/玩家经验表	Data/Common/LevelExp	1
39	CSV数值表/数据表-海外/怪物表格/怪物类型表	Data/Card/MonsterType	1
40	CSV数值表/数据表-海外/怪物表格/怪物数据表	Data/Card/Monster	1
41	CSV数值表/数据表-海外/角色表/职业表	Data/Card/Carrer	1
42	CSV数值表/数据表-海外/怪物表格/卡牌怪物表	Data/Card/CardMonster	1
43	CSV数值表/数据表-海外/基础表/站位表	Data/Common/Position	1
46	CSV数值表/数据表-海外/装备表/属性定义表	Data/Card/AttrDefines	1
47	CSV数值表/数据表-海外/基础表/筛选表	Data/Common/Screen	1
48	CSV数值表/数据表-海外/怪物表格/怪物成长表	Data/Card/MonsterLevel	1
49	CSV数值表/数据表-海外/角色表/突破通用消耗表	Data/Card/BreakCommonRewardConsume	1
50	CSV数值表/数据表-海外/角色表/养成参数表	Data/Card/CardProgressionParams	1
51	CSV数值表/数据表-海外/角色表/阵营表	Data/Card/RoleRace	1
52	CSV数值表/数据表-海外/基础表/特效资源表	Data/Common/EffectRes	1
53	CSV数值表/数据表-海外/loading表/loading图片资源表	Data/Loading/LoadingImg	1
55	CSV数值表/数据表-海外/角色表/血统猫种表	Data/Card/CatType	1
57	CSV数值表/数据表-海外/角色表/角色羁绊表	Data/Card/RoleCardSynergies	1
58	CSV数值表/数据表-海外/角色好感度/好感度经验奖励表	Data/CardFavorable/ExpReward	1
59	CSV数值表/数据表-海外/道具表/45好感度礼物道具表	Data/Goods/CardFavorable	1
60	CSV数值表/数据表-海外/角色好感度/角色卡牌喜好礼物表	Data/CardFavorable/Gift	1
61	CSV数值表/数据表-海外/角色表/属性颜色表	Data/Card/AttributeColor	1
62	CSV数值表/数据表-海外/技能表/被动技能生效场合枚举表	Data/Skill/BuffEffectOccasion	1
63	CSV数值表/数据表-海外/角色好感度/卡牌好感度台词表	Data/CardFavorable/FavorCardWord	1
98	CSV数值表/数据表-海外/装备表/装备品质表	Data/Equipment/EquipQuality	1
101	CSV数值表/数据表-海外/装备表/装备主属性类型表	Data/Equipment/EquipMainAttrType	1
102	CSV数值表/数据表-海外/装备表/装备套装筛选表	Data/Equipment/EquipFilter	1
103	CSV数值表/数据表-海外/装备表/装备副属性类型表	Data/Equipment/EquipSubAttrType	1
104	CSV数值表/数据表-海外/角色表/角色基础属性表	Data/Card/BaseAttr	1
106	CSV数值表/数据表-海外/装备表/核心表	Data/Equipment/EquipmentCore	1
107	CSV数值表/数据表-海外/装备表/属性加成定义表	Data/Card/AttrAddition	1
108	CSV数值表/数据表-海外/道具表/10卡牌道具表	Data/Goods/CardGoods	1
110	CSV数值表/数据表-海外/道具表/40装备道具表	Data/Goods/EquipGoods	1
111	CSV数值表/数据表-海外/道具表/50礼包道具表	Data/Goods/GiftGoods	1
112	CSV数值表/数据表-海外/道具表/51使用道具表	Data/Goods/ExchangeUseGoods	1
113	CSV数值表/数据表-海外/角色表/角色卡牌皮肤表	Data/Card/CardSkin	1
114	CSV数值表/数据表-海外/角色表/角色卡牌坐标表	Data/Card/CardPos	1
109	CSV数值表/数据表-海外/角色表/角色卡牌立绘坐标表	Data/Card/CardDrawingPos	1
117	CSV数值表/数据表-海外/角色表/角色立绘色号表	Data/Card/CardDrawingColor	1
116	CSV数值表/数据表-海外/基础表/属性表	Data/Common/ElementNames	1
120	CSV数值表/数据表-海外/装备表/装备核心效果表	Data/Equipment/EquipCoreEffect	1
121	CSV数值表/数据表-海外/角色表/角色卡牌升星限制条件表	Data/Card/CardUpgradeStarLimit	1
122	CSV数值表/数据表-海外/基础表/新手升级指引表	Data/Common/NoviceLevelGuide	1
123	CSV数值表/数据表-海外/道具表/52自选礼包表	Data/Goods/GoodsOptionalGift	1
124	CSV数值表/数据表-海外/角色表/卡牌等级上限表	Data/Card/CardUpgradeLevelLimit	1
252	CSV数值表/数据表-海外/新主线关卡/主线任务表	Data/Tasks/MainTask	1
254	CSV数值表/数据表-海外/任务表/日常任务表	Data/Tasks/DailyTask	1
255	CSV数值表/数据表-海外/任务表/成就任务表	Data/Tasks/Achievements	1
256	CSV数值表/数据表-海外/任务表/成就宝箱表	Data/Tasks/AchievementBox	1
260	CSV数值表/数据表-海外/任务表/任务内容类型表	Data/Tasks/TaskDetailType	1
401	CSV数值表/数据表-海外/基础表/系统功能表	Data/Common/SystemFunctionToggle	1
402	CSV数值表/数据表-海外/基础表/功能切割表	Data/Common/SystemJumpModule	1
261	CSV数值表/数据表-海外/属性克制表	Data/Battle/ElementCounte	1
262	CSV数值表/数据表-海外/技能表/目标表类型表	Data/Battle/TargetType	1
263	CSV数值表/数据表-海外/技能表/技能效果表	Data/Skill/SkillLogicEffect	1
264	CSV数值表/数据表-海外/技能表/技能效果升级数据表	Data/Skill/SkillLogicEffectLevel	1
265	CSV数值表/数据表-海外/技能表/触发器类型表	Data/Skill/Trigger	1
266	CSV数值表/数据表-海外/技能表/状态参数表	Data/Skill/StatusAbility	1
267	CSV数值表/数据表-海外/技能表/战斗参数表	Data/Skill/BattleParam	1
268	CSV数值表/数据表-海外/技能表/技能表	Data/Skill/Skill	1
269	CSV数值表/数据表-海外/技能表/技能升级数据表	Data/Skill/SkillLevel	1
270	CSV数值表/数据表-海外/技能表/场景表	Data/Battle/BattleScene	1
271	CSV数值表/数据表-海外/技能表/技能表现用表/动画时间表	Data/Skill/SkillAction	1
272	CSV数值表/数据表-海外/技能表/技能表现用表/技能特效类型表	Data/Skill/SkillView	1
273	CSV数值表/数据表-海外/技能表/技能表现用表/效果表现表	Data/Skill/SkillEffectView	1
566	CSV数值表/数据表-海外/技能表/技能表现用表/特效资源表	Data/Skill/SkillEffectResources	1
274	CSV数值表/数据表-海外/基础表/模型表	Data/Common/Model	1
275	CSV数值表/数据表-海外/技能表/技能表现用表/子弹表	Data/Skill/Bullet	1
276	CSV数值表/数据表-海外/技能表/伤害类型	Data/Skill/DamageType	1
303	CSV数值表/数据表-海外/技能表/技能描述字体颜色表	Data/Skill/SkillDescFontColor	1
304	CSV数值表/数据表-海外/技能表/大招升级消耗表	Data/Skill/SKillSPLevel	1
277	CSV数值表/数据表-海外/技能表/技能升级消耗表	Data/Skill/SkillLevelUp	1
279	CSV数值表/数据表-海外/技能表/技能界面BUFF描述表	Data/Skill/SkillBuffDesc	1
300	CSV数值表/数据表-海外/技能表/技能表现用表/相机表	Data/Battle/SkillCameras	1
280	CSV数值表/数据表-海外/新主线关卡/主线关卡表	Data/Quest/CpLevel	1
281	CSV数值表/数据表-海外/新主线关卡/章节表	Data/Quest/Chapter	1
298	CSV数值表/数据表-海外/新主线关卡/章节CG收集表	Data/Quest/ChapterCG	1
282	CSV数值表/数据表-海外/角色表/角色卡牌天赋表	Data/Card/CardTalent	1
283	CSV数值表/数据表-海外/角色表/角色卡牌天赋组别表	Data/Card/CardTalentGroup	1
284	CSV数值表/数据表-海外/技能表/技能概述标签表	Data/Skill/CardSkillKeyword	1
301	CSV数值表/数据表-海外/拍照表/拍照默认镜头表	Data/Photo/PhotoPose	1
302	CSV数值表/数据表-海外/基础表/体力兑换表	Data/Basic/Strength	1
307	CSV数值表/数据表-海外/基础表/体力购买表	Data/Basic/HpBuyLimit	1
305	CSV数值表/数据表-海外/卡池表/抽卡获得道具对应表	Data/Card/CardToItem	1
310	CSV数值表/数据表-海外/日常副本表/日常副本类型表	Data/DailyDungeon/DailyType	1
311	CSV数值表/数据表-海外/日常副本表/日常副本能源点宝箱表	Data/DailyDungeon/TreasureChest	1
312	CSV数值表/数据表-海外/日常副本表/日常副本关卡表	Data/DailyDungeon/DailyCpLevel	1
313	CSV数值表/数据表-海外/活动汇总/装备副本降低消耗活动/装备副本降低消耗活动对照表	Data/Activity/EquipConsumeInfo	1
411	CSV数值表/数据表-海外/养成表/材料合成表	Data/Basic/MatComposit	1
412	CSV数值表/数据表-海外/新主线关卡/章节通关奖励表	Data/Quest/ChapterReward	1
351	CSV数值表/数据表-海外/迷宫表/关卡点类型表	Data/Maze/MazeEventType	1
366	CSV数值表/数据表-海外/迷宫表/迷宫难度系数表	Data/Maze/MazeDifficultyCoefficient	1
367	CSV数值表/数据表-海外/迷宫表/迷宫楼层奖励表	Data/Maze/MazeFloorRewards	1
353	CSV数值表/数据表-海外/迷宫表/迷宫道具表	Data/Maze/MazeItems	1
356	CSV数值表/数据表-海外/迷宫表/迷宫剧情事件表	Data/Maze/MazeStoryEvent	1
357	CSV数值表/数据表-海外/迷宫表/迷宫圣物表	Data/Maze/MazeBuff	1
358	CSV数值表/数据表-海外/迷宫表/迷宫战斗关卡表	Data/Maze/MazeBattlePoint	1
359	CSV数值表/数据表-海外/迷宫表/迷宫参数表	Data/Maze/MazeArg	1
361	CSV数值表/数据表-海外/迷宫表/迷宫助战事件角色属性表	Data/Maze/MazeHelpers	1
362	CSV数值表/数据表-海外/迷宫表/迷宫诅咒表	Data/Maze/MazeDebuff	1
368	CSV数值表/数据表-海外/迷宫表/迷宫区域开启规则表	Data/Maze/MazeAreaInfo	1
369	CSV数值表/数据表-海外/迷宫表/迷宫路线表	Data/Maze/MazeFloorPath	1
377	CSV数值表/数据表-海外/迷宫表/迷宫区域任务表	Data/Maze/MazeAreaTask	1
384	CSV数值表/数据表-海外/迷宫表/迷宫积分获取规则表	Data/Maze/MazeScore	1
385	CSV数值表/数据表-海外/迷宫表/圣物标签表	Data/Maze/MazeBuffTag	1
386	CSV数值表/数据表-海外/迷宫表/迷宫区域官方推荐表	Data/Maze/MazeRecommend	1
381	CSV数值表/数据表-海外/卡池表/抽卡道具兑换表	Data/GachaponExchange/GachaponExchange	1
383	CSV数值表/数据表-海外/卡池表/引导卡池表	Data/Gachapon/GachaponGuide	1
567	CSV数值表/数据表-海外/技能表/技能表现用表/音效资源表	Data/Skill/SoundResources	1
568	CSV数值表/数据表-海外/怪物表格/怪物弱点表	Data/Card/MonsterWeakness	1
569	CSV数值表/数据表-海外/技能表/合卡技表	Data/Skill/ComboSkill	1
601	CSV数值表/数据表-海外/商店/商店类型表	Data/Shop/ShopGeneral	1
605	CSV数值表/数据表-海外/商店/PC充值价格表	Data/Shop/PCRecharge	1
606	CSV数值表/数据表-海外/商店/地区货币对应表	Data/Shop/RegionalCurrency	1
610	CSV数值表/数据表-海外/新主线关卡/委任战斗编队解锁条件表	Data/EntrustBattleTeamUnlock/EntrustBattleTeamUnlock	1
701	CSV数值表/数据表-海外/抽卡道具副本表/抽卡道具副本等级表	Data/GachaCoinQuest/GachaCoinQuestLevel	1
702	CSV数值表/数据表-海外/抽卡道具副本表/抽卡道具副本关卡表	Data/GachaCoinQuest/GachaCoinQuest	1
703	CSV数值表/数据表-海外/抽卡道具副本表/抽卡道具副本挑战关卡表	Data/GachaCoinQuest/GachaCoinChallengeQuest	1
704	CSV数值表/数据表-海外/抽卡道具副本表/抽卡道具副本挑战任务表	Data/GachaCoinQuest/GachaCoinQuestTask	1
705	CSV数值表/数据表-海外/抽卡道具副本表/抽卡道具副本挑战任务类型表	Data/GachaCoinQuest/GachaCoinQuestTaskType	1
710	CSV数值表/数据表-海外/道具表/70同卡道具表	Data/Goods/SameCardGoods	1
711	CSV数值表/数据表-海外/道具表/1000卡牌皮肤道具表	Data/Goods/SkinGoods	1
720	CSV数值表/数据表-海外/我方机器人表/机器人属性表	Data/BattleHelper/BattleHelperAttr	1
721	CSV数值表/数据表-海外/我方机器人表/机器人阵容表	Data/BattleHelper/BattleHelperTeam	1
722	CSV数值表/数据表-海外/我方机器人表/机器人装备表	Data/BattleHelper/BattleHelperEquip	1
723	CSV数值表/数据表-海外/我方机器人表/机器人装备属性表	Data/BattleHelper/BattleSecondAttr	1
372	CSV数值表/数据表-海外/角色表/QTE	Data/Chapter/ChapterQTE	1
750	CSV数值表/数据表-海外/新主线关卡/关卡奖励表	Data/Basic/QuestReward	1
751	CSV数值表/数据表-海外/日常副本表/日常副本奖励表	Data/Basic/DailyQuestReward	1
752	CSV数值表/数据表-海外/迷宫表/迷宫关卡奖励表	Data/Basic/MazeQuestReward	1
755	CSV数值表/数据表-海外/基础表/关卡结算条件表	Data/Basic/WaveEndCondition	1
713	CSV数值表/数据表-海外/道具表/53其他道具表	Data/Goods/OtherGoods	1
715	CSV数值表/数据表-海外/道具表/90活动道具表	Data/Goods/ActivityGoods	1
716	CSV数值表/数据表-海外/道具表/91特权道具表	Data/Goods/IgnoreTypeGoods	1
900	CSV数值表/数据表-海外/道具表/54专辑表	Data/Goods/AlbumGoods	1
570	CSV数值表/数据表-海外/技能表/必杀技战中技能描述表	Data/Skill/SkillSPDescInBattle	1
820	CSV数值表/数据表-海外/基础表/关卡条件表	Data/Basic/QuestCondition	1
821	CSV数值表/数据表-海外/基础表/关卡条件类型表	Data/Basic/QuestTypeCondition	1
840	CSV数值表/数据表-海外/装备副本表/初级装备副本关卡表	Data/QuestEquip/QuestPrimaryEquip	1
841	CSV数值表/数据表-海外/装备副本表/初级装备副本奖励表	Data/QuestEquip/QuestPrimaryEquipReward	1
842	CSV数值表/数据表-海外/装备副本表/初级装备副本类型表	Data/QuestEquip/QuestPrimaryEquipType	1
843	CSV数值表/数据表-海外/装备副本表/高级装备副本战斗类型表	Data/QuestEquip/QuestSeniorEquipBattleType	1
844	CSV数值表/数据表-海外/装备副本表/高级装备副本表	Data/QuestEquip/QuestSeniorEquipChapter	1
845	CSV数值表/数据表-海外/装备副本表/稀有度COST对照表	Data/QuestEquip/QuestSeniorEquipQualityCost	1
846	CSV数值表/数据表-海外/装备副本表/新高级装备副本奖励表	Data/QuestEquip/QuestSeniorEquipReward	1
847	CSV数值表/数据表-海外/装备副本表/新高级装备副本类型表	Data/QuestEquip/QuestSeniorEquipType	1
848	CSV数值表/数据表-海外/装备副本表/新高级装备副本关卡表	Data/QuestEquip/QuestSeniorEquipVo	1
849	CSV数值表/数据表-海外/剧情副本表/剧情副本关卡表	Data/QuestRoleStory/QuestRoleStory	1
850	CSV数值表/数据表-海外/剧情副本表/剧情副本章节表	Data/QuestRoleStory/QuestRoleStoryChapter	1
851	CSV数值表/数据表-海外/剧情副本表/剧情副本立绘坐标表	Data/QuestRoleStory/Role	1
852	CSV数值表/数据表-海外/剧情副本表/剧情副本奖励表	Data/QuestRoleStory/QuestRoleStoryReward	1
853	CSV数值表/数据表-海外/剧情副本表/剧情副本结局cg表	Data/QuestRoleStory/QuestRoleStoryCg	1
865	CSV数值表/数据表-海外/手机/通讯/好感度奖励表	Data/Basic/LikabilityReward	1
571	CSV数值表/数据表-海外/技能表/BUFF效果表	Data/Skill/BuffEffect	1
572	CSV数值表/数据表-海外/技能表/BUFF效果升级数据表	Data/Skill/BuffEffectLevel	1
573	CSV数值表/数据表-海外/技能表/BUFF表	Data/Skill/Buff	1
574	CSV数值表/数据表-海外/技能表/BUFF升级数据表	Data/Skill/BuffLevel	1
903	CSV数值表/数据表-海外/图鉴/角色卡牌图鉴表	Data/IllustratedHandbook/IllustratedRoleCard	1
920	CSV数值表/数据表-海外/新手活动相关表/七日大奖表	Data/BeginnerEvent/SevenDaysBigPrize	1
921	CSV数值表/数据表-海外/新手活动相关表/七日任务表	Data/BeginnerEvent/SevenDaysTask	1
922	CSV数值表/数据表-海外/新手活动相关表/十四日签到奖励	Data/BeginnerEvent/FortnightPrize	1
923	CSV数值表/数据表-海外/新手活动相关表/新手活动参数表	Data/BeginnerEvent/EventArguments	1
940	图像品质/分辨率	Data/Common/Resolution	1
941	图像品质/辉光	Data/Common/Bloom	1
942	图像品质/抗锯齿	Data/Common/Atialas	1
943	图像品质/材质等级	Data/Common/MatLevel	1
950	CSV数值表/数据表-海外/基础表/个人信息参数表	Data/Common/PersonalInfo	1
951	CSV数值表/数据表-海外/基础表/分享奖励表	Data/Common/ShareRewards	1
952	CSV数值表/数据表-海外/道具表/62头像头像框道具表	Data/Goods/PictureFrameGoods	1
953	CSV数值表/数据表-海外/基础表/分享内容表	Data/Common/ShareMessages	1
960	CSV数值表/数据表-海外/日常签到表/登录奖励表	Data/FeatureSign/LoginReward	1
961	CSV数值表/数据表-海外/日常签到表/信件表	Data/FeatureSign/Letter	1
970	CSV数值表/数据表-海外/爬塔表/爬塔关卡表	Data/Tower/TowerQuest	1
971	CSV数值表/数据表-海外/爬塔表/爬塔奖励表	Data/Tower/TowerQuestReward	1
975	CSV数值表/数据表-海外/世界BOSS表/世界BOSS参数表	Data/WorldBoss/WorldBossParam	1
976	CSV数值表/数据表-海外/世界BOSS表/世界BOSS个人伤害奖励	Data/WorldBoss/WorldBossHurtReward	1
977	CSV数值表/数据表-海外/世界BOSS表/世界BOSS关卡表	Data/WorldBoss/WorldBossQuest	1
978	CSV数值表/数据表-海外/世界BOSS表/世界BOSS排行榜奖励表	Data/WorldBoss/WorldBossRankReward	1
979	CSV数值表/数据表-海外/世界BOSS表/世界BOSS排期表	Data/WorldBoss/WorldBossPlan	1
1001	CSV数值表/数据表-海外/引导表/战中引导文字表	Data/Guide/GuideDesc	1
1002	CSV数值表/数据表-海外/引导表/系统引导模块表	Data/Guide/SystemGuideModuleStep	1
1003	CSV数值表/数据表-海外/引导表/系统引导表	Data/Guide/SystemGuideModule	1
1018	CSV数值表/数据表-海外/引导表/战中指南引导表	Data/Guide/GuideBookDesc	1
1019	CSV数值表/数据表-海外/基础表/排序表	Data/Common/Sort	1
1020	CSV数值表/数据表-海外/基础表/排序类型表	Data/Common/SortType	1
1040	CSV数值表/数据表-海外/竞技表/竞技参数表	Data/PVPArena/Params	1
1041	CSV数值表/数据表-海外/竞技表/竞技竞猜奖励表	Data/PVPArena/QuizRewards	1
1042	CSV数值表/数据表-海外/竞技表/竞技比赛名次与奖励表	Data/PVPArena/RankRewards	1
602	CSV数值表/数据表-海外/商店/终身卡奖励表	Data/Shop/MonthCard	1
980	CSV数值表/数据表-海外/成长基金/成长基金奖励表	Data/GrowthFund/GrowthFundReward	1
981	CSV数值表/数据表-海外/成长基金/成长基金购买表	Data/GrowthFund/GrowthFundPurchase	1
10	CSV数值表/数据表-海外/基础表/基础参数表	Data/Common/BaseArg	1
1030	CSV数值表/数据表-海外/道具表/道具组表	Data/Goods/GoodsGroup	1
374	CSV数值表/数据表-海外/剧情表/A剧情控制及梗概表	Data/NewChapter/NewChapterGeneral	1
1100	CSV数值表/数据表-海外/剧情PT本活动/PT活动副本地图表	Data/Bamboo/BambooMap	1
1101	CSV数值表/数据表-海外/剧情PT本活动/PT活动副本事件点表	Data/Bamboo/BambooMapEvent	1
1102	CSV数值表/数据表-海外/剧情PT本活动/PT活动表	Data/Bamboo/BambooActivitys	1
1103	CSV数值表/数据表-海外/剧情PT本活动/PT活动副本表	Data/Bamboo/BambooActivityCopys	1
1104	CSV数值表/数据表-海外/剧情PT本活动/PT点数累计奖励表	Data/Bamboo/BambooIntegralRewards	1
1105	CSV数值表/数据表-海外/剧情PT本活动/PT活动副本剧情关卡表	Data/Bamboo/QuestBamboo	1
1106	CSV数值表/数据表-海外/剧情PT本活动/PT活动副本事件点触发表	Data/Bamboo/BambooEvents	1
1107	CSV数值表/数据表-海外/剧情PT本活动/PT挑战副本关卡表	Data/Bamboo/QuestBambooChallenge	1
1108	CSV数值表/数据表-海外/剧情PT本活动/PT挑战副本奖励表	Data/Bamboo/QuestBambooChallengeReward	1
1109	CSV数值表/数据表-海外/剧情PT本活动/PT挑战副本类型表	Data/Bamboo/QuestBambooChallengeTypes	1
1110	CSV数值表/数据表-海外/剧情PT本活动/PT挑战副本UP角色表	Data/Bamboo/BambooUpRole	1
1111	CSV数值表/数据表-海外/角色表/角色台词表	Data/Card/CardRoleVoice	1
1201	CSV数值表/数据表-海外/角色表/角色大招被动表	Data/Card/FinalAndBuffSkill	1
1202	CSV数值表/数据表-海外/技能表/大招升级参数表	Data/Skill/FinalSkillUpParams	1
11	CSV数值表/数据表-海外/好友表/好友参数表	Data/Common/FriendArg	1
1510	CSV数值表/数据表-海外/基础表/关卡增益效果表	Data/Common/QuestUpBuff	1
253	CSV数值表/数据表-海外/任务表/成就页签表	Data/Tasks/AchievementTag	1
1601	CSV数值表/数据表-海外/基础表/战中提示	Data/Basic/UIBattleTips	1
1602	CSV数值表/数据表-海外/基础表/行动模块功能表	Data/Basic/ActionType	1
913	CSV数值表/数据表-海外/图鉴/图鉴表	Data/IllustratedHandbook/IllustratedType	1
915	CSV数值表/数据表-海外/图鉴/wiki地理百科	Data/IllustratedHandbook/IllustratedEncyclopediaArea	1
916	CSV数值表/数据表-海外/图鉴/wiki专有名词表	Data/IllustratedHandbook/IllustratedEncyclopediaKeyword	1
930	CSV数值表/数据表-海外/定时副本表/定时副本参数表	Data/Directional/DirectionalArg	1
931	CSV数值表/数据表-海外/定时副本表/定时副本关卡表	Data/Directional/DirectionalLevel	1
932	CSV数值表/数据表-海外/定时副本表/定时副本奖励表	Data/Directional/DirectionalRewards	1
933	CSV数值表/数据表-海外/定时副本表/定时副本类型表	Data/Directional/DirectionalType	1
1701	CSV数值表/数据表-海外/技能表/技能表现用表/PVP战中表情表	Data/Skill/EmojiPath	1
376	CSV数值表/数据表-海外/剧情表/A剧情选项表	Data/NewChapter/NewChapterOption	1
935	CSV数值表/数据表-海外/任务表/周任务/扭蛋池奖励表	Data/Tasks/Gachapon/GachaponTaskRewards	1
1801	CSV数值表/数据表-海外/累充表/累计充值表	Data/Shop/CumulativeRecharge	1
1810	CSV数值表/数据表-海外/基础表/看板娘角色表	Data/RoleShow/ShowRoleAll	1
1811	CSV数值表/数据表-海外/基础表/看板娘事件表	Data/RoleShow/RoleEvents	1
1802	CSV数值表/数据表-海外/基础表/首充奖励表	Data/Shop/InvestRewards	1
378	CSV数值表/数据表-海外/剧情表/剧情气泡表	Data/NewChapter/BattleBubble	1
379	CSV数值表/数据表-海外/剧情表/角色剧情坐标表	Data/NewChapter/CharacterPos	1
1825	CSV数值表/数据表-海外/天赋材料副本表/天赋材料副本关卡表	Data/Talent/TalentQuest	1
1826	CSV数值表/数据表-海外/天赋材料副本表/天赋材料副本表	Data/Talent/TalentCopy	1
1827	CSV数值表/数据表-海外/天赋材料副本表/天赋材料副本参数表	Data/Talent/TalentPara	1
1828	CSV数值表/数据表-海外/天赋材料副本表/天赋材料副本词条表	Data/Talent/TalentBuff	1
1829	CSV数值表/数据表-海外/天赋材料副本表/天赋材料副本排期表	Data/Talent/TalentPlan	1
1840	CSV数值表/数据表-海外/钓鱼表/钓场表	Data/Fishing/FishingPlace	1
1841	CSV数值表/数据表-海外/钓鱼表/钓鱼等级表	Data/Fishing/FishingLevel	1
1842	CSV数值表/数据表-海外/钓鱼表/大鱼评级表	Data/Fishing/FishingRating	1
1845	CSV数值表/数据表-海外/钓鱼表/加成效果枚举表	Data/Fishing/FishingBonusEffect	1
1846	CSV数值表/数据表-海外/钓鱼表/卷线轮表	Data/Fishing/FishingReel	1
1847	CSV数值表/数据表-海外/钓鱼表/卡牌加成表	Data/Fishing/FishingCardBonus	1
1848	CSV数值表/数据表-海外/钓鱼表/拉竿QTE加成表	Data/Fishing/FishingTierodBonus	1
1849	CSV数值表/数据表-海外/钓鱼表/拉力槽表	Data/Fishing/FishingPullPower	1
1850	CSV数值表/数据表-海外/钓鱼表/其他参数表	Data/Fishing/FishingPara	1
1851	CSV数值表/数据表-海外/钓鱼表/鱼饵表	Data/Fishing/FishingBait	1
1852	CSV数值表/数据表-海外/钓鱼表/鱼竿表	Data/Fishing/FishingRod	1
1853	CSV数值表/数据表-海外/钓鱼表/鱼线表	Data/Fishing/FishingLine	1
1854	CSV数值表/数据表-海外/钓鱼表/鱼种表	Data/Fishing/FishingSpecies	1
1855	CSV数值表/数据表-海外/钓鱼表/鱼种属性表	Data/Fishing/FishingSpeciesAttr	1
1860	CSV数值表/数据表-海外/基础表/其他入口功能表	Data/Basic/OtherBtns	1
1861	CSV数值表/数据表-海外/道具表/80鱼种表	Data/Goods/GoodsFish	1
1862	CSV数值表/数据表-海外/道具表/81卷线轮表	Data/Goods/GoodsReel	1
1863	CSV数值表/数据表-海外/道具表/82鱼饵表	Data/Goods/GoodsBait	1
1864	CSV数值表/数据表-海外/道具表/83鱼竿表	Data/Goods/GoodsFishingRod	1
1865	CSV数值表/数据表-海外/道具表/84鱼线表	Data/Goods/GoodsFishingLine	1
1866	CSV数值表/数据表-海外/钓鱼表/垂钓对话表	Data/Fishing/FishingTalk	1
576	CSV数值表/数据表-海外/技能表/技能牌逻辑表	Data/Skill/SkillCard	1
285	CSV数值表/数据表-海外/新主线关卡/序章专用关卡表	Data/Quest/QuestPrologues	1
286	CSV数值表/数据表-海外/角色表/觉醒相机表	Data/Card/CardAwakeCamera	1
2001	CSV数值表/数据表-海外/触发礼包/触发条件表	Data/Shop/TriggerGiftsCondition	1
2002	CSV数值表/数据表-海外/触发礼包/新版触发礼包奖励表	Data/Shop/TriggerGiftsRewards	1
2010	CSV数值表/数据表-海外/料理表/好感度料理/好感度参数表	Data/Order/OrderParam	1
2011	CSV数值表/数据表-海外/料理表/好感度料理/好感度料理表	Data/Order/OrderFood	1
2013	CSV数值表/数据表-海外/料理表/好感度料理/角色台词表	Data/Order/OrderTalker	1
2014	CSV数值表/数据表-海外/料理表/好感度料理/普通剧情表	Data/Order/OrderCommonStory	1
2015	CSV数值表/数据表-海外/料理表/好感度料理/特殊剧情表	Data/Order/OrderSpecialStory	1
2016	CSV数值表/数据表-海外/料理表/战斗料理/料理属性效果表	Data/Cooking/CookingAttr	1
2017	CSV数值表/数据表-海外/料理表/战斗料理/战斗料理表	Data/Cooking/CookingFood	1
2018	CSV数值表/数据表-海外/料理表/战斗料理/战斗料理不生效系统表	Data/Cooking/CookingBlankQuest	1
