Id,RoleResId,Name,,Type,ItemId,SkinTag,SkinUpgrade,SkinUpgradeTag,ResourcesType,Resources,Resources_Hx,EffectPathFile,SkillShowMini,SkillShow,FilesTitle,FilesStory,CanvasSize,Offset,UnlockDesc,skin_desc,StoryPackage,Open
9013,0,skin_name_9013,不褪白金,1,9013,,,,3,HeadFrame/ui_headframe_duanwei_5,0,0,,,0,0,,0,skin_unlock_desc_13,skin_desc_9013,,"0,2,3,4,5,6,7,8,9,10"
9014,0,skin_name_9014,永传钻石,1,9014,,,,3,HeadFrame/ui_headframe_duanwei_6,0,0,,,0,0,,0,skin_unlock_desc_14,skin_desc_9014,,"0,2,3,4,5,6,7,8,9,10"
9015,0,skin_name_9015,荣耀冠冕,1,9015,,,,3,HeadFrame/ui_headframe_duanwei_7,0,0,,,0,0,,0,skin_unlock_desc_15,skin_desc_9015,,-1
9016,0,skin_name_9016,千年记录仪,1,9016,,,,3,HeadFrame/ui_headframe_bilibili,0,0,,,0,0,,0,skin_unlock_desc_16,skin_desc_9016,,-1
9017,0,skin_name_9017,星游之旅,1,9017,,,,3,HeadFrame/ui_headframe_taptap,0,0,,,0,0,,0,skin_unlock_desc_17,skin_desc_9017,,-1
9018,0,skin_name_9018,在江东吃火锅,1,9018,,,,1,HeadFrame/ui_headframe_haidilao,0,ui_headframe_haidilao_liuguang,,,0,0,,0,skin_unlock_desc_18,skin_desc_9018,,"0,2,3,4,5,6,7,8,9,10"
9019,0,skin_name_9019,不渝挚爱,1,9019,,,,3,HeadFrame/ui_headframe_annalibao,0,0,,,0,0,,0,skin_unlock_desc_19,skin_desc_9019,,-1
9020,0,skin_name_9020,王室风华,1,9020,,,,1,HeadFrame/ui_headframe_wangshifenghua,0,0,,,0,0,,0,skin_unlock_desc_20,skin_desc_9020,,"0,8,9,10"
9021,0,skin_name_9021,真心礼物盒,1,9021,,,,1,HeadFrame/ui_headframe_zhenxinliwuhe,0,0,,,0,0,,0,skin_unlock_desc_21,skin_desc_9021,,-1
9022,0,skin_name_9022,楔叶幽庭,1,9022,,,,1,HeadFrame/ui_headframe_tao,0,0,,,0,0,,0,skin_unlock_desc_22,skin_desc_9022,,"0,2,3,4,5,6,7,8,9,10"
9023,0,skin_name_9023,无言的祈祷歌,1,9023,,,,3,HeadFrame/ui_headframe_zhandi,0,0,,,0,0,,0,skin_unlock_desc_23,skin_desc_9023,,"0,2,3,4,5,6,7,8,9,10"
9024,0,skin_name_9024,头像框·丹心璃,1,9024,,,,1,HeadFrame/ui_headframe_jy,0,0,,,0,0,,0,skin_unlock_desc_24,skin_desc_9024,,-1
9025,0,skin_name_9025,永耀的午后,1,9025,,,,1,HeadFrame/ui_headframe_heishen,0,0,,,0,0,,0,skin_unlock_desc_25,skin_desc_9025,,-1
9026,0,skin_name_9026,清海乐章,1,9026,,,,3,HeadFrame/ui_headframe_saileisidina,0,0,,,0,0,,0,skin_unlock_desc_26,skin_desc_9026,,-1
9027,0,skin_name_9027,戏凰珠,1,9027,,,,3,HeadFrame/ui_headframe_jiyan,0,0,,,0,0,,0,skin_unlock_desc_27,skin_desc_9027,,-1
9028,0,skin_name_9028,幽羽绯光,1,9028,,,,3,HeadFrame/ui_headframe_dongmeng,0,0,,,0,0,,0,skin_unlock_desc_28,skin_desc_9028,,-1
9029,0,skin_name_9029,洞察镜框,1,9029,,,,3,HeadFrame/ui_headframe_naiaomi,0,0,,,0,0,,0,skin_unlock_desc_29,skin_desc_9029,,-1
9030,0,skin_name_9030,传说缔造者,1,9030,,,,3,HeadFrame/ui_headframe_chuanshuo1,0,ui_headframe_chuanshuo,,,0,0,,0,skin_unlock_desc_35,skin_desc_9030,,
9031,0,skin_name_9031,绝域探索者,1,9031,,,,3,HeadFrame/ui_headframe_jueyu1,0,ui_headframe_jueyu,,,0,0,,0,skin_unlock_desc_36,skin_desc_9031,,
9032,0,skin_name_9032,秘闻见证者,1,9032,,,,3,HeadFrame/ui_headframe_miwen1,0,ui_headframe_miwen,,,0,0,,0,skin_unlock_desc_37,skin_desc_9032,,
9033,0,skin_name_9033,林海古迹,1,9033,,,,3,HeadFrame/ui_headframe_lv,0,0,,,0,0,,0,skin_unlock_desc_33,skin_desc_9033,,"0,2,3,4,5,6,7,8,9,10"
9034,0,skin_name_9034,千千待解,1,9034,,,,3,HeadFrame/ui_headframe_jldy,0,0,,,0,0,,0,skin_unlock_desc_34,skin_desc_9034,,"0,2,3,4,5,6,7,8,9,10"
9035,0,skin_name_9035,CR用户头像,1,9035,,,,2,HeadFrame/ui_headframe_cr,0,0,,,0,0,,0,skin_unlock_desc_39,skin_desc_9035,,"0,2,3,4"
9036,0,skin_name_9036,每日Boss头像框1,1,9036,,,,2,HeadFrame/ui_headframe_dailyboss_1,0,0,,,0,0,,0,skin_unlock_desc_38,skin_desc_9036,,
9037,0,skin_name_9037,每日Boss头像框2,1,9037,,,,2,HeadFrame/ui_headframe_dailyboss_2,0,0,,,0,0,,0,skin_unlock_desc_38,skin_desc_9037,,
9038,0,skin_name_9038,天光恋火（神光婚纱头像框）,1,9038,,,,2,HeadFrame/ui_headframe_shenguang1,0,0,,,0,0,,0,skin_unlock_desc_40,skin_desc_9038,,"0,8,9,10"
3000000,3000000,skin_name_3000000,莉莉娅（原皮）,4,3000000,,,,0,0,0,0,,,0,0,,0,,skin_desc_3000000,,
3000001,3000001,skin_name_3000001,律(原皮）,4,3000001,,,,0,SecretaryIcon/zy_zhanhui_lv,0,0,,,0,0,,0,,skin_desc_3000001,,
3000002,3000002,skin_name_3000002,克萝萝(原皮）,4,3000002,,,,0,SecretaryIcon/zy_zhanhui_keluoluo,0,0,,,0,0,,0,,skin_desc_3000002,,
3000003,3000003,skin_name_3000003,黑神月咏(原皮）,4,3000003,, ,,0,SecretaryIcon/zy_zhanhui_heishenyueyong,0,0,,,0,0,,0,,skin_desc_3000003,,
3000004,3000004,skin_name_3000004,安洁(原皮）,4,3000004,,,,0,SecretaryIcon/zy_zhanhui_anjie,0,0,,,0,0,,0,,skin_desc_3000004,,
3000005,3000005,skin_name_3000005,米娅(原皮）,4,3000005,,,,0,SecretaryIcon/zy_zhanhui_miya,0,0,,,0,0,,0,,skin_desc_3000005,,
3000006,3000006,skin_name_3000006,玛莎(原皮）,4,3000006,,,,0,SecretaryIcon/zy_zhanhui_Martha,0,0,,,0,0,,0,,skin_desc_3000006,,-1
3013001,3013001,skin_name_3013001,格蕾（原皮）,4,3013001,,,,0,0,0,0,,,0,0,,0,,skin_desc_3013001,,
3013003,3013003,skin_name_3013003,阿涅克丝（原皮）,4,3013003,,,,0,0,0,0,,,0,0,,0,,skin_desc_3013003,,
3013004,3013004,skin_name_3013004,炽爱（原皮）,4,3013004,,,,0,0,0,0,,,0,0,,0,,skin_desc_3013004,,
3013006,3013006,skin_name_3013006,水仙（原皮）,4,3013006,,,,0,0,0,0,,,0,0,,0,,skin_desc_3013006,,
3013007,3013007,skin_name_3013007,菲莉希亚（原皮）,4,3013007,,,,0,0,0,0,,,0,0,,0,,skin_desc_3013007,,
3013008,3013008,skin_name_3013008,梅露特（原皮）,4,3013008,,,,0,0,0,0,,,0,0,,0,,skin_desc_3013008,,
3013009,3013009,skin_name_3013009,奈奈芙（原皮）,4,3013009,,,,0,0,0,0,,,0,0,,0,,skin_desc_3013009,,
3013013,3013013,skin_name_3013013,菲尔盖娜（原皮）,4,3013013,,,,0,0,0,0,,,0,0,,0,,skin_desc_3013013,,-1
3013014,3013014,skin_name_3013014,玛瑙（原皮）,4,3013014,,,,0,0,0,0,,,0,0,,0,,skin_desc_3013014,,
3013015,3013015,skin_name_3013015,哀歌（原皮）,4,3013015,,,,0,0,0,0,,,0,0,,0,,skin_desc_3013015,,
3013017,3013017,skin_name_3013017,波斯菊（原皮）,4,3013017,,,,0,0,0,0,,,0,0,,0,,skin_desc_3013017,,
3013018,3013018,skin_name_3013018,爱琳（原皮）,4,3013018,,,,0,0,0,0,,,0,0,,0,,skin_desc_3013018,,
3013019,3013019,skin_name_3013019,库萝心（原皮）,4,3013019,,,,0,0,0,0,,,0,0,,0,,skin_desc_3013019,,
3013020,3013020,skin_name_3013020,维达（原皮）,4,3013020,,,,0,0,0,0,,,0,0,,0,,skin_desc_3013020,,
3013022,3013022,skin_name_3013022,莱拉（原皮）,4,3013022,,,,0,0,0,0,,,0,0,,0,,skin_desc_3013022,,
3013023,3013023,skin_name_3013023,芙洛拉（原皮）,4,3013023,,,,0,0,0,0,,,0,0,,0,,skin_desc_3013023,,
3013025,3013025,skin_name_3013025,多萝西（原皮）,4,3013025,,,,0,0,0,0,,,0,0,,0,,skin_desc_3013025,,
3014001,3014001,skin_name_3014001,普琳普顿（原皮）,4,3014001,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014001,,
3014002,3014002,skin_name_3014002,黛比（原皮）,4,3014002,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014002,,
3014003,3014003,skin_name_3014003,焰心（原皮）,4,3014003,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014003,,
3014004,3014004,skin_name_3014004,索菲（原皮）,4,3014004,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014004,,
3014005,3014005,skin_name_3014005,弥生（原皮）,4,3014005,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014005,,"0,1,8,9,10"
3014006,3014006,skin_name_3014006,恋花（原皮）,4,3014006,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014006,,-1
3014009,3014009,skin_name_3014009,桃（原皮）,4,3014009,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014009,,"0,2,3,4,5,6,7,8,9,10"
3014011,3014011,skin_name_3014011,艾斯塔利亚（原皮）,4,3014011,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014011,,-1
3014012,3014012,skin_name_3014012,未来（原皮）,4,3014012,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014012,,
3014016,3014016,skin_name_3014016,杏林（原皮）,4,3014016,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014016,,
3014017,3014017,skin_name_3014017,花梨（原皮）,4,3014017,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014017,,-1
3014018,3014018,skin_name_3014018,诗娅（原皮）,4,3014018,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014018,,
3014019,3014019,skin_name_3014019,艾什尔（原皮）,4,3014019,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014019,,
3014020,3014020,skin_name_3014020,阿波菲斯（原皮）,4,3014020,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014020,,
3014021,3014021,skin_name_3014021,纳菲（原皮）,4,3014021,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014021,,
3014022,3014022,skin_name_3014022,丘吉尔（原皮）,4,3014022,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014022,,
3014023,3014023,skin_name_3014023,神光（原皮）,4,3014023,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014023,,
3014024,3014024,skin_name_3014024,雷雷（原皮）,4,3014024,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014024,,
3014025,3014025,skin_name_3014025,安普莎（原皮）,4,3014025,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014025,,
3014026,3014026,skin_name_3014026,库萝爱（原皮）,4,3014026,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014026,,
3014027,3014027,skin_name_3014027,贝拉（原皮）,4,3014027,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014027,,
3014028,3014028,skin_name_3014028,卡洛蒂（原皮）,4,3014028,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014028,,-1
3014029,3014029,skin_name_3014029,贝儿（原皮）,4,3014029,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014029,,
3014030,3014030,skin_name_3014030,安娜（原皮）,4,3014030,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014030,,
3014031,3014031,skin_name_3014031,伊拉（原皮）,4,3014031,,,,0,0,0,0,,,0,0,,0,,skin_desc_3014031,,
3015001,3015001,skin_name_3015001,诺维雅（原皮）,4,3015001,,,,0,0,0,0,,,0,0,,0,,skin_desc_3015001,,-1
3015002,3015002,skin_name_3015002,丹妮（原皮）,4,3015002,,,,0,0,0,0,,,0,0,,0,,skin_desc_3015002,,
3015004,3015004,skin_name_3015004,耶坦尼娅（原皮）,4,3015004,,,,0,0,0,0,,,0,0,,0,,skin_desc_3015004,,
3015006,3015006,skin_name_3015006,希夕莉（原皮）,4,3015006,,,,0,0,0,0,,,0,0,,0,,skin_desc_3015006,,
3015007,3015007,skin_name_3015007,萨拉（原皮）,4,3015007,,,,0,0,0,0,,,0,0,,0,,skin_desc_3015007,,
3015008,3015008,skin_name_3015008,牧（原皮）,4,3015008,,,,0,0,0,0,,,0,0,,0,,skin_desc_3015008,,
3016009,3016009,skin_name_3016009,吉拉蒂亚（原皮）,4,3016009,,,,0,0,0,0,,,0,0,,0,,skin_desc_3016009,,
3016010,3016010,skin_name_3016010,瑞比娅（原皮）,4,3016010,,,,0,0,0,0,,,0,0,,0,,skin_desc_3016010,,-1
3016011,3016011,skin_name_3016011,卡萝琳（原皮）,4,3016011,,,,0,0,0,0,,,0,0,,0,,skin_desc_3016011,,
3016013,3016013,skin_name_3016013,克尔苏娜（原皮）,4,3016013,,,,0,0,0,0,,,0,0,,0,,skin_desc_3016013,,
3016016,3016016,skin_name_3016016,露易丝（原皮）,4,3016016,,,,0,0,0,0,,,0,0,,0,,skin_desc_3016016,,-1
3016017,3016017,skin_name_3016017,罗莎莉（原皮）,4,3016017,,,,0,0,0,0,,,0,0,,0,,skin_desc_3016017,,
3016020,3016020,skin_name_3016020,奈奥米（原皮）,4,3016020,,,,0,0,0,0,,,0,0,,0,,skin_desc_3016020,,
3016023,3016023,skin_name_3016023,佩内洛普（原皮）,4,3016023,,,,0,0,0,0,,,0,0,,0,,skin_desc_3016023,,
3016024,3016024,skin_name_3016024,塞蕾丝蒂娜（原皮）,4,3016024,,,,0,0,0,0,,,0,0,,0,,skin_desc_3016024,,-1
3016031,3016031,skin_name_3016031,小闪（原皮）,4,3016031,,,,0,0,0,0,,,0,0,,0,,skin_desc_3016031,,
3016038,3016038,skin_name_3016038,仙蒂（原皮）,4,3016038,,,,0,0,0,0,,,0,0,,0,,skin_desc_3016038,,
3016049,3016049,skin_name_3016049,艾琳娜（原皮）,4,3016049,,,,0,0,0,0,,,0,0,,0,,skin_desc_3016049,,-1
3016068,3016068,skin_name_3016068,贝卡丝（原皮）,4,3016068,,,,0,0,0,0,,,0,0,,0,,skin_desc_3016068,,
3016078,3016078,skin_name_3016078,昔莱（原皮）,4,3016078,,,,0,0,0,0,,,0,0,,0,,skin_desc_3016078,,
3016119,3016119,skin_name_3016119,杜达·戴维（原皮）,4,3016119,,,,0,0,0,0,,,0,0,,0,,skin_desc_3016119,,-1
3016130,3016130,skin_name_3016130,伊卡洛斯（原皮）,4,3016130,,,,0,0,0,0,,,0,0,,0,,skin_desc_3016130,,
3016187,3016187,skin_name_3016187,异邦波斯菊（原皮）,4,3016187,,,,0,0,0,0,,,0,0,,0,,skin_desc_3016187,,"0,2,3,4,5,6,7,8,9,10"
3016188,3016188,skin_name_3016188,极焰（原皮）,4,3016188,,,,0,0,0,0,,,0,0,,0,,skin_desc_3016188,,-1
3016189,3016189,skin_name_3016189,塔嘉娜（原皮）,4,3016189,,,,0,0,0,0,,,0,0,,0,,skin_desc_3016189,,-1
3017001,3017001,skin_name_3017001,雪泉（原皮）,4,3017001,,,,0,0,0,0,,,0,0,,0,,skin_desc_3017001,,-1
3017002,3017002,skin_name_3017002,雪不归（原皮）,4,3017002,,,,0,0,0,0,,,0,0,,0,,skin_desc_3017002,,-1
3016191,3016191,skin_name_3016191,爱尔维拉（原皮）,4,3016191,,,,0,0,0,0,,,0,0,,0,,skin_desc_3016191,,"0,8,9,10"
301300401,301300401,skin_name_301300401,炽爱〔午后闲暇〕,4,301300401,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_4,skinfeature_5,skinfeature_6",,,0,0,0,0,"30130041,13004101;30130042,13004201;30130045,13004201;30130046,13004101","30130041,13004101;30130042,13004201;30130045,13004201;30130046,13004101",filestitle_301300401,filesstory_301300401,,0,,skin_desc_301300401,,"0,2,3,4,5,6,7,8"
301402101,301402101,skin_name_301402101,纳菲〔僵尸回魂夜〕,4,301402101,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_4,skinfeature_5,skinfeature_6",,,0,0,0,0,"30140211,14021101;30140212,14021201;30140214,14021101;30140215,14021201","30140211,14021101;30140214,14021101",filestitle_301402101,filesstory_301402101,,0,,skin_desc_301402101,,"0,8"
123014021,123014021,skin_name_123014021,2d温泉纳菲〔魔王的温泉请帖〕,4,0,,,,0,0,0,0,,,0,0,,0,,skin_desc_123014021,,-1
301402201,301402201,skin_name_301402201,"丘吉尔〔爱,天使与假日〕",4,301402201,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_4,skinfeature_5,skinfeature_6",,,0,0,0,0,,,filestitle_301402201,filesstory_301402201,,0,,skin_desc_301402201,,"0,8"
301402401,301402401,skin_name_301402401,2d雷雷〔暑夜一瞥〕,4,301402401,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3",,,0,0,0,0,,,filestitle_301402401,filesstory_301402401,,0,,skin_desc_301402401,,"0,2,3,4,5"
301402501,301402501,skin_name_301402501,安普莎〔猩红之种皮肤〕,4,301402501,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_4,skinfeature_5,skinfeature_6",,,0,0,0,0,,,filestitle_301402501,filesstory_301402501,,0,,skin_desc_301402501,,
301402502,301402502,skin_name_301402502,2d安普莎〔垂帘之下〕,4,301402502,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_22","start,1004001",skinfeature_22,0,0,0,0,,,filestitle_301402502,filesstory_301402502,,0,,skin_desc_301402502,,"0,5"
301606801,301606801,skin_name_301606801,2d贝卡丝〔酩酊娇客〕,4,301606801,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3",,,0,0,0,0,,,filestitle_301606801,filesstory_301606801,,0,,skin_desc_301606801,,"0,5"
243016011,243016011,skin_name_243016011,2d卡萝琳（蓝雪落下时）,4,0,,,,0,0,0,0,,,0,0,,0,,skin_desc_243016011,,-1
301403001,301403001,skin_name_301403001,安娜〔永夜幽昙〕,4,301403001,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_4,skinfeature_5,skinfeature_6,skinfeature_8,skinfeature_9,skinfeature_10,skinfeature_17,skinfeature_18,skinfeature_20",,,0,0,0,0,"30140301,14030101;30140302,14030201;30140304,14030201;30140305,14030101","30140301,14030101;30140302,14030201;30140304,14030201;30140305,14030101",filestitle_301403001,filesstory_301403001,,0,,skin_desc_301403001,5805176,0
301403101,301403101,skin_name_301403101,伊拉〔爱的坦白日〕,4,301403101,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_4,skinfeature_5,skinfeature_6",,,0,0,0,0,"30140311,14031101;30140312,14031201;30140315,14031101;30140316,14031201","30140311,14031101;30140315,14031101",filestitle_301403101,filesstory_301403101,,0,,skin_desc_301403101,,-1
301500201,301500201,skin_name_301500201,2d丹妮〔微醺的记述人〕,4,301500201,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3",,,0,0,0,0,,,filestitle_301500201,filesstory_301500201,,0,,skin_desc_301500201,,"0,2,3,4,5"
301500401,301500401,skin_name_301500401,耶坦尼娅〔维拉尔之梦〕,4,301500401,,,,0,0,0,0,"30150041,15004101;30150042,15004201;30150045,15004101;30150044,15004201","30150041,15004101;30150042,15004201;30150045,15004101;30150044,15004201",filestitle_301500401,filesstory_301500401,,0,skin_unlock_desc_501500401,skin_desc_301500401,5805779,"0,8"
301500402,301500402,skin_name_301500402,耶坦尼娅〔希楠之泪〕,4,301500402,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_4,skinfeature_5,skinfeature_7,skinfeature_8,skinfeature_9,skinfeature_10,skinfeature_18,skinfeature_19,skinfeature_20",,,0,0,0,0,"30150041,15004111;30150042,15004211;30150045,15004111;30150044,15004211","30150041,15004111;30150042,15004211;30150045,15004111;30150044,15004211",filestitle_301500402,filesstory_301500402,,0,,skin_desc_301500402,5805366,"0,2,3,4,5,6,7,8"
301500601,301500601,skin_name_301500601,2d希夕莉〔独属于您〕,4,301500601,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_22","start,1004006",skinfeature_22,0,0,0,0,,,filestitle_301500601,filesstory_301500601,,0,,skin_desc_301500601,,"0,2,3,4,5"
301500701,301500701,skin_name_301500701,2d萨拉〔银河独奏之时〕,4,301500701,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_20",,,0,0,0,0,,,filestitle_301500701,filesstory_301500701,,0,,skin_desc_301500701,5805379,"0,2,3,4,5,6,7,8"
301500801,301500801,skin_name_301500801,牧〔冬雪奇妙夜〕,4,301500801,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_4,skinfeature_5,skinfeature_6,skinfeature_8,skinfeature_9,skinfeature_10,skinfeature_17,skinfeature_18,skinfeature_20",,,0,0,0,0,"30150081,15008101;30150082,15008201;30150085,15008201;30150086,15008101","30150081,15008101;30150082,15008201;30150085,15008201;30150086,15008101",filestitle_301500801,filesstory_301500801,,0,,skin_desc_301500801,5805289,-1
301500802,301500802,skin_name_301500802,牧〔牧色朦胧〕,4,301500802,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_22","start,1004003",skinfeature_22,0,0,0,0,,,filestitle_301500802,filesstory_301500802,,0,,skin_desc_301500802,,"0,2,3,4,5"
301600901,301600901,skin_name_301600901,2d吉拉蒂亚〔倾城之恋〕,4,301600901,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_10,skinfeature_17,skinfeature_19,skinfeature_20",,,0,0,0,0,,,filestitle_301600901,filesstory_301600901,,0,,skin_desc_301600901,5805373,-1
301600903,301600903,skin_name_301600903,吉拉蒂亚〔池中落英〕,4,301600903,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_4,skinfeature_5,skinfeature_6",,,0,0,0,0,"30160091,16009101;30160094,16009101","30160091,16009101;30160094,16009101",filestitle_301600903,filesstory_301600903,,0,,skin_desc_301600903,,"0,8"
301600904,301600904,skin_name_301600904,吉拉蒂亚〔乱室佳人〕,4,301600904,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_4,skinfeature_5,skinfeature_8,skinfeature_9,skinfeature_10,skinfeature_18,skinfeature_19,skinfeature_20,skinfeature_22","start,301600904",skinfeature_22,0,0,0,0,"30160091,16009141;30160094,16009141;30160092,16009242;30160096,16009242","30160091,16009141;30160094,16009141;30160092,16009242;30160096,16009242",filestitle_301600904,filesstory_301600904,,0,,skin_desc_301600904,5805377,"0,2,3,4,5,6,7,8"
233016010,233016010,skin_name_233016010,2d温泉瑞比娅〔双星降临之夜〕,4,0,,,,0,0,0,0,,,0,0,,0,,skin_desc_233016010,,-1
301601301,301601301,skin_name_301601301,克尔苏娜〔谜兔奇遇记〕,4,301601301,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_4,skinfeature_5,skinfeature_7",,,0,0,0,0,"30160131,16013101;30160132,16013201;30160135,16013201;30160136,16013101","30160131,16013101;30160136,16013101",filestitle_301601301,filesstory_301601301,,0,,skin_desc_301601301,,"0,5"
253016013,253016013,skin_name_253016013,2d温泉克尔苏娜〔温流〕,4,0,,,,0,0,0,0,,,0,0,,0,,skin_desc_253016013,,-1
301607801,301607801,skin_name_301607801,2d昔莱〔同酌之邀〕,4,301607801,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_22","start,1004002",skinfeature_22,0,0,0,0,,,filestitle_301607801,filesstory_301607801,,0,,skin_desc_301607801,,"0,2,3,4,5"
301613001,301613001,skin_name_301613001,泳装伊卡洛斯〔盛夏新航路〕,4,301613001,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_4,skinfeature_5,skinfeature_7",,,0,0,0,0,"30161301,16130101;30161302,16130201;30161304,16130101;30161306,16130201","30161301,16130101;30161302,16130201;30161304,16130101;30161306,16130201",filestitle_301613001,filesstory_301613001,,0,,skin_desc_301613001,,"0,5"
301400901,301400901,skin_name_301400901,2d女仆桃〔盛放的清晨〕,4,301400901,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_10,skinfeature_19,skinfeature_20,skinfeature_22","start,1004005",skinfeature_22,0,0,0,0,,,filestitle_301400901,filesstory_301400901,,0,,skin_desc_301400901,5805374,"0,2,3,4,5,6,7,8"
113014009,113014009,skin_name_113014009,2d温泉桃〔含玉钩〕,4,0,,,,0,0,0,0,,,0,0,,0,,skin_desc_113014009,,-1
