Id,Type,Title,Text,ButtonOk,ButtonCancel
10247,3,notice_system,notice_10247,0,0
10248,3,notice_system,notice_10248,0,0
10249,3,notice_system,notice_10249,0,0
10250,3,notice_system,notice_10250,0,0
10251,3,notice_system,notice_10251,0,0
10252,3,notice_system,notice_10252,0,0
10253,3,notice_system,notice_10253,0,0
10254,3,notice_system,notice_10254,0,0
10255,3,notice_system,notice_10255,0,0
10256,3,notice_system,notice_10256,0,0
10257,3,notice_system,notice_10257,0,0
10258,3,notice_system,notice_10258,0,0
10259,3,notice_system,notice_10259,0,0
10260,3,notice_system,notice_10260,0,0
10261,3,notice_system,notice_10261,0,0
10262,3,notice_system,notice_10262,0,0
10263,3,notice_system,notice_10263,0,0
10264,3,notice_system,notice_10264,0,0
10265,3,notice_system,notice_10265,0,0
10266,3,notice_system,notice_10266,0,0
10267,3,notice_system,notice_10267,0,0
10268,3,notice_system,notice_10268,0,0
10269,3,notice_system,notice_10269,0,0
10270,3,notice_system,notice_10270,0,0
10271,3,notice_system,notice_10271,0,0
10272,3,notice_system,notice_10272,0,0
10273,3,notice_system,notice_10273,0,0
10274,3,notice_system,notice_10274,0,0
10275,3,notice_system,notice_10275,0,0
10276,3,notice_system,notice_10276,0,0
10277,3,notice_system,notice_10277,0,0
10278,3,notice_system,notice_10278,0,0
10279,3,notice_system,notice_10279,0,0
10280,3,notice_system,notice_10280,0,0
10281,3,notice_system,notice_10281,0,0
10282,3,notice_system,notice_10282,0,0
10283,3,notice_system,notice_10283,0,0
10284,3,notice_system,notice_10284,0,0
10285,3,notice_system,notice_10285,0,0
10286,3,notice_system,notice_10286,0,0
10287,3,notice_system,notice_10287,0,0
10288,3,notice_system,notice_10288,0,0
10289,3,notice_system,notice_10289,0,0
10290,3,notice_system,notice_10290,0,0
10291,3,notice_system,notice_10291,0,0
10292,3,notice_system,notice_10292,0,0
10293,3,notice_system,notice_10293,0,0
10294,3,notice_system,notice_10294,0,0
10295,3,notice_system,notice_10295,0,0
20001,5,notice_system,notice_20001,ui_common_214,0
20002,2,notice_system,notice_20002,ui_common_32,0
20003,2,notice_system,notice_20003,ui_common_32,0
30001,1,notice_system,notice_30001,ui_common_32,ui_common_33
30002,1,notice_system,notice_30002,ui_common_32,ui_common_33
30003,1,notice_system,notice_30003,ui_common_47,ui_common_48
30004,1,notice_system,notice_30004,ui_common_32,ui_common_33
30005,1,notice_system,notice_30005,ui_common_32,ui_common_33
30006,1,notice_system,notice_30006,ui_common_32,ui_common_33
30007,1,notice_system,notice_30007,ui_common_32,ui_common_33
30008,1,notice_system,notice_30008,ui_common_32,ui_common_33
30009,1,notice_system,notice_30009,ui_common_32,ui_common_33
30010,1,notice_system,notice_30010,ui_common_32,ui_common_33
30011,1,notice_system,notice_30011,ui_common_32,ui_common_33
30012,1,notice_system,notice_30012,ui_common_32,ui_common_33
30013,1,notice_system,notice_30013,ui_common_32,ui_common_33
30014,1,notice_system,notice_30014,ui_common_32,ui_common_33
30015,1,notice_system,notice_30015,ui_common_32,ui_common_33
30016,1,notice_system,notice_30016,ui_common_32,ui_common_33
30017,1,notice_system,notice_30017,ui_common_32,ui_common_33
30018,1,notice_system,notice_30018,ui_common_32,ui_common_33
30019,1,notice_system,notice_30019,ui_common_32,ui_common_33
30020,1,notice_system,notice_30020,ui_common_32,ui_common_33
30021,1,notice_system,notice_30021,ui_common_32,ui_common_33
30022,1,notice_system,notice_30022,ui_common_32,ui_common_33
30023,1,notice_system,notice_30023,ui_common_32,ui_common_33
30024,1,notice_system,notice_30024,ui_common_32,ui_common_33
30025,5,notice_system,notice_30025,ui_common_32,ui_common_33
30026,5,notice_system,notice_30026,ui_common_32,ui_common_33
30027,5,notice_system,notice_30027,ui_common_32,ui_common_33
30028,2,notice_system,notice_30028,ui_common_32,
30029,5,notice_system,notice_30029,ui_common_32,ui_common_33
30030,3,notice_system,notice_30030,0,0
30031,5,notice_system,notice_30031,ui_common_231,ui_common_232
30032,1,notice_system,notice_30032,ui_common_32,ui_common_33
30033,1,notice_system,notice_30033,ui_common_32,ui_common_33
30034,2,notice_system,notice_30034,ui_common_32,
30035,1,notice_system,notice_30035,ui_common_32,ui_common_33
30036,1,notice_system,notice_30036,ui_common_32,ui_common_33
30037,2,notice_system,notice_30037,ui_common_32,
30038,1,notice_system,notice_30038,ui_common_32,ui_common_33
30039,1,notice_system,notice_30039,ui_common_32,ui_common_33
30040,1,notice_system,notice_30040,ui_common_32,ui_common_33
30041,1,notice_system,notice_30041,ui_common_32,ui_common_33
30042,1,notice_system,notice_30042,ui_common_32,ui_common_33
30043,1,notice_system,notice_30043,ui_common_32,ui_common_33
30044,1,notice_system,notice_30044,ui_common_262,ui_common_33
30045,1,notice_system,notice_30045,ui_common_32,ui_common_33
30046,1,notice_system,notice_30046,ui_common_32,ui_common_33
30047,1,notice_system,notice_30047,ui_common_32,ui_common_33
30048,1,notice_system,notice_30048,ui_common_32,ui_common_33
30049,1,notice_system,notice_30049,ui_common_32,ui_common_33
30050,1,notice_system,notice_30050,ui_common_32,0
30051,1,notice_system,notice_30051,ui_common_32,ui_common_33
30052,1,notice_system,notice_30052,ui_common_32,ui_common_33
30053,1,notice_system,notice_30053,ui_common_32,ui_common_33
30054,1,notice_system,notice_30054,ui_common_32,ui_common_33
30055,1,notice_system,notice_30055,ui_common_32,ui_common_33
30056,1,notice_system,notice_30056,ui_common_32,ui_common_33
30057,1,notice_system,notice_30057,ui_common_32,ui_common_33
30058,1,notice_system,notice_30058,ui_common_32,ui_common_33
30059,1,notice_system,notice_30059,ui_common_32,ui_common_33
30060,1,notice_system,notice_30060,ui_common_32,ui_common_33
80001,8,notice_80001,notice_80002,ui_common_32,ui_common_214
80003,1,notice_80003,notice_80004,ui_common_265,ui_common_266
90001,6,notice_90001,,0,0
90002,6,notice_90002,,0,0
90003,6,notice_90003,,0,0
90004,6,notice_90004,,0,0
90005,7,notice_title_90005,notice_90005,0,0
90006,7,notice_title_90006,notice_90006,0,0
90007,7,notice_title_90007,notice_90007,0,0
90008,7,notice_title_90008,notice_90008,0,0
90009,7,notice_title_90009,notice_90009,0,0
90010,7,notice_title_90010,notice_90010,0,0
90011,1,notice_system,notice_90011,ui_common_32,ui_common_33
90012,1,notice_system,notice_90012,ui_common_32,ui_common_33
90013,3,notice_system,notice_90013,0,0
90014,3,notice_system,notice_90014,0,0
90015,2,notice_system,notice_90015,ui_common_32,0
100001,3,notice_system,notice_100001,0,0
100002,3,notice_system,notice_100002,0,0
100003,3,notice_system,notice_100003,0,0
