EffectId,,EffectName,,EffectType,Opportunity,OpportunityDelay,OpportunityInterval,OpportunityParam,OpportunityTarget,OpportunityCondition,SpSender,SpTarget,BuffTarget,CheckHitRate,Rand,Category,Param,ParamLevelGrown,ParamEnergyGrown,ParamRefix,TurnType,TurnValue,TurnParam,TurnTarget,TurnCondition,TriggerTimes,Dispel,BuffDebuff,DamageType,DamageBoardType,BuffAddType,AddMax,BuffClean,Flag,BuffName,BuffDesc,Color,Icon,BuffId,ShowId,DisableAddShow,DisableEffectShow,Mutex
109,完全弱点击破跳过行动,EffectName_109,完全弱点击破-眩晕,2,0,0,0,0,0,0,0,0,1,0,1000,23,1,,0,0,3,1,0,0,0,0,0,6,0,0,1,0,0,0,BuffName_107,BuffDesc_109,,,107,4000170,,,0
110,免疫弱点全破,EffectName_110,本回合不受到韧性伤害,2,0,0,0,0,0,0,0,0,1,0,1000,10,"200000,1,1",,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,,,,,107,0,,,0
111,恢复所有韧性,EffectName_111,,2,2,1,1,0,0,0,0,0,1,0,1000,2,"1,4,1,1004,0",,0,0,3,999,0,0,0,0,0,0,0,0,1,0,0,0,,,,,107,0,,,0
112,驱散弱点全破,EffectName_112,,2,2,1,1,0,0,0,0,0,1,0,1000,9,"999,999,1,0,200001,1,999",,0,0,3,999,0,0,0,0,0,0,0,0,4,0,0,0,,,,,107,0,,,0
200,赋予弱破1层,EffectName_200,,2,"31,32",0,0,4;4,0,"110191,500,750",0,0,1,0,1000,6,"101,1,0,0,0",,0,0,3,999,0,0,0,0,0,0,0,0,4,1,0,0,,,,,0,0,,,0
201,赋予弱破2层,EffectName_201,,2,"31,32",0,0,4;4,0,"110191,250,500",0,0,1,0,1000,6,"103,1,0,0,0",,0,0,3,999,0,0,0,0,0,0,0,0,4,1,0,0,,,,,0,0,,,0
202,赋予弱破3层,EffectName_202,,2,"31,32",0,0,4;4,0,"110191,1,250",0,0,1,0,1000,6,"105,1,0,0,0",,0,0,3,999,0,0,0,0,0,0,0,0,4,1,0,0,,,,,0,0,,,0
203,赋予弱破全破,EffectName_203,,2,"31,32",0,0,4;4,0,"110191,0,0",0,0,1,0,1000,6,"107,1,0,0,0",,0,0,3,999,0,0,0,0,0,0,0,0,4,1,0,0,,,,,0,0,,,0
204,"清除弱破状态2,3,4",EffectName_204,,2,"31,32",0,0,4;4,0,"110191,750,1000",0,0,1,0,1000,9,"999,999,1,0,200001,1,999",,0,0,3,999,0,0,0,0,0,0,0,0,4,1,0,0,,,,,0,0,,,0
205,清除弱破状态1,EffectName_205,,2,"31,32",0,0,4;4,0,"110191,250,500",0,0,1,0,1000,9,"999,999,1,0,200002,1,999",,0,0,3,999,0,0,0,0,0,0,0,0,4,1,0,0,,,,,0,0,,,0
206,清除弱破状态2,EffectName_206,,2,"31,32",0,0,4;4,0,"110191,1,250",0,0,1,0,1000,9,"999,999,1,0,200003,1,999",,0,0,3,999,0,0,0,0,0,0,0,0,4,1,0,0,,,,,0,0,,,0
207,清除弱破状态3,EffectName_207,,2,"31,32",0,0,4;4,0,"110191,0,0",0,0,1,0,1000,9,"999,999,1,0,200004,1,999",,0,0,3,999,0,0,0,0,0,0,0,0,4,1,0,0,,,,,0,0,,,0
3001,灼烧,EffectName_3001,"附加以及行动结束后,受到[att=101]<color=#c00041>[Param=4]%</color>的伤害,该伤害最大不超过效果施加者[att=102]<color=#c00041>[Param=9]%</color>,[time]",1,28,0,0,0,4,"4,3001,3001",0,0,1,0,1000,1,"2,1002,0,250,0,1,2,101,30,1",,0,0,3,999,0,0,0,0,1,3,3001,6,3,50,0,0,BuffName_3001,BuffDesc_3001,,burn,,4000093,,,0
30012,灼烧,EffectName_3001,"附加以及行动结束后,受到[att=101]<color=#c00041>[Param=4]%</color>的伤害,该伤害最大不超过效果施加者[att=102]<color=#c00041>[Param=9]%</color>,[time]",1,0,0,0,0,0,0,0,0,1,0,1000,6,"30011,1,3001,0,0",,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,0
30011,灼烧,EffectName_3001,"附加以及行动结束后,受到[att=101]<color=#c00041>[Param=4]%</color>的伤害,该伤害最大不超过效果施加者[att=102]<color=#c00041>[Param=9]%</color>,[time]",1,0,0,0,0,0,0,0,0,1,0,1000,1,"2,1002,0,250,0,1,2,101,30,1",,0,0,0,0,0,0,0,0,0,0,3001,6,0,0,0,0,0,0,,0,,0,,,0
3002,虚弱,EffectName_3002,"[att=136]<color=#c00041>[Param=3]%</color>,[time]",2,0,0,0,0,0,0,0,0,1,0,1000,2,"3,136,-50,0,0",,0,0,3,2,0,0,0,0,1,3,3002,0,3,999,0,0,BuffName_3002,BuffDesc_3002,,weak,3002,4000136,,,0
3003,贯穿,EffectName_3003,"被攻击时增加攻击方[att=136]<color=#c00041>[Param=3]%</color>,[time]",2,6,0,0,0,0,"607,1",0,2,1,0,1000,2,"3,136,100,0,0",,0,0,49,100,0,0,0,0,1,3,3003,0,3,999,0,0,BuffName_3003,BuffDesc_3003,,def_reduce,3003,4000189,,,0
3004,击破,EffectName_3004,"[att=103]<color=#fe7058>[Param=3]%</color>,[time]",2,0,0,0,0,0,0,0,0,1,0,1000,2,"2,103,-50,0,0",,0,0,3,2,0,0,0,0,1,3,3004,0,3,999,0,0,BuffName_3004,BuffDesc_3004,,damage_resist_reduce,3004,4000191,,,0
3005,感电,EffectName_3005,"追加<color=#F7FF4F>[Param=4]%</color>的感电伤害,[time]",2,7,0,0,0,4,"607,1",2,0,1,0,1000,1,"2,1001,0,10,0,1,1,102,1000,1",,0,0,3,999,0,0,0,0,1,3,3005,4,3,999,0,0,BuffName_3005,BuffDesc_3005,,electricity,3005,4000132,,,1
3006,蒸发,EffectName_3006,"被击杀时回复攻击方<color=#28a7f0>[Param=3]</color>能量,[time]",2,8,0,0,0,0,0,0,0,1,0,1000,2,"1,6,100,0,0",,0,0,3,2,0,0,0,0,1,3,3006,8,3,999,0,0,BuffName_3006,BuffDesc_3006,,,3006,4000190,,,0
3007,易碎破防抵抗-10%,EffectName_3007,"[att=110]<color=#5FC8D3>[Param=3]%</color>,[att=113]<color=#5FC8D3>[Param=3]%</color>,[time]",2,0,0,0,0,0,0,0,0,1,0,1000,2,"3,110,-100,0,0",,0,0,3,2,0,0,0,0,1,3,3007,0,3,999,0,0,BuffName_3007,BuffDesc_3007,,weaken,3007,4000126,,,0
30071,易碎伤害减免-10%,EffectName_30071,,2,0,0,0,0,0,0,0,0,1,0,1000,2,"3,113,-100,0,0",,0,0,3,2,0,0,0,0,1,0,0,0,3,999,0,0,BuffName_30071,BuffDesc_30071,,,3007,0,,,0
3008,嘲讽,EffectName_3008,"受到嘲讽影响,[time]",2,0,0,0,0,0,0,0,0,1,0,1000,13,0,,0,0,3,1,0,0,0,0,1,3,3008,0,2,1,0,0,BuffName_3008,BuffDesc_3008,,lock_self_all,3008,4000106,,,0
3009,禁疗,EffectName_3009,"生命无法恢复,[time]",2,0,0,0,0,0,0,0,0,1,0,1000,23,7,,0,0,3,2,0,0,0,0,1,3,3009,0,2,1,0,0,BuffName_3009,BuffDesc_3009,,heal_effect_reduce,3009,4000135,,,0
3010,沉默,EffectName_3010,"无法释放星痕技能,[time]",2,0,0,0,0,0,0,0,0,1,0,1000,23,3,,0,0,3,1,0,0,0,0,1,3,3010,0,2,1,0,0,BuffName_3010,BuffDesc_3010,,silent,3010,4000096,,,0
3011,定身,EffectName_3011,"行动值无法增加,[time]",2,0,0,0,0,0,0,0,0,1,0,1000,23,8,,0,0,49,50,0,0,0,0,1,3,3011,0,2,1,0,1,BuffName_3011,BuffDesc_3011,,frozen,3011,4000094,,,0
3012,侵蚀,EffectName_3012,"行动前受到[<color=#c00041>[Param=4]%</color>层数攻击的伤害,[time]",2,3,0,0,0,0,0,0,0,1,0,1000,1,"2,1002,0,500,0,1,2,101,50,1",,0,0,3,999,0,0,0,0,1,3,3012,7,3,999,0,1,BuffName_3012,BuffDesc_3012,,poison,,4000092,,,0
30121,侵蚀,EffectName_3012,"行动前受到[<color=#c00041>[Param=4]%</color>层数攻击的伤害,[time]",2,0,0,0,0,0,0,0,0,1,0,1000,1,"2,30122,0,250,0,0,2,101,50,0",,0,0,0,0,0,0,0,0,0,0,3012,7,0,0,0,1,0,0,,0,,0,,,0
3013,侵蚀加深,EffectName_3013,"受到的侵蚀伤害增加<color=#c00041>[Param=4]%</color>,[time]",2,0,0,0,0,0,0,0,0,1,0,1000,41,"2,1,2,200,0,4,13012,1",,0,0,3,2,0,0,0,0,1,3,3013,0,3,999,0,0,BuffName_3013,BuffDesc_3013,,poison,3013,4000127,,,0
3015,眩晕,EffectName_3015,"跳过回合,[time]",2,0,0,0,0,0,0,0,0,1,0,1000,23,1,,0,0,3,1,0,0,0,0,1,6,3015,0,1,0,0,0,BuffName_3015,BuffDesc_3015,,sleep,,4000170,,,0
3016,决斗,,,1,0,0,0,0,0,0,0,0,1,0,1000,13,1,0,0,0,3,2,0,0,0,0,1,3,3016,0,2,0,0,0,BuffName_3016,BuffDesc_3016,,anger,,4000201,,,1
3017,蔷薇,,负面效果，侵蚀抗性降低2%,1,0,0,0,0,0,0,0,0,1,0,1000,2,"3,1012,20,0,0",,0,0,3,999,0,0,0,0,1,3,3017,0,3,10,0,0,BuffName_3017,BuffDesc_3017,,,3017,4000202,,,
30171,,,回合开始减抗,1,2,0,0,0,0,0,0,0,1,0,1000,6,"3017,1,0,0",,0,0,3,999,0,0,0,0,1,0,0,0,1,0,0,,,,,,3017,,,,
4001,灼烧强化,EffectName_4001,"造成的灼烧伤害增加<color=#c00041>[Param=4]%</color>,[time]",2,0,0,0,0,0,0,0,0,1,0,1000,41,"1,1,2,200,0,4,13001,1",,0,0,3,2,0,0,0,0,1,1,1401,0,3,999,0,0,BuffName_4001,BuffDesc_4001,,,,4000151,,,0
4002,必闪,EffectName_4002,闪避<color=#E6FF53>[Param=1]</color>次常规伤害,2,0,0,0,0,0,0,0,0,1,0,1000,50,1,,0,0,47,1,0,0,0,0,1,4,4002,0,3,999,0,0,BuffName_4002,BuffDesc_4002,,dodge,0,4000099,,,1
4003,必中,EffectName_4003,<color=#E6FF53>[Param=1]</color>次攻击必定命中,2,0,0,0,0,0,0,0,0,0,0,1000,50,2,,0,0,5,1,0,0,0,0,1,4,4003,0,3,999,0,0,BuffName_4003,BuffDesc_4003,,dodge_invalid,4003,4000100,,,1
4004,攻守兼备（占位）,EffectName_4004,无,0,0,0,0,0,0,0,0,0,0,0,1000,2,"3,102,10,10031,0",0,0,0,3,2,0,0,0,0,1,4,4004,0,3,999,0,0,BuffName_4004,BuffDesc_4004,0,0,0,0,,,0
4005,绝对防御,EffectName_4005,"无视<color=#E6FF53>[Param=1]</color>次常规伤害,[times]",2,0,0,0,0,0,0,0,0,0,0,1000,50,3,,0,0,7,1,0,0,0,0,1,4,4005,0,0,999,0,0,BuffName_4005,BuffDesc_4005,,invincible,4005,4000101,,,1
4006,决心,EffectName_4006,"[att=124]<color=#c00041>[Param=3]%</color>,[time]",2,0,0,0,0,0,0,0,0,1,0,1000,2,"3,124,100,0,0",,0,0,3,1,0,0,0,0,1,4,4006,0,3,999,0,0,BuffName_4006,BuffDesc_4006,,burst_dmg_up,4006,4000152,,,1
4007,治疗转化,EffectName_4007,"溢出的治疗量<color=#CC00CC>[Param=4]%</color>转化成护盾,[time]",2,0,0,0,0,0,0,0,0,1,0,1000,1,"8,0,110101,300,0,0",,0,0,3,2,0,0,0,0,1,4,4007,5,3,999,0,0,BuffName_4007,BuffDesc_4007,,abnormal_resist_infect_up,4007,4000153,,,0
4008,复苏,EffectName_4008,"行动后恢复<color=#c7fe58>[Param=4]%</color>最大生命值,[time]",2,3,0,0,0,0,0,0,0,1,0,1000,1,"3,0,1001,50,1,0","1,4,1,5",0,0,3,2,0,0,0,0,1,4,4008,2,3,999,0,0,BuffName_4008,BuffDesc_4008,,heal_effect_up,4008,4000193,,,0
4009,收割,EffectName_4009,"[att=136]<color=#c00041>[Param=3]%</color>,[time]",1,5,0,0,0,4,"607,1",0,1,0,0,1000,6,"40091,1,0,0",,0,0,5,1,0,0,0,0,1,4,4009,0,3,999,0,0,BuffName_4009,BuffDesc_4009,,,,4000154,,1,0
40091,收割,EffectName_4009,"[att=136]<color=#c00041>[Param=3]%</color>,[time]",1,0,0,0,0,0,0,0,0,0,0,1000,1,"10,1003,0,500,1,0",,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,,,,,,,0
4010,充能,EffectName_4010,"回复下次技能<color=#28a7f0>[Param=3]%</color>所消耗的能量,[times]",2,12,0,0,0,"0,0","40091,100;502,1,1",0,0,1,0,1000,2,"1,6,70,110231,0",,0,0,12,1,0,"0,0","40091,100;502,1,1",0,1,4,4010,8,3,999,0,0,BuffName_4010,BuffDesc_4010,,charging,4010,4000125,,1,0
40101,充能,EffectName_4010,"回复下次技能<color=#28a7f0>[Param=3]%</color>所消耗的能量,[times]",2,11,0,0,0,"0,0","40091,100;502,1,1",0,0,1,0,1000,2,"3,147,70,0,0",,0,0,12,1,0,"0,0","40091,100;502,1,1",0,1,0,0,0,3,999,0,0,0,0,,0,4010,0,,1,0
4011,忿怒,EffectName_4011,"受到常规伤害时<color=#FF00FF>[rand]%</color>概率对所凭依魔女附加[param=2]层[buff=3001],[time]",2,7,0,0,0,0,"607,1",0,0,1,1,1000,6,"3001,1,0,0,0","5,1,20",0,0,3,2,0,0,0,0,1,4,4011,0,2,1,0,0,BuffName_4011,BuffDesc_4011,,,4011,4010132,,,0
4012,侵蚀强化,EffectName_4012,"造成的侵蚀伤害增加<color=#c00041>[Param=4]%</color>,[time]",2,0,0,0,0,0,0,0,0,1,0,1000,41,"1,1,2,200,0,4,13012,1",,0,0,3,2,0,0,0,0,1,1,1412,0,3,999,0,0,BuffName_4012,BuffDesc_4012,,,4012,4000155,,,0
4013,濒死复活,EffectName_4013,"受到致命伤害时将生命恢复至[param=1]%,[time]",2,0,0,0,0,0,0,0,0,1,0,1000,34,"1000,100",,0,0,3,2,0,0,0,0,1,4,4013,2,3,999,0,0,BuffName_4013,BuffDesc_4013,,avoid_death,4013,4000105,,,0
4014,吸收,EffectName_4014,"受到常规伤害时，恢复攻击方[att=102]<color=#c00041>[Param=4]%</color>的生命,[time]",2,7,0,0,0,0,"607,1",4,0,1,0,1000,1,"3,1002,0,150,1,0","1,4,1,15",0,0,2,1,0,0,0,0,1,4,4014,2,3,999,0,0,BuffName_4014,BuffDesc_4014,,absorb,4014,4000090,,,0
4015,压制（占位）,EffectName_4015,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4015,0,0,999,0,0,BuffName_4015,BuffDesc_4015,0,0,0,0,,,0
4017,生命分流,EffectName_4017,受到常规伤害时，拥有此状态的单位将平分伤害,2,0,0,0,0,0,0,0,0,1,0,1000,25,"4,607,1,200007,1,1",0,0,0,3,999,0,0,0,0,1,4,4017,1,4,999,0,0,BuffName_4016,BuffDesc_4016,,field_gospel_favor_reduce,,301401222,,,
4018,在动,EffectName_4018,回合结束时，再次行动,1,3,0,0,0,0,0,0,0,1,0,1000,26,0,0,0,0,3,1,0,0,0,0,1,4,4018,0,3,999,0,0,BuffName_4018,BuffDesc_4018,,haste,,4000194,,,
4019,愤怒,EffectName_4019,愤怒攻击力+5%（+1%）伊拉专用，因为会升级,1,0,0,0,0,0,0,0,0,1,0,1000,2,"2,102,50,0,0","1,3,1,10",0,0,3,2,0,0,0,0,1,4,4019,0,2,0,0,0,BuffName_4019,BuffDesc_4019,,,,4019,,,
40191,,EffectName_40191,愤怒 下一次常规伤害必定施加灼烧,1,5,0,0,0,4,"607,1",0,0,1,0,1000,6,"3001,1,0,0,0",,0,0,5,1,0,4,"607,1",0,1,4,4019,0,2,0,0,0,BuffName_40191,BuffDesc_40191,,,,4019,,,
10121,伤害增加-贯穿,EffectName_10121,[att=112]<color=#c00041>[Param=3]%</color>,2,0,0,0,0,0,0,0,0,1,0,1000,2,"3,112,100,0,0",,0,0,3,999,0,0,0,"4,1",1,1,1012,0,4,1,0,0,,,,atk_up,0,4000001,,,0
300000010,弱点击破[Param4]%,EffectName_300000010,目标：<color=#E7A23F>敌方单体</color>，韧性伤害：<color=#c00041>[Param=4]%</color>攻击力,1,0,0,0,0,0,0,0,0,1,0,1000,1,"10,1002,0,1000,0,0,300000011","1,4,1,63",0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,,,,,0,0,,,0
300000011,莉莉娅普攻,EffectName_300000011,常规伤害：<color=#c00041>[Param=4]%</color>攻击力,1,0,0,0,0,0,0,0,0,1,0,1000,1,"1,1002,0,1500,0,0,0,0","1,4,1,94",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,0,0,,,0
300000020,莉莉娅奥义弱破,EffectName_300000020,目标：<color=#E7A23F>敌方单体</color>，韧性伤害：<color=#c00041>[Param=4]%</color>攻击力,1,0,0,0,0,0,0,0,0,1,0,1000,1,"10,1002,0,2000,0,0,300000021","1,4,1,125","2,4,1000,1000,1000",0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,,,,,0,0,,,0
300000021,莉莉娅奥义,EffectName_300000021,常规伤害：<color=#c00041>[Param=4]%</color>攻击力,1,0,0,0,0,0,0,0,0,1,0,1000,1,"1,1002,0,3500,0,0,0,0","1,4,1,219","2,4,1000,1000,1000",0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,,,,0,0,,,0
300000030,莉莉娅等待,EffectName_300000030,[att=1]<color=#c00041>[Param=3]%</color>,1,0,0,0,0,0,0,0,0,1,0,1000,2,"2,1,-300,0,0",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,0
300000110,律普攻弱点伤害,EffectName_300000110,目标：<color=#E7A23F>敌方单体</color>，韧性伤害：<color=#c00041>[Param=4]%</color>攻击力,1,0,0,0,0,0,0,0,0,1,0,1000,1,"10,1002,0,1156,0,0,300000111","1,4,1,85",0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,,,,,0,0,,,0
300000111,律普攻伤害,EffectName_300000111,常规伤害：<color=#c00041>[Param=4]%</color>攻击力,1,0,0,0,0,0,0,0,0,1,0,1000,1,"1,1002,0,1003,0,0,0,0","1,4,1,74",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,0,0,,,0
300000112,律普攻50%概率附加5%弱破抵抗Down,EffectName_300000112,"造成常规伤害后,<color=#FF00FF>[rand]%</color>概率使目标[att=110]<color=#5FC8D3>[Param=3]%</color>，[time]",2,0,0,0,0,0,0,0,0,1,1,1000,2,"3,110,-50,0,0","1,3,1,-10;5,1,10",0,0,3,2,0,0,0,0,1,2,2010,0,0,0,0,0,BuffName_2010,BuffDesc_2010,,weak_resist_reduce,0,4000085,,,0
300000120,律奥义弱点伤害,EffectName_300000120,目标：<color=#E7A23F>敌方全体</color>，韧性伤害：<color=#c00041>[Param=4]%</color>攻击力,1,0,0,0,0,0,0,0,0,1,0,1000,1,"10,1002,0,2200,0,0,300000121","1,4,1,138",0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,,,,,0,0,,,0
300000121,律奥义,EffectName_300000121,常规伤害：<color=#c00041>[Param=4]%</color>攻击力,1,0,0,0,0,0,0,0,0,1,0,1000,1,"1,1002,0,1920,0,0,0,0","1,4,1,120",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,,,,0,0,,,0
300000122,,EffectName_300000122,,1,0,0,0,0,0,"150,1,1",0,0,1,0,1000,6,"300000123,1,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,
300000123,,EffectName_300000123,,1,0,0,0,0,0,0,0,0,0,0,1000,2,"3,149,175,0,0","1,3,1,25",0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,
300000130,律等待,EffectName_300000130,[att=1]<color=#c00041>[Param=3]%</color>,1,0,0,0,0,0,0,0,0,1,0,1000,2,"2,1,-300,0,0",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,0
300000131,律等待获取弱破UP,EffectName_300000131,"对所凭依魔女附加[att=109]<color=#c00041>[param=3]%</color>的效果,[time]",2,0,0,0,0,0,0,0,0,1,0,1000,2,"3,109,50,0,0","1,3,1,10",0,0,5,1,0,0,0,0,1,1,1009,0,1,0,0,0,BuffName_1009,BuffDesc_1009,,weak_efficiency _up,0,4000041,,,0
300000140,律领域-威势,EffectName_300000140,展开对友方生效的[buff=300000140],3,0,0,0,0,0,0,0,0,1,0,1000,2,"3,109,50,0,0","1,3,1,10",0,0,3,999,0,0,0,0,0,8,1009,0,0,0,0,0,BuffName_300000140,BuffDesc_300000140,,weak_efficiency _up,0,300000140,,,0
300000150,律普攻等级+1,EffectName_300000150,律普攻等级+1,1,0,0,0,0,0,0,0,0,1,0,1000,48,"1,1,2,30000011,30000011",,0,0,3,999,0,0,0,0,0,0,0,0,4,0,0,0,,,,,0,0,,,0
300000160,律奥义等级+1,EffectName_300000160,律奥义等级+1,1,0,0,0,0,0,0,0,0,1,0,1000,48,"1,1,2,30000012,30000012",,0,0,3,999,0,0,0,0,0,0,0,0,4,0,0,0,,,,,0,0,,,0
300000170,律等待等级+1,EffectName_300000170,律等待等级+1,1,0,0,0,0,0,0,0,0,1,0,1000,48,"1,1,2,2100001,2100001","1,2,1,1",0,0,3,999,0,0,0,0,0,0,0,0,4,0,0,0,,,,,0,0,,,0
300000210,克萝萝普攻弱点伤害,EffectName_300000210,目标：<color=#E7A23F>敌方单体</color>，韧性伤害：<color=#c00041>[Param=4]%</color>攻击力,1,0,0,0,0,0,0,0,0,1,0,1000,1,"10,1002,0,510,0,0,300000211","1,4,1,36",0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,,,,,0,0,,,0
300000211,克萝萝普攻伤害,EffectName_300000211,常规伤害：<color=#c00041>[Param=4]%</color>攻击力,1,0,0,0,0,0,0,0,0,1,0,1000,1,"1,1002,0,1088,0,0,0,0","1,4,1,80",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,0,0,,,0
300000212,克萝萝普攻50%概率恢复生命最低友方5%最大生命值,EffectName_300000212,对友方[att=2]最低的目标恢复其所凭依魔女[att=101]最大值<color=#c7fe58>[Param=4]%</color>的生命值,1,0,0,0,0,0,0,0,0,1,0,1000,1,"3,0,1001,50,0,0","1,4,1,10;5,1,20",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,0,0,,,0
300000220,克萝萝奥义弱点伤害,EffectName_300000220,目标：<color=#E7A23F>敌方全体</color>，韧性伤害：<color=#c00041>[Param=4]%</color>攻击力,1,0,0,0,0,0,0,0,0,1,0,1000,1,"10,1002,0,960,0,0,300000221","1,4,1,60",0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,,,,,0,0,,,0
300000221,克萝萝奥义,EffectName_300000221,常规伤害：<color=#c00041>[Param=4]%</color>攻击力,1,0,0,0,0,0,0,0,0,1,0,1000,1,"1,1002,0,2080,0,0,0,0","1,4,1,130",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,,,,0,0,,,0
300000222,对友方当前生命低于30%的目标恢复自身15%生命最大值的生命,EffectName_300000222,,1,0,0,0,0,0,"110002,0,300",0,0,1,0,1000,1,"3,0,1001,20,0,0","1,4,1,10",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,
300000230,克萝萝等待,EffectName_300000230,[att=1]<color=#c00041>[Param=3]%</color>,1,0,0,0,0,0,0,0,0,1,0,1000,2,"2,1,-300,0,0",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,0
300000231,克萝萝等待回复自身生命,EffectName_300000231,恢复<color=#c7fe58>[Param=4]%</color>最大生命值,1,0,0,0,0,0,0,0,0,1,0,1000,1,"3,0,1001,50,0,0","1,4,1,10",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,0,0,,,0
300000240,克萝萝领域-生命,EffectName_300000240,展开对友方生效的[buff=300000240],3,0,0,0,0,0,0,0,0,1,0,1000,2,"3,120,50,0,0","1,3,1,10",0,0,3,999,0,0,0,0,0,8,1020,0,0,0,0,0,BuffName_300000240,BuffDesc_300000240,,hp_up,0,300000240,,,0
