Name,,Id,Path,Atlas,IsMainWnd,IsSceneWnd,IsBlurBG,GroupId,Layer,DestroyOnHide,DestroyOnChangeScene,CanHideByMainWnd,HideOnChangeScene,HideMainCamera,CommonSet,ResSet,HelpSet,Bgm
RolePetUpgrade_Main,星痕升级界面,46,UI/Prefab/RolePet/RolePetUpgradeView,,0,0,0,0,1,1,0,0,0,0,1,0,0,1
RolePetFile_Main,星痕档案界面,47,UI/Prefab/RolePet/RolePetFileView,,0,0,0,0,1,1,0,0,0,0,1,0,0,1
RolePetSkill_Main,星痕技能界面,48,UI/Prefab/RolePet/RolePetSkillView,,0,0,0,0,1,1,0,0,0,0,1,0,0,1
RolePetSkin_Main,星痕皮肤界面,49,UI/Prefab/RolePet/RolePetSkinView,,0,0,0,0,1,1,0,0,0,0,1,0,0,1
RolePetFondness_Main,星痕好感度界面,50,UI/Prefab/RolePet/FondnessPanel,,0,0,0,0,1,1,0,0,0,0,1,0,0,1
GospelInfo_Main,星痕信息界面,51,UI/Prefab/Warehouse/GospelContent,,0,0,1,0,2,1,0,0,0,0,0,0,0,1
Chronicle_DetailMain,档案室编年史详情,52,UI/Prefab/Chronicle/ChronicleInDetailPanel,Review_Main,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Warehouse_Main,仓库,53,UI/Prefab/Warehouse/WarehouseView,,0,0,0,0,1,1,0,0,0,0,1,0,0,1
ItemDetails_Main,道具弹窗,54,UI/Prefab/Common/ItemDetailsPop,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
UseItemSelect_Main,道具选择使用弹窗,55,UI/Prefab/Common/UseItemSelectPop,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
IllustratedWitchDetail_Main,档案室图鉴魔女详情界面,56,UI/Prefab/Illustrated/WitchDetail/IllustratedWitchDetail,Review_Main,0,0,0,0,1,1,0,0,0,0,1,0,0,8120042
StageEntryView_Main,关卡入口界面,57,UI/Prefab/Stage/StageEntryView,,0,0,0,0,1,1,0,0,0,0,1,0,0,1
StageMainlineReward_Main,主线奖励界面,58,UI/Prefab/Stage/StageMainlineReward,,0,0,0,0,1,1,0,0,0,0,0,0,0,0
StageMainlineScroll_Main,主线列表界面,59,UI/Prefab/Stage/StageMainlineScroll,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
StageMainlineView_Main,主线地图界面,60,UI/Prefab/Stage/StageMainlineView,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
StageQuickBattleView_Main,快速战斗界面,61,UI/Prefab/Stage/StageQuickBattleView,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
IllustratedGospelDetail_Main,档案室图鉴星痕详情界面,62,UI/Prefab/Illustrated/GospelDetail/IllustratedGospelDetail,Review_Main,0,0,0,0,1,1,0,0,0,0,1,0,0,8120042
IllustratedNpcDetail_Main,档案室图鉴NPC详情界面,63,UI/Prefab/Illustrated/NpcDetail/IllustratedNpcDetail,Review_Main,0,0,0,0,2,1,0,0,0,0,1,0,0,8120042
IllustratedCGDetail_Main,档案室图鉴CG详情界面,64,UI/Prefab/Illustrated/CG/IllustratedCGDetail,Review_Main,0,0,0,0,1,1,0,0,0,0,1,0,0,8120042
IllustratedMonsterDetail_Main,档案室图鉴怪物详情界面,65,UI/Prefab/Illustrated/MonsterDetail/IllustratedMonsterDetail,Review_Main,0,0,0,0,1,1,0,0,0,0,1,0,0,8120042
SignIn_Main,克萝萝大冒险界面,66,UI/Prefab/SignIn/SignInView,,0,0,0,0,1,1,0,0,0,0,1,0,0,8120047
SignInDate_Main,克萝萝大冒险日历界面,67,UI/Prefab/SignIn/SignInDateView,,0,0,0,0,2,1,0,0,0,0,1,0,0,0
Setting_Main,设置界面,68,UI/Prefab/Setting/SettingView,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ShiZhuActivity_Main,侍主历练界面,69,UI/Prefab/Activity/ShiZhuLiLian,,0,0,0,0,1,1,0,0,0,0,1,0,0,1
MonsterInfoView_Main,怪物信息界面,70,UI/Prefab/Monster/MonsterInfoView,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
StageXiaJianView_Main,关卡狭间界面,71,UI/Prefab/Stage/StageXiaJianView,,0,0,0,0,1,1,0,0,0,0,1,0,0,1
BuyTiLiPop,购买体力界面,72,UI/Prefab/Common/BuyTiLiPop,Common_Other,0,0,0,0,2,1,0,0,0,0,0,0,0,1
StageXiaJianRankView_Main,狭间排名界面,73,UI/Prefab/Stage/StageXiaJianRankView,,0,0,0,0,1,1,0,0,0,0,1,0,0,1
PermitRuleTip,通行证规则弹窗,74,UI/Prefab/Activity/SevenDaySubPannel/Permit/PermitRuleTip,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
PermitActiveTip,通行证升级高级弹窗,75,UI/Prefab/Activity/SevenDaySubPannel/Permit/PermitActiveTip,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
PermitBuyLevelTip,通行证购买等级弹窗,76,UI/Prefab/Activity/SevenDaySubPannel/Permit/PermitBuyLevelTip,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
PermitBuyPop,通行证升级高级弹窗,77,UI/Prefab/Activity/SevenDaySubPannel/Permit/PermitBuyPop,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
PermitLevelUpTip,通行证升级,78,UI/Prefab/Activity/SevenDaySubPannel/Permit/PermitLevelUpTip,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
StageXiaJianEffect_Main,关卡狭间打开特效界面,79,UI/Prefab/Stage/StageXiaJianEffect,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
ActivityRewardSummary_Main,活动主界面,80,UI/Prefab/Activity/ActivityRewardSummary,,0,0,0,0,1,1,0,0,0,0,1,0,0,1
SecretaryView_Main,秘书切换界面,81,UI/Prefab/Secretary/SecretaryView,,0,0,0,0,1,1,0,0,0,0,1,0,0,1
RolePetBreakFondness_Main,星痕星契突破界面,82,UI/Prefab/RolePet/BreakFondnessView,Gospel_main,0,0,0,0,1,1,0,0,0,0,1,0,0,0
FriendView_Main,好友界面,83,UI/Prefab/Friend/FriendView,,0,0,0,0,1,1,0,0,0,0,1,0,0,1
RoleFile_Main,魔女档案,84,UI/Prefab/Role/RoleFile,,0,0,0,0,1,1,0,0,0,0,1,0,0,1
RoleLooks_Main,魔女外观,85,UI/Prefab/Role/RoleLooks,Witch_Looks,0,0,0,0,1,1,0,0,0,0,1,0,0,1
EchoConvertPop,商店转化弹窗,86,UI/Prefab/Shop/EchoConvert,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
BuyItemCanvasPop,商店购买弹窗,87,UI/Prefab/Shop/BuyItemCanvas,,0,0,0,0,2,1,0,0,0,0,1,0,0,0
GospelSkinBuy_Main,商店皮肤购买界面,88,UI/Prefab/Shop/GospelSkinBuyView,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ShopInset_Main,商店插画购买界面,89,UI/Prefab/Shop/ShopInsetView,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
StageMaterialView_Main,宝库之门界面,90,UI/Prefab/Stage/StageMaterialView,,0,0,0,0,1,1,0,0,0,0,1,0,0,1
StageMaterialScroll_Main,材料突破界面,91,UI/Prefab/Stage/StageMaterialScroll,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
StageInfoPanel,关卡信息面板,92,UI/Prefab/Stage/StageInfoPanel,Battle_BattleField,0,0,0,0,2,1,0,0,0,0,0,0,0,0
StageMainlineScroll_ItemJump,关卡跳转面板,93,UI/Prefab/Stage/StageJumpPanel,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
InsetNormalPop,商店皮肤购买弹窗,94,UI/Prefab/Common/InsetNormalPop,,0,0,0,0,2,1,0,0,0,0,1,0,0,0
RoleSaveModel_Main,魔女方案保存弹窗,95,UI/Prefab/Role/RoleSaveModelView,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
Summon_Main,角色召唤界面,96,UI/Prefab/Summon/SummonView,Summon2_common,0,0,0,0,1,1,0,0,0,0,1,0,1,8120042
Medal_Main,勋章主界面,97,UI/Prefab/Medal/MedalShowPanel,Medal,0,0,0,0,1,1,0,0,0,0,1,0,0,1
MedalViewListPanel,勋章详情界面,98,UI/Prefab/Medal/MedalListPanel,,0,0,0,0,1,1,0,0,0,0,1,0,1,0
MedalTipsBox,勋章奖励获得弹窗,99,UI/Prefab/Common/MedalTipsBox,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
UserInfo_Main,个人档案界面,100,UI/Prefab/UserInfo/UserInfoView,,0,0,0,0,1,1,0,0,0,0,1,0,0,1
MedalInlayView,个人档案勋章镶嵌界面,101,UI/Prefab/Medal/MedalInlayPanel,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
NameChangePop,个人档案玩家名字修改界面,102,UI/Prefab/Common/NicknameChangePop,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
UserChangeBoard,个人档案签名/头像/框界面,103,UI/Prefab/UserInfo/UserChangeBoard,,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ChangeBirthday,个人档案生日界面,104,UI/Prefab/UserInfo/UserChangeBirthday,,0,0,0,0,1,1,0,0,0,0,0,0,0,0
MedalFilterSubView,个人档案勋章镶嵌过滤界面,105,UI/Prefab/Medal/MedalFilterSubView,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
SummonGetHero_Main,召唤获得角色界面,106,UI/Prefab/Summon/SummonGetHeroView,,0,0,0,0,1,1,0,0,0,0,0,0,0,0
SummonAni_Main,召唤过场动画界面,107,UI/Prefab/Summon/SummonAniView,,0,0,0,0,1,1,0,0,0,0,0,0,0,0
NormalExchangePop,通用兑换弹窗,108,UI/Prefab/Common/NormalExchangePop,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
RightTipBox,右侧通用弹窗,109,UI/Prefab/Common/RightTipsPop,,0,0,1,0,4,0,0,0,0,0,0,0,0,0
StoryPop,剧情跳过弹窗,110,UI/Prefab/Story/StoryPop,,0,0,1,0,3,1,0,0,0,0,0,0,0,0
StoryExplanationPop,剧情词条讲解弹窗,111,UI/Prefab/Story/StoryExplanationPop,,0,0,1,0,3,1,0,0,0,0,0,0,0,0
StoryDicView,剧情词条字典弹窗,112,UI/Prefab/Story/StoryDicView,,0,0,0,0,3,1,0,0,0,0,0,0,0,0
TMPClickPop,TMP点击弹窗,113,UI/Prefab/Common/TMPClickPop,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
BuyItemCanvas,商店普通商品购买弹窗,114,UI/Prefab/Shop/BuyItem,,0,0,0,0,2,1,0,0,0,0,1,0,0,0
BuyGiftCanvas,商店付费商品购买弹窗,115,UI/Prefab/Shop/BuyGift,,0,0,0,0,2,1,0,0,0,0,1,0,0,0
BuyGospelCanvas,商店星痕商品购买弹窗,116,UI/Prefab/Shop/BuyGospel,,0,0,0,0,2,1,0,0,0,0,1,0,0,0
WitchDisplayPop,魔女获得弹窗,117,UI/Prefab/Common/WitchDisplayView,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
LimitBreakPop,功能解锁弹窗,118,UI/Prefab/Common/LimitBreakPop,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
UserLevelupPop,玩家升级弹窗,119,UI/Prefab/Common/UserLevelupPop,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
TipGuide_Main,提示引导界面,120,UI/Prefab/TipGuide/TipGuide,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
AgeConfirmCanvas,年龄确定弹窗,121,UI/Prefab/Shop/AgeConfirmation,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
WeeklyDungeonTaskView,幻梦任务弹窗,122,UI/Prefab/WeeklyDungeon/WeeklyDungeonTaskView,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
WeeklyDungeonHardMainView,幻梦关卡选择界面,123,UI/Prefab/WeeklyDungeon/WeeklyDungeonHardMainView,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
WeeklyDungeonMonthlyRankView,幻梦之境深眠之星,124,UI/Prefab/WeeklyDungeon/WeeklyDungeonMonthlyRankView,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
WeeklyDungeonMonthlyRankRewardView,幻梦之境深眠之星奖励弹窗,125,UI/Prefab/WeeklyDungeon/WeeklyDungeonMonthlyRankRewardView,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
WeeklyDungeon_StageInfoPanel,幻梦之境关卡信息面板,126,UI/Prefab/WeeklyDungeon/WeeklyDungeon_StageInfoPanel,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
BuyGiftCanvas_JP,商店付费商品购买弹窗_日本,127,UI/Prefab/Shop/BuyGift_JP,,0,0,0,0,2,1,0,0,0,0,1,0,0,0
SkillEffectsTipPop,技能效果弹窗,128,UI/Prefab/Common/SkillEffectsTip,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
GuildChangeSet_Main,公会设置修改,130,UI/Prefab/Guild/GuildChangeSet_Main,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
GuildCreate_Main,公会创建,131,UI/Prefab/Guild/GuildCreate_Main,,0,0,1,0,2,1,0,0,0,0,1,0,0,0
GuildFindSet_Main,公会查找设置修改,132,UI/Prefab/Guild/GuildFindSet_Main,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
GuildInviteApprov_Main,公会审批,133,UI/Prefab/Guild/GuildInviteApprov_Main,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
GuildInviteGuilds_Main,公会邀请,134,UI/Prefab/Guild/GuildInviteGuilds_Main,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
GuildInvitePlayer_Main,玩家邀请,135,UI/Prefab/Guild/GuildInvitePlayer_Main,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
GuildMemberSet_Main,公会成员管理,136,UI/Prefab/Guild/GuildMemberSet_Main,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
GuildView_Main,公会主界面,137,UI/Prefab/Guild/GuildView_Main,,0,0,0,0,1,1,0,0,0,0,1,0,0,1
FirstChargeActivityPanel,首充界面,138,UI/Prefab/Activity/FirstChargeView,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
RankView,排行榜界面,139,UI/Prefab/RankView/RankView,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
PreViewRewardPanel,阶段奖励预览界面,140,UI/Prefab/Activity/SevenDaySubPannel/OverViewPanel,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
RecommendPetPop,推荐星痕弹窗,141,UI/Prefab/Common/RecommendPetPop,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
ExperiencesActivityPanel,等级奖励活动,142,UI/Prefab/Activity/SevenDaySubPannel/ExperiencesSubPanel,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
GrowFoundPanel,成长基金活动,143,UI/Prefab/Activity/SevenDaySubPannel/GrowFoundPanel,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
PermitActivityPanel,星海纪闻活动,144,UI/Prefab/Activity/SevenDaySubPannel/PermitSubPanel,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
RookieQuestPanel,阶段奖励活动,145,UI/Prefab/Activity/SevenDaySubPannel/RookieQuestSubPanel,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
SevenDaySigninPanel,七天签到活动,146,UI/Prefab/Activity/SevenDaySubPannel/SevendaySubPanel,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
RolePetTalentClass_Main,职阶天赋选择界面,147,UI/Prefab/RolePetTalent/RolePetTalentClassMain,RolePetTalent,0,0,0,0,1,1,0,0,0,0,1,0,0,0
RolePetTalent_Main,职阶天赋加点界面,148,UI/Prefab/RolePetTalent/RolePetTalentMain,RolePetTalent,0,0,0,0,1,1,0,0,0,0,1,0,0,0
GuildHorseRace,公会赛马,149,UI/Prefab/Guild/HorseRace/GuildHorseRace,,0,0,0,0,1,1,0,0,0,0,1,"1000002,1001061",1,8120071
GuildHorseRaceDealPop,公会赛马弹窗,150,UI/Prefab/Guild/HorseRace/GuildHorseRaceDealPop,,0,0,0,0,2,1,0,0,0,0,1,0,0,0
TenDaySigninPanel,十日签到活动,151,UI/Prefab/Activity/ActivitySummary/TenDaySignin,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
StyleSelectPop,星痕样式选择弹窗,152,UI/Prefab/RolePet/StyleSelectPop,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
TeamSuppress,克制展示界面,153,UI/Prefab/Common/TeamSuppress,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
GospelSkinBuyPanel,商店皮肤购买界面,154,UI/Prefab/Shop/GospelSkinBuyPanel,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
BuySkinCanvas,商店皮肤购买弹窗,155,UI/Prefab/Shop/BuySkinCanvas,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
NoviceGospelPanel,开服星痕自选活动,156,UI/Prefab/Activity/Con_Gospel,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
NoviceGachaPanel,开服十连活动,157,UI/Prefab/Activity/Con_GaCha,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
CommonActivity,普通活动界面,158,UI/Prefab/Activity/CommonActivity,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
SwitchActivityPanel,玩法预告活动,159,UI/Prefab/Activity/ActivitySummary/SwitchActivity,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
RunePreviewPop,符文道具弹窗,160,UI/Prefab/Common/RunePreviewPop,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
StagePackPanel,阶段礼包,161,UI/Prefab/PushPack/StagePack,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
PopPackPanel,推送礼包,162,UI/Prefab/PushPack/PopPack,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
ExperiencePop_Main,阅历点奖励总览弹窗,163,UI/Prefab/Archives/ExperiencePop,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
PayNumTipsPanel,年龄确定弹窗,164,UI/Prefab/Shop/RemainingAmount,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
RandomGospelPanel,随机星痕活动,165,UI/Prefab/Activity/RandomGospel,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
GuildBoss_Main,公会首领界面,166,UI/Prefab/Guild/GuildBoss/GuildBossView,,0,0,0,0,1,1,0,0,0,0,1,0,1,1
GuildBossTaskView,公会首领任务窗口,167,UI/Prefab/Guild/GuildBoss/GuildBossTaskView,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
ActivityTopic_Main,主题活动模版_主界面,168,UI/Prefab/ActivityTopic_View/ActivityTopic_Main,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ActivityTopic_Dungeon,主题活动模版_关卡,169,UI/Prefab/ActivityTopic_View/ActivityTopic_Dungeon,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ActivityTopic_Shop,主题活动模版_商店,170,UI/Prefab/ActivityTopic_View/ActivityTopic_Shop,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ActivityTopic_Sign,主题活动模版_签到,171,UI/Prefab/ActivityTopic_View/ActivityTopic_Sign,,0,0,0,0,2,1,0,0,0,0,1,0,0,0
ActivityTopic_TaskAtk,主题活动模版_攻击任务,172,UI/Prefab/ActivityTopic_View/ActivityTopic_TaskAtk,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ActivityTopic_TaskAtkReward,主题活动模版_攻击任务奖励,173,UI/Prefab/ActivityTopic_View/ActivityTopic_TaskAtkReward,,0,0,0,0,2,1,0,0,0,0,1,0,0,0
ActivityTopic_Task,主题活动模版_普通任务,174,UI/Prefab/ActivityTopic_View/ActivityTopic_Task,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ActivityTopic_Story,主题活动模版_普通剧情,175,UI/Prefab/ActivityTopic_View/ActivityTopic_Story,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ActivityTopic_StoryItem,主题活动模版_道具剧情,176,UI/Prefab/ActivityTopic_View/ActivityTopic_StoryItem,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ActivityTopic_Bag,主题活动模版_活动背包,177,UI/Prefab/ActivityTopic_View/ActivityTopic_Bag,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ActivityTopic_Boss,主题活动模版_boss,178,UI/Prefab/ActivityTopic_View/ActivityTopic_Boss,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ActivityTopic_Room,主题活动模版_房间,179,UI/Prefab/ActivityTopic_View/ActivityTopic_Room,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ActivityTopic_JigsawList,主题活动模版_拼图列表,180,UI/Prefab/ActivityTopic_View/ActivityTopic_JigsawList,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ActivityTopic_JigsawGame,主题活动模版_拼图游戏,181,UI/Prefab/ActivityTopic_View/ActivityTopic_JigsawGame,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ActivityTopic_JigsawResult,主题活动模版_拼图结算,182,UI/Prefab/ActivityTopic_View/ActivityTopic_JigsawResult,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
