ID,,Group,MonsterId,MonsterLv,Position,AttrReFix,SkillFix,Desc
10221,2-21,102211,"30500031,30500012,30500031","17,17,17","0,1,2",0,0,第二章
10222,2-22,102221,"3050015,30500061,30500051","18,18,18","0,1,2",0,0,第二章
10223,2-23,102231,"30500071,30500171,30500161","19,19,19","0,1,2",0,0,第二章
10224,2-24,102241,"30500031,30500061,30500071","20,20,20","0,1,2",0,0,第二章
10225,2-25,102251,"30500032,30500022,3050015","21,21,21","0,1,2",0,0,第二章
10226,2-26,102261,"30500112,30500012,30500162","22,22,22","0,1,2",0,0,第二章
102261,2-26,102262,3040002,23,1,"3040002,101,-100;3040002,102,300",0,第二章
10227,2-27,102271,"3050015,30500072,30500062","24,24,24","0,1,2",0,0,第二章
10228,2-28,102281,3020001,25,1,0,0,第二章
10306,警告,103061,"30500043,30500061,30500051","26,26,26","0,1,2",0,0,第三章
103061,警告,103062,"30500021,30500122,3050015","27,27,27","0,1,2",0,0,第三章
10307,断链,103071,"30500071,30500021,30500161","28,28,28","0,1,2",0,0,第三章
103071,断链,103072,"30500021,30500142,30500041","28,28,28","0,1,2",0,0,第三章
10308,噬灭,103081,"30500071,30500171,30500161","29,29,29","0,1,2","30500171,101,-400",0,第三章
103081,噬灭,103082,"30500031,30500062,30500071","29,29,29","0,1,2",0,0,第三章
10310,剪除,103101,3030002,30,1,0,0,第三章
10311,独白,103111,3030002,31,1,0,0,第三章
10312,3-12,103121,"30500031,3050015,30500031","32,32,32","0,1,2",0,0,第三章
103121,3-12,103122,"30500021,30500162,30500021","32,32,32","0,1,2",0,0,第三章
10313,3-13,103131,3040002,33,1,0,0,第三章
10314,3-14,103141,3040005,34,1,0,0,第三章
10315,3-15,103151,"30500131,30500141,30500131","35,35,35","0,1,2",0,0,第三章
103151,3-15,103152,"30500031,30500052,30500131","35,35,35","0,1,2",0,0,第三章
10316,3-16,103161,3040001,36,1,0,0,第三章
10317,3-17,103171,"30500031,30500062,30500071","37,37,37","0,1,2",0,0,第三章
103171,3-17,103172,"30500031,30500052,30500131","37,37,37","0,1,2",0,0,第三章
10318,3-18,103181,3040003,38,1,0,0,第三章
10319,3-19,103191,3040004,39,1,0,0,第三章
10320,3-20,103201,3030002,40,1,0,0,第三章
10403,虫害,104031,"30500052,30500162,30500021","41,41,41","0,1,2",0,0,第四章
104031,虫害,104032,"30500132,30500141","41,41","0,1",0,0,第四章
10407,剪除,104071,"30500022,30500142,30500041","42,42,42","0,1,2",0,0,第四章
104071,剪除,104072,"30500052,30500012,30500042","42,42,42","0,1,2",0,0,第四章
10412,虚妄,104121,3020002,43,1,0,0,第四章
10413,猎获,104131,"3040006,3040004","44,44","0,2",0,0,第四章
10414,枯萎,104141,3050017,45,1,0,0,第四章
10416,4-16,104161,"30500031,30500062,30500072","46,46,46","0,1,2",0,0,第四章
104161,4-16,104162,"30500132,30500112,30500011","46,46,46","0,1,2",0,0,第四章
10417,4-17,104171,"30500112,30500012,30500161","47,47,47","0,1,2",0,0,第四章
104171,4-17,104172,"30500022,30500142,30500041","47,47,47","0,1,2",0,0,第四章
10418,4-18,104181,"30500141,30500022,30500032","48,48,48","0,1,2",0,0,第四章
104181,4-18,104182,"30500132,30500141,30500132","48,48,48","0,1,2",0,0,第四章
10419,4-19,104191,"30500031,30500062,30500072","49,49,49","0,1,2",0,0,第四章
104191,4-19,104192,"30500071,30500022,30500162","49,49,49","0,1,2",0,0,第四章
10420,4-20,104201,"30500051,30500132,30500132","50,50,50","0,1,2",0,0,第四章
104201,4-20,104202,"3050015,30500061,30500052","50,50,50","0,1,2",0,0,第四章
10421,4-21,104211,"30500032,30500062,30500071","51,51,51","0,1,2",0,0,第四章
104211,4-21,104212,"30500022,30500012,30500141","51,51,51","0,1,2",0,0,第四章
10422,4-22,104221,"30500072,30500171,30500162","52,52,52","0,1,2",0,0,第四章
104221,4-22,104222,"30500071,3050017,3050001","52,52,52","0,1,2",0,0,第四章
10423,4-22,104231,"30500141,30500052,30500132","53,53,53","0,1,2",0,0,第四章
104231,4-23,104232,"30500071,30500022,30500161","53,53,53","0,1,2",0,0,第四章
10424,4-24,104241,3020002,54,1,0,0,第四章
10506,注视,105061,"30500012,3050007,3050011","54,54,54","0,1,2",0,0,第五章
10507,月咏,105071,"30500072,30500172,30500162","55,55,55","0,1,2",0,0,第五章
105071,月咏,105072,"30500032,30500062,30500072","55,55,55","0,1,2",0,0,第五章
10510,赎买,105101,"30500011,30500062,30500052","56,56,56","0,1,2",0,0,第五章
10513,追求,105131,"3030002,3050011","57,57","0,2",0,0,第五章
10516,憎恨,105161,3030003,58,1,0,0,第五章
10519,獠牙,105191,3030003,59,1,0,0,第五章
10521,5-21,105211,"30500132,30500141,30500052","60,60,60","0,1,2",0,0,第五章
105211,5-21,105212,"30500032,30500052,30500132","60,60,60","0,1,2",0,0,第五章
10522,5-22,105221,"30500032,30500061,30500072","60,60,60","0,1,2",0,0,第五章
105221,5-22,105222,"30500022,30500162,30500022","60,60,60","0,1,2",0,0,第五章
10523,5-23,105231,"30500132,30500112,30500011","61,61,61","0,1,2",0,0,第五章
105231,5-23,105232,"30500132,30500142,30500132","61,61,61","0,1,2",0,0,第五章
10524,5-24,105241,"30500112,30500012,30500161","62,62,62","0,1,2",0,0,第五章
105241,5-24,105242,"30500052,30500012,30500042","62,62,62","0,1,2",0,0,第五章
10525,5-25,105251,"30500031,30500062,30500072","63,63,63","0,1,2",0,0,第五章
105251,5-25,105252,"30500072,30500162,30500172","63,63,63","0,1,2",0,0,第五章
10526,5-26,105261,"30500132,30500141,30500132","64,64,64","0,1,2",0,0,第五章
105261,5-26,105262,"30500022,30500142,30500041","64,64,64","0,1,2",0,0,第五章
10527,5-27,105271,"30500052,30500012,30500042","65,65,65","0,1,2",0,0,第五章
105271,5-27,105272,"3050015,30500062,30500052","65,65,65","0,1,2",0,0,第五章
10528,5-28,105281,"30500141,30500022,30500032","66,66,66","0,1,2",0,0,第五章
105281,5-28,105282,"30500052,30500072,30500052","66,66,66","0,1,2",0,0,第五章
10529,5-29,105291,"3040006,30500141","67,67","0,2",0,0,第五章
10530,5-30,105301,"30500132,30500141,30500132","68,68,68","0,1,2",0,0,第五章
105301,5-30,105302,"30500021,30500162,30500021","68,68,68","0,1,2",0,0,第五章
10531,5-31,105311,"30500052,30500012,30500042","69,69,69","0,1,2",0,0,第五章
105311,5-31,105312,"30500052,30500012,30500042","69,69,69","0,1,2",0,0,第五章
10532,5-32,105321,"3050013,3050015,30500061","70,70,70","0,1,2",0,0,第五章
105321,5-32,105322,"30500141,30500022,30500032","70,70,70","0,1,2",0,0,第五章
10533,5-33,105331,"30500132,30500142,30500132","70,70,70","0,1,2",0,0,第五章
105331,5-33,105332,3030003,70,1,0,0,第五章
10601,6-1,106011,"30500022,30500142,30500041","73,73,73","0,1,2",0,0,第六-序章
106011,6-1,106012,"30500032,30500052,30500132","73,73,73","0,1,2",0,0,第六-序章
10602,6-2,106021,"30500032,30500062,30500072","74,74,74","0,1,2",0,0,第六-序章
106021,6-2,106022,"30500132,30500131,30500142","74,74,74","0,1,2",0,0,第六-序章
10603,6-3,106031,"30500072,30500022,30500162","75,75,75","0,1,2",0,0,第六-序章
106031,6-3,106032,"30500072,30500172,30500162","75,75,75","0,1,2",0,0,第六-序章
10604,6-4,106041,"30500022,30500122,3050015","76,76,76","0,1,2",0,0,第六-序章
106041,6-4,106042,"30500112,30500012,30500162","76,76,76","0,1,2",0,0,第六-序章
10605,6-5,106051,3040006,76,1,0,0,第六-序章
10606,6-6,106061,"3050015,30500062,30500052","77,77,77","0,1,2",0,0,第六-序章
106061,6-6,106062,"30500032,30500062,30500072","77,77,77","0,1,2",0,0,第六-序章
10607,6-7,106071,"30500032,3050015,30500032","78,78,78","0,1,2",0,0,第六-序章
106071,6-7,106072,"30500132,30500142,30500132","78,78,78","0,1,2",0,0,第六-序章
10608,6-8,106081,3040004,79,1,0,0,第六-序章
10609,6-9,106091,"30500072,30500062,3050015","80,80,80","0,1,2",0,0,第六-序章
106091,6-9,106092,"30500142,30500022,30500032","80,80,80","0,1,2",0,0,第六-序章
10610,6-10,106101,"30500022,30500162,30500021","81,81,81","0,1,2",0,0,第六-序章
106101,6-10,106102,"30500052,30500012,30500042","81,81,81","0,1,2",0,0,第六-序章
10611,6-11,106111,3040001,82,1,0,0,第六-序章
10612,6-12,106121,"30500132,30500112,30500011","83,83,83","0,1,2",0,0,第六-序章
106121,6-12,106122,"30500052,30500012,30500042","83,83,83","0,1,2",0,0,第六-序章
10613,6-13,106131,"30500131,3050013,30500141","84,84,84","0,1,2",0,0,第六-序章
106131,6-13,106132,"3050013,3050015,30500061","84,84,84","0,1,2",0,0,第六-序章
10614,6-14,106141,3030002,85,1,0,0,第六-序章
10615,6-15,106151,"30500032,30500112,30500012","86,86,86","0,1,2",0,0,第六-序章
106151,6-15,106152,"30500031,30500052,30500012","86,86,86","0,1,2",0,0,第六-序章
10616,6-16,106161,"30500052,30500012,30500042","87,87,87","0,1,2",0,0,第六-序章
106161,6-16,106162,"30500072,30500022,30500162","87,87,87","0,1,2",0,0,第六-序章
10617,6-17,106171,3030001,88,1,0,0,第六-序章
10618,6-18,106181,"30500072,30500162,30500172","89,89,89","0,1,2",0,0,第六-序章
106181,6-18,106182,"30500132,30500142,30500132","89,89,89","0,1,2",0,0,第六-序章
10619,6-19,106191,"30500022,30500142,30500041","90,90,90","0,1,2",0,0,第六-序章
106191,6-19,106192,"30500142,30500022,30500032","90,90,90","0,1,2",0,0,第六-序章
10620,6-20,106201,3030003,91,1,0,0,第六-序章
10621,6-21,106211,3020001,92,1,0,0,第六-序章
10622,6-22,106221,3020002,93,1,0,0,第六-序章
10717,6S-17,107171,"30500032,30500132,30500112","94,94,94","0,1,2",0,0,第六-上章
107171,6S-17,107172,"30500022,30500052,30500041","94,94,94","0,1,2",0,0,第六-上章
10718,6S-18,107181,"30500072,30500142,30500172","94,94,94","0,1,2",0,0,第六-上章
107181,6S-18,107182,"30500012,30500152,30500172","94,94,94","0,1,2",0,0,第六-上章
10719,6S-19,107191,"30500032,30500052,3050004","94,94,94","0,1,2",0,0,第六-上章
107191,6S-19,107192,"30500172,30500062,30500122","94,94,94","0,1,2",0,0,第六-上章
10720,6S-20,107201,"30500012,30500043,30500132","94,94,94","0,1,2",0,0,第六-上章
107201,6S-20,107202,"30500052,30500062,30500172","94,94,94","0,1,2",0,0,第六-上章
10721,6S-21,107211,3040006,94,1,0,0,第六-上章
10722,6S-22,107221,"30500132,30500112,30500012","95,95,95","0,1,2",0,0,第六-上章
107221,6S-22,107222,"30500032,30500161,30500142","95,95,95","0,1,2",0,0,第六-上章
10723,6S-23,107231,"30500112,30500012,30500162","95,95,95","0,1,2",0,0,第六-上章
107231,6S-23,107232,"3050004,30500132,30500062","95,95,95","0,1,2",0,0,第六-上章
10724,6S-24,107241,"30500052,30500162,30500112","95,95,95","0,1,2",0,0,第六-上章
107241,6S-24,107242,"30500022,30500161,30500172","95,95,95","0,1,2",0,0,第六-上章
10725,6S-25,107251,"30500032,30500132,30500132","95,95,95","0,1,2",0,0,第六-上章
107251,6S-25,107252,"30500022,30500161,30500022","95,95,95","0,1,2",0,0,第六-上章
10726,6S-26,107261,3040004,95,1,0,0,第六-上章
10816,廉耻是火焰,108161,3020002,95,1,0,0,第六-下章
10817,戛然而止,108171,3020002,93,1,0,0,第六-下章
10818,6X-18,108181,"30500132,3050006,30500042","93,93,93","0,1,2",0,0,第六-下章
10819,6X-19,108191,"30500022,30500022,3050005","93,93,93","0,1,2",0,0,第六-下章
10820,6X-20,108201,"3050012,30500072,30500161","93,93,93","0,1,2",0,0,第六-下章
10821,6X-21,108211,"30500022,30500061,30500011","93,93,93","0,1,2",0,0,第六-下章
10822,6X-22,108221,3040007,94,1,0,0,第六-下章
10823,6X-23,108231,"30500022,3050005,30500161","94,94,94","0,1,2",0,0,第六-下章
10824,6X-24,108241,"30500022,3050007,30500132","94,94,94","0,1,2",0,0,第六-下章
10825,6X-25,108251,"30500132,3050016,30500131","95,95,95","0,1,2",0,0,第六-下章
10826,6X-26,108261,"30500152,3050006,30500152","95,95,95","0,1,2",0,0,第六-下章
10827,6X-27,108271,3040002,95,1,0,0,第六-下章
10828,6X-28,108281,"30500161,3050014,30500121","96,96,96","0,1,2",0,0,第六-下章
108281,6X-28,108282,"30500022,30500142,30500152","96,96,96","0,1,2",0,0,第六-下章
10829,6X-29,108291,"30500051,3050014,30500131","96,96,96","0,1,2",0,0,第六-下章
108291,6X-29,108292,"3050015,30500161,3050003","96,96,96","0,1,2",0,0,第六-下章
10830,6X-30,108301,"3050014,3050007,3050006","96,96,96","0,1,2",0,0,第六-下章
108301,6X-30,108302,"30500131,3050005,3050005","96,96,96","0,1,2",0,0,第六-下章
10831,6X-31,108311,"3050004,30500051,30500141","97,97,97","0,1,2",0,0,第六-下章
108311,6X-31,108312,"3050006,30500052,3050016","97,97,97","0,1,2",0,0,第六-下章
10832,6X-32,108321,3020002,97,1,0,0,第六-下章
10833,6X-33,108331,3020002,97,1,0,0,第六-下章
10916,讨伐-1,109161,"30500022,30500161,3050015","97,97,97","0,1,2",0,0,第七章
10917,讨伐-2,109171,"30500022,30500122,30500022","97,97,97","0,1,2",0,0,第七章
10918,讨伐-3,109181,"30500131,30500112,30500042","97,97,97","0,1,2",0,0,第七章
10919,讨伐-4,109191,"30500142,30500171,30500151","97,97,97","0,1,2",0,0,第七章
109191,讨伐-4,109192,"30500052,30500031,30500052","97,97,97","0,1,2",0,0,第七章
10920,讨伐-5,109201,"30500152,3040002,30500152","97,97,97","0,1,2",0,0,第七章
10921,讨伐-6,109211,"30500021,30500161,30500122","97,97,97","0,1,2",0,0,第七章
10922,讨伐-7,109221,"3050017,3040005,30500122","97,97,97","0,1,2",0,0,第七章
10923,讨伐-8,109231,"30500072,30500022,3050005","97,97,97","0,1,2",0,0,第七章
10924,讨伐-9,109241,"30500021,3050001,30500112","97,97,97","0,1,2",0,0,第七章
109241,讨伐-9,109242,"3050013,30500162,30500022","97,97,97","0,1,2",0,0,第七章
10925,讨伐-10,109251,"30500172,3040001,30500032","97,97,97","0,1,2",0,0,第七章
10926,讨伐-11,109261,"3050017,30500061,30500072","97,97,97","0,1,2",0,0,第七章
10927,讨伐-12,109271,"30500072,30500051,30500111","97,97,97","0,1,2",0,0,第七章
10928,讨伐-13,109281,"3050015,3050004,30500031","97,97,97","0,1,2",0,0,第七章
10929,讨伐-14,109291,"30500151,3050014,30500162","97,97,97","0,1,2",0,0,第七章
10930,讨伐-15,109301,"30500131,30500112,30500071","97,97,97","0,1,2",0,0,第七章
10931,讨伐-16,109311,"30500152,3050011,30500022","97,97,97","0,1,2",0,0,第七章
109311,讨伐-16,109312,"3050005,3050014,30500111","97,97,97","0,1,2",0,0,第七章
10932,讨伐-17,109321,"30500162,3040007,3050016","97,97,97","0,1,2",0,0,第七章
10933,讨伐-18,109331,"30500031,3040007,30500131","97,97,97","0,1,2",0,0,第七章
11021,讨伐-1,110211,"3050016,3050015,30500072","98,98,98","0,1,2",0,0,第八章
11022,讨伐-2,110221,"3050011,30500171,3050016","98,98,98","0,1,2",0,0,第八章
11023,讨伐-3,110231,"30500121,30500042,3050006","98,98,98","0,1,2",0,0,第八章
11024,讨伐-4,110241,"3050001,30500131,30500071","98,98,98","0,1,2",0,0,第八章
11025,讨伐-5,110251,3030001,98,1,0,0,第八章
11026,讨伐-6,110261,"3050015,30500051,30500151","99,99,99","0,1,2",0,0,第八章
11027,讨伐-7,110271,"30500111,30500142,30500132","99,99,99","0,1,2",0,0,第八章
11028,讨伐-8,110281,"30500131,30500021,3050011","99,99,99","0,1,2",0,0,第八章
11029,讨伐-9,110291,"30500121,30500161,30500031","99,99,99","0,1,2",0,0,第八章
11030,讨伐-10,110301,30200021,99,1,0,0,第八章
11031,讨伐-11,110311,"3050013,30500161,3050004","100,100,100","0,1,2",0,0,第八章
11032,讨伐-12,110321,"3050015,30500111,30500132","100,100,100","0,1,2",0,0,第八章
11033,讨伐-13,110331,"30500142,3050005,30500131","100,100,100","0,1,2",0,0,第八章
11034,讨伐-14,110341,"3050015,30500041,30500031","100,100,100","0,1,2",0,0,第八章
11035,讨伐-15,110351,3020002,101,1,0,0,第八章
50101,糟糕的每日,501011,"30500032,3050013,3050011","15,15,15","0,1,2",0,0,第一章困难
50102,追逐-1,501021,"3050002,30500051,30500041","15,15,15","0,1,2",0,0,第一章困难
50103,追逐-2,501031,"3050013,3050015,3050017","15,15,15","0,1,2",0,0,第一章困难
50104,如果你无法笑,501041,"3050006,3040007,3050007","17,17,17","0,1,2","3040007,101,-950",0,第一章困难
50105,焦点-1,501051,"3050015,3050007,3050016","17,17,17","0,1,2",0,0,第一章困难
50106,焦点-2,501061,"3050015,3050001,30500111","17,17,17","0,1,2",0,0,第一章困难
50107,还要吃掉多少,501071,"30500171,30500041,3050005","18,18,18","0,1,2",0,0,第一章困难
50108,空洞-1,501081,"3050011,3040001,3050015","19,19,19","0,1,2","3040001,101,-950",0,第一章困难
50109,空洞-2,501091,"3050007,3050014,30500171","19,19,19","0,1,2",0,0,第一章困难
50110,请原谅我，我有病,501101,"3050013,30500032,3050004","19,19,19","0,1,2",0,0,第一章困难
50111,去向-1,501111,"3050001,3050015,30500171","20,20,20","0,1,2",0,0,第一章困难
50112,去向-2,501121,"3050016,3040006,3050002","21,21,21","0,1,2","3040006,101,-950",0,第一章困难
50113,信仰不得救,501131,"30500071,3050014,3050013","21,21,21","0,1,2",0,0,第一章困难
50114,失望-1,501141,"3050001,30500171,3050012","22,22,22","0,1,2",0,0,第一章困难
50115,白兔先生,501151,"3050004,3040005,3050005","23,23,23","0,1,2","3040005,101,-950",0,第一章困难
50116,诱惑-1,501161,"30500121,30500161,3050001","23,23,23","0,1,2",0,0,第一章困难
50117,下到洞里吧,501171,"3050007,3050015,30500043","24,24,24","0,1,2",0,0,第一章困难
50118,逃离这个世界-1,501181,"3050006,30500051,3050003","27,27,27","0,1,2",0,0,第一章困难
50119,岔路口和猫小姐,501191,"30500022,3040004,3050001","27,27,27","0,1,2","3040004,101,-950",0,第一章困难
50120,弱肉强食丛林,501201,3030001,30,1,0,0,第一章困难
50201,想要报仇的鹈鹕,502011,"30500121,3050017,3050005","30,30,30","0,1,2",0,0,第二章困难
50202,仇恨-1,502021,"3050006,3050015,3050001","31,31,31","0,1,2",0,0,第二章困难
50203,国王与兔子先生,502031,"3050003,30500051,3050004","32,32,32","0,1,2",0,0,第二章困难
502031,国王与兔子先生,502032,"3050017,30500061,3050012","32,32,32","0,1,2",0,0,第二章困难
50204,国王-1,502041,"30500051,3040002,30500062","33,33,33","0,1,2","3040002,101,-800",0,第二章困难
50205,国王-2,502051,"30500022,3050001,3050011","34,34,34","0,1,2",0,0,第二章困难
50206,猫兔不相容定理,502061,"3050001,30500041,30500121","35,35,35","0,1,2",0,0,第二章困难
50207,期待-1,502071,"30500111,3050015,3050013","36,36,36","0,1,2",0,0,第二章困难
502071,期待-1,502072,"30500041,30500011,30500041","36,36,36","0,1,2",0,0,第二章困难
50208,鲸鱼与木偶与猎犬,502081,"3050017,3040003,3050007","37,37,37","0,1,2","3040003,101,-750",0,第二章困难
50209,驱赶-1,502091,"3050015,3050017,30500062","38,38,38","0,1,2",0,0,第二章困难
50210,驱赶-2,502101,"30500121,3050011,3050002","39,39,39","0,1,2",0,0,第二章困难
50211,痛下杀手吧,502111,"3050003,30500041,30500131","40,40,40","0,1,2",0,0,第二章困难
502111,痛下杀手吧,502112,"3050012,30500121,3050001","40,40,40","0,1,2",0,0,第二章困难
50212,逃跑-1,502121,"3050012,3040004,3050012","41,41,41","0,1,2","3040004,101,-750",0,第二章困难
50213,逃跑-2,502131,"3050015,30500111,3050017","41,41,41","0,1,2",0,0,第二章困难
50214,朋友还是活路？,502141,"3050011,30500031,3050012","42,42,42","0,1,2",0,0,第二章困难
50215,为了朋友-1,502151,"3050001,3050004,3050002","42,42,42","0,1,2",0,0,第二章困难
502151,为了朋友-1,502152,"3050011,30500131,3050012","42,42,42","0,1,2",0,0,第二章困难
50216,不惧-1,502161,"30500071,3040003,3050005","43,43,43","0,1,2","3040003,101,-750",0,第二章困难
50217,呃，是梦啊,502171,"30500052,3050002,3050012","43,43,43","0,1,2",0,0,第二章困难
50218,大罪会议,502181,"3050007,30500072,3050014","43,43,43","0,1,2",0,0,第二章困难
50219,罪孽-1,502191,"3050011,3040001,3050011","44,44,44","0,1,2","3040001,101,-750",0,第二章困难
50220,大罪的等待间隙,502201,3020001,45,1,0,0,第二章困难
50301,家族与后继,503011,"30500141,3050016,3050001","45,45,45","0,1,2",0,0,第三章困难
50302,涟漪-1,503021,"3050001,30500043,30500131","46,46,46","0,1,2",0,0,第三章困难
503021,涟漪-1,503022,"30500051,3050006,3050017","46,46,46","0,1,2",0,0,第三章困难
50303,道德的义务,503031,"3050014,3040004,30500122","47,47,47","0,1,2","3040004,101,-750",0,第三章困难
50304,埋伏-1,503041,"3050001,30500062,3050017","48,48,48","0,1,2",0,0,第三章困难
50305,思想使人痛苦,503051,"3050013,3050004,30500161","49,49,49","0,1,2",0,0,第三章困难
503051,思想使人痛苦,503052,"3050007,30500171,3050001","49,49,49","0,1,2",0,0,第三章困难
50306,迷惘-1,503061,"3050001,3040006,3050002","50,50,50","0,1,2","3040006,101,-750",0,第三章困难
50307,西蒙和安娜,503071,"30500142,3050003,3050012","51,51,51","0,1,2",0,0,第三章困难
50308,镜子啊-1,503081,"3050001,30500111,3050003","52,52,52","0,1,2",0,0,第三章困难
503081,镜子啊-1,503082,"3050004,3050013,30500111","52,52,52","0,1,2",0,0,第三章困难
50309,被截断的道路,503091,"30500152,3040003,3050015","53,53,53","0,1,2",0,0,第三章困难
50310,告诉我-1,503101,"3050016,3050011,30500012","54,54,54","0,1,2",0,0,第三章困难
50311,道德高尚的女人,503111,"3050001,30500111,3050015","55,55,55","0,1,2",0,0,第三章困难
503111,道德高尚的女人,503112,"3050014,30500131,30500012","55,55,55","0,1,2",0,0,第三章困难
50312,挫折-1,503121,"30500071,3040007,3050012","56,56,56","0,1,2","3040007,101,-750",0,第三章困难
50313,怪人医生,503131,"30500121,3050016,3050006","57,57,57","0,1,2",0,0,第三章困难
50314,awaken,503141,"3050014,30500031,3050001","58,58,58","0,1,2",0,0,第三章困难
503141,awaken,503142,"30500051,3050006,3050015","58,58,58","0,1,2",0,0,第三章困难
50315,未知-1,503151,"30500112,3040002,30500021","59,59,59","0,1,2","3040002,101,-750",0,第三章困难
50316,卡尔之死,503161,"3050012,30500061,3050012","60,60,60","0,1,2",0,0,第三章困难
50317,恐怖和信仰-1,503171,"30500051,3050007,3050011","61,61,61","0,1,2",0,0,第三章困难
503171,恐怖和信仰-1,503172,"3050015,30500121,30500042","61,61,61","0,1,2",0,0,第三章困难
50318,人世间，或人所缺,503181,"30500052,3040005,30500071","62,62,62","0,1,2","3040005,101,-750",0,第三章困难
50319,重复-1,503191,"30500011,3050007,3050004","63,63,63","0,1,2",0,0,第三章困难
503191,重复-1,503192,"3050014,3050002,30500171","63,63,63","0,1,2",0,0,第三章困难
50320,成为家族的象征,503201,3030002,65,1,0,0,第三章困难
50401,梦与阴谋的气息,504011,"3050012,30500132,3050014","66,66,66","0,1,2",0,0,第四章困难
50402,不速之客-1,504021,"30500011,3050012,30500042","66,66,66","0,1,2",0,0,第四章困难
504021,不速之客-1,504022,"3050001,30500031,3050014","66,66,66","0,1,2",0,0,第四章困难
50403,不速之客-2,504031,"30500132,3040007,30500031","67,67,67","0,1,2","3040007,101,-750",0,第四章困难
50404,将你引入堕落深渊,504041,"3050011,3050013,30500152","68,68,68","0,1,2",0,0,第四章困难
50405,引诱-1,504051,"3050016,30500121,3050011","68,68,68","0,1,2",0,0,第四章困难
504051,引诱-1,504052,"30500152,3050012,3050006","68,68,68","0,1,2",0,0,第四章困难
50406,引诱-2,504061,"30500131,3040006,30500043","69,69,69","0,1,2","3040006,101,-750",0,第四章困难
50407,坠入爱河的人,504071,"3050001,30500061,30500152","70,70,70","0,1,2",0,0,第四章困难
50408,爱即罪-1,504081,"3050005,30500021,3050006","70,70,70","0,1,2",0,0,第四章困难
504081,爱即罪-1,504082,"30500041,3050017,30500111","70,70,70","0,1,2",0,0,第四章困难
50409,爱即罪-2,504091,"30500152,3040002,3050005","71,71,71","0,1,2","3040002,101,-750",0,第四章困难
50410,像个年轻姑娘,504101,"3050007,30500132,30500042","72,72,72","0,1,2",0,0,第四章困难
50411,做梦-1,504111,"30500141,3050001,30500043","72,72,72","0,1,2",0,0,第四章困难
504111,做梦-1,504112,"3050007,30500031,3050006","72,72,72","0,1,2",0,0,第四章困难
50412,毫无道理地妒忌,504121,"3050006,30500171,3050002","73,73,73","0,1,2",0,0,第四章困难
50413,清醒-1,504131,"3050012,3040005,30500161","74,74,74","0,1,2","3040005,101,-750",0,第四章困难
50414,野心和检举信,504141,"30500152,3050006,3050013","75,75,75","0,1,2",0,0,第四章困难
50415,危机-1,504151,"30500031,3050012,3050011","75,75,75","0,1,2",0,0,第四章困难
504151,危机-1,504152,"3050012,3050001,30500121","75,75,75","0,1,2",0,0,第四章困难
