ID,,RewardText,type,ShowType,DropId,Weight,Condtion,Items,ItemWeights,ReplaceIDs
80,中级掉落3种奖励,Kuroro_1305,1,1,60105,600,,,,
81,中级掉落3种奖励,Kuroro_1306,1,1,60105,600,,,,
82,中级掉落3种奖励,Kuroro_1307,1,1,60105,600,,,,
83,中级掉落3种奖励,Kuroro_1308,1,1,60105,600,,,,
84,中级掉落3种奖励,Kuroro_1309,1,1,60105,600,,,,
85,中级掉落3种奖励,Kuroro_1310,1,1,60105,600,,,,
86,中级掉落3种奖励,Kuroro_1311,1,1,60105,600,,,,
87,中级掉落3种奖励,Kuroro_1312,1,1,60105,600,,,,
88,中级掉落3种奖励,Kuroro_1313,1,1,60105,600,,,,
89,中级掉落3种奖励,Kuroro_1314,1,1,60105,600,,,,
90,中级掉落3种奖励,Kuroro_1315,1,1,60105,600,,,,
91,高级掉落2种奖励,Kuroro_1201,1,2,60106,300,,,,
92,高级掉落2种奖励,Kuroro_1202,1,2,60106,300,,,,
93,高级掉落2种奖励,Kuroro_1203,1,2,60106,300,,,,
94,高级掉落2种奖励,Kuroro_1204,1,2,60106,300,,,,
95,高级掉落2种奖励,Kuroro_1205,1,2,60106,300,,,,
96,高级掉落2种奖励,Kuroro_1206,1,2,60106,300,,,,
97,高级掉落2种奖励,Kuroro_1207,1,2,60106,300,,,,
98,高级掉落2种奖励,Kuroro_1208,1,2,60106,300,,,,
99,高级掉落2种奖励,Kuroro_1209,1,2,60106,300,,,,
100,高级掉落2种奖励,Kuroro_1210,1,2,60106,300,,,,
101,高级掉落2种奖励,Kuroro_1211,1,2,60106,300,,,,
102,高级掉落2种奖励,Kuroro_1212,1,2,60106,300,,,,
103,高级掉落2种奖励,Kuroro_1213,1,2,60106,300,,,,
104,高级掉落2种奖励,Kuroro_1214,1,2,60106,300,,,,
105,高级掉落2种奖励,Kuroro_1215,1,2,60106,300,,,,
106,高级掉落3种奖励,Kuroro_1301,1,2,60107,300,,,,
107,高级掉落3种奖励,Kuroro_1302,1,2,60107,300,,,,
108,高级掉落3种奖励,Kuroro_1303,1,2,60107,300,,,,
109,高级掉落3种奖励,Kuroro_1304,1,2,60107,300,,,,
110,高级掉落3种奖励,Kuroro_1305,1,2,60107,300,,,,
111,高级掉落3种奖励,Kuroro_1306,1,2,60107,300,,,,
112,高级掉落3种奖励,Kuroro_1307,1,2,60107,300,,,,
113,高级掉落3种奖励,Kuroro_1308,1,2,60107,300,,,,
114,高级掉落3种奖励,Kuroro_1309,1,2,60107,300,,,,
115,高级掉落3种奖励,Kuroro_1310,1,2,60107,300,,,,
116,高级掉落3种奖励,Kuroro_1311,1,2,60107,300,,,,
117,高级掉落3种奖励,Kuroro_1312,1,2,60107,300,,,,
118,高级掉落3种奖励,Kuroro_1313,1,2,60107,300,,,,
119,高级掉落3种奖励,Kuroro_1314,1,2,60107,300,,,,
120,高级掉落3种奖励,Kuroro_1315,1,2,60107,300,,,,
121,超级箱子掉落3种奖励,Kuroro_1301,1,3,60108,100,,,,
122,超级箱子掉落3种奖励,Kuroro_1302,1,3,60108,100,,,,
123,超级箱子掉落3种奖励,Kuroro_1303,1,3,60108,100,,,,
124,超级箱子掉落3种奖励,Kuroro_1304,1,3,60108,100,,,,
125,超级箱子掉落3种奖励,Kuroro_1305,1,3,60108,100,,,,
126,超级箱子掉落3种奖励,Kuroro_1306,1,3,60108,100,,,,
127,超级箱子掉落3种奖励,Kuroro_1307,1,3,60108,100,,,,
128,超级箱子掉落3种奖励,Kuroro_1308,1,3,60108,100,,,,
129,超级箱子掉落3种奖励,Kuroro_1309,1,3,60108,100,,,,
130,超级箱子掉落3种奖励,Kuroro_1310,1,3,60108,100,,,,
131,超级箱子掉落3种奖励,Kuroro_1311,1,3,60108,100,,,,
132,超级箱子掉落3种奖励,Kuroro_1312,1,3,60108,100,,,,
133,超级箱子掉落3种奖励,Kuroro_1313,1,3,60108,100,,,,
134,超级箱子掉落3种奖励,Kuroro_1314,1,3,60108,100,,,,
135,超级箱子掉落3种奖励,Kuroro_1315,1,3,60108,100,,,,
136,音乐箱子掉落1种奖励,Kuroro_1101,1,5,0,100,,"1031001,1;1031002,1;1031003,1;1031004,1;1031005,1;1031006,1;1031007,1;1031008,1;1031009,1;1031010,1;1031011,1;1031012,1;1031013,1;1031014,1;1031015,1;1031016,1;1031017,1;1031018,1;1031019,1;1031020,1;1031021,1;1031022,1;1031023,1;1031024,1;1031025,1;1031026,1;1031027,1;1031028,1;1031029,1;1031030,1;1031031,1;1031032,1;1031033,1;1031034,1;1031035,1;1031036,1;1031037,1;1031038,1;1031039,1;1031040,1;1031041,1;1031042,1;1031048,1;1031050,1;1031051,1;1031052,1;1031053,1;1031054,1;1031061,1;1031062,1;1031099,1;1031102,1;1031103,1;1031106,1;1031107,1;1031108,1;1031109,1;1031110,1;1031113,1","100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100",1005
137,音乐箱子掉落1种奖励,Kuroro_1102,1,5,0,100,,"1031001,1;1031002,1;1031003,1;1031004,1;1031005,1;1031006,1;1031007,1;1031008,1;1031009,1;1031010,1;1031011,1;1031012,1;1031013,1;1031014,1;1031015,1;1031016,1;1031017,1;1031018,1;1031019,1;1031020,1;1031021,1;1031022,1;1031023,1;1031024,1;1031025,1;1031026,1;1031027,1;1031028,1;1031029,1;1031030,1;1031031,1;1031032,1;1031033,1;1031034,1;1031035,1;1031036,1;1031037,1;1031038,1;1031039,1;1031040,1;1031041,1;1031042,1;1031048,1;1031050,1;1031051,1;1031052,1;1031053,1;1031054,1;1031061,1;1031062,1;1031099,1;1031102,1;1031103,1;1031106,1;1031107,1;1031108,1;1031109,1;1031110,1;1031113,1","100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100",1005
138,音乐箱子掉落1种奖励,Kuroro_1103,1,5,0,100,,"1031001,1;1031002,1;1031003,1;1031004,1;1031005,1;1031006,1;1031007,1;1031008,1;1031009,1;1031010,1;1031011,1;1031012,1;1031013,1;1031014,1;1031015,1;1031016,1;1031017,1;1031018,1;1031019,1;1031020,1;1031021,1;1031022,1;1031023,1;1031024,1;1031025,1;1031026,1;1031027,1;1031028,1;1031029,1;1031030,1;1031031,1;1031032,1;1031033,1;1031034,1;1031035,1;1031036,1;1031037,1;1031038,1;1031039,1;1031040,1;1031041,1;1031042,1;1031048,1;1031050,1;1031051,1;1031052,1;1031053,1;1031054,1;1031061,1;1031062,1;1031099,1;1031102,1;1031103,1;1031106,1;1031107,1;1031108,1;1031109,1;1031110,1;1031113,1","100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100",1005
139,音乐箱子掉落1种奖励,Kuroro_1104,1,5,0,100,,"1031001,1;1031002,1;1031003,1;1031004,1;1031005,1;1031006,1;1031007,1;1031008,1;1031009,1;1031010,1;1031011,1;1031012,1;1031013,1;1031014,1;1031015,1;1031016,1;1031017,1;1031018,1;1031019,1;1031020,1;1031021,1;1031022,1;1031023,1;1031024,1;1031025,1;1031026,1;1031027,1;1031028,1;1031029,1;1031030,1;1031031,1;1031032,1;1031033,1;1031034,1;1031035,1;1031036,1;1031037,1;1031038,1;1031039,1;1031040,1;1031041,1;1031042,1;1031048,1;1031050,1;1031051,1;1031052,1;1031053,1;1031054,1;1031061,1;1031062,1;1031099,1;1031102,1;1031103,1;1031106,1;1031107,1;1031108,1;1031109,1;1031110,1;1031113,1","100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100",1005
140,音乐箱子掉落1种奖励,Kuroro_1105,1,5,0,100,,"1031001,1;1031002,1;1031003,1;1031004,1;1031005,1;1031006,1;1031007,1;1031008,1;1031009,1;1031010,1;1031011,1;1031012,1;1031013,1;1031014,1;1031015,1;1031016,1;1031017,1;1031018,1;1031019,1;1031020,1;1031021,1;1031022,1;1031023,1;1031024,1;1031025,1;1031026,1;1031027,1;1031028,1;1031029,1;1031030,1;1031031,1;1031032,1;1031033,1;1031034,1;1031035,1;1031036,1;1031037,1;1031038,1;1031039,1;1031040,1;1031041,1;1031042,1;1031048,1;1031050,1;1031051,1;1031052,1;1031053,1;1031054,1;1031061,1;1031062,1;1031099,1;1031102,1;1031103,1;1031106,1;1031107,1;1031108,1;1031109,1;1031110,1;1031113,1","100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100",1005
141,音乐箱子掉落1种奖励,Kuroro_1106,1,5,0,100,,"1031001,1;1031002,1;1031003,1;1031004,1;1031005,1;1031006,1;1031007,1;1031008,1;1031009,1;1031010,1;1031011,1;1031012,1;1031013,1;1031014,1;1031015,1;1031016,1;1031017,1;1031018,1;1031019,1;1031020,1;1031021,1;1031022,1;1031023,1;1031024,1;1031025,1;1031026,1;1031027,1;1031028,1;1031029,1;1031030,1;1031031,1;1031032,1;1031033,1;1031034,1;1031035,1;1031036,1;1031037,1;1031038,1;1031039,1;1031040,1;1031041,1;1031042,1;1031048,1;1031050,1;1031051,1;1031052,1;1031053,1;1031054,1;1031061,1;1031062,1;1031099,1;1031102,1;1031103,1;1031106,1;1031107,1;1031108,1;1031109,1;1031110,1;1031113,1","100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100",1005
142,音乐箱子掉落1种奖励,Kuroro_1107,1,5,0,100,,"1031001,1;1031002,1;1031003,1;1031004,1;1031005,1;1031006,1;1031007,1;1031008,1;1031009,1;1031010,1;1031011,1;1031012,1;1031013,1;1031014,1;1031015,1;1031016,1;1031017,1;1031018,1;1031019,1;1031020,1;1031021,1;1031022,1;1031023,1;1031024,1;1031025,1;1031026,1;1031027,1;1031028,1;1031029,1;1031030,1;1031031,1;1031032,1;1031033,1;1031034,1;1031035,1;1031036,1;1031037,1;1031038,1;1031039,1;1031040,1;1031041,1;1031042,1;1031048,1;1031050,1;1031051,1;1031052,1;1031053,1;1031054,1;1031061,1;1031062,1;1031099,1;1031102,1;1031103,1;1031106,1;1031107,1;1031108,1;1031109,1;1031110,1;1031113,1","100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100",1005
143,音乐箱子掉落1种奖励,Kuroro_1108,1,5,0,100,,"1031001,1;1031002,1;1031003,1;1031004,1;1031005,1;1031006,1;1031007,1;1031008,1;1031009,1;1031010,1;1031011,1;1031012,1;1031013,1;1031014,1;1031015,1;1031016,1;1031017,1;1031018,1;1031019,1;1031020,1;1031021,1;1031022,1;1031023,1;1031024,1;1031025,1;1031026,1;1031027,1;1031028,1;1031029,1;1031030,1;1031031,1;1031032,1;1031033,1;1031034,1;1031035,1;1031036,1;1031037,1;1031038,1;1031039,1;1031040,1;1031041,1;1031042,1;1031048,1;1031050,1;1031051,1;1031052,1;1031053,1;1031054,1;1031061,1;1031062,1;1031099,1;1031102,1;1031103,1;1031106,1;1031107,1;1031108,1;1031109,1;1031110,1;1031113,1","100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100",1005
144,音乐箱子掉落1种奖励,Kuroro_1109,1,5,0,100,,"1031001,1;1031002,1;1031003,1;1031004,1;1031005,1;1031006,1;1031007,1;1031008,1;1031009,1;1031010,1;1031011,1;1031012,1;1031013,1;1031014,1;1031015,1;1031016,1;1031017,1;1031018,1;1031019,1;1031020,1;1031021,1;1031022,1;1031023,1;1031024,1;1031025,1;1031026,1;1031027,1;1031028,1;1031029,1;1031030,1;1031031,1;1031032,1;1031033,1;1031034,1;1031035,1;1031036,1;1031037,1;1031038,1;1031039,1;1031040,1;1031041,1;1031042,1;1031048,1;1031050,1;1031051,1;1031052,1;1031053,1;1031054,1;1031061,1;1031062,1;1031099,1;1031102,1;1031103,1;1031106,1;1031107,1;1031108,1;1031109,1;1031110,1;1031113,1","100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100",1005
145,音乐箱子掉落1种奖励,Kuroro_1110,1,5,0,100,,"1031001,1;1031002,1;1031003,1;1031004,1;1031005,1;1031006,1;1031007,1;1031008,1;1031009,1;1031010,1;1031011,1;1031012,1;1031013,1;1031014,1;1031015,1;1031016,1;1031017,1;1031018,1;1031019,1;1031020,1;1031021,1;1031022,1;1031023,1;1031024,1;1031025,1;1031026,1;1031027,1;1031028,1;1031029,1;1031030,1;1031031,1;1031032,1;1031033,1;1031034,1;1031035,1;1031036,1;1031037,1;1031038,1;1031039,1;1031040,1;1031041,1;1031042,1;1031048,1;1031050,1;1031051,1;1031052,1;1031053,1;1031054,1;1031061,1;1031062,1;1031099,1;1031102,1;1031103,1;1031106,1;1031107,1;1031108,1;1031109,1;1031110,1;1031113,1","100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100",1005
146,音乐箱子掉落1种奖励,Kuroro_1111,1,5,0,100,,"1031001,1;1031002,1;1031003,1;1031004,1;1031005,1;1031006,1;1031007,1;1031008,1;1031009,1;1031010,1;1031011,1;1031012,1;1031013,1;1031014,1;1031015,1;1031016,1;1031017,1;1031018,1;1031019,1;1031020,1;1031021,1;1031022,1;1031023,1;1031024,1;1031025,1;1031026,1;1031027,1;1031028,1;1031029,1;1031030,1;1031031,1;1031032,1;1031033,1;1031034,1;1031035,1;1031036,1;1031037,1;1031038,1;1031039,1;1031040,1;1031041,1;1031042,1;1031048,1;1031050,1;1031051,1;1031052,1;1031053,1;1031054,1;1031061,1;1031062,1;1031099,1;1031102,1;1031103,1;1031106,1;1031107,1;1031108,1;1031109,1;1031110,1;1031113,1","100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100",1005
147,音乐箱子掉落1种奖励,Kuroro_1112,1,5,0,100,,"1031001,1;1031002,1;1031003,1;1031004,1;1031005,1;1031006,1;1031007,1;1031008,1;1031009,1;1031010,1;1031011,1;1031012,1;1031013,1;1031014,1;1031015,1;1031016,1;1031017,1;1031018,1;1031019,1;1031020,1;1031021,1;1031022,1;1031023,1;1031024,1;1031025,1;1031026,1;1031027,1;1031028,1;1031029,1;1031030,1;1031031,1;1031032,1;1031033,1;1031034,1;1031035,1;1031036,1;1031037,1;1031038,1;1031039,1;1031040,1;1031041,1;1031042,1;1031048,1;1031050,1;1031051,1;1031052,1;1031053,1;1031054,1;1031061,1;1031062,1;1031099,1;1031102,1;1031103,1;1031106,1;1031107,1;1031108,1;1031109,1;1031110,1;1031113,1","100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100",1005
148,音乐箱子掉落1种奖励,Kuroro_1113,1,5,0,100,,"1031001,1;1031002,1;1031003,1;1031004,1;1031005,1;1031006,1;1031007,1;1031008,1;1031009,1;1031010,1;1031011,1;1031012,1;1031013,1;1031014,1;1031015,1;1031016,1;1031017,1;1031018,1;1031019,1;1031020,1;1031021,1;1031022,1;1031023,1;1031024,1;1031025,1;1031026,1;1031027,1;1031028,1;1031029,1;1031030,1;1031031,1;1031032,1;1031033,1;1031034,1;1031035,1;1031036,1;1031037,1;1031038,1;1031039,1;1031040,1;1031041,1;1031042,1;1031048,1;1031050,1;1031051,1;1031052,1;1031053,1;1031054,1;1031061,1;1031062,1;1031099,1;1031102,1;1031103,1;1031106,1;1031107,1;1031108,1;1031109,1;1031110,1;1031113,1","100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100",1005
149,音乐箱子掉落1种奖励,Kuroro_1114,1,5,0,100,,"1031001,1;1031002,1;1031003,1;1031004,1;1031005,1;1031006,1;1031007,1;1031008,1;1031009,1;1031010,1;1031011,1;1031012,1;1031013,1;1031014,1;1031015,1;1031016,1;1031017,1;1031018,1;1031019,1;1031020,1;1031021,1;1031022,1;1031023,1;1031024,1;1031025,1;1031026,1;1031027,1;1031028,1;1031029,1;1031030,1;1031031,1;1031032,1;1031033,1;1031034,1;1031035,1;1031036,1;1031037,1;1031038,1;1031039,1;1031040,1;1031041,1;1031042,1;1031048,1;1031050,1;1031051,1;1031052,1;1031053,1;1031054,1;1031061,1;1031062,1;1031099,1;1031102,1;1031103,1;1031106,1;1031107,1;1031108,1;1031109,1;1031110,1;1031113,1","100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100",1005
151,音乐箱子掉落1种奖励,Kuroro_1115,1,5,0,100,,"1031001,1;1031002,1;1031003,1;1031004,1;1031005,1;1031006,1;1031007,1;1031008,1;1031009,1;1031010,1;1031011,1;1031012,1;1031013,1;1031014,1;1031015,1;1031016,1;1031017,1;1031018,1;1031019,1;1031020,1;1031021,1;1031022,1;1031023,1;1031024,1;1031025,1;1031026,1;1031027,1;1031028,1;1031029,1;1031030,1;1031031,1;1031032,1;1031033,1;1031034,1;1031035,1;1031036,1;1031037,1;1031038,1;1031039,1;1031040,1;1031041,1;1031042,1;1031048,1;1031050,1;1031051,1;1031052,1;1031053,1;1031054,1;1031061,1;1031062,1;1031099,1;1031102,1;1031103,1;1031106,1;1031107,1;1031108,1;1031109,1;1031110,1;1031113,1","100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100",1005
1005,ShowType5全部获取后替换,Kuroro_1116,0,5,60109,100,,,,
9999,首次签到必定掉落,Kuroro_1101,0,0,50100,10000,,,,
