Id,,Name,Rank,Type,UesType,TypeName,ItemAttr,MaxOwnCount,MaxNum,UesCondition,Reward,ChoiceReward,AccessHint,AccessId,Param,GainMax,SynthesisConsume,Synthesis,DecomposeConsume,Decompose,TimeLimitType,TimeLimit,LockGm,Icon,Des,function,order,bag
1001061,公会币,item_name_1001061,2,1,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,1001061_icon,item_des_1001061,item_function_1001061,1,0
1001062,公会经验,item_name_1001062,3,24,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,1001062_icon,item_des_1001062,item_function_1001062,1,0
1001063,映像光球(高级插画货币),item_name_1001063,2,19,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,1001063_icon,item_des_1001063,item_function_1001063,1,0
1001064,映像光片(低级插画货币),item_name_1001064,2,19,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,1001064_icon,item_des_1001064,item_function_1001064,1,0
1001065,公会活跃每日任务积分,item_name_1001065,2,99,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,2,0,0,1001065_icon,item_des_1001065,item_function_1001065,1,0
1001066,公会活跃每周任务积分,item_name_1001066,2,99,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,3,0,0,1001066_icon,item_des_1001066,item_function_1001066,1,0
1001067,香薰蜡烛(专武抽卡券)-限时,item_name_1001067,3,19,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,1001067_icon,item_des_1001067,item_function_1001067,1,1
1001068,完美绑架信(爱尔维拉活动代币),item_name_1001068,2,19,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,1001068_icon,item_des_1001068,item_function_1001068,1,0
1001001,星痕之页(抽卡券),item_name_1001001,3,19,,0,0,0,99999999,,0,0,,5,0,0,0,0,0,0,0,0,0,1001001_icon,item_des_1001001,item_function_1001001,1,1
1001002,星痕之页(UP池抽卡券),item_name_1001002,3,19,,0,0,0,99999999,,0,0,,5,0,0,0,0,0,0,0,0,0,1001002_icon,item_des_1001002,item_function_1001002,1,1
1001104,臻痕之页(桃UP池抽卡券),item_name_1001104,3,82,,0,0,0,99999999,,0,0,,0,3014009,0,0,0,0,0,0,0,0,1001104_icon,item_des_1001104,item_function_1001104,1,1
1001105,臻痕之页(瑞比娅UP池抽卡券),item_name_1001105,3,82,,0,0,0,99999999,,0,0,,0,3016010,0,0,0,0,0,0,0,0,1001105_icon,item_des_1001105,item_function_1001105,1,1
1001106,臻痕之页(塞雷斯蒂娜抽卡券),item_name_1001106,3,82,,0,0,0,99999999,,0,0,,0,3016024,0,0,0,0,0,0,0,0,1001106_icon,item_des_1001106,item_function_1001106,1,1
1001107,臻痕之页(异邦波斯菊UP池抽卡券),item_name_1001107,3,82,,0,0,0,99999999,,0,0,,0,3016187,0,0,0,0,0,0,0,0,1001107_icon,item_des_1001107,item_function_1001107,1,1
1001108,臻痕之页(昔莱UP池抽卡券),item_name_1001108,3,82,,0,0,0,99999999,,0,0,,0,3016078,0,0,0,0,0,0,0,0,1001108_icon,item_des_1001108,item_function_1001108,1,1
1001109,臻痕之页(奈奥米抽卡券),item_name_1001109,3,82,,0,0,0,99999999,,0,0,,0,3016020,0,0,0,0,0,0,0,0,1001106_icon,item_des_1001109,item_function_1001109,1,1
1001110,臻痕之页(诺维亚抽卡券),item_name_1001110,3,82,,0,0,0,99999999,,0,0,,0,3015001,0,0,0,0,0,0,0,0,1001105_icon,item_des_1001110,item_function_1001110,1,1
1001111,臻痕之页(爱尔维拉抽卡券),item_name_1001111,3,82,,0,0,0,99999999,,0,0,,0,3016191,0,0,0,0,0,0,0,0,1001104_icon,item_des_1001111,item_function_1001111,1,1
1001011,骰子(签到骰子),item_name_1001011,2,1,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,1001011_icon,item_des_1001011,item_function_1001011,1,0
1001012,遥控骰子(签到骰子),item_name_1001012,2,1,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,1001012_icon,item_des_1001012,item_function_1001012,1,0
1001013,改名卡,item_name_1001013,4,19,,0,0,0,99999999,,0,0,,5,0,0,0,0,0,0,0,0,0,1001013_icon,item_des_1001013,item_function_1001013,1,1
1001014,免费限时骰子（签到骰子）,item_name_1001014,2,99,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,2,1,0,1001011_icon,item_des_1001014,item_function_1001014,1,0
1001022,恩赐灵光(奖励翻倍道具),item_name_1001022,2,3,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,1001022_icon,item_des_1001022,item_function_1001022,1,1
1002801,高级料理拼盘(料理礼包),item_name_1002801,3,5,5,0,0,0,99999999,,1002801,0,,0,0,0,0,0,0,0,0,0,0,1002801_icon,item_des_1002801,item_function_1002801,1,1
1001023,小型星魂精髓(体力药水小),item_name_1001023,1,5,5,0,0,0,99999999,,10010231,0,,5,0,0,0,0,0,0,0,0,0,1001023_icon,item_des_1001023,item_function_1001023,1,1
1001024,中型星魂精髓(体力药水中),item_name_1001024,2,5,5,0,0,0,99999999,,10010242,0,,5,0,0,0,0,0,0,0,0,0,1001024_icon,item_des_1001024,item_function_1001024,1,1
1001025,大型星魂精髓(体力药水大),item_name_1001025,3,5,5,0,0,0,99999999,,10010253,0,,5,0,0,0,0,0,0,0,0,0,1001025_icon,item_des_1001025,item_function_1001025,1,1
1001029,列阵卷轴(魔物列阵挑战券),item_name_1001029,2,17,,0,0,0,99999999,,0,0,,0,1008,0,0,0,0,0,0,0,0,1001029_icon,item_des_1001029,item_function_1001029,1,1
1002103,初级突破材料自选包(突破自选低),item_name_1002103,1,7,7,0,0,0,99999999,,0,"1006101,1;1006102,1;1006103,1;1006104,1;1006105,1;1006106,1;1006107,1",,0,0,0,0,0,0,0,0,0,0,1002103_icon,item_des_1002103,item_function_1002103,1,1
1002102,中级突破材料自选包(突破自选中),item_name_1002102,2,7,7,0,0,0,99999999,,0,"1006108,1;1006109,1;1006110,1;1006111,1;1006112,1;1006113,1;1006114,1",,0,0,0,0,0,0,0,0,0,0,1002102_icon,item_des_1002102,item_function_1002102,1,1
1002101,高级突破材料自选包(突破自选高),item_name_1002101,3,7,7,0,0,0,99999999,,0,"1006115,1;1006116,1;1006117,1;1006118,1;1006119,1;1006120,1;1006121,1",,0,0,0,0,0,0,0,0,0,0,1002101_icon,item_des_1002101,item_function_1002101,1,1
1002122,中级礼物自选盒(好感自选中),item_name_1002122,2,7,7,0,0,0,99999999,,0,"1006604,1;1006605,1;1006606,1",,0,0,0,0,0,0,0,0,0,0,1002122_icon,item_des_1002122,item_function_1002122,1,1
1002121,高级礼物自选盒(好感自选高),item_name_1002121,3,7,7,0,0,0,99999999,,0,"1006607,1;1006608,1;1006609,1",,0,0,0,0,0,0,0,0,0,0,1002121_icon,item_des_1002121,item_function_1002121,1,1
1002133,初级礼物福袋(好感随机低),item_name_1002133,1,6,6,0,0,0,99999999,,1002133,0,,0,0,0,0,0,0,0,0,0,0,1002133_icon,item_des_1002133,item_function_1002133,1,1
1002134,中级礼物福袋(好感随机中),item_name_1002134,1,6,6,0,0,0,99999999,,1002134,0,,0,0,0,0,0,0,0,0,0,0,1002122_icon,item_des_1002134,item_function_1002134,1,1
1002135,高级礼物福袋(好感随机高),item_name_1002135,1,6,6,0,0,0,99999999,,1002135,0,,0,0,0,0,0,0,0,0,0,0,1002121_icon,item_des_1002135,item_function_1002135,1,1
1002141,自选材料初级礼包(1级材料自选),item_name_1002141,1,7,7,0,0,0,99999999,,0,"1006201,1;1006202,1;1006203,1;1006204,1;1006205,1;1006206,1;1006207,1",,0,0,0,0,0,0,0,0,0,0,1002141_icon,item_des_1002141,item_function_1002141,1,1
1002142,自选材料中级礼包(2级材料自选),item_name_1002142,2,7,7,0,0,0,99999999,,0,"1006201,3;1006202,3;1006203,3;1006204,3;1006205,3;1006206,3;1006207,3",,0,0,0,0,0,0,0,0,0,0,1002142_icon,item_des_1002142,item_function_1002142,1,1
1002143,自选材料高级礼包(3级材料自选),item_name_1002143,3,7,7,0,0,0,99999999,,0,"1006201,9;1006202,9;1006203,9;1006204,9;1006205,9;1006206,9;1006207,9",,0,0,0,0,0,0,0,0,0,0,1002143_icon,item_des_1002143,item_function_1002143,1,1
1002144,自选材料特级礼包(4级材料自选),item_name_1002144,4,7,7,0,0,0,99999999,,0,"1006201,27;1006202,27;1006203,27;1006204,27;1006205,27;1006206,27;1006207,27",,0,0,0,0,0,0,0,0,0,0,1002144_icon,item_des_1002144,item_function_1002144,1,1
1002151,随机材料初级礼包(1级材料随机),item_name_1002151,1,6,6,0,0,0,99999999,,1002151,0,,0,0,0,0,0,0,0,0,0,0,1002151_icon,item_des_1002151,item_function_1002151,1,1
1002152,随机材料中级礼包(2级材料随机),item_name_1002152,2,6,6,0,0,0,99999999,,1002152,0,,0,0,0,0,0,0,0,0,0,0,1002152_icon,item_des_1002152,item_function_1002152,1,1
1002153,随机材料高级礼包(3级材料随机),item_name_1002153,3,6,6,0,0,0,99999999,,1002153,0,,0,0,0,0,0,0,0,0,0,0,1002153_icon,item_des_1002153,item_function_1002153,1,1
1002154,随机材料特级礼包(4级材料随机),item_name_1002154,4,6,6,0,0,0,99999999,,1002154,0,,0,0,0,0,0,0,0,0,0,0,1002154_icon,item_des_1002154,item_function_1002154,1,1
1002161,符文自选箱（混合）,item_name_1002161,4,25,25,0,0,0,99999999,,0,"1100001,1100002,1100003,1100004,1100005,1100006,1100007,1100008",,0,0,0,0,0,0,0,0,0,0,1002161_icon,item_des_1002161,item_function_1002161,1,1
1002162,符文随机箱（混合）,item_name_1002162,4,25,25,0,0,0,99999999,,0,"1100033,1100034,1100035,1100036,1100037,1100038,1100039,1100040",,0,0,0,0,0,0,0,0,0,0,1002162_icon,item_des_1002162_1,item_function_1002162,1,1
1002163,符文自选箱（低级）,item_name_1002163,2,25,25,0,0,0,99999999,,0,"1100009,1100010,1100011,1100012,1100013,1100014,1100015,1100016",,0,0,0,0,0,0,0,0,0,0,1002161_icon,item_des_1002161,item_function_1002161,1,1
1002164,符文自选箱（中级）,item_name_1002164,3,25,25,0,0,0,99999999,,0,"1100017,1100018,1100019,1100020,1100021,1100022,1100023,1100024",,0,0,0,0,0,0,0,0,0,0,1002161_icon,item_des_1002161,item_function_1002161,1,1
1002165,符文自选箱（高级）,item_name_1002165,4,25,25,0,0,0,99999999,,0,"1100025,1100026,1100027,1100028,1100029,1100030,1100031,1100032",,0,0,0,0,0,0,0,0,0,0,1002161_icon,item_des_1002161,item_function_1002161,1,1
1002171,觉醒之匣(5星觉醒自选礼包),item_name_1002171,4,7,7,0,0,0,99999999,,0,"1006951,1;1006952,1;1006953,1;1006954,1;1006955,1;1006956,1;1006957,1",,0,0,0,0,0,0,0,0,0,0,1002171_icon,item_des_1002171,item_function_1002171,1,1
1002172,远航者的包裹(5星觉醒自选*4),item_name_1002172,4,7,7,0,0,0,99999999,,0,"1006951,4;1006952,4;1006953,4;1006954,4;1006955,4;1006956,4;1006957,4",,0,0,0,0,0,0,0,0,0,0,1002172_icon,item_des_1002172,item_function_1002172,1,1
1002173,晨星礼匣(4星觉醒自选礼包),item_name_1002173,4,7,7,0,0,0,99999999,,0,"1006941,1;1006942,1;1006943,1;1006944,1;1006945,1;1006946,1;1006947,1",,0,0,0,0,0,0,0,0,0,0,1002173_icon,item_des_1002173,item_function_1002173,1,1
1002174,远航者的包裹(3星觉醒自选礼包),item_name_1002174,3,7,7,0,0,0,99999999,,0,"1006931,1;1006932,1;1006933,1;1006934,1;1006935,1;1006936,1;1006937,1",,0,0,0,0,0,0,0,0,0,0,1002174_icon,item_des_1002174,item_function_1002174,1,1
1002200,魔物随机箱（魔物列阵）,item_name_1002200,3,6,6,0,0,0,99999999,,1014500,,,0,0,0,0,0,0,0,0,0,0,1002161_icon,item_des_1002200,item_function_1002200,1,1
1002201,魔物自选箱（魔物列阵）,item_name_1002201,4,7,7,0,0,0,99999999,,0,"3050001,1;30500011,1;30500012,1;3050002,1;30500021,1;30500022,1;3050003,1;30500031,1;30500032,1;3050004,1;30500041,1;30500042,1;30500043,1;3050005,1;30500051,1;30500052,1;3050006,1;30500061,1;30500062,1;3050007,1;30500071,1;30500072,1;3050011,1;30500111,1;30500112,1;3050012,1;30500121,1;30500122,1;30500131,1;3050013,1;30500132,1;3050014,1;30500141,1;30500142,1;3050015,1;30500151,1;30500152,1;3050016,1;30500161,1;30500162,1;3050017,1;30500171,1;30500172,1;3050036,1;30500361,1;3050037,1;30500371,1;3050046,1;30500461,1;3050047,1;30500471,1",,0,0,0,0,0,0,0,0,0,0,1002162_icon,item_des_1002201,item_function_1002201,1,1
1002900,五星星痕自选包Ⅰ(星痕自选礼包1)国服专用,item_name_1002901,3,7,7,0,0,0,99999999,,0,"3014024,1;3014025,1;3015002,1;3015004,1;3015006,1;3015007,1;3015008,1;3016009,1;3016031,1;3016130,1;3014023,1",,0,0,0,0,0,0,0,0,0,0,1002901_icon,item_des_1002900,item_function_1002900,1,1
1002901,五星星痕自选包Ⅰ(星痕自选礼包1),item_name_1002901,3,7,7,0,0,0,99999999,,0,"3014024,1;3014025,1;3015002,1;3015004,1;3015006,1;3015007,1;3015008,1;3016009,1;3016031,1;3016130,1",,0,0,0,0,0,0,0,0,0,0,1002901_icon,item_des_1002901,item_function_1002901,1,1
1002902,五星星痕自选包Ⅱ(星痕自选礼包2),item_name_1002902,3,7,7,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,1002901_icon,item_des_1002902,item_function_1002902,1,1
1002903,五星星痕自选包Ⅲ(星痕自选礼包3),item_name_1002903,3,7,7,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,1002901_icon,item_des_1002903,item_function_1002903,1,1
1002904,五星星痕自选包IV(星痕自选礼包4),item_name_1002904,3,7,7,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,1002901_icon,item_des_1002904,item_function_1002904,1,1
1002905,五星星痕自选包Ⅴ(星痕自选礼包5),item_name_1002905,3,7,7,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,1002901_icon,item_des_1002905,item_function_1002905,1,1
1002906,神谕星痕召唤匣(星痕自选礼包6),item_name_1002906,3,7,7,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,1002901_icon,item_des_1002906,item_function_1002906,1,1
1002907,神谕星痕召唤匣(星痕自选礼包7),item_name_1002906,3,7,7,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,1002901_icon,item_des_1002907,item_function_1002907,1,1
1002908,神谕星痕召唤匣(星痕自选礼包8),item_name_1002906,3,7,7,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,1002901_icon,item_des_1002908,item_function_1002908,1,1
1002909,神谕星痕召唤匣(星痕自选礼包9),item_name_1002906,3,7,7,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,1002901_icon,item_des_1002909,item_function_1002909,1,1
1002910,四星星痕自选包,item_name_1002910,3,7,7,0,0,0,99999999,,0,"3013003,1;3013004,1;3013006,1;3013015,1;3014001,1;3014005,1;3014019,1;3014020,1;3014021,1;3014022,1;3014026,1;3014027,1;3016011,1;3016068,1;3013019,1",,0,0,0,0,0,0,0,0,0,0,1002901_icon,item_des_1002910,item_function_1002910,1,1
1002911,四星星痕自选包（北美无弥生）,item_name_1002910,3,7,7,0,0,0,99999999,,0,"3013003,1;3013004,1;3013006,1;3013015,1;3014001,1;3014019,1;3014020,1;3014021,1;3014022,1;3014026,1;3014027,1;3016011,1;3016068,1;3013019,1",,0,0,0,0,0,0,0,0,0,0,1002901_icon,item_des_1002911,item_function_1002911,1,1
1002971,心海忆梦匣(专武自选礼包1),item_name_1002971,3,7,7,0,0,0,99999999,,0,"1007031,1;1007032,1;1007035,1;1007036,1;1007037,1;1007038,1;1007039,1;1007040,1;1007041,1;1007042,1;1007045,1;1007049,1;1007053,1",,0,0,0,0,0,0,0,0,0,0,1002971_icon,item_des_1002971,item_function_1002971,1,1
1002972,心海忆梦匣(专武自选礼包2),item_name_1002971,3,7,7,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,1002971_icon,item_des_1002972,item_function_1002972,1,1
1002973,心海忆梦匣(专武自选礼包3),item_name_1002971,3,7,7,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,1002971_icon,item_des_1002973,item_function_1002973,1,1
1003001,星痕圣殿工资1,item_name_1003001,1,6,6,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,1003001_icon,item_des_1003001,item_function_1003001,1,0
1003006,自宅工资1,item_name_1003001,1,6,6,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,1003006_icon,item_des_1003006,item_function_1003006,1,1
1003011,餐厅工资1,item_name_1003001,1,6,6,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,1003011_icon,item_des_1003011,item_function_1003011,1,1
