Id,Desc,ConditionType,PreOrConditions,PreConditions,Condition,ConditionParams,Divided,MaxValue
232,0,0,0,0,7,133,1,0
233,0,0,0,0,50,1,1,0
234,0,0,0,0,50,2,1,0
235,0,0,0,0,50,3,1,0
236,0,0,0,0,50,4,1,0
237,0,0,0,0,50,5,1,0
10107,0,0,0,0,5,1,1,0
10108,0,0,0,0,5,2,1,0
10109,0,0,0,0,5,3,1,0
10110,0,0,0,0,5,4,1,0
10111,0,0,0,0,5,5,1,0
10112,0,0,0,0,5,6,1,0
10113,0,0,0,0,5,7,1,0
10114,0,0,0,0,5,8,1,0
10115,0,0,"19,0,0;25,1200",0,25,0,1,0
999,0,0,0,0,0,0,1,0
10116,0,0,"19,0,0;25,600",0,25,0,1,0
301,WinCondition_Desc_301,0,0,0,7,9,1,0
302,0,0,0,0,7,26,1,0
303,0,0,0,0,7,30,1,0
323,0,0,0,0,7,23,1,0
401,0,0,0,0,22,1,1,0
402,0,0,0,0,22,2,1,0
403,0,0,0,0,22,3,1,0
404,0,0,0,0,22,4,1,0
405,0,0,0,0,22,5,1,0
406,0,0,0,0,22,6,1,0
410,0,0,0,0,24,0,1,0
415,0,0,0,0,24,5,1,0
407,0,0,0,0,22,7,1,0
501,0,0,0,0,1,1,1,0
502,0,0,0,0,1,2,1,0
503,0,0,0,0,1,3,1,0
504,0,0,0,0,1,4,1,0
505,0,0,0,0,1,5,1,0
506,0,0,0,0,1,6,1,0
507,0,0,0,0,1,"1,2,3",1,0
508,0,0,0,0,1,"2,5",1,0
601,0,0,0,0,8,1,1,0
602,0,0,0,0,8,2,1,0
603,0,0,0,0,8,3,1,0
604,0,0,0,0,8,4,1,0
607,0,0,0,0,8,"1,2,3",1,0
1001,0,0,0,0,7,101,1,0
110001,0,0,0,0,7,16,1000,0
110002,0,0,0,0,7,16,1,0
110020,0,0,0,0,7,2,1,0
110030,0,0,0,0,7,3,1,0
110031,0,0,0,0,7,3,1000,0
110040,0,0,0,0,7,4,1,0
110041,0,0,0,0,7,4,1000,0
110260,0,0,0,0,7,26,1,0
110140,0,0,0,0,7,14,1,0
110101,0,0,0,0,7,10,1,0
110191,0,0,0,0,7,19,1,0
110192,0,0,0,0,7,19,100,0
110193,0,0,0,0,7,19,250,0
110200,0,0,0,0,7,20,100,0
110201,0,0,0,0,7,20,1000,0
110210,0,0,0,0,7,21,1,0
110211,0,0,0,0,7,17,1000,0
110230,0,0,0,0,7,23,1,0
110231,0,0,0,0,7,23,1000,0
110300,0,0,0,0,7,30,1,0
110301,0,0,0,0,40,"1001,110300",1,0
1002,0,0,0,0,7,102,1,0
10021,0,0,0,0,7,102,1000,0
10020,0,0,0,0,3,"11002,1,999",1,0
11002,0,0,0,0,8,1002,1,0
1003,0,0,0,0,7,103,1,0
10031,0,0,0,0,7,103,1000,0
1004,0,0,0,0,7,104,1,0
10041,0,0,0,0,7,104,1000,0
1005,0,0,0,0,7,22,1,0
10051,0,0,0,0,7,22,1000,0
1006,0,0,0,0,7,6,1,0
1013,0,0,0,0,7,13,1,0
1024,0,0,0,0,7,24,1,0
1025,0,0,0,0,7,33,1,0
1032,0,0,0,0,7,32,1,0
1122,0,0,0,0,7,122,1,0
1132,0,0,0,0,7,132,1,0
1133,0,0,0,0,7,133,1,0
1138,0,0,0,0,7,138,1,0
1129,0,0,0,0,7,29,1,0
1137,0,0,0,0,7,37,1,0
1139,0,0,0,0,7,38,1,0
1140,0,0,0,0,7,41,1,0
1141,0,0,0,0,7,42,1,0
3001,0,0,0,0,6,3001,1,0
130001,0,0,0,0,23,"0,13001,1",1,0
3002,0,0,0,0,6,3002,1,0
3005,0,0,0,0,6,3005,1,0
3011,0,0,0,0,6,3011,1,0
3012,0,0,0,0,6,3012,1,0
13000,0,0,0,0,8,"1,2,4",1,0
13001,0,0,0,0,8,3001,1,0
13002,0,0,0,0,8,3002,1,0
13005,0,0,0,0,8,3005,1,0
3008,0,0,0,0,6,3008,1,0
13008,0,0,0,0,8,3008,1,0
13011,0,0,0,0,8,3011,1,0
13012,0,0,0,0,8,3012,1,0
13013,0,0,0,0,8,133,1,0
13014,0,0,0,0,8,1601,1,0
4002,0,0,0,0,6,4002,1,0
4009,0,0,0,0,6,4009,1,0
14009,0,0,0,0,3,"4009,1,999",1,0
4010,0,0,0,0,6,4010,1,0
99999,0,0,0,0,29,"100012,1,999",1,0
100000,0,0,0,,29,"100011,1,999",1,0
100001,0,0,0,0,3,"100000,1,999",1,0
100011,0,0,0,0,5,"1,4",1,0
100002,0,0,0,0,3,"99999,1,999",1,0
100012,0,0,0,0,5,"2,3,6",1,0
100013,0,0,0,0,5,1,1,0
100014,0,0,0,0,5,2,1,0
100015,0,0,0,0,5,"1,2,3,4,6,7",1,0
100016,0,0,0,0,3,"100011,1,999",1,0
100018,0,0,0,0,33,"100016,2,10",1,0
100019,0,0,0,0,33,"100018,1,100",1,0
100020,0,0,0,0,3,"100012,1,999",1,0
100021,0,0,0,0,33,"100020,1,10",1,0
100022,0,0,0,0,5,5,1,0
100028,0,0,0,0,3,"10114,1,999",1,0
100029,0,0,0,0,5,3,1,0
103001,0,0,0,0,3,"3001,1,99",1,0
103002,0,0,0,0,3,"3002,1,99",1,0
103005,0,0,0,0,3,"3005,1,99",1,0
200000,0,0,0,0,18,"200,201,202,203,204,205,206",1,0
200001,0,0,0,0,18,"103,104,105,106,107,108,109,110,111,112",1,0
200002,0,0,0,0,18,"101,102,105,106,107,108",1,0
200003,0,0,0,0,18,"101,102,103,104,107,108",1,0
200004,0,0,0,0,18,"101,102,103,104,105,106",1,0
200005,0,0,0,0,18,"107,108",1,0
200007,0,0,0,0,6,4017,1,0
200008,0,0,0,0,7,28,1,0
200009,0,0,0,0,7,1,1,0
200010,0,0,0,0,7,105,1,0
200011,0,0,0,0,7,107,1,0
200012,0,0,0,0,18,350015140,1,0
200013,0,0,0,0,18,350015142,1,0
200016,0,0,0,0,18,301300122,1,0
200017,0,0,0,0,18,301300162,1,0
200050,0,0,0,0,6,107,1,0
200014,0,0,0,0,7,1,2,0
200018,0,0,0,0,18,3001,1,0
200019,0,0,0,0,23,"0,100012,1",1,0
201001,0,0,0,0,7,1001,1,0
30140031,0,0,0,0,22,5,10,0
30130042,0,0,0,0,1,"1,2,3,5",1,0
30130011,0,0,0,0,33,"301300121,1,0",1,5
30130012,0,0,0,0,33,"301300162,1,0",1,5
301300121,0,0,0,,29,"100011,1,999,200016,0,0",1,0
301300162,0,0,0,,29,"100011,1,999,200017,0,0",1,0
30130031,0,0,0,0,18,301300120,1,0
30130032,0,0,0,0,6,301300332,1,0
30130051,0,0,0,0,30,"30130052,30130053",1,0
30130052,0,0,0,0,6,301300660,1,0
30130053,0,0,0,0,6,301300670,1,0
30130054,0,0,0,0,28,"30130061,30130066",1,0
30130091,0,0,0,0,27,"1000,2000",1000,0
30130181,0,0,0,"110191,0,500",17,0,1,0
30130170,0,0,0,0,17,0,10,0
30130171,0,0,0,0,7,24,10,0
30130195,0,0,0,0,23,"0,13001,1,999",1,0
30140191,0,0,0,0,7,133,100,0
30140291,0,0,0,0,7,16,100,0
30150411,0,0,0,0,7,17,100,0
30150025,0,0,0,0,28,"30150021,30150024",1,0
30150063,0,0,0,0,28,"30150061,30150065",1,0
30140122,0,0,0,0,28,"30140122,30140126",1,0
30160231,0,0,0,0,7,17,100,0
30160241,0,0,0,0,6,301602460,1,10
30160242,0,0,0,0,8,301602460,1,0
30140301,0,0,0,0,29,"100012,1,999",10,10
30160314,0,0,"110001,0,350;110001,850,1000",0,0,0,1,0
30160780,0,0,0,0,7,3,10,0
30160781,0,0,0,0,7,3,5,0
30160782,0,0,0,0,30,"30160780,1002",1,0
30160783,0,0,0,0,30,"30160781,1002",1,0
103301,0,0,0,0,33,"100701,1,1000",1,0
103101,0,0,0,0,31,"1002,103301",1000,0
100701,0,0,0,0,7,17,1,0
350004423,0,0,0,0,31,"1002,200008",1,0
1999,0,0,0,0,7,1999,1,0
30150061,0,0,0,0,40,"30150062,229",1,0
30150062,0,0,0,0,7,301500670,1,0
40091,0,0,0,"41,0,0",42,0,1,0
30121,0,0,0,0,39,"3,90100030",1,0
30122,0,0,0,0,30,"30123,1002",1,0
30123,0,0,0,0,33,"30121,2,2",1,0
301400912,0,0,0,0,31,"1001,3012",1,0
80050012,0,0,0,0,7,1002,1,0
320001216,0,0,0,0,31,"1025,1001",1,0
320001217,0,0,0,0,5,"1,2",1,0
320001218,0,0,0,0,5,"1,2,3",1,0
330001222,0,0,0,0,6,3009,1,0
330003234,0,0,0,0,7,330003234,1,0
301618733,0,0,0,0,46,"100029,1,1",1,0
301618734,0,0,0,0,35,"1,301618733",1,0
301618751,0,0,0,0,18,301618750,1,0
301618753,0,0,0,0,18,301618752,1,0
301618761,0,0,0,0,18,301618760,1,0
301618763,0,0,0,0,18,301618762,1,0
301618770,0,0,0,0,18,301618772,1,0
301618771,0,0,0,0,18,301618773,1,0
301618772,0,0,0,0,33,"301618773,1,0",1,0
301618773,0,0,0,0,29,"100011,1,999,301618770,0,0,301618771,0,0",1,0
301300412,0,0,0,0,27,"1,1",2,0
1000030601,0,0,0,0,29,"100012,1,999",1,5
1000031302,0,0,0,0,2,30000032,1,0
1000013001,0,0,0,0,29,"100012,1,999",1,10
1000015001,0,0,0,0,2,30000012,1,0
1000021401,0,0,0,0,2,30000022,1,0
1000040701,0,0,0,0,37,,1,0
1000041001,0,0,0,0,6,1000041002,1,0
1000041202,0,0,0,0,7,1000041202,1,0
1000041301,0,0,0,0,2,30000042,1,0
1000050802,0,0,0,0,6,1000050802,1,0
1000041401,0,0,0,0,18,30000052,1,0
300000122,0,0,0,0,20,0,1,0
1000011202,0,0,0,0,29,"100012,1,999",1,10
1000030602,0,0,0,0,31,"1000030601,110300",1,0
1000020503,0,0,0,0,6,1000020503,1,0
301603126,0,0,0,0,18,301603120,1,0
301603121,0,0,0,0,18,301603121,1,0
301607810,0,0,0,0,7,3,10,0
301607811,0,0,0,0,30,"301607810,1002",1,0
301607840,0,0,0,0,7,3,5,0
301607841,0,0,0,0,30,"301607840,1002",1,0
301602010,0,0,0,0,7,301602010,1,0
301602064,0,0,0,0,18,301602054,1,0
301500231,0,0,0,0,3,"10114,1,1,237,1,2",1,0
301500822,0,0,0,0,28,"30150082,30150085",1,0
301500194,0,0,0,0,7,42,3,0
301500192,0,0,0,0,7,42,4,0
301500193,0,0,0,0,50,4,1,0
301500195,0,0,0,0,7,42,2,0
301500196,0,0,0,0,7,42,3,0
301500113,0,0,0,0,7,3012,300,0
301500123,0,0,0,0,7,3012,200,0
301500131,0,0,0,0,18,301500131,1,0
301500132,0,0,0,0,18,301500132,1,0
301500134,0,0,0,0,6,3017,1,0
301500152,0,0,0,0,7,42,1,0
301500160,0,0,0,0,28,"20150011,20150012",1,0
301403112,0,0,0,0,7,6,100,0
301500661,0,0,0,0,47,"1,2",1,0
301606814,0,0,0,0,28,"30160681,30160684",1,0
90010120,0,0,0,0,7,1012,1,0
90010010,0,0,0,0,7,1001,1,0
90010050,0,0,0,0,7,1005,1,0
90020010,0,0,0,0,7,2001,1,0
90020120,0,0,0,0,7,2012,1,0
90020050,0,0,0,0,7,2005,1,0
90030010,0,0,0,0,7,3001,1,0
90030050,0,0,0,0,7,3005,1,0
90030120,0,0,0,0,7,3012,1,0
90040120,0,0,0,0,7,4012,1,0
90040050,0,0,0,0,7,4005,1,0
90040010,0,0,0,0,7,4001,1,0
90100030,0,0,0,0,7,10003,1,0
23001,0,0,0,0,18,"4011,301301922,301301930,301301940,301301960,301302512,301402370,301402600,301402612,301402640,301402630,301402650,301402660,301402712,301402723,301402731,301402740,301402750,301402761,301403150,350006222,350006223,350005122,350005132,340004122,340004144,340004150,301402313",1,0
23005,0,0,0,0,18,"301300312,301300330,301300340,350006322,350006323,340003122,340002122,301619112,301619121,301619142,301619131,301401932,301401952,301400212,301400242",1,0
23012,0,0,0,0,18,"301401812,301401860,301402012,301402060,301402071,301402140,301600912,301600940,301600950,350006122,350006123,350005322,350005332,340002132,340002133,340002134,301400934,301400900,301400923,301400953,301400964,301400912,301400942",1,0
90040140,0,0,0,0,7,4014,1,0
90040141,0,0,0,0,33,"90040140,1,1000",1000,0
90040150,0,0,0,0,7,4015,1,0
90040151,0,0,0,0,33,"90040150,1,1000",1000,0
23008,0,0,0,0,18,"301302240,1000051202,2000091,2000092,350002132,350002232,20140192,350002332,301603820,350047132,350047232,301603860,301607820,301607861,350012122,350012222,301400540,340004132,330003147,301401213,350001232,301401240,99999938,330003148,350047122,20140121,99999939,301601113",1,0
90010080,0,0,0,0,7,1008,1,0
90010140,0,0,0,0,7,1014,1,0
90040160,0,0,0,0,7,4016,1,0
23013,0,0,0,0,8,2901,1,0
23014,0,0,0,0,8,1901,1,0
90010141,0,0,0,0,52,"2,90010144",1,0
90010142,0,0,0,0,27,"1000,1000",1,0
90010143,0,0,0,0,40,"90010142,90010141",1000,0
90010144,0,0,0,0,33,"51,1,-1",1,0
608,0,0,0,0,8,"3001,3005,3012",1,0
609,0,0,0,0,8,15,1,0
200006,0,0,0,0,18,"3008,3009,3010,3011",1,0
6010001,0,0,0,0,7,14,1,0
6010002,WinCondition_Desc_6010002,0,0,0,35,"2,6010001",1,0
6010003,WinCondition_Desc_6010003,0,0,0,7,34,1,0
6010004,WinCondition_Desc_6010004,0,0,0,25,0,1,0
6010005,WinCondition_Desc_6010005,0,0,0,25,0,1,0
6010006,WinCondition_Desc_6010006,0,0,0,35,"2,6010001",1,0
6010007,WinCondition_Desc_6010007,0,0,0,25,0,1,0
6010008,WinCondition_Desc_6010008,0,0,0,35,"2,6010001",1,0
6010009,WinCondition_Desc_6010009,0,0,0,25,0,1,0
6010010,WinCondition_Desc_6010010,0,0,0,35,"2,6010001",1,0
6010011,WinCondition_Desc_6010011,0,0,0,25,0,1,0
6010012,WinCondition_Desc_6010012,0,0,0,35,"2,6010001",1,0
610,0,0,0,0,42,0,1,0
99999877,0,0,0,0,18,"3008,3010,3011",1,0
6010013,WinCondition_Desc_6010003,0,0,0,35,"2,6010003",1,0
99999731,,0,0,0,29,"100011,1,1,99999732,0,0",1,0
99999732,,0,0,0,18,99999732,1,0
350017121,0,0,0,0,6,350017121,1,0
350017320,0,0,0,0,34,"3,110002,500",1,0
350017342,0,0,0,0,31,"302,350017121",1,0
350014223,0,0,0,0,27,"-400,600",1,0
350014323,0,0,0,0,38,"151,3,3",1,0
350013140,0,0,0,0,18,109,1,0
350012134,0,0,0,0,6,350012135,1,0
350012234,0,0,0,0,6,350012234,1,0
350012334,0,0,0,0,6,350012335,1,0
304004150,0,0,0,0,39,"1,3001",1,0
350002322,0,0,0,0,7,26,2,0
350017151,0,0,0,0,31,"1002,350017121",1,0
350016122,0,0,0,0,33,"200009,1,200",200,0
320002161,0,0,0,0,18,320002162,1,0
330003120,0,0,0,0,7,2,20,0
340003140,0,0,0,0,6,4002,1,1
340003141,0,0,0,0,33,"340003140,2,500",1,0
340003142,0,0,0,0,33,"340003141,1,1000",1000,0
350002342,0,0,0,0,7,101,5,0
350017220,0,0,0,0,20,0,1,0
350015352,0,0,0,0,7,350015352,1,0
350004323,0,0,0,0,33,"1004,2,15",100,0
320001162,0,0,0,0,18,320001178,1,0
320001163,0,0,0,0,18,320001179,1,0
330002230,0,0,0,0,7,330002230,1,0
330002231,0,0,0,0,40,"110020,330002230",1,0
330002232,0,0,0,0,27,"1,1",1,0
330002233,0,0,0,0,27,"0,0",1,0
330003241,0,0,0,0,18,"3008,3010",1,0
330003242,0,0,0,0,18,3008,1,0
301300190,0,0,0,0,28,"30130011,30130012,30130013,30130014,30130015,30130016",1,0
301300390,0,0,0,0,28,"30130031,30130032,30130033,30130034,30130035,30130036",1,0
301300490,0,0,0,0,28,"30130041,30130042,30130043,30130044,30130045,30130046",1,0
301300690,0,0,0,0,28,"30130061,30130062,30130063,30130064,30130065,30130066",1,0
301300790,0,0,0,0,28,"30130071,30130072,30130073,30130074,30130075,30130076",1,0
301300890,0,0,0,0,28,"30130081,30130082,30130083,30130084,30130085,30130086",1,0
301300990,0,0,0,0,28,"30130091,30130092,30130093,30130094,30130095,30130096",1,0
301301390,0,0,0,0,28,"30130131,30130132,30130133,30130134,30130135,30130136",1,0
301301490,0,0,0,0,28,"30130141,30130142,30130143,30130144,30130145,30130146",1,0
301301590,0,0,0,0,28,"30130151,30130152,30130153,30130154,30130155,30130156",1,0
301301790,0,0,0,0,28,"30130171,30130172,30130173,30130174,30130175,30130176",1,0
301301890,0,0,0,0,28,"30130181,30130182,30130183,30130184,30130185,30130186",1,0
301301990,0,0,0,0,28,"30130191,30130192,30130193,30130194,30130195,30130196",1,0
301302090,0,0,0,0,28,"30130201,30130202,30130203,30130204,30130205,30130206",1,0
301302290,0,0,0,0,28,"30130221,30130222,30130223,30130224,30130225,30130226",1,0
301302390,0,0,0,0,28,"30130231,30130232,30130233,30130234,30130235,30130236",1,0
301302590,0,0,0,0,28,"30130251,30130252,30130253,30130254,30130255,30130256",1,0
301400190,0,0,0,0,28,"30140011,30140012,30140013,30140014,30140015,30140016",1,0
301400290,0,0,0,0,28,"30140021,30140022,30140023,30140024,30140025,30140026",1,0
301400390,0,0,0,0,28,"30140031,30140032,30140033,30140034,30140035,30140036",1,0
301400490,0,0,0,0,28,"30140041,30140042,30140043,30140044,30140045,30140046",1,0
301400590,0,0,0,0,28,"30140051,30140052,30140053,30140054,30140055,30140056",1,0
301400690,0,0,0,0,28,"30140061,30140062,30140063,30140064,30140065,30140066",1,0
301400990,0,0,0,0,28,"30140091,30140092,30140093,30140094,30140095,30140096",1,0
301401190,0,0,0,0,28,"30140111,30140112,30140113,30140114,30140115,30140116",1,0
301401290,0,0,0,0,28,"30140121,30140122,30140123,30140124,30140125,30140126",1,0
301401690,0,0,0,0,28,"30140161,30140162,30140163,30140164,30140165,30140166",1,0
301401790,0,0,0,0,28,"30140171,30140172,30140173,30140174,30140175,30140176",1,0
301401890,0,0,0,0,28,"30140181,30140182,30140183,30140184,30140185,30140186",1,0
301401990,0,0,0,0,28,"30140191,30140192,30140193,30140194,30140195,30140196",1,0
301402090,0,0,0,0,28,"30140201,30140202,30140203,30140204,30140205,30140206",1,0
301402190,0,0,0,0,28,"30140211,30140212,30140213,30140214,30140215,30140216",1,0
301402290,0,0,0,0,28,"30140221,30140222,30140223,30140224,30140225,30140226",1,0
301402390,0,0,0,0,28,"30140231,30140232,30140233,30140234,30140235,30140236",1,0
301402490,0,0,0,0,28,"30140241,30140242,30140243,30140244,30140245,30140246",1,0
301402590,0,0,0,0,28,"30140251,30140252,30140253,30140254,30140255,30140256",1,0
301402690,0,0,0,0,28,"30140261,30140262,30140263,30140264,30140265,30140266",1,0
301402790,0,0,0,0,28,"30140271,30140272,30140273,30140274,30140275,30140276",1,0
301402890,0,0,0,0,28,"30140281,30140282,30140283,30140284,30140285,30140286",1,0
301402990,0,0,0,0,28,"30140291,30140292,30140293,30140294,30140295,30140296",1,0
301403090,0,0,0,0,28,"30140301,30140302,30140303,30140304,30140305,30140306",1,0
301403190,0,0,0,0,28,"30140311,30140312,30140313,30140314,30140315,30140316",1,0
301500190,0,0,0,0,28,"30150011,30150012,30150013,30150014,30150015,30150016",1,0
301500290,0,0,0,0,28,"30150021,30150022,30150023,30150024,30150025,30150026",1,0
301500490,0,0,0,0,28,"30150041,30150042,30150043,30150044,30150045,30150046",1,0
301500690,0,0,0,0,28,"30150061,30150062,30150063,30150064,30150065,30150066",1,0
301500790,0,0,0,0,28,"30150071,30150072,30150073,30150074,30150075,30150076",1,0
301500890,0,0,0,0,28,"30150081,30150082,30150083,30150084,30150085,30150086",1,0
301600990,0,0,0,0,28,"30160091,30160092,30160093,30160094,30160095,30160096",1,0
301601090,0,0,0,0,28,"30160101,30160102,30160103,30160104,30160105,30160106",1,0
301601190,0,0,0,0,28,"30160111,30160112,30160113,30160114,30160115,30160116",1,0
301601390,0,0,0,0,28,"30160131,30160132,30160133,30160134,30160135,30160136",1,0
301601690,0,0,0,0,28,"30160161,30160162,30160163,30160164,30160165,30160166",1,0
301601790,0,0,0,0,28,"30160171,30160172,30160173,30160174,30160175,30160176",1,0
301602090,0,0,0,0,28,"30160201,30160202,30160203,30160204,30160205,30160206",1,0
301602390,0,0,0,0,28,"30160231,30160232,30160233,30160234,30160235,30160236",1,0
301602490,0,0,0,0,28,"30160241,30160242,30160243,30160244,30160245,30160246",1,0
301603190,0,0,0,0,28,"30160311,30160312,30160313,30160314,30160315,30160316",1,0
301603890,0,0,0,0,28,"30160381,30160382,30160383,30160384,30160385,30160386",1,0
301604990,0,0,0,0,28,"30160491,30160492,30160493,30160494,30160495,30160496",1,0
301606890,0,0,0,0,28,"30160681,30160682,30160683,30160684,30160685,30160686",1,0
301607890,0,0,0,0,28,"30160781,30160782,30160783,30160784,30160785,30160786",1,0
301611990,0,0,0,0,28,"30161191,30161192,30161193,30161194,30161195,30161196",1,0
301613090,0,0,0,0,28,"30161301,30161302,30161303,30161304,30161305,30161306",1,0
301618790,0,0,0,0,28,"30161871,30161872,30161873,30161874,30161875,30161876",1,0
301618890,0,0,0,0,28,"30161881,30161882,30161883,30161884,30161885,30161886",1,0
301618990,0,0,0,0,28,"30161891,30161892,30161893,30161894,30161895,30161896",1,0
301700190,0,0,0,0,28,"30170011,30170012,30170013,30170014,30170015,30170016",1,0
301700290,0,0,0,0,28,"30170021,30170022,30170023,30170024,30170025,30170026",1,0
301300191,0,0,0,0,28,301300100,1,0
301300391,0,0,0,0,28,301300300,1,0
301300491,0,0,0,0,28,301300400,1,0
301300691,0,0,0,0,28,301300600,1,0
301300791,0,0,0,0,28,301300700,1,0
301300891,0,0,0,0,28,301300800,1,0
301300991,0,0,0,0,28,301300900,1,0
301301391,0,0,0,0,28,301301300,1,0
301301491,0,0,0,0,28,301301400,1,0
301301591,0,0,0,0,28,301301500,1,0
301301791,0,0,0,0,28,301301700,1,0
301301891,0,0,0,0,28,301301800,1,0
301301991,0,0,0,0,28,301301900,1,0
301302091,0,0,0,0,28,301302000,1,0
301302291,0,0,0,0,28,301302200,1,0
301302391,0,0,0,0,28,301302300,1,0
301302591,0,0,0,0,28,301302500,1,0
301400191,0,0,0,0,28,301400100,1,0
301400291,0,0,0,0,28,301400200,1,0
301400391,0,0,0,0,28,301400300,1,0
301400491,0,0,0,0,28,301400400,1,0
301400591,0,0,0,0,28,301400500,1,0
301400691,0,0,0,0,28,301400600,1,0
301400991,0,0,0,0,28,301400900,1,0
301401191,0,0,0,0,28,301401100,1,0
301401291,0,0,0,0,28,301401200,1,0
301401691,0,0,0,0,28,301401600,1,0
301401791,0,0,0,0,28,301401700,1,0
301401891,0,0,0,0,28,301401800,1,0
301401991,0,0,0,0,28,301401900,1,0
301402091,0,0,0,0,28,301402000,1,0
301402191,0,0,0,0,28,301402100,1,0
301402291,0,0,0,0,28,301402200,1,0
301402391,0,0,0,0,28,301402300,1,0
301402491,0,0,0,0,28,301402400,1,0
301402591,0,0,0,0,28,301402500,1,0
301402691,0,0,0,0,28,301402600,1,0
301402791,0,0,0,0,28,301402700,1,0
301402891,0,0,0,0,28,301402800,1,0
301402991,0,0,0,0,28,301402900,1,0
301403091,0,0,0,0,28,301403000,1,0
301403191,0,0,0,0,28,301403100,1,0
301500191,0,0,0,0,28,301500100,1,0
301500291,0,0,0,0,28,301500200,1,0
301500491,0,0,0,0,28,301500400,1,0
301500691,0,0,0,0,28,301500600,1,0
301500791,0,0,0,0,28,301500700,1,0
301500891,0,0,0,0,28,301500800,1,0
301600991,0,0,0,0,28,301600900,1,0
301601091,0,0,0,0,28,301601000,1,0
301601191,0,0,0,0,28,301601100,1,0
301601391,0,0,0,0,28,301601300,1,0
301601691,0,0,0,0,28,301601600,1,0
301601791,0,0,0,0,28,301601700,1,0
301602091,0,0,0,0,28,301602000,1,0
301602391,0,0,0,0,28,301602300,1,0
301602491,0,0,0,0,28,301602400,1,0
301603191,0,0,0,0,28,301603100,1,0
301603891,0,0,0,0,28,301603800,1,0
301604991,0,0,0,0,28,301604900,1,0
301606891,0,0,0,0,28,301606800,1,0
301607891,0,0,0,0,28,301607800,1,0
