Id,Step,,TriggerTime,TriggerParameters,ShowCondition,Trigger,Operation,Parameter,GuideSave,Save,GuideType,SystemruleID,DelayProcess,Force,EndTime,SquareBox,ShowWndName,TargetGameObjectName,TargetGameObjectNameJP,Offset,Size,TipsHeadIcon,TipsText,,TipsPosition,SoundID
1,11,释放技能2,,,,,,,,11,1,0,0,1,0,0,Fight_Main,main/heroBoard/gospelBoard/skills/skill (2)/skill/bg,main/heroBoard/gospelBoard/skills/skill (2)/skill/bg,"0,0","0,0",Guide/icon_lly_14,guide_1_11,在不同的战斗中需要用不同的攻击方式来针对敌人，现在应该<color=#0cb9d7>使用漆黑之颚</color>。,"-468,-112",
1,12,释放技能2,,,,,,,,12,1,0,0,1,0,0,Fight_Main,main/heroBoard/gospelBoard/skills/skill (2)/skill/ready,main/heroBoard/gospelBoard/skills/skill (2)/skill/ready,"0,0","0,0",Guide/icon_lly_14,guide_1_12,与牧<color=#0cb9d7>确认被选中的技能</color>，就可以造成更多的伤害并有效地打击杰西斯。,"-468,-112",
1,13,回合5，使用普攻,7,"1,0,5","901,99999991",,,,,13,1,0,0,1,0,0,Fight_Main,main/heroBoard/attackBtns/attack1,main/heroBoard/attackBtns/attack1,"0,0","0,0",Guide/icon_lly_14,guide_1_13,进一步有效地打击杰西斯。,"421,179",
1,14,回合5结束，触发受伤剧情,8,"2,0,3","901,99999991",1,3,5805010,,14,0,0,0,0,0,0,,,,,,,,,,
1,15,回合6，引导魔女奥义,,,,,,,,15,3,0,0,1,0,0,Fight_Main,,,"0,0","0,0",Guide/icon_lly_14,guide_1_15,所有的准备和计划就是为了这一刻，而现在只需要完成最后的步骤，就能拥有足够强大的力量来<color=#0cb9d7>击坠神灵</color>。,"-109,396",
1,16,点击灵魂解放1,,,,,,,,16,1,0,0,1,0,0,Fight_Main,main/energyBoard,main/energyBoard,"0,0","0,0",Guide/icon_lly_14,guide_1_16,当进行<color=#0cb9d7>三段灵魂解放</color>时原本的普通攻击便会升级为终极奥义。,"800,129",
1,17,点击灵魂解放2,,,,,,,,17,1,0,0,1,0,0,Fight_Main,main/energyBoard,main/energyBoard,"0,0","0,0",Guide/icon_lly_14,guide_1_17,当进行<color=#0cb9d7>三段灵魂解放</color>时原本的普通攻击便会升级为终极奥义。,"800,129",
1,18,点击灵魂解放3,,,,,,,,18,1,0,0,1,0,0,Fight_Main,main/energyBoard,main/energyBoard,"0,0","0,0",Guide/icon_lly_14,guide_1_18,当进行<color=#0cb9d7>三段灵魂解放</color>时原本的普通攻击便会升级为终极奥义。,"800,129",
1,19,点击魔女技能,,,,,,,,19,1,0,0,1,0,0,Fight_Main,main/heroBoard/attackBtns/attack1,main/heroBoard/attackBtns/attack1,"0,0","0,0",Guide/icon_lly_14,guide_1_19,让我们<color=#0cb9d7>释放终极奥义</color>，结束这由杰西斯带来的无尽苦难。,"800,129",
1010100,1,触发第一章,2,99999991,"903,10101",1,5,10101,,20,0,0,0,0,0,0,,,,,,,,,,
1010101,1,下线再上，触发第一章,3,3,"903,10101",1,5,10101,,21,0,0,0,0,0,0,,,,,,,,,,
1010102,1,调用帮助-战斗界面介绍,7,"1,0,1","901,10101",,,,,22,2,5,0,1,0,0,Fight_Main,,,,,,,,,
1010102,2,选择星痕,,,,,,,,23,1,0,0,1,0,0,Fight_Main,main/heroBoard/gospelBoard/gospels/gospel_1,main/heroBoard/gospelBoard/gospels/gospel_1,"0,0","0,0",Guide/icon_lly_14,guide_1010102_2,星痕状态栏将显示对应技能表现，帮助侍主大人快速了解星痕的当前技能状态！,"-105,203",
1010102,3,点击技能图标,,,,,,,,24,1,0,0,1,0,0,Fight_Main,main/heroBoard/gospelBoard/skills/skill (1)/skill/bg,main/heroBoard/gospelBoard/skills/skill (1)/skill/bg,"0,0","0,0",Guide/icon_lly_14,guide_1010102_3,使用芙洛拉的主动技能攻击敌人,"-438,17",
1010102,4,点击技能图标,,,,,,,,25,1,0,0,1,0,0,Fight_Main,main/heroBoard/gospelBoard/skills/skill (1)/skill/ready,main/heroBoard/gospelBoard/skills/skill (1)/skill/ready,"0,0","0,0",Guide/icon_lly_14,guide_1010102_4,确定攻击目标  释放技能吧！,"-438,17",
1010102,5,点击星痕信息框,7,"1,0,2","901,10101",,,,,26,1,1,0,1,0,0,Fight_Main,main/heroBoard/gospelBoard/gospels/gospel_1,main/heroBoard/gospelBoard/gospels/gospel_1,"0,0","0,0",Guide/icon_lly_14,guide_1010102_5,可惜，差一点就能击败敌人！星痕的主动技能使用后进入冷却时间，无法连续使用。,"-105,203",
1010102,6,点击普通攻击,,,,,,,,27,1,0,0,1,0,0,Fight_Main,main/heroBoard/attackBtns/attack1,main/heroBoard/attackBtns/attack1,"0,0","0,0",Guide/icon_lly_14,guide_1010102_6,这一回合使用魔女的普通攻击终结敌人！,"421,179",
1010102,7,点击普通攻击,,,,,,,1010102,28,1,0,0,1,0,0,Fight_Main,main/heroBoard/attackBtns/attack1cover,main/heroBoard/attackBtns/attack1cover,"0,0","0,0",Guide/icon_lly_14,guide_1010102_4,确定攻击目标  释放技能吧！,"600,-112",
1010200,1,触发第二章,2,10101,"903,10102",1,5,10102,,29,0,0,0,0,0,0,,,,,,,,,,
1010201,1,下线再上，触发第二章,3,3,"903,10102",1,5,10102,,30,0,0,0,0,0,0,,,,,,,,,,
1010300,1,触发第三章,2,10102,"903,10103",2,6,10103,,31,0,0,0,0,0,0,,,,,,,,,,
1010301,1,下线再上，触发第三章,3,3,"903,10103","2,2","6,8","10103,1010302",,32,0,0,0,0,0,0,,,,,,,,,,
1010302,1,点击选择魔女,3,23,"903,10103",,,,,33,1,0,1000,1,0,0,TeamView_Main,Items/TeamItem (1)/Bg/SelectWitch,Items/TeamItem (1)/Bg/SelectWitch,"0,0","0,0",Guide/icon_lly_15,guide_1010302_1,侍主大人如果获得了新魔女，可以把她编进队伍中哦！,"705,-98",
1010302,2,选择克萝萝,,,,,,,,34,1,0,1000,1,0,0,TeamRoleSelectView_Main,Items/Container/WitchInfoItem1/Bg/Btn,Items/Container/WitchInfoItem1/Bg/Btn,"0,0","0,0",Guide/icon_lly_15,guide_1010302_2,侍主大人想要编入小狐狸吗？那么在魔女列表内选择小狐狸吧~,"700,-23",
1010302,3,点击确定按钮,,,,,,,,35,1,0,0,1,0,0,TeamRoleSelectView_Main,Confirm,Confirm,"0,0","0,0",Guide/icon_lly_15,guide_1010302_3,选择完毕后就可以点击确定啦！这样小狐狸就上阵了！,"-247, 184",
1010302,4,点击克萝萝星痕添加位置,,,,,,,,36,1,0,1000,1,0,0,TeamView_Main,Items/TeamItem (1)/Bg/GospeInfo/WearsItems/TeamGospelItem/Empty,Items/TeamItem (1)/Bg/GospeInfo/WearsItems/TeamGospelItem/Empty,"0,0","0,-100",Guide/icon_lly_15,guide_1010302_4,魔女没有星痕可不行。再给小狐狸携带一个星痕吧。,"442,-304",
1010302,5,选择星痕,,,,,,,,37,1,0,1000,1,0,0,TeamRolePetSelectView_Main,Panel/ScrollViews/FormationSuperlist/Container/GospelItem0/GospelItem,Panel/ScrollViews/FormationSuperlist/Container/GospelItem0/GospelItem,"0,0","0,0",Guide/icon_lly_15,guide_1010302_5,在星痕列表中选择波斯菊,"583,-177",
1010302,6,点击确认按钮,,,,,,,,38,1,0,0,1,0,0,TeamRolePetSelectView_Main,Panel/confirmBtn/confirm,Panel/confirmBtn/confirm,"0,0","0,0",Guide/icon_lly_15,guide_1010302_6,点击确定，就能把波斯菊加入队伍了！,"-180,160",
1010302,7,介绍魔女的职介会根据第一个上阵的星痕进行变化,,,,,,,,39,1,1,1000,1,0,0,TeamView_Main,Items/TeamItem (1)/Bg/Witch/rectBg,Items/TeamItem (1)/Bg/Witch/rectBg,"0,0","0,0",Guide/icon_lly_15,guide_1010302_7,魔女队伍内第一个星痕作为队长，魔女的职介会跟随队长的职介进行变化,"602,-55",
1010302,8,点击选择魔女,,,,,,,,40,1,0,0,1,0,0,TeamView_Main,Items/TeamItem (2)/Bg/SelectWitch,Items/TeamItem (2)/Bg/SelectWitch,"0,0","0,0",Guide/icon_lly_15,guide_1010302_8,侍主大人还有魔女没有编进队伍中哦！,"-529,-4",
1010302,9,选择黑神月咏,,,,,,,,41,1,0,1000,1,0,0,TeamRoleSelectView_Main,Items/Container/WitchInfoItem2/Bg/Btn,Items/Container/WitchInfoItem2/Bg/Btn,"0,0","0,0",Guide/icon_lly_15,guide_1010302_9,侍主大人想要编入黑神月咏吗？那么在魔女列表内选择她吧~,"-489,-219",
1010302,10,点击确认按钮,,,,,,,,42,1,0,0,1,0,0,TeamRoleSelectView_Main,Confirm,Confirm,"0,0","0,0",Guide/icon_lly_15,guide_1010302_10,选择完毕后点击确定！这样所有魔女就都上阵啦！,"-181,176",
1010302,11,点击出击按钮,,,,,,,,43,1,0,1000,1,0,0,TeamView_Main,m_BottomRight/DoAtk,m_BottomRight/DoAtk,"0,0","0,0",Guide/icon_lly_15,guide_1010302_11,点击出击吧！,"-195,198",
1010303,1,帮助-介绍韧性条,7,"1,3000002,1","901,10103",,,,,44,1,1,0,1,0,0,CombatUI,HeadBoardRoot/HeadBoard_0/root/bar2/weakbar,HeadBoardRoot/HeadBoard_0/root/bar2/weakbar,"0,0","90,90",Guide/icon_lly_14,guide_1010303_1,怪物韧性分为4个阶段，25%为一个阶段，每降低一个阶段，怪物的防御降低20%，效果抵抗减伤20%,"563,162",
1010303,2,这里克萝萝先出手，使用波斯菊,,,,,,,,45,1,0,0,1,0,0,Fight_Main,main/heroBoard/gospelBoard/gospels/gospel_1,main/heroBoard/gospelBoard/gospels/gospel_1,"0,0","0,0",Guide/icon_lly_14,guide_1010303_2,克萝萝申请出战！,"-105,203",
1010303,3,用胡萝卜炮，给目标全体造成伤害，2个怪弱点条空掉，一个被克制的，一个无克制,,,,,,,,46,1,0,0,1,0,0,Fight_Main,main/heroBoard/gospelBoard/skills/skill (1)/skill/bg,main/heroBoard/gospelBoard/skills/skill (1)/skill/bg,"0,0","0,0",Guide/icon_lly_14,guide_1010303_4,克萝萝的胡萝卜炮能快速削减击破敌方全体的韧性值,"-494,-295",
1010303,4,确认使用,,,,,,,,47,1,0,0,1,0,0,Fight_Main,main/heroBoard/gospelBoard/skills/skill (1)/skill/ready,main/heroBoard/gospelBoard/skills/skill (1)/skill/ready,"0,0","0,0",Guide/icon_lly_14,guide_1010102_4,克萝萝的胡萝卜炮能快速削减击破敌方全体的韧性值,"-494,-295",
1010303,5,帮助-介绍韧性条,7,"1,3000003,1","901,10103",,,,,48,1,1,1000,1,0,0,CombatUI,HeadBoardRoot/HeadBoard_0/root/bar2/weakbar,HeadBoardRoot/HeadBoard_0/root/bar2/weakbar,"0,0","90,90",Guide/icon_lly_14,guide_1010303_5,当怪物的韧性为0时，则进入弱点击破状态，无法行动，持续1回合,"563,162",
1010303,6,这里黑神行动，默认攻击诞生怪，说明处于弱点状态的怪物，受到伤害增加,,,,,,,,49,1,0,0,1,0,0,Fight_Main,main/heroBoard/attackBtns/attack1,main/heroBoard/attackBtns/attack1,"0,0","0,0",Guide/icon_lly_14,guide_1010303_6,随着韧性值降低，敌人会进入虚弱状态，受到伤害大幅增加，正是攻击的好机会！,"626,69",
1010303,7,确认攻击,,,,,,,,50,1,0,0,1,0,0,Fight_Main,main/heroBoard/attackBtns/attack1cover,main/heroBoard/attackBtns/attack1cover,"0,0","0,0",Guide/icon_lly_14,guide_1010102_4,随着韧性值降低，敌人会进入虚弱状态，受到伤害大幅增加，正是攻击的好机会！,"626,69",
1010303,8,点击克制控件,7,"1,3000001,1","901,10103",,,,,51,1,0,0,1,0,0,Fight_Main,main/option/btns/btnSuppress,main/option/btns/btnSuppress,"0,0","0,0",Guide/icon_lly_14,guide_1010303_8,职介之间存在克制关系,"-174,-160",
1010303,9,帮助-引导克制关系,,,,,,,,52,3,0,0,1,0,0,,,,"0,0","0,0",Guide/icon_lly_14,guide_1010303_9,针对克制的敌人能大幅提升造成伤害！,"423,-321",
1010303,10,等待界面关闭,,,,,,,,53,4,153,0,1,0,0,,,,"0,0","0,0",,,,,
1010303,11,选择芙洛拉,,,,,,,,55,1,0,0,1,0,0,Fight_Main,main/heroBoard/gospelBoard/gospels/gospel_1,main/heroBoard/gospelBoard/gospels/gospel_1,"0,0","0,0",Guide/icon_lly_14,guide_1010303_11,律的星痕芙洛拉是诞生职介，她的攻击克制受难职介的敌人！,"-184,198",
1010303,12,选择星痕芙洛拉，克制+打韧性,,,,,,,,56,1,0,500,1,0,0,Fight_Main,main/heroBoard/gospelBoard/skills/skill (1)/skill/bg,main/heroBoard/gospelBoard/skills/skill (1)/skill/bg,"0,0","0,0",Guide/icon_lly_14,guide_1010303_13,攻击弱点状态敌人同时职介克制，当前时机特别完美,"-241,192",
1010303,13,确定使用星痕芙洛拉技能1，一击秒杀,,,,,,,1010303,57,1,0,0,1,0,0,Fight_Main,main/heroBoard/gospelBoard/skills/skill (1)/skill/ready,main/heroBoard/gospelBoard/skills/skill (1)/skill/ready,"0,0","0,0",Guide/icon_lly_14,guide_1010303_14,爆发吧小宇宙！,"-241,192",
1010307,1,完成1-3，回到主界面,2,10103,"903,10104",2,4,0,1010307,59,0,0,0,1,0,0,,,,,,,,,,
1010304,1,回到主界面，弹窗7日登录奖励,3,3,"903,10104;904,2,3,4,5,6,7,8,9,10;907,1006",1,1,2001,,60,3,0,1000,1,0,0,,,,"0,0","0,0",Guide/icon_lly_14,guide_1010304_1,每日签到可以获得星痕之页、5星星痕等大量礼品哦~,"166,27",
1010304,2,领取首日登录奖励,,,,,,,1010304,61,1,0,0,1,0,0,ShiZhuLiLian,ActivityRoot/SevendaySubPanel(Clone)/rightRoot/DayRewardList/Container/dayGrid0/CanGetBtn,ActivityRoot/SevendaySubPanel(Clone)/rightRoot/DayRewardList/Container/dayGrid0/CanGetBtn,"0,0","0,0",Guide/icon_lly_14,guide_1010304_2,侍主大人请领取,"697,-114",
1010304,3,等待界面关闭,,,,,,,,62,4,8,0,1,0,0,,,,,,,,,,
1010305,1,回主界面，引导点击召唤,3,3,"903,10104;906,1010304;904,2,3,4,5,6,7,8,9,10",,,,,63,1,0,0,1,0,0,UIMain,AllUI/Root/Bottom/BtnDown/btnSummon,AllUI/Root_JP/Bottom/BtnDown/btnSummon/Image,"0,0","0,0",Guide/icon_lly_14,guide_1010305_1,哇，获得了好多星痕之页，可以去召唤新的星痕了,"607,119",
1010305,2,回主界面，引导点击召唤新手池10连抽（非强制）,,,,,,,1010305,64,1,0,0,1,0,0,Summon_Main,Cont_DrawBtn/oneBtn,Cont_DrawBtn/oneBtn,"0,0","0,0",Guide/icon_lly_14,guide_1010305_2,召唤星痕！我们的队伍又壮大了！,"-448,131",
1010306,1,回主界面，弹出首充界面,3,3,"903,10104;906,1010305;904,2,3,4,5,6,7,8,9,10",2,1,1100102,1010306,65,0,0,0,0,0,0,,,,,,,,,,
10103041,1,回到主界面，弹窗克萝萝大冒险,3,3,"903,10104;904,1",1,1,10020,,66,0,0,1000,1,0,0,,,,,,Guide/icon_lly_14,guide_10103041_1,每日登录后，可以操控克萝萝冒险寻宝哦~,"1509, -591",
10103041,2,领取首日登录奖励,,,,,,,10103041,67,1,0,0,1,0,0,SignIn_Main,Button,Button,"0,0","0,0",Guide/icon_lly_14,guide_10103041_2,使用筛子进行行动,"-192,213",
10103051,1,回主界面，引导点击召唤,3,3,"903,10104;906,10103041;904,1",,,,10103051,68,1,0,0,1,0,0,UIMain,AllUI/Root/Bottom/BtnDown/btnSummon,AllUI/Root_JP/Bottom/BtnDown/btnSummon/Image,"0,0","0,0",Guide/icon_lly_14,guide_1010305_1,哇，获得了好多星痕之页，可以去召唤新的星痕了,"528,182",
10103051,2,回主界面，引导点击召唤新手池10连抽（非强制）,,,,,,,,69,1,0,0,1,0,0,Summon_Main,Cont_DrawBtn/oneBtn,Cont_DrawBtn/oneBtn,"0,0","0,0",Guide/icon_lly_14,guide_1010305_2,召唤星痕！我们的队伍又壮大了！,"895,-796",
10103061,1,回主界面，引导点击商店,3,3,"903,10104;906,10103051;904,1",,,,10103061,70,1,0,0,1,0,0,UIMain,AllUI/Root/Bottom/BtnDown/btnShop,AllUI/Root_JP/Bottom/BtnDown/btnShop/Image,"0,0","0,0",Guide/icon_lly_14,guide_10103061_1,商店里有各类商品可供侍主大人选择,"61,167",
1010501,1,2倍速,7,"1,0,1","901,10116",1,7,0,,71,1,0,0,1,0,0,Fight_Main,main/option/tglAcce,main/option/tglAcce,"0,0","0,0",Guide/icon_lly_14,guide_1010501_1,"侍主大人,开启倍速可以加快战斗的速度","-395,-159",
1010501,2,自动战斗,,,,,,,1010501,72,1,0,0,1,0,0,Fight_Main,main/option/layout/robot/tglRobot,main/option/layout/robot/tglRobot,"0,0","0,0",Guide/icon_lly_14,guide_1010501_2,开启自动战斗解放双手哦~,"-395,-159",
1010601,1,完成1-6，回到主界面,2,10117,"903,10105",2,4,0,1010601,73,0,0,0,1,0,0,,,,,,,,,,
1010602,1,回主界面，引导点击魔女按钮,3,3,"903,10105;904,2,3,4,5,6,7,8,9,10",,,,,74,1,0,0,1,0,0,UIMain,AllUI/Root/Bottom/BtnDown/btnWitch,AllUI/Root/Bottom/BtnDown/btnWitch,"0,0","0,0",Guide/icon_lly_14,guide_1010602_1,魔女的体内都蕴藏着强大的能力，快来看看吧！,"553,176",
1010602,2,点击查看魔女介绍,,,,,,,,75,2,3,1000,1,0,0,,,,"0,0","0,0",Guide/icon_lly_14,,,,
1010602,3,点击查看魔女详情,,,,,,,,76,1,0,0,1,0,0,Role_Main,root/Right/profession/infoBtn,root/Right/profession/infoBtn,"0,0","0,0",Guide/icon_lly_14,guide_1010602_3,强化是魔女增强的途径中很关键的一步！,"-440,-128",
1010602,4,点击查看魔女 韧形,,,,,,,,77,1,0,0,1,0,0,RoleLevelUp_Main,root/TreePanel/TreeList/Container/RoleLevelUp_ItemCell0/btn,root/TreePanel/TreeList/Container/RoleLevelUp_ItemCell0/btn,"0,45","0,0",Guide/icon_lly_14,guide_1010602_4,好，侍主大人可以选择要强化的天赋了。,"-408,347",
1010602,5,点击消耗区域,,,,,,,,78,1,1,0,1,0,0,RoleLevelUpTalent_Main,Info/need/info,Info/need/info,"-69,45","0,0",Guide/icon_lly_14,guide_1010602_5,每消耗星魂力可以同步获取星痕之泪，星痕之泪是强化魔女天赋的必须之物！,"-175,237",
1010602,6,选择未学习的魔女天赋,,,"903,10105",,,,,159,1,0,0,1,0,0,RoleLevelUpTalent_Main,RoleLevelUpTalentTree_Item/Item/Talentitem9,RoleLevelUpTalentTree_Item/Item/Talentitem9,"0,0","0,0",Guide/icon_lly_14,guide_1010602_6,侍主大人，请选择未学习的魔女天赋,"-175,237",
1010602,7,点击学习按钮,,,,,,,,79,1,0,0,1,0,0,RoleLevelUpTalent_Main,Info/unfinish/QuicklyLeam,Info/unfinish/QuicklyLeam,"0,0","0,0",Guide/icon_lly_14,guide_1010602_7,点击确认学习按钮，就可以解锁技能了！,"-175,237",
1010602,8,点击MAX,,,,,,,,160,1,0,0,1,0,0,RoleLevelUpTalent_Main,QuicklyLevelupPop/Wnd/NumberSet/Max,QuicklyLevelupPop/Wnd/NumberSet/Max,"7,0","50,55",,,,,
1010602,9,点击确定,,,,,,,1010602,161,1,0,0,1,0,0,RoleLevelUpTalent_Main,QuicklyLevelupPop/Wnd/BtnOk,QuicklyLevelupPop/Wnd/BtnOk,"0,0","0,0",,,,,
1010602,10,点击回到主界面,,,,,,,,162,1,0,0,0,0,0,RoleLevelUpTalent_Main,naviRoot/NaviBar/btnHome,naviRoot/NaviBar/btnHome,"0,0","0,0",Guide/icon_lly_14,guide_1010602_10,侍主大人，这里可以快速回到主界面,"282,-162",
10106021,1,点击养成按钮,3,3,"903,10105;904,1",,,,,80,1,0,0,1,0,0,UIMain,AllUI/Root_JP/Bottom/BtnDown/btnCultivation/Image,AllUI/Root_JP/Bottom/BtnDown/btnCultivation/Image,"0,0","0,0",Guide/icon_lly_14,guide_1010602_1,魔女的体内都蕴藏着强大的能力，快来看看吧！,"370,250",
10106021,2,点击魔女按钮,,,,,,,,81,1,0,0,1,0,0,UIMain,AllUI/Root_JP/Bottom/BtnDown/btnCultivation/roleCultivation/btnWitch,AllUI/Root_JP/Bottom/BtnDown/btnCultivation/roleCultivation/btnWitch,"-50,0","-100,0",Guide/icon_lly_14,guide_1010602_1,魔女的体内都蕴藏着强大的能力，快来看看吧！,"601,159",
10106021,3,点击查看魔女介绍,,,,,,,,82,2,3,1000,1,0,0,,,,"0,0","0,0",Guide/icon_lly_14,,,,
10106021,4,点击查看魔女详情,,,,,,,,83,1,0,0,1,0,0,Role_Main,root/Right/profession/infoBtn,root/Right/profession/infoBtn,"0,0","0,0",Guide/icon_lly_14,guide_1010602_3,强化是魔女增强的途径中很关键的一步！,"-219,-179",
10106021,5,点击查看魔女 韧形,,,,,,,,84,1,0,0,1,0,0,RoleLevelUp_Main,root/TreePanel/TreeList/Container/RoleLevelUp_ItemCell0/btn,root/TreePanel/TreeList/Container/RoleLevelUp_ItemCell0/btn,"0,0","0,0",Guide/icon_lly_14,guide_1010602_4,好，侍主大人可以选择要强化的天赋了。,"722,-75",
10106021,6,点击消耗区域,,,,,,,,85,1,1,0,1,0,0,RoleLevelUpTalent_Main,Info/need/info,Info/need/info,"14,45","0,0",Guide/icon_lly_14,guide_1010602_5,每消耗星魂力可以同步获取星痕之泪，星痕之泪是强化魔女天赋的必须之物！,"343,263",
10106021,7,点击学习按钮,,,,,,,10106021,86,1,0,0,1,0,0,RoleLevelUpTalent_Main,Info/unfinish/Leam,Info/unfinish/Leam,"0,0","0,0",Guide/icon_lly_14,guide_1010602_6,点击确认学习按钮，就可以解锁技能了！,"12, 160",
1010901,1,完成1-8，回到主界面,2,10118,"903,10106",2,4,0,1010901,87,0,0,0,1,0,0,,,,,,,,,,
1010902,1,返回主界面，选择出击按钮,3,3,"903,10106",,,,,88,1,0,0,1,0,0,UIMain,AllUI/Root/Bottom/btnBattle,AllUI/Root_JP/Bottom/BtnDown/btnBattle/Image,"0,0","0,0",Guide/icon_lly_14,guide_1010902_1,宝库之门开启了，侍主大人准备好了吗,"-455,85",
1010902,2,选择宝库之门页签,,,,,,,,89,1,0,500,1,0,0,StageEntryView_Main,btns/btn_2,btns/btn_2,"0,0","0,0",Guide/icon_lly_14,guide_1010902_2,在这里我们可以获得大量养成材料,"513,158",
1010902,3,选择经验副本界面,,,,,,,,90,1,0,0,1,0,0,StageEntryView_Main,Content/TreasurePage/ScrollView/Viewport/Content/1/BG,Content/TreasurePage/ScrollView/Viewport/Content/1/BG,"0,0","0,0",Guide/icon_lly_14,guide_1010902_3,这里可以获取星痕经验，快去看看吧,"200,-236",
1010902,4,选择经验副本关卡,,,,,,,,91,1,0,0,1,0,0,StageMaterialView_Main,Con_Main/Con_Map/Scroll View/Viewport/Content/SampleBattleTreasuryFieldItem/Btn_Self,Con_Main/Con_Map/Scroll View/Viewport/Content/SampleBattleTreasuryFieldItem/Btn_Self,"0,0","0,0",Guide/icon_lly_14,guide_1010902_4,关卡会随着侍主的成长会逐步开启，随着难度的上升，奖励也会越来越好,"727,-113",
1010902,5,点击出击按钮,,,,,,,,92,1,0,0,1,0,0,StageInfoPanel,Bg/Bottom/doAtk,Bg/Bottom/doAtk,"0,0","0,0",Guide/icon_lly_14,guide_1010902_5,点击出击吧！,"-500,158",
1010902,6,点击出击按钮,,,,,,,1010902,177,1,0,1000,1,0,0,TeamView_Main,m_BottomRight/DoAtk,m_BottomRight/DoAtk,"0,0","0,0",Guide/icon_lly_14,guide_1010902_5,点击出击吧！,"-195,198",
