RoleId,Desc1,AwakeningLv,ItemId,AttrRefixId,CardAdd,CardDelete,Desc2,CardDes,BreakLv
10004,比利,6,"5004,1","1000406,1000407",,,每回合50%几率额外抽取一张牌,CardDes_100046,
10005,拉杰,1,"5005,1",1000501,,,0,CardDes_100051,1
10005,拉杰,2,"5005,1",1000502,,,0,CardDes_100052,2
10005,拉杰,3,"5005,1",1000503,,,0,CardDes_100053,3
10005,拉杰,4,"5005,1",1000504,,,0,CardDes_100054,4
10005,拉杰,5,"5005,1",1000505,,,0,CardDes_100055,5
10005,拉杰,6,"5005,1","1000506,1000507",,,0,CardDes_100056,
10006,玛希,1,"5006,1",1000601,,,0,CardDes_100061,1
10006,玛希,2,"5006,1",1000602,,,0,CardDes_100062,2
10006,玛希,3,"5006,1",1000603,,,0,CardDes_100063,3
10006,玛希,4,"5006,1",1000604,,,0,CardDes_100064,4
10006,玛希,5,"5006,1",1000605,,,0,CardDes_100065,5
10006,玛希,6,"5006,1","1000606,1000607",,,0,CardDes_100066,
10007,影狼,1,"5007,1",1000701,,,0,CardDes_100071,1
10007,影狼,2,"5007,1",1000702,,,0,CardDes_100072,2
10007,影狼,3,"5007,1",1000703,,,0,CardDes_100073,3
10007,影狼,4,"5007,1",1000704,,,0,CardDes_100074,4
10007,影狼,5,"5007,1",1000705,,,0,CardDes_100075,5
10007,影狼,6,"5007,1","1000706,1000707",,,0,CardDes_100076,
10008,兀良哈,1,"5008,1",1000801,,,0,CardDes_100081,1
10008,兀良哈,2,"5008,1",1000802,,,0,CardDes_100082,2
10008,兀良哈,3,"5008,1",1000803,,,0,CardDes_100083,3
10008,兀良哈,4,"5008,1",1000804,,,0,CardDes_100084,4
10008,兀良哈,5,"5008,1",1000805,,,0,CardDes_100085,5
10008,兀良哈,6,"5008,1","1000806,1000807",,,0,CardDes_100086,
10009,黯炎,1,"5009,1",1000901,"40015,1",,牌库中，增加火1-5,CardDes_100091,1
10009,黯炎,2,"5009,1",1000902,"30015,1",,牌库中，增加水1-5,CardDes_100092,2
10009,黯炎,3,"5009,1",1000903,"10015,1",,牌库中，增加地1-5,CardDes_100093,3
10009,黯炎,4,"5009,1",1000904,"20015,1",,牌库中，增加风1-5,CardDes_100094,4
10009,黯炎,5,"5009,1",1000905,"501,2",,牌库中，增加2张暗属性牌,CardDes_100095,5
10009,黯炎,6,"5009,1","1000906,1000907",,,打出序列牌型时，下回合增加一张暗牌,CardDes_100096,
10010,丘丘,1,"5010,1",1001001,"20024,1",,牌库中，增加1张风2-4,CardDes_100101,1
10010,丘丘,2,"5010,1",1001002,"40024,1",,牌库中，增加1张火2-4,CardDes_100102,2
10010,丘丘,3,"5010,1",1001003,"30024,1",,牌库中，增加1张水2-4,CardDes_100103,3
10010,丘丘,4,"5010,1",1001004,"10024,1",,牌库中，增加1张地2-4,CardDes_100104,4
10010,丘丘,5,"5010,1",1001005,"701,1",,牌库中，增加1张奥秘牌,CardDes_100105,5
10010,丘丘,6,"5010,1","1001006,1001007",,,只打出三张牌时下回合额外抽取2张牌,CardDes_100106,
10011,冉瞳,1,"5011,1",1001101,"601,1","101,1",牌库中，地1变光1,CardDes_100111,1
10011,冉瞳,2,"5011,1",1001102,"602,1","102,1",牌库中，地2变光2,CardDes_100112,2
10011,冉瞳,3,"5011,1",1001103,"603,1","103,1",牌库中，地3变光3,CardDes_100113,3
10011,冉瞳,4,"5011,1",1001104,"604,1","104,1",牌库中，地4变光4,CardDes_100114,4
10011,冉瞳,5,"5011,1",1001105,"605,1","105,1",牌库中，地5变光5,CardDes_100115,5
10011,冉瞳,6,"5011,1","1001106,1001107",,,初始手牌增加2张随机光牌,CardDes_100116,
10012,鬣狗,1,"5012,1",1001201,"40013,1","101,1",牌库中，地1变火1-3,CardDes_100121,1
10012,鬣狗,2,"5012,1",1001202,"40046,1","104,1",牌库中，地4变火4-6,CardDes_100122,2
10012,鬣狗,3,"5012,1",1001203,"40079,1","307,1",牌库中，水7变火7-9,CardDes_100123,3
10012,鬣狗,4,"5012,1",1001204,"60015,1","405,1",牌库中，火5变光1-5,CardDes_100124,4
10012,鬣狗,5,"5012,1",1001205,"60610,1","409,1",牌库中，火9变光6-10,CardDes_100125,5
10012,鬣狗,6,"5012,1","1001206,1001207",,"701,2",牌库中，增加2张奥秘牌,CardDes_100126,
10013,丽诺尔,1,"5013,1",1001301,,,0,CardDes_100131,1
10013,丽诺尔,2,"5013,1",1001302,,,0,CardDes_100132,2
10013,丽诺尔,3,"5013,1",1001303,,,0,CardDes_100133,3
10013,丽诺尔,4,"5013,1",1001304,,,0,CardDes_100134,4
10013,丽诺尔,5,"5013,1",1001305,,,0,CardDes_100135,5
10013,丽诺尔,6,"5013,1","1001306,1001307",,,0,CardDes_100136,
10014,赫拉克,1,"5014,1",1001401,"10610,1",,牌库中，增加1张地6-10,CardDes_100141,1
10014,赫拉克,2,"5014,1",1001402,"10610,1",,牌库中，增加1张地6-10,CardDes_100142,2
10014,赫拉克,3,"5014,1",1001403,"10610,1",,牌库中，增加1张地6-10,CardDes_100143,3
10014,赫拉克,4,"5014,1",1001404,"10015,1",,牌库中，增加1张地1-5,CardDes_100144,4
10014,赫拉克,5,"5014,1",1001405,"10015,1",,牌库中，增加1张地1-5,CardDes_100145,5
10014,赫拉克,6,"5014,1","1001406,1001407",,,当前手中牌持有上限+1,CardDes_100146,
10015,零,1,"5015,1",1001501,,,0,CardDes_100151,1
10015,零,2,"5015,1",1001502,,,0,CardDes_100152,2
10015,零,3,"5015,1",1001503,,,0,CardDes_100153,3
10015,零,4,"5015,1",1001504,,,0,CardDes_100154,4
10015,零,5,"5015,1",1001505,,,0,CardDes_100155,5
10015,零,6,"5015,1","1001506,1001507",,,0,CardDes_100156,
10016,翼主,1,"5016,1",1001601,"40023,1",,牌库中，增加1张火2-3,CardDes_100161,1
10016,翼主,2,"5016,1",1001602,"30023,1",,牌库中，增加一张水2-3,CardDes_100162,2
10016,翼主,3,"5016,1",1001603,"10023,1",,牌库中，增加一张地2-3,CardDes_100163,3
10016,翼主,4,"5016,1",1001604,"20023,1",,牌库中，增加一张风2-3,CardDes_100164,4
10016,翼主,5,"5016,1",1001605,"701,1",,牌库中，增加1奥秘,CardDes_100165,5
10016,翼主,6,"5016,1","1001606,1001607",,,每回合弃牌数+1,CardDes_100166,
10017,约瑟,1,"5017,1",1001701,,,0,CardDes_100171,1
10017,约瑟,2,"5017,1",1001702,,,0,CardDes_100172,2
10017,约瑟,3,"5017,1",1001703,,,0,CardDes_100173,3
10017,约瑟,4,"5017,1",1001704,,,0,CardDes_100174,4
10017,约瑟,5,"5017,1",1001705,,,0,CardDes_100175,5
10017,约瑟,6,"5017,1","1001706,1001707",,,0,CardDes_100176,
10018,迦勒,1,"5018,1",1001801,,,0,CardDes_100181,1
10018,迦勒,2,"5018,1",1001802,,,0,CardDes_100182,2
10018,迦勒,3,"5018,1",1001803,,,0,CardDes_100183,3
10018,迦勒,4,"5018,1",1001804,,,0,CardDes_100184,4
10018,迦勒,5,"5018,1",1001805,,,0,CardDes_100185,5
10018,迦勒,6,"5018,1","1001806,1001807",,,0,CardDes_100186,
10019,莉莉姆,1,"5019,1",1001901,"10079,1","110,1",牌库中，地10变地7-9,CardDes_100191,1
10019,莉莉姆,2,"5019,1",1001902,"40079,1","410,1",牌库中，火10变火7-9,CardDes_100192,2
10019,莉莉姆,3,"5019,1",1001903,"30079,1","310,1",牌库中，水10变水7-9,CardDes_100193,3
10019,莉莉姆,4,"5019,1",1001904,"20079,1","210,1",牌库中，风10变风7-9,CardDes_100194,4
10019,莉莉姆,5,"5019,1",1001905,"501,2",,牌库中，增加2张暗属性牌,CardDes_100195,5
10019,莉莉姆,6,"5019,1","1001906,1001907",,,每回合50%几率额外抽取一张牌,CardDes_100196,
10020,藤茵,1,"5020,1",1002001,,,0,CardDes_100201,1
10020,藤茵,2,"5020,1",1002002,,,0,CardDes_100202,2
10020,藤茵,3,"5020,1",1002003,,,0,CardDes_100203,3
10020,藤茵,4,"5020,1",1002004,,,0,CardDes_100204,4
10020,藤茵,5,"5020,1",1002005,,,0,CardDes_100205,5
10020,藤茵,6,"5020,1","1002006,1002007",,,0,CardDes_100206,
10021,拜拉席恩,1,"5021,1",1002101,,,0,CardDes_100211,1
10021,拜拉席恩,2,"5021,1",1002102,,,0,CardDes_100212,2
10021,拜拉席恩,3,"5021,1",1002103,,,0,CardDes_100213,3
10021,拜拉席恩,4,"5021,1",1002104,,,0,CardDes_100214,4
10021,拜拉席恩,5,"5021,1",1002105,,,0,CardDes_100215,5
10021,拜拉席恩,6,"5021,1","1002106,1002107",,,0,CardDes_100216,
10022,琪格菲尔,1,"5022,1",1002201,"40046,1","409,1",牌库中，火9变火6-8,CardDes_100221,1
10022,琪格菲尔,2,"5022,1",1002202,"30046,1","307,1",牌库中，水7变水4-6,CardDes_100222,2
10022,琪格菲尔,3,"5022,1",1002203,"10024,1","105,1",牌库中，地5变地2-4,CardDes_100223,3
10022,琪格菲尔,4,"5022,1",1002204,"20810,1","203,1",牌库中，风3变风8-10,CardDes_100224,4
10022,琪格菲尔,5,"5022,1",1002205,"501,2",,牌库中，增加2张暗属性牌,CardDes_100225,5
10022,琪格菲尔,6,"5022,1","1002206,1002207",,,每回合50%几率增加一张随机花色的偶数牌,CardDes_100226,
10023,拉克丝,1,"5023,1",1002301,,,0,CardDes_100231,1
10023,拉克丝,2,"5023,1",1002302,,,0,CardDes_100232,2
10023,拉克丝,3,"5023,1",1002303,,,0,CardDes_100233,3
10023,拉克丝,4,"5023,1",1002304,,,0,CardDes_100234,4
10023,拉克丝,5,"5023,1",1002305,,,0,CardDes_100235,5
10023,拉克丝,6,"5023,1","1002306,1002307",,,0,CardDes_100236,
10024,掌次郎,1,"5024,1",1002401,,,0,CardDes_100241,1
10024,掌次郎,2,"5024,1",1002402,,,0,CardDes_100242,2
10024,掌次郎,3,"5024,1",1002403,,,0,CardDes_100243,3
10024,掌次郎,4,"5024,1",1002404,,,0,CardDes_100244,4
10024,掌次郎,5,"5024,1",1002405,,,0,CardDes_100245,5
10024,掌次郎,6,"5024,1","1002406,1002407",,,0,CardDes_100246,
10025,赵灭天,1,"5025,1",1002501,,,0,CardDes_100251,1
10025,赵灭天,2,"5025,1",1002502,,,0,CardDes_100252,2
10025,赵灭天,3,"5025,1",1002503,,,0,CardDes_100253,3
10025,赵灭天,4,"5025,1",1002504,,,0,CardDes_100254,4
10025,赵灭天,5,"5025,1",1002505,,,0,CardDes_100255,5
10025,赵灭天,6,"5025,1","1002506,1002507",,,0,CardDes_100256,
10026,嘉年华,1,"5026,1",1002601,,,0,CardDes_100261,1
10026,嘉年华,2,"5026,1",1002602,,,0,CardDes_100262,2
10026,嘉年华,3,"5026,1",1002603,,,0,CardDes_100263,3
10026,嘉年华,4,"5026,1",1002604,,,0,CardDes_100264,4
10026,嘉年华,5,"5026,1",1002605,,,0,CardDes_100265,5
10026,嘉年华,6,"5026,1","1002606,1002607",,,0,CardDes_100266,
10027,法芙娜,1,"5027,1",1002701,,,0,CardDes_100271,1
10027,法芙娜,2,"5027,1",1002702,,,0,CardDes_100272,2
10027,法芙娜,3,"5027,1",1002703,,,0,CardDes_100273,3
10027,法芙娜,4,"5027,1",1002704,,,0,CardDes_100274,4
10027,法芙娜,5,"5027,1",1002705,,,0,CardDes_100275,5
10027,法芙娜,6,"5027,1","1002706,1002707",,,0,CardDes_100276,
10028,召唤C,1,"5028,1",1002801,,,0,CardDes_100281,1
10028,召唤C,2,"5028,1",1002802,,,0,CardDes_100282,2
10028,召唤C,3,"5028,1",1002803,,,0,CardDes_100283,3
10028,召唤C,4,"5028,1",1002804,,,0,CardDes_100284,4
10028,召唤C,5,"5028,1",1002805,,,0,CardDes_100285,5
10028,召唤C,6,"5028,1","1002806,1002807",,,0,CardDes_100286,
10029,蒂斯,1,"5029,1",1002901,,,0,CardDes_100291,1
10029,蒂斯,2,"5029,1",1002902,,,0,CardDes_100292,2
10029,蒂斯,3,"5029,1",1002903,,,0,CardDes_100293,3
10029,蒂斯,4,"5029,1",1002904,,,0,CardDes_100294,4
10029,蒂斯,5,"5029,1",1002905,,,0,CardDes_100295,5
10029,蒂斯,6,"5029,1","1002906,1002907",,,0,CardDes_100296,
10030,火C,1,"5030,1",1003001,,,0,CardDes_100301,1
10030,火C,2,"5030,1",1003002,,,0,CardDes_100302,2
10030,火C,3,"5030,1",1003003,,,0,CardDes_100303,3
10030,火C,4,"5030,1",1003004,,,0,CardDes_100304,4
10030,火C,5,"5030,1",1003005,,,0,CardDes_100305,5
10030,火C,6,"5030,1","1003006,1003007",,,0,CardDes_100306,
10031,毒C,1,"5031,1",1003101,,,0,CardDes_100311,1
10031,毒C,2,"5031,1",1003102,,,0,CardDes_100312,2
10031,毒C,3,"5031,1",1003103,,,0,CardDes_100313,3
10031,毒C,4,"5031,1",1003104,,,0,CardDes_100314,4
10031,毒C,5,"5031,1",1003105,,,0,CardDes_100315,5
10031,毒C,6,"5031,1","1003106,1003107",,,0,CardDes_100316,
10032,代号：大祭司,1,"5032,1",1003201,,,0,CardDes_100321,1
10032,代号：大祭司,2,"5032,1",1003202,,,0,CardDes_100322,2
10032,代号：大祭司,3,"5032,1",1003203,,,0,CardDes_100323,3
10032,代号：大祭司,4,"5032,1",1003204,,,0,CardDes_100324,4
10032,代号：大祭司,5,"5032,1",1003205,,,0,CardDes_100325,5
10032,代号：大祭司,6,"5032,1","1003206,1003207",,,0,CardDes_100326,
10033,代号：圣女,1,"5033,1",1003301,,,0,CardDes_100331,1
10033,代号：圣女,2,"5033,1",1003302,,,0,CardDes_100332,2
10033,代号：圣女,3,"5033,1",1003303,,,0,CardDes_100333,3
10033,代号：圣女,4,"5033,1",1003304,,,0,CardDes_100334,4
10033,代号：圣女,5,"5033,1",1003305,,,0,CardDes_100335,5
10033,代号：圣女,6,"5033,1","1003306,1003307",,,0,CardDes_100336,
10034,代号：检察官,1,"5034,1",1003401,,,0,CardDes_100341,1
10034,代号：检察官,2,"5034,1",1003402,,,0,CardDes_100342,2
10034,代号：检察官,3,"5034,1",1003403,,,0,CardDes_100343,3
10034,代号：检察官,4,"5034,1",1003404,,,0,CardDes_100344,4
10034,代号：检察官,5,"5034,1",1003405,,,0,CardDes_100345,5
10034,代号：检察官,6,"5034,1","1003406,1003407",,,0,CardDes_100346,
10035,代号：龙龟,1,"5035,1",1003501,,,0,CardDes_100351,1
10035,代号：龙龟,2,"5035,1",1003502,,,0,CardDes_100352,2
10035,代号：龙龟,3,"5035,1",1003503,,,0,CardDes_100353,3
10035,代号：龙龟,4,"5035,1",1003504,,,0,CardDes_100354,4
10035,代号：龙龟,5,"5035,1",1003505,,,0,CardDes_100355,5
10035,代号：龙龟,6,"5035,1","1003506,1003507",,,0,CardDes_100356,
10036,代号：新手勇者,1,"5036,1",1003601,,,0,CardDes_100361,1
10036,代号：新手勇者,2,"5036,1",1003602,,,0,CardDes_100362,2
10036,代号：新手勇者,3,"5036,1",1003603,,,0,CardDes_100363,3
10036,代号：新手勇者,4,"5036,1",1003604,,,0,CardDes_100364,4
10036,代号：新手勇者,5,"5036,1",1003605,,,0,CardDes_100365,5
10036,代号：新手勇者,6,"5036,1","1003606,1003607",,,0,CardDes_100366,
10037,代号：新手牧师,1,"5037,1",1003701,,,0,CardDes_100371,1
10037,代号：新手牧师,2,"5037,1",1003702,,,0,CardDes_100372,2
10037,代号：新手牧师,3,"5037,1",1003703,,,0,CardDes_100373,3
10037,代号：新手牧师,4,"5037,1",1003704,,,0,CardDes_100374,4
10037,代号：新手牧师,5,"5037,1",1003705,,,0,CardDes_100375,5
10037,代号：新手牧师,6,"5037,1","1003706,1003707",,,0,CardDes_100376,
10038,代号：后勤妹,1,"5038,1",1003801,,,0,CardDes_100381,1
10038,代号：后勤妹,2,"5038,1",1003802,,,0,CardDes_100382,2
10038,代号：后勤妹,3,"5038,1",1003803,,,0,CardDes_100383,3
10038,代号：后勤妹,4,"5038,1",1003804,,,0,CardDes_100384,4
10038,代号：后勤妹,5,"5038,1",1003805,,,0,CardDes_100385,5
10038,代号：后勤妹,6,"5038,1","1003806,1003807",,,0,CardDes_100386,
10039,代号：赏金猎人,1,"5039,1",1003901,,,0,CardDes_100391,1
10039,代号：赏金猎人,2,"5039,1",1003902,,,0,CardDes_100392,2
10039,代号：赏金猎人,3,"5039,1",1003903,,,0,CardDes_100393,3
10039,代号：赏金猎人,4,"5039,1",1003904,,,0,CardDes_100394,4
10039,代号：赏金猎人,5,"5039,1",1003905,,,0,CardDes_100395,5
10039,代号：赏金猎人,6,"5039,1","1003906,1003907",,,0,CardDes_100396,
10040,代号：新手骑士,1,"5040,1",1004001,,,0,CardDes_100401,1
10040,代号：新手骑士,2,"5040,1",1004002,,,0,CardDes_100402,2
10040,代号：新手骑士,3,"5040,1",1004003,,,0,CardDes_100403,3
10040,代号：新手骑士,4,"5040,1",1004004,,,0,CardDes_100404,4
10040,代号：新手骑士,5,"5040,1",1004005,,,0,CardDes_100405,5
10040,代号：新手骑士,6,"5040,1","1004006,1004007",,,0,CardDes_100406,
10041,代号：技术宅男,1,"5041,1",1004101,,,0,CardDes_100411,1
10041,代号：技术宅男,2,"5041,1",1004102,,,0,CardDes_100412,2
10041,代号：技术宅男,3,"5041,1",1004103,,,0,CardDes_100413,3
10041,代号：技术宅男,4,"5041,1",1004104,,,0,CardDes_100414,4
10041,代号：技术宅男,5,"5041,1",1004105,,,0,CardDes_100415,5
10041,代号：技术宅男,6,"5041,1","1004106,1004107",,,0,CardDes_100416,
10042,冰C,1,"5042,1",1004201,,,0,CardDes_100421,1
10042,冰C,2,"5042,1",1004202,,,0,CardDes_100422,2
10042,冰C,3,"5042,1",1004203,,,0,CardDes_100423,3
10042,冰C,4,"5042,1",1004204,,,0,CardDes_100424,4
10042,冰C,5,"5042,1",1004205,,,0,CardDes_100425,5
10042,冰C,6,"5042,1","1004206,1004207",,,0,CardDes_100426,
